Date,DENMARK SMALL VALUE Small Cap
2002-03-05,138.12
2002-03-06,138.977
2002-03-07,139.06
2002-03-08,138.58
2002-03-11,138.399
2002-03-12,136.802
2002-03-13,137.303
2002-03-14,137.739
2002-03-15,138.463
2002-03-18,138.766
2002-03-19,138.634
2002-03-20,139.05
2002-03-21,137.096
2002-03-22,141.805
2002-03-25,142.202
2002-03-26,142.293
2002-03-27,142.406
2002-03-28,142.337
2002-03-29,142.337
2002-04-01,143.509
2002-04-02,143.938
2002-04-03,143.32
2002-04-04,144.674
2002-04-05,144.538
2002-04-08,144.375
2002-04-09,143.768
2002-04-10,143.657
2002-04-11,143.779
2002-04-12,144.799
2002-04-15,144.669
2002-04-16,146.418
2002-04-17,149.427
2002-04-18,149.054
2002-04-19,149.758
2002-04-22,150.687
2002-04-23,151.376
2002-04-24,153.783
2002-04-25,153.439
2002-04-26,153.438
2002-04-29,152.626
2002-04-30,153.381
2002-05-01,153.662
2002-05-02,153.213
2002-05-03,155.046
2002-05-06,155.874
2002-05-07,156.315
2002-05-08,157.059
2002-05-09,157.024
2002-05-10,157.54
2002-05-13,158.186
2002-05-14,156.896
2002-05-15,160.083
2002-05-16,160.052
2002-05-17,162.049
2002-05-20,162.104
2002-05-21,160.532
2002-05-22,160.499
2002-05-23,159.806
2002-05-24,160.358
2002-05-27,160.573
2002-05-28,161.177
2002-05-29,160.093
2002-05-30,160.988
2002-05-31,161.281
2002-06-03,161.659
2002-06-04,161.008
2002-06-05,159.997
2002-06-06,162.2
2002-06-07,160.244
2002-06-10,161.461
2002-06-11,160.871
2002-06-12,161.031
2002-06-13,159.537
2002-06-14,159.117
2002-06-17,157.323
2002-06-18,158.264
2002-06-19,160.05
2002-06-20,159.597
2002-06-21,159.462
2002-06-24,156.893
2002-06-25,157.472
2002-06-26,160.675
2002-06-27,159.537
2002-06-28,161.058
2002-07-01,162.749
2002-07-02,162.259
2002-07-03,160.027
2002-07-04,161.336
2002-07-05,161.717
2002-07-08,164.25
2002-07-09,164.217
2002-07-10,162.471
2002-07-11,161.641
2002-07-12,162.231
2002-07-15,164.058
2002-07-16,164.14
2002-07-17,161.815
2002-07-18,161.544
2002-07-19,162.368
2002-07-22,157.764
2002-07-23,153.244
2002-07-24,144.907
2002-07-25,152.258
2002-07-26,150.75
2002-07-29,151.953
2002-07-30,154.107
2002-07-31,152.788
2002-08-01,154.92
2002-08-02,154.708
2002-08-05,153.635
2002-08-06,149.261
2002-08-07,152.126
2002-08-08,151.817
2002-08-09,153.126
2002-08-12,153.435
2002-08-13,154.555
2002-08-14,156.09
2002-08-15,155.613
2002-08-16,153.462
2002-08-19,153.588
2002-08-20,154.249
2002-08-21,154.409
2002-08-22,154.847
2002-08-23,153.656
2002-08-26,154.309
2002-08-27,157.024
2002-08-28,156.445
2002-08-29,156.355
2002-08-30,155.927
2002-09-02,155.961
2002-09-03,157.376
2002-09-04,158.061
2002-09-05,157.201
2002-09-06,158.539
2002-09-09,157.42
2002-09-10,156.466
2002-09-11,157.436
2002-09-12,158.511
2002-09-13,158.666
2002-09-16,157.425
2002-09-17,156.629
2002-09-18,155.073
2002-09-19,157.698
2002-09-20,157.889
2002-09-23,154.509
2002-09-24,152.062
2002-09-25,149.503
2002-09-26,147.71
2002-09-27,149.358
2002-09-30,148.023
2002-10-01,148.184
2002-10-02,149.014
2002-10-03,148.354
2002-10-04,146.112
2002-10-07,144.287
2002-10-08,143.328
2002-10-09,144.021
2002-10-10,141.288
2002-10-11,144.311
2002-10-14,144.44
2002-10-15,146.793
2002-10-16,145.111
2002-10-17,143.511
2002-10-18,142.848
2002-10-21,143.857
2002-10-22,146.462
2002-10-23,144.779
2002-10-24,145.936
2002-10-25,145.009
2002-10-28,145.112
2002-10-29,143.776
2002-10-30,143.326
2002-10-31,145.115
2002-11-01,145.958
2002-11-04,146.933
2002-11-05,148.081
2002-11-06,145.846
2002-11-07,145.11
2002-11-08,145.034
2002-11-11,145.061
2002-11-12,145.081
2002-11-13,146.249
2002-11-14,147.66
2002-11-15,146.823
2002-11-18,148.625
2002-11-19,148.552
2002-11-20,148.312
2002-11-21,147.958
2002-11-22,148.295
2002-11-25,146.294
2002-11-26,146.634
2002-11-27,146.474
2002-11-28,147.395
2002-11-29,148.165
2002-12-02,149.798
2002-12-03,150.044
2002-12-04,147.871
2002-12-05,148.147
2002-12-06,148.707
2002-12-09,147.867
2002-12-10,149.598
2002-12-11,151.378
2002-12-12,153.09
2002-12-13,152.844
2002-12-16,152.082
2002-12-17,154.67
2002-12-18,155.209
2002-12-19,154.465
2002-12-20,154.714
2002-12-23,154.589
2002-12-24,155.238
2002-12-25,155.238
2002-12-26,155.622
2002-12-27,157.606
2002-12-30,158.894
2002-12-31,159.484
2003-01-01,159.484
2003-01-02,159.004
2003-01-03,159.798
2003-01-06,162.245
2003-01-07,162.587
2003-01-08,160.95
2003-01-09,162.847
2003-01-10,164.666
2003-01-13,165.229
2003-01-14,167.565
2003-01-15,166.943
2003-01-16,166.952
2003-01-17,166.629
2003-01-20,167.706
2003-01-21,167.697
2003-01-22,167.788
2003-01-23,167.632
2003-01-24,168.442
2003-01-27,166.23
2003-01-28,163.789
2003-01-29,162.903
2003-01-30,161.045
2003-01-31,160.944
2003-02-03,161.213
2003-02-04,162.957
2003-02-05,161.379
2003-02-06,162.007
2003-02-07,161.547
2003-02-10,159.633
2003-02-11,159.811
2003-02-12,159.118
2003-02-13,160.31
2003-02-14,159.964
2003-02-17,159.598
2003-02-18,158.892
2003-02-19,160.086
2003-02-20,159.027
2003-02-21,159.007
2003-02-24,157.499
2003-02-25,155.332
2003-02-26,155.026
2003-02-27,153.925
2003-02-28,158.614
2003-03-03,160.775
2003-03-04,159.69
2003-03-05,162.011
2003-03-06,160.618
2003-03-07,161.839
2003-03-10,162.532
2003-03-11,160.411
2003-03-12,157.504
2003-03-13,156.344
2003-03-14,158.243
2003-03-17,159.963
2003-03-18,157.931
2003-03-19,159.82
2003-03-20,160.006
2003-03-21,160.781
2003-03-24,162.047
2003-03-25,162.317
2003-03-26,162.399
2003-03-27,162.196
2003-03-28,161.812
2003-03-31,162.791
2003-04-01,164.653
2003-04-02,166.088
2003-04-03,166.764
2003-04-04,167.249
2003-04-07,168.51
2003-04-08,167.786
2003-04-09,168.644
2003-04-10,171.232
2003-04-11,169.589
2003-04-14,170.605
2003-04-15,171.768
2003-04-16,172.823
2003-04-17,173.653
2003-04-18,173.653
2003-04-21,172.911
2003-04-22,173.992
2003-04-23,176.356
2003-04-24,177.293
2003-04-25,176.912
2003-04-28,177.562
2003-04-29,180.115
2003-04-30,183.956
2003-05-01,185.126
2003-05-02,184.314
2003-05-05,186.862
2003-05-06,188.481
2003-05-07,188.861
2003-05-08,190.804
2003-05-09,191.082
2003-05-12,191.385
2003-05-13,190.432
2003-05-14,191.324
2003-05-15,193.058
2003-05-16,194.323
2003-05-19,194.156
2003-05-20,193.157
2003-05-21,193.977
2003-05-22,194.762
2003-05-23,197.408
2003-05-26,198.187
2003-05-27,198.758
2003-05-28,197.427
2003-05-29,198.89
2003-05-30,201.61
2003-06-02,201.332
2003-06-03,200.397
2003-06-04,200.524
2003-06-05,203.441
2003-06-06,205.908
2003-06-09,207.019
2003-06-10,204.66
2003-06-11,209.989
2003-06-12,212.09
2003-06-13,212.562
2003-06-16,215.379
2003-06-17,212.155
2003-06-18,209.055
2003-06-19,207.127
2003-06-20,211.017
2003-06-23,207.518
2003-06-24,206.423
2003-06-25,208.853
2003-06-26,205.96
2003-06-27,209.011
2003-06-30,210.059
2003-07-01,210.546
2003-07-02,209.079
2003-07-03,210.19
2003-07-04,209.389
2003-07-07,208.725
2003-07-08,206.765
2003-07-09,208.415
2003-07-10,207.599
2003-07-11,207.297
2003-07-14,208.219
2003-07-15,208.045
2003-07-16,206.739
2003-07-17,205.691
2003-07-18,204.784
2003-07-21,205.627
2003-07-22,206.648
2003-07-23,208.883
2003-07-24,210.589
2003-07-25,212.03
2003-07-28,210.984
2003-07-29,212.041
2003-07-30,209.069
2003-07-31,205.891
2003-08-01,205.442
2003-08-04,206.62
2003-08-05,207.041
2003-08-06,207.528
2003-08-07,209.711
2003-08-08,209.664
2003-08-11,210.175
2003-08-12,210.199
2003-08-13,211.834
2003-08-14,211.656
2003-08-15,212.401
2003-08-18,212.045
2003-08-19,213.131
2003-08-20,213.877
2003-08-21,213.04
2003-08-22,211.921
2003-08-25,211.179
2003-08-26,213.464
2003-08-27,213.678
2003-08-28,214.57
2003-08-29,216.371
2003-09-01,216.318
2003-09-02,215.379
2003-09-03,217.803
2003-09-04,217.34
2003-09-05,219.79
2003-09-08,223.012
2003-09-09,223.86
2003-09-10,222.565
2003-09-11,225.327
2003-09-12,226.586
2003-09-15,228.575
2003-09-16,228.962
2003-09-17,230.502
2003-09-18,229.92
2003-09-19,232.3
2003-09-22,230.47
2003-09-23,230.231
2003-09-24,230.423
2003-09-25,229.544
2003-09-26,226.589
2003-09-29,227.786
2003-09-30,226.684
2003-10-01,229.141
2003-10-02,230.013
2003-10-03,230.239
2003-10-06,231.451
2003-10-07,234.784
2003-10-08,235.488
2003-10-09,236.726
2003-10-10,237.065
2003-10-13,234.467
2003-10-14,234.964
2003-10-15,235.564
2003-10-16,237.634
2003-10-17,237.448
2003-10-20,238.112
2003-10-21,239.892
2003-10-22,240.682
2003-10-23,239.583
2003-10-24,241.647
2003-10-27,241.503
2003-10-28,240.766
2003-10-29,244.076
2003-10-30,242.501
2003-10-31,242.306
2003-11-03,241.606
2003-11-04,244.15
2003-11-05,240.575
2003-11-06,237.724
2003-11-07,239.898
2003-11-10,240.655
2003-11-11,239.967
2003-11-12,243.282
2003-11-13,247.147
2003-11-14,248.049
2003-11-17,247.736
2003-11-18,250.364
2003-11-19,248.988
2003-11-20,248.286
2003-11-21,248.284
2003-11-24,246.127
2003-11-25,246.038
2003-11-26,248.343
2003-11-27,246.889
2003-11-28,247.678
2003-12-01,249.629
2003-12-02,254.365
2003-12-03,256.351
2003-12-04,257.626
2003-12-05,257.89
2003-12-08,259.067
2003-12-09,259.024
2003-12-10,259.111
2003-12-11,259.733
2003-12-12,263.2
2003-12-15,262.273
2003-12-16,262.822
2003-12-17,265.204
2003-12-18,266.148
2003-12-19,264.731
2003-12-22,265.967
2003-12-23,266.469
2003-12-24,267.193
2003-12-25,267.193
2003-12-26,267.102
2003-12-29,267.765
2003-12-30,269.743
2003-12-31,271.468
2004-01-01,271.468
2004-01-02,275.695
2004-01-05,279.928
2004-01-06,285.3
2004-01-07,283.782
2004-01-08,286.748
2004-01-09,288.269
2004-01-12,288.112
2004-01-13,288.297
2004-01-14,288.992
2004-01-15,288.626
2004-01-16,284.287
2004-01-19,284.3
2004-01-20,288.202
2004-01-21,289.189
2004-01-22,293.061
2004-01-23,293.322
2004-01-26,293.318
2004-01-27,299.558
2004-01-28,300.601
2004-01-29,296.547
2004-01-30,293.088
2004-02-02,295.122
2004-02-03,297.897
2004-02-04,297.76
2004-02-05,304.204
2004-02-06,310.806
2004-02-09,311.253
2004-02-10,311.382
2004-02-11,310.444
2004-02-12,315.198
2004-02-13,312.998
2004-02-16,309.735
2004-02-17,310.763
2004-02-18,311.383
2004-02-19,306.191
2004-02-20,303.18
2004-02-23,303.037
2004-02-24,304.471
2004-02-25,302.426
2004-02-26,300.979
2004-02-27,300.807
2004-03-01,305.159
2004-03-02,303.627
2004-03-03,295.638
2004-03-04,298.447
2004-03-05,307.214
2004-03-08,305.377
2004-03-09,304.816
2004-03-10,298.422
2004-03-11,294.942
2004-03-12,295.274
2004-03-15,294.333
2004-03-16,297.406
2004-03-17,294.235
2004-03-18,297.211
2004-03-19,298.404
2004-03-22,294.513
2004-03-23,292.615
2004-03-24,290.589
2004-03-25,291.898
2004-03-26,289.199
2004-03-29,293.921
2004-03-30,294.376
2004-03-31,297.406
2004-04-01,298.091
2004-04-02,294.194
2004-04-05,291.642
2004-04-06,291.297
2004-04-07,296.462
2004-04-08,294.902
2004-04-09,294.902
2004-04-12,294.054
2004-04-13,292.087
2004-04-14,292.244
2004-04-15,294.146
2004-04-16,296.139
2004-04-19,296.111
2004-04-20,293.309
2004-04-21,291.184
2004-04-22,292.506
2004-04-23,292.381
2004-04-26,292.928
2004-04-27,294.831
2004-04-28,291.547
2004-04-29,291.49
2004-04-30,290.857
2004-05-03,292.474
2004-05-04,299.91
2004-05-05,305.352
2004-05-06,301.318
2004-05-07,297.132
2004-05-10,291.337
2004-05-11,289.686
2004-05-12,293.801
2004-05-13,292.68
2004-05-14,294.155
2004-05-17,294.887
2004-05-18,292.582
2004-05-19,296.816
2004-05-20,294.189
2004-05-21,297.133
2004-05-24,292.938
2004-05-25,294.96
2004-05-26,294.615
2004-05-27,298.858
2004-05-28,297.97
2004-05-31,297.97
2004-06-01,302.361
2004-06-02,304.512
2004-06-03,303.745
2004-06-04,304.512
2004-06-07,307.188
2004-06-08,308.609
2004-06-09,303.597
2004-06-10,303.159
2004-06-11,301.669
2004-06-14,301.465
2004-06-15,301.792
2004-06-16,300.38
2004-06-17,302.07
2004-06-18,307.948
2004-06-21,311.538
2004-06-22,311.813
2004-06-23,312.986
2004-06-24,315.291
2004-06-25,314.374
2004-06-28,314.432
2004-06-29,312.613
2004-06-30,317.509
2004-07-01,318.229
2004-07-02,320.218
2004-07-05,321.858
2004-07-06,322.225
2004-07-07,326.136
2004-07-08,325.84
2004-07-09,324.881
2004-07-12,325.252
2004-07-13,321.473
2004-07-14,321.862
2004-07-15,320.53
2004-07-16,323.436
2004-07-19,322.098
2004-07-20,318.726
2004-07-21,316.194
2004-07-22,315.048
2004-07-23,311.459
2004-07-26,312.413
2004-07-27,311.129
2004-07-28,309.943
2004-07-29,310.793
2004-07-30,312.427
2004-08-02,311.223
2004-08-03,313.396
2004-08-04,311.967
2004-08-05,312.231
2004-08-06,312.757
2004-08-09,306.695
2004-08-10,311.352
2004-08-11,306.851
2004-08-12,309.139
2004-08-13,310.755
2004-08-16,311.39
2004-08-17,312.07
2004-08-18,311.276
2004-08-19,314.905
2004-08-20,314.919
2004-08-23,314.567
2004-08-24,311.329
2004-08-25,311.426
2004-08-26,314.999
2004-08-27,315.219
2004-08-30,314.408
2004-08-31,317.181
2004-09-01,320.364
2004-09-02,321.541
2004-09-03,318.925
2004-09-06,319.425
2004-09-07,321.591
2004-09-08,323.848
2004-09-09,324.781
2004-09-10,329.347
2004-09-13,329.464
2004-09-14,329.015
2004-09-15,325.677
2004-09-16,323.482
2004-09-17,327.828
2004-09-20,326.195
2004-09-21,331.575
2004-09-22,331.003
2004-09-23,331.665
2004-09-24,332.172
2004-09-27,332.354
2004-09-28,333.764
2004-09-29,334.47
2004-09-30,339.361
2004-10-01,339.648
2004-10-04,340.425
2004-10-05,344.341
2004-10-06,344.522
2004-10-07,344.205
2004-10-08,346.895
2004-10-11,345.369
2004-10-12,341.978
2004-10-13,342.666
2004-10-14,346.996
2004-10-15,348.632
2004-10-18,351.716
2004-10-19,352.937
2004-10-20,355.373
2004-10-21,354.978
2004-10-22,358.718
2004-10-25,359.156
2004-10-26,357.744
2004-10-27,358.242
2004-10-28,359.039
2004-10-29,357.534
2004-11-01,360.255
2004-11-02,359.639
2004-11-03,360.854
2004-11-04,362.822
2004-11-05,367.699
2004-11-08,370.506
2004-11-09,370.224
2004-11-10,372.539
2004-11-11,375.058
2004-11-12,382.748
2004-11-15,386.227
2004-11-16,386.989
2004-11-17,391.874
2004-11-18,389.489
2004-11-19,389.961
2004-11-22,391.608
2004-11-23,392.854
2004-11-24,400.356
2004-11-25,405.216
2004-11-26,407.154
2004-11-29,407.103
2004-11-30,410.077
2004-12-01,415.443
2004-12-02,414.901
2004-12-03,417.46
2004-12-06,418.807
2004-12-07,418.504
2004-12-08,411.242
2004-12-09,410.875
2004-12-10,412.997
2004-12-13,415.774
2004-12-14,415.658
2004-12-15,418.681
2004-12-16,408.605
2004-12-17,404.31
2004-12-20,410.424
2004-12-21,412.365
2004-12-22,413.83
2004-12-23,418.437
2004-12-24,419.427
2004-12-27,422.887
2004-12-28,423.112
2004-12-29,422.918
2004-12-30,427.505
2004-12-31,426.368
2005-01-03,427.726
2005-01-04,422.787
2005-01-05,418.311
2005-01-06,416.554
2005-01-07,417.12
2005-01-10,418.065
2005-01-11,417.769
2005-01-12,422.376
2005-01-13,420.718
2005-01-14,419.56
2005-01-17,419.556
2005-01-18,420.141
2005-01-19,419.637
2005-01-20,415.5
2005-01-21,420.437
2005-01-24,419.551
2005-01-25,423.453
2005-01-26,426.003
2005-01-27,418.312
2005-01-28,423.034
2005-01-31,424.697
2005-02-01,428.817
2005-02-02,431.386
2005-02-03,433.159
2005-02-04,434.824
2005-02-07,435.935
2005-02-08,436.269
2005-02-09,434.809
2005-02-10,437.564
2005-02-11,436.321
2005-02-14,439.573
2005-02-15,440.247
2005-02-16,440.31
2005-02-17,445.593
2005-02-18,449.945
2005-02-21,445.481
2005-02-22,451.032
2005-02-23,447.261
2005-02-24,448.262
2005-02-25,448.951
2005-02-28,455.595
2005-03-01,453.425
2005-03-02,448.069
2005-03-03,450.739
2005-03-04,455.363
2005-03-07,460.908
2005-03-08,462.389
2005-03-09,462.557
2005-03-10,459.045
2005-03-11,463.962
2005-03-14,459.293
2005-03-15,458.546
2005-03-16,463.087
2005-03-17,460.141
2005-03-18,458.358
2005-03-21,455.76
2005-03-22,456.644
2005-03-23,447.01
2005-03-24,445.411
2005-03-25,445.411
2005-03-28,442.289
2005-03-29,452.452
2005-03-30,455.725
2005-03-31,457.652
2005-04-01,463.807
2005-04-04,459.462
2005-04-05,465.17
2005-04-06,466.765
2005-04-07,471.992
2005-04-08,468.798
2005-04-11,472.593
2005-04-12,470.214
2005-04-13,474.362
2005-04-14,467.173
2005-04-15,466.497
2005-04-18,462.662
2005-04-19,463.471
2005-04-20,467.335
2005-04-21,468.408
2005-04-22,467.4
2005-04-25,466.209
2005-04-26,466.326
2005-04-27,461.335
2005-04-28,450.776
2005-04-29,453.898
2005-05-02,460.58
2005-05-03,457.503
2005-05-04,462.102
2005-05-05,461.515
2005-05-06,464.266
2005-05-09,468.107
2005-05-10,475.219
2005-05-11,477.588
2005-05-12,472.903
2005-05-13,469.547
2005-05-16,468.62
2005-05-17,470.1
2005-05-18,472.409
2005-05-19,469.263
2005-05-20,469.092
2005-05-23,472.338
2005-05-24,476.901
2005-05-25,475.722
2005-05-26,474.508
2005-05-27,475.534
2005-05-30,474.09
2005-05-31,473.525
2005-06-01,473.603
2005-06-02,474.911
2005-06-03,474.403
2005-06-06,474.121
2005-06-07,478.88
2005-06-08,483.85
2005-06-09,478.981
2005-06-10,476.191
2005-06-13,476.164
2005-06-14,480.257
2005-06-15,485.738
2005-06-16,490.042
2005-06-17,497.204
2005-06-20,492.765
2005-06-21,491.996
2005-06-22,488.481
2005-06-23,485.127
2005-06-24,485.363
2005-06-27,483.822
2005-06-28,478.742
2005-06-29,484.684
2005-06-30,485.766
2005-07-01,481.328
2005-07-04,481.374
2005-07-05,483.351
2005-07-06,484.833
2005-07-07,481.376
2005-07-08,488.928
2005-07-11,498.657
2005-07-12,504.77
2005-07-13,497.827
2005-07-14,497.861
2005-07-15,495.785
2005-07-18,499.384
2005-07-19,496.755
2005-07-20,495.365
2005-07-21,502.645
2005-07-22,498.969
2005-07-25,500.262
2005-07-26,499.819
2005-07-27,501.372
2005-07-28,504.608
2005-07-29,508.126
2005-08-01,509.756
2005-08-02,510.678
2005-08-03,517.098
2005-08-04,518.208
2005-08-05,518.45
2005-08-08,516.764
2005-08-09,515.179
2005-08-10,513.551
2005-08-11,514.633
2005-08-12,517.513
2005-08-15,511.136
2005-08-16,511.214
2005-08-17,512.93
2005-08-18,509.111
2005-08-19,512.659
2005-08-22,515.29
2005-08-23,512.133
2005-08-24,514.038
2005-08-25,511.459
2005-08-26,510.878
2005-08-29,505.377
2005-08-30,504.533
2005-08-31,510.082
2005-09-01,521.302
2005-09-02,527.267
2005-09-05,526.427
2005-09-06,528.903
2005-09-07,526.295
2005-09-08,524.381
2005-09-09,531.117
2005-09-12,529.539
2005-09-13,524.199
2005-09-14,524.878
2005-09-15,522.028
2005-09-16,521.324
2005-09-19,519.354
2005-09-20,522.719
2005-09-21,523.814
2005-09-22,518.608
2005-09-23,518.029
2005-09-26,517.131
2005-09-27,519.108
2005-09-28,519.762
2005-09-29,521.602
2005-09-30,523.616
2005-10-03,514.425
2005-10-04,517.243
2005-10-05,515.973
2005-10-06,517.745
2005-10-07,514.631
2005-10-10,512.214
2005-10-11,512.334
2005-10-12,510.296
2005-10-13,501.437
2005-10-14,503.435
2005-10-17,503.509
2005-10-18,497.526
2005-10-19,488.48
2005-10-20,487.277
2005-10-21,485.624
2005-10-24,488.466
2005-10-25,495.322
2005-10-26,496.227
2005-10-27,495.304
2005-10-28,492.998
2005-10-31,493.413
2005-11-01,495.465
2005-11-02,499.209
2005-11-03,499.797
2005-11-04,491.541
2005-11-07,494.415
2005-11-08,489.541
2005-11-09,486.197
