Date,NEW ZEALAND MID CAP Mid Cap
2009-03-31,462.88
2009-04-30,508.463
2009-05-29,549.614
2009-06-30,572.849
2009-07-31,625.099
2009-08-31,668.397
2009-09-30,720.83
2009-10-30,730.738
2009-11-30,694.12
2009-12-31,721.61
2010-01-29,678.375
2010-02-26,667.26
2010-03-31,695.169
2010-04-30,721.22
2010-05-31,627.581
2010-06-30,622.104
2010-07-30,667.266
2010-08-31,645.112
2010-09-30,706.775
2010-10-29,756.429
2010-11-30,746.124
2010-12-31,788.323
2011-01-31,796.367
2011-02-28,789.417
2011-03-31,823.273
2011-04-29,891.361
2011-05-31,938.805
2011-06-30,916.893
2011-07-29,969.788
2011-08-31,933.354
2011-09-30,857.135
2011-10-31,872.216
2011-11-30,811.602
2011-12-30,838.362
2012-01-31,896.035
2012-02-29,927.176
2012-03-30,979.411
2012-04-30,985.315
2012-05-31,894.231
2012-06-29,901.392
2012-07-31,966.156
2012-08-31,969.796
2012-09-28,1043.944
2012-10-31,1057.643
2012-11-30,1072.446
2012-12-31,1093.057
2013-01-31,1202.347
2013-02-28,1183.43
2013-03-29,1212.09
2013-04-30,1289.678
2013-05-31,1123.285
2013-06-28,1086.259
2013-07-31,1118.172
2013-08-30,1099.451
2013-09-30,1277.611
2013-10-31,1300.842
2013-11-29,1231.222
2013-12-31,1226.294
2014-01-31,1245.828
2014-02-28,1339.563
2014-03-31,1430.504
2014-04-30,1492.883
2014-05-30,1399.281
2014-06-30,1416.322
2014-07-31,1392.696
2014-08-29,1377.418
2014-09-30,1293.53
2014-10-31,1287.541
2014-11-28,1287.222
2014-12-31,1326.897
2015-01-30,1291.434
2015-02-27,1347.499
2015-03-31,1307.557
2015-04-30,1324.132
2015-05-29,1233.384
2015-06-30,1138.129
2015-07-31,1156.925
2015-08-31,1091.373
2015-09-30,1062.768
2015-10-30,1223.242
2015-11-30,1186.37
2015-12-31,1255.878
2016-01-29,1152.662
2016-02-29,1217.594
2016-03-31,1406.767
2016-04-29,1441.85
2016-05-31,1438.7
2016-06-30,1489.229
2016-07-29,1645.559
2016-08-31,1680.791
2016-09-30,1681.236
2016-10-31,1584.939
2016-11-30,1539.448
2016-12-30,1498.531
2017-01-31,1630.778
2017-02-28,1629.632
2017-03-31,1533.49
2017-04-28,1546.969
2017-05-31,1574.115
2017-06-30,1657.246
2017-07-31,1706.194
2017-08-31,1665.349
2017-09-29,1661.163
2017-10-31,1557.517
2017-11-30,1563.63
2017-12-29,1688.335
2018-01-31,1750.922
2018-02-28,1627.157
2018-03-30,1605.847
2018-04-30,1601.353
2018-05-31,1663.458
2018-06-29,1698.877
2018-07-31,1691.078
2018-08-31,1777.132
2018-09-28,1742.345
2018-10-31,1599.079
2018-11-30,1659.401
2018-12-31,1629.371
2019-01-31,1724.006
2019-02-28,1793.493
2019-03-29,1904.155
2019-04-30,1917.032
2019-05-31,1880.009
2019-06-28,1980.007
2019-07-31,2058.681
2019-08-30,1919.07
2019-09-30,1925.045
2019-10-31,1963.816
2019-11-29,2150.64
2019-12-31,2262.1
2020-01-31,2246.586
2020-02-28,2131.073
2020-03-31,1892.648
2020-04-30,2090.472
2020-05-29,2155.81
2020-06-30,2331.208
2020-07-31,2468.073
2020-08-31,2459.133
2020-09-30,2337.784
2020-10-30,2302.086
2020-11-30,2635.999
2020-12-31,2692.821
2021-01-29,2685.995
2021-02-26,2445.026
2021-03-31,2352.02
2021-04-30,2329.079
2021-05-31,2230.243
2021-06-30,2205.998
2021-07-30,2176.744
2021-08-31,2258.008
2021-09-30,2253.778
2021-10-29,2307.44
2021-11-30,2096.193
2021-12-31,2098.671
2022-01-31,1786.796
2022-02-28,1884.038
2022-03-31,1919.735
2022-04-29,1738.015
2022-05-31,1707.047
2022-06-30,1596.392
2022-07-29,1703.04
2022-08-31,1652.986
2022-09-30,1461.545
2022-10-31,1564.683
2022-11-30,1779.358
2022-12-30,1820.537
2023-01-31,1965.018
2023-02-28,1904.185
2023-03-31,1969.633
2023-04-28,1981.016
2023-05-31,1816.734
2023-06-30,1852.197
2023-07-31,1896.693
2023-08-31,1719.715
2023-09-29,1691.808
2023-10-31,1593.426
2023-11-30,1829.674
2023-12-29,1940.792
2024-01-31,1895.421
2024-02-29,1879.436
2024-03-29,1869.342
2024-04-30,1879.318
2024-05-31,1963.66
2024-06-28,1929.72
2024-07-31,1955.704
2024-08-30,2062.86
2024-09-30,2041.941
2024-10-31,1925.063
2024-11-29,2006.647
2024-12-31,1920.743
2025-01-31,1888.982
2025-02-28,1764.211
2025-03-31,1751.411
2025-04-30,1801.321
2025-05-30,1868.827
2025-06-30,1926.521
2025-07-31,1900.55
