Date,FINLAND SMID CAP SMID (Small+Mid Cap)
2001-09-26,175.449
2001-09-27,174.159
2001-09-28,175.077
2001-10-01,176.75
2001-10-02,177.724
2001-10-03,177.696
2001-10-04,180.434
2001-10-05,181.983
2001-10-08,181.862
2001-10-09,184.097
2001-10-10,182.74
2001-10-11,185.072
2001-10-12,185.427
2001-10-15,184.906
2001-10-16,184.963
2001-10-17,186.165
2001-10-18,184.174
2001-10-19,183.051
2001-10-22,181.911
2001-10-23,183.71
2001-10-24,186.826
2001-10-25,188.063
2001-10-26,187.304
2001-10-29,188.551
2001-10-30,186.752
2001-10-31,189.138
2001-11-01,187.99
2001-11-02,187.508
2001-11-05,188.301
2001-11-06,188.711
2001-11-07,188.636
2001-11-08,190.125
2001-11-09,189.042
2001-11-12,188.56
2001-11-13,186.998
2001-11-14,188.506
2001-11-15,187.255
2001-11-16,189.477
2001-11-19,188.778
2001-11-20,188.505
2001-11-21,188.719
2001-11-22,189.793
2001-11-23,189.002
2001-11-26,190.732
2001-11-27,190.311
2001-11-28,190.935
2001-11-29,190.277
2001-11-30,194.465
2001-12-03,189.906
2001-12-04,191.221
2001-12-05,191.58
2001-12-06,192.238
2001-12-07,193.461
2001-12-10,192.697
2001-12-11,193.062
2001-12-12,193.315
2001-12-13,192.774
2001-12-14,193.9
2001-12-17,194.039
2001-12-18,195.098
2001-12-19,193.542
2001-12-20,191.482
2001-12-21,190.178
2001-12-24,188.281
2001-12-25,188.281
2001-12-26,188.441
2001-12-27,191.519
2001-12-28,192.979
2001-12-31,194.824
2002-01-01,194.824
2002-01-02,199.988
2002-01-03,203.677
2002-01-04,205.033
2002-01-07,206.96
2002-01-08,206.157
2002-01-09,204.995
2002-01-10,205.649
2002-01-11,205.88
2002-01-14,203.745
2002-01-15,202.118
2002-01-16,199.193
2002-01-17,200.682
2002-01-18,202.224
2002-01-21,200.07
2002-01-22,200.151
2002-01-23,198.965
2002-01-24,199.316
2002-01-25,196.37
2002-01-28,195.973
2002-01-29,197.208
2002-01-30,196.021
2002-01-31,196.759
2002-02-01,198.562
2002-02-04,200.802
2002-02-05,199.417
2002-02-06,198.764
2002-02-07,199.698
2002-02-08,198.951
2002-02-11,200.801
2002-02-12,202.605
2002-02-13,203.048
2002-02-14,205.886
2002-02-15,208.018
2002-02-18,207.524
2002-02-19,207.287
2002-02-20,205.788
2002-02-21,206.269
2002-02-22,207.019
2002-02-25,206.64
2002-02-26,206.774
2002-02-27,206.1
2002-02-28,206.299
2002-03-01,207.899
2002-03-04,210.755
2002-03-05,211.116
2002-03-06,212.606
2002-03-07,215.466
2002-03-08,215.495
2002-03-11,215.403
2002-03-12,213.765
2002-03-13,215.045
2002-03-14,216.651
2002-03-15,216.711
2002-03-18,217.38
2002-03-19,216.981
2002-03-20,216.878
2002-03-21,217.541
2002-03-22,217.873
2002-03-25,217.563
2002-03-26,217.728
2002-03-27,217.049
2002-03-28,216.961
2002-03-29,216.961
2002-04-01,218.74
2002-04-02,220.961
2002-04-03,222.463
2002-04-04,222.086
2002-04-05,221.825
2002-04-08,219.874
2002-04-09,221.099
2002-04-10,221.842
2002-04-11,221.777
2002-04-12,220.51
2002-04-15,221.738
2002-04-16,223.495
2002-04-17,226.539
2002-04-18,226.414
2002-04-19,225.089
2002-04-22,222.923
2002-04-23,221.424
2002-04-24,221.639
2002-04-25,220.602
2002-04-26,222.612
2002-04-29,222.941
2002-04-30,221.248
2002-05-01,222.5
2002-05-02,225.355
2002-05-03,227.283
2002-05-06,227.215
2002-05-07,225.723
2002-05-08,227.676
2002-05-09,227.626
2002-05-10,228.291
2002-05-13,228.806
2002-05-14,227.531
2002-05-15,229.047
2002-05-16,229.041
2002-05-17,232.66
2002-05-20,231.891
2002-05-21,229.44
2002-05-22,230.722
2002-05-23,229.588
2002-05-24,230.216
2002-05-27,229.112
2002-05-28,232.375
2002-05-29,231.893
2002-05-30,231.293
2002-05-31,230.423
2002-06-03,231.612
2002-06-04,230.079
2002-06-05,229.958
2002-06-06,231.282
2002-06-07,228.482
2002-06-10,229.95
2002-06-11,231.895
2002-06-12,229.536
2002-06-13,229.09
2002-06-14,226.355
2002-06-17,227.421
2002-06-18,230.375
2002-06-19,229.829
2002-06-20,228.428
2002-06-21,229.542
2002-06-24,226.497
2002-06-25,224.389
2002-06-26,224.949
2002-06-27,226.813
2002-06-28,231.061
2002-07-01,233.977
2002-07-02,231.839
2002-07-03,227.889
2002-07-04,228.915
2002-07-05,229.373
2002-07-08,232.913
2002-07-09,233.371
2002-07-10,229.834
2002-07-11,228.299
2002-07-12,226.447
2002-07-15,228.342
2002-07-16,224.102
2002-07-17,226.073
2002-07-18,225.518
2002-07-19,223.072
2002-07-22,218.036
2002-07-23,208.876
2002-07-24,198.743
2002-07-25,201.985
2002-07-26,198.886
2002-07-29,202.665
2002-07-30,206.957
2002-07-31,203.491
2002-08-01,203.661
2002-08-02,199.111
2002-08-05,192.478
2002-08-06,190.504
2002-08-07,192.39
2002-08-08,192.291
2002-08-09,194.132
2002-08-12,194.698
2002-08-13,193.814
2002-08-14,194.806
2002-08-15,194.675
2002-08-16,194.856
2002-08-19,194.753
2002-08-20,196.692
2002-08-21,202.715
2002-08-22,206.501
2002-08-23,206.682
2002-08-26,204.781
2002-08-27,207.741
2002-08-28,205.393
2002-08-29,203.3
2002-08-30,202.958
2002-09-02,203.271
2002-09-03,198.882
2002-09-04,198.912
2002-09-05,199.596
2002-09-06,198.224
2002-09-09,197.38
2002-09-10,198.657
2002-09-11,199.898
2002-09-12,199.693
2002-09-13,198.493
2002-09-16,196.753
2002-09-17,195.597
2002-09-18,192.669
2002-09-19,191.79
2002-09-20,189.808
2002-09-23,187.286
2002-09-24,180.657
2002-09-25,180.347
2002-09-26,184.043
2002-09-27,184.364
2002-09-30,180.732
2002-10-01,179.759
2002-10-02,180.768
2002-10-03,178.327
2002-10-04,178.105
2002-10-07,175.334
2002-10-08,172.722
2002-10-09,173.898
2002-10-10,174.623
2002-10-11,181.558
2002-10-14,181.978
2002-10-15,187.197
2002-10-16,187.074
2002-10-17,190.128
2002-10-18,190.988
2002-10-21,189.276
2002-10-22,192.631
2002-10-23,190.262
2002-10-24,194.619
2002-10-25,191.721
2002-10-28,194.254
2002-10-29,189.223
2002-10-30,190.283
2002-10-31,195.024
2002-11-01,192.757
2002-11-04,198.072
2002-11-05,198.917
2002-11-06,199.317
2002-11-07,200.14
2002-11-08,200.838
2002-11-11,196.336
2002-11-12,195.873
2002-11-13,195.022
2002-11-14,196.838
2002-11-15,197.306
2002-11-18,198.429
2002-11-19,198.767
2002-11-20,197.623
2002-11-21,201.734
2002-11-22,202.477
2002-11-25,205.273
2002-11-26,203.993
2002-11-27,207.417
2002-11-28,212.433
2002-11-29,213.855
2002-12-02,215.588
2002-12-03,210.304
2002-12-04,209.037
2002-12-05,210.804
2002-12-06,212.353
2002-12-09,208.523
2002-12-10,207.771
2002-12-11,209.239
2002-12-12,210.208
2002-12-13,208.307
2002-12-16,208.786
2002-12-17,211.397
2002-12-18,215.181
2002-12-19,213.072
2002-12-20,211.963
2002-12-23,211.622
2002-12-24,212.498
2002-12-25,212.498
2002-12-26,213.034
2002-12-27,212.979
2002-12-30,215.898
2002-12-31,216.745
2003-01-01,216.745
2003-01-02,221.215
2003-01-03,222.701
2003-01-06,224.069
2003-01-07,221.383
2003-01-08,218.185
2003-01-09,219.921
2003-01-10,221.359
2003-01-13,224.465
2003-01-14,227.17
2003-01-15,225.675
2003-01-16,226.241
2003-01-17,226.868
2003-01-20,228.378
2003-01-21,227.272
2003-01-22,225.282
2003-01-23,226.18
2003-01-24,226.838
2003-01-27,223.05
2003-01-28,221.067
2003-01-29,218.885
2003-01-30,210.898
2003-01-31,209.727
2003-02-03,212.291
2003-02-04,213.723
2003-02-05,211.857
2003-02-06,211.69
2003-02-07,211.364
2003-02-10,210.477
2003-02-11,210.08
2003-02-12,208.398
2003-02-13,207.712
2003-02-14,208.049
2003-02-17,209.51
2003-02-18,206.967
2003-02-19,207.909
2003-02-20,207.217
2003-02-21,206.217
2003-02-24,206.122
2003-02-25,203.09
2003-02-26,202.769
2003-02-27,200.647
2003-02-28,203.487
2003-03-03,204.421
2003-03-04,204.083
2003-03-05,203.86
2003-03-06,202.442
2003-03-07,200.721
2003-03-10,200.604
2003-03-11,202.084
2003-03-12,200.983
2003-03-13,198.713
2003-03-14,199.666
2003-03-17,199.816
2003-03-18,204.034
2003-03-19,204.234
2003-03-20,203.184
2003-03-21,204.606
2003-03-24,204.678
2003-03-25,203.788
2003-03-26,203.177
2003-03-27,202.566
2003-03-28,201.561
2003-03-31,199.924
2003-04-01,202.305
2003-04-02,204.009
2003-04-03,204.653
2003-04-04,198.627
2003-04-07,202.28
2003-04-08,201.405
2003-04-09,200.425
2003-04-10,203.203
2003-04-11,203.639
2003-04-14,203.64
2003-04-15,206.718
2003-04-16,207.489
2003-04-17,210.551
2003-04-18,210.551
2003-04-21,209.644
2003-04-22,210.786
2003-04-23,214.452
2003-04-24,216.73
2003-04-25,215.616
2003-04-28,217.397
2003-04-29,217.902
2003-04-30,221.704
2003-05-01,223.74
2003-05-02,224.146
2003-05-05,227.184
2003-05-06,229.869
2003-05-07,229.737
2003-05-08,228.369
2003-05-09,227.273
2003-05-12,228.163
2003-05-13,227.239
2003-05-14,226.237
2003-05-15,226.996
2003-05-16,228.822
2003-05-19,231.015
2003-05-20,228.066
2003-05-21,226.956
2003-05-22,226.994
2003-05-23,228.264
2003-05-26,229.49
2003-05-27,227.591
2003-05-28,227.542
2003-05-29,229.228
2003-05-30,229.027
2003-06-02,230.534
2003-06-03,230.524
2003-06-04,231.241
2003-06-05,235.164
2003-06-06,235.993
2003-06-09,236.427
2003-06-10,235.662
2003-06-11,238.183
2003-06-12,236.991
2003-06-13,238.712
2003-06-16,238.826
2003-06-17,241.138
2003-06-18,238.063
2003-06-19,237.127
2003-06-20,235.859
2003-06-23,233.825
2003-06-24,227.415
2003-06-25,230.014
2003-06-26,227.228
2003-06-27,230.922
2003-06-30,232.217
2003-07-01,232.302
2003-07-02,232.546
2003-07-03,233.426
2003-07-04,236.753
2003-07-07,241.354
2003-07-08,242.631
2003-07-09,241.575
2003-07-10,240.666
2003-07-11,240.769
2003-07-14,244.218
2003-07-15,243.223
2003-07-16,243.889
2003-07-17,242.385
2003-07-18,246.101
2003-07-21,247.671
2003-07-22,244.883
2003-07-23,246.308
2003-07-24,249.692
2003-07-25,252.203
2003-07-28,251.043
2003-07-29,250.807
2003-07-30,247.691
2003-07-31,245.302
2003-08-01,247.123
2003-08-04,247.936
2003-08-05,248.634
2003-08-06,245.574
2003-08-07,245.285
2003-08-08,245.682
2003-08-11,246.802
2003-08-12,247.786
2003-08-13,248.381
2003-08-14,250.203
2003-08-15,250.757
2003-08-18,251.094
2003-08-19,253.245
2003-08-20,253.874
2003-08-21,255.659
2003-08-22,254.614
2003-08-25,253.973
2003-08-26,249.669
2003-08-27,251.762
2003-08-28,252.952
2003-08-29,256.791
2003-09-01,259.776
2003-09-02,258.599
2003-09-03,262.764
2003-09-04,264.101
2003-09-05,264.552
2003-09-08,269.117
2003-09-09,268.422
2003-09-10,263.275
2003-09-11,265.417
2003-09-12,268.982
2003-09-15,268.168
2003-09-16,266.442
2003-09-17,267.408
2003-09-18,264.74
2003-09-19,267.281
2003-09-22,265.846
2003-09-23,266.628
2003-09-24,267.574
2003-09-25,262.813
2003-09-26,261.574
2003-09-29,266.358
2003-09-30,265.55
2003-10-01,267.227
2003-10-02,266.894
2003-10-03,269.752
2003-10-06,271.713
2003-10-07,272.773
2003-10-08,275.129
2003-10-09,276.944
2003-10-10,277.743
2003-10-13,277.367
2003-10-14,278.49
2003-10-15,282.162
2003-10-16,280.875
2003-10-17,281.637
2003-10-20,281.73
2003-10-21,283.576
2003-10-22,284.505
2003-10-23,286.927
2003-10-24,287.441
2003-10-27,286.493
2003-10-28,289.614
2003-10-29,292.189
2003-10-30,295.134
2003-10-31,294.108
2003-11-03,293.991
2003-11-04,294.694
2003-11-05,291.436
2003-11-06,292.404
2003-11-07,296.058
2003-11-10,297.622
2003-11-11,296.008
2003-11-12,300.941
2003-11-13,304.651
2003-11-14,307.548
2003-11-17,303.659
2003-11-18,305.215
2003-11-19,304.952
2003-11-20,305.436
2003-11-21,307.264
2003-11-24,307.221
2003-11-25,308.364
2003-11-26,312.438
2003-11-27,312.773
2003-11-28,313.511
2003-12-01,315.187
2003-12-02,317.963
2003-12-03,318.711
2003-12-04,317.436
2003-12-05,320.355
2003-12-08,323.573
2003-12-09,323.765
2003-12-10,322.652
2003-12-11,318.441
2003-12-12,321.708
2003-12-15,321.87
2003-12-16,316.868
2003-12-17,315.602
2003-12-18,314.651
2003-12-19,312.697
2003-12-22,313.186
2003-12-23,316.293
2003-12-24,317.184
2003-12-25,317.184
2003-12-26,317.057
2003-12-29,318.452
2003-12-30,321.695
2003-12-31,323.826
2004-01-01,323.826
2004-01-02,329.283
2004-01-05,334.914
2004-01-06,336.923
2004-01-07,335.261
2004-01-08,335.944
2004-01-09,336.461
2004-01-12,336.809
2004-01-13,334.748
2004-01-14,332.766
2004-01-15,333.303
2004-01-16,330.512
2004-01-19,332.114
2004-01-20,332.407
2004-01-21,331.117
2004-01-22,336.529
2004-01-23,336.311
2004-01-26,334.049
2004-01-27,337.778
2004-01-28,334.552
2004-01-29,328.029
2004-01-30,327.633
2004-02-02,327.897
2004-02-03,330.711
2004-02-04,330.771
2004-02-05,333.713
2004-02-06,337.223
2004-02-09,340.693
2004-02-10,344.036
2004-02-11,342.558
2004-02-12,349.724
2004-02-13,348.237
2004-02-16,348.504
2004-02-17,350.471
2004-02-18,352.633
2004-02-19,353.571
2004-02-20,349.665
2004-02-23,352.406
2004-02-24,354.711
2004-02-25,350.582
2004-02-26,346.648
2004-02-27,348.353
2004-03-01,350.84
2004-03-02,349.247
2004-03-03,346.848
2004-03-04,348.854
2004-03-05,355.212
2004-03-08,356.106
2004-03-09,355.046
2004-03-10,346.648
2004-03-11,342.288
2004-03-12,340.384
2004-03-15,337.368
2004-03-16,338.756
2004-03-17,337.26
2004-03-18,339.202
2004-03-19,337.414
2004-03-22,335.254
2004-03-23,335.475
2004-03-24,336.001
2004-03-25,336.819
2004-03-26,334.275
2004-03-29,337.653
2004-03-30,339.101
2004-03-31,343.361
2004-04-01,347.565
2004-04-02,348.956
2004-04-05,344.583
2004-04-06,346.406
2004-04-07,348.916
2004-04-08,347.038
2004-04-09,347.038
2004-04-12,346.063
2004-04-13,343.986
2004-04-14,342.241
2004-04-15,340.825
2004-04-16,342.882
2004-04-19,344.256
2004-04-20,345.044
2004-04-21,341.029
2004-04-22,347.222
2004-04-23,345.566
2004-04-26,349.283
2004-04-27,350.816
2004-04-28,345.599
2004-04-29,342.307
2004-04-30,340.085
2004-05-03,340.967
2004-05-04,342.245
2004-05-05,345.195
2004-05-06,340.707
2004-05-07,336.413
2004-05-10,326.696
2004-05-11,330.787
2004-05-12,329.83
2004-05-13,326.4
2004-05-14,324.912
2004-05-17,322.874
2004-05-18,324.205
2004-05-19,330.314
2004-05-20,327.377
2004-05-21,330.315
2004-05-24,331.486
2004-05-25,331.878
2004-05-26,333.073
2004-05-27,340.427
2004-05-28,339.079
2004-05-31,337.9
2004-06-01,339.466
2004-06-02,342.038
2004-06-03,342.418
2004-06-04,343.489
2004-06-07,349.081
2004-06-08,348.961
2004-06-09,344.072
2004-06-10,344.078
2004-06-11,342.003
2004-06-14,341.426
2004-06-15,340.807
2004-06-16,337.972
2004-06-17,339.077
2004-06-18,344.22
2004-06-21,344.595
2004-06-22,343.367
2004-06-23,345.673
2004-06-24,351.306
2004-06-25,350.152
2004-06-28,352.945
2004-06-29,352.093
2004-06-30,354.487
2004-07-01,352.739
2004-07-02,354.523
2004-07-05,354.149
2004-07-06,353.01
2004-07-07,355.606
2004-07-08,358.39
2004-07-09,357.263
2004-07-12,355.812
2004-07-13,352.53
2004-07-14,353.331
2004-07-15,350.081
2004-07-16,353.987
2004-07-19,349.459
2004-07-20,350.28
2004-07-21,348.634
2004-07-22,346.288
2004-07-23,341.871
2004-07-26,344.489
2004-07-27,344.48
2004-07-28,346.629
2004-07-29,350.244
2004-07-30,353.162
2004-08-02,352.594
2004-08-03,354.814
2004-08-04,353.111
2004-08-05,351.406
2004-08-06,352.881
2004-08-09,348.919
2004-08-10,352.579
2004-08-11,349.745
2004-08-12,349.432
2004-08-13,352.986
2004-08-16,353.213
2004-08-17,355.261
2004-08-18,353.327
2004-08-19,356.262
2004-08-20,356.161
2004-08-23,356.053
2004-08-24,354.038
2004-08-25,351.653
2004-08-26,352.045
2004-08-27,351.761
2004-08-30,352.609
2004-08-31,354.809
2004-09-01,355.288
2004-09-02,354.223
2004-09-03,352.53
2004-09-06,354.412
2004-09-07,354.089
2004-09-08,355.062
2004-09-09,357.574
2004-09-10,363.077
2004-09-13,361.503
2004-09-14,363.692
2004-09-15,358.733
2004-09-16,358.516
2004-09-17,359.569
2004-09-20,359.023
2004-09-21,363.088
2004-09-22,361.256
2004-09-23,361.066
2004-09-24,360.738
2004-09-27,359.642
2004-09-28,360.706
2004-09-29,364.476
2004-09-30,368.129
2004-10-01,371.274
2004-10-04,370.385
2004-10-05,371.097
2004-10-06,370.485
2004-10-07,372.379
2004-10-08,377.417
2004-10-11,377.834
2004-10-12,373.453
2004-10-13,373.952
2004-10-14,376.19
2004-10-15,378.426
2004-10-18,379.13
2004-10-19,384.271
2004-10-20,381.355
2004-10-21,383.075
2004-10-22,386.799
2004-10-25,387.971
2004-10-26,387.703
2004-10-27,388.864
2004-10-28,386.407
2004-10-29,386.441
2004-11-01,391.917
2004-11-02,390.891
2004-11-03,394.354
2004-11-04,398.064
2004-11-05,399.535
2004-11-08,401.03
2004-11-09,402.866
2004-11-10,409.065
2004-11-11,410.82
2004-11-12,412.386
2004-11-15,413.357
2004-11-16,412.059
2004-11-17,416.822
2004-11-18,415.544
2004-11-19,417.163
2004-11-22,416.025
2004-11-23,421.355
2004-11-24,424.584
2004-11-25,432.32
2004-11-26,433.48
2004-11-29,434.942
2004-11-30,434.94
2004-12-01,435.29
2004-12-02,435.661
2004-12-03,440.923
2004-12-06,442.77
2004-12-07,444.147
2004-12-08,435.25
2004-12-09,431.14
2004-12-10,428.552
2004-12-13,428.092
2004-12-14,426.968
2004-12-15,429.596
2004-12-16,424.476
2004-12-17,422.159
2004-12-20,431.88
2004-12-21,433.244
2004-12-22,436.923
2004-12-23,440.881
2004-12-24,442.023
2004-12-27,444.185
2004-12-28,444.334
2004-12-29,444.476
2004-12-30,447.253
2004-12-31,446.022
2005-01-03,445.821
2005-01-04,441.98
2005-01-05,438.356
2005-01-06,434.905
2005-01-07,438.273
2005-01-10,440.031
2005-01-11,438.916
2005-01-12,441.48
2005-01-13,442.047
2005-01-14,439.0
2005-01-17,441.791
2005-01-18,440.53
2005-01-19,439.942
2005-01-20,432.934
2005-01-21,435.959
2005-01-24,434.927
2005-01-25,435.022
2005-01-26,440.349
2005-01-27,440.31
2005-01-28,437.548
2005-01-31,438.548
2005-02-01,441.092
2005-02-02,448.247
2005-02-03,452.433
2005-02-04,456.083
2005-02-07,456.268
2005-02-08,455.415
2005-02-09,458.332
2005-02-10,454.327
2005-02-11,458.878
2005-02-14,462.469
2005-02-15,465.624
2005-02-16,467.722
2005-02-17,472.513
2005-02-18,475.519
2005-02-21,475.872
2005-02-22,477.957
2005-02-23,474.859
2005-02-24,477.521
2005-02-25,479.576
2005-02-28,484.401
2005-03-01,480.913
2005-03-02,481.311
2005-03-03,483.767
2005-03-04,492.886
2005-03-07,494.493
2005-03-08,498.045
2005-03-09,496.449
2005-03-10,494.117
2005-03-11,496.913
2005-03-14,495.599
2005-03-15,495.114
2005-03-16,495.048
2005-03-17,491.306
2005-03-18,487.166
2005-03-21,482.647
2005-03-22,483.879
2005-03-23,471.81
2005-03-24,472.856
2005-03-25,472.856
2005-03-28,469.537
2005-03-29,472.276
2005-03-30,470.97
2005-03-31,477.778
2005-04-01,477.684
2005-04-04,468.801
2005-04-05,473.773
2005-04-06,476.876
2005-04-07,482.607
2005-04-08,483.53
2005-04-11,486.625
2005-04-12,484.492
2005-04-13,485.051
2005-04-14,480.224
2005-04-15,476.026
2005-04-18,471.103
2005-04-19,473.385
2005-04-20,475.6
2005-04-21,472.642
2005-04-22,474.822
2005-04-25,472.937
2005-04-26,470.578
2005-04-27,461.516
2005-04-28,458.914
2005-04-29,459.214
2005-05-02,459.07
2005-05-03,462.757
2005-05-04,465.754
2005-05-05,465.197
2005-05-06,467.872
2005-05-09,467.177
2005-05-10,467.606
2005-05-11,467.388
2005-05-12,464.719
2005-05-13,464.76
2005-05-16,466.015
2005-05-17,467.078
2005-05-18,473.295
2005-05-19,473.903
2005-05-20,473.02
2005-05-23,478.973
2005-05-24,480.411
2005-05-25,479.124
2005-05-26,478.664
2005-05-27,481.9
2005-05-30,479.984
2005-05-31,477.409
2005-06-01,478.279
2005-06-02,480.767
2005-06-03,478.875
2005-06-06,478.386
2005-06-07,481.286
2005-06-08,485.934
2005-06-09,482.862
2005-06-10,485.716
2005-06-13,484.293
2005-06-14,485.431
2005-06-15,486.119
2005-06-16,489.825
2005-06-17,498.076
2005-06-20,494.868
2005-06-21,493.525
2005-06-22,494.596
2005-06-23,494.717
2005-06-24,496.215
2005-06-27,493.101
2005-06-28,491.696
2005-06-29,494.705
2005-06-30,498.156
2005-07-01,492.283
2005-07-04,490.379
2005-07-05,488.671
2005-07-06,491.557
2005-07-07,489.68
2005-07-08,494.883
2005-07-11,503.183
2005-07-12,509.466
2005-07-13,504.599
2005-07-14,504.796
2005-07-15,502.031
2005-07-18,503.69
2005-07-19,504.019
2005-07-20,505.543
2005-07-21,510.332
2005-07-22,512.691
2005-07-25,509.539
2005-07-26,509.139
2005-07-27,516.235
2005-07-28,522.367
2005-07-29,525.441
2005-08-01,531.126
2005-08-02,533.098
2005-08-03,539.109
2005-08-04,539.717
2005-08-05,533.954
2005-08-08,539.065
2005-08-09,538.779
2005-08-10,542.618
2005-08-11,539.317
2005-08-12,539.815
2005-08-15,538.26
2005-08-16,535.334
2005-08-17,531.748
2005-08-18,524.118
2005-08-19,526.275
2005-08-22,533.726
2005-08-23,532.474
2005-08-24,531.176
2005-08-25,529.885
2005-08-26,529.519
2005-08-29,525.862
2005-08-30,525.69
2005-08-31,535.761
2005-09-01,549.472
2005-09-02,551.939
2005-09-05,552.488
2005-09-06,556.347
2005-09-07,560.101
2005-09-08,557.741
2005-09-09,561.05
2005-09-12,558.706
2005-09-13,560.338
2005-09-14,559.693
2005-09-15,556.38
2005-09-16,555.872
2005-09-19,556.092
2005-09-20,561.792
2005-09-21,561.983
2005-09-22,561.979
2005-09-23,557.015
2005-09-26,553.66
2005-09-27,552.258
2005-09-28,551.387
2005-09-29,553.926
2005-09-30,557.715
2005-10-03,552.221
2005-10-04,551.367
2005-10-05,547.414
2005-10-06,547.615
2005-10-07,545.883
2005-10-10,543.987
2005-10-11,541.494
2005-10-12,538.102
2005-10-13,520.769
2005-10-14,520.741
2005-10-17,522.116
2005-10-18,516.903
2005-10-19,503.631
2005-10-20,504.958
2005-10-21,499.855
2005-10-24,508.404
2005-10-25,511.433
2005-10-26,516.619
2005-10-27,513.385
2005-10-28,509.473
2005-10-31,516.694
2005-11-01,517.95
2005-11-02,524.642
2005-11-03,521.988
2005-11-04,518.66
2005-11-07,514.041
2005-11-08,511.206
