Date,DENMARK LARGE VALUE Large Cap
2001-12-20,268.404
2001-12-21,264.272
2001-12-24,261.705
2001-12-25,261.705
2001-12-26,261.923
2001-12-27,271.327
2001-12-28,267.915
2001-12-31,270.538
2002-01-01,270.538
2002-01-02,276.623
2002-01-03,280.615
2002-01-04,277.702
2002-01-07,272.016
2002-01-08,264.541
2002-01-09,257.958
2002-01-10,268.434
2002-01-11,264.67
2002-01-14,264.759
2002-01-15,260.769
2002-01-16,265.642
2002-01-17,274.73
2002-01-18,270.603
2002-01-21,264.537
2002-01-22,264.338
2002-01-23,261.813
2002-01-24,261.065
2002-01-25,251.159
2002-01-28,248.268
2002-01-29,244.466
2002-01-30,249.436
2002-01-31,256.938
2002-02-01,257.946
2002-02-04,258.547
2002-02-05,254.252
2002-02-06,252.393
2002-02-07,256.548
2002-02-08,263.296
2002-02-11,263.852
2002-02-12,256.531
2002-02-13,259.289
2002-02-14,261.676
2002-02-15,264.587
2002-02-18,259.698
2002-02-19,258.757
2002-02-20,253.151
2002-02-21,237.065
2002-02-22,244.733
2002-02-25,251.023
2002-02-26,251.269
2002-02-27,256.786
2002-02-28,255.112
2002-03-01,255.308
2002-03-04,259.39
2002-03-05,267.249
2002-03-06,257.026
2002-03-07,253.704
2002-03-08,256.387
2002-03-11,250.465
2002-03-12,250.633
2002-03-13,250.347
2002-03-14,252.212
2002-03-15,254.513
2002-03-18,258.881
2002-03-19,261.3
2002-03-20,263.288
2002-03-21,265.662
2002-03-22,270.99
2002-03-25,276.451
2002-03-26,278.486
2002-03-27,273.154
2002-03-28,273.021
2002-03-29,273.021
2002-04-01,275.269
2002-04-02,273.774
2002-04-03,268.376
2002-04-04,272.002
2002-04-05,273.052
2002-04-08,275.853
2002-04-09,276.258
2002-04-10,277.119
2002-04-11,276.399
2002-04-12,285.551
2002-04-15,292.198
2002-04-16,289.773
2002-04-17,296.551
2002-04-18,296.54
2002-04-19,303.261
2002-04-22,303.325
2002-04-23,298.311
2002-04-24,298.088
2002-04-25,300.255
2002-04-26,300.254
2002-04-29,306.432
2002-04-30,315.891
2002-05-01,309.261
2002-05-02,314.511
2002-05-03,320.089
2002-05-06,314.668
2002-05-07,315.587
2002-05-08,324.854
2002-05-09,324.782
2002-05-10,319.883
2002-05-13,321.402
2002-05-14,315.97
2002-05-15,312.54
2002-05-16,309.971
2002-05-17,311.876
2002-05-20,311.98
2002-05-21,319.532
2002-05-22,324.719
2002-05-23,323.916
2002-05-24,325.6
2002-05-27,321.276
2002-05-28,321.197
2002-05-29,324.496
2002-05-30,328.786
2002-05-31,321.043
2002-06-03,325.186
2002-06-04,324.283
2002-06-05,322.248
2002-06-06,328.831
2002-06-07,322.91
2002-06-10,322.232
2002-06-11,325.484
2002-06-12,327.949
2002-06-13,323.851
2002-06-14,316.815
2002-06-17,318.161
2002-06-18,316.632
2002-06-19,306.042
2002-06-20,313.727
2002-06-21,322.959
2002-06-24,313.292
2002-06-25,321.629
2002-06-26,321.728
2002-06-27,321.772
2002-06-28,324.843
2002-07-01,318.871
2002-07-02,319.105
2002-07-03,314.714
2002-07-04,314.698
2002-07-05,323.609
2002-07-08,327.851
2002-07-09,329.05
2002-07-10,323.934
2002-07-11,317.172
2002-07-12,316.944
2002-07-15,310.923
2002-07-16,310.889
2002-07-17,313.654
2002-07-18,323.364
2002-07-19,316.133
2002-07-22,296.503
2002-07-23,285.234
2002-07-24,269.932
2002-07-25,301.16
2002-07-26,291.7
2002-07-29,312.259
2002-07-30,314.155
2002-07-31,316.424
2002-08-01,304.278
2002-08-02,307.836
2002-08-05,293.936
2002-08-06,283.469
2002-08-07,287.271
2002-08-08,282.419
2002-08-09,281.506
2002-08-12,286.292
2002-08-13,285.273
2002-08-14,280.149
2002-08-15,290.47
2002-08-16,286.892
2002-08-19,294.33
2002-08-20,297.649
2002-08-21,309.966
2002-08-22,287.854
2002-08-23,297.132
2002-08-26,293.482
2002-08-27,304.454
2002-08-28,311.295
2002-08-29,309.199
2002-08-30,309.664
2002-09-02,310.034
2002-09-03,302.765
2002-09-04,296.684
2002-09-05,297.469
2002-09-06,306.103
2002-09-09,292.702
2002-09-10,293.691
2002-09-11,301.706
2002-09-12,290.899
2002-09-13,291.105
2002-09-16,285.787
2002-09-17,284.647
2002-09-18,276.867
2002-09-19,281.015
2002-09-20,286.626
2002-09-23,282.173
2002-09-24,270.793
2002-09-25,266.37
2002-09-26,272.037
2002-09-27,273.413
2002-09-30,265.345
2002-10-01,257.611
2002-10-02,268.597
2002-10-03,266.629
2002-10-04,267.342
2002-10-07,268.882
2002-10-08,272.892
2002-10-09,264.342
2002-10-10,265.126
2002-10-11,286.019
2002-10-14,281.107
2002-10-15,290.211
2002-10-16,286.427
2002-10-17,286.924
2002-10-18,292.896
2002-10-21,287.907
2002-10-22,284.106
2002-10-23,274.373
2002-10-24,273.723
2002-10-25,274.921
2002-10-28,283.556
2002-10-29,266.387
2002-10-30,282.056
2002-10-31,278.324
2002-11-01,277.916
2002-11-04,283.875
2002-11-05,285.927
2002-11-06,284.357
2002-11-07,288.058
2002-11-08,291.464
2002-11-11,284.211
2002-11-12,283.635
2002-11-13,279.205
2002-11-14,279.058
2002-11-15,275.995
2002-11-18,277.251
2002-11-19,279.703
2002-11-20,270.952
2002-11-21,275.696
2002-11-22,277.063
2002-11-25,276.242
2002-11-26,277.422
2002-11-27,278.369
2002-11-28,280.797
2002-11-29,290.396
2002-12-02,283.264
2002-12-03,284.144
2002-12-04,287.241
2002-12-05,286.241
2002-12-06,280.086
2002-12-09,275.253
2002-12-10,279.278
2002-12-11,286.214
2002-12-12,290.555
2002-12-13,291.177
2002-12-16,291.72
2002-12-17,298.102
2002-12-18,295.101
2002-12-19,291.003
2002-12-20,281.826
2002-12-23,282.939
2002-12-24,284.125
2002-12-25,284.125
2002-12-26,284.829
2002-12-27,285.492
2002-12-30,285.603
2002-12-31,286.662
2003-01-01,286.662
2003-01-02,294.303
2003-01-03,299.134
2003-01-06,302.193
2003-01-07,300.691
2003-01-08,294.678
2003-01-09,297.211
2003-01-10,301.163
2003-01-13,305.47
2003-01-14,300.325
2003-01-15,300.196
2003-01-16,304.762
2003-01-17,303.292
2003-01-20,301.255
2003-01-21,302.698
2003-01-22,298.33
2003-01-23,299.741
2003-01-24,293.671
2003-01-27,287.802
2003-01-28,288.125
2003-01-29,286.43
2003-01-30,282.23
2003-01-31,281.609
2003-02-03,285.359
2003-02-04,281.365
2003-02-05,286.734
2003-02-06,290.65
2003-02-07,284.104
2003-02-10,278.971
2003-02-11,278.655
2003-02-12,276.748
2003-02-13,274.166
2003-02-14,283.369
2003-02-17,284.37
2003-02-18,289.297
2003-02-19,293.271
2003-02-20,277.772
2003-02-21,276.278
2003-02-24,280.315
2003-02-25,279.938
2003-02-26,270.85
2003-02-27,265.989
2003-02-28,273.003
2003-03-03,270.924
2003-03-04,264.84
2003-03-05,270.433
2003-03-06,266.643
2003-03-07,274.626
2003-03-10,271.091
2003-03-11,265.923
2003-03-12,267.658
2003-03-13,268.119
2003-03-14,275.14
2003-03-17,272.093
2003-03-18,286.728
2003-03-19,289.284
2003-03-20,287.552
2003-03-21,284.307
2003-03-24,284.99
2003-03-25,292.114
2003-03-26,293.589
2003-03-27,301.291
2003-03-28,300.949
2003-03-31,301.39
2003-04-01,303.713
2003-04-02,305.929
2003-04-03,304.374
2003-04-04,304.634
2003-04-07,310.366
2003-04-08,308.949
2003-04-09,312.232
2003-04-10,313.377
2003-04-11,312.739
2003-04-14,320.337
2003-04-15,328.247
2003-04-16,332.761
2003-04-17,334.359
2003-04-18,334.359
2003-04-21,332.929
2003-04-22,326.734
2003-04-23,334.301
2003-04-24,331.227
2003-04-25,331.217
2003-04-28,339.943
2003-04-29,348.717
2003-04-30,347.708
2003-05-01,339.952
2003-05-02,335.893
2003-05-05,347.219
2003-05-06,350.602
2003-05-07,346.805
2003-05-08,344.226
2003-05-09,345.339
2003-05-12,342.88
2003-05-13,346.21
2003-05-14,352.523
2003-05-15,351.65
2003-05-16,353.954
2003-05-19,352.722
2003-05-20,351.711
2003-05-21,357.334
2003-05-22,361.124
2003-05-23,364.355
2003-05-26,372.648
2003-05-27,371.355
2003-05-28,371.52
2003-05-29,374.272
2003-05-30,377.893
2003-06-02,379.063
2003-06-03,366.949
2003-06-04,365.056
2003-06-05,370.365
2003-06-06,373.609
2003-06-09,375.624
2003-06-10,375.285
2003-06-11,381.515
2003-06-12,372.712
2003-06-13,372.684
2003-06-16,378.276
2003-06-17,376.952
2003-06-18,374.74
2003-06-19,366.332
2003-06-20,370.341
2003-06-23,362.0
2003-06-24,360.509
2003-06-25,366.229
2003-06-26,359.545
2003-06-27,365.576
2003-06-30,360.643
2003-07-01,356.114
2003-07-02,360.09
2003-07-03,357.091
2003-07-04,354.734
2003-07-07,350.06
2003-07-08,342.348
2003-07-09,338.901
2003-07-10,346.654
2003-07-11,345.444
2003-07-14,347.944
2003-07-15,351.143
2003-07-16,347.673
2003-07-17,346.052
2003-07-18,344.702
2003-07-21,343.93
2003-07-22,340.606
2003-07-23,345.127
2003-07-24,346.721
2003-07-25,346.364
2003-07-28,348.679
2003-07-29,349.991
2003-07-30,348.439
2003-07-31,343.813
2003-08-01,339.418
2003-08-04,337.407
2003-08-05,342.162
2003-08-06,344.617
2003-08-07,353.347
2003-08-08,350.963
2003-08-11,355.877
2003-08-12,359.965
2003-08-13,364.191
2003-08-14,365.332
2003-08-15,372.533
2003-08-18,368.224
2003-08-19,371.825
2003-08-20,387.238
2003-08-21,368.542
2003-08-22,355.607
2003-08-25,352.014
2003-08-26,355.1
2003-08-27,360.418
2003-08-28,359.698
2003-08-29,362.043
2003-09-01,368.687
2003-09-02,364.441
2003-09-03,375.305
2003-09-04,375.842
2003-09-05,377.262
2003-09-08,376.098
2003-09-09,372.146
2003-09-10,370.232
2003-09-11,380.83
2003-09-12,385.047
2003-09-15,387.244
2003-09-16,380.291
2003-09-17,383.35
2003-09-18,382.488
2003-09-19,384.948
2003-09-22,381.161
2003-09-23,384.21
2003-09-24,386.127
2003-09-25,385.117
2003-09-26,382.629
2003-09-29,378.817
2003-09-30,376.277
2003-10-01,387.657
2003-10-02,389.854
2003-10-03,393.821
2003-10-06,397.828
2003-10-07,397.121
2003-10-08,401.579
2003-10-09,397.536
2003-10-10,398.527
2003-10-13,402.631
2003-10-14,405.422
2003-10-15,406.652
2003-10-16,407.126
2003-10-17,409.474
2003-10-20,407.392
2003-10-21,408.483
2003-10-22,404.505
2003-10-23,402.504
2003-10-24,404.998
2003-10-27,408.261
2003-10-28,410.961
2003-10-29,416.877
2003-10-30,419.089
2003-10-31,408.159
2003-11-03,410.569
2003-11-04,410.17
2003-11-05,407.116
2003-11-06,405.179
2003-11-07,413.976
2003-11-10,413.861
2003-11-11,407.237
2003-11-12,411.159
2003-11-13,416.542
2003-11-14,417.066
2003-11-17,413.815
2003-11-18,415.506
2003-11-19,412.827
2003-11-20,410.474
2003-11-21,408.327
2003-11-24,404.535
2003-11-25,407.183
2003-11-26,411.568
2003-11-27,411.148
2003-11-28,411.884
2003-12-01,418.81
2003-12-02,421.486
2003-12-03,425.417
2003-12-04,425.352
2003-12-05,428.19
2003-12-08,432.397
2003-12-09,436.657
2003-12-10,434.895
2003-12-11,441.118
2003-12-12,445.408
2003-12-15,449.698
2003-12-16,447.829
2003-12-17,443.053
2003-12-18,442.725
2003-12-19,438.786
2003-12-22,444.617
2003-12-23,449.305
2003-12-24,450.527
2003-12-25,450.527
2003-12-26,450.372
2003-12-29,453.173
2003-12-30,453.211
2003-12-31,456.109
2004-01-01,456.109
2004-01-02,466.703
2004-01-05,463.061
2004-01-06,465.847
2004-01-07,458.885
2004-01-08,464.976
2004-01-09,469.394
2004-01-12,464.459
2004-01-13,465.51
2004-01-14,465.099
2004-01-15,465.453
2004-01-16,457.731
2004-01-19,458.677
2004-01-20,465.907
2004-01-21,463.017
2004-01-22,469.224
2004-01-23,469.992
2004-01-26,467.153
2004-01-27,470.602
2004-01-28,463.205
2004-01-29,456.845
2004-01-30,458.727
2004-02-02,456.105
2004-02-03,461.893
2004-02-04,463.735
2004-02-05,481.688
2004-02-06,482.711
2004-02-09,477.986
2004-02-10,473.556
2004-02-11,469.541
2004-02-12,476.728
2004-02-13,473.836
2004-02-16,473.621
2004-02-17,473.35
2004-02-18,471.832
2004-02-19,467.983
2004-02-20,462.466
2004-02-23,466.949
2004-02-24,469.393
2004-02-25,458.123
2004-02-26,461.711
2004-02-27,455.409
2004-03-01,464.248
2004-03-02,458.759
2004-03-03,458.949
2004-03-04,454.573
2004-03-05,463.377
2004-03-08,464.119
2004-03-09,466.132
2004-03-10,460.776
2004-03-11,455.4
2004-03-12,454.777
2004-03-15,456.083
2004-03-16,460.648
2004-03-17,458.404
2004-03-18,463.63
2004-03-19,462.205
2004-03-22,461.961
2004-03-23,467.195
2004-03-24,464.026
2004-03-25,459.275
2004-03-26,454.771
2004-03-29,458.507
2004-03-30,457.997
2004-03-31,460.335
2004-04-01,464.85
2004-04-02,460.078
2004-04-05,458.118
2004-04-06,456.613
2004-04-07,464.131
2004-04-08,461.69
2004-04-09,461.69
2004-04-12,460.361
2004-04-13,455.932
2004-04-14,451.589
2004-04-15,447.063
2004-04-16,460.596
2004-04-19,458.914
2004-04-20,454.656
2004-04-21,448.164
2004-04-22,446.212
2004-04-23,443.191
2004-04-26,449.193
2004-04-27,455.928
2004-04-28,450.412
2004-04-29,450.901
2004-04-30,457.443
2004-05-03,454.566
2004-05-04,466.161
2004-05-05,467.726
2004-05-06,455.914
2004-05-07,449.58
2004-05-10,449.203
2004-05-11,448.951
2004-05-12,449.135
2004-05-13,455.012
2004-05-14,457.326
2004-05-17,459.523
2004-05-18,463.009
2004-05-19,460.931
2004-05-20,456.853
2004-05-21,458.692
2004-05-24,458.212
2004-05-25,460.323
2004-05-26,461.603
2004-05-27,471.508
2004-05-28,462.892
2004-05-31,462.892
2004-06-01,468.309
2004-06-02,465.314
2004-06-03,465.928
2004-06-04,470.918
2004-06-07,478.636
2004-06-08,476.651
2004-06-09,466.544
2004-06-10,468.29
2004-06-11,465.441
2004-06-14,463.326
2004-06-15,464.739
2004-06-16,467.01
2004-06-17,466.341
2004-06-18,474.91
2004-06-21,475.283
2004-06-22,475.168
2004-06-23,475.991
2004-06-24,476.099
2004-06-25,472.055
2004-06-28,480.82
2004-06-29,479.528
2004-06-30,482.315
2004-07-01,484.41
2004-07-02,484.98
2004-07-05,485.415
2004-07-06,483.848
2004-07-07,489.133
2004-07-08,487.303
2004-07-09,485.859
2004-07-12,487.433
2004-07-13,488.387
2004-07-14,486.747
2004-07-15,485.208
2004-07-16,487.28
2004-07-19,492.258
2004-07-20,491.307
2004-07-21,479.306
2004-07-22,481.149
2004-07-23,474.388
2004-07-26,475.694
2004-07-27,469.125
2004-07-28,466.428
2004-07-29,470.115
2004-07-30,468.893
2004-08-02,469.515
2004-08-03,473.066
2004-08-04,472.802
2004-08-05,473.316
2004-08-06,481.579
2004-08-09,479.047
2004-08-10,482.091
2004-08-11,476.838
2004-08-12,480.328
2004-08-13,483.46
2004-08-16,486.461
2004-08-17,481.847
2004-08-18,483.726
2004-08-19,484.559
2004-08-20,484.86
2004-08-23,484.461
2004-08-24,481.05
2004-08-25,480.974
2004-08-26,483.233
2004-08-27,480.185
2004-08-30,484.585
2004-08-31,491.411
2004-09-01,496.314
2004-09-02,498.238
2004-09-03,497.346
2004-09-06,502.504
2004-09-07,500.92
2004-09-08,504.643
2004-09-09,507.914
2004-09-10,514.981
2004-09-13,516.961
2004-09-14,515.913
2004-09-15,506.088
2004-09-16,510.766
2004-09-17,510.166
2004-09-20,507.031
2004-09-21,517.387
2004-09-22,518.321
2004-09-23,523.283
2004-09-24,520.319
2004-09-27,519.965
2004-09-28,517.877
2004-09-29,530.592
2004-09-30,535.104
2004-10-01,534.052
2004-10-04,532.472
2004-10-05,533.683
2004-10-06,533.48
2004-10-07,530.18
2004-10-08,533.334
2004-10-11,536.118
2004-10-12,533.035
2004-10-13,532.12
2004-10-14,535.078
2004-10-15,538.013
2004-10-18,539.575
2004-10-19,544.682
2004-10-20,543.398
2004-10-21,544.468
2004-10-22,546.415
2004-10-25,543.937
2004-10-26,557.877
2004-10-27,568.228
2004-10-28,565.009
2004-10-29,567.168
2004-11-01,575.078
2004-11-02,580.831
2004-11-03,589.88
2004-11-04,596.258
2004-11-05,598.483
2004-11-08,591.477
2004-11-09,588.059
2004-11-10,592.686
2004-11-11,593.455
2004-11-12,594.232
2004-11-15,597.268
2004-11-16,597.112
2004-11-17,597.495
2004-11-18,597.738
2004-11-19,603.699
2004-11-22,603.808
2004-11-23,611.335
2004-11-24,617.433
2004-11-25,624.891
2004-11-26,624.992
2004-11-29,618.89
2004-11-30,608.153
2004-12-01,617.887
2004-12-02,621.691
2004-12-03,627.333
2004-12-06,626.398
2004-12-07,628.221
2004-12-08,622.372
2004-12-09,621.003
2004-12-10,623.034
2004-12-13,632.972
2004-12-14,595.662
2004-12-15,607.343
2004-12-16,589.555
2004-12-17,587.217
2004-12-20,595.747
2004-12-21,594.675
2004-12-22,600.969
2004-12-23,613.366
2004-12-24,614.817
2004-12-27,618.554
2004-12-28,619.583
2004-12-29,620.111
2004-12-30,625.647
2004-12-31,623.984
2005-01-03,621.953
2005-01-04,619.667
2005-01-05,618.489
2005-01-06,611.754
2005-01-07,605.919
2005-01-10,603.712
2005-01-11,606.267
2005-01-12,607.96
2005-01-13,605.925
2005-01-14,603.685
2005-01-17,599.564
2005-01-18,595.049
2005-01-19,601.769
2005-01-20,591.714
2005-01-21,589.28
2005-01-24,584.205
2005-01-25,586.471
2005-01-26,589.936
2005-01-27,586.696
2005-01-28,588.921
2005-01-31,594.627
2005-02-01,599.528
2005-02-02,602.365
2005-02-03,595.143
2005-02-04,594.574
2005-02-07,589.597
2005-02-08,589.445
2005-02-09,592.101
2005-02-10,599.484
2005-02-11,602.181
2005-02-14,612.45
2005-02-15,616.242
2005-02-16,615.235
2005-02-17,618.987
2005-02-18,619.02
2005-02-21,616.67
2005-02-22,618.389
2005-02-23,612.617
2005-02-24,615.897
2005-02-25,618.801
2005-02-28,627.101
2005-03-01,630.304
2005-03-02,625.028
2005-03-03,628.233
2005-03-04,641.094
2005-03-07,637.597
2005-03-08,642.163
2005-03-09,641.005
2005-03-10,642.42
2005-03-11,647.566
2005-03-14,637.759
2005-03-15,641.328
2005-03-16,641.792
2005-03-17,645.16
2005-03-18,640.705
2005-03-21,631.875
2005-03-22,633.806
2005-03-23,614.317
2005-03-24,612.119
2005-03-25,612.119
2005-03-28,607.829
2005-03-29,613.331
2005-03-30,602.666
2005-03-31,620.003
2005-04-01,628.485
2005-04-04,622.84
2005-04-05,633.563
2005-04-06,639.668
2005-04-07,644.223
2005-04-08,639.601
2005-04-11,639.592
2005-04-12,634.882
2005-04-13,635.443
2005-04-14,631.886
2005-04-15,632.243
2005-04-18,623.249
2005-04-19,633.713
2005-04-20,630.724
2005-04-21,636.622
2005-04-22,635.253
2005-04-25,640.595
2005-04-26,637.777
2005-04-27,624.236
2005-04-28,617.293
2005-04-29,624.502
2005-05-02,620.191
2005-05-03,630.024
2005-05-04,638.005
2005-05-05,637.195
2005-05-06,633.688
2005-05-09,625.477
2005-05-10,627.017
2005-05-11,628.393
2005-05-12,617.079
2005-05-13,614.77
2005-05-16,613.556
2005-05-17,613.089
2005-05-18,616.774
2005-05-19,617.613
2005-05-20,616.55
2005-05-23,623.642
2005-05-24,631.038
2005-05-25,629.124
2005-05-26,625.605
2005-05-27,628.582
2005-05-30,623.44
2005-05-31,613.491
2005-06-01,613.838
2005-06-02,616.651
2005-06-03,615.309
2005-06-06,612.217
2005-06-07,618.519
2005-06-08,625.682
2005-06-09,619.5
2005-06-10,623.915
2005-06-13,617.968
2005-06-14,618.373
2005-06-15,627.594
2005-06-16,632.464
2005-06-17,649.517
2005-06-20,641.803
2005-06-21,637.269
2005-06-22,648.392
2005-06-23,650.083
2005-06-24,650.2
2005-06-27,649.884
2005-06-28,638.463
2005-06-29,640.561
2005-06-30,641.444
2005-07-01,634.73
2005-07-04,635.113
2005-07-05,642.77
2005-07-06,646.269
2005-07-07,642.398
2005-07-08,648.229
2005-07-11,655.415
2005-07-12,653.738
2005-07-13,654.639
2005-07-14,653.621
2005-07-15,652.857
2005-07-18,653.564
2005-07-19,652.42
2005-07-20,645.019
2005-07-21,654.911
2005-07-22,660.919
2005-07-25,652.253
2005-07-26,652.49
2005-07-27,666.238
2005-07-28,665.327
2005-07-29,666.315
2005-08-01,674.906
2005-08-02,674.889
2005-08-03,679.029
2005-08-04,676.65
2005-08-05,675.747
2005-08-08,681.736
2005-08-09,690.317
2005-08-10,686.155
2005-08-11,680.503
2005-08-12,671.132
2005-08-15,665.796
2005-08-16,665.478
2005-08-17,664.523
2005-08-18,655.077
2005-08-19,657.886
2005-08-22,664.318
2005-08-23,658.247
2005-08-24,648.631
2005-08-25,648.777
2005-08-26,644.884
2005-08-29,641.522
2005-08-30,639.305
2005-08-31,644.04
2005-09-01,652.901
2005-09-02,659.084
2005-09-05,656.508
2005-09-06,660.938
2005-09-07,659.98
2005-09-08,651.963
2005-09-09,655.595
2005-09-12,650.581
2005-09-13,648.382
2005-09-14,650.663
2005-09-15,646.073
2005-09-16,647.676
2005-09-19,645.682
2005-09-20,651.247
2005-09-21,658.479
2005-09-22,647.044
2005-09-23,644.66
2005-09-26,647.777
2005-09-27,642.038
2005-09-28,649.935
2005-09-29,654.365
2005-09-30,654.235
2005-10-03,647.964
2005-10-04,655.417
2005-10-05,648.691
2005-10-06,652.468
2005-10-07,657.464
2005-10-10,656.186
2005-10-11,650.076
2005-10-12,656.125
2005-10-13,640.682
2005-10-14,651.533
2005-10-17,656.152
2005-10-18,648.927
2005-10-19,640.022
2005-10-20,646.727
2005-10-21,643.552
2005-10-24,650.332
2005-10-25,667.233
2005-10-26,665.985
2005-10-27,670.446
2005-10-28,668.793
2005-10-31,667.904
2005-11-01,678.03
2005-11-02,682.156
2005-11-03,682.177
2005-11-04,672.986
2005-11-07,668.544
2005-11-08,662.366
2005-11-09,665.337
