Date,DENMARK LARGE VALUE Large Cap
2016-03-31,824.513
2016-04-29,883.626
2016-05-31,830.13
2016-06-30,789.339
2016-07-29,822.063
2016-08-31,875.816
2016-09-30,871.007
2016-10-31,903.316
2016-11-30,829.389
2016-12-30,896.717
2017-01-31,959.221
2017-02-28,951.801
2017-03-31,999.038
2017-04-28,1050.109
2017-05-31,1119.633
2017-06-30,1149.495
2017-07-31,1215.732
2017-08-31,1190.879
2017-09-29,1232.584
2017-10-31,1188.57
2017-11-30,1176.129
2017-12-29,1209.677
2018-01-31,1261.24
2018-02-28,1231.683
2018-03-30,1166.984
2018-04-30,1119.823
2018-05-31,1055.832
2018-06-29,1000.638
2018-07-31,961.243
2018-08-31,981.356
2018-09-28,911.845
2018-10-31,723.599
2018-11-30,754.091
2018-12-31,718.813
2019-01-31,727.453
2019-02-28,755.959
2019-03-29,724.301
2019-04-30,774.03
2019-05-31,705.895
2019-06-28,714.849
2019-07-31,669.182
2019-08-30,600.235
2019-09-30,635.791
2019-10-31,671.524
2019-11-29,666.891
2019-12-31,748.174
2020-01-31,705.949
2020-02-28,624.625
2020-03-31,498.839
2020-04-30,536.382
2020-05-29,546.996
2020-06-30,550.435
2020-07-31,671.618
2020-08-31,683.167
2020-09-30,670.282
2020-10-30,756.241
2020-11-30,876.084
2020-12-31,946.282
2021-01-29,867.436
2021-02-26,930.154
2021-03-31,949.033
2021-04-30,1064.93
2021-05-31,1139.04
2021-06-30,1123.393
2021-07-30,1134.9
2021-08-31,1136.407
2021-09-30,1021.484
2021-10-29,1062.261
2021-11-30,998.697
2021-12-31,1093.894
2022-01-31,999.652
2022-02-28,1003.129
2022-03-31,960.209
2022-04-29,921.756
2022-05-31,916.799
2022-06-30,808.758
2022-07-29,897.629
2022-08-31,807.251
2022-09-30,655.846
2022-10-31,699.467
2022-11-30,723.352
2022-12-30,763.541
2023-01-31,739.527
2023-02-28,771.364
2023-03-31,759.058
2023-04-28,778.072
2023-05-31,739.603
2023-06-30,787.278
2023-07-31,798.384
2023-08-31,671.487
2023-09-29,613.783
2023-10-31,558.421
2023-11-30,548.146
2023-12-29,619.448
2024-01-31,637.907
2024-02-29,571.899
2024-03-29,563.301
2024-04-30,593.435
2024-05-31,671.873
2024-06-28,615.821
2024-07-31,629.82
2024-08-30,592.113
2024-09-30,662.41
2024-10-31,600.318
2024-11-29,614.322
2024-12-31,579.487
2025-01-31,555.235
2025-02-28,637.585
2025-03-31,673.956
2025-04-30,666.692
2025-05-30,703.167
