Date,AUSTRIA SMID CAP SMID (Small+Mid Cap)
2001-11-30,148.947
2001-12-31,150.729
2002-01-31,149.5
2002-02-28,152.819
2002-03-29,161.55
2002-04-30,171.937
2002-05-31,176.137
2002-06-28,182.12
2002-07-31,163.59
2002-08-30,164.334
2002-09-30,159.555
2002-10-31,164.581
2002-11-29,164.607
2002-12-31,179.09
2003-01-31,185.94
2003-02-28,189.149
2003-03-31,190.943
2003-04-30,205.236
2003-05-30,221.082
2003-06-30,225.231
2003-07-31,222.993
2003-08-29,222.176
2003-09-30,232.916
2003-10-31,240.015
2003-11-28,257.763
2003-12-31,277.14
2004-01-30,296.385
2004-02-27,307.583
2004-03-31,320.434
2004-04-30,319.817
2004-05-31,321.759
2004-06-30,339.147
2004-07-30,343.103
2004-08-31,342.667
2004-09-30,359.864
2004-10-29,379.002
2004-11-30,428.999
2004-12-31,466.307
2005-01-31,465.233
2005-02-28,504.561
2005-03-31,479.597
2005-04-29,467.115
2005-05-31,480.029
2005-06-30,513.368
2005-07-29,536.335
2005-08-31,568.166
2005-09-30,583.388
2005-10-31,556.949
2005-11-30,575.716
2005-12-30,596.845
2006-01-31,659.974
2006-02-28,665.07
2006-03-31,690.781
2006-04-28,733.816
2006-05-31,701.532
2006-06-30,695.004
2006-07-31,689.536
2006-08-31,711.885
2006-09-29,733.487
2006-10-31,766.581
2006-11-30,809.69
2006-12-29,861.502
2007-01-31,884.216
2007-02-28,887.066
2007-03-30,947.264
2007-04-30,993.697
2007-05-31,1000.0
2007-06-29,984.551
2007-07-31,924.315
2007-08-31,870.648
2007-09-28,840.796
2007-10-31,887.176
2007-11-30,791.374
2007-12-31,773.334
2008-01-31,692.601
2008-02-29,707.157
2008-03-31,711.688
2008-04-30,765.434
2008-05-30,790.906
2008-06-30,724.332
2008-07-31,638.376
2008-08-29,606.529
2008-09-30,421.735
2008-10-31,272.668
2008-11-28,244.653
2008-12-31,271.086
2009-01-30,261.924
2009-02-27,227.959
2009-03-31,257.21
2009-04-30,296.671
2009-05-29,350.894
2009-06-30,346.941
2009-07-31,368.665
2009-08-31,441.574
2009-09-30,490.95
2009-10-30,465.286
2009-11-30,478.987
2009-12-31,460.066
2010-01-29,440.998
2010-02-26,424.432
2010-03-31,462.03
2010-04-30,461.682
2010-05-31,384.691
2010-06-30,364.082
2010-07-30,421.741
2010-08-31,403.026
2010-09-30,468.093
2010-10-29,496.284
2010-11-30,465.555
2010-12-31,526.432
2011-01-31,523.302
2011-02-28,530.026
2011-03-31,545.137
2011-04-29,571.721
2011-05-31,545.587
2011-06-30,533.084
2011-07-29,505.077
2011-08-31,447.521
2011-09-30,378.364
2011-10-31,414.551
2011-11-30,378.944
2011-12-30,374.945
2012-01-31,406.303
2012-02-29,429.485
2012-03-30,428.779
2012-04-30,422.429
2012-05-31,368.707
2012-06-29,386.894
2012-07-31,385.999
2012-08-31,387.52
2012-09-28,407.872
2012-10-31,423.33
2012-11-30,442.687
2012-12-31,468.619
2013-01-31,489.219
2013-02-28,469.041
2013-03-29,446.62
2013-04-30,457.921
2013-05-31,448.881
2013-06-28,422.298
2013-07-31,455.569
2013-08-30,465.487
2013-09-30,511.903
2013-10-31,527.855
2013-11-29,539.816
2013-12-31,526.378
2014-01-31,517.673
2014-02-28,547.86
2014-03-31,534.608
2014-04-30,539.58
2014-05-30,533.856
2014-06-30,536.685
2014-07-31,502.802
2014-08-29,492.44
2014-09-30,459.328
2014-10-31,448.988
2014-11-28,462.731
2014-12-31,437.594
2015-01-30,417.579
2015-02-27,462.919
2015-03-31,450.753
2015-04-30,468.613
2015-05-29,462.827
2015-06-30,442.721
2015-07-31,457.705
2015-08-31,425.149
2015-09-30,405.933
2015-10-30,441.578
2015-11-30,424.139
2015-12-31,419.804
2016-01-29,373.64
2016-02-29,387.267
2016-03-31,431.884
2016-04-29,447.622
2016-05-31,425.424
2016-06-30,401.812
2016-07-29,421.874
2016-08-31,431.486
2016-09-30,452.147
2016-10-31,448.788
2016-11-30,455.977
2016-12-30,466.951
2017-01-31,492.915
2017-02-28,501.562
2017-03-31,508.945
2017-04-28,550.314
2017-05-31,599.056
2017-06-30,599.927
2017-07-31,642.742
2017-08-31,644.896
2017-09-29,656.757
2017-10-31,672.754
2017-11-30,679.125
2017-12-29,706.355
2018-01-31,755.691
2018-02-28,701.703
2018-03-30,700.629
2018-04-30,700.086
2018-05-31,675.416
2018-06-29,651.142
2018-07-31,686.33
2018-08-31,663.095
2018-09-28,658.042
2018-10-31,601.183
2018-11-30,583.107
2018-12-31,534.738
2019-01-31,590.048
2019-02-28,584.421
2019-03-29,577.218
2019-04-30,608.565
2019-05-31,557.415
2019-06-28,587.575
2019-07-31,578.712
2019-08-30,568.847
2019-09-30,581.893
2019-10-31,620.103
2019-11-29,608.818
2019-12-31,628.151
2020-01-31,596.914
2020-02-28,531.335
2020-03-31,408.216
2020-04-30,446.098
2020-05-29,454.006
2020-06-30,462.059
2020-07-31,463.035
2020-08-31,487.303
2020-09-30,455.368
2020-10-30,445.068
2020-11-30,568.596
2020-12-31,631.437
2021-01-29,654.264
2021-02-26,676.701
2021-03-31,693.049
2021-04-30,728.855
2021-05-31,792.279
2021-06-30,762.442
2021-07-30,779.928
2021-08-31,809.437
2021-09-30,802.361
2021-10-29,818.734
2021-11-30,787.262
2021-12-31,836.371
2022-01-31,824.781
2022-02-28,702.26
2022-03-31,689.464
2022-04-29,644.199
2022-05-31,680.177
2022-06-30,567.489
2022-07-29,576.362
2022-08-31,552.57
2022-09-30,502.075
2022-10-31,564.556
2022-11-30,643.648
2022-12-30,650.632
2023-01-31,728.279
2023-02-28,746.583
2023-03-31,683.573
2023-04-28,713.996
2023-05-31,657.447
2023-06-30,703.284
2023-07-31,733.634
2023-08-31,697.989
2023-09-29,680.461
2023-10-31,658.064
2023-11-30,726.402
2023-12-29,771.573
2024-01-31,777.807
2024-02-29,756.591
2024-03-29,807.422
2024-04-30,812.546
2024-05-31,865.76
2024-06-28,840.071
2024-07-31,882.515
2024-08-30,908.675
2024-09-30,903.91
2024-10-31,859.053
2024-11-29,840.907
2024-12-31,877.252
2025-01-31,920.325
2025-02-28,1000.339
2025-03-31,1035.085
2025-04-30,1088.572
2025-05-30,1218.164
2025-06-30,1277.146
2025-07-31,1297.816
2025-08-29,1356.703
2025-09-30,1375.018
