Date,AUSTRIA SMID CAP SMID (Small+Mid Cap)
2003-10-31,236.839
2003-11-28,254.352
2003-12-31,273.473
2004-01-30,292.482
2004-02-27,303.532
2004-03-31,316.255
2004-04-30,315.77
2004-05-31,318.427
2004-06-30,335.836
2004-07-30,339.924
2004-08-31,339.493
2004-09-30,356.53
2004-10-29,375.492
2004-11-30,425.025
2004-12-31,461.988
2005-01-31,460.94
2005-02-28,499.905
2005-03-31,475.172
2005-04-29,462.989
2005-05-31,477.203
2005-06-30,510.346
2005-07-29,533.37
2005-08-31,565.025
2005-09-30,580.162
2005-10-31,553.869
2005-11-30,572.533
2005-12-30,593.545
2006-01-31,656.375
2006-02-28,661.443
2006-03-31,687.203
2006-04-28,730.647
2006-05-31,699.935
2006-06-30,693.519
2006-07-31,688.412
2006-08-31,710.725
2006-09-29,732.291
2006-10-31,765.331
2006-11-30,808.37
2006-12-29,860.098
2007-01-31,882.835
2007-02-28,885.68
2007-03-30,945.785
2007-04-30,992.347
2007-05-31,1000.0
2007-06-29,984.696
2007-07-31,925.44
2007-08-31,871.708
2007-09-28,841.819
2007-10-31,889.191
2007-11-30,793.171
2007-12-31,775.09
2008-01-31,694.174
2008-02-29,708.763
2008-03-31,713.57
2008-04-30,767.71
2008-05-30,795.784
2008-06-30,729.009
2008-07-31,643.764
2008-08-29,611.649
2008-09-30,425.416
2008-10-31,275.463
2008-11-28,246.835
2008-12-31,273.503
2009-01-30,264.259
2009-02-27,229.992
2009-03-31,259.696
2009-04-30,299.653
2009-05-29,356.174
2009-06-30,352.42
2009-07-31,375.152
2009-08-31,449.343
2009-09-30,499.588
2009-10-30,473.634
2009-11-30,487.581
2009-12-31,468.32
2010-01-29,448.91
2010-02-26,432.047
2010-03-31,470.486
2010-04-30,470.207
2010-05-31,392.317
2010-06-30,372.343
2010-07-30,431.821
2010-08-31,412.659
2010-09-30,479.297
2010-10-29,508.162
2010-11-30,476.698
2010-12-31,539.032
2011-01-31,535.827
2011-02-28,542.713
2011-03-31,558.503
2011-04-29,585.823
2011-05-31,561.369
2011-06-30,548.881
2011-07-29,520.59
2011-08-31,461.295
2011-09-30,390.01
2011-10-31,427.31
2011-11-30,390.607
2011-12-30,386.485
2012-01-31,418.876
2012-02-29,442.776
2012-03-30,442.466
2012-04-30,436.196
2012-05-31,382.092
2012-06-29,401.404
2012-07-31,400.924
2012-08-31,402.525
2012-09-28,423.666
2012-10-31,440.399
2012-11-30,460.537
2012-12-31,487.514
2013-01-31,509.022
2013-02-28,488.028
2013-03-29,465.146
2013-04-30,477.219
2013-05-31,468.807
2013-06-28,441.138
2013-07-31,476.782
2013-08-30,487.162
2013-09-30,535.75
2013-10-31,553.245
2013-11-29,565.782
2013-12-31,551.698
2014-01-31,542.656
2014-02-28,574.3
2014-03-31,560.635
2014-04-30,565.946
2014-05-30,561.11
2014-06-30,565.256
2014-07-31,530.144
2014-08-29,519.219
2014-09-30,484.306
2014-10-31,473.581
2014-11-28,488.076
2014-12-31,461.562
2015-01-30,440.519
2015-02-27,488.35
2015-03-31,475.848
2015-04-30,495.069
2015-05-29,489.763
2015-06-30,468.804
2015-07-31,485.327
2015-08-31,450.806
2015-09-30,430.442
2015-10-30,468.424
2015-11-30,449.99
2015-12-31,445.401
2016-01-29,396.492
2016-02-29,410.952
2016-03-31,458.325
2016-04-29,475.619
2016-05-31,453.086
2016-06-30,428.196
2016-07-29,450.24
2016-08-31,460.498
2016-09-30,482.587
2016-10-31,479.001
2016-11-30,486.674
2016-12-30,498.387
2017-01-31,526.169
2017-02-28,535.398
2017-03-31,543.783
2017-04-28,588.149
2017-05-31,642.137
2017-06-30,643.345
2017-07-31,689.943
2017-08-31,692.255
2017-09-29,705.025
2017-10-31,722.197
2017-11-30,729.037
2017-12-29,758.267
2018-01-31,811.316
2018-02-28,753.354
2018-03-30,752.813
2018-04-30,752.961
2018-05-31,728.218
2018-06-29,703.124
2018-07-31,742.142
2018-08-31,717.018
2018-09-28,711.595
2018-10-31,650.109
2018-11-30,630.562
2018-12-31,578.257
2019-01-31,638.149
2019-02-28,632.063
2019-03-29,624.829
2019-04-30,659.38
2019-05-31,606.297
2019-06-28,639.998
2019-07-31,631.128
2019-08-30,620.369
2019-09-30,634.634
2019-10-31,676.308
2019-11-29,664.0
2019-12-31,685.084
2020-01-31,651.098
2020-02-28,579.566
2020-03-31,445.271
2020-04-30,486.592
2020-05-29,495.281
2020-06-30,504.611
2020-07-31,505.986
2020-08-31,532.796
2020-09-30,498.063
2020-10-30,488.224
2020-11-30,623.73
2020-12-31,692.664
2021-01-29,717.781
2021-02-26,742.397
2021-03-31,760.62
2021-04-30,800.775
2021-05-31,871.196
2021-06-30,839.631
2021-07-30,859.235
2021-08-31,891.772
2021-09-30,883.975
2021-10-29,902.108
2021-11-30,867.86
2021-12-31,922.5
2022-01-31,909.717
2022-02-28,774.648
2022-03-31,761.091
2022-04-29,711.868
2022-05-31,755.114
2022-06-30,631.716
2022-07-29,642.532
2022-08-31,616.009
2022-09-30,559.717
2022-10-31,629.37
2022-11-30,717.543
2022-12-30,725.33
2023-01-31,811.89
2023-02-28,832.388
2023-03-31,762.829
2023-04-28,796.916
2023-05-31,738.254
2023-06-30,793.903
2023-07-31,829.25
2023-08-31,788.959
2023-09-29,769.272
2023-10-31,743.951
2023-11-30,822.404
2023-12-29,873.545
2024-01-31,880.602
2024-02-29,856.793
2024-03-29,915.269
2024-04-30,922.35
2024-05-31,988.941
2024-06-28,964.048
2024-07-31,1013.186
2024-08-30,1043.219
2024-09-30,1037.748
2024-10-31,986.249
2024-11-29,965.417
2024-12-31,1007.144
2025-01-31,1056.595
2025-02-28,1148.456
2025-03-31,1190.411
2025-04-30,1252.418
2025-05-30,1408.844
2025-06-30,1482.242
2025-07-31,1506.76
2025-08-29,1575.128
