Date,AUSTRIA SMID CAP SMID (Small+Mid Cap)
2001-08-01,156.268
2001-08-02,155.408
2001-08-03,154.879
2001-08-06,154.526
2001-08-07,154.246
2001-08-08,153.905
2001-08-09,154.931
2001-08-10,157.11
2001-08-13,158.904
2001-08-14,157.623
2001-08-15,160.039
2001-08-16,160.034
2001-08-17,159.812
2001-08-20,157.746
2001-08-21,158.863
2001-08-22,160.969
2001-08-23,159.882
2001-08-24,159.736
2001-08-27,158.241
2001-08-28,158.654
2001-08-29,158.953
2001-08-30,157.712
2001-08-31,157.807
2001-09-03,156.798
2001-09-04,154.778
2001-09-05,153.711
2001-09-06,153.834
2001-09-07,155.159
2001-09-10,152.338
2001-09-11,152.363
2001-09-12,151.746
2001-09-13,152.298
2001-09-14,151.982
2001-09-17,150.768
2001-09-18,150.36
2001-09-19,152.61
2001-09-20,150.228
2001-09-21,145.636
2001-09-24,145.501
2001-09-25,145.777
2001-09-26,147.329
2001-09-27,148.312
2001-09-28,146.498
2001-10-01,149.135
2001-10-02,149.471
2001-10-03,149.943
2001-10-04,149.681
2001-10-05,147.547
2001-10-08,147.75
2001-10-09,147.045
2001-10-10,144.58
2001-10-11,144.688
2001-10-12,147.069
2001-10-15,145.988
2001-10-16,148.331
2001-10-17,148.566
2001-10-18,147.972
2001-10-19,143.735
2001-10-22,141.59
2001-10-23,141.927
2001-10-24,141.438
2001-10-25,141.0
2001-10-26,140.384
2001-10-29,141.292
2001-10-30,141.92
2001-10-31,142.834
2001-11-01,143.746
2001-11-02,142.491
2001-11-05,141.688
2001-11-06,142.982
2001-11-07,143.597
2001-11-08,143.193
2001-11-09,142.748
2001-11-12,142.72
2001-11-13,140.385
2001-11-14,142.109
2001-11-15,142.848
2001-11-16,143.725
2001-11-19,141.541
2001-11-20,143.287
2001-11-21,142.557
2001-11-22,143.498
2001-11-23,143.101
2001-11-26,143.137
2001-11-27,144.194
2001-11-28,144.989
2001-11-29,145.794
2001-11-30,148.947
2001-12-03,147.271
2001-12-04,148.616
2001-12-05,149.141
2001-12-06,149.949
2001-12-07,150.302
2001-12-10,150.097
2001-12-11,149.68
2001-12-12,150.847
2001-12-13,151.497
2001-12-14,152.091
2001-12-17,151.977
2001-12-18,151.273
2001-12-19,149.828
2001-12-20,148.627
2001-12-21,148.748
2001-12-24,147.283
2001-12-25,147.283
2001-12-26,147.409
2001-12-27,150.641
2001-12-28,149.325
2001-12-31,150.729
2002-01-01,150.729
2002-01-02,152.495
2002-01-03,152.896
2002-01-04,152.183
2002-01-07,151.198
2002-01-08,149.945
2002-01-09,149.361
2002-01-10,150.627
2002-01-11,150.163
2002-01-14,150.727
2002-01-15,151.008
2002-01-16,149.205
2002-01-17,149.856
2002-01-18,150.51
2002-01-21,151.317
2002-01-22,151.547
2002-01-23,151.704
2002-01-24,151.628
2002-01-25,149.606
2002-01-28,149.292
2002-01-29,149.317
2002-01-30,149.413
2002-01-31,149.5
2002-02-01,150.094
2002-02-04,151.415
2002-02-05,151.802
2002-02-06,152.313
2002-02-07,153.866
2002-02-08,154.676
2002-02-11,156.141
2002-02-12,156.206
2002-02-13,155.737
2002-02-14,155.745
2002-02-15,155.423
2002-02-18,154.782
2002-02-19,156.821
2002-02-20,156.14
2002-02-21,156.556
2002-02-22,157.969
2002-02-25,156.686
2002-02-26,154.759
2002-02-27,154.164
2002-02-28,152.819
2002-03-01,153.25
2002-03-04,156.339
2002-03-05,156.595
2002-03-06,156.761
2002-03-07,157.487
2002-03-08,158.624
2002-03-11,158.664
2002-03-12,157.545
2002-03-13,157.478
2002-03-14,158.197
2002-03-15,159.032
2002-03-18,158.935
2002-03-19,159.556
2002-03-20,159.692
2002-03-21,159.04
2002-03-22,160.242
2002-03-25,160.972
2002-03-26,160.623
2002-03-27,161.098
2002-03-28,161.55
2002-03-29,161.55
2002-04-01,162.874
2002-04-02,164.688
2002-04-03,164.524
2002-04-04,163.728
2002-04-05,164.549
2002-04-08,163.262
2002-04-09,163.948
2002-04-10,164.933
2002-04-11,166.711
2002-04-12,166.714
2002-04-15,167.125
2002-04-16,166.897
2002-04-17,167.954
2002-04-18,168.768
2002-04-19,168.773
2002-04-22,167.857
2002-04-23,168.23
2002-04-24,167.975
2002-04-25,169.06
2002-04-26,169.157
2002-04-29,171.179
2002-04-30,171.937
2002-05-01,172.91
2002-05-02,172.838
2002-05-03,174.334
2002-05-06,175.074
2002-05-07,173.231
2002-05-08,172.392
2002-05-09,172.355
2002-05-10,173.645
2002-05-13,173.812
2002-05-14,171.63
2002-05-15,172.803
2002-05-16,173.055
2002-05-17,175.32
2002-05-20,175.369
2002-05-21,174.314
2002-05-22,175.94
2002-05-23,175.395
2002-05-24,175.116
2002-05-27,174.588
2002-05-28,177.205
2002-05-29,177.19
2002-05-30,178.203
2002-05-31,176.137
2002-06-03,176.672
2002-06-04,176.934
2002-06-05,176.078
2002-06-06,179.125
2002-06-07,178.446
2002-06-10,178.232
2002-06-11,176.465
2002-06-12,176.524
2002-06-13,176.066
2002-06-14,175.822
2002-06-17,174.27
2002-06-18,175.201
2002-06-19,177.565
2002-06-20,177.844
2002-06-21,179.044
2002-06-24,179.013
2002-06-25,179.425
2002-06-26,181.155
2002-06-27,181.507
2002-06-28,182.12
2002-07-01,183.803
2002-07-02,179.327
2002-07-03,178.915
2002-07-04,179.306
2002-07-05,177.932
2002-07-08,181.292
2002-07-09,182.206
2002-07-10,179.393
2002-07-11,178.498
2002-07-12,179.165
2002-07-15,180.831
2002-07-16,177.394
2002-07-17,178.896
2002-07-18,178.631
2002-07-19,176.35
2002-07-22,173.925
2002-07-23,170.679
2002-07-24,166.363
2002-07-25,170.26
2002-07-26,167.375
2002-07-29,164.983
2002-07-30,167.754
2002-07-31,163.59
2002-08-01,163.923
2002-08-02,163.834
2002-08-05,162.922
2002-08-06,159.251
2002-08-07,159.837
2002-08-08,159.867
2002-08-09,162.018
2002-08-12,162.49
2002-08-13,162.806
2002-08-14,164.566
2002-08-15,163.34
2002-08-16,166.531
2002-08-19,164.929
2002-08-20,164.086
2002-08-21,165.603
2002-08-22,164.639
2002-08-23,164.329
2002-08-26,164.267
2002-08-27,165.568
2002-08-28,164.2
2002-08-29,164.126
2002-08-30,164.334
2002-09-02,164.179
2002-09-03,165.488
2002-09-04,165.299
2002-09-05,164.562
2002-09-06,161.887
2002-09-09,162.767
2002-09-10,161.639
2002-09-11,160.363
2002-09-12,160.158
2002-09-13,159.798
2002-09-16,158.439
2002-09-17,158.008
2002-09-18,157.394
2002-09-19,158.437
2002-09-20,157.738
2002-09-23,157.963
2002-09-24,154.727
2002-09-25,155.365
2002-09-26,156.173
2002-09-27,156.166
2002-09-30,159.555
2002-10-01,156.239
2002-10-02,158.217
2002-10-03,157.744
2002-10-04,155.424
2002-10-07,153.37
2002-10-08,150.501
2002-10-09,151.079
2002-10-10,151.797
2002-10-11,153.524
2002-10-14,153.683
2002-10-15,155.06
2002-10-16,155.429
2002-10-17,154.78
2002-10-18,155.221
2002-10-21,155.283
2002-10-22,156.202
2002-10-23,155.343
2002-10-24,155.796
2002-10-25,156.22
2002-10-28,159.569
2002-10-29,160.21
2002-10-30,161.169
2002-10-31,164.581
2002-11-01,165.604
2002-11-04,165.144
2002-11-05,165.551
2002-11-06,165.533
2002-11-07,168.773
2002-11-08,168.456
2002-11-11,166.923
2002-11-12,167.823
2002-11-13,167.779
2002-11-14,166.73
2002-11-15,166.283
2002-11-18,166.46
2002-11-19,167.585
2002-11-20,166.54
2002-11-21,166.044
2002-11-22,166.383
2002-11-25,166.364
2002-11-26,166.08
2002-11-27,165.154
2002-11-28,165.568
2002-11-29,164.607
2002-12-02,166.063
2002-12-03,165.946
2002-12-04,168.635
2002-12-05,167.476
2002-12-06,169.944
2002-12-09,167.808
2002-12-10,170.101
2002-12-11,170.39
2002-12-12,171.135
2002-12-13,171.556
2002-12-16,171.029
2002-12-17,173.055
2002-12-18,172.127
2002-12-19,171.983
2002-12-20,175.666
2002-12-23,176.259
2002-12-24,176.988
2002-12-25,176.988
2002-12-26,177.434
2002-12-27,176.973
2002-12-30,178.391
2002-12-31,179.09
2003-01-01,179.09
2003-01-02,176.68
2003-01-03,177.541
2003-01-06,178.632
2003-01-07,177.445
2003-01-08,175.9
2003-01-09,180.037
2003-01-10,179.982
2003-01-13,181.56
2003-01-14,184.585
2003-01-15,185.169
2003-01-16,185.557
2003-01-17,185.779
2003-01-20,185.586
2003-01-21,185.097
2003-01-22,184.832
2003-01-23,187.828
2003-01-24,192.129
2003-01-27,190.383
2003-01-28,190.678
2003-01-29,189.183
2003-01-30,184.606
2003-01-31,185.94
2003-02-03,187.603
2003-02-04,188.953
2003-02-05,188.696
2003-02-06,190.269
2003-02-07,189.626
2003-02-10,187.546
2003-02-11,185.253
2003-02-12,183.447
2003-02-13,186.837
2003-02-14,186.673
2003-02-17,187.187
2003-02-18,185.363
2003-02-19,186.931
2003-02-20,187.044
2003-02-21,187.203
2003-02-24,186.025
2003-02-25,184.802
2003-02-26,186.634
2003-02-27,188.119
2003-02-28,189.149
2003-03-03,191.778
2003-03-04,192.096
2003-03-05,194.346
2003-03-06,194.431
2003-03-07,195.093
2003-03-10,192.727
2003-03-11,191.804
2003-03-12,189.432
2003-03-13,186.526
2003-03-14,184.427
2003-03-17,182.935
2003-03-18,183.543
2003-03-19,182.377
2003-03-20,183.567
2003-03-21,184.066
2003-03-24,185.705
2003-03-25,186.394
2003-03-26,187.285
2003-03-27,188.011
2003-03-28,188.167
2003-03-31,190.943
2003-04-01,191.65
2003-04-02,192.475
2003-04-03,189.869
2003-04-04,190.453
2003-04-07,190.45
2003-04-08,189.889
2003-04-09,189.891
2003-04-10,192.917
2003-04-11,191.373
2003-04-14,191.732
2003-04-15,191.853
2003-04-16,191.557
2003-04-17,192.29
2003-04-18,192.29
2003-04-21,191.462
2003-04-22,193.183
2003-04-23,196.224
2003-04-24,199.306
2003-04-25,198.398
2003-04-28,199.348
2003-04-29,201.62
2003-04-30,205.236
2003-05-01,207.121
2003-05-02,211.956
2003-05-05,215.929
2003-05-06,219.652
2003-05-07,221.4
2003-05-08,221.964
2003-05-09,222.156
2003-05-12,226.736
2003-05-13,225.224
2003-05-14,225.336
2003-05-15,225.981
2003-05-16,227.141
2003-05-19,226.963
2003-05-20,228.123
2003-05-21,228.834
2003-05-22,228.104
2003-05-23,229.75
2003-05-26,230.689
2003-05-27,229.367
2003-05-28,226.368
2003-05-29,228.046
2003-05-30,221.082
2003-06-02,225.559
2003-06-03,226.403
2003-06-04,225.483
2003-06-05,229.499
2003-06-06,227.732
2003-06-09,228.968
2003-06-10,227.832
2003-06-11,230.059
2003-06-12,227.136
2003-06-13,229.507
2003-06-16,230.607
2003-06-17,230.17
2003-06-18,229.339
2003-06-19,229.211
2003-06-20,228.628
2003-06-23,226.739
2003-06-24,225.531
2003-06-25,225.688
2003-06-26,224.336
2003-06-27,225.099
2003-06-30,225.231
2003-07-01,228.319
2003-07-02,229.827
2003-07-03,228.727
2003-07-04,228.805
2003-07-07,228.374
2003-07-08,225.321
2003-07-09,226.177
2003-07-10,224.994
2003-07-11,224.97
2003-07-14,227.369
2003-07-15,226.614
2003-07-16,226.958
2003-07-17,225.614
2003-07-18,226.772
2003-07-21,227.253
2003-07-22,225.484
2003-07-23,230.26
2003-07-24,230.086
2003-07-25,231.444
2003-07-28,230.075
2003-07-29,230.172
2003-07-30,226.989
2003-07-31,222.993
2003-08-01,222.838
2003-08-04,224.341
2003-08-05,225.41
2003-08-06,224.944
2003-08-07,226.301
2003-08-08,224.609
2003-08-11,224.286
2003-08-12,224.744
2003-08-13,225.034
2003-08-14,224.857
2003-08-15,224.697
2003-08-18,223.155
2003-08-19,223.826
2003-08-20,224.829
2003-08-21,221.75
2003-08-22,219.593
2003-08-25,220.858
2003-08-26,221.58
2003-08-27,222.037
2003-08-28,222.217
2003-08-29,222.176
2003-09-01,222.549
2003-09-02,222.111
2003-09-03,221.795
2003-09-04,222.058
2003-09-05,224.842
2003-09-08,227.951
2003-09-09,228.453
2003-09-10,227.823
2003-09-11,228.482
2003-09-12,230.604
2003-09-15,227.982
2003-09-16,225.895
2003-09-17,226.481
2003-09-18,227.028
2003-09-19,229.606
2003-09-22,231.15
2003-09-23,230.824
2003-09-24,229.711
2003-09-25,229.086
2003-09-26,228.205
2003-09-29,230.085
2003-09-30,232.916
2003-10-01,233.051
2003-10-02,233.448
2003-10-03,233.034
2003-10-06,234.427
2003-10-07,236.742
2003-10-08,238.815
2003-10-09,237.699
2003-10-10,239.756
2003-10-13,239.016
2003-10-14,240.138
2003-10-15,239.143
2003-10-16,241.128
2003-10-17,239.797
2003-10-20,240.652
2003-10-21,239.957
2003-10-22,241.515
2003-10-23,240.16
2003-10-24,241.171
2003-10-27,240.335
2003-10-28,239.272
2003-10-29,240.746
2003-10-30,241.721
2003-10-31,240.015
2003-11-03,239.736
2003-11-04,241.526
2003-11-05,240.033
2003-11-06,238.366
2003-11-07,240.142
2003-11-10,241.046
2003-11-11,240.093
2003-11-12,242.919
2003-11-13,246.655
2003-11-14,248.685
2003-11-17,248.066
2003-11-18,251.659
2003-11-19,253.784
2003-11-20,251.541
2003-11-21,252.755
2003-11-24,251.915
2003-11-25,252.417
2003-11-26,253.806
2003-11-27,255.215
2003-11-28,257.763
2003-12-01,259.323
2003-12-02,261.943
2003-12-03,261.95
2003-12-04,259.753
2003-12-05,262.024
2003-12-08,263.675
2003-12-09,265.116
2003-12-10,263.293
2003-12-11,260.709
2003-12-12,264.907
2003-12-15,266.232
2003-12-16,264.175
2003-12-17,264.81
2003-12-18,266.643
2003-12-19,268.769
2003-12-22,271.207
2003-12-23,273.346
2003-12-24,274.116
2003-12-25,274.116
2003-12-26,274.006
2003-12-29,274.826
2003-12-30,275.317
2003-12-31,277.14
2004-01-01,277.14
2004-01-02,279.602
2004-01-05,285.376
2004-01-06,287.088
2004-01-07,288.862
2004-01-08,292.103
2004-01-09,294.271
2004-01-12,293.245
2004-01-13,295.907
2004-01-14,297.924
2004-01-15,297.461
2004-01-16,295.201
2004-01-19,294.874
2004-01-20,295.58
2004-01-21,298.687
2004-01-22,305.724
2004-01-23,304.632
2004-01-26,299.607
2004-01-27,303.946
2004-01-28,305.125
2004-01-29,296.511
2004-01-30,296.385
2004-02-02,301.25
2004-02-03,304.295
2004-02-04,304.823
2004-02-05,304.915
2004-02-06,307.091
2004-02-09,309.299
2004-02-10,309.891
2004-02-11,311.042
2004-02-12,315.826
2004-02-13,318.124
2004-02-16,318.268
2004-02-17,317.283
2004-02-18,318.088
2004-02-19,315.081
2004-02-20,312.23
2004-02-23,312.65
2004-02-24,313.636
2004-02-25,311.021
2004-02-26,308.653
2004-02-27,307.583
2004-03-01,308.83
2004-03-02,307.97
2004-03-03,305.74
2004-03-04,311.852
2004-03-05,317.267
2004-03-08,317.992
2004-03-09,316.698
2004-03-10,311.803
2004-03-11,309.289
2004-03-12,306.589
2004-03-15,303.904
2004-03-16,308.606
2004-03-17,308.414
2004-03-18,311.754
2004-03-19,313.136
2004-03-22,307.334
2004-03-23,308.771
2004-03-24,313.92
2004-03-25,314.137
2004-03-26,312.075
2004-03-29,314.35
2004-03-30,315.111
2004-03-31,320.434
2004-04-01,327.081
2004-04-02,324.835
2004-04-05,323.977
2004-04-06,324.349
2004-04-07,328.834
2004-04-08,328.825
2004-04-09,328.825
2004-04-12,327.902
2004-04-13,325.636
2004-04-14,323.039
2004-04-15,323.022
2004-04-16,327.087
2004-04-19,326.228
2004-04-20,323.665
2004-04-21,322.228
2004-04-22,319.357
2004-04-23,318.369
2004-04-26,321.134
2004-04-27,323.206
2004-04-28,321.451
2004-04-29,321.052
2004-04-30,319.817
2004-05-03,319.896
2004-05-04,326.158
2004-05-05,326.69
2004-05-06,320.942
2004-05-07,316.451
2004-05-10,306.347
2004-05-11,306.317
2004-05-12,307.259
2004-05-13,305.513
2004-05-14,299.225
2004-05-17,297.519
2004-05-18,299.126
2004-05-19,308.456
2004-05-20,305.713
2004-05-21,308.454
2004-05-24,310.247
2004-05-25,311.481
2004-05-26,313.372
2004-05-27,319.689
2004-05-28,321.759
2004-05-31,321.759
2004-06-01,315.308
2004-06-02,317.666
2004-06-03,318.086
2004-06-04,321.108
2004-06-07,325.534
2004-06-08,324.748
2004-06-09,318.343
2004-06-10,318.37
2004-06-11,317.756
2004-06-14,319.907
2004-06-15,320.966
2004-06-16,323.318
2004-06-17,327.435
2004-06-18,332.101
2004-06-21,334.177
2004-06-22,328.745
2004-06-23,330.836
2004-06-24,334.924
2004-06-25,333.756
2004-06-28,338.271
2004-06-29,337.764
2004-06-30,339.147
2004-07-01,339.392
2004-07-02,347.011
2004-07-05,344.415
2004-07-06,341.567
2004-07-07,345.842
2004-07-08,348.284
2004-07-09,352.033
2004-07-12,351.02
2004-07-13,350.644
2004-07-14,348.586
2004-07-15,347.443
2004-07-16,352.338
2004-07-19,350.093
2004-07-20,350.491
2004-07-21,344.212
2004-07-22,339.829
2004-07-23,339.142
2004-07-26,339.646
2004-07-27,341.633
2004-07-28,344.23
2004-07-29,343.005
2004-07-30,343.103
2004-08-02,341.447
2004-08-03,344.005
2004-08-04,343.804
2004-08-05,344.273
2004-08-06,344.159
2004-08-09,341.745
2004-08-10,345.698
2004-08-11,341.988
2004-08-12,345.349
2004-08-13,349.672
2004-08-16,354.795
2004-08-17,351.811
2004-08-18,352.477
2004-08-19,342.452
2004-08-20,339.729
2004-08-23,336.799
2004-08-24,336.591
2004-08-25,338.594
2004-08-26,339.861
2004-08-27,341.585
2004-08-30,339.419
2004-08-31,342.667
2004-09-01,344.638
2004-09-02,345.737
2004-09-03,344.18
2004-09-06,345.668
2004-09-07,344.347
2004-09-08,346.176
2004-09-09,345.706
2004-09-10,349.902
2004-09-13,346.029
2004-09-14,347.643
2004-09-15,342.489
2004-09-16,344.031
2004-09-17,348.776
2004-09-20,348.963
2004-09-21,356.377
2004-09-22,354.323
2004-09-23,356.252
2004-09-24,353.033
2004-09-27,356.639
2004-09-28,354.389
2004-09-29,357.914
2004-09-30,359.864
2004-10-01,362.716
2004-10-04,360.779
2004-10-05,365.271
2004-10-06,369.046
2004-10-07,368.347
2004-10-08,372.346
2004-10-11,371.337
2004-10-12,364.407
2004-10-13,362.477
2004-10-14,365.518
2004-10-15,368.523
2004-10-18,370.838
2004-10-19,371.908
2004-10-20,372.13
2004-10-21,374.555
2004-10-22,376.913
2004-10-25,376.436
2004-10-26,376.406
2004-10-27,377.127
2004-10-28,380.359
2004-10-29,379.002
2004-11-01,379.732
2004-11-02,386.379
2004-11-03,389.777
2004-11-04,396.368
2004-11-05,397.522
2004-11-08,399.541
2004-11-09,397.95
2004-11-10,399.869
2004-11-11,403.227
2004-11-12,401.798
2004-11-15,399.14
2004-11-16,401.074
2004-11-17,408.613
2004-11-18,411.948
2004-11-19,415.816
2004-11-22,414.342
2004-11-23,416.718
2004-11-24,421.897
2004-11-25,426.887
2004-11-26,427.24
2004-11-29,430.917
2004-11-30,428.999
2004-12-01,434.059
2004-12-02,436.041
2004-12-03,444.021
2004-12-06,448.051
2004-12-07,449.94
2004-12-08,444.562
2004-12-09,441.152
2004-12-10,440.965
2004-12-13,447.727
2004-12-14,449.429
2004-12-15,453.418
2004-12-16,452.373
2004-12-17,449.406
2004-12-20,457.352
2004-12-21,456.781
2004-12-22,456.462
2004-12-23,460.662
2004-12-24,461.856
2004-12-27,465.58
2004-12-28,467.052
2004-12-29,467.029
2004-12-30,467.594
2004-12-31,466.307
2005-01-03,464.611
2005-01-04,462.028
2005-01-05,458.782
2005-01-06,455.171
2005-01-07,456.652
2005-01-10,455.103
2005-01-11,453.806
2005-01-12,456.311
2005-01-13,454.94
2005-01-14,453.763
2005-01-17,455.465
2005-01-18,455.683
2005-01-19,454.531
2005-01-20,453.927
2005-01-21,456.13
2005-01-24,458.778
2005-01-25,459.47
2005-01-26,465.756
2005-01-27,467.248
2005-01-28,464.704
2005-01-31,465.233
2005-02-01,469.291
2005-02-02,471.352
2005-02-03,469.333
2005-02-04,473.302
2005-02-07,472.855
2005-02-08,470.724
2005-02-09,471.811
2005-02-10,475.76
2005-02-11,479.48
2005-02-14,484.509
2005-02-15,489.854
2005-02-16,493.118
2005-02-17,496.039
2005-02-18,500.581
2005-02-21,498.562
2005-02-22,498.614
2005-02-23,490.659
2005-02-24,495.475
2005-02-25,500.609
2005-02-28,504.561
2005-03-01,500.402
2005-03-02,497.066
2005-03-03,502.149
2005-03-04,509.375
2005-03-07,508.631
2005-03-08,510.997
2005-03-09,506.584
2005-03-10,505.208
2005-03-11,508.072
2005-03-14,508.469
2005-03-15,506.14
2005-03-16,507.031
2005-03-17,501.896
2005-03-18,494.925
2005-03-21,488.532
2005-03-22,490.629
2005-03-23,479.198
2005-03-24,476.039
2005-03-25,476.039
2005-03-28,472.698
2005-03-29,477.099
2005-03-30,479.357
2005-03-31,479.597
2005-04-01,484.644
2005-04-04,483.331
2005-04-05,487.01
2005-04-06,487.57
2005-04-07,487.586
2005-04-08,486.958
2005-04-11,489.957
2005-04-12,488.378
2005-04-13,490.101
2005-04-14,482.649
2005-04-15,482.077
2005-04-18,473.891
2005-04-19,473.768
2005-04-20,477.625
2005-04-21,480.02
2005-04-22,480.413
2005-04-25,478.41
2005-04-26,477.19
2005-04-27,468.519
2005-04-28,465.392
2005-04-29,467.115
2005-05-02,466.339
2005-05-03,465.053
2005-05-04,467.032
2005-05-05,466.474
2005-05-06,462.016
2005-05-09,465.717
2005-05-10,468.67
2005-05-11,467.871
2005-05-12,465.476
2005-05-13,460.75
2005-05-16,459.839
2005-05-17,459.519
2005-05-18,465.762
2005-05-19,466.929
2005-05-20,466.815
2005-05-23,470.954
2005-05-24,473.42
2005-05-25,479.28
2005-05-26,476.54
2005-05-27,482.544
2005-05-30,482.593
2005-05-31,480.029
2005-06-01,482.971
2005-06-02,485.702
2005-06-03,484.844
2005-06-06,484.366
2005-06-07,483.285
2005-06-08,488.094
2005-06-09,484.991
2005-06-10,488.075
2005-06-13,486.101
2005-06-14,490.175
2005-06-15,494.728
2005-06-16,496.843
2005-06-17,510.208
2005-06-20,506.638
2005-06-21,507.137
2005-06-22,503.465
2005-06-23,501.056
2005-06-24,499.803
2005-06-27,504.09
2005-06-28,506.48
2005-06-29,506.94
2005-06-30,513.368
2005-07-01,514.707
2005-07-04,510.185
2005-07-05,514.011
2005-07-06,514.517
2005-07-07,513.736
2005-07-08,519.029
2005-07-11,521.632
2005-07-12,524.804
2005-07-13,523.806
2005-07-14,524.251
2005-07-15,515.666
2005-07-18,518.454
2005-07-19,518.071
2005-07-20,516.859
2005-07-21,518.579
2005-07-22,519.697
2005-07-25,521.34
2005-07-26,520.793
2005-07-27,526.193
2005-07-28,532.628
2005-07-29,536.335
2005-08-01,546.726
2005-08-02,547.303
2005-08-03,555.182
2005-08-04,555.464
2005-08-05,550.344
2005-08-08,552.407
2005-08-09,557.935
2005-08-10,561.315
2005-08-11,562.183
2005-08-12,562.758
2005-08-15,559.747
2005-08-16,556.336
2005-08-17,551.677
2005-08-18,540.098
2005-08-19,541.222
2005-08-22,549.728
2005-08-23,550.535
2005-08-24,548.434
2005-08-25,558.205
2005-08-26,558.95
2005-08-29,560.284
2005-08-30,557.975
2005-08-31,568.166
2005-09-01,579.019
2005-09-02,581.669
2005-09-05,578.17
2005-09-06,572.971
2005-09-07,574.846
2005-09-08,574.737
2005-09-09,580.045
2005-09-12,580.838
2005-09-13,580.066
2005-09-14,583.889
2005-09-15,577.473
2005-09-16,581.146
2005-09-19,579.389
2005-09-20,585.628
2005-09-21,584.92
2005-09-22,580.508
2005-09-23,576.006
2005-09-26,573.38
2005-09-27,575.586
2005-09-28,578.536
2005-09-29,576.206
2005-09-30,583.388
2005-10-03,585.12
2005-10-04,581.648
2005-10-05,575.517
2005-10-06,573.282
2005-10-07,570.807
2005-10-10,570.444
2005-10-11,568.778
2005-10-12,568.334
2005-10-13,547.392
2005-10-14,548.092
2005-10-17,547.628
2005-10-18,540.293
2005-10-19,535.623
2005-10-20,535.641
2005-10-21,534.276
2005-10-24,535.767
2005-10-25,545.768
2005-10-26,544.821
2005-10-27,547.221
2005-10-28,548.258
2005-10-31,556.949
2005-11-01,557.553
2005-11-02,563.496
2005-11-03,562.891
2005-11-04,553.999
2005-11-07,554.031
2005-11-08,549.536
