Date,ISRAEL SMALL GROWTH Small Cap
2010-08-31,833.61
2010-09-30,957.058
2010-10-29,1028.685
2010-11-30,979.788
2010-12-31,1095.224
2011-01-31,1032.602
2011-02-28,1042.037
2011-03-31,1086.075
2011-04-29,1121.066
2011-05-31,1053.512
2011-06-30,1008.247
2011-07-29,1019.402
2011-08-31,852.589
2011-09-30,790.845
2011-10-31,856.77
2011-11-30,816.017
2011-12-30,788.693
2012-01-31,845.649
2012-02-29,831.357
2012-03-30,881.508
2012-04-30,963.166
2012-05-31,894.219
2012-06-29,888.219
2012-07-31,997.319
2012-08-31,1044.883
2012-09-28,1165.062
2012-10-31,1246.507
2012-11-30,1369.55
2012-12-31,1399.467
2013-01-31,1378.522
2013-02-28,1425.756
2013-03-29,1493.184
2013-04-30,1572.073
2013-05-31,1574.071
2013-06-28,1560.046
2013-07-31,1738.691
2013-08-30,1697.447
2013-09-30,1806.191
2013-10-31,1804.882
2013-11-29,1860.42
2013-12-31,1978.427
2014-01-31,1918.157
2014-02-28,2025.097
2014-03-31,2039.566
2014-04-30,2000.451
2014-05-30,1981.871
2014-06-30,1980.064
2014-07-31,1959.805
2014-08-29,1919.91
2014-09-30,1897.08
2014-10-31,1752.711
2014-11-28,1707.996
2014-12-31,1700.303
2015-01-30,1661.538
2015-02-27,1770.612
2015-03-31,1867.314
2015-04-30,1994.925
2015-05-29,1929.06
2015-06-30,1942.831
2015-07-31,2032.913
2015-08-31,1926.862
2015-09-30,1864.344
2015-10-30,1979.375
2015-11-30,2015.039
2015-12-31,2001.138
2016-01-29,1913.172
2016-02-29,1930.082
2016-03-31,2041.503
2016-04-29,2119.586
2016-05-31,2092.825
2016-06-30,2014.486
2016-07-29,2212.476
2016-08-31,2254.92
2016-09-30,2230.647
2016-10-31,2192.352
2016-11-30,2290.372
2016-12-30,2248.428
2017-01-31,2406.126
2017-02-28,2526.611
2017-03-31,2651.341
2017-04-28,2814.382
2017-05-31,2832.507
2017-06-30,2780.523
2017-07-31,2737.055
2017-08-31,2768.981
2017-09-29,2876.842
2017-10-31,2963.59
2017-11-30,2983.351
2017-12-29,2911.998
2018-01-31,3055.637
2018-02-28,3058.735
2018-03-30,3045.958
2018-04-30,3037.797
2018-05-31,3164.176
2018-06-29,3120.995
2018-07-31,3108.112
2018-08-31,3551.197
2018-09-28,3625.589
2018-10-31,3247.808
2018-11-30,3316.702
2018-12-31,3207.536
2019-01-31,3460.23
2019-02-28,3798.233
2019-03-29,3786.575
2019-04-30,4063.626
2019-05-31,4029.705
2019-06-28,4155.382
2019-07-31,4432.28
2019-08-30,4371.493
2019-09-30,4681.44
2019-10-31,4746.634
2019-11-29,4964.019
2019-12-31,5085.359
2020-01-31,5177.325
2020-02-28,4886.442
2020-03-31,3920.169
2020-04-30,4577.659
2020-05-29,4758.026
2020-06-30,4606.507
2020-07-31,4991.241
2020-08-31,5367.961
2020-09-30,5241.743
2020-10-30,5254.837
2020-11-30,5856.062
2020-12-31,6185.159
2021-01-29,6329.894
2021-02-26,6526.066
2021-03-31,6467.649
2021-04-30,6811.655
2021-05-31,6946.732
2021-06-30,7284.938
2021-07-30,7294.161
2021-08-31,7278.739
2021-09-30,7433.717
2021-10-29,7867.666
2021-11-30,7728.493
2021-12-31,8092.534
2022-01-31,7668.923
2022-02-28,7555.637
2022-03-31,7592.794
2022-04-29,7056.578
2022-05-31,6610.211
2022-06-30,6034.711
2022-07-29,6680.557
2022-08-31,6920.604
2022-09-30,5986.562
2022-10-31,6014.621
2022-11-30,6023.551
2022-12-30,5509.687
2023-01-31,5801.37
2023-02-28,5227.757
2023-03-31,5187.387
2023-04-28,5076.757
2023-05-31,5194.41
2023-06-30,5385.239
2023-07-31,5862.751
2023-08-31,5524.685
2023-09-29,5203.545
2023-10-31,4327.309
2023-11-30,5112.004
2023-12-29,5503.714
2024-01-31,5501.53
2024-02-29,5895.987
2024-03-29,5885.279
2024-04-30,5578.447
2024-05-31,5950.751
2024-06-28,5899.438
2024-07-31,5845.626
2024-08-30,6135.261
2024-09-30,6003.359
2024-10-31,6043.812
2024-11-29,6406.667
2024-12-31,6689.049
2025-01-31,7036.353
2025-02-28,6870.038
2025-03-31,6143.771
2025-04-30,6551.532
2025-05-30,7219.913
2025-06-30,8322.63
2025-07-31,8410.313
2025-08-29,8694.23
