Date,ISRAEL SMALL GROWTH Small Cap
2014-04-30,1937.93
2014-05-30,1919.553
2014-06-30,1916.961
2014-07-31,1897.102
2014-08-29,1857.997
2014-09-30,1835.32
2014-10-31,1695.651
2014-11-28,1651.67
2014-12-31,1643.702
2015-01-30,1606.227
2015-02-27,1711.101
2015-03-31,1803.482
2015-04-30,1925.535
2015-05-29,1861.511
2015-06-30,1874.153
2015-07-31,1960.731
2015-08-31,1857.35
2015-09-30,1796.782
2015-10-30,1907.522
2015-11-30,1941.183
2015-12-31,1926.885
2016-01-29,1842.183
2016-02-29,1858.466
2016-03-31,1964.796
2016-04-29,2038.234
2016-05-31,2011.87
2016-06-30,1935.456
2016-07-29,2124.897
2016-08-31,2165.255
2016-09-30,2141.876
2016-10-31,2105.104
2016-11-30,2198.822
2016-12-30,2155.23
2017-01-31,2304.73
2017-02-28,2420.138
2017-03-31,2538.027
2017-04-28,2691.935
2017-05-31,2708.44
2017-06-30,2658.38
2017-07-31,2616.821
2017-08-31,2646.271
2017-09-29,2747.454
2017-10-31,2830.208
2017-11-30,2848.777
2017-12-29,2780.399
2018-01-31,2917.062
2018-02-28,2919.729
2018-03-30,2906.578
2018-04-30,2895.963
2018-05-31,3015.804
2018-06-29,2974.379
2018-07-31,2962.101
2018-08-31,3384.371
2018-09-28,3455.112
2018-10-31,3095.093
2018-11-30,3160.748
2018-12-31,3056.273
2019-01-31,3296.591
2019-02-28,3618.543
2019-03-29,3603.832
2019-04-30,3865.954
2019-05-31,3833.653
2019-06-28,3951.832
2019-07-31,4215.166
2019-08-30,4156.958
2019-09-30,4449.679
2019-10-31,4510.237
2019-11-29,4716.732
2019-12-31,4831.183
2020-01-31,4918.552
2020-02-28,4642.209
2020-03-31,3723.665
2020-04-30,4345.446
2020-05-29,4516.178
2020-06-30,4371.8
2020-07-31,4736.932
2020-08-31,5093.611
2020-09-30,4971.931
2020-10-30,4984.351
2020-11-30,5552.599
2020-12-31,5863.369
2021-01-29,5999.69
2021-02-26,6185.182
2021-03-31,6125.805
2021-04-30,6447.856
2021-05-31,6575.522
2021-06-30,6894.042
2021-07-30,6902.77
2021-08-31,6887.017
2021-09-30,7031.371
2021-10-29,7441.833
2021-11-30,7309.795
2021-12-31,7651.732
2022-01-31,7251.195
2022-02-28,7143.742
2022-03-31,7165.84
2022-04-29,6654.2
2022-05-31,6229.189
2022-06-30,5685.276
2022-07-29,6291.41
2022-08-31,6514.265
2022-09-30,5632.161
2022-10-31,5658.463
2022-11-30,5665.926
2022-12-30,5181.83
2023-01-31,5456.155
2023-02-28,4915.181
2023-03-31,4875.021
2023-04-28,4768.294
2023-05-31,4877.752
2023-06-30,5056.236
2023-07-31,5504.575
2023-08-31,5185.546
2023-09-29,4882.942
2023-10-31,4058.282
2023-11-30,4793.728
2023-12-29,5158.27
2024-01-31,5156.222
2024-02-29,5525.921
2024-03-29,5513.032
2024-04-30,5220.136
2024-05-31,5565.744
2024-06-28,5516.286
2024-07-31,5465.969
2024-08-30,5735.086
2024-09-30,5607.464
2024-10-31,5645.144
2024-11-29,5983.825
2024-12-31,6246.73
2025-01-31,6571.069
2025-02-28,6415.752
2025-03-31,5734.549
2025-04-30,6112.211
2025-05-30,6730.774
2025-06-30,7757.553
2025-07-31,7839.139
2025-08-29,8102.001
2025-09-30,8617.559
2025-10-31,9010.696
2025-11-28,9552.203
2025-12-31,10527.892
