Date,AUSTRIA SMALL CAP Small Cap
2002-06-28,100.783
2002-07-01,101.417
2002-07-02,100.079
2002-07-03,99.701
2002-07-04,99.535
2002-07-05,97.753
2002-07-08,99.559
2002-07-09,100.304
2002-07-10,99.325
2002-07-11,98.872
2002-07-12,98.744
2002-07-15,99.277
2002-07-16,97.985
2002-07-17,98.974
2002-07-18,98.971
2002-07-19,97.731
2002-07-22,96.421
2002-07-23,94.764
2002-07-24,92.704
2002-07-25,94.278
2002-07-26,93.303
2002-07-29,92.568
2002-07-30,93.899
2002-07-31,93.024
2002-08-01,92.419
2002-08-02,92.447
2002-08-05,91.906
2002-08-06,90.216
2002-08-07,90.923
2002-08-08,90.916
2002-08-09,92.19
2002-08-12,92.761
2002-08-13,92.441
2002-08-14,92.593
2002-08-15,91.903
2002-08-16,93.037
2002-08-19,92.862
2002-08-20,92.784
2002-08-21,93.17
2002-08-22,92.144
2002-08-23,91.322
2002-08-26,91.768
2002-08-27,92.598
2002-08-28,91.961
2002-08-29,91.599
2002-08-30,92.014
2002-09-02,91.954
2002-09-03,92.262
2002-09-04,91.729
2002-09-05,92.133
2002-09-06,91.716
2002-09-09,91.433
2002-09-10,91.543
2002-09-11,91.153
2002-09-12,91.009
2002-09-13,90.863
2002-09-16,90.271
2002-09-17,90.17
2002-09-18,90.238
2002-09-19,90.453
2002-09-20,90.718
2002-09-23,90.784
2002-09-24,89.516
2002-09-25,88.497
2002-09-26,89.119
2002-09-27,89.158
2002-09-30,90.433
2002-10-01,88.885
2002-10-02,89.542
2002-10-03,89.476
2002-10-04,88.556
2002-10-07,87.724
2002-10-08,86.553
2002-10-09,85.907
2002-10-10,86.245
2002-10-11,86.752
2002-10-14,86.592
2002-10-15,87.04
2002-10-16,87.364
2002-10-17,87.439
2002-10-18,87.246
2002-10-21,87.245
2002-10-22,87.683
2002-10-23,87.145
2002-10-24,87.119
2002-10-25,87.099
2002-10-28,88.346
2002-10-29,88.511
2002-10-30,88.804
2002-10-31,90.001
2002-11-01,90.56
2002-11-04,91.153
2002-11-05,91.923
2002-11-06,91.952
2002-11-07,93.432
2002-11-08,93.629
2002-11-11,93.164
2002-11-12,92.878
2002-11-13,93.36
2002-11-14,92.667
2002-11-15,92.676
2002-11-18,91.993
2002-11-19,92.587
2002-11-20,92.18
2002-11-21,92.16
2002-11-22,92.015
2002-11-25,91.517
2002-11-26,91.439
2002-11-27,91.214
2002-11-28,91.766
2002-11-29,92.047
2002-12-02,92.321
2002-12-03,92.744
2002-12-04,94.008
2002-12-05,93.588
2002-12-06,94.209
2002-12-09,93.792
2002-12-10,94.593
2002-12-11,94.889
2002-12-12,95.684
2002-12-13,96.15
2002-12-16,95.921
2002-12-17,96.491
2002-12-18,96.56
2002-12-19,95.892
2002-12-20,96.319
2002-12-23,96.675
2002-12-24,97.076
2002-12-25,97.076
2002-12-26,97.32
2002-12-27,97.302
2002-12-30,98.061
2002-12-31,98.446
2003-01-01,98.446
2003-01-02,97.539
2003-01-03,98.17
2003-01-06,98.773
2003-01-07,98.07
2003-01-08,98.359
2003-01-09,99.513
2003-01-10,100.045
2003-01-13,100.683
2003-01-14,101.269
2003-01-15,101.445
2003-01-16,101.839
2003-01-17,102.221
2003-01-20,102.373
2003-01-21,101.915
2003-01-22,101.896
2003-01-23,103.018
2003-01-24,105.753
2003-01-27,104.833
2003-01-28,105.608
2003-01-29,105.715
2003-01-30,104.909
2003-01-31,104.823
2003-02-03,105.86
2003-02-04,107.133
2003-02-05,106.931
2003-02-06,107.198
2003-02-07,106.131
2003-02-10,104.643
2003-02-11,104.101
2003-02-12,103.273
2003-02-13,104.399
2003-02-14,104.069
2003-02-17,103.822
2003-02-18,103.436
2003-02-19,104.165
2003-02-20,104.544
2003-02-21,104.471
2003-02-24,103.938
2003-02-25,103.234
2003-02-26,103.47
2003-02-27,104.838
2003-02-28,105.346
2003-03-03,106.335
2003-03-04,107.266
2003-03-05,108.148
2003-03-06,108.171
2003-03-07,108.597
2003-03-10,108.312
2003-03-11,107.599
2003-03-12,106.957
2003-03-13,105.564
2003-03-14,104.929
2003-03-17,103.977
2003-03-18,102.939
2003-03-19,103.088
2003-03-20,103.915
2003-03-21,103.969
2003-03-24,105.062
2003-03-25,105.351
2003-03-26,105.606
2003-03-27,105.962
2003-03-28,105.956
2003-03-31,107.265
2003-04-01,107.374
2003-04-02,106.9
2003-04-03,106.555
2003-04-04,106.628
2003-04-07,106.257
2003-04-08,106.305
2003-04-09,106.395
2003-04-10,108.722
2003-04-11,108.218
2003-04-14,108.543
2003-04-15,109.01
2003-04-16,109.186
2003-04-17,110.288
2003-04-18,110.288
2003-04-21,109.812
2003-04-22,111.168
2003-04-23,111.88
2003-04-24,113.12
2003-04-25,113.058
2003-04-28,114.101
2003-04-29,115.127
2003-04-30,116.649
2003-05-01,117.721
2003-05-02,121.186
2003-05-05,122.93
2003-05-06,124.399
2003-05-07,125.27
2003-05-08,126.057
2003-05-09,127.309
2003-05-12,128.981
2003-05-13,127.701
2003-05-14,128.234
2003-05-15,128.509
2003-05-16,128.837
2003-05-19,130.082
2003-05-20,130.285
2003-05-21,130.953
2003-05-22,131.474
2003-05-23,131.881
2003-05-26,132.282
2003-05-27,131.989
2003-05-28,129.95
2003-05-29,130.913
2003-05-30,129.037
2003-06-02,129.733
2003-06-03,129.735
2003-06-04,129.514
2003-06-05,131.164
2003-06-06,129.418
2003-06-09,130.12
2003-06-10,129.21
2003-06-11,130.927
2003-06-12,130.523
2003-06-13,131.544
2003-06-16,131.893
2003-06-17,130.543
2003-06-18,130.899
2003-06-19,130.826
2003-06-20,129.765
2003-06-23,128.441
2003-06-24,128.016
2003-06-25,128.794
2003-06-26,127.367
2003-06-27,126.907
2003-06-30,127.411
2003-07-01,128.806
2003-07-02,128.802
2003-07-03,129.327
2003-07-04,129.042
2003-07-07,127.247
2003-07-08,126.314
2003-07-09,126.913
2003-07-10,127.159
2003-07-11,126.984
2003-07-14,127.581
2003-07-15,127.887
2003-07-16,127.603
2003-07-17,127.49
2003-07-18,127.802
2003-07-21,128.688
2003-07-22,128.655
2003-07-23,130.731
2003-07-24,131.174
2003-07-25,131.02
2003-07-28,130.09
2003-07-29,129.982
2003-07-30,128.593
2003-07-31,126.773
2003-08-01,126.923
2003-08-04,128.278
2003-08-05,128.494
2003-08-06,128.539
2003-08-07,128.513
2003-08-08,128.057
2003-08-11,128.165
2003-08-12,128.025
2003-08-13,127.854
2003-08-14,127.867
2003-08-15,127.776
2003-08-18,127.146
2003-08-19,126.738
2003-08-20,126.805
2003-08-21,125.006
2003-08-22,123.616
2003-08-25,124.2
2003-08-26,124.476
2003-08-27,124.396
2003-08-28,124.527
2003-08-29,124.942
2003-09-01,125.513
2003-09-02,124.792
2003-09-03,124.187
2003-09-04,124.63
2003-09-05,126.254
2003-09-08,126.991
2003-09-09,127.677
2003-09-10,127.867
2003-09-11,127.51
2003-09-12,129.047
2003-09-15,128.584
2003-09-16,126.773
2003-09-17,127.084
2003-09-18,126.918
2003-09-19,128.458
2003-09-22,129.662
2003-09-23,129.885
2003-09-24,129.625
2003-09-25,129.639
2003-09-26,128.813
2003-09-29,130.249
2003-09-30,132.083
2003-10-01,132.636
2003-10-02,132.371
2003-10-03,131.718
2003-10-06,132.659
2003-10-07,134.258
2003-10-08,134.634
2003-10-09,133.744
2003-10-10,134.585
2003-10-13,133.153
2003-10-14,133.406
2003-10-15,132.787
2003-10-16,133.618
2003-10-17,132.571
2003-10-20,133.912
2003-10-21,134.2
2003-10-22,135.17
2003-10-23,134.934
2003-10-24,135.363
2003-10-27,134.933
2003-10-28,133.921
2003-10-29,134.336
2003-10-30,134.547
2003-10-31,133.898
2003-11-03,133.376
2003-11-04,133.869
2003-11-05,133.803
2003-11-06,132.851
2003-11-07,133.65
2003-11-10,133.655
2003-11-11,133.948
2003-11-12,134.67
2003-11-13,136.256
2003-11-14,136.651
2003-11-17,136.332
2003-11-18,137.732
2003-11-19,139.139
2003-11-20,139.141
2003-11-21,139.672
2003-11-24,138.827
2003-11-25,139.311
2003-11-26,140.563
2003-11-27,140.24
2003-11-28,141.632
2003-12-01,141.254
2003-12-02,142.438
2003-12-03,143.954
2003-12-04,143.333
2003-12-05,143.995
2003-12-08,144.902
2003-12-09,145.341
2003-12-10,145.262
2003-12-11,144.712
2003-12-12,146.323
2003-12-15,146.875
2003-12-16,147.75
2003-12-17,148.101
2003-12-18,148.315
2003-12-19,148.478
2003-12-22,149.506
2003-12-23,150.06
2003-12-24,150.483
2003-12-25,150.483
2003-12-26,150.422
2003-12-29,151.67
2003-12-30,153.408
2003-12-31,154.424
2004-01-01,154.424
2004-01-02,155.129
2004-01-05,157.266
2004-01-06,158.209
2004-01-07,157.487
2004-01-08,158.538
2004-01-09,161.478
2004-01-12,161.439
2004-01-13,163.221
2004-01-14,162.864
2004-01-15,163.008
2004-01-16,161.565
2004-01-19,161.813
2004-01-20,162.956
2004-01-21,163.726
2004-01-22,165.12
2004-01-23,165.162
2004-01-26,163.103
2004-01-27,164.868
2004-01-28,165.003
2004-01-29,161.927
2004-01-30,162.495
2004-02-02,162.881
2004-02-03,164.249
2004-02-04,164.463
2004-02-05,165.347
2004-02-06,166.994
2004-02-09,166.882
2004-02-10,166.651
2004-02-11,167.341
2004-02-12,170.246
2004-02-13,170.664
2004-02-16,171.051
2004-02-17,171.413
2004-02-18,172.395
2004-02-19,170.127
2004-02-20,168.061
2004-02-23,167.655
2004-02-24,166.932
2004-02-25,165.564
2004-02-26,164.0
2004-02-27,163.192
2004-03-01,165.37
2004-03-02,163.639
2004-03-03,161.506
2004-03-04,162.829
2004-03-05,167.506
2004-03-08,167.976
2004-03-09,168.388
2004-03-10,164.968
2004-03-11,163.603
2004-03-12,161.976
2004-03-15,163.285
2004-03-16,164.164
2004-03-17,161.954
2004-03-18,164.929
2004-03-19,164.33
2004-03-22,162.277
2004-03-23,161.337
2004-03-24,161.753
2004-03-25,162.414
2004-03-26,162.868
2004-03-29,165.781
2004-03-30,167.203
2004-03-31,169.516
2004-04-01,171.467
2004-04-02,169.019
2004-04-05,167.713
2004-04-06,168.62
2004-04-07,171.944
2004-04-08,171.647
2004-04-09,171.647
2004-04-12,171.165
2004-04-13,170.364
2004-04-14,168.836
2004-04-15,169.842
2004-04-16,170.778
2004-04-19,170.028
2004-04-20,169.353
2004-04-21,169.891
2004-04-22,169.371
2004-04-23,169.028
2004-04-26,170.807
2004-04-27,171.047
2004-04-28,170.471
2004-04-29,168.338
2004-04-30,169.281
2004-05-03,168.577
2004-05-04,170.597
2004-05-05,172.059
2004-05-06,170.25
2004-05-07,166.779
2004-05-10,162.854
2004-05-11,162.739
2004-05-12,164.459
2004-05-13,163.658
2004-05-14,162.708
2004-05-17,162.872
2004-05-18,162.343
2004-05-19,166.112
2004-05-20,164.635
2004-05-21,165.842
2004-05-24,165.748
2004-05-25,168.411
2004-05-26,168.608
2004-05-27,170.654
2004-05-28,171.18
2004-05-31,171.18
2004-06-01,172.049
2004-06-02,172.558
2004-06-03,172.768
2004-06-04,172.794
2004-06-07,174.305
2004-06-08,173.772
2004-06-09,171.602
2004-06-10,171.616
2004-06-11,170.312
2004-06-14,171.476
2004-06-15,170.995
2004-06-16,171.051
2004-06-17,171.046
2004-06-18,173.45
2004-06-21,173.752
2004-06-22,173.162
2004-06-23,173.972
2004-06-24,175.606
2004-06-25,175.765
2004-06-28,177.518
2004-06-29,177.314
2004-06-30,177.642
2004-07-01,176.771
2004-07-02,178.453
2004-07-05,177.756
2004-07-06,177.544
2004-07-07,179.105
2004-07-08,179.502
2004-07-09,180.228
2004-07-12,179.903
2004-07-13,179.957
2004-07-14,180.54
2004-07-15,180.336
2004-07-16,181.463
2004-07-19,180.757
2004-07-20,180.918
2004-07-21,179.268
2004-07-22,179.598
2004-07-23,177.517
2004-07-26,177.131
2004-07-27,176.258
2004-07-28,175.501
2004-07-29,176.346
2004-07-30,175.629
2004-08-02,175.692
2004-08-03,176.664
2004-08-04,176.64
2004-08-05,177.015
2004-08-06,179.706
2004-08-09,178.561
2004-08-10,179.756
2004-08-11,178.253
2004-08-12,179.161
2004-08-13,182.123
2004-08-16,182.196
2004-08-17,182.043
2004-08-18,182.079
2004-08-19,182.605
2004-08-20,181.501
2004-08-23,180.756
2004-08-24,180.361
2004-08-25,180.139
2004-08-26,180.463
2004-08-27,179.188
2004-08-30,178.74
2004-08-31,180.394
2004-09-01,182.494
2004-09-02,182.521
2004-09-03,181.286
2004-09-06,182.098
2004-09-07,181.8
2004-09-08,181.968
2004-09-09,181.325
2004-09-10,183.044
2004-09-13,182.477
2004-09-14,182.399
2004-09-15,180.299
2004-09-16,180.989
2004-09-17,182.946
2004-09-20,183.278
2004-09-21,185.46
2004-09-22,184.586
2004-09-23,185.694
2004-09-24,185.118
2004-09-27,185.445
2004-09-28,185.112
2004-09-29,186.246
2004-09-30,187.087
2004-10-01,188.031
2004-10-04,186.327
2004-10-05,186.934
2004-10-06,186.732
2004-10-07,188.129
2004-10-08,189.735
2004-10-11,188.912
2004-10-12,187.652
2004-10-13,186.534
2004-10-14,188.214
2004-10-15,189.295
2004-10-18,190.035
2004-10-19,190.718
2004-10-20,191.85
2004-10-21,192.499
2004-10-22,192.845
2004-10-25,194.502
2004-10-26,194.487
2004-10-27,194.67
2004-10-28,195.694
2004-10-29,195.183
2004-11-01,195.559
2004-11-02,195.995
2004-11-03,198.157
2004-11-04,200.76
2004-11-05,202.159
2004-11-08,205.691
2004-11-09,206.526
2004-11-10,207.284
2004-11-11,208.195
2004-11-12,208.781
2004-11-15,209.298
2004-11-16,209.011
2004-11-17,210.587
2004-11-18,210.035
2004-11-19,211.253
2004-11-22,211.475
2004-11-23,212.563
2004-11-24,215.928
2004-11-25,218.413
2004-11-26,218.971
2004-11-29,219.198
2004-11-30,220.097
2004-12-01,220.316
2004-12-02,221.631
2004-12-03,226.143
2004-12-06,226.348
2004-12-07,227.409
2004-12-08,224.691
2004-12-09,223.438
2004-12-10,220.601
2004-12-13,223.969
2004-12-14,225.841
2004-12-15,228.435
2004-12-16,226.44
2004-12-17,226.774
2004-12-20,230.328
2004-12-21,229.054
2004-12-22,230.212
2004-12-23,231.902
2004-12-24,232.503
2004-12-27,233.4
2004-12-28,233.158
2004-12-29,233.283
2004-12-30,234.855
2004-12-31,234.209
2005-01-03,232.36
2005-01-04,229.948
2005-01-05,228.788
2005-01-06,226.988
2005-01-07,227.707
2005-01-10,228.625
2005-01-11,228.875
2005-01-12,230.438
2005-01-13,228.548
2005-01-14,225.478
2005-01-17,225.711
2005-01-18,225.542
2005-01-19,226.151
2005-01-20,227.279
2005-01-21,229.308
2005-01-24,232.779
2005-01-25,234.259
2005-01-26,234.835
2005-01-27,233.586
2005-01-28,233.121
2005-01-31,234.294
2005-02-01,237.123
2005-02-02,240.193
2005-02-03,240.388
2005-02-04,243.461
2005-02-07,243.746
2005-02-08,242.785
2005-02-09,244.502
2005-02-10,245.493
2005-02-11,246.933
2005-02-14,251.003
2005-02-15,250.855
2005-02-16,250.756
2005-02-17,252.948
2005-02-18,253.315
2005-02-21,254.62
2005-02-22,258.506
2005-02-23,251.798
2005-02-24,254.36
2005-02-25,256.783
2005-02-28,260.205
2005-03-01,257.979
2005-03-02,255.895
2005-03-03,254.665
2005-03-04,260.33
2005-03-07,262.351
2005-03-08,263.778
2005-03-09,263.735
2005-03-10,264.161
2005-03-11,267.987
2005-03-14,267.068
2005-03-15,265.754
2005-03-16,267.106
2005-03-17,264.639
2005-03-18,263.138
2005-03-21,257.512
2005-03-22,256.68
2005-03-23,248.12
2005-03-24,248.938
2005-03-25,248.938
2005-03-28,247.191
2005-03-29,249.216
2005-03-30,246.906
2005-03-31,247.625
2005-04-01,250.273
2005-04-04,250.292
2005-04-05,251.766
2005-04-06,252.125
2005-04-07,250.27
2005-04-08,252.275
2005-04-11,257.447
2005-04-12,258.619
2005-04-13,259.442
2005-04-14,257.06
2005-04-15,259.002
2005-04-18,253.203
2005-04-19,257.765
2005-04-20,263.351
2005-04-21,261.307
2005-04-22,258.157
2005-04-25,258.795
2005-04-26,259.088
2005-04-27,254.471
2005-04-28,254.041
2005-04-29,255.051
2005-05-02,256.241
2005-05-03,254.381
2005-05-04,254.065
2005-05-05,253.761
2005-05-06,253.115
2005-05-09,254.696
2005-05-10,257.208
2005-05-11,256.064
2005-05-12,257.413
2005-05-13,256.395
2005-05-16,255.888
2005-05-17,254.881
2005-05-18,254.451
2005-05-19,252.865
2005-05-20,251.78
2005-05-23,253.405
2005-05-24,254.94
2005-05-25,257.407
2005-05-26,255.936
2005-05-27,257.72
2005-05-30,258.007
2005-05-31,255.04
2005-06-01,252.85
2005-06-02,252.929
2005-06-03,250.16
2005-06-06,249.288
2005-06-07,243.017
2005-06-08,245.578
2005-06-09,243.546
2005-06-10,245.415
2005-06-13,249.351
2005-06-14,254.317
2005-06-15,256.584
2005-06-16,260.774
2005-06-17,266.226
2005-06-20,263.931
2005-06-21,264.156
2005-06-22,265.569
2005-06-23,264.533
2005-06-24,257.919
2005-06-27,255.53
2005-06-28,258.707
2005-06-29,259.351
2005-06-30,262.41
2005-07-01,262.128
2005-07-04,263.446
2005-07-05,265.791
2005-07-06,264.197
2005-07-07,261.52
2005-07-08,263.544
2005-07-11,267.56
2005-07-12,271.593
2005-07-13,271.034
2005-07-14,272.446
2005-07-15,270.977
2005-07-18,269.421
2005-07-19,269.4
2005-07-20,267.827
2005-07-21,270.755
2005-07-22,271.11
2005-07-25,271.115
2005-07-26,270.562
2005-07-27,273.293
2005-07-28,273.805
2005-07-29,277.288
2005-08-01,280.627
2005-08-02,281.522
2005-08-03,286.298
2005-08-04,288.862
2005-08-05,287.018
2005-08-08,286.606
2005-08-09,286.545
2005-08-10,288.623
2005-08-11,287.711
2005-08-12,288.485
2005-08-15,286.942
2005-08-16,282.657
2005-08-17,277.379
2005-08-18,271.904
2005-08-19,275.034
2005-08-22,278.116
2005-08-23,277.293
2005-08-24,274.816
2005-08-25,276.215
2005-08-26,278.216
2005-08-29,275.722
2005-08-30,278.595
2005-08-31,282.738
2005-09-01,287.725
2005-09-02,291.115
2005-09-05,289.318
2005-09-06,286.663
2005-09-07,286.476
2005-09-08,285.246
2005-09-09,286.288
2005-09-12,285.541
2005-09-13,287.046
2005-09-14,287.231
2005-09-15,286.843
2005-09-16,288.149
2005-09-19,288.643
2005-09-20,292.63
2005-09-21,292.734
2005-09-22,287.561
2005-09-23,279.326
2005-09-26,284.448
2005-09-27,285.581
2005-09-28,288.02
2005-09-29,286.252
2005-09-30,291.38
2005-10-03,287.247
2005-10-04,284.532
2005-10-05,284.354
2005-10-06,284.13
2005-10-07,286.792
2005-10-10,284.438
2005-10-11,280.847
2005-10-12,280.372
2005-10-13,273.651
2005-10-14,275.06
2005-10-17,273.661
2005-10-18,271.698
2005-10-19,262.99
2005-10-20,263.841
2005-10-21,261.245
2005-10-24,263.701
2005-10-25,270.447
2005-10-26,269.978
2005-10-27,270.713
2005-10-28,269.546
2005-10-31,270.944
2005-11-01,271.238
2005-11-02,272.18
2005-11-03,272.318
2005-11-04,268.522
2005-11-07,269.149
2005-11-08,270.45
2005-11-09,270.036
