Date,ITALY SMID CAP SMID (Small+Mid Cap)
2019-05-31,620.244
2019-06-28,681.258
2019-07-31,668.844
2019-08-30,660.508
2019-09-30,674.042
2019-10-31,705.984
2019-11-29,733.645
2019-12-31,735.319
2020-01-31,705.639
2020-02-28,664.255
2020-03-31,518.877
2020-04-30,554.286
2020-05-29,581.208
2020-06-30,611.321
2020-07-31,646.363
2020-08-31,673.631
2020-09-30,658.557
2020-10-30,616.535
2020-11-30,750.992
2020-12-31,792.223
2021-01-29,757.674
2021-02-26,812.937
2021-03-31,834.17
2021-04-30,859.334
2021-05-31,927.495
2021-06-30,911.768
2021-07-30,924.08
2021-08-31,944.827
2021-09-30,906.371
2021-10-29,939.59
2021-11-30,897.614
2021-12-31,946.407
2022-01-31,870.576
2022-02-28,838.257
2022-03-31,840.935
2022-04-29,796.582
2022-05-31,812.504
2022-06-30,701.659
2022-07-29,724.943
2022-08-31,674.224
2022-09-30,629.798
2022-10-31,689.0
2022-11-30,770.995
2022-12-30,785.671
2023-01-31,869.837
2023-02-28,863.21
2023-03-31,862.903
2023-04-28,883.294
2023-05-31,827.147
2023-06-30,887.134
2023-07-31,924.538
2023-08-31,893.037
2023-09-29,829.19
2023-10-31,793.341
2023-11-30,866.908
2023-12-29,922.576
2024-01-31,924.236
2024-02-29,957.802
2024-03-29,1011.236
2024-04-30,991.201
2024-05-31,1052.257
2024-06-28,995.169
2024-07-31,1038.601
2024-08-30,1066.977
2024-09-30,1072.012
2024-10-31,1029.661
2024-11-29,1031.127
2024-12-31,1036.491
2025-01-31,1116.357
2025-02-28,1153.796
2025-03-31,1181.769
2025-04-30,1254.482
2025-05-30,1373.623
2025-06-30,1400.87
2025-07-31,1391.066
2025-08-29,1471.242
2025-09-30,1501.648
2025-10-31,1525.308
