Date,ITALY SMID CAP SMID (Small+Mid Cap)
2001-06-22,352.429
2001-06-25,355.06
2001-06-26,350.785
2001-06-27,349.995
2001-06-28,345.361
2001-06-29,348.78
2001-07-02,349.575
2001-07-03,350.343
2001-07-04,348.846
2001-07-05,342.803
2001-07-06,340.659
2001-07-09,340.845
2001-07-10,343.054
2001-07-11,341.315
2001-07-12,338.664
2001-07-13,337.375
2001-07-16,337.31
2001-07-17,331.982
2001-07-18,336.655
2001-07-19,337.778
2001-07-20,336.926
2001-07-23,335.372
2001-07-24,336.077
2001-07-25,336.642
2001-07-26,336.151
2001-07-27,335.952
2001-07-30,337.49
2001-07-31,338.618
2001-08-01,343.474
2001-08-02,347.798
2001-08-03,348.275
2001-08-06,346.483
2001-08-07,346.498
2001-08-08,346.52
2001-08-09,348.092
2001-08-10,348.576
2001-08-13,350.571
2001-08-14,350.748
2001-08-15,356.068
2001-08-16,353.694
2001-08-17,351.088
2001-08-20,346.989
2001-08-21,348.49
2001-08-22,350.481
2001-08-23,347.034
2001-08-24,348.938
2001-08-27,346.95
2001-08-28,344.451
2001-08-29,343.883
2001-08-30,336.916
2001-08-31,335.393
2001-09-03,330.664
2001-09-04,325.388
2001-09-05,318.683
2001-09-06,313.568
2001-09-07,314.951
2001-09-10,306.939
2001-09-11,290.512
2001-09-12,286.709
2001-09-13,288.705
2001-09-14,277.767
2001-09-17,272.693
2001-09-18,268.699
2001-09-19,268.692
2001-09-20,258.222
2001-09-21,242.493
2001-09-24,253.24
2001-09-25,261.951
2001-09-26,267.085
2001-09-27,269.047
2001-09-28,275.697
2001-10-01,270.78
2001-10-02,272.418
2001-10-03,272.964
2001-10-04,279.431
2001-10-05,277.221
2001-10-08,277.261
2001-10-09,277.755
2001-10-10,280.412
2001-10-11,283.103
2001-10-12,283.4
2001-10-15,280.406
2001-10-16,284.328
2001-10-17,288.035
2001-10-18,285.254
2001-10-19,280.768
2001-10-22,281.855
2001-10-23,284.583
2001-10-24,285.821
2001-10-25,283.591
2001-10-26,288.148
2001-10-29,289.687
2001-10-30,281.104
2001-10-31,282.202
2001-11-01,283.97
2001-11-02,281.656
2001-11-05,282.919
2001-11-06,280.746
2001-11-07,283.298
2001-11-08,285.347
2001-11-09,284.957
2001-11-12,279.141
2001-11-13,281.578
2001-11-14,284.571
2001-11-15,287.744
2001-11-16,293.142
2001-11-19,302.925
2001-11-20,301.19
2001-11-21,298.223
2001-11-22,301.998
2001-11-23,302.76
2001-11-26,305.806
2001-11-27,300.949
2001-11-28,301.338
2001-11-29,303.896
2001-11-30,306.873
2001-12-03,302.396
2001-12-04,306.868
2001-12-05,312.035
2001-12-06,313.49
2001-12-07,314.05
2001-12-10,309.603
2001-12-11,309.352
2001-12-12,308.101
2001-12-13,302.555
2001-12-14,303.272
2001-12-17,308.147
2001-12-18,305.874
2001-12-19,302.093
2001-12-20,298.135
2001-12-21,296.26
2001-12-24,293.364
2001-12-25,293.364
2001-12-26,293.614
2001-12-27,299.742
2001-12-28,299.174
2001-12-31,302.125
2002-01-01,302.131
2002-01-02,307.008
2002-01-03,310.107
2002-01-04,308.29
2002-01-07,307.488
2002-01-08,308.507
2002-01-09,309.201
2002-01-10,307.813
2002-01-11,307.018
2002-01-14,303.333
2002-01-15,303.894
2002-01-16,298.316
2002-01-17,299.024
2002-01-18,300.46
2002-01-21,298.459
2002-01-22,299.243
2002-01-23,300.406
2002-01-24,300.247
2002-01-25,295.803
2002-01-28,296.771
2002-01-29,298.438
2002-01-30,298.448
2002-01-31,300.519
2002-02-01,300.285
2002-02-04,300.529
2002-02-05,298.004
2002-02-06,294.851
2002-02-07,295.723
2002-02-08,297.169
2002-02-11,298.09
2002-02-12,296.26
2002-02-13,295.816
2002-02-14,296.925
2002-02-15,296.653
2002-02-18,295.04
2002-02-19,290.616
2002-02-20,288.809
2002-02-21,290.862
2002-02-22,293.464
2002-02-25,291.87
2002-02-26,291.566
2002-02-27,295.804
2002-02-28,297.341
2002-03-01,300.67
2002-03-04,308.813
2002-03-05,307.106
2002-03-06,312.049
2002-03-07,315.427
2002-03-08,315.331
2002-03-11,315.066
2002-03-12,311.777
2002-03-13,315.396
2002-03-14,319.347
2002-03-15,320.357
2002-03-18,320.508
2002-03-19,323.959
2002-03-20,321.685
2002-03-21,321.502
2002-03-22,321.645
2002-03-25,320.026
2002-03-26,319.471
2002-03-27,319.23
2002-03-28,322.014
2002-03-29,322.019
2002-04-01,324.622
2002-04-02,322.843
2002-04-03,321.745
2002-04-04,320.463
2002-04-05,319.464
2002-04-08,313.171
2002-04-09,315.605
2002-04-10,319.635
2002-04-11,320.437
2002-04-12,321.007
2002-04-15,321.225
2002-04-16,326.484
2002-04-17,328.787
2002-04-18,328.975
2002-04-19,330.543
2002-04-22,329.921
2002-04-23,330.391
2002-04-24,332.639
2002-04-25,333.063
2002-04-26,332.511
2002-04-29,331.605
2002-04-30,331.111
2002-05-01,332.95
2002-05-02,329.265
2002-05-03,329.851
2002-05-06,330.242
2002-05-07,325.114
2002-05-08,327.311
2002-05-09,324.833
2002-05-10,324.228
2002-05-13,325.601
2002-05-14,325.403
2002-05-15,328.36
2002-05-16,329.973
2002-05-17,333.819
2002-05-20,331.509
2002-05-21,330.517
2002-05-22,332.01
2002-05-23,328.011
2002-05-24,325.935
2002-05-27,324.222
2002-05-28,328.592
2002-05-29,329.809
2002-05-30,329.113
2002-05-31,329.223
2002-06-03,326.898
2002-06-04,322.168
2002-06-05,321.287
2002-06-06,321.55
2002-06-07,319.139
2002-06-10,321.092
2002-06-11,327.167
2002-06-12,323.129
2002-06-13,317.711
2002-06-14,311.494
2002-06-17,316.561
2002-06-18,317.342
2002-06-19,316.497
2002-06-20,313.31
2002-06-21,313.547
2002-06-24,310.369
2002-06-25,309.99
2002-06-26,312.375
2002-06-27,312.794
2002-06-28,319.52
2002-07-01,320.751
2002-07-02,313.011
2002-07-03,306.302
2002-07-04,305.83
2002-07-05,311.47
2002-07-08,316.069
2002-07-09,318.471
2002-07-10,312.068
2002-07-11,305.741
2002-07-12,302.544
2002-07-15,297.625
2002-07-16,299.41
2002-07-17,303.403
2002-07-18,306.606
2002-07-19,301.888
2002-07-22,290.706
2002-07-23,281.603
2002-07-24,277.628
2002-07-25,280.44
2002-07-26,280.576
2002-07-29,286.245
2002-07-30,288.771
2002-07-31,287.879
2002-08-01,285.358
2002-08-02,283.387
2002-08-05,277.157
2002-08-06,277.423
2002-08-07,276.92
2002-08-08,282.025
2002-08-09,285.901
2002-08-12,283.778
2002-08-13,285.562
2002-08-14,284.206
2002-08-15,282.089
2002-08-16,289.947
2002-08-19,293.414
2002-08-20,291.917
2002-08-21,295.829
2002-08-22,297.384
2002-08-23,296.154
2002-08-26,295.512
2002-08-27,301.783
2002-08-28,296.53
2002-08-29,291.491
2002-08-30,291.263
2002-09-02,290.453
2002-09-03,285.661
2002-09-04,285.095
2002-09-05,281.569
2002-09-06,284.468
2002-09-09,279.661
2002-09-10,282.935
2002-09-11,286.191
2002-09-12,281.781
2002-09-13,279.496
2002-09-16,277.402
2002-09-17,274.957
2002-09-18,271.666
2002-09-19,270.245
2002-09-20,270.167
2002-09-23,258.824
2002-09-24,255.457
2002-09-25,255.897
2002-09-26,259.829
2002-09-27,259.861
2002-09-30,254.953
2002-10-01,255.042
2002-10-02,257.891
2002-10-03,256.681
2002-10-04,249.727
2002-10-07,247.425
2002-10-08,243.166
2002-10-09,240.765
2002-10-10,243.966
2002-10-11,251.485
2002-10-14,250.476
2002-10-15,261.471
2002-10-16,258.894
2002-10-17,262.653
2002-10-18,262.959
2002-10-21,264.884
2002-10-22,267.407
2002-10-23,262.861
2002-10-24,266.846
2002-10-25,266.429
2002-10-28,269.829
2002-10-29,263.657
2002-10-30,268.701
2002-10-31,273.981
2002-11-01,275.608
2002-11-04,285.976
2002-11-05,289.149
2002-11-06,285.714
2002-11-07,280.067
2002-11-08,279.352
2002-11-11,274.824
2002-11-12,277.215
2002-11-13,276.878
2002-11-14,280.665
2002-11-15,281.343
2002-11-18,284.411
2002-11-19,285.125
2002-11-20,284.244
2002-11-21,289.169
2002-11-22,289.098
2002-11-25,288.299
2002-11-26,286.828
2002-11-27,293.274
2002-11-28,298.161
2002-11-29,299.235
2002-12-02,298.162
2002-12-03,291.911
2002-12-04,293.866
2002-12-05,289.682
2002-12-06,289.242
2002-12-09,284.443
2002-12-10,287.444
2002-12-11,290.129
2002-12-12,289.505
2002-12-13,288.155
2002-12-16,291.321
2002-12-17,292.994
2002-12-18,288.248
2002-12-19,284.381
2002-12-20,287.447
2002-12-23,285.624
2002-12-24,286.811
2002-12-25,286.811
2002-12-26,287.534
2002-12-27,286.006
2002-12-30,287.76
2002-12-31,288.888
2003-01-01,288.888
2003-01-02,294.273
2003-01-03,298.096
2003-01-06,302.269
2003-01-07,297.282
2003-01-08,294.085
2003-01-09,300.465
2003-01-10,301.891
2003-01-13,302.977
2003-01-14,305.261
2003-01-15,301.984
2003-01-16,302.298
2003-01-17,297.427
2003-01-20,295.985
2003-01-21,291.831
2003-01-22,288.387
2003-01-23,290.053
2003-01-24,289.83
2003-01-27,286.491
2003-01-28,285.063
2003-01-29,285.968
2003-01-30,285.482
2003-01-31,286.145
2003-02-03,289.942
2003-02-04,286.838
2003-02-05,289.115
2003-02-06,287.551
2003-02-07,287.224
2003-02-10,281.951
2003-02-11,285.505
2003-02-12,284.331
2003-02-13,287.2
2003-02-14,288.745
2003-02-17,291.605
2003-02-18,293.981
2003-02-19,291.168
2003-02-20,292.557
2003-02-21,295.247
2003-02-24,292.572
2003-02-25,287.16
2003-02-26,287.128
2003-02-27,288.734
2003-02-28,292.289
2003-03-03,294.405
2003-03-04,292.203
2003-03-05,291.592
2003-03-06,286.599
2003-03-07,284.79
2003-03-10,280.669
2003-03-11,280.043
2003-03-12,274.554
2003-03-13,275.904
2003-03-14,281.135
2003-03-17,282.827
2003-03-18,282.06
2003-03-19,283.868
2003-03-20,281.206
2003-03-21,286.304
2003-03-24,282.865
2003-03-25,286.259
2003-03-26,287.026
2003-03-27,284.385
2003-03-28,286.944
2003-03-31,285.244
2003-04-01,286.027
2003-04-02,290.244
2003-04-03,291.944
2003-04-04,291.54
2003-04-07,296.586
2003-04-08,298.594
2003-04-09,297.944
2003-04-10,300.578
2003-04-11,300.344
2003-04-14,302.52
2003-04-15,304.942
2003-04-16,305.571
2003-04-17,309.999
2003-04-18,309.999
2003-04-21,308.662
2003-04-22,313.537
2003-04-23,316.649
2003-04-24,317.791
2003-04-25,314.913
2003-04-28,318.295
2003-04-29,320.584
2003-04-30,326.284
2003-05-01,329.281
2003-05-02,327.964
2003-05-05,332.626
2003-05-06,336.977
2003-05-07,337.196
2003-05-08,334.657
2003-05-09,334.863
2003-05-12,335.746
2003-05-13,336.373
2003-05-14,337.726
2003-05-15,338.94
2003-05-16,341.999
2003-05-19,338.137
2003-05-20,336.82
2003-05-21,333.671
2003-05-22,338.947
2003-05-23,342.112
2003-05-26,344.241
2003-05-27,345.934
2003-05-28,346.582
2003-05-29,350.827
2003-05-30,354.273
2003-06-02,355.361
2003-06-03,352.591
2003-06-04,353.352
2003-06-05,357.099
2003-06-06,356.913
2003-06-09,355.259
2003-06-10,354.939
2003-06-11,360.44
2003-06-12,359.518
2003-06-13,359.91
2003-06-16,366.015
2003-06-17,366.359
2003-06-18,364.137
2003-06-19,361.653
2003-06-20,359.946
2003-06-23,353.773
2003-06-24,353.415
2003-06-25,356.373
2003-06-26,351.695
2003-06-27,350.884
2003-06-30,347.988
2003-07-01,346.371
2003-07-02,345.756
2003-07-03,344.91
2003-07-04,345.287
2003-07-07,348.171
2003-07-08,348.142
2003-07-09,348.07
2003-07-10,346.045
2003-07-11,346.595
2003-07-14,348.55
2003-07-15,346.022
2003-07-16,345.674
2003-07-17,343.541
2003-07-18,346.161
2003-07-21,346.442
2003-07-22,347.237
2003-07-23,350.992
2003-07-24,354.953
2003-07-25,355.554
2003-07-28,357.285
2003-07-29,355.384
2003-07-30,353.777
2003-07-31,352.459
2003-08-01,350.225
2003-08-04,350.974
2003-08-05,352.067
2003-08-06,350.013
2003-08-07,350.952
2003-08-08,349.548
2003-08-11,350.148
2003-08-12,350.827
2003-08-13,352.027
2003-08-14,354.411
2003-08-15,354.159
2003-08-18,353.437
2003-08-19,352.527
2003-08-20,353.738
2003-08-21,350.882
2003-08-22,348.837
2003-08-25,347.744
2003-08-26,345.747
2003-08-27,347.652
2003-08-28,348.993
2003-08-29,350.549
2003-09-01,352.972
2003-09-02,350.9
2003-09-03,355.536
2003-09-04,357.399
2003-09-05,362.571
2003-09-08,368.646
2003-09-09,367.468
2003-09-10,364.663
2003-09-11,365.18
2003-09-12,368.189
2003-09-15,369.573
2003-09-16,369.911
2003-09-17,372.516
2003-09-18,375.907
2003-09-19,378.902
2003-09-22,375.869
2003-09-23,376.696
2003-09-24,376.411
2003-09-25,375.898
2003-09-26,371.714
2003-09-29,373.036
2003-09-30,371.429
2003-10-01,377.236
2003-10-02,379.156
2003-10-03,382.436
2003-10-06,382.151
2003-10-07,384.333
2003-10-08,385.574
2003-10-09,386.848
2003-10-10,387.818
2003-10-13,387.282
2003-10-14,388.953
2003-10-15,391.021
2003-10-16,392.268
2003-10-17,388.205
2003-10-20,387.877
2003-10-21,389.166
2003-10-22,388.228
2003-10-23,386.409
2003-10-24,387.976
2003-10-27,388.234
2003-10-28,388.132
2003-10-29,390.375
2003-10-30,391.774
2003-10-31,391.307
2003-11-03,389.66
2003-11-04,390.605
2003-11-05,388.513
2003-11-06,387.828
2003-11-07,393.0
2003-11-10,394.458
2003-11-11,391.662
2003-11-12,396.822
2003-11-13,400.843
2003-11-14,402.764
2003-11-17,398.157
2003-11-18,403.792
2003-11-19,404.587
2003-11-20,402.133
2003-11-21,403.812
2003-11-24,404.998
2003-11-25,406.671
2003-11-26,410.467
2003-11-27,414.141
2003-11-28,419.371
2003-12-01,422.14
2003-12-02,426.308
2003-12-03,430.004
2003-12-04,431.63
2003-12-05,432.583
2003-12-08,433.716
2003-12-09,430.495
2003-12-10,427.636
2003-12-11,424.708
2003-12-12,425.739
2003-12-15,428.805
2003-12-16,430.243
2003-12-17,432.132
2003-12-18,431.986
2003-12-19,424.916
2003-12-22,417.13
2003-12-23,417.547
2003-12-24,418.724
2003-12-25,418.724
2003-12-26,418.556
2003-12-29,421.879
2003-12-30,424.165
2003-12-31,426.974
2004-01-01,426.974
2004-01-02,430.74
2004-01-05,435.76
2004-01-06,439.061
2004-01-07,430.972
2004-01-08,434.301
2004-01-09,439.781
2004-01-12,438.496
2004-01-13,436.617
2004-01-14,437.086
2004-01-15,436.201
2004-01-16,429.861
2004-01-19,434.146
2004-01-20,439.534
2004-01-21,441.931
2004-01-22,443.114
2004-01-23,444.803
2004-01-26,441.507
2004-01-27,446.868
2004-01-28,447.368
2004-01-29,436.899
2004-01-30,436.638
2004-02-02,437.728
2004-02-03,438.289
2004-02-04,438.049
2004-02-05,438.221
2004-02-06,444.377
2004-02-09,445.991
2004-02-10,447.838
2004-02-11,445.806
2004-02-12,450.475
2004-02-13,446.145
2004-02-16,446.935
2004-02-17,451.329
2004-02-18,452.357
2004-02-19,446.584
2004-02-20,441.665
2004-02-23,441.979
2004-02-24,443.928
2004-02-25,441.211
2004-02-26,437.565
2004-02-27,440.073
2004-03-01,441.94
2004-03-02,436.768
2004-03-03,431.865
2004-03-04,435.046
2004-03-05,444.523
2004-03-08,443.312
2004-03-09,442.736
2004-03-10,435.265
2004-03-11,428.355
2004-03-12,425.115
2004-03-15,415.868
2004-03-16,422.686
2004-03-17,420.038
2004-03-18,420.893
2004-03-19,417.102
2004-03-22,411.863
2004-03-23,411.154
2004-03-24,407.853
2004-03-25,411.687
2004-03-26,408.5
2004-03-29,414.732
2004-03-30,414.665
2004-03-31,418.712
2004-04-01,424.653
2004-04-02,421.877
2004-04-05,420.081
2004-04-06,420.758
2004-04-07,426.042
2004-04-08,424.95
2004-04-09,424.95
2004-04-12,423.756
2004-04-13,421.737
2004-04-14,420.18
2004-04-15,419.583
2004-04-16,422.906
2004-04-19,424.67
2004-04-20,423.66
2004-04-21,421.163
2004-04-22,423.355
2004-04-23,423.088
2004-04-26,425.155
2004-04-27,427.384
2004-04-28,422.207
2004-04-29,423.157
2004-04-30,423.21
2004-05-03,424.01
2004-05-04,426.089
2004-05-05,429.478
2004-05-06,420.127
2004-05-07,414.377
2004-05-10,404.719
2004-05-11,407.451
2004-05-12,406.055
2004-05-13,407.906
2004-05-14,406.898
2004-05-17,405.402
2004-05-18,406.844
2004-05-19,415.835
2004-05-20,410.686
2004-05-21,413.695
2004-05-24,415.44
2004-05-25,418.626
2004-05-26,422.614
2004-05-27,430.414
2004-05-28,429.617
2004-05-31,427.993
2004-06-01,427.159
2004-06-02,431.349
2004-06-03,430.136
2004-06-04,433.006
2004-06-07,437.896
2004-06-08,436.966
2004-06-09,429.738
2004-06-10,431.256
2004-06-11,427.155
2004-06-14,427.128
2004-06-15,430.993
2004-06-16,430.36
2004-06-17,431.859
2004-06-18,434.096
2004-06-21,434.887
2004-06-22,434.324
2004-06-23,435.96
2004-06-24,441.87
2004-06-25,441.966
2004-06-28,448.279
2004-06-29,444.745
2004-06-30,446.501
2004-07-01,445.571
2004-07-02,449.232
2004-07-05,446.669
2004-07-06,443.006
2004-07-07,445.666
2004-07-08,447.357
2004-07-09,447.543
2004-07-12,446.339
2004-07-13,443.995
2004-07-14,444.089
2004-07-15,440.335
2004-07-16,444.35
2004-07-19,442.137
2004-07-20,440.154
2004-07-21,437.115
2004-07-22,434.06
2004-07-23,429.096
2004-07-26,428.667
2004-07-27,428.036
2004-07-28,426.774
2004-07-29,432.043
2004-07-30,432.74
2004-08-02,431.979
2004-08-03,433.4
2004-08-04,429.546
2004-08-05,428.439
2004-08-06,429.399
2004-08-09,425.537
2004-08-10,429.551
2004-08-11,422.606
2004-08-12,422.712
2004-08-13,425.909
2004-08-16,429.398
2004-08-17,429.594
2004-08-18,427.906
2004-08-19,431.406
2004-08-20,429.664
2004-08-23,429.522
2004-08-24,427.855
2004-08-25,426.849
2004-08-26,428.343
2004-08-27,427.723
2004-08-30,427.673
2004-08-31,431.551
2004-09-01,434.551
2004-09-02,437.703
2004-09-03,436.343
2004-09-06,437.723
2004-09-07,435.934
2004-09-08,438.104
2004-09-09,437.409
2004-09-10,444.738
2004-09-13,445.529
2004-09-14,446.125
2004-09-15,442.071
2004-09-16,443.141
2004-09-17,447.088
2004-09-20,446.12
2004-09-21,453.036
2004-09-22,450.978
2004-09-23,451.84
2004-09-24,451.438
2004-09-27,448.299
2004-09-28,450.106
2004-09-29,453.811
2004-09-30,455.895
2004-10-01,458.858
2004-10-04,457.314
2004-10-05,459.711
2004-10-06,459.425
2004-10-07,459.469
2004-10-08,465.185
2004-10-11,463.665
2004-10-12,458.306
2004-10-13,459.323
2004-10-14,462.324
2004-10-15,464.981
2004-10-18,465.776
2004-10-19,466.563
2004-10-20,466.56
2004-10-21,467.451
2004-10-22,469.116
2004-10-25,469.149
2004-10-26,471.524
2004-10-27,475.33
2004-10-28,475.988
2004-10-29,475.924
2004-11-01,479.629
2004-11-02,479.365
2004-11-03,483.712
2004-11-04,485.374
2004-11-05,488.432
2004-11-08,490.608
2004-11-09,489.933
2004-11-10,490.752
2004-11-11,492.665
2004-11-12,494.186
2004-11-15,494.089
2004-11-16,493.59
2004-11-17,500.819
2004-11-18,500.567
2004-11-19,501.793
2004-11-22,501.143
2004-11-23,502.719
2004-11-24,504.91
2004-11-25,510.401
2004-11-26,510.389
2004-11-29,511.501
2004-11-30,510.707
2004-12-01,513.853
2004-12-02,514.311
2004-12-03,518.76
2004-12-06,521.824
2004-12-07,525.46
2004-12-08,519.229
2004-12-09,515.781
2004-12-10,516.612
2004-12-13,523.267
2004-12-14,524.471
2004-12-15,531.84
2004-12-16,526.949
2004-12-17,524.954
2004-12-20,535.371
2004-12-21,536.512
2004-12-22,539.397
2004-12-23,545.408
2004-12-24,546.822
2004-12-27,550.755
2004-12-28,551.849
2004-12-29,552.011
2004-12-30,554.891
2004-12-31,553.365
2005-01-03,550.861
2005-01-04,547.437
2005-01-05,546.339
2005-01-06,545.646
2005-01-07,542.474
2005-01-10,544.145
2005-01-11,538.072
2005-01-12,543.883
2005-01-13,544.4
2005-01-14,543.779
2005-01-17,544.912
2005-01-18,541.961
2005-01-19,544.834
2005-01-20,541.404
2005-01-21,544.935
2005-01-24,544.86
2005-01-25,546.687
2005-01-26,550.629
2005-01-27,547.389
2005-01-28,545.919
2005-01-31,554.362
2005-02-01,554.942
2005-02-02,557.27
2005-02-03,554.53
2005-02-04,557.607
2005-02-07,556.131
2005-02-08,556.122
2005-02-09,557.475
2005-02-10,561.636
2005-02-11,562.949
2005-02-14,569.12
2005-02-15,569.214
2005-02-16,564.838
2005-02-17,568.343
2005-02-18,566.364
2005-02-21,558.688
2005-02-22,560.015
2005-02-23,557.467
2005-02-24,559.469
2005-02-25,566.884
2005-02-28,571.78
2005-03-01,571.789
2005-03-02,565.943
2005-03-03,566.191
2005-03-04,575.758
2005-03-07,574.68
2005-03-08,577.632
2005-03-09,577.561
2005-03-10,575.008
2005-03-11,577.038
2005-03-14,572.27
2005-03-15,571.877
2005-03-16,571.215
2005-03-17,567.799
2005-03-18,569.193
2005-03-21,566.864
2005-03-22,568.337
2005-03-23,558.362
2005-03-24,558.539
2005-03-25,558.539
2005-03-28,554.619
2005-03-29,556.475
2005-03-30,560.919
2005-03-31,565.806
2005-04-01,568.675
2005-04-04,562.589
2005-04-05,564.207
2005-04-06,568.726
2005-04-07,573.88
2005-04-08,572.457
2005-04-11,577.991
2005-04-12,571.212
2005-04-13,574.517
2005-04-14,569.534
2005-04-15,562.171
2005-04-18,557.414
2005-04-19,560.477
2005-04-20,559.513
2005-04-21,564.125
2005-04-22,567.431
2005-04-25,564.252
2005-04-26,562.314
2005-04-27,555.48
2005-04-28,552.119
2005-04-29,555.288
2005-05-02,556.791
2005-05-03,558.082
2005-05-04,564.043
2005-05-05,566.059
2005-05-06,562.264
2005-05-09,564.17
2005-05-10,562.672
2005-05-11,564.987
2005-05-12,564.355
2005-05-13,563.144
2005-05-16,563.354
2005-05-17,559.271
2005-05-18,565.472
2005-05-19,566.089
2005-05-20,562.826
2005-05-23,571.111
2005-05-24,567.698
2005-05-25,570.096
2005-05-26,569.337
2005-05-27,568.863
2005-05-30,566.921
2005-05-31,560.613
2005-06-01,560.082
2005-06-02,563.944
2005-06-03,561.681
2005-06-06,561.101
2005-06-07,562.558
2005-06-08,565.041
2005-06-09,561.188
2005-06-10,558.284
2005-06-13,556.235
2005-06-14,556.412
2005-06-15,559.064
2005-06-16,561.143
2005-06-17,568.755
2005-06-20,563.283
2005-06-21,564.984
2005-06-22,563.365
2005-06-23,560.591
2005-06-24,558.334
2005-06-27,557.76
2005-06-28,557.478
2005-06-29,559.919
2005-06-30,563.356
2005-07-01,559.239
2005-07-04,556.287
2005-07-05,555.375
2005-07-06,557.647
2005-07-07,550.014
2005-07-08,557.046
2005-07-11,566.543
2005-07-12,572.915
2005-07-13,571.31
2005-07-14,573.206
2005-07-15,568.913
2005-07-18,570.915
2005-07-19,573.123
2005-07-20,574.411
2005-07-21,581.285
2005-07-22,582.893
2005-07-25,579.518
2005-07-26,577.389
2005-07-27,580.707
2005-07-28,583.483
2005-07-29,584.725
2005-08-01,588.399
2005-08-02,591.446
2005-08-03,596.3
2005-08-04,594.377
2005-08-05,592.232
2005-08-08,596.138
2005-08-09,596.488
2005-08-10,599.666
2005-08-11,600.385
2005-08-12,597.884
2005-08-15,594.686
2005-08-16,591.633
2005-08-17,587.614
2005-08-18,579.411
2005-08-19,582.203
2005-08-22,589.619
2005-08-23,586.128
2005-08-24,589.725
2005-08-25,589.248
2005-08-26,586.408
2005-08-29,583.868
2005-08-30,580.314
2005-08-31,589.852
2005-09-01,600.118
2005-09-02,604.44
2005-09-05,606.956
2005-09-06,608.471
2005-09-07,608.684
2005-09-08,607.699
2005-09-09,610.401
2005-09-12,606.514
2005-09-13,604.434
2005-09-14,609.754
2005-09-15,604.27
2005-09-16,607.353
2005-09-19,601.774
2005-09-20,605.65
2005-09-21,608.02
2005-09-22,600.255
2005-09-23,597.73
2005-09-26,601.551
2005-09-27,600.152
2005-09-28,604.55
2005-09-29,603.307
2005-09-30,606.659
2005-10-03,601.667
2005-10-04,606.254
2005-10-05,601.834
2005-10-06,605.271
2005-10-07,601.066
2005-10-10,596.725
2005-10-11,591.241
2005-10-12,588.949
2005-10-13,578.127
2005-10-14,586.95
2005-10-17,584.543
2005-10-18,575.072
2005-10-19,563.388
2005-10-20,564.182
2005-10-21,566.089
2005-10-24,570.305
2005-10-25,575.619
2005-10-26,573.707
2005-10-27,567.402
2005-10-28,565.711
2005-10-31,567.144
2005-11-01,571.11
2005-11-02,578.17
2005-11-03,581.756
2005-11-04,570.847
2005-11-07,572.432
2005-11-08,568.879
