Date,ISRAEL VALUE Standard (Large+Mid Cap)
2007-02-28,250.865
2007-03-30,257.367
2007-04-30,273.079
2007-05-31,284.935
2007-06-29,278.85
2007-07-31,281.12
2007-08-31,279.626
2007-09-28,301.666
2007-10-31,315.091
2007-11-30,305.209
2007-12-31,313.742
2008-01-31,300.267
2008-02-29,310.315
2008-03-31,291.436
2008-04-30,313.364
2008-05-30,324.768
2008-06-30,308.186
2008-07-31,291.598
2008-08-29,287.531
2008-09-30,262.134
2008-10-31,215.113
2008-11-28,203.373
2008-12-31,213.182
2009-01-30,207.048
2009-02-27,220.753
2009-03-31,228.271
2009-04-30,246.477
2009-05-29,275.618
2009-06-30,278.345
2009-07-31,311.904
2009-08-31,306.034
2009-09-30,310.38
2009-10-30,315.986
2009-11-30,334.502
2009-12-31,356.008
2010-01-29,357.975
2010-02-26,366.354
2010-03-31,393.08
2010-04-30,361.704
2010-05-31,323.783
2010-06-30,316.057
2010-07-30,321.855
2010-08-31,327.27
2010-09-30,364.27
2010-10-29,364.327
2010-11-30,364.649
2010-12-31,388.708
2011-01-31,373.36
2011-02-28,364.099
2011-03-31,380.6
2011-04-29,367.687
2011-05-31,375.833
2011-06-30,359.917
2011-07-29,351.215
2011-08-31,303.486
2011-09-30,266.542
2011-10-31,302.607
2011-11-30,274.105
2011-12-30,271.789
2012-01-31,296.47
2012-02-29,286.978
2012-03-30,291.307
2012-04-30,295.282
2012-05-31,254.425
2012-06-29,242.756
2012-07-31,248.182
2012-08-31,247.981
2012-09-28,265.192
2012-10-31,275.69
2012-11-30,282.996
2012-12-31,269.502
2013-01-31,268.84
2013-02-28,279.24
2013-03-29,290.565
2013-04-30,289.923
2013-05-31,286.617
2013-06-28,286.861
2013-07-31,295.355
2013-08-30,289.664
2013-09-30,297.114
2013-10-31,295.9
2013-11-29,314.78
2013-12-31,311.836
2014-01-31,334.128
2014-02-28,362.89
2014-03-31,387.579
2014-04-30,380.089
2014-05-30,383.743
2014-06-30,398.541
2014-07-31,404.891
2014-08-29,395.873
2014-09-30,404.355
2014-10-31,401.93
2014-11-28,412.412
2014-12-31,407.28
2015-01-30,400.205
2015-02-27,398.714
2015-03-31,441.721
2015-04-30,440.043
2015-05-29,440.212
2015-06-30,440.933
2015-07-31,488.0
2015-08-31,443.649
2015-09-30,411.72
2015-10-30,442.585
2015-11-30,436.051
2015-12-31,446.512
2016-01-29,415.033
2016-02-29,403.737
2016-03-31,402.919
2016-04-29,414.955
2016-05-31,393.056
2016-06-30,382.0
2016-07-29,406.403
2016-08-31,394.591
2016-09-30,385.188
2016-10-31,357.136
2016-11-30,345.97
2016-12-30,342.82
2017-01-31,329.249
2017-02-28,342.919
2017-03-31,328.291
2017-04-28,329.285
2017-05-31,318.447
2017-06-30,360.782
2017-07-31,351.97
2017-08-31,236.532
2017-09-29,251.013
2017-10-31,226.663
2017-11-30,231.937
2017-12-29,265.493
2018-01-31,279.382
2018-02-28,262.046
2018-03-30,245.887
2018-04-30,251.711
2018-05-31,277.362
2018-06-29,293.328
2018-07-31,295.04
2018-08-31,301.807
2018-09-28,291.18
2018-10-31,272.292
2018-11-30,286.074
2018-12-31,231.731
2019-01-31,273.814
2019-02-28,252.915
2019-03-29,242.007
2019-04-30,247.888
2019-05-31,199.424
2019-06-28,212.068
2019-07-31,209.092
2019-08-30,193.962
2019-09-30,203.46
2019-10-31,212.877
2019-11-29,228.685
2019-12-31,226.089
2020-01-31,229.967
2020-02-28,221.619
2020-03-31,177.275
2020-04-30,193.344
2020-05-29,197.718
2020-06-30,189.068
2020-07-31,187.832
2020-08-31,182.943
2020-09-30,162.32
2020-10-30,166.19
2020-11-30,191.892
2020-12-31,203.152
2021-01-29,216.813
2021-02-26,206.803
2021-03-31,220.981
2021-04-30,227.114
2021-05-31,238.237
2021-06-30,235.035
2021-07-30,240.184
2021-08-31,243.751
2021-09-30,243.257
2021-10-29,255.969
2021-11-30,250.022
2021-12-31,263.889
2022-01-31,254.631
2022-02-28,261.757
2022-03-31,268.863
2022-04-29,252.214
2022-05-31,241.191
2022-06-30,213.952
2022-07-29,234.644
2022-08-31,251.509
2022-09-30,215.329
2022-10-31,237.235
2022-11-30,229.735
2022-12-30,218.019
2023-01-31,228.195
2023-02-28,213.087
2023-03-31,209.151
2023-04-28,211.482
2023-05-31,198.094
2023-06-30,206.032
2023-07-31,226.553
2023-08-31,224.811
2023-09-29,235.857
2023-10-31,195.304
2023-11-30,225.047
2023-12-29,240.647
2024-01-31,240.684
2024-02-29,262.936
2024-03-29,266.523
2024-04-30,257.111
2024-05-31,273.877
2024-06-28,265.178
2024-07-31,279.513
2024-08-30,305.942
2024-09-30,303.595
2024-10-31,315.67
2024-11-29,330.73
2024-12-31,368.798
2025-01-31,366.97
2025-02-28,370.984
2025-03-31,360.487
2025-04-30,385.967
2025-05-30,430.59
2025-06-30,483.374
2025-07-31,470.023
2025-08-29,494.903
2025-09-30,514.228
2025-10-31,521.612
2025-11-28,556.954
