Date,NETHERLANDS MID VALUE Mid Cap
2017-10-31,1372.146
2017-11-30,1418.611
2017-12-29,1418.937
2018-01-31,1545.118
2018-02-28,1497.885
2018-03-30,1441.825
2018-04-30,1498.088
2018-05-31,1402.492
2018-06-29,1362.012
2018-07-31,1457.947
2018-08-31,1457.427
2018-09-28,1495.244
2018-10-31,1404.079
2018-11-30,1406.499
2018-12-31,1248.747
2019-01-31,1362.129
2019-02-28,1402.263
2019-03-29,1361.348
2019-04-30,1470.861
2019-05-31,1324.442
2019-06-28,1442.263
2019-07-31,1390.668
2019-08-30,1294.662
2019-09-30,1360.113
2019-10-31,1472.3
2019-11-29,1526.905
2019-12-31,1544.74
2020-01-31,1441.421
2020-02-28,1332.19
2020-03-31,921.833
2020-04-30,1026.437
2020-05-29,1092.094
2020-06-30,1162.214
2020-07-31,1189.138
2020-08-31,1276.713
2020-09-30,1215.462
2020-10-30,1172.759
2020-11-30,1491.569
2020-12-31,1539.45
2021-01-29,1540.749
2021-02-26,1673.717
2021-03-31,1740.503
2021-04-30,1771.624
2021-05-31,1807.613
2021-06-30,1710.173
2021-07-30,1719.102
2021-08-31,1816.291
2021-09-30,1748.94
2021-10-29,1762.527
2021-11-30,1610.115
2021-12-31,1702.608
2022-01-31,1745.966
2022-02-28,1612.161
2022-03-31,1601.866
2022-04-29,1535.506
2022-05-31,1556.794
2022-06-30,1385.215
2022-07-29,1393.647
2022-08-31,1337.194
2022-09-30,1243.876
2022-10-31,1374.409
2022-11-30,1513.738
2022-12-30,1502.781
2023-01-31,1635.253
2023-02-28,1606.743
2023-03-31,1506.435
2023-04-28,1515.697
2023-05-31,1444.079
2023-06-30,1562.243
2023-07-31,1647.233
2023-08-31,1587.92
2023-09-29,1507.918
2023-10-31,1476.823
2023-11-30,1630.866
2023-12-29,1723.044
2024-01-31,1724.338
2024-02-29,1777.957
2024-03-29,1861.554
2024-04-30,1851.934
2024-05-31,1928.523
2024-06-28,1893.122
2024-07-31,1965.711
2024-08-30,2008.867
2024-09-30,2020.92
2024-10-31,1958.141
2024-11-29,1936.48
2024-12-31,1836.765
2025-01-31,1905.128
2025-02-28,2007.13
2025-03-31,2110.36
2025-04-30,2243.026
2025-05-30,2421.662
