Date,NETHERLANDS MID VALUE Mid Cap
2001-11-01,255.815
2001-11-02,255.049
2001-11-05,257.859
2001-11-06,259.527
2001-11-07,259.858
2001-11-08,257.577
2001-11-09,254.103
2001-11-12,252.696
2001-11-13,253.445
2001-11-14,256.153
2001-11-15,262.029
2001-11-16,271.748
2001-11-19,271.973
2001-11-20,271.949
2001-11-21,269.868
2001-11-22,271.569
2001-11-23,272.57
2001-11-26,275.294
2001-11-27,273.85
2001-11-28,274.459
2001-11-29,273.978
2001-11-30,278.137
2001-12-03,276.593
2001-12-04,276.865
2001-12-05,280.378
2001-12-06,282.032
2001-12-07,282.451
2001-12-10,280.723
2001-12-11,278.547
2001-12-12,276.09
2001-12-13,274.093
2001-12-14,277.205
2001-12-17,280.888
2001-12-18,281.286
2001-12-19,279.161
2001-12-20,278.185
2001-12-21,278.511
2001-12-24,279.567
2001-12-25,279.567
2001-12-26,279.806
2001-12-27,287.313
2001-12-28,284.826
2001-12-31,287.603
2002-01-01,287.603
2002-01-02,290.143
2002-01-03,290.422
2002-01-04,292.842
2002-01-07,295.662
2002-01-08,293.629
2002-01-09,297.546
2002-01-10,295.26
2002-01-11,297.205
2002-01-14,295.316
2002-01-15,294.162
2002-01-16,287.554
2002-01-17,286.632
2002-01-18,286.628
2002-01-21,288.449
2002-01-22,288.721
2002-01-23,287.376
2002-01-24,288.832
2002-01-25,282.612
2002-01-28,284.335
2002-01-29,283.838
2002-01-30,282.786
2002-01-31,283.7
2002-02-01,284.65
2002-02-04,289.02
2002-02-05,286.336
2002-02-06,285.711
2002-02-07,285.286
2002-02-08,284.598
2002-02-11,287.752
2002-02-12,287.4
2002-02-13,289.095
2002-02-14,287.458
2002-02-15,289.905
2002-02-18,289.075
2002-02-19,286.518
2002-02-20,285.514
2002-02-21,286.239
2002-02-22,285.752
2002-02-25,285.205
2002-02-26,285.729
2002-02-27,286.692
2002-02-28,286.059
2002-03-01,287.46
2002-03-04,295.921
2002-03-05,300.358
2002-03-06,305.017
2002-03-07,315.686
2002-03-08,315.815
2002-03-11,317.535
2002-03-12,315.906
2002-03-13,316.419
2002-03-14,319.98
2002-03-15,319.593
2002-03-18,320.95
2002-03-19,324.918
2002-03-20,323.975
2002-03-21,321.502
2002-03-22,321.003
2002-03-25,316.996
2002-03-26,317.302
2002-03-27,316.563
2002-03-28,318.712
2002-03-29,318.712
2002-04-01,321.324
2002-04-02,324.406
2002-04-03,327.324
2002-04-04,323.737
2002-04-05,319.245
2002-04-08,312.985
2002-04-09,314.114
2002-04-10,316.161
2002-04-11,314.493
2002-04-12,313.443
2002-04-15,313.122
2002-04-16,318.108
2002-04-17,322.501
2002-04-18,323.231
2002-04-19,324.401
2002-04-22,324.611
2002-04-23,324.199
2002-04-24,323.471
2002-04-25,320.529
2002-04-26,322.016
2002-04-29,322.715
2002-04-30,321.375
2002-05-01,323.194
2002-05-02,323.567
2002-05-03,323.513
2002-05-06,322.473
2002-05-07,320.929
2002-05-08,325.701
2002-05-09,325.586
2002-05-10,327.973
2002-05-13,328.389
2002-05-14,325.341
2002-05-15,328.91
2002-05-16,330.498
2002-05-17,334.383
2002-05-20,334.364
2002-05-21,328.598
2002-05-22,326.587
2002-05-23,325.853
2002-05-24,330.535
2002-05-27,328.668
2002-05-28,331.45
2002-05-29,332.664
2002-05-30,330.739
2002-05-31,328.774
2002-06-03,329.504
2002-06-04,328.397
2002-06-05,321.55
2002-06-06,319.189
2002-06-07,311.63
2002-06-10,314.863
2002-06-11,316.007
2002-06-12,307.457
2002-06-13,306.202
2002-06-14,305.934
2002-06-17,308.391
2002-06-18,309.835
2002-06-19,309.304
2002-06-20,309.41
2002-06-21,308.538
2002-06-24,305.869
2002-06-25,303.633
2002-06-26,305.152
2002-06-27,310.411
2002-06-28,319.085
2002-07-01,317.885
2002-07-02,316.821
2002-07-03,317.283
2002-07-04,315.821
2002-07-05,326.014
2002-07-08,330.963
2002-07-09,334.054
2002-07-10,324.413
2002-07-11,318.372
2002-07-12,316.362
2002-07-15,304.425
2002-07-16,305.437
2002-07-17,309.482
2002-07-18,316.167
2002-07-19,307.358
2002-07-22,294.766
2002-07-23,290.022
2002-07-24,277.352
2002-07-25,288.907
2002-07-26,286.554
2002-07-29,301.854
2002-07-30,310.903
2002-07-31,315.966
2002-08-01,309.839
2002-08-02,302.697
2002-08-05,295.312
2002-08-06,291.407
2002-08-07,285.693
2002-08-08,291.284
2002-08-09,294.055
2002-08-12,293.889
2002-08-13,292.326
2002-08-14,287.559
2002-08-15,297.679
2002-08-16,297.651
2002-08-19,301.323
2002-08-20,295.817
2002-08-21,298.816
2002-08-22,305.885
2002-08-23,304.718
2002-08-26,302.82
2002-08-27,308.639
2002-08-28,305.299
2002-08-29,301.222
2002-08-30,304.378
2002-09-02,303.217
2002-09-03,296.044
2002-09-04,302.241
2002-09-05,301.621
2002-09-06,300.591
2002-09-09,295.471
2002-09-10,297.923
2002-09-11,301.293
2002-09-12,299.675
2002-09-13,299.829
2002-09-16,299.287
2002-09-17,299.364
2002-09-18,294.65
2002-09-19,295.769
2002-09-20,302.884
2002-09-23,298.993
2002-09-24,289.522
2002-09-25,282.075
2002-09-26,289.791
2002-09-27,286.702
2002-09-30,285.688
2002-10-01,281.312
2002-10-02,282.091
2002-10-03,280.928
2002-10-04,275.473
2002-10-07,272.904
2002-10-08,263.84
2002-10-09,267.385
2002-10-10,270.991
2002-10-11,280.024
2002-10-14,282.397
2002-10-15,289.266
2002-10-16,292.266
2002-10-17,296.152
2002-10-18,289.271
2002-10-21,287.562
2002-10-22,293.359
2002-10-23,286.748
2002-10-24,285.384
2002-10-25,290.234
2002-10-28,292.786
2002-10-29,281.974
2002-10-30,289.778
2002-10-31,297.307
2002-11-01,292.363
2002-11-04,291.099
2002-11-05,294.842
2002-11-06,292.526
2002-11-07,294.19
2002-11-08,296.374
2002-11-11,295.424
2002-11-12,298.253
2002-11-13,301.552
2002-11-14,306.595
2002-11-15,308.274
2002-11-18,310.145
2002-11-19,310.326
2002-11-20,296.27
2002-11-21,307.754
2002-11-22,306.675
2002-11-25,304.76
2002-11-26,303.212
2002-11-27,304.714
2002-11-28,309.985
2002-11-29,313.154
2002-12-02,313.777
2002-12-03,310.013
2002-12-04,309.453
2002-12-05,307.51
2002-12-06,309.067
2002-12-09,305.189
2002-12-10,307.094
2002-12-11,308.464
2002-12-12,305.644
2002-12-13,306.887
2002-12-16,309.826
2002-12-17,310.748
2002-12-18,312.113
2002-12-19,306.959
2002-12-20,304.731
2002-12-23,305.249
2002-12-24,306.957
2002-12-25,306.957
2002-12-26,307.731
2002-12-27,305.946
2002-12-30,306.599
2002-12-31,313.703
2003-01-01,313.703
2003-01-02,313.725
2003-01-03,319.239
2003-01-06,321.85
2003-01-07,317.613
2003-01-08,316.957
2003-01-09,317.869
2003-01-10,317.793
2003-01-13,320.513
2003-01-14,322.743
2003-01-15,319.979
2003-01-16,323.089
2003-01-17,324.616
2003-01-20,322.789
2003-01-21,321.564
2003-01-22,319.266
2003-01-23,315.775
2003-01-24,312.446
2003-01-27,305.469
2003-01-28,303.002
2003-01-29,296.036
2003-01-30,289.479
2003-01-31,291.843
2003-02-03,291.533
2003-02-04,290.698
2003-02-05,289.312
2003-02-06,291.422
2003-02-07,291.871
2003-02-10,288.526
2003-02-11,288.717
2003-02-12,278.341
2003-02-13,277.751
2003-02-14,276.93
2003-02-17,278.439
2003-02-18,276.711
2003-02-19,275.498
2003-02-20,274.029
2003-02-21,274.442
2003-02-24,270.468
2003-02-25,262.268
2003-02-26,257.191
2003-02-27,254.866
2003-02-28,259.611
2003-03-03,267.998
2003-03-04,256.002
2003-03-05,252.214
2003-03-06,251.89
2003-03-07,245.634
2003-03-10,236.313
2003-03-11,227.3
2003-03-12,215.346
2003-03-13,225.457
2003-03-14,233.265
2003-03-17,241.596
2003-03-18,240.335
2003-03-19,247.151
2003-03-20,245.918
2003-03-21,256.871
2003-03-24,252.644
2003-03-25,261.206
2003-03-26,257.205
2003-03-27,251.19
2003-03-28,254.151
2003-03-31,245.811
2003-04-01,244.733
2003-04-02,251.982
2003-04-03,259.184
2003-04-04,261.562
2003-04-07,268.359
2003-04-08,267.776
2003-04-09,264.879
2003-04-10,265.871
2003-04-11,263.77
2003-04-14,262.891
2003-04-15,271.687
2003-04-16,271.595
2003-04-17,273.871
2003-04-18,273.871
2003-04-21,272.691
2003-04-22,273.416
2003-04-23,281.152
2003-04-24,283.401
2003-04-25,277.748
2003-04-28,285.527
2003-04-29,289.513
2003-04-30,301.623
2003-05-01,304.394
2003-05-02,331.436
2003-05-05,343.705
2003-05-06,347.355
2003-05-07,338.045
2003-05-08,342.38
2003-05-09,354.997
2003-05-12,359.592
2003-05-13,350.85
2003-05-14,359.81
2003-05-15,365.247
2003-05-16,393.052
2003-05-19,372.198
2003-05-20,378.254
2003-05-21,375.096
2003-05-22,377.975
2003-05-23,374.421
2003-05-26,373.627
2003-05-27,366.198
2003-05-28,368.824
2003-05-29,376.794
2003-05-30,376.579
2003-06-02,374.988
2003-06-03,372.991
2003-06-04,381.954
2003-06-05,386.394
2003-06-06,392.288
2003-06-09,394.199
2003-06-10,394.022
2003-06-11,402.589
2003-06-12,399.425
2003-06-13,387.717
2003-06-16,399.379
2003-06-17,404.114
2003-06-18,396.391
2003-06-19,391.016
2003-06-20,392.467
2003-06-23,376.045
2003-06-24,374.973
2003-06-25,379.601
2003-06-26,373.181
2003-06-27,376.16
2003-06-30,373.249
2003-07-01,377.295
2003-07-02,384.807
2003-07-03,387.286
2003-07-04,381.916
2003-07-07,380.933
2003-07-08,377.316
2003-07-09,375.898
2003-07-10,377.792
2003-07-11,378.687
2003-07-14,385.134
2003-07-15,383.375
2003-07-16,379.67
2003-07-17,373.159
2003-07-18,381.137
2003-07-21,385.183
2003-07-22,387.99
2003-07-23,389.934
2003-07-24,389.723
2003-07-25,384.883
2003-07-28,389.778
2003-07-29,390.398
2003-07-30,384.981
2003-07-31,385.119
2003-08-01,383.24
2003-08-04,379.727
2003-08-05,381.663
2003-08-06,381.551
2003-08-07,380.287
2003-08-08,377.674
2003-08-11,375.373
2003-08-12,373.127
2003-08-13,375.044
2003-08-14,376.936
2003-08-15,381.282
2003-08-18,377.468
2003-08-19,383.1
2003-08-20,385.249
2003-08-21,386.35
2003-08-22,392.591
2003-08-25,390.819
2003-08-26,390.62
2003-08-27,398.703
2003-08-28,410.589
2003-08-29,407.291
2003-09-01,408.205
2003-09-02,406.634
2003-09-03,413.254
2003-09-04,411.912
2003-09-05,423.953
2003-09-08,429.786
2003-09-09,426.924
2003-09-10,421.877
2003-09-11,418.815
2003-09-12,423.218
2003-09-15,424.792
2003-09-16,422.804
2003-09-17,426.824
2003-09-18,425.474
2003-09-19,427.795
2003-09-22,424.477
2003-09-23,417.134
2003-09-24,411.253
2003-09-25,408.89
2003-09-26,408.58
2003-09-29,407.968
2003-09-30,412.758
2003-10-01,413.133
2003-10-02,420.365
2003-10-03,426.648
2003-10-06,423.774
2003-10-07,423.28
2003-10-08,417.373
2003-10-09,421.999
2003-10-10,424.162
2003-10-13,425.17
2003-10-14,424.974
2003-10-15,425.817
2003-10-16,424.455
2003-10-17,415.804
2003-10-20,411.093
2003-10-21,413.176
2003-10-22,408.438
2003-10-23,405.753
2003-10-24,405.725
2003-10-27,407.414
2003-10-28,393.074
2003-10-29,396.836
2003-10-30,403.054
2003-10-31,394.266
2003-11-03,404.061
2003-11-04,403.393
2003-11-05,402.399
2003-11-06,398.563
2003-11-07,402.965
2003-11-10,400.215
2003-11-11,400.209
2003-11-12,408.972
2003-11-13,417.467
2003-11-14,418.906
2003-11-17,412.622
2003-11-18,418.925
2003-11-19,419.553
2003-11-20,414.018
2003-11-21,412.635
2003-11-24,412.998
2003-11-25,416.688
2003-11-26,414.23
2003-11-27,405.007
2003-11-28,402.467
2003-12-01,403.51
2003-12-02,409.698
2003-12-03,408.122
2003-12-04,409.986
2003-12-05,412.265
2003-12-08,412.506
2003-12-09,409.695
2003-12-10,407.892
2003-12-11,406.74
2003-12-12,408.264
2003-12-15,410.655
2003-12-16,406.88
2003-12-17,409.528
2003-12-18,415.175
2003-12-19,413.408
2003-12-22,413.679
2003-12-23,417.468
2003-12-24,418.314
2003-12-25,418.314
2003-12-26,418.146
2003-12-29,420.218
2003-12-30,425.546
2003-12-31,427.693
2004-01-01,427.693
2004-01-02,428.411
2004-01-05,430.928
2004-01-06,430.85
2004-01-07,423.905
2004-01-08,424.699
2004-01-09,424.964
2004-01-12,424.638
2004-01-13,427.323
2004-01-14,429.34
2004-01-15,425.119
2004-01-16,420.136
2004-01-19,420.58
2004-01-20,419.789
2004-01-21,425.597
2004-01-22,425.094
2004-01-23,424.167
2004-01-26,418.311
2004-01-27,422.513
2004-01-28,420.619
2004-01-29,414.77
2004-01-30,416.039
2004-02-02,419.36
2004-02-03,419.238
2004-02-04,420.363
2004-02-05,424.352
2004-02-06,426.982
2004-02-09,429.593
2004-02-10,432.983
2004-02-11,428.27
2004-02-12,435.89
2004-02-13,432.127
2004-02-16,432.71
2004-02-17,435.671
2004-02-18,434.21
2004-02-19,430.256
2004-02-20,422.475
2004-02-23,422.741
2004-02-24,427.736
2004-02-25,423.096
2004-02-26,423.301
2004-02-27,428.849
2004-03-01,430.711
2004-03-02,426.978
2004-03-03,419.203
2004-03-04,421.312
2004-03-05,428.858
2004-03-08,428.717
2004-03-09,432.494
2004-03-10,422.948
2004-03-11,419.476
2004-03-12,417.634
2004-03-15,417.47
2004-03-16,422.366
2004-03-17,420.239
2004-03-18,421.907
2004-03-19,419.953
2004-03-22,417.241
2004-03-23,412.811
2004-03-24,414.473
2004-03-25,414.649
2004-03-26,413.414
2004-03-29,416.661
2004-03-30,416.38
2004-03-31,420.199
2004-04-01,425.194
2004-04-02,422.623
2004-04-05,421.043
2004-04-06,420.367
2004-04-07,424.293
2004-04-08,422.608
2004-04-09,422.608
2004-04-12,421.421
2004-04-13,418.515
2004-04-14,417.367
2004-04-15,412.854
2004-04-16,420.059
2004-04-19,418.859
2004-04-20,417.908
2004-04-21,415.54
2004-04-22,413.807
2004-04-23,415.881
2004-04-26,417.661
2004-04-27,419.34
2004-04-28,437.125
2004-04-29,435.526
2004-04-30,433.312
2004-05-03,432.827
2004-05-04,434.936
2004-05-05,438.888
2004-05-06,431.293
2004-05-07,425.597
2004-05-10,417.604
2004-05-11,425.132
2004-05-12,422.166
2004-05-13,420.233
2004-05-14,421.419
2004-05-17,424.05
2004-05-18,421.915
2004-05-19,427.603
2004-05-20,425.596
2004-05-21,426.715
2004-05-24,425.959
2004-05-25,430.315
2004-05-26,430.795
2004-05-27,436.866
2004-05-28,436.704
2004-05-31,436.879
2004-06-01,433.483
2004-06-02,438.0
2004-06-03,440.729
2004-06-04,441.468
2004-06-07,446.784
2004-06-08,442.987
2004-06-09,435.881
2004-06-10,435.148
2004-06-11,434.905
2004-06-14,436.342
2004-06-15,436.716
2004-06-16,435.422
2004-06-17,437.939
2004-06-18,441.612
2004-06-21,441.601
2004-06-22,440.142
2004-06-23,438.583
2004-06-24,442.878
2004-06-25,440.273
2004-06-28,444.036
2004-06-29,441.446
2004-06-30,442.58
2004-07-01,443.678
2004-07-02,446.342
2004-07-05,443.632
2004-07-06,442.391
2004-07-07,446.218
2004-07-08,447.685
2004-07-09,448.264
2004-07-12,449.987
2004-07-13,448.493
2004-07-14,448.942
2004-07-15,446.213
2004-07-16,451.024
2004-07-19,446.4
2004-07-20,448.408
2004-07-21,445.53
2004-07-22,442.595
2004-07-23,436.691
2004-07-26,434.902
2004-07-27,436.176
2004-07-28,434.616
2004-07-29,442.747
2004-07-30,441.729
2004-08-02,439.213
2004-08-03,439.297
2004-08-04,433.035
2004-08-05,434.348
2004-08-06,434.387
2004-08-09,430.286
2004-08-10,431.25
2004-08-11,429.014
2004-08-12,429.961
2004-08-13,430.537
2004-08-16,433.901
2004-08-17,434.978
2004-08-18,437.249
2004-08-19,437.686
2004-08-20,438.041
2004-08-23,436.12
2004-08-24,433.321
2004-08-25,431.455
2004-08-26,434.03
2004-08-27,435.884
2004-08-30,436.267
2004-08-31,438.579
2004-09-01,441.288
2004-09-02,443.061
2004-09-03,440.84
2004-09-06,444.434
2004-09-07,446.148
2004-09-08,446.142
2004-09-09,444.869
2004-09-10,452.231
2004-09-13,454.961
2004-09-14,453.768
2004-09-15,453.127
2004-09-16,452.183
2004-09-17,452.77
2004-09-20,451.51
2004-09-21,455.638
2004-09-22,454.798
2004-09-23,452.603
2004-09-24,453.804
2004-09-27,452.795
2004-09-28,455.623
2004-09-29,454.601
2004-09-30,455.319
2004-10-01,459.56
2004-10-04,457.316
2004-10-05,460.977
2004-10-06,459.032
2004-10-07,461.585
2004-10-08,467.972
2004-10-11,463.204
2004-10-12,455.726
2004-10-13,455.961
2004-10-14,460.131
2004-10-15,466.715
2004-10-18,465.775
2004-10-19,468.273
2004-10-20,469.364
2004-10-21,471.329
2004-10-22,476.46
2004-10-25,480.986
2004-10-26,481.277
2004-10-27,479.862
2004-10-28,476.722
2004-10-29,478.215
2004-11-01,483.822
2004-11-02,485.298
2004-11-03,488.549
2004-11-04,489.554
2004-11-05,493.444
2004-11-08,496.129
2004-11-09,495.263
2004-11-10,501.261
2004-11-11,504.638
2004-11-12,508.004
2004-11-15,509.229
2004-11-16,512.072
2004-11-17,516.193
2004-11-18,514.803
2004-11-19,517.029
2004-11-22,514.227
2004-11-23,518.877
2004-11-24,523.071
2004-11-25,532.182
2004-11-26,530.305
2004-11-29,533.905
2004-11-30,531.983
2004-12-01,544.555
2004-12-02,544.303
2004-12-03,544.225
2004-12-06,544.27
2004-12-07,548.007
2004-12-08,539.488
2004-12-09,533.307
2004-12-10,534.004
2004-12-13,540.678
2004-12-14,542.564
2004-12-15,541.028
2004-12-16,535.137
2004-12-17,530.518
2004-12-20,538.785
2004-12-21,539.713
2004-12-22,542.588
2004-12-23,547.122
2004-12-24,546.4
2004-12-27,548.297
2004-12-28,550.307
2004-12-29,549.411
2004-12-30,549.285
2004-12-31,548.692
2005-01-03,548.155
2005-01-04,542.294
2005-01-05,537.91
2005-01-06,532.148
2005-01-07,529.815
2005-01-10,532.36
2005-01-11,531.845
2005-01-12,539.203
2005-01-13,537.115
2005-01-14,538.601
2005-01-17,536.672
2005-01-18,532.849
2005-01-19,534.738
2005-01-20,525.058
2005-01-21,524.245
2005-01-24,522.433
2005-01-25,520.277
2005-01-26,525.879
2005-01-27,526.269
2005-01-28,527.66
2005-01-31,531.612
2005-02-01,532.565
2005-02-02,535.533
2005-02-03,532.148
2005-02-04,537.562
2005-02-07,539.64
2005-02-08,537.975
2005-02-09,540.377
2005-02-10,545.654
2005-02-11,546.16
2005-02-14,552.508
2005-02-15,558.39
2005-02-16,562.226
2005-02-17,578.804
2005-02-18,589.83
2005-02-21,579.463
2005-02-22,579.933
2005-02-23,586.412
2005-02-24,584.197
2005-02-25,581.864
2005-02-28,583.993
2005-03-01,578.084
2005-03-02,572.64
2005-03-03,565.155
2005-03-04,578.753
2005-03-07,580.118
2005-03-08,584.589
2005-03-09,578.118
2005-03-10,573.061
2005-03-11,568.801
2005-03-14,563.744
2005-03-15,567.206
2005-03-16,572.895
2005-03-17,567.204
2005-03-18,561.832
2005-03-21,560.178
2005-03-22,560.055
2005-03-23,548.859
2005-03-24,553.526
2005-03-25,553.526
2005-03-28,549.642
2005-03-29,548.18
2005-03-30,548.943
2005-03-31,557.267
2005-04-01,561.066
2005-04-04,553.616
2005-04-05,555.852
2005-04-06,569.205
2005-04-07,572.915
2005-04-08,570.79
2005-04-11,576.116
2005-04-12,568.023
2005-04-13,569.137
2005-04-14,561.092
2005-04-15,555.942
2005-04-18,552.416
2005-04-19,558.027
2005-04-20,561.717
2005-04-21,565.526
2005-04-22,561.725
2005-04-25,559.737
2005-04-26,555.6
2005-04-27,539.199
2005-04-28,532.538
2005-04-29,533.83
2005-05-02,538.796
2005-05-03,540.425
2005-05-04,547.654
2005-05-05,548.37
2005-05-06,551.656
2005-05-09,548.508
2005-05-10,544.785
2005-05-11,544.349
2005-05-12,539.617
2005-05-13,529.859
2005-05-16,528.756
2005-05-17,530.758
2005-05-18,534.322
2005-05-19,538.227
2005-05-20,537.538
2005-05-23,541.081
2005-05-24,542.664
2005-05-25,544.796
2005-05-26,544.432
2005-05-27,548.321
2005-05-30,543.387
2005-05-31,536.78
2005-06-01,540.214
2005-06-02,541.783
2005-06-03,543.826
2005-06-06,543.264
2005-06-07,548.85
2005-06-08,549.61
2005-06-09,546.877
2005-06-10,551.185
2005-06-13,549.813
2005-06-14,553.194
2005-06-15,551.049
2005-06-16,557.055
2005-06-17,564.155
2005-06-20,557.167
2005-06-21,559.259
2005-06-22,565.905
2005-06-23,560.477
2005-06-24,556.557
2005-06-27,557.294
2005-06-28,557.011
2005-06-29,557.982
2005-06-30,561.067
2005-07-01,564.564
2005-07-04,564.954
2005-07-05,562.759
2005-07-06,563.372
2005-07-07,556.913
2005-07-08,559.26
2005-07-11,561.961
2005-07-12,569.952
2005-07-13,570.025
2005-07-14,572.522
2005-07-15,567.188
2005-07-18,569.319
2005-07-19,568.812
2005-07-20,565.403
2005-07-21,575.197
2005-07-22,575.812
2005-07-25,574.578
2005-07-26,575.298
2005-07-27,582.509
2005-07-28,586.343
2005-07-29,589.204
2005-08-01,597.699
2005-08-02,597.34
2005-08-03,599.591
2005-08-04,597.033
2005-08-05,588.734
2005-08-08,590.535
2005-08-09,596.842
2005-08-10,609.145
2005-08-11,612.869
2005-08-12,609.384
2005-08-15,604.743
2005-08-16,604.534
2005-08-17,601.398
2005-08-18,592.567
2005-08-19,591.132
2005-08-22,598.555
2005-08-23,596.046
2005-08-24,593.657
2005-08-25,593.287
2005-08-26,600.012
2005-08-29,596.709
2005-08-30,590.781
2005-08-31,598.335
2005-09-01,606.001
2005-09-02,615.066
2005-09-05,613.418
2005-09-06,613.973
2005-09-07,620.248
2005-09-08,618.556
2005-09-09,623.567
2005-09-12,620.978
2005-09-13,619.987
2005-09-14,623.954
2005-09-15,620.944
2005-09-16,620.206
2005-09-19,614.336
2005-09-20,618.207
2005-09-21,615.474
2005-09-22,605.994
2005-09-23,604.462
2005-09-26,600.954
2005-09-27,597.425
2005-09-28,599.322
2005-09-29,597.501
2005-09-30,609.374
2005-10-03,607.099
2005-10-04,607.412
2005-10-05,606.392
2005-10-06,612.551
2005-10-07,609.674
2005-10-10,608.598
2005-10-11,602.992
2005-10-12,598.931
2005-10-13,586.848
2005-10-14,592.434
2005-10-17,592.072
2005-10-18,586.123
2005-10-19,578.865
2005-10-20,582.501
2005-10-21,583.381
2005-10-24,586.224
2005-10-25,595.496
2005-10-26,595.474
2005-10-27,593.568
2005-10-28,589.042
2005-10-31,588.75
2005-11-01,594.727
2005-11-02,594.072
2005-11-03,599.376
2005-11-04,587.468
2005-11-07,590.314
2005-11-08,590.691
2005-11-09,586.87
