Date,GERMANY LARGE GROWTH Large Cap
2020-12-31,1876.052
2021-01-29,1827.147
2021-02-26,1878.49
2021-03-31,1838.113
2021-04-30,1943.863
2021-05-31,1987.772
2021-06-30,2007.222
2021-07-30,2008.165
2021-08-31,2090.768
2021-09-30,1952.493
2021-10-29,2066.77
2021-11-30,1932.137
2021-12-31,2014.854
2022-01-31,1836.211
2022-02-28,1674.001
2022-03-31,1659.997
2022-04-29,1494.978
2022-05-31,1523.028
2022-06-30,1371.855
2022-07-29,1423.514
2022-08-31,1342.531
2022-09-30,1227.089
2022-10-31,1289.975
2022-11-30,1485.626
2022-12-30,1478.789
2023-01-31,1644.666
2023-02-28,1611.51
2023-03-31,1746.391
2023-04-28,1758.923
2023-05-31,1667.462
2023-06-30,1758.821
2023-07-31,1806.252
2023-08-31,1733.685
2023-09-29,1631.719
2023-10-31,1591.134
2023-11-30,1876.25
2023-12-29,1893.788
2024-01-31,1941.179
2024-02-29,2058.26
2024-03-29,2110.605
2024-04-30,2008.992
2024-05-31,2092.799
2024-06-28,2154.674
2024-07-31,2192.569
2024-08-30,2293.769
2024-09-30,2359.176
2024-10-31,2289.366
2024-11-29,2300.126
2024-12-31,2330.722
2025-01-31,2583.74
2025-02-28,2611.39
2025-03-31,2543.227
2025-04-30,2739.712
2025-05-30,2900.107
2025-06-30,2964.512
