Date,GERMANY LARGE GROWTH Large Cap
2004-04-30,475.723
2004-05-31,475.962
2004-06-30,491.311
2004-07-30,470.096
2004-08-31,460.518
2004-09-30,488.499
2004-10-29,507.577
2004-11-30,551.666
2004-12-31,578.482
2005-01-31,549.777
2005-02-28,557.758
2005-03-31,545.732
2005-04-29,530.374
2005-05-31,540.491
2005-06-30,552.642
2005-07-29,569.329
2005-08-31,563.278
2005-09-30,573.086
2005-10-31,551.977
2005-11-30,582.679
2005-12-30,602.213
2006-01-31,655.048
2006-02-28,659.921
2006-03-31,704.557
2006-04-28,735.068
2006-05-31,725.707
2006-06-30,724.858
2006-07-31,699.224
2006-08-31,728.193
2006-09-29,749.759
2006-10-31,767.543
2006-11-30,819.398
2006-12-29,843.812
2007-01-31,862.211
2007-02-28,847.646
2007-03-30,876.369
2007-04-30,957.411
2007-05-31,1000.0
2007-06-29,1035.031
2007-07-31,1008.294
2007-08-31,1016.319
2007-09-28,1087.725
2007-10-31,1135.917
2007-11-30,1151.506
2007-12-31,1187.048
2008-01-31,1033.108
2008-02-29,1036.15
2008-03-31,1038.71
2008-04-30,1100.541
2008-05-30,1133.088
2008-06-30,1061.452
2008-07-31,1084.486
2008-08-29,1002.016
2008-09-30,916.944
2008-10-31,779.671
2008-11-28,659.295
2008-12-31,718.238
2009-01-30,633.615
2009-02-27,555.136
2009-03-31,610.498
2009-04-30,674.235
2009-05-29,745.931
2009-06-30,730.85
2009-07-31,818.66
2009-08-31,782.61
2009-09-30,830.136
2009-10-30,818.332
2009-11-30,853.873
2009-12-31,868.402
2010-01-29,779.937
2010-02-26,750.063
2010-03-31,805.367
2010-04-30,813.712
2010-05-31,741.814
2010-06-30,756.004
2010-07-30,805.071
2010-08-31,756.256
2010-09-30,890.659
2010-10-29,943.519
2010-11-30,913.503
2010-12-31,969.904
2011-01-31,1002.124
2011-02-28,1042.786
2011-03-31,1050.714
2011-04-29,1167.6
2011-05-31,1111.337
2011-06-30,1140.053
2011-07-29,1123.311
2011-08-31,936.697
2011-09-30,818.898
2011-10-31,961.317
2011-11-30,926.158
2011-12-30,862.676
2012-01-31,957.683
2012-02-29,1037.229
2012-03-30,1048.513
2012-04-30,1030.709
2012-05-31,896.172
2012-06-29,921.273
2012-07-31,964.393
2012-08-31,999.436
2012-09-28,1063.051
2012-10-31,1079.57
2012-11-30,1141.868
2012-12-31,1181.215
2013-01-31,1242.577
2013-02-28,1203.839
2013-03-29,1212.654
2013-04-30,1253.611
2013-05-31,1277.748
2013-06-28,1262.6
2013-07-31,1325.471
2013-08-30,1286.297
2013-09-30,1347.481
2013-10-31,1411.774
2013-11-29,1510.273
2013-12-31,1560.814
2014-01-31,1460.719
2014-02-28,1550.522
2014-03-31,1510.994
2014-04-30,1530.823
2014-05-30,1555.444
2014-06-30,1538.823
2014-07-31,1451.41
2014-08-29,1442.13
2014-09-30,1403.645
2014-10-31,1391.262
2014-11-28,1477.723
2014-12-31,1410.825
2015-01-30,1447.355
2015-02-27,1527.978
2015-03-31,1536.509
2015-04-30,1540.172
2015-05-29,1522.823
2015-06-30,1489.099
2015-07-31,1530.078
2015-08-31,1413.629
2015-09-30,1349.802
2015-10-30,1497.543
2015-11-30,1499.423
2015-12-31,1457.219
2016-01-29,1359.551
2016-02-29,1321.788
2016-03-31,1439.559
2016-04-29,1434.82
2016-05-31,1424.05
2016-06-30,1389.384
2016-07-29,1498.793
2016-08-31,1501.893
2016-09-30,1511.984
2016-10-31,1454.04
2016-11-30,1389.877
2016-12-30,1471.707
2017-01-31,1517.946
2017-02-28,1535.308
2017-03-31,1607.033
2017-04-28,1672.187
2017-05-31,1782.596
2017-06-30,1755.56
2017-07-31,1784.661
2017-08-31,1790.17
2017-09-29,1874.54
2017-10-31,1886.205
2017-11-30,1890.532
2017-12-29,1886.108
2018-01-31,1985.228
2018-02-28,1850.108
2018-03-30,1825.562
2018-04-30,1871.741
2018-05-31,1861.424
2018-06-29,1838.123
2018-07-31,1881.692
2018-08-31,1852.442
2018-09-28,1817.159
2018-10-31,1644.614
2018-11-30,1613.101
2018-12-31,1518.789
2019-01-31,1603.206
2019-02-28,1615.754
2019-03-29,1643.168
2019-04-30,1765.445
2019-05-31,1699.268
2019-06-28,1825.616
2019-07-31,1746.941
2019-08-30,1664.201
2019-09-30,1703.609
2019-10-31,1801.405
2019-11-29,1870.394
2019-12-31,1894.491
2020-01-31,1875.138
2020-02-28,1712.39
2020-03-31,1485.594
2020-04-30,1604.01
2020-05-29,1725.756
2020-06-30,1768.995
2020-07-31,1927.264
2020-08-31,2030.754
2020-09-30,1979.801
2020-10-30,1649.582
2020-11-30,1870.363
2020-12-31,2014.128
2021-01-29,1961.624
2021-02-26,2017.084
2021-03-31,1974.226
2021-04-30,2088.212
2021-05-31,2140.748
2021-06-30,2161.695
2021-07-30,2162.978
2021-08-31,2251.95
2021-09-30,2103.015
2021-10-29,2226.102
2021-11-30,2081.09
2021-12-31,2170.183
2022-01-31,1977.768
2022-02-28,1804.0
2022-03-31,1788.961
2022-04-29,1613.101
2022-05-31,1648.705
2022-06-30,1485.057
2022-07-29,1540.979
2022-08-31,1453.314
2022-09-30,1328.345
2022-10-31,1396.42
2022-11-30,1608.216
2022-12-30,1600.815
2023-01-31,1780.379
2023-02-28,1745.448
2023-03-31,1891.592
2023-04-28,1905.27
2023-05-31,1810.863
2023-06-30,1910.222
2023-07-31,1961.736
2023-08-31,1882.923
2023-09-29,1772.179
2023-10-31,1728.1
2023-11-30,2037.759
2023-12-29,2056.807
2024-01-31,2108.278
2024-02-29,2237.592
2024-03-29,2294.498
2024-04-30,2187.298
2024-05-31,2282.867
2024-06-28,2350.736
2024-07-31,2392.08
2024-08-30,2502.488
2024-09-30,2573.847
2024-10-31,2497.684
2024-11-29,2509.423
2024-12-31,2542.804
2025-01-31,2818.845
2025-02-28,2851.779
2025-03-31,2777.367
2025-04-30,2992.5
2025-05-30,3174.57
2025-06-30,3245.07
2025-07-31,3103.263
2025-08-29,3042.59
2025-09-30,3081.471
2025-10-31,2981.661
2025-11-28,2902.174
