Date,BELGIUM VALUE Standard (Large+Mid Cap)
1993-09-30,1777.935
1993-10-29,1828.956
1993-11-30,1877.508
1993-12-31,1999.306
1994-01-31,2100.613
1994-02-28,2068.013
1994-03-31,2029.852
1994-04-29,2169.705
1994-05-31,2112.85
1994-06-30,2067.566
1994-07-29,2170.516
1994-08-31,2219.706
1994-09-30,2096.695
1994-10-31,2183.318
1994-11-30,2193.015
1994-12-30,2232.823
1995-01-31,2253.305
1995-02-28,2369.452
1995-03-31,2521.127
1995-04-28,2744.02
1995-05-31,2759.576
1995-06-30,2763.815
1995-07-31,2843.471
1995-08-31,2650.598
1995-09-29,2750.371
1995-10-31,2770.984
1995-11-30,2845.933
1995-12-29,3043.716
1996-01-31,3148.702
1996-02-29,3129.149
1996-03-29,3067.827
1996-04-30,3150.185
1996-05-31,3206.028
1996-06-28,3278.321
1996-07-31,3265.065
1996-08-30,3342.521
1996-09-30,3357.735
1996-10-31,3376.419
1996-11-29,3435.745
1996-12-31,3392.55
1997-01-31,3490.265
1997-02-28,3602.278
1997-03-31,3698.798
1997-04-30,3770.508
1997-05-30,3837.596
1997-06-30,3843.342
1997-07-31,3888.591
1997-08-29,3594.737
1997-09-30,3834.992
1997-10-31,3893.241
1997-11-28,3891.539
1997-12-31,3996.003
1998-01-30,4118.919
1998-02-27,4313.08
1998-03-31,4642.208
1998-04-30,4985.261
1998-05-29,5311.648
1998-06-30,5595.394
1998-07-31,5936.454
1998-08-31,5608.607
1998-09-30,5669.371
1998-10-30,6012.321
1998-11-30,6348.073
1998-12-31,7091.836
1999-01-29,6896.003
1999-02-26,6602.462
1999-03-31,6489.742
1999-04-30,6377.81
1999-05-31,5962.09
1999-06-30,6025.5
1999-07-30,6212.099
1999-08-31,6454.089
1999-09-30,6364.931
1999-10-29,6347.266
1999-11-30,6040.758
1999-12-31,6578.245
2000-01-31,5467.676
2000-02-29,5422.172
2000-03-31,5340.744
2000-04-28,5259.479
2000-05-31,5430.231
2000-06-30,5708.045
2000-07-31,5682.354
2000-08-31,5525.361
2000-09-29,5285.099
2000-10-31,5137.894
2000-11-30,5015.386
2000-12-29,5397.799
2001-01-31,5226.08
2001-02-28,5542.945
2001-03-30,5170.665
2001-04-30,5168.404
2001-05-31,4985.65
2001-06-29,5095.158
2001-07-31,5341.785
2001-08-31,5411.678
2001-09-28,4919.16
2001-10-31,4864.574
2001-11-30,5033.863
2001-12-31,5447.437
2002-01-31,5022.754
2002-02-28,4894.645
2002-03-29,5034.607
2002-04-30,5280.647
2002-05-31,5470.385
2002-06-28,5286.617
2002-07-31,4389.697
2002-08-30,4466.26
2002-09-30,3594.149
2002-10-31,4225.014
2002-11-29,4279.792
2002-12-31,4293.023
2003-01-31,3951.751
2003-02-28,3441.414
2003-03-31,3378.746
2003-04-30,4207.328
2003-05-30,4652.563
2003-06-30,4711.969
2003-07-31,4956.353
2003-08-29,4697.511
2003-09-30,4943.148
2003-10-31,5305.387
2003-11-28,5454.047
2003-12-31,5891.01
2004-01-30,6331.576
2004-02-27,6639.714
2004-03-31,6233.475
2004-04-30,6309.721
2004-05-31,6414.442
2004-06-30,6654.638
2004-07-30,6530.238
2004-08-31,6813.893
2004-09-30,7328.276
2004-10-29,7738.072
2004-11-30,8317.38
2004-12-31,8811.989
2005-01-31,8622.349
2005-02-28,9049.209
2005-03-31,9127.333
2005-04-29,8975.198
2005-05-31,8935.017
2005-06-30,9042.066
2005-07-29,9467.534
2005-08-31,9412.1
2005-09-30,9625.719
2005-10-31,9376.32
2005-11-30,9686.296
2005-12-30,10240.729
2006-01-31,11051.054
2006-02-28,11206.24
2006-03-31,11349.138
2006-04-28,11881.851
2006-05-31,11517.561
2006-06-30,11082.0
2006-07-31,11471.148
2006-08-31,12418.452
2006-09-29,12848.507
2006-10-31,13271.166
2006-11-30,13129.138
2006-12-29,13566.144
2007-01-31,13670.729
2007-02-28,13845.371
2007-03-30,14511.808
2007-04-30,14828.615
2007-05-31,14314.523
2007-06-29,14436.739
2007-07-31,13500.751
2007-08-31,12880.69
2007-09-28,12766.147
2007-10-31,13575.206
2007-11-30,11819.534
2007-12-31,11550.136
2008-01-31,10268.968
2008-02-29,10343.841
2008-03-31,11053.11
2008-04-30,11796.849
2008-05-30,11072.302
2008-06-30,8658.605
2008-07-31,7810.151
2008-08-29,7801.625
2008-09-30,5630.001
2008-10-31,3436.52
2008-11-28,3220.677
2008-12-31,3412.172
2009-01-30,3238.948
2009-02-27,2731.661
2009-03-31,3072.661
2009-04-30,3500.582
2009-05-29,4067.197
2009-06-30,3901.166
2009-07-31,4264.708
2009-08-31,4758.258
2009-09-30,5176.573
2009-10-30,4873.932
2009-11-30,4974.454
2009-12-31,4829.824
2010-01-29,4755.486
2010-02-26,4653.368
2010-03-31,4843.443
2010-04-30,4582.22
2010-05-31,4038.151
2010-06-30,3866.075
2010-07-30,4330.65
2010-08-31,4037.965
2010-09-30,4507.418
2010-10-29,4581.185
2010-11-30,3960.376
2010-12-31,4142.636
2011-01-31,4506.792
2011-02-28,4723.855
2011-03-31,4718.292
2011-04-29,5232.83
2011-05-31,5040.705
2011-06-30,4919.684
2011-07-29,4576.353
2011-08-31,4133.756
2011-09-30,3568.389
2011-10-31,3739.86
2011-11-30,3273.731
2011-12-30,3115.339
2012-01-31,3447.625
2012-02-29,3721.364
2012-03-30,3721.482
2012-04-30,3449.113
2012-05-31,2998.899
2012-06-29,3274.677
2012-07-31,3273.583
2012-08-31,3473.74
2012-09-28,3658.403
2012-10-31,3688.7
2012-11-30,3932.984
2012-12-31,4175.058
2013-01-31,4587.576
2013-02-28,4426.562
2013-03-29,4349.163
2013-04-30,4699.391
2013-05-31,4738.856
2013-06-28,4556.554
2013-07-31,5000.277
2013-08-30,4889.283
2013-09-30,5098.952
2013-10-31,5298.886
2013-11-29,5273.437
2013-12-31,5370.695
2014-01-31,5480.739
2014-02-28,5920.873
2014-03-31,5871.995
2014-04-30,5880.324
2014-05-30,5919.896
2014-06-30,5748.509
2014-07-31,5442.13
2014-08-29,5512.611
2014-09-30,5350.079
2014-10-31,5381.119
2014-11-28,5656.649
2014-12-31,5491.701
2015-01-30,5603.745
2015-02-27,5907.53
2015-03-31,5728.665
2015-04-30,5804.073
2015-05-29,5891.814
2015-06-30,5794.582
2015-07-31,6136.851
2015-08-31,5911.846
2015-09-30,5799.865
2015-10-30,6179.636
2015-11-30,6229.232
2015-12-31,6383.838
2016-01-29,5932.307
2016-02-29,5766.146
2016-03-31,5999.417
2016-04-29,6189.452
2016-05-31,6350.587
2016-06-30,5765.848
2016-07-29,6125.794
2016-08-31,6506.023
2016-09-30,6627.195
2016-10-31,6631.162
2016-11-30,6594.859
2016-12-30,6805.699
2017-01-31,7014.687
2017-02-28,6740.96
2017-03-31,7173.061
2017-04-28,7557.245
2017-05-31,8033.965
2017-06-30,8054.132
2017-07-31,8653.314
2017-08-31,8694.559
2017-09-29,8904.326
2017-10-31,8828.567
2017-11-30,8759.426
2017-12-29,8838.434
2018-01-31,9647.887
2018-02-28,9377.029
2018-03-30,9038.746
2018-04-30,9157.104
2018-05-31,8539.898
2018-06-29,8389.224
2018-07-31,8575.147
2018-08-31,8147.458
2018-09-28,8409.516
2018-10-31,7841.663
2018-11-30,7974.306
2018-12-31,7471.278
2019-01-31,7814.481
2019-02-28,8242.094
2019-03-29,8091.118
2019-04-30,8456.232
2019-05-31,8027.337
2019-06-28,8371.205
2019-07-31,8336.396
2019-08-30,7972.549
2019-09-30,8427.599
2019-10-31,8895.577
2019-11-29,9217.522
2019-12-31,9336.314
2020-01-31,8893.797
2020-02-28,7806.559
2020-03-31,6381.036
2020-04-30,6647.875
2020-05-29,6557.18
2020-06-30,6933.467
2020-07-31,7353.902
2020-08-31,7805.188
2020-09-30,7357.245
2020-10-30,7053.128
2020-11-30,9066.958
2020-12-31,9381.26
2021-01-29,8888.147
2021-02-26,8675.05
2021-03-31,9214.769
2021-04-30,9923.416
2021-05-31,10564.84
2021-06-30,10231.104
2021-07-30,9891.265
2021-08-31,9883.512
2021-09-30,9559.758
2021-10-29,9915.214
2021-11-30,9183.119
2021-12-31,9849.925
2022-01-31,9592.598
2022-02-28,9334.86
2022-03-31,9310.574
2022-04-29,8852.156
2022-05-31,8626.792
2022-06-30,8105.945
2022-07-29,7950.724
2022-08-31,7360.454
2022-09-30,7005.903
2022-10-31,7510.314
2022-11-30,8281.081
2022-12-30,8741.501
2023-01-31,9320.023
2023-02-28,9259.325
2023-03-31,9345.93
2023-04-28,9525.136
2023-05-31,8503.876
2023-06-30,8825.137
2023-07-31,9456.998
2023-08-31,8768.141
2023-09-29,8263.418
2023-10-31,7754.02
2023-11-30,8536.55
2023-12-29,9203.332
2024-01-31,8779.094
2024-02-29,8701.513
2024-03-29,9147.394
2024-04-30,9107.097
2024-05-31,9387.712
2024-06-28,8757.183
2024-07-31,9145.512
2024-08-30,9212.097
2024-09-30,9585.385
2024-10-31,8689.747
2024-11-29,8425.533
2024-12-31,8230.527
2025-01-31,8422.229
2025-02-28,9273.182
2025-03-31,9575.966
2025-04-30,10085.992
2025-05-30,10887.934
2025-06-30,11109.362
2025-07-31,10602.946
2025-08-29,11327.648
2025-09-30,11098.512
2025-10-31,11151.645
2025-11-28,11429.033
2025-12-31,11930.949
2026-01-30,12694.485
