Date,BELGIUM VALUE Standard (Large+Mid Cap)
1998-07-31,8457.862
1998-08-31,7996.14
1998-09-30,8087.929
1998-10-30,8582.404
1998-11-30,9066.804
1998-12-31,10134.321
1999-01-29,9859.531
1999-02-26,9444.739
1999-03-31,9289.209
1999-04-30,9134.559
1999-05-31,8544.648
1999-06-30,8641.342
1999-07-30,8915.001
1999-08-31,9268.272
1999-09-30,9146.094
1999-10-29,9126.534
1999-11-30,8691.409
1999-12-31,9470.37
2000-01-31,7877.043
2000-02-29,7816.921
2000-03-31,7704.944
2000-04-28,7593.335
2000-05-31,7845.603
2000-06-30,8252.946
2000-07-31,8221.576
2000-08-31,7999.986
2000-09-29,7658.213
2000-10-31,7450.783
2000-11-30,7279.181
2000-12-29,7840.199
2001-01-31,7595.416
2001-02-28,8055.937
2001-03-30,7514.877
2001-04-30,7514.841
2001-05-31,7298.647
2001-06-29,7473.328
2001-07-31,7835.068
2001-08-31,7937.583
2001-09-28,7215.183
2001-10-31,7135.118
2001-11-30,7383.423
2001-12-31,7990.032
2002-01-31,7369.495
2002-02-28,7181.531
2002-03-29,7386.886
2002-04-30,7761.222
2002-05-31,8086.45
2002-06-28,7818.317
2002-07-31,6491.873
2002-08-30,6605.101
2002-09-30,5315.346
2002-10-31,6248.325
2002-11-29,6329.335
2002-12-31,6348.903
2003-01-31,5844.2
2003-02-28,5089.468
2003-03-31,4996.79
2003-04-30,6230.336
2003-05-30,6949.308
2003-06-30,7056.735
2003-07-31,7422.73
2003-08-29,7035.083
2003-09-30,7402.954
2003-10-31,7945.451
2003-11-28,8168.086
2003-12-31,8822.491
2004-01-30,9482.29
2004-02-27,9943.764
2004-03-31,9335.373
2004-04-30,9449.56
2004-05-31,9714.141
2004-06-30,10095.582
2004-07-30,9906.858
2004-08-31,10337.183
2004-09-30,11117.542
2004-10-29,11739.233
2004-11-30,12618.086
2004-12-31,13372.35
2005-01-31,13084.568
2005-02-28,13732.336
2005-03-31,13850.89
2005-04-29,13625.241
2005-05-31,13705.879
2005-06-30,13870.537
2005-07-29,14523.206
2005-08-31,14481.171
2005-09-30,14809.84
2005-10-31,14426.122
2005-11-30,14903.041
2005-12-30,15756.075
2006-01-31,17002.816
2006-02-28,17241.581
2006-03-31,17461.439
2006-04-28,18311.289
2006-05-31,17791.574
2006-06-30,17185.006
2006-07-31,17788.463
2006-08-31,19318.938
2006-09-29,19987.959
2006-10-31,20645.475
2006-11-30,20424.526
2006-12-29,21108.871
2007-01-31,21271.605
2007-02-28,21543.348
2007-03-30,22580.321
2007-04-30,23100.497
2007-05-31,22444.826
2007-06-29,22636.457
2007-07-31,21168.85
2007-08-31,20278.897
2007-09-28,20098.565
2007-10-31,21372.319
2007-11-30,18608.252
2007-12-31,18188.477
2008-01-31,16174.697
2008-02-29,16292.629
2008-03-31,17409.802
2008-04-30,18611.759
2008-05-30,17604.206
2008-06-30,13766.592
2008-07-31,12417.608
2008-08-29,12404.053
2008-09-30,8951.318
2008-10-31,5463.833
2008-11-28,5120.658
2008-12-31,5428.966
2009-01-30,5156.499
2009-02-27,4348.883
2009-03-31,4891.764
2009-04-30,5597.547
2009-05-29,6515.478
2009-06-30,6257.468
2009-07-31,6840.589
2009-08-31,7633.271
2009-09-30,8304.338
2009-10-30,7818.838
2009-11-30,7980.095
2009-12-31,7751.233
2010-01-29,7635.429
2010-02-26,7471.468
2010-03-31,7776.652
2010-04-30,7379.123
2010-05-31,6528.567
2010-06-30,6250.368
2010-07-30,7001.457
2010-08-31,6529.002
2010-09-30,7288.063
2010-10-29,7407.337
2010-11-30,6403.548
2010-12-31,6702.318
2011-01-31,7295.719
2011-02-28,7647.105
2011-03-31,7638.101
2011-04-29,8500.174
2011-05-31,8217.347
2011-06-30,8030.373
2011-07-29,7469.957
2011-08-31,6749.134
2011-09-30,5826.067
2011-10-31,6106.024
2011-11-30,5344.981
2011-12-30,5090.609
2012-01-31,5637.989
2012-02-29,6085.642
2012-03-30,6085.835
2012-04-30,5677.268
2012-05-31,4957.384
2012-06-29,5413.263
2012-07-31,5411.455
2012-08-31,5743.574
2012-09-28,6048.901
2012-10-31,6098.994
2012-11-30,6502.9
2012-12-31,6911.354
2013-01-31,7598.978
2013-02-28,7332.269
2013-03-29,7204.065
2013-04-30,7832.28
2013-05-31,7924.154
2013-06-28,7619.315
2013-07-31,8361.294
2013-08-30,8175.693
2013-09-30,8526.294
2013-10-31,8860.618
2013-11-29,8818.063
2013-12-31,8986.487
2014-01-31,9170.617
2014-02-28,9907.069
2014-03-31,9825.284
2014-04-30,9874.765
2014-05-30,9976.823
2014-06-30,9687.984
2014-07-31,9171.641
2014-08-29,9290.424
2014-09-30,9016.508
2014-10-31,9068.819
2014-11-28,9533.171
2014-12-31,9262.674
2015-01-30,9451.655
2015-02-27,9964.039
2015-03-31,9662.354
2015-04-30,9802.557
2015-05-29,10003.61
2015-06-30,9852.448
2015-07-31,10434.403
2015-08-31,10051.829
2015-09-30,9864.192
2015-10-30,10510.093
2015-11-30,10594.445
2015-12-31,10861.699
2016-01-29,10097.403
2016-02-29,9814.579
2016-03-31,10211.632
2016-04-29,10546.465
2016-05-31,10875.358
2016-06-30,9873.995
2016-07-29,10490.401
2016-08-31,11144.312
2016-09-30,11351.87
2016-10-31,11358.665
2016-11-30,11314.848
2016-12-30,11682.262
2017-01-31,12049.249
2017-02-28,11579.063
2017-03-31,12321.292
2017-04-28,12996.09
2017-05-31,13927.061
2017-06-30,13962.021
2017-07-31,15000.717
2017-08-31,15072.215
2017-09-29,15435.852
2017-10-31,15304.522
2017-11-30,15213.543
2017-12-29,15358.257
2018-01-31,16775.324
2018-02-28,16304.368
2018-03-30,15716.177
2018-04-30,15937.11
2018-05-31,14986.322
2018-06-29,14721.912
2018-07-31,15048.181
2018-08-31,14297.646
2018-09-28,14757.521
2018-10-31,13761.018
2018-11-30,14025.034
2018-12-31,13149.073
2019-01-31,13753.093
2019-02-28,14505.672
2019-03-29,14239.96
2019-04-30,14930.572
2019-05-31,14295.864
2019-06-28,14908.258
2019-07-31,14846.266
2019-08-30,14198.292
2019-09-30,15008.689
2019-10-31,15842.11
2019-11-29,16442.689
2019-12-31,16662.76
2020-01-31,15884.519
2020-02-28,13942.689
2020-03-31,11396.672
2020-04-30,11890.219
2020-05-29,11773.418
2020-06-30,12470.955
2020-07-31,13227.176
2020-08-31,14038.885
2020-09-30,13233.188
2020-10-30,12688.128
2020-11-30,16338.602
2020-12-31,16909.382
2021-01-29,16026.645
2021-02-26,15642.4
2021-03-31,16615.592
2021-04-30,17899.573
2021-05-31,19114.352
2021-06-30,18533.245
2021-07-30,17917.639
2021-08-31,17903.596
2021-09-30,17317.129
2021-10-29,17965.106
2021-11-30,16672.052
2021-12-31,17886.604
2022-01-31,17424.585
2022-02-28,16956.414
2022-03-31,16912.3
2022-04-29,16088.041
2022-05-31,15805.933
2022-06-30,14881.51
2022-07-29,14596.545
2022-08-31,13512.881
2022-09-30,12861.969
2022-10-31,13804.046
2022-11-30,15238.079
2022-12-30,16085.301
2023-01-31,17156.581
2023-02-28,17044.845
2023-03-31,17204.27
2023-04-28,17549.259
2023-05-31,15772.513
2023-06-30,16368.372
2023-07-31,17540.312
2023-08-31,16267.953
2023-09-29,15331.517
2023-10-31,14410.134
2023-11-30,15890.815
2023-12-29,17132.032
2024-01-31,16342.312
2024-02-29,16197.894
2024-03-29,17027.904
2024-04-30,16984.421
2024-05-31,17650.315
2024-06-28,16492.574
2024-07-31,17223.923
2024-08-30,17355.109
2024-09-30,18058.365
2024-10-31,16371.029
2024-11-29,15898.882
2024-12-31,15547.927
2025-01-31,15910.062
2025-02-28,17517.559
2025-03-31,18089.535
2025-04-30,19053.004
2025-05-30,20727.0
2025-06-30,21172.478
