date,NAV
06-09-2017,$1.04652
07-09-2017,$1.04655
08-09-2017,$1.04658
11-09-2017,$1.04666
12-09-2017,$1.04668
13-09-2017,$1.04671
14-09-2017,$1.04674
15-09-2017,$1.04676
18-09-2017,$1.04684
19-09-2017,$1.04687
20-09-2017,$1.0469
21-09-2017,$1.04692
22-09-2017,$1.04695
25-09-2017,$1.04699
26-09-2017,$1.04702
27-09-2017,$1.04705
28-09-2017,$1.04707
29-09-2017,$1.0471
02-10-2017,$1.04718
03-10-2017,$1.04721
04-10-2017,$1.04723
05-10-2017,$1.04726
06-10-2017,$1.04729
09-10-2017,$1.04737
10-10-2017,$1.0474
11-10-2017,$1.04742
12-10-2017,$1.04745
13-10-2017,$1.04747
16-10-2017,$1.04755
17-10-2017,$1.04758
19-10-2017,$1.04763
20-10-2017,$1.04766
23-10-2017,$1.04773
24-10-2017,$1.04776
25-10-2017,$1.04778
26-10-2017,$1.0478
27-10-2017,$1.04782
30-10-2017,$1.04788
31-10-2017,$1.04791
01-11-2017,$1.04793
02-11-2017,$1.04795
03-11-2017,$1.04798
06-11-2017,$1.04805
07-11-2017,$1.04808
08-11-2017,$1.0481
09-11-2017,$1.04813
10-11-2017,$1.04815
13-11-2017,$1.04823
14-11-2017,$1.04826
15-11-2017,$1.04828
16-11-2017,$1.04833
17-11-2017,$1.04836
20-11-2017,$1.04844
21-11-2017,$1.04847
22-11-2017,$1.0485
23-11-2017,$1.04853
24-11-2017,$1.04855
27-11-2017,$1.04862
28-11-2017,$1.04864
29-11-2017,$1.04867
30-11-2017,$1.04869
01-12-2017,$1.04872
04-12-2017,$1.04881
05-12-2017,$1.04884
06-12-2017,$1.04887
07-12-2017,$1.0489
08-12-2017,$1.04892
11-12-2017,$1.04901
12-12-2017,$1.04904
13-12-2017,$1.04907
14-12-2017,$1.0491
15-12-2017,$1.04913
18-12-2017,$1.04922
19-12-2017,$1.04925
20-12-2017,$1.04928
21-12-2017,$1.04931
22-12-2017,$1.04934
26-12-2017,$1.04945
27-12-2017,$1.04947
28-12-2017,$1.04952
29-12-2017,$1.04955
02-01-2018,$1.04966
03-01-2018,$1.04969
04-01-2018,$1.04972
05-01-2018,$1.04975
08-01-2018,$1.04985
09-01-2018,$1.04989
10-01-2018,$1.04992
11-01-2018,$1.04995
12-01-2018,$1.04998
15-01-2018,$1.05008
16-01-2018,$1.05011
17-01-2018,$1.05013
18-01-2018,$1.05016
19-01-2018,$1.05019
22-01-2018,$1.05028
23-01-2018,$1.05032
24-01-2018,$1.05034
25-01-2018,$1.05037
26-01-2018,$1.05039
29-01-2018,$1.05045
30-01-2018,$1.0505
31-01-2018,$1.05056
01-02-2018,$1.05062
02-02-2018,$1.05067
05-02-2018,$1.05078
06-02-2018,$1.05081
07-02-2018,$1.05084
08-02-2018,$1.05087
09-02-2018,$1.0509
12-02-2018,$1.05099
13-02-2018,$1.05101
14-02-2018,$1.05104
15-02-2018,$1.05107
19-02-2018,$1.05119
20-02-2018,$1.05121
21-02-2018,$1.05124
22-02-2018,$1.05126
23-02-2018,$1.05129
26-02-2018,$1.05138
27-02-2018,$1.05141
28-02-2018,$1.05143
01-03-2018,$1.05146
02-03-2018,$1.05148
05-03-2018,$1.05157
06-03-2018,$1.0516
07-03-2018,$1.05163
08-03-2018,$1.05166
09-03-2018,$1.05169
12-03-2018,$1.05178
13-03-2018,$1.05181
14-03-2018,$1.05184
15-03-2018,$1.05187
16-03-2018,$1.0519
19-03-2018,$1.05197
20-03-2018,$1.052
21-03-2018,$1.05202
22-03-2018,$1.05205
23-03-2018,$1.05207
26-03-2018,$1.05215
27-03-2018,$1.05217
28-03-2018,$1.05219
29-03-2018,$1.05219
02-04-2018,$1.05232
03-04-2018,$1.05235
04-04-2018,$1.05238
05-04-2018,$1.05242
06-04-2018,$1.05245
09-04-2018,$1.05255
10-04-2018,$1.05258
11-04-2018,$1.05261
12-04-2018,$1.05264
13-04-2018,$1.05267
16-04-2018,$1.05277
17-04-2018,$1.0528
18-04-2018,$1.05283
19-04-2018,$1.05286
20-04-2018,$1.0529
23-04-2018,$1.053
24-04-2018,$1.05303
25-04-2018,$1.05306
26-04-2018,$1.0531
27-04-2018,$1.05313
30-04-2018,$1.05324
02-05-2018,$1.05331
03-05-2018,$1.05335
04-05-2018,$1.05338
07-05-2018,$1.05349
08-05-2018,$1.05352
09-05-2018,$1.05356
10-05-2018,$1.0536
11-05-2018,$1.05364
14-05-2018,$1.05375
15-05-2018,$1.05379
16-05-2018,$1.05382
17-05-2018,$1.05386
18-05-2018,$1.05389
21-05-2018,$1.054
22-05-2018,$1.05403
23-05-2018,$1.05406
24-05-2018,$1.0541
25-05-2018,$1.05414
28-05-2018,$1.05424
30-05-2018,$1.05431
31-05-2018,$1.05435
01-06-2018,$1.05439
04-06-2018,$1.05451
05-06-2018,$1.05454
06-06-2018,$1.05458
07-06-2018,$1.05462
08-06-2018,$1.05466
11-06-2018,$1.05477
12-06-2018,$1.05481
13-06-2018,$1.05484
14-06-2018,$1.05488
18-06-2018,$1.05503
19-06-2018,$1.05507
20-06-2018,$1.0551
21-06-2018,$1.05514
22-06-2018,$1.05517
25-06-2018,$1.05527
26-06-2018,$1.05531
27-06-2018,$1.05534
28-06-2018,$1.05538
29-06-2018,$1.05542
02-07-2018,$1.05553
03-07-2018,$1.05557
04-07-2018,$1.0556
05-07-2018,$1.05564
06-07-2018,$1.05567
09-07-2018,$1.05579
10-07-2018,$1.05582
11-07-2018,$1.05586
12-07-2018,$1.0559
13-07-2018,$1.05594
16-07-2018,$1.05606
17-07-2018,$1.0561
18-07-2018,$1.05613
19-07-2018,$1.05617
20-07-2018,$1.05621
23-07-2018,$1.05633
24-07-2018,$1.05636
25-07-2018,$1.0564
26-07-2018,$1.05643
27-07-2018,$1.05647
30-07-2018,$1.05657
31-07-2018,$1.05661
01-08-2018,$1.05665
02-08-2018,$1.05668
03-08-2018,$1.05672
06-08-2018,$1.05684
07-08-2018,$1.05688
08-08-2018,$1.05692
10-08-2018,$1.05701
13-08-2018,$1.05713
14-08-2018,$1.05717
15-08-2018,$1.05722
16-08-2018,$1.05726
17-08-2018,$1.05731
20-08-2018,$1.05743
21-08-2018,$1.05748
23-08-2018,$1.05756
24-08-2018,$1.0576
27-08-2018,$1.05773
28-08-2018,$1.05777
29-08-2018,$1.05781
30-08-2018,$1.05786
31-08-2018,$1.0579
03-09-2018,$1.05803
04-09-2018,$1.05807
05-09-2018,$1.05812
06-09-2018,$1.05816
07-09-2018,$1.0582
10-09-2018,$1.05826
11-09-2018,$1.0583
12-09-2018,$1.05834
13-09-2018,$1.05838
14-09-2018,$1.05842
17-09-2018,$1.05854
18-09-2018,$1.05858
19-09-2018,$1.05861
20-09-2018,$1.05865
21-09-2018,$1.05869
24-09-2018,$1.0588
25-09-2018,$1.05884
26-09-2018,$1.05888
27-09-2018,$1.05892
28-09-2018,$1.05896
01-10-2018,$1.05909
02-10-2018,$1.05913
03-10-2018,$1.05917
04-10-2018,$1.05921
05-10-2018,$1.05925
08-10-2018,$1.05938
09-10-2018,$1.05942
10-10-2018,$1.05946
11-10-2018,$1.0595
12-10-2018,$1.05954
15-10-2018,$1.05967
16-10-2018,$1.05971
17-10-2018,$1.05975
18-10-2018,$1.05979
19-10-2018,$1.05984
22-10-2018,$1.05997
23-10-2018,$1.06001
24-10-2018,$1.06005
25-10-2018,$1.06009
26-10-2018,$1.06013
29-10-2018,$1.06025
30-10-2018,$1.06029
31-10-2018,$1.06033
01-11-2018,$1.06037
02-11-2018,$1.06041
05-11-2018,$1.06053
07-11-2018,$1.06062
08-11-2018,$1.06066
09-11-2018,$1.0607
12-11-2018,$1.06083
13-11-2018,$1.06088
14-11-2018,$1.06092
15-11-2018,$1.06096
16-11-2018,$1.061
19-11-2018,$1.06114
20-11-2018,$1.06118
21-11-2018,$1.06123
22-11-2018,$1.06127
23-11-2018,$1.06132
26-11-2018,$1.06145
27-11-2018,$1.0615
28-11-2018,$1.06155
29-11-2018,$1.06159
30-11-2018,$1.06164
03-12-2018,$1.06178
04-12-2018,$1.06183
05-12-2018,$1.06188
06-12-2018,$1.06193
07-12-2018,$1.06198
10-12-2018,$1.06212
11-12-2018,$1.06216
12-12-2018,$1.06221
13-12-2018,$1.06226
14-12-2018,$1.0623
17-12-2018,$1.06244
18-12-2018,$1.06249
19-12-2018,$1.06254
20-12-2018,$1.06258
21-12-2018,$1.06263
24-12-2018,$1.06279
26-12-2018,$1.06289
27-12-2018,$1.06295
28-12-2018,$1.063
31-12-2018,$1.06316
02-01-2019,$1.06326
03-01-2019,$1.06332
04-01-2019,$1.06336
07-01-2019,$1.06351
08-01-2019,$1.06356
09-01-2019,$1.06361
10-01-2019,$1.06366
11-01-2019,$1.0637
14-01-2019,$1.06384
15-01-2019,$1.06389
16-01-2019,$1.06394
17-01-2019,$1.06399
18-01-2019,$1.06404
21-01-2019,$1.06418
22-01-2019,$1.06422
23-01-2019,$1.06427
24-01-2019,$1.06432
25-01-2019,$1.06437
28-01-2019,$1.06451
29-01-2019,$1.06455
30-01-2019,$1.0646
31-01-2019,$1.06464
01-02-2019,$1.06469
04-02-2019,$1.06484
07-02-2019,$1.06498
08-02-2019,$1.06503
11-02-2019,$1.06518
12-02-2019,$1.06524
13-02-2019,$1.06529
14-02-2019,$1.06534
15-02-2019,$1.0654
18-02-2019,$1.06554
19-02-2019,$1.06559
20-02-2019,$1.06564
21-02-2019,$1.0657
22-02-2019,$1.06574
25-02-2019,$1.0659
26-02-2019,$1.06595
27-02-2019,$1.066
28-02-2019,$1.06605
01-03-2019,$1.0661
04-03-2019,$1.06624
05-03-2019,$1.0663
06-03-2019,$1.06635
07-03-2019,$1.0664
08-03-2019,$1.06645
11-03-2019,$1.0666
12-03-2019,$1.06665
13-03-2019,$1.0667
14-03-2019,$1.06675
15-03-2019,$1.06682
18-03-2019,$1.06696
19-03-2019,$1.06701
20-03-2019,$1.06706
21-03-2019,$1.0671
22-03-2019,$1.06718
25-03-2019,$1.06733
26-03-2019,$1.06739
27-03-2019,$1.06744
28-03-2019,$1.06749
29-03-2019,$1.06753
01-04-2019,$1.06761
02-04-2019,$1.06766
03-04-2019,$1.06771
04-04-2019,$1.06776
05-04-2019,$1.06781
08-04-2019,$1.06796
09-04-2019,$1.06801
10-04-2019,$1.06807
11-04-2019,$1.06812
12-04-2019,$1.06817
15-04-2019,$1.0683
16-04-2019,$1.06836
17-04-2019,$1.06841
18-04-2019,$1.06846
22-04-2019,$1.06867
23-04-2019,$1.06871
24-04-2019,$1.06877
25-04-2019,$1.06882
26-04-2019,$1.06886
29-04-2019,$1.069
30-04-2019,$1.06905
02-05-2019,$1.06916
03-05-2019,$1.06921
06-05-2019,$1.06937
07-05-2019,$1.06942
08-05-2019,$1.06948
09-05-2019,$1.06953
10-05-2019,$1.06958
13-05-2019,$1.06978
14-05-2019,$1.06984
15-05-2019,$1.06989
16-05-2019,$1.06995
17-05-2019,$1.07
21-05-2019,$1.07023
22-05-2019,$1.07029
23-05-2019,$1.07034
24-05-2019,$1.0704
27-05-2019,$1.07057
28-05-2019,$1.07062
29-05-2019,$1.07068
30-05-2019,$1.07073
31-05-2019,$1.07079
03-06-2019,$1.07096
04-06-2019,$1.07102
06-06-2019,$1.07113
07-06-2019,$1.07118
10-06-2019,$1.07133
11-06-2019,$1.07139
12-06-2019,$1.07144
13-06-2019,$1.07149
14-06-2019,$1.07157
17-06-2019,$1.07171
18-06-2019,$1.07177
19-06-2019,$1.07182
20-06-2019,$1.07187
21-06-2019,$1.07192
24-06-2019,$1.07208
25-06-2019,$1.07213
26-06-2019,$1.07218
27-06-2019,$1.07223
28-06-2019,$1.07229
01-07-2019,$1.07246
02-07-2019,$1.07252
03-07-2019,$1.07257
04-07-2019,$1.07263
05-07-2019,$1.07268
08-07-2019,$1.07283
09-07-2019,$1.07289
10-07-2019,$1.07294
11-07-2019,$1.07299
12-07-2019,$1.07304
15-07-2019,$1.07319
16-07-2019,$1.07325
17-07-2019,$1.0733
18-07-2019,$1.07335
19-07-2019,$1.0734
22-07-2019,$1.07355
23-07-2019,$1.0736
24-07-2019,$1.07366
25-07-2019,$1.07371
26-07-2019,$1.07375
29-07-2019,$1.07388
30-07-2019,$1.07393
31-07-2019,$1.07399
01-08-2019,$1.07405
02-08-2019,$1.0741
05-08-2019,$1.07427
06-08-2019,$1.07432
07-08-2019,$1.07437
08-08-2019,$1.07443
13-08-2019,$1.07471
14-08-2019,$1.07477
15-08-2019,$1.07483
16-08-2019,$1.07486
19-08-2019,$1.07502
20-08-2019,$1.07507
21-08-2019,$1.07512
22-08-2019,$1.07517
23-08-2019,$1.07522
26-08-2019,$1.07538
27-08-2019,$1.07543
28-08-2019,$1.07548
29-08-2019,$1.07553
30-08-2019,$1.07558
02-09-2019,$1.07581
03-09-2019,$1.07586
04-09-2019,$1.07591
05-09-2019,$1.07596
06-09-2019,$1.076
09-09-2019,$1.07616
10-09-2019,$1.07621
11-09-2019,$1.07626
12-09-2019,$1.07631
13-09-2019,$1.07637
16-09-2019,$1.07652
17-09-2019,$1.07657
18-09-2019,$1.07662
19-09-2019,$1.07667
20-09-2019,$1.07672
23-09-2019,$1.07687
24-09-2019,$1.07692
25-09-2019,$1.07696
26-09-2019,$1.07701
27-09-2019,$1.07706
30-09-2019,$1.0772
01-10-2019,$1.07725
02-10-2019,$1.0773
03-10-2019,$1.07735
04-10-2019,$1.0774
07-10-2019,$1.07755
08-10-2019,$1.0776
09-10-2019,$1.07765
10-10-2019,$1.07769
11-10-2019,$1.07774
14-10-2019,$1.07789
15-10-2019,$1.07793
16-10-2019,$1.07798
17-10-2019,$1.07803
18-10-2019,$1.07807
21-10-2019,$1.07821
22-10-2019,$1.07826
23-10-2019,$1.0783
24-10-2019,$1.07833
25-10-2019,$1.07837
29-10-2019,$1.07854
30-10-2019,$1.07859
31-10-2019,$1.07863
01-11-2019,$1.07868
04-11-2019,$1.0788
05-11-2019,$1.07885
06-11-2019,$1.0789
07-11-2019,$1.07894
08-11-2019,$1.07898
11-11-2019,$1.07911
12-11-2019,$1.07915
13-11-2019,$1.0792
14-11-2019,$1.07924
15-11-2019,$1.07928
18-11-2019,$1.07941
19-11-2019,$1.07945
20-11-2019,$1.07949
21-11-2019,$1.07954
22-11-2019,$1.07958
25-11-2019,$1.07972
26-11-2019,$1.07976
27-11-2019,$1.07981
28-11-2019,$1.07985
29-11-2019,$1.0799
02-12-2019,$1.08004
03-12-2019,$1.08008
04-12-2019,$1.08013
05-12-2019,$1.08017
06-12-2019,$1.08022
09-12-2019,$1.08037
10-12-2019,$1.08042
11-12-2019,$1.08046
12-12-2019,$1.08051
13-12-2019,$1.08056
16-12-2019,$1.0807
17-12-2019,$1.08076
18-12-2019,$1.08082
19-12-2019,$1.08087
20-12-2019,$1.08092
23-12-2019,$1.08107
24-12-2019,$1.08111
26-12-2019,$1.0812
27-12-2019,$1.08125
30-12-2019,$1.08139
31-12-2019,$1.08144
02-01-2020,$1.08154
03-01-2020,$1.08159
06-01-2020,$1.08173
07-01-2020,$1.08178
08-01-2020,$1.08182
09-01-2020,$1.08186
10-01-2020,$1.08192
13-01-2020,$1.08206
14-01-2020,$1.08211
15-01-2020,$1.08215
16-01-2020,$1.0822
17-01-2020,$1.08224
20-01-2020,$1.08238
21-01-2020,$1.08242
22-01-2020,$1.08247
23-01-2020,$1.08251
24-01-2020,$1.08256
28-01-2020,$1.08273
29-01-2020,$1.08277
30-01-2020,$1.08282
31-01-2020,$1.08284
03-02-2020,$1.08298
04-02-2020,$1.08303
05-02-2020,$1.08308
06-02-2020,$1.08312
07-02-2020,$1.08316
10-02-2020,$1.0833
11-02-2020,$1.08334
12-02-2020,$1.08339
13-02-2020,$1.08343
14-02-2020,$1.08348
17-02-2020,$1.08361
18-02-2020,$1.08366
19-02-2020,$1.0837
20-02-2020,$1.08375
21-02-2020,$1.08379
24-02-2020,$1.08393
25-02-2020,$1.08397
26-02-2020,$1.08401
27-02-2020,$1.08406
28-02-2020,$1.0841
02-03-2020,$1.08423
03-03-2020,$1.08428
04-03-2020,$1.08432
05-03-2020,$1.08436
06-03-2020,$1.08443
09-03-2020,$1.08457
10-03-2020,$1.08462
11-03-2020,$1.08467
12-03-2020,$1.08472
13-03-2020,$1.08477
16-03-2020,$1.08489
17-03-2020,$1.08494
18-03-2020,$1.08498
19-03-2020,$1.08501
20-03-2020,$1.08505
23-03-2020,$1.08518
24-03-2020,$1.08522
25-03-2020,$1.08525
26-03-2020,$1.08529
27-03-2020,$1.08533
30-03-2020,$1.08544
31-03-2020,$1.08547
01-04-2020,$1.0855
02-04-2020,$1.08553
03-04-2020,$1.08556
06-04-2020,$1.08566
07-04-2020,$1.08569
08-04-2020,$1.08572
09-04-2020,$1.08575
13-04-2020,$1.08588
14-04-2020,$1.08592
15-04-2020,$1.08595
16-04-2020,$1.08598
17-04-2020,$1.08601
20-04-2020,$1.08611
21-04-2020,$1.08614
22-04-2020,$1.08616
23-04-2020,$1.08619
24-04-2020,$1.08622
27-04-2020,$1.0863
28-04-2020,$1.08632
29-04-2020,$1.08635
30-04-2020,$1.08636
04-05-2020,$1.08647
05-05-2020,$1.08649
06-05-2020,$1.08652
08-05-2020,$1.08657
11-05-2020,$1.08665
12-05-2020,$1.08667
13-05-2020,$1.0867
14-05-2020,$1.08672
15-05-2020,$1.08675
18-05-2020,$1.08682
19-05-2020,$1.08685
20-05-2020,$1.08687
21-05-2020,$1.0869
22-05-2020,$1.08693
26-05-2020,$1.08702
27-05-2020,$1.08704
28-05-2020,$1.08706
29-05-2020,$1.08708
01-06-2020,$1.08714
02-06-2020,$1.08717
03-06-2020,$1.0872
04-06-2020,$1.08722
05-06-2020,$1.08724
08-06-2020,$1.08729
09-06-2020,$1.08731
10-06-2020,$1.08733
11-06-2020,$1.08734
12-06-2020,$1.08736
15-06-2020,$1.08742
16-06-2020,$1.08743
17-06-2020,$1.08745
18-06-2020,$1.08747
19-06-2020,$1.08749
22-06-2020,$1.08756
23-06-2020,$1.08758
24-06-2020,$1.0876
25-06-2020,$1.08762
26-06-2020,$1.08763
29-06-2020,$1.08768
30-06-2020,$1.0877
01-07-2020,$1.08771
02-07-2020,$1.08773
03-07-2020,$1.08774
06-07-2020,$1.08779
07-07-2020,$1.0878
08-07-2020,$1.08782
09-07-2020,$1.08783
13-07-2020,$1.0879
14-07-2020,$1.08791
15-07-2020,$1.08793
16-07-2020,$1.08794
17-07-2020,$1.08796
20-07-2020,$1.088
21-07-2020,$1.08802
22-07-2020,$1.08803
23-07-2020,$1.08805
24-07-2020,$1.08807
27-07-2020,$1.08811
28-07-2020,$1.08812
29-07-2020,$1.08814
30-07-2020,$1.08814
03-08-2020,$1.0882
04-08-2020,$1.08821
05-08-2020,$1.08823
06-08-2020,$1.08824
07-08-2020,$1.08825
11-08-2020,$1.08831
12-08-2020,$1.08832
13-08-2020,$1.08833
14-08-2020,$1.08835
17-08-2020,$1.08839
18-08-2020,$1.0884
19-08-2020,$1.08841
20-08-2020,$1.08842
21-08-2020,$1.08843
24-08-2020,$1.08847
25-08-2020,$1.08848
26-08-2020,$1.08849
27-08-2020,$1.0885
28-08-2020,$1.08851
31-08-2020,$1.08855
01-09-2020,$1.08856
02-09-2020,$1.08858
03-09-2020,$1.08859
04-09-2020,$1.0886
07-09-2020,$1.08863
08-09-2020,$1.08865
09-09-2020,$1.08866
10-09-2020,$1.08867
11-09-2020,$1.08868
14-09-2020,$1.08872
15-09-2020,$1.08873
16-09-2020,$1.08874
17-09-2020,$1.08876
18-09-2020,$1.08877
21-09-2020,$1.08881
22-09-2020,$1.08882
23-09-2020,$1.08883
24-09-2020,$1.08884
25-09-2020,$1.08886
28-09-2020,$1.08889
29-09-2020,$1.0889
30-09-2020,$1.08892
01-10-2020,$1.08893
02-10-2020,$1.08894
05-10-2020,$1.08898
06-10-2020,$1.08899
07-10-2020,$1.089
08-10-2020,$1.08902
09-10-2020,$1.08903
12-10-2020,$1.08907
13-10-2020,$1.08908
14-10-2020,$1.08909
15-10-2020,$1.08911
16-10-2020,$1.08912
19-10-2020,$1.08916
20-10-2020,$1.08918
21-10-2020,$1.08919
22-10-2020,$1.0892
23-10-2020,$1.08922
26-10-2020,$1.08926
27-10-2020,$1.08927
28-10-2020,$1.08928
28-10-2020,$1.08928
29-10-2020,$1.08929
29-10-2020,$1.08929
30-10-2020,$1.0893
02-11-2020,$1.08934
03-11-2020,$1.08935
04-11-2020,$1.08936
05-11-2020,$1.08937
06-11-2020,$1.08938
09-11-2020,$1.08941
10-11-2020,$1.08942
11-11-2020,$1.08943
12-11-2020,$1.08944
13-11-2020,$1.08945
16-11-2020,$1.08947
17-11-2020,$1.08948
18-11-2020,$1.08949
19-11-2020,$1.0895
23-11-2020,$1.08953
24-11-2020,$1.08953
25-11-2020,$1.08954
26-11-2020,$1.08955
27-11-2020,$1.08955
30-11-2020,$1.08959
01-12-2020,$1.08959
02-12-2020,$1.0896
03-12-2020,$1.08961
04-12-2020,$1.08962
07-12-2020,$1.08964
08-12-2020,$1.08965
09-12-2020,$1.08966
10-12-2020,$1.08967
11-12-2020,$1.08967
14-12-2020,$1.08969
15-12-2020,$1.0897
16-12-2020,$1.08971
17-12-2020,$1.08971
18-12-2020,$1.08972
21-12-2020,$1.08975
22-12-2020,$1.08976
23-12-2020,$1.08977
24-12-2020,$1.08978
28-12-2020,$1.08981
29-12-2020,$1.08982
30-12-2020,$1.08983
31-12-2020,$1.08984
04-01-2021,$1.08988
05-01-2021,$1.08989
06-01-2021,$1.08991
07-01-2021,$1.08991
08-01-2021,$1.08992
11-01-2021,$1.08995
12-01-2021,$1.08996
13-01-2021,$1.08998
14-01-2021,$1.08999
15-01-2021,$1.09
18-01-2021,$1.09004
19-01-2021,$1.09005
20-01-2021,$1.09007
21-01-2021,$1.09007
22-01-2021,$1.09009
25-01-2021,$1.09011
26-01-2021,$1.09012
27-01-2021,$1.09013
28-01-2021,$1.09013
29-01-2021,$1.09013
01-02-2021,$1.09015
02-02-2021,$1.09015
03-02-2021,$1.09016
04-02-2021,$1.09016
05-02-2021,$1.09017
08-02-2021,$1.09019
09-02-2021,$1.09019
10-02-2021,$1.0902
11-02-2021,$1.09021
15-02-2021,$1.09025
16-02-2021,$1.09026
17-02-2021,$1.09027
18-02-2021,$1.09028
19-02-2021,$1.09029
22-02-2021,$1.09031
23-02-2021,$1.09032
25-02-2021,$1.09033
26-02-2021,$1.09034
01-03-2021,$1.09036
02-03-2021,$1.09037
03-03-2021,$1.09038
04-03-2021,$1.09039
05-03-2021,$1.0904
08-03-2021,$1.09043
09-03-2021,$1.09043
10-03-2021,$1.09044
11-03-2021,$1.09045
12-03-2021,$1.09046
15-03-2021,$1.09048
16-03-2021,$1.09049
17-03-2021,$1.0905
18-03-2021,$1.0905
19-03-2021,$1.09051
22-03-2021,$1.09054
23-03-2021,$1.09055
24-03-2021,$1.09056
25-03-2021,$1.09057
26-03-2021,$1.09057
29-03-2021,$1.0906
30-03-2021,$1.09062
31-03-2021,$1.09062
01-04-2021,$1.09063
05-04-2021,$1.09067
06-04-2021,$1.09068
07-04-2021,$1.09068
08-04-2021,$1.09069
09-04-2021,$1.0907
12-04-2021,$1.09072
13-04-2021,$1.09072
14-04-2021,$1.09073
15-04-2021,$1.09074
16-04-2021,$1.09077
20-04-2021,$1.09078
21-04-2021,$1.09079
22-04-2021,$1.09079
23-04-2021,$1.0908
26-04-2021,$1.09082
27-04-2021,$1.09083
28-04-2021,$1.09083
29-04-2021,$1.09084
30-04-2021,$1.09086
04-05-2021,$1.09087
05-05-2021,$1.09087
06-05-2021,$1.09088
07-05-2021,$1.09089
10-05-2021,$1.09091
11-05-2021,$1.09091
12-05-2021,$1.09093
14-05-2021,$1.09094
17-05-2021,$1.09097
18-05-2021,$1.09097
19-05-2021,$1.09098
20-05-2021,$1.09099
21-05-2021,$1.091
25-05-2021,$1.09105
27-05-2021,$1.09103
28-05-2021,$1.09107
31-05-2021,$1.0911
01-06-2021,$1.09111
02-06-2021,$1.09112
03-06-2021,$1.09113
04-06-2021,$1.09114
07-06-2021,$1.09116
08-06-2021,$1.09116
09-06-2021,$1.09118
10-06-2021,$1.09118
11-06-2021,$1.09119
14-06-2021,$1.09121
15-06-2021,$1.09122
16-06-2021,$1.09122
17-06-2021,$1.09123
18-06-2021,$1.09124
21-06-2021,$1.09126
22-06-2021,$1.09126
23-06-2021,$1.09127
24-06-2021,$1.09128
25-06-2021,$1.09129
28-06-2021,$1.0913
29-06-2021,$1.09131
30-06-2021,$1.09131
01-07-2021,$1.09132
02-07-2021,$1.09132
05-07-2021,$1.09134
06-07-2021,$1.09134
07-07-2021,$1.09136
08-07-2021,$1.09136
09-07-2021,$1.09137
12-07-2021,$1.09138
13-07-2021,$1.09139
14-07-2021,$1.0914
15-07-2021,$1.0914
16-07-2021,$1.09141
19-07-2021,$1.09143
22-07-2021,$1.09145
23-07-2021,$1.09144
27-07-2021,$1.09144
28-07-2021,$1.09148
29-07-2021,$1.09149
30-07-2021,$1.09149
02-08-2021,$1.09151
03-08-2021,$1.09152
04-08-2021,$1.09153
05-08-2021,$1.09153
06-08-2021,$1.09154
10-08-2021,$1.09155
11-08-2021,$1.09156
12-08-2021,$1.09156
13-08-2021,$1.09157
16-08-2021,$1.09158
17-08-2021,$1.09159
18-08-2021,$1.09159
19-08-2021,$1.0916
20-08-2021,$1.0916
23-08-2021,$1.09162
24-08-2021,$1.09163
25-08-2021,$1.09163
26-08-2021,$1.09164
27-08-2021,$1.09165
30-08-2021,$1.09167
31-08-2021,$1.09168
01-09-2021,$1.09169
02-09-2021,$1.0917
03-09-2021,$1.0917
06-09-2021,$1.09173
07-09-2021,$1.09173
08-09-2021,$1.09174
09-09-2021,$1.09175
10-09-2021,$1.09176
13-09-2021,$1.09178
14-09-2021,$1.09178
15-09-2021,$1.09179
16-09-2021,$1.0918
17-09-2021,$1.0918
20-09-2021,$1.09182
21-09-2021,$1.09183
22-09-2021,$1.09183
23-09-2021,$1.09184
24-09-2021,$1.09184
27-09-2021,$1.09186
28-09-2021,$1.09187
29-09-2021,$1.09187
30-09-2021,$1.09188
01-10-2021,$1.09188
04-10-2021,$1.0919
05-10-2021,$1.09191
06-10-2021,$1.09192
07-10-2021,$1.09192
08-10-2021,$1.09193
11-10-2021,$1.09195
12-10-2021,$1.09195
13-10-2021,$1.09196
14-10-2021,$1.09197
15-10-2021,$1.09198
18-10-2021,$1.092
19-10-2021,$1.09201
20-10-2021,$1.09202
21-10-2021,$1.09202
22-10-2021,$1.09203
25-10-2021,$1.09205
26-10-2021,$1.09206
27-10-2021,$1.09209
28-10-2021,$1.09209
29-10-2021,$1.0921
01-11-2021,$1.09211
02-11-2021,$1.09212
03-11-2021,$1.09213
05-11-2021,$1.09215
08-11-2021,$1.09217
09-11-2021,$1.09218
10-11-2021,$1.09219
11-11-2021,$1.09221
12-11-2021,$1.09221
15-11-2021,$1.09222
16-11-2021,$1.09223
17-11-2021,$1.09224
18-11-2021,$1.09225
19-11-2021,$1.09226
22-11-2021,$1.09232
23-11-2021,$1.09232
24-11-2021,$1.09235
25-11-2021,$1.09235
26-11-2021,$1.09234
29-11-2021,$1.09236
30-11-2021,$1.09237
01-12-2021,$1.09239
02-12-2021,$1.09239
03-12-2021,$1.09239
06-12-2021,$1.09242
07-12-2021,$1.09242
08-12-2021,$1.09239
09-12-2021,$1.09242
10-12-2021,$1.09243
13-12-2021,$1.09245
14-12-2021,$1.09246
15-12-2021,$1.09247
16-12-2021,$1.09248
17-12-2021,$1.09249
21-12-2021,$1.09253
22-12-2021,$1.09256
23-12-2021,$1.09256
24-12-2021,$1.09257
27-12-2021,$1.0926
