date,NAV
02-06-2009,$1.00224
03-06-2009,$1.00226
04-06-2009,$1.00228
05-06-2009,$1.0023
08-06-2009,$1.00237
09-06-2009,$1.00239
10-06-2009,$1.00241
11-06-2009,$1.00243
12-06-2009,$1.00245
15-06-2009,$1.00252
16-06-2009,$1.00254
17-06-2009,$1.00256
18-06-2009,$1.00258
19-06-2009,$1.0026
22-06-2009,$1.00267
23-06-2009,$1.00269
24-06-2009,$1.00271
25-06-2009,$1.00273
26-06-2009,$1.00275
29-06-2009,$1.00281
30-06-2009,$1.00283
01-07-2009,$1.00286
02-07-2009,$1.00288
03-07-2009,$1.0029
06-07-2009,$1.00296
07-07-2009,$1.00298
08-07-2009,$1.00301
09-07-2009,$1.00303
10-07-2009,$1.00305
13-07-2009,$1.00311
14-07-2009,$1.00313
15-07-2009,$1.00315
16-07-2009,$1.00316
17-07-2009,$1.00318
20-07-2009,$1.00324
21-07-2009,$1.00326
22-07-2009,$1.00328
23-07-2009,$1.00331
24-07-2009,$1.00333
27-07-2009,$1.00339
28-07-2009,$1.00341
29-07-2009,$1.00343
30-07-2009,$1.00345
31-07-2009,$1.00347
03-08-2009,$1.00352
04-08-2009,$1.00354
05-08-2009,$1.00356
06-08-2009,$1.00358
07-08-2009,$1.0036
11-08-2009,$1.00368
12-08-2009,$1.0037
13-08-2009,$1.00372
14-08-2009,$1.00374
17-08-2009,$1.0038
18-08-2009,$1.00381
19-08-2009,$1.00383
20-08-2009,$1.00385
21-08-2009,$1.00387
24-08-2009,$1.00393
25-08-2009,$1.00395
26-08-2009,$1.00397
27-08-2009,$1.00399
28-08-2009,$1.00401
31-08-2009,$1.00408
01-09-2009,$1.0041
02-09-2009,$1.00411
03-09-2009,$1.00413
04-09-2009,$1.00415
07-09-2009,$1.00421
08-09-2009,$1.00423
09-09-2009,$1.00425
10-09-2009,$1.00426
11-09-2009,$1.00428
14-09-2009,$1.00433
15-09-2009,$1.00435
16-09-2009,$1.00437
17-09-2009,$1.00439
18-09-2009,$1.0044
22-09-2009,$1.00448
23-09-2009,$1.0045
24-09-2009,$1.00452
25-09-2009,$1.00453
28-09-2009,$1.00459
29-09-2009,$1.00461
30-09-2009,$1.00463
01-10-2009,$1.00464
02-10-2009,$1.00466
05-10-2009,$1.00472
06-10-2009,$1.00474
07-10-2009,$1.00475
08-10-2009,$1.00477
09-10-2009,$1.00479
12-10-2009,$1.00485
13-10-2009,$1.00486
14-10-2009,$1.00488
15-10-2009,$1.0049
16-10-2009,$1.00492
19-10-2009,$1.00498
20-10-2009,$1.00499
21-10-2009,$1.00501
22-10-2009,$1.00503
23-10-2009,$1.00505
26-10-2009,$1.00511
27-10-2009,$1.00513
28-10-2009,$1.00514
29-10-2009,$1.00515
30-10-2009,$1.00517
02-11-2009,$1.00522
03-11-2009,$1.00524
04-11-2009,$1.00526
05-11-2009,$1.00528
06-11-2009,$1.0053
09-11-2009,$1.00535
10-11-2009,$1.00537
11-11-2009,$1.00539
12-11-2009,$1.00541
13-11-2009,$1.00543
16-11-2009,$1.00549
17-11-2009,$1.0055
18-11-2009,$1.00552
19-11-2009,$1.00554
20-11-2009,$1.00556
23-11-2009,$1.00561
24-11-2009,$1.00563
25-11-2009,$1.00564
26-11-2009,$1.00566
30-11-2009,$1.00573
01-12-2009,$1.00575
02-12-2009,$1.00577
03-12-2009,$1.00579
04-12-2009,$1.0058
07-12-2009,$1.00586
08-12-2009,$1.00587
09-12-2009,$1.00589
10-12-2009,$1.00591
11-12-2009,$1.00593
14-12-2009,$1.00598
15-12-2009,$1.00599
16-12-2009,$1.00601
17-12-2009,$1.00603
18-12-2009,$1.00604
21-12-2009,$1.00609
22-12-2009,$1.00611
23-12-2009,$1.00613
24-12-2009,$1.00614
28-12-2009,$1.00621
29-12-2009,$1.00623
30-12-2009,$1.00624
31-12-2009,$1.00626
04-01-2010,$1.00633
05-01-2010,$1.00634
06-01-2010,$1.00636
07-01-2010,$1.00638
08-01-2010,$1.00639
11-01-2010,$1.00645
12-01-2010,$1.00646
13-01-2010,$1.00648
14-01-2010,$1.0065
15-01-2010,$1.00651
18-01-2010,$1.00656
19-01-2010,$1.00657
20-01-2010,$1.00658
21-01-2010,$1.00659
22-01-2010,$1.0066
25-01-2010,$1.00662
26-01-2010,$1.00662
27-01-2010,$1.00664
28-01-2010,$1.00666
29-01-2010,$1.00667
01-02-2010,$1.00671
02-02-2010,$1.00672
03-02-2010,$1.00678
04-02-2010,$1.00679
05-02-2010,$1.0068
08-02-2010,$1.00682
09-02-2010,$1.00686
10-02-2010,$1.00687
11-02-2010,$1.00688
12-02-2010,$1.00689
17-02-2010,$1.00694
18-02-2010,$1.00695
19-02-2010,$1.00696
22-02-2010,$1.00699
23-02-2010,$1.007
24-02-2010,$1.00701
25-02-2010,$1.00702
26-02-2010,$1.007
01-03-2010,$1.00705
02-03-2010,$1.00706
03-03-2010,$1.0071
04-03-2010,$1.0071
05-03-2010,$1.0071
08-03-2010,$1.0071
09-03-2010,$1.0071
10-03-2010,$1.00714
11-03-2010,$1.00715
12-03-2010,$1.00716
15-03-2010,$1.00719
16-03-2010,$1.0072
17-03-2010,$1.00721
18-03-2010,$1.00722
19-03-2010,$1.00723
22-03-2010,$1.00725
23-03-2010,$1.00726
24-03-2010,$1.00727
25-03-2010,$1.00728
26-03-2010,$1.00729
29-03-2010,$1.00732
30-03-2010,$1.00732
31-03-2010,$1.00733
01-04-2010,$1.00734
05-04-2010,$1.00738
06-04-2010,$1.00739
07-04-2010,$1.0074
08-04-2010,$1.00741
09-04-2010,$1.00742
12-04-2010,$1.00745
13-04-2010,$1.00746
14-04-2010,$1.00748
15-04-2010,$1.00749
16-04-2010,$1.0075
19-04-2010,$1.00752
20-04-2010,$1.00753
21-04-2010,$1.00754
22-04-2010,$1.00755
23-04-2010,$1.00756
26-04-2010,$1.00759
27-04-2010,$1.00759
28-04-2010,$1.00759
29-04-2010,$1.0076
30-04-2010,$1.0076
03-05-2010,$1.00762
04-05-2010,$1.00763
05-05-2010,$1.00763
06-05-2010,$1.00764
07-05-2010,$1.00765
10-05-2010,$1.00766
11-05-2010,$1.00767
12-05-2010,$1.00768
13-05-2010,$1.00768
14-05-2010,$1.00769
17-05-2010,$1.00772
18-05-2010,$1.00773
19-05-2010,$1.00774
20-05-2010,$1.00775
21-05-2010,$1.00776
24-05-2010,$1.00779
25-05-2010,$1.0078
26-05-2010,$1.00781
27-05-2010,$1.00782
01-06-2010,$1.00786
02-06-2010,$1.00787
03-06-2010,$1.00788
04-06-2010,$1.00789
07-06-2010,$1.00792
08-06-2010,$1.00792
09-06-2010,$1.00793
10-06-2010,$1.00794
11-06-2010,$1.00795
14-06-2010,$1.00797
15-06-2010,$1.00798
16-06-2010,$1.00799
17-06-2010,$1.008
18-06-2010,$1.00802
21-06-2010,$1.00805
22-06-2010,$1.00806
23-06-2010,$1.00807
24-06-2010,$1.00808
25-06-2010,$1.0081
28-06-2010,$1.00813
29-06-2010,$1.00814
30-06-2010,$1.00815
01-07-2010,$1.00816
02-07-2010,$1.00817
05-07-2010,$1.0082
06-07-2010,$1.00821
07-07-2010,$1.00822
08-07-2010,$1.00823
09-07-2010,$1.00824
12-07-2010,$1.00826
13-07-2010,$1.00827
14-07-2010,$1.00828
15-07-2010,$1.00829
16-07-2010,$1.0083
19-07-2010,$1.00832
20-07-2010,$1.00833
21-07-2010,$1.00834
22-07-2010,$1.00834
23-07-2010,$1.00835
26-07-2010,$1.00839
27-07-2010,$1.00839
28-07-2010,$1.0084
29-07-2010,$1.00841
30-07-2010,$1.00845
02-08-2010,$1.00847
03-08-2010,$1.00848
04-08-2010,$1.00849
05-08-2010,$1.0085
06-08-2010,$1.00851
10-08-2010,$1.00855
11-08-2010,$1.00856
12-08-2010,$1.00857
13-08-2010,$1.00859
16-08-2010,$1.00862
17-08-2010,$1.00863
18-08-2010,$1.00864
19-08-2010,$1.00865
20-08-2010,$1.00866
23-08-2010,$1.00869
24-08-2010,$1.0087
25-08-2010,$1.00871
26-08-2010,$1.00872
27-08-2010,$1.00873
30-08-2010,$1.00875
31-08-2010,$1.00876
01-09-2010,$1.00877
02-09-2010,$1.00878
03-09-2010,$1.00879
06-09-2010,$1.00882
07-09-2010,$1.00883
08-09-2010,$1.00885
09-09-2010,$1.00886
13-09-2010,$1.0089
14-09-2010,$1.00891
15-09-2010,$1.00891
16-09-2010,$1.00892
17-09-2010,$1.00893
20-09-2010,$1.00896
21-09-2010,$1.00897
22-09-2010,$1.00898
23-09-2010,$1.00899
24-09-2010,$1.00901
27-09-2010,$1.00903
28-09-2010,$1.00904
29-09-2010,$1.0091
30-09-2010,$1.00906
01-10-2010,$1.00907
04-10-2010,$1.0091
05-10-2010,$1.00911
06-10-2010,$1.00912
07-10-2010,$1.00913
08-10-2010,$1.00914
11-10-2010,$1.00917
12-10-2010,$1.00918
13-10-2010,$1.00919
14-10-2010,$1.0092
15-10-2010,$1.00921
18-10-2010,$1.00924
19-10-2010,$1.00925
20-10-2010,$1.00925
21-10-2010,$1.00926
22-10-2010,$1.00927
25-10-2010,$1.00931
26-10-2010,$1.00932
27-10-2010,$1.00933
28-10-2010,$1.00934
29-10-2010,$1.00934
01-11-2010,$1.00933
02-11-2010,$1.00934
03-11-2010,$1.00935
04-11-2010,$1.00935
08-11-2010,$1.00939
09-11-2010,$1.0094
10-11-2010,$1.0094
11-11-2010,$1.00941
12-11-2010,$1.00942
15-11-2010,$1.00944
16-11-2010,$1.00945
18-11-2010,$1.00946
19-11-2010,$1.00947
22-11-2010,$1.00949
23-11-2010,$1.0095
24-11-2010,$1.0095
25-11-2010,$1.00951
26-11-2010,$1.00952
29-11-2010,$1.00954
30-11-2010,$1.00955
01-12-2010,$1.00955
02-12-2010,$1.00956
03-12-2010,$1.00957
06-12-2010,$1.00959
07-12-2010,$1.00959
08-12-2010,$1.0096
09-12-2010,$1.00961
10-12-2010,$1.00961
13-12-2010,$1.00963
14-12-2010,$1.00964
15-12-2010,$1.00965
16-12-2010,$1.00965
17-12-2010,$1.00966
20-12-2010,$1.00968
21-12-2010,$1.00969
22-12-2010,$1.00969
23-12-2010,$1.0097
24-12-2010,$1.0097
27-12-2010,$1.00973
28-12-2010,$1.00974
29-12-2010,$1.00975
30-12-2010,$1.00976
31-12-2010,$1.00977
03-01-2011,$1.0098
04-01-2011,$1.00981
05-01-2011,$1.00982
06-01-2011,$1.00982
07-01-2011,$1.00983
10-01-2011,$1.00985
11-01-2011,$1.00985
12-01-2011,$1.00986
13-01-2011,$1.00986
14-01-2011,$1.00987
17-01-2011,$1.00989
18-01-2011,$1.00989
19-01-2011,$1.0099
20-01-2011,$1.0099
21-01-2011,$1.00991
24-01-2011,$1.00993
25-01-2011,$1.00994
26-01-2011,$1.00994
27-01-2011,$1.00995
28-01-2011,$1.00995
31-01-2011,$1.00997
01-02-2011,$1.00998
02-02-2011,$1.00998
07-02-2011,$1.01001
08-02-2011,$1.01001
09-02-2011,$1.01002
10-02-2011,$1.01002
11-02-2011,$1.01003
14-02-2011,$1.01005
15-02-2011,$1.01006
16-02-2011,$1.01006
17-02-2011,$1.01007
18-02-2011,$1.01008
21-02-2011,$1.01009
22-02-2011,$1.0101
23-02-2011,$1.0101
24-02-2011,$1.01011
25-02-2011,$1.01012
28-02-2011,$1.01013
01-03-2011,$1.01014
02-03-2011,$1.01014
03-03-2011,$1.01015
04-03-2011,$1.01016
07-03-2011,$1.01017
08-03-2011,$1.01018
09-03-2011,$1.01019
10-03-2011,$1.01019
11-03-2011,$1.0102
14-03-2011,$1.01022
15-03-2011,$1.01022
16-03-2011,$1.01023
17-03-2011,$1.01024
18-03-2011,$1.01024
21-03-2011,$1.01026
22-03-2011,$1.01027
23-03-2011,$1.01027
24-03-2011,$1.01028
25-03-2011,$1.01029
28-03-2011,$1.0103
29-03-2011,$1.01031
30-03-2011,$1.01032
31-03-2011,$1.01032
01-04-2011,$1.01033
04-04-2011,$1.01035
05-04-2011,$1.01036
06-04-2011,$1.01036
07-04-2011,$1.01037
08-04-2011,$1.01038
11-04-2011,$1.01039
12-04-2011,$1.0104
13-04-2011,$1.01041
14-04-2011,$1.01041
15-04-2011,$1.01042
18-04-2011,$1.01044
19-04-2011,$1.01045
20-04-2011,$1.01045
21-04-2011,$1.01046
25-04-2011,$1.01048
26-04-2011,$1.01049
27-04-2011,$1.01049
28-04-2011,$1.01049
29-04-2011,$1.0105
03-05-2011,$1.01052
04-05-2011,$1.01053
05-05-2011,$1.01054
06-05-2011,$1.01054
09-05-2011,$1.01056
10-05-2011,$1.01056
11-05-2011,$1.01056
12-05-2011,$1.01057
13-05-2011,$1.01057
16-05-2011,$1.01059
18-05-2011,$1.0106
19-05-2011,$1.01061
20-05-2011,$1.01061
23-05-2011,$1.01064
24-05-2011,$1.01065
25-05-2011,$1.01065
26-05-2011,$1.01066
27-05-2011,$1.01067
30-05-2011,$1.01069
31-05-2011,$1.01069
01-06-2011,$1.0107
02-06-2011,$1.01072
03-06-2011,$1.01072
06-06-2011,$1.01075
07-06-2011,$1.01075
08-06-2011,$1.01076
09-06-2011,$1.01077
10-06-2011,$1.01078
13-06-2011,$1.0108
14-06-2011,$1.01081
15-06-2011,$1.01081
16-06-2011,$1.01082
17-06-2011,$1.01083
20-06-2011,$1.01085
21-06-2011,$1.01086
22-06-2011,$1.01087
23-06-2011,$1.01088
24-06-2011,$1.01088
27-06-2011,$1.01088
28-06-2011,$1.01089
29-06-2011,$1.0109
30-06-2011,$1.01091
01-07-2011,$1.01091
04-07-2011,$1.01094
05-07-2011,$1.01095
06-07-2011,$1.01095
07-07-2011,$1.01096
08-07-2011,$1.01097
11-07-2011,$1.011
12-07-2011,$1.011
13-07-2011,$1.01101
14-07-2011,$1.01102
15-07-2011,$1.01103
18-07-2011,$1.01104
19-07-2011,$1.01105
20-07-2011,$1.01106
21-07-2011,$1.01107
22-07-2011,$1.01108
25-07-2011,$1.0111
26-07-2011,$1.0111
27-07-2011,$1.01111
28-07-2011,$1.01111
29-07-2011,$1.01112
01-08-2011,$1.01115
02-08-2011,$1.01116
03-08-2011,$1.01117
04-08-2011,$1.01117
05-08-2011,$1.01118
08-08-2011,$1.0112
10-08-2011,$1.01122
11-08-2011,$1.01123
12-08-2011,$1.01123
15-08-2011,$1.01126
16-08-2011,$1.01126
17-08-2011,$1.01127
18-08-2011,$1.01128
19-08-2011,$1.01129
22-08-2011,$1.0113
23-08-2011,$1.01131
24-08-2011,$1.01132
25-08-2011,$1.01133
26-08-2011,$1.01134
29-08-2011,$1.01136
31-08-2011,$1.01137
01-09-2011,$1.01138
02-09-2011,$1.01139
05-09-2011,$1.01142
06-09-2011,$1.01142
07-09-2011,$1.01143
08-09-2011,$1.01143
09-09-2011,$1.01143
12-09-2011,$1.01145
13-09-2011,$1.01146
14-09-2011,$1.01147
15-09-2011,$1.01148
16-09-2011,$1.01149
19-09-2011,$1.01151
20-09-2011,$1.01152
21-09-2011,$1.01153
22-09-2011,$1.01154
23-09-2011,$1.01155
26-09-2011,$1.01157
27-09-2011,$1.01158
28-09-2011,$1.01158
29-09-2011,$1.01158
30-09-2011,$1.01159
03-10-2011,$1.01161
04-10-2011,$1.01162
05-10-2011,$1.01164
06-10-2011,$1.01165
07-10-2011,$1.01166
10-10-2011,$1.01168
11-10-2011,$1.01169
12-10-2011,$1.0117
13-10-2011,$1.01171
14-10-2011,$1.01172
17-10-2011,$1.01175
18-10-2011,$1.01176
19-10-2011,$1.01177
20-10-2011,$1.01177
21-10-2011,$1.01178
24-10-2011,$1.01178
25-10-2011,$1.01179
27-10-2011,$1.0118
28-10-2011,$1.0118
31-10-2011,$1.01184
01-11-2011,$1.01185
02-11-2011,$1.01186
03-11-2011,$1.01187
04-11-2011,$1.01188
08-11-2011,$1.01194
09-11-2011,$1.01195
10-11-2011,$1.01196
11-11-2011,$1.01197
14-11-2011,$1.01202
15-11-2011,$1.01203
16-11-2011,$1.01204
17-11-2011,$1.01206
18-11-2011,$1.01207
21-11-2011,$1.01211
22-11-2011,$1.01212
23-11-2011,$1.01214
24-11-2011,$1.01215
25-11-2011,$1.01216
28-11-2011,$1.0122
29-11-2011,$1.01221
30-11-2011,$1.01222
01-12-2011,$1.01223
02-12-2011,$1.01225
05-12-2011,$1.01229
06-12-2011,$1.0123
07-12-2011,$1.01232
08-12-2011,$1.01233
09-12-2011,$1.01235
12-12-2011,$1.01239
13-12-2011,$1.0124
14-12-2011,$1.01242
15-12-2011,$1.01243
16-12-2011,$1.01245
19-12-2011,$1.01249
20-12-2011,$1.01251
21-12-2011,$1.01252
22-12-2011,$1.01253
23-12-2011,$1.01255
27-12-2011,$1.01261
28-12-2011,$1.01262
29-12-2011,$1.01264
30-12-2011,$1.01265
03-01-2012,$1.01271
04-01-2012,$1.01272
05-01-2012,$1.01274
06-01-2012,$1.01275
09-01-2012,$1.0128
10-01-2012,$1.01282
11-01-2012,$1.01283
12-01-2012,$1.01285
13-01-2012,$1.01286
16-01-2012,$1.01291
17-01-2012,$1.01293
18-01-2012,$1.01293
19-01-2012,$1.01295
20-01-2012,$1.01296
25-01-2012,$1.01305
26-01-2012,$1.01306
27-01-2012,$1.01308
30-01-2012,$1.01313
31-01-2012,$1.01315
01-02-2012,$1.01315
02-02-2012,$1.01317
03-02-2012,$1.01318
06-02-2012,$1.01323
07-02-2012,$1.01325
08-02-2012,$1.01327
09-02-2012,$1.01328
10-02-2012,$1.0133
13-02-2012,$1.01335
14-02-2012,$1.01337
15-02-2012,$1.01338
16-02-2012,$1.0134
17-02-2012,$1.01342
20-02-2012,$1.01347
21-02-2012,$1.01349
22-02-2012,$1.0135
23-02-2012,$1.01351
24-02-2012,$1.01353
27-02-2012,$1.01376
28-02-2012,$1.01359
29-02-2012,$1.01363
01-03-2012,$1.01365
02-03-2012,$1.01367
05-03-2012,$1.01372
06-03-2012,$1.01373
07-03-2012,$1.01375
08-03-2012,$1.01377
09-03-2012,$1.01378
12-03-2012,$1.01384
13-03-2012,$1.01385
14-03-2012,$1.01387
15-03-2012,$1.01389
16-03-2012,$1.0139
19-03-2012,$1.01396
20-03-2012,$1.01398
21-03-2012,$1.01399
22-03-2012,$1.01401
23-03-2012,$1.01403
26-03-2012,$1.01408
27-03-2012,$1.0141
28-03-2012,$1.01411
29-03-2012,$1.01413
30-03-2012,$1.01414
02-04-2012,$1.01419
03-04-2012,$1.01421
04-04-2012,$1.01422
05-04-2012,$1.01424
09-04-2012,$1.0143
10-04-2012,$1.01432
11-04-2012,$1.01433
12-04-2012,$1.01435
13-04-2012,$1.01437
16-04-2012,$1.01442
17-04-2012,$1.01443
18-04-2012,$1.01445
19-04-2012,$1.01447
20-04-2012,$1.01448
23-04-2012,$1.01454
24-04-2012,$1.01455
25-04-2012,$1.01457
26-04-2012,$1.01458
27-04-2012,$1.01458
30-04-2012,$1.01462
02-05-2012,$1.01465
03-05-2012,$1.01466
04-05-2012,$1.01467
07-05-2012,$1.01471
08-05-2012,$1.01472
09-05-2012,$1.01474
10-05-2012,$1.01475
11-05-2012,$1.01476
14-05-2012,$1.0148
15-05-2012,$1.01481
16-05-2012,$1.01482
17-05-2012,$1.01483
18-05-2012,$1.01484
21-05-2012,$1.01488
22-05-2012,$1.01489
23-05-2012,$1.01491
24-05-2012,$1.01492
25-05-2012,$1.01493
28-05-2012,$1.01496
29-05-2012,$1.01498
30-05-2012,$1.01499
31-05-2012,$1.015
01-06-2012,$1.01501
04-06-2012,$1.01505
05-06-2012,$1.01506
06-06-2012,$1.01507
07-06-2012,$1.01508
08-06-2012,$1.01508
11-06-2012,$1.01511
12-06-2012,$1.01512
13-06-2012,$1.01513
14-06-2012,$1.01514
15-06-2012,$1.01516
18-06-2012,$1.01519
19-06-2012,$1.0152
20-06-2012,$1.01522
21-06-2012,$1.01523
22-06-2012,$1.01524
25-06-2012,$1.01527
26-06-2012,$1.01528
27-06-2012,$1.01529
28-06-2012,$1.01529
29-06-2012,$1.0153
02-07-2012,$1.01533
03-07-2012,$1.01534
04-07-2012,$1.01535
05-07-2012,$1.01537
06-07-2012,$1.01538
09-07-2012,$1.01541
10-07-2012,$1.01542
11-07-2012,$1.01543
12-07-2012,$1.01544
13-07-2012,$1.01545
16-07-2012,$1.01549
17-07-2012,$1.0155
18-07-2012,$1.01554
19-07-2012,$1.01555
20-07-2012,$1.01556
23-07-2012,$1.01559
24-07-2012,$1.0156
25-07-2012,$1.01561
26-07-2012,$1.01562
27-07-2012,$1.01562
30-07-2012,$1.01565
31-07-2012,$1.01566
01-08-2012,$1.01567
02-08-2012,$1.01568
03-08-2012,$1.01569
06-08-2012,$1.01572
07-08-2012,$1.01573
08-08-2012,$1.01574
10-08-2012,$1.01577
13-08-2012,$1.0158
14-08-2012,$1.01581
15-08-2012,$1.01582
16-08-2012,$1.01583
17-08-2012,$1.01584
21-08-2012,$1.01588
22-08-2012,$1.01589
23-08-2012,$1.0159
24-08-2012,$1.01591
27-08-2012,$1.01595
28-08-2012,$1.01596
29-08-2012,$1.01597
30-08-2012,$1.01598
31-08-2012,$1.01599
03-09-2012,$1.01603
04-09-2012,$1.01604
05-09-2012,$1.01605
06-09-2012,$1.01606
07-09-2012,$1.01607
10-09-2012,$1.01611
11-09-2012,$1.01612
12-09-2012,$1.01613
13-09-2012,$1.01614
14-09-2012,$1.01615
17-09-2012,$1.01619
18-09-2012,$1.0162
19-09-2012,$1.01621
20-09-2012,$1.01622
21-09-2012,$1.01624
24-09-2012,$1.01627
25-09-2012,$1.01628
26-09-2012,$1.01629
27-09-2012,$1.01631
28-09-2012,$1.01632
01-10-2012,$1.01635
02-10-2012,$1.01636
03-10-2012,$1.01637
04-10-2012,$1.01638
05-10-2012,$1.01639
08-10-2012,$1.01643
09-10-2012,$1.01644
10-10-2012,$1.01645
11-10-2012,$1.01646
12-10-2012,$1.01647
15-10-2012,$1.0165
16-10-2012,$1.01651
17-10-2012,$1.01652
18-10-2012,$1.01653
19-10-2012,$1.01654
22-10-2012,$1.01657
23-10-2012,$1.01658
24-10-2012,$1.01659
25-10-2012,$1.01662
29-10-2012,$1.01667
30-10-2012,$1.01668
31-10-2012,$1.01668
01-11-2012,$1.01669
02-11-2012,$1.0167
05-11-2012,$1.01671
06-11-2012,$1.01671
07-11-2012,$1.01672
08-11-2012,$1.01673
09-11-2012,$1.01674
12-11-2012,$1.01677
14-11-2012,$1.01679
15-11-2012,$1.0168
16-11-2012,$1.01681
19-11-2012,$1.01684
20-11-2012,$1.01685
21-11-2012,$1.01686
22-11-2012,$1.01687
23-11-2012,$1.01687
26-11-2012,$1.0169
27-11-2012,$1.01691
28-11-2012,$1.01692
29-11-2012,$1.01693
30-11-2012,$1.01694
03-12-2012,$1.01697
04-12-2012,$1.01698
05-12-2012,$1.01699
06-12-2012,$1.01701
07-12-2012,$1.01702
10-12-2012,$1.01705
11-12-2012,$1.01706
12-12-2012,$1.01707
13-12-2012,$1.01708
14-12-2012,$1.0171
17-12-2012,$1.01713
18-12-2012,$1.01714
19-12-2012,$1.01715
20-12-2012,$1.01716
21-12-2012,$1.01717
24-12-2012,$1.0172
26-12-2012,$1.01722
27-12-2012,$1.01723
28-12-2012,$1.01725
02-01-2013,$1.0173
03-01-2013,$1.01731
04-01-2013,$1.01732
07-01-2013,$1.01735
08-01-2013,$1.01735
09-01-2013,$1.01736
10-01-2013,$1.01737
11-01-2013,$1.01738
14-01-2013,$1.01741
15-01-2013,$1.01742
16-01-2013,$1.01742
17-01-2013,$1.01742
18-01-2013,$1.01743
21-01-2013,$1.01743
22-01-2013,$1.01748
23-01-2013,$1.01749
24-01-2013,$1.0175
25-01-2013,$1.01751
28-01-2013,$1.01751
29-01-2013,$1.01751
30-01-2013,$1.01751
31-01-2013,$1.01752
01-02-2013,$1.01753
04-02-2013,$1.01755
05-02-2013,$1.01756
06-02-2013,$1.01757
07-02-2013,$1.01758
08-02-2013,$1.01759
13-02-2013,$1.01762
14-02-2013,$1.01763
15-02-2013,$1.01764
18-02-2013,$1.01767
19-02-2013,$1.01768
20-02-2013,$1.01769
21-02-2013,$1.0177
22-02-2013,$1.01771
25-02-2013,$1.01774
26-02-2013,$1.01775
27-02-2013,$1.01775
28-02-2013,$1.01775
01-03-2013,$1.01776
04-03-2013,$1.01779
05-03-2013,$1.0178
06-03-2013,$1.01781
07-03-2013,$1.01782
08-03-2013,$1.01783
11-03-2013,$1.01786
12-03-2013,$1.01787
13-03-2013,$1.01788
14-03-2013,$1.01789
15-03-2013,$1.0179
18-03-2013,$1.01793
19-03-2013,$1.01794
20-03-2013,$1.01795
21-03-2013,$1.01796
22-03-2013,$1.01797
25-03-2013,$1.01799
26-03-2013,$1.018
27-03-2013,$1.01801
28-03-2013,$1.01801
01-04-2013,$1.01804
02-04-2013,$1.01805
03-04-2013,$1.01806
04-04-2013,$1.01807
05-04-2013,$1.01808
08-04-2013,$1.0181
09-04-2013,$1.01811
10-04-2013,$1.01812
11-04-2013,$1.01813
12-04-2013,$1.01814
15-04-2013,$1.01816
16-04-2013,$1.01817
17-04-2013,$1.01818
18-04-2013,$1.01818
19-04-2013,$1.01819
22-04-2013,$1.01822
23-04-2013,$1.01822
24-04-2013,$1.01823
25-04-2013,$1.01824
26-04-2013,$1.01824
29-04-2013,$1.01826
30-04-2013,$1.01826
02-05-2013,$1.01826
03-05-2013,$1.01827
06-05-2013,$1.01829
07-05-2013,$1.0183
08-05-2013,$1.01831
09-05-2013,$1.01832
10-05-2013,$1.01832
13-05-2013,$1.01835
14-05-2013,$1.01836
15-05-2013,$1.01836
16-05-2013,$1.01837
17-05-2013,$1.01838
20-05-2013,$1.0184
