Date,HONG KONG SMALL GROWTH Small Cap
2015-07-31,875.824
2015-08-03,850.889
2015-08-04,856.281
2015-08-05,854.488
2015-08-06,860.936
2015-08-07,871.573
2015-08-10,888.43
2015-08-11,886.54
2015-08-12,869.653
2015-08-13,869.444
2015-08-14,871.624
2015-08-17,863.953
2015-08-18,847.254
2015-08-19,837.285
2015-08-20,813.035
2015-08-21,789.738
2015-08-24,724.993
2015-08-25,720.319
2015-08-26,723.1
2015-08-27,763.46
2015-08-28,777.847
2015-08-31,771.028
2015-09-01,757.741
2015-09-02,744.775
2015-09-03,744.645
2015-09-04,745.643
2015-09-07,745.786
2015-09-08,770.704
2015-09-09,789.634
2015-09-10,782.89
2015-09-11,789.417
2015-09-14,783.784
2015-09-15,779.7
2015-09-16,803.7
2015-09-17,803.47
2015-09-18,820.529
2015-09-21,808.062
2015-09-22,808.241
2015-09-23,792.098
2015-09-24,785.889
2015-09-25,784.513
2015-09-28,784.523
2015-09-29,763.275
2015-09-30,765.712
2015-10-01,765.712
2015-10-02,780.344
2015-10-05,788.03
2015-10-06,787.297
2015-10-07,809.069
2015-10-08,808.824
2015-10-09,820.335
2015-10-12,830.927
2015-10-13,828.002
2015-10-14,822.111
2015-10-15,837.597
2015-10-16,836.152
2015-10-19,839.569
2015-10-20,831.754
2015-10-21,831.738
2015-10-22,836.097
2015-10-23,842.115
2015-10-26,836.737
2015-10-27,836.244
2015-10-28,828.56
2015-10-29,833.28
2015-10-30,828.345
2015-11-02,821.534
2015-11-03,830.059
2015-11-04,844.216
2015-11-05,835.628
2015-11-06,835.648
2015-11-09,840.672
2015-11-10,828.509
2015-11-11,826.694
2015-11-12,833.856
2015-11-13,825.608
2015-11-16,812.573
2015-11-17,823.301
2015-11-18,821.194
2015-11-19,828.219
2015-11-20,835.294
2015-11-23,833.071
2015-11-24,829.841
2015-11-25,831.821
2015-11-26,824.932
2015-11-27,815.858
2015-11-30,805.98
2015-12-01,809.364
2015-12-02,811.752
2015-12-03,807.424
2015-12-04,805.826
2015-12-07,807.671
2015-12-08,796.488
2015-12-09,790.213
2015-12-10,790.909
2015-12-11,775.928
2015-12-14,770.32
2015-12-15,767.325
2015-12-16,776.383
2015-12-17,778.397
2015-12-18,777.886
2015-12-21,777.132
2015-12-22,778.056
2015-12-23,783.546
2015-12-24,785.083
2015-12-25,785.083
2015-12-28,784.303
2015-12-29,790.653
2015-12-30,791.083
2015-12-31,795.281
2016-01-01,795.281
2016-01-04,775.843
2016-01-05,772.602
2016-01-06,768.141
2016-01-07,739.603
2016-01-08,741.629
2016-01-11,714.062
2016-01-12,716.554
2016-01-13,718.448
2016-01-14,713.21
2016-01-15,698.613
2016-01-18,686.753
2016-01-19,697.079
2016-01-20,674.73
2016-01-21,649.963
2016-01-22,668.405
2016-01-25,681.48
2016-01-26,662.908
2016-01-27,660.098
2016-01-28,653.566
2016-01-29,670.468
2016-02-01,670.445
2016-02-02,672.357
2016-02-03,659.458
2016-02-04,663.547
2016-02-05,663.776
2016-02-08,663.899
2016-02-09,662.93
2016-02-10,663.782
2016-02-11,641.209
2016-02-12,628.938
2016-02-15,648.689
2016-02-16,658.215
2016-02-17,659.779
2016-02-18,673.82
2016-02-19,677.049
2016-02-22,692.438
2016-02-23,693.813
2016-02-24,691.204
2016-02-25,671.42
2016-02-26,678.015
2016-02-29,667.094
2016-03-01,672.55
2016-03-02,684.823
2016-03-03,682.77
2016-03-04,694.048
2016-03-07,694.62
2016-03-08,691.274
2016-03-09,683.151
2016-03-10,681.231
2016-03-11,687.16
2016-03-14,693.238
2016-03-15,686.77
2016-03-16,685.82
2016-03-17,693.79
2016-03-18,701.695
2016-03-21,710.154
2016-03-22,707.628
2016-03-23,704.827
2016-03-24,697.239
2016-03-25,697.239
2016-03-28,697.461
2016-03-29,695.055
2016-03-30,706.683
2016-03-31,707.836
2016-04-01,700.962
2016-04-04,701.109
2016-04-05,698.491
2016-04-06,695.394
2016-04-07,695.774
2016-04-08,696.002
2016-04-11,702.685
2016-04-12,702.756
2016-04-13,713.918
2016-04-14,719.692
2016-04-15,718.861
2016-04-18,712.844
2016-04-19,717.372
2016-04-20,712.02
2016-04-21,716.142
2016-04-22,710.717
2016-04-25,708.002
2016-04-26,701.348
2016-04-27,703.883
2016-04-28,701.988
2016-04-29,698.913
2016-05-02,698.655
2016-05-03,691.956
2016-05-04,691.605
2016-05-05,689.043
2016-05-06,676.952
2016-05-09,668.605
2016-05-10,669.155
2016-05-11,670.788
2016-05-12,667.366
2016-05-13,654.782
2016-05-16,659.136
2016-05-17,662.613
2016-05-18,653.244
2016-05-19,649.614
2016-05-20,653.311
2016-05-23,652.73
2016-05-24,650.555
2016-05-25,654.187
2016-05-26,655.017
2016-05-27,655.844
2016-05-30,657.472
2016-05-31,672.333
2016-06-01,669.377
2016-06-02,670.666
2016-06-03,674.63
2016-06-06,674.426
2016-06-07,677.248
2016-06-08,674.706
2016-06-09,674.629
2016-06-10,664.164
2016-06-13,648.871
2016-06-14,650.631
2016-06-15,648.953
2016-06-16,640.518
2016-06-17,643.022
2016-06-20,646.106
2016-06-21,650.316
2016-06-22,652.969
2016-06-23,654.45
2016-06-24,636.4
2016-06-27,637.534
2016-06-28,637.094
2016-06-29,640.831
2016-06-30,648.423
2016-07-01,648.554
2016-07-04,652.616
2016-07-05,644.667
2016-07-06,640.636
2016-07-07,644.401
2016-07-08,641.341
2016-07-11,642.288
2016-07-12,647.589
2016-07-13,648.892
2016-07-14,651.279
2016-07-15,652.688
2016-07-18,654.809
2016-07-19,655.839
2016-07-20,659.55
2016-07-21,663.247
2016-07-22,661.312
2016-07-25,659.606
2016-07-26,663.684
2016-07-27,662.302
2016-07-28,656.368
2016-07-29,644.928
2016-08-01,647.545
2016-08-02,647.475
2016-08-03,651.72
2016-08-04,653.975
2016-08-05,655.835
2016-08-08,659.25
2016-08-09,658.014
2016-08-10,654.126
2016-08-11,664.524
2016-08-12,670.289
2016-08-15,681.019
2016-08-16,676.838
2016-08-17,675.199
2016-08-18,675.752
2016-08-19,673.101
2016-08-22,667.598
2016-08-23,667.713
2016-08-24,663.608
2016-08-25,662.723
2016-08-26,666.807
2016-08-29,661.587
2016-08-30,666.16
2016-08-31,667.803
2016-09-01,672.971
2016-09-02,682.547
2016-09-05,694.373
2016-09-06,700.77
2016-09-07,704.487
2016-09-08,710.079
2016-09-09,717.523
2016-09-12,697.51
2016-09-13,698.996
2016-09-14,700.444
2016-09-15,706.857
2016-09-16,706.819
2016-09-19,708.673
2016-09-20,709.52
2016-09-21,714.749
2016-09-22,714.877
2016-09-23,709.424
2016-09-26,698.07
2016-09-27,702.709
2016-09-28,702.73
2016-09-29,704.274
2016-09-30,694.789
2016-10-03,700.318
2016-10-04,701.867
2016-10-05,702.054
2016-10-06,707.535
2016-10-07,706.296
2016-10-10,705.769
2016-10-11,701.917
2016-10-12,697.402
2016-10-13,689.899
2016-10-14,694.24
2016-10-17,688.148
2016-10-18,695.116
2016-10-19,692.854
2016-10-20,696.218
2016-10-21,696.491
2016-10-24,701.968
2016-10-25,700.221
2016-10-26,695.148
2016-10-27,691.65
2016-10-28,687.992
2016-10-31,680.92
2016-11-01,683.231
2016-11-02,677.097
2016-11-03,679.346
2016-11-04,678.773
2016-11-07,684.257
2016-11-08,682.4
2016-11-09,669.282
2016-11-10,681.447
2016-11-11,678.603
2016-11-14,675.711
2016-11-15,675.873
2016-11-16,684.961
2016-11-17,684.235
2016-11-18,684.917
2016-11-21,688.876
2016-11-22,689.502
2016-11-23,690.464
2016-11-24,688.768
2016-11-25,689.628
2016-11-28,694.286
2016-11-29,695.008
2016-11-30,693.025
2016-12-01,692.666
2016-12-02,689.25
2016-12-05,683.423
2016-12-06,688.157
2016-12-07,683.546
2016-12-08,680.511
2016-12-09,671.136
2016-12-12,656.697
2016-12-13,661.272
2016-12-14,660.969
2016-12-15,653.845
2016-12-16,652.625
2016-12-19,646.74
2016-12-20,640.624
2016-12-21,644.488
2016-12-22,640.605
2016-12-23,635.488
2016-12-26,635.488
2016-12-27,635.92
2016-12-28,638.218
2016-12-29,636.792
2016-12-30,649.036
2017-01-02,649.036
2017-01-03,649.178
2017-01-04,650.433
2017-01-05,657.408
2017-01-06,654.932
2017-01-09,653.851
2017-01-10,658.439
2017-01-11,659.902
2017-01-12,655.263
2017-01-13,657.92
2017-01-16,654.182
2017-01-17,654.293
2017-01-18,663.15
2017-01-19,665.901
2017-01-20,658.319
2017-01-23,659.669
2017-01-24,660.291
2017-01-25,663.452
2017-01-26,668.829
2017-01-27,668.969
2017-01-30,668.977
2017-01-31,669.225
2017-02-01,668.127
2017-02-02,664.609
2017-02-03,667.91
2017-02-06,670.036
2017-02-07,672.165
2017-02-08,678.786
2017-02-09,681.729
2017-02-10,682.585
2017-02-13,687.674
2017-02-14,693.53
2017-02-15,698.8
2017-02-16,699.145
2017-02-17,689.766
2017-02-20,697.802
2017-02-21,692.313
2017-02-22,699.144
2017-02-23,698.921
2017-02-24,694.987
2017-02-27,695.571
2017-02-28,693.479
2017-03-01,696.387
2017-03-02,694.966
2017-03-03,689.416
2017-03-06,689.982
2017-03-07,691.567
2017-03-08,692.058
2017-03-09,682.695
2017-03-10,680.289
2017-03-13,685.431
2017-03-14,686.452
2017-03-15,685.53
2017-03-16,694.556
2017-03-17,698.111
2017-03-20,700.498
2017-03-21,699.942
2017-03-22,689.326
2017-03-23,691.519
2017-03-24,695.432
2017-03-27,683.277
2017-03-28,688.379
2017-03-29,687.56
2017-03-30,683.426
2017-03-31,682.733
2017-04-03,689.292
2017-04-04,689.729
2017-04-05,692.329
2017-04-06,687.445
2017-04-07,688.755
2017-04-10,687.233
2017-04-11,683.922
2017-04-12,685.263
2017-04-13,684.431
2017-04-14,684.431
2017-04-17,684.193
2017-04-18,674.433
2017-04-19,671.291
2017-04-20,671.965
2017-04-21,670.654
2017-04-24,671.261
2017-04-25,682.298
2017-04-26,685.623
2017-04-27,682.27
2017-04-28,685.581
2017-05-01,685.418
2017-05-02,686.009
2017-05-03,686.094
2017-05-04,679.867
2017-05-05,672.841
2017-05-08,678.099
2017-05-09,685.856
2017-05-10,688.107
2017-05-11,690.97
2017-05-12,688.191
2017-05-15,693.827
2017-05-16,697.851
2017-05-17,695.775
2017-05-18,692.803
2017-05-19,693.075
2017-05-22,695.699
2017-05-23,696.4
2017-05-24,698.522
2017-05-25,704.939
2017-05-26,706.007
2017-05-29,709.638
2017-05-30,709.814
2017-05-31,711.09
2017-06-01,708.63
2017-06-02,709.244
2017-06-05,705.912
2017-06-06,702.321
2017-06-07,702.885
2017-06-08,705.923
2017-06-09,704.377
2017-06-12,699.096
2017-06-13,702.455
2017-06-14,701.872
2017-06-15,690.006
2017-06-16,687.106
2017-06-19,688.073
2017-06-20,692.311
2017-06-21,693.35
2017-06-22,691.412
2017-06-23,690.115
2017-06-26,692.403
2017-06-27,686.344
2017-06-28,681.261
2017-06-29,687.609
2017-06-30,685.719
2017-07-03,682.969
2017-07-04,673.7
2017-07-05,681.077
2017-07-06,678.472
2017-07-07,682.572
2017-07-10,689.478
2017-07-11,688.669
2017-07-12,685.863
2017-07-13,688.419
2017-07-14,690.374
2017-07-17,685.817
2017-07-18,683.391
2017-07-19,687.572
2017-07-20,685.43
2017-07-21,683.794
2017-07-24,684.841
2017-07-25,681.458
2017-07-26,677.191
2017-07-27,677.396
2017-07-28,674.494
2017-07-31,676.988
2017-08-01,674.683
2017-08-02,680.032
2017-08-03,679.421
2017-08-04,682.508
2017-08-07,685.19
2017-08-08,688.761
2017-08-09,693.121
2017-08-10,685.197
2017-08-11,672.006
2017-08-14,677.956
2017-08-15,683.827
2017-08-16,688.47
2017-08-17,688.543
2017-08-18,688.7
2017-08-21,685.724
2017-08-22,688.144
2017-08-23,688.147
2017-08-24,688.623
2017-08-25,688.879
2017-08-28,685.457
2017-08-29,685.053
2017-08-30,689.546
2017-08-31,688.541
2017-09-01,693.977
2017-09-04,691.327
2017-09-05,691.798
2017-09-06,693.864
2017-09-07,695.217
2017-09-08,694.615
2017-09-11,694.532
2017-09-12,696.571
2017-09-13,698.027
2017-09-14,700.17
2017-09-15,703.442
2017-09-18,713.726
2017-09-19,717.509
2017-09-20,730.106
2017-09-21,728.115
2017-09-22,721.299
2017-09-25,709.942
2017-09-26,710.419
2017-09-27,716.524
2017-09-28,711.796
2017-09-29,715.776
2017-10-02,715.904
2017-10-03,722.006
2017-10-04,724.176
2017-10-05,723.875
2017-10-06,727.425
2017-10-09,727.57
2017-10-10,734.791
2017-10-11,727.559
2017-10-12,728.046
2017-10-13,728.998
2017-10-16,731.926
2017-10-17,731.191
2017-10-18,731.254
2017-10-19,724.282
2017-10-20,732.981
2017-10-23,732.373
2017-10-24,725.176
2017-10-25,728.415
2017-10-26,728.498
2017-10-27,723.542
2017-10-30,719.589
2017-10-31,725.64
2017-11-01,732.946
2017-11-02,731.903
2017-11-03,732.935
2017-11-06,736.379
2017-11-07,740.931
2017-11-08,743.146
2017-11-09,735.29
2017-11-10,732.749
2017-11-13,733.299
2017-11-14,730.392
2017-11-15,728.913
2017-11-16,727.613
2017-11-17,726.998
2017-11-20,724.51
2017-11-21,725.545
2017-11-22,727.501
2017-11-23,726.322
2017-11-24,731.62
2017-11-27,726.598
2017-11-28,724.978
2017-11-29,724.955
2017-11-30,718.063
2017-12-01,716.517
2017-12-04,719.005
2017-12-05,712.285
2017-12-06,696.65
2017-12-07,697.559
2017-12-08,706.124
2017-12-11,709.401
2017-12-12,706.513
2017-12-13,709.993
2017-12-14,710.286
2017-12-15,707.802
2017-12-18,707.951
2017-12-19,714.417
2017-12-20,721.689
2017-12-21,729.457
2017-12-22,726.371
2017-12-25,726.371
2017-12-26,726.612
2017-12-27,730.133
2017-12-28,731.65
2017-12-29,717.745
2018-01-01,717.745
2018-01-02,720.875
2018-01-03,721.373
2018-01-04,721.624
2018-01-05,719.393
2018-01-08,723.253
2018-01-09,734.074
2018-01-10,732.85
2018-01-11,734.303
2018-01-12,738.286
2018-01-15,729.591
2018-01-16,739.687
2018-01-17,740.86
2018-01-18,741.151
2018-01-19,746.124
2018-01-22,751.058
2018-01-23,748.983
2018-01-24,749.218
2018-01-25,744.838
2018-01-26,752.104
2018-01-29,748.756
2018-01-30,745.495
2018-01-31,750.415
2018-02-01,747.597
2018-02-02,750.061
2018-02-05,740.495
2018-02-06,708.82
2018-02-07,711.402
2018-02-08,712.336
2018-02-09,689.495
2018-02-12,696.93
2018-02-13,711.243
2018-02-14,720.272
2018-02-15,731.561
2018-02-16,731.435
2018-02-19,731.402
2018-02-20,741.017
2018-02-21,748.583
2018-02-22,745.235
2018-02-23,752.846
2018-02-26,749.471
2018-02-27,740.947
2018-02-28,734.538
2018-03-01,736.349
2018-03-02,729.64
2018-03-05,715.895
2018-03-06,723.902
2018-03-07,717.518
2018-03-08,721.728
2018-03-09,724.439
2018-03-12,731.13
2018-03-13,732.433
2018-03-14,725.807
2018-03-15,727.454
2018-03-16,727.266
2018-03-19,722.898
2018-03-20,717.722
2018-03-21,710.232
2018-03-22,705.353
2018-03-23,685.96
2018-03-26,685.968
2018-03-27,697.229
2018-03-28,684.696
2018-03-29,690.155
2018-03-30,690.155
2018-04-02,690.129
2018-04-03,685.764
2018-04-04,685.385
2018-04-05,685.389
2018-04-06,686.376
2018-04-09,690.555
2018-04-10,695.168
2018-04-11,691.831
2018-04-12,694.014
2018-04-13,697.527
2018-04-16,690.302
2018-04-17,684.772
2018-04-18,681.257
2018-04-19,690.964
2018-04-20,683.254
2018-04-23,684.462
2018-04-24,689.537
2018-04-25,692.764
2018-04-26,680.77
2018-04-27,687.232
2018-04-30,696.507
2018-05-01,696.458
2018-05-02,700.245
2018-05-03,700.008
2018-05-04,689.496
2018-05-07,685.771
2018-05-08,687.172
2018-05-09,687.571
2018-05-10,687.947
2018-05-11,691.218
2018-05-14,696.322
2018-05-15,681.844
2018-05-16,675.697
2018-05-17,674.376
2018-05-18,672.423
2018-05-21,675.096
2018-05-22,675.035
2018-05-23,675.418
2018-05-24,673.1
2018-05-25,673.668
2018-05-28,677.157
2018-05-29,671.435
2018-05-30,658.131
2018-05-31,668.217
2018-06-01,664.834
2018-06-04,668.455
2018-06-05,667.056
2018-06-06,667.55
2018-06-07,669.698
2018-06-08,665.084
2018-06-11,667.977
2018-06-12,671.021
2018-06-13,663.633
2018-06-14,660.745
2018-06-15,652.305
2018-06-18,652.618
2018-06-19,628.434
2018-06-20,639.333
2018-06-21,627.848
2018-06-22,630.189
2018-06-25,621.805
2018-06-26,616.522
2018-06-27,605.091
2018-06-28,607.824
2018-06-29,617.766
2018-07-02,617.577
2018-07-03,596.773
2018-07-04,594.18
2018-07-05,582.475
2018-07-06,586.688
2018-07-09,603.698
2018-07-10,605.603
2018-07-11,594.701
2018-07-12,603.679
2018-07-13,603.312
2018-07-16,600.132
2018-07-17,597.433
2018-07-18,601.621
2018-07-19,600.604
2018-07-20,597.582
2018-07-23,600.218
2018-07-24,613.283
2018-07-25,620.262
2018-07-26,622.194
2018-07-27,618.37
2018-07-30,611.992
2018-07-31,608.762
2018-08-01,612.162
2018-08-02,598.371
2018-08-03,588.209
2018-08-06,580.611
2018-08-07,588.605
2018-08-08,589.279
2018-08-09,598.385
2018-08-10,596.534
2018-08-13,584.424
2018-08-14,578.998
2018-08-15,566.325
2018-08-16,564.355
2018-08-17,560.57
2018-08-20,565.292
2018-08-21,579.213
2018-08-22,580.582
2018-08-23,576.679
2018-08-24,572.25
2018-08-27,581.132
2018-08-28,581.009
2018-08-29,584.166
2018-08-30,575.472
2018-08-31,572.355
2018-09-03,567.185
2018-09-04,568.777
2018-09-05,555.603
2018-09-06,546.177
2018-09-07,542.977
2018-09-10,536.254
2018-09-11,528.45
2018-09-12,522.214
2018-09-13,533.926
2018-09-14,543.921
2018-09-17,540.008
2018-09-18,541.337
2018-09-19,547.2
2018-09-20,549.198
2018-09-21,565.924
2018-09-24,556.047
2018-09-25,556.099
2018-09-26,552.845
2018-09-27,550.647
2018-09-28,551.206
2018-10-01,551.537
2018-10-02,541.148
2018-10-03,541.798
2018-10-04,538.935
2018-10-05,533.633
2018-10-08,521.038
2018-10-09,518.472
2018-10-10,515.207
2018-10-11,492.78
2018-10-12,502.715
2018-10-15,494.239
2018-10-16,493.482
2018-10-17,493.476
2018-10-18,494.701
2018-10-19,492.671
2018-10-22,504.056
2018-10-23,494.275
2018-10-24,489.458
2018-10-25,481.641
2018-10-26,477.352
2018-10-29,471.595
2018-10-30,464.253
2018-10-31,474.744
2018-11-01,482.245
2018-11-02,504.291
2018-11-05,498.753
2018-11-06,504.531
2018-11-07,506.336
2018-11-08,502.532
2018-11-09,492.38
2018-11-12,493.762
2018-11-13,497.666
2018-11-14,492.005
2018-11-15,497.934
2018-11-16,497.713
2018-11-19,501.71
2018-11-20,494.149
2018-11-21,494.844
2018-11-22,497.189
2018-11-23,496.891
2018-11-26,500.557
2018-11-27,501.145
2018-11-28,506.454
2018-11-29,503.732
2018-11-30,504.866
2018-12-03,520.273
2018-12-04,518.639
2018-12-05,513.37
2018-12-06,504.427
2018-12-07,499.939
2018-12-10,492.878
2018-12-11,494.123
2018-12-12,496.686
2018-12-13,502.175
2018-12-14,496.398
2018-12-17,493.24
2018-12-18,488.125
2018-12-19,484.702
2018-12-20,479.001
2018-12-21,476.592
2018-12-24,476.064
2018-12-25,476.064
2018-12-26,476.362
2018-12-27,475.721
2018-12-28,479.644
2018-12-31,487.511
2019-01-01,487.511
2019-01-02,475.723
2019-01-03,471.329
2019-01-04,472.406
2019-01-07,475.827
2019-01-08,477.227
2019-01-09,482.469
2019-01-10,482.579
2019-01-11,483.087
2019-01-14,477.03
2019-01-15,483.839
2019-01-16,490.17
2019-01-17,492.084
2019-01-18,495.876
2019-01-21,500.782
2019-01-22,495.823
2019-01-23,497.262
2019-01-24,501.263
2019-01-25,502.107
2019-01-28,504.864
2019-01-29,505.214
2019-01-30,503.445
2019-01-31,514.292
2019-02-01,516.176
2019-02-04,518.381
2019-02-05,518.394
2019-02-06,518.394
2019-02-07,518.336
2019-02-08,517.472
2019-02-11,521.662
2019-02-12,525.752
2019-02-13,529.73
2019-02-14,528.858
2019-02-15,520.529
2019-02-18,531.155
2019-02-19,530.372
2019-02-20,536.027
2019-02-21,541.142
2019-02-22,548.411
2019-02-25,550.787
2019-02-26,546.516
2019-02-27,542.644
2019-02-28,540.422
2019-03-01,545.373
2019-03-04,547.137
2019-03-05,548.195
2019-03-06,549.347
2019-03-07,546.889
2019-03-08,534.366
2019-03-11,536.889
2019-03-12,542.0
2019-03-13,539.618
2019-03-14,534.242
2019-03-15,539.129
2019-03-18,542.637
2019-03-19,545.262
2019-03-20,539.846
2019-03-21,538.492
2019-03-22,537.558
2019-03-25,532.04
2019-03-26,534.502
2019-03-27,539.536
2019-03-28,538.222
2019-03-29,542.06
2019-04-01,546.597
2019-04-02,550.387
2019-04-03,557.214
2019-04-04,554.622
2019-04-05,554.673
2019-04-08,552.832
2019-04-09,559.122
2019-04-10,558.586
2019-04-11,555.701
2019-04-12,557.229
2019-04-15,556.995
2019-04-16,554.44
2019-04-17,553.832
2019-04-18,557.13
2019-04-19,557.13
2019-04-22,557.073
2019-04-23,550.6
2019-04-24,553.386
2019-04-25,550.544
2019-04-26,551.139
2019-04-29,552.357
2019-04-30,549.905
2019-05-01,549.922
2019-05-02,549.137
2019-05-03,550.621
2019-05-06,535.805
2019-05-07,538.325
2019-05-08,532.341
2019-05-09,521.742
2019-05-10,527.606
2019-05-13,527.436
2019-05-14,518.43
2019-05-15,522.288
2019-05-16,522.631
2019-05-17,517.007
2019-05-20,506.331
2019-05-21,508.9
2019-05-22,509.724
2019-05-23,503.98
2019-05-24,502.915
2019-05-27,502.078
2019-05-28,510.686
2019-05-29,505.16
2019-05-30,505.072
2019-05-31,501.502
2019-06-03,497.449
2019-06-04,492.861
2019-06-05,497.847
2019-06-06,497.502
2019-06-07,497.305
2019-06-10,505.744
2019-06-11,513.15
2019-06-12,504.293
2019-06-13,501.787
2019-06-14,496.389
2019-06-17,497.369
2019-06-18,499.067
2019-06-19,512.329
2019-06-20,518.099
2019-06-21,517.29
2019-06-24,518.826
2019-06-25,513.522
2019-06-26,513.285
2019-06-27,520.372
2019-06-28,518.342
2019-07-01,518.385
2019-07-02,530.668
2019-07-03,532.082
2019-07-04,533.231
2019-07-05,533.408
2019-07-08,526.638
2019-07-09,521.901
2019-07-10,525.309
2019-07-11,525.291
2019-07-12,526.547
2019-07-15,529.614
2019-07-16,534.369
2019-07-17,535.12
2019-07-18,529.234
2019-07-19,532.619
2019-07-22,527.985
2019-07-23,530.955
2019-07-24,533.662
2019-07-25,534.494
2019-07-26,528.27
2019-07-29,519.494
2019-07-30,520.171
2019-07-31,514.946
2019-08-01,509.62
2019-08-02,496.134
2019-08-05,478.744
2019-08-06,474.153
2019-08-07,476.538
2019-08-08,482.242
2019-08-09,476.329
2019-08-12,471.726
2019-08-13,461.087
2019-08-14,457.928
2019-08-15,454.639
2019-08-16,461.01
2019-08-19,473.429
2019-08-20,474.404
2019-08-21,470.341
2019-08-22,477.38
2019-08-23,477.657
2019-08-26,464.896
2019-08-27,471.343
2019-08-28,473.909
2019-08-29,472.3
2019-08-30,473.094
2019-09-02,477.412
2019-09-03,475.599
2019-09-04,489.238
2019-09-05,488.94
2019-09-06,497.875
2019-09-09,497.916
2019-09-10,499.948
2019-09-11,506.685
2019-09-12,512.721
2019-09-13,519.98
2019-09-16,514.514
2019-09-17,506.782
2019-09-18,508.969
2019-09-19,504.052
2019-09-20,504.95
2019-09-23,499.981
2019-09-24,499.221
2019-09-25,494.368
2019-09-26,490.526
2019-09-27,491.755
2019-09-30,495.238
2019-10-01,494.933
2019-10-02,492.55
2019-10-03,493.233
2019-10-04,489.976
2019-10-07,490.009
2019-10-08,489.596
2019-10-09,487.364
2019-10-10,491.277
2019-10-11,495.042
2019-10-14,498.16
2019-10-15,500.021
2019-10-16,498.635
2019-10-17,504.982
2019-10-18,501.171
2019-10-21,498.975
2019-10-22,499.719
2019-10-23,498.925
2019-10-24,503.617
2019-10-25,504.74
2019-10-28,507.422
2019-10-29,508.467
2019-10-30,508.683
2019-10-31,511.546
2019-11-01,513.833
2019-11-04,517.853
2019-11-05,518.725
2019-11-06,516.898
2019-11-07,524.031
2019-11-08,521.836
2019-11-11,508.813
2019-11-12,510.13
2019-11-13,501.879
2019-11-14,497.846
2019-11-15,497.436
2019-11-18,501.918
2019-11-19,508.012
2019-11-20,506.613
2019-11-21,500.589
2019-11-22,499.155
2019-11-25,501.743
2019-11-26,503.815
2019-11-27,505.757
2019-11-28,506.727
2019-11-29,501.989
2019-12-02,502.098
2019-12-03,502.623
2019-12-04,498.603
2019-12-05,503.904
2019-12-06,505.246
2019-12-09,501.598
2019-12-10,498.313
2019-12-11,500.039
2019-12-12,504.686
2019-12-13,515.754
2019-12-16,518.014
2019-12-17,520.994
2019-12-18,521.388
2019-12-19,519.913
2019-12-20,520.5
2019-12-23,524.168
2019-12-24,524.795
2019-12-25,524.795
2019-12-26,524.795
2019-12-27,527.498
2019-12-30,533.503
2019-12-31,532.224
2020-01-01,532.224
2020-01-02,539.367
2020-01-03,540.383
2020-01-06,537.246
2020-01-07,537.657
2020-01-08,534.354
2020-01-09,543.54
2020-01-10,545.683
2020-01-13,545.778
2020-01-14,545.88
2020-01-15,547.63
2020-01-16,548.52
2020-01-17,549.783
2020-01-20,546.005
2020-01-21,530.984
2020-01-22,536.115
2020-01-23,521.436
2020-01-24,526.298
2020-01-27,525.936
2020-01-28,526.038
2020-01-29,505.79
2020-01-30,492.703
2020-01-31,490.493
2020-02-03,488.082
2020-02-04,497.252
2020-02-05,503.948
2020-02-06,513.117
2020-02-07,507.732
2020-02-10,503.705
2020-02-11,504.763
2020-02-12,512.792
2020-02-13,510.531
2020-02-14,509.724
2020-02-17,512.674
2020-02-18,506.992
2020-02-19,510.077
2020-02-20,512.956
2020-02-21,509.562
2020-02-24,499.103
2020-02-25,500.877
2020-02-26,501.303
2020-02-27,502.534
2020-02-28,492.231
2020-03-02,502.582
2020-03-03,504.896
2020-03-04,503.729
2020-03-05,514.361
2020-03-06,505.893
2020-03-09,482.833
2020-03-10,486.627
2020-03-11,483.987
2020-03-12,458.655
2020-03-13,454.889
2020-03-16,426.202
2020-03-17,422.551
2020-03-18,407.376
2020-03-19,392.51
2020-03-20,411.353
2020-03-23,390.729
2020-03-24,404.642
2020-03-25,426.945
2020-03-26,426.847
2020-03-27,428.44
2020-03-30,419.809
2020-03-31,425.044
2020-04-01,418.318
2020-04-02,418.618
2020-04-03,419.903
2020-04-06,420.873
2020-04-07,430.674
2020-04-08,429.551
2020-04-09,443.328
2020-04-10,443.328
2020-04-13,443.331
2020-04-14,445.919
2020-04-15,443.842
2020-04-16,440.738
2020-04-17,449.615
2020-04-20,451.122
2020-04-21,438.092
2020-04-22,444.919
2020-04-23,445.35
2020-04-24,438.741
2020-04-27,449.773
2020-04-28,452.041
2020-04-29,454.074
2020-04-30,453.969
2020-05-01,453.963
2020-05-04,443.784
2020-05-05,455.237
2020-05-06,459.175
2020-05-07,459.958
2020-05-08,466.819
2020-05-11,471.676
2020-05-12,474.475
2020-05-13,475.645
2020-05-14,475.31
2020-05-15,473.961
2020-05-18,480.724
2020-05-19,490.216
2020-05-20,491.206
2020-05-21,485.202
2020-05-22,464.9
2020-05-25,472.403
2020-05-26,483.277
2020-05-27,473.61
2020-05-28,469.623
2020-05-29,473.392
2020-06-01,488.26
2020-06-02,495.382
2020-06-03,503.225
2020-06-04,505.672
2020-06-05,513.029
2020-06-08,516.403
2020-06-09,528.215
2020-06-10,525.49
2020-06-11,515.778
