Date,HONG KONG SMALL GROWTH Small Cap
2003-02-28,269.462
2003-03-31,258.249
2003-04-30,259.895
2003-05-30,298.892
2003-06-30,311.129
2003-07-31,327.085
2003-08-29,359.109
2003-09-30,385.612
2003-10-31,405.656
2003-11-28,404.178
2003-12-31,416.653
2004-01-30,449.936
2004-02-27,465.381
2004-03-31,449.478
2004-04-30,426.177
2004-05-31,431.075
2004-06-30,423.056
2004-07-30,422.438
2004-08-31,434.792
2004-09-30,459.893
2004-10-29,478.978
2004-11-30,527.17
2004-12-31,548.808
2005-01-31,537.427
2005-02-28,579.576
2005-03-31,560.373
2005-04-29,568.152
2005-05-31,567.46
2005-06-30,577.232
2005-07-29,595.279
2005-08-31,594.562
2005-09-30,606.551
2005-10-31,551.84
2005-11-30,585.825
2005-12-30,598.754
2006-01-31,646.1
2006-02-28,659.234
2006-03-31,729.344
2006-04-28,759.365
2006-05-31,749.318
2006-06-30,743.588
2006-07-31,742.031
2006-08-31,752.18
2006-09-29,756.374
2006-10-31,773.252
2006-11-30,824.227
2006-12-29,830.311
2007-01-31,896.452
2007-02-28,897.421
2007-03-30,897.1
2007-04-30,932.548
2007-05-31,1000.0
2007-06-29,1040.125
2007-07-31,1065.342
2007-08-31,979.573
2007-09-28,1025.944
2007-10-31,1081.825
2007-11-30,1000.993
2007-12-31,989.777
2008-01-31,792.178
2008-02-29,818.495
2008-03-31,702.644
2008-04-30,756.344
2008-05-30,766.778
2008-06-30,663.363
2008-07-31,616.03
2008-08-29,549.54
2008-09-30,422.91
2008-10-31,277.89
2008-11-28,261.771
2008-12-31,294.599
2009-01-30,289.291
2009-02-27,301.772
2009-03-31,308.177
2009-04-30,376.422
2009-05-29,484.184
2009-06-30,486.692
2009-07-31,559.879
2009-08-31,518.891
2009-09-30,550.417
2009-10-30,582.624
2009-11-30,594.949
2009-12-31,612.462
2010-01-29,595.183
2010-02-26,608.661
2010-03-31,670.537
2010-04-30,687.961
2010-05-31,621.947
2010-06-30,631.704
2010-07-30,676.613
2010-08-31,686.828
2010-09-30,782.099
2010-10-29,812.928
2010-11-30,856.95
2010-12-31,877.989
2011-01-31,871.985
2011-02-28,812.927
2011-03-31,841.029
2011-04-29,887.159
2011-05-31,889.574
2011-06-30,860.654
2011-07-29,860.298
2011-08-31,792.881
2011-09-30,621.143
2011-10-31,724.679
2011-11-30,682.675
2011-12-30,667.714
2012-01-31,703.644
2012-02-29,764.85
2012-03-30,734.572
2012-04-30,742.408
2012-05-31,679.638
2012-06-29,656.007
2012-07-31,667.793
2012-08-31,688.624
2012-09-28,737.905
2012-10-31,743.04
2012-11-30,788.532
2012-12-31,793.313
2013-01-31,845.683
2013-02-28,861.269
2013-03-29,890.408
2013-04-30,878.848
2013-05-31,948.344
2013-06-28,867.558
2013-07-31,900.204
2013-08-30,950.379
2013-09-30,1013.063
2013-10-31,1055.416
2013-11-29,1115.91
2013-12-31,1154.943
2014-01-31,1105.229
2014-02-28,1134.969
2014-03-31,1096.095
2014-04-30,1083.282
2014-05-30,1070.716
2014-06-30,1075.032
2014-07-31,1096.718
2014-08-29,1080.224
2014-09-30,1003.765
2014-10-31,1022.265
2014-11-28,1011.625
2014-12-31,947.783
2015-01-30,941.671
2015-02-27,939.497
2015-03-31,945.172
2015-04-30,1090.61
2015-05-29,1130.421
2015-06-30,1013.761
2015-07-31,875.824
2015-08-31,771.028
2015-09-30,765.712
2015-10-30,828.345
2015-11-30,805.98
2015-12-31,795.281
2016-01-29,670.468
2016-02-29,667.094
2016-03-31,707.836
2016-04-29,698.913
2016-05-31,672.333
2016-06-30,648.423
2016-07-29,644.928
2016-08-31,667.803
2016-09-30,694.789
2016-10-31,680.92
2016-11-30,693.025
2016-12-30,649.036
2017-01-31,669.225
2017-02-28,693.479
2017-03-31,682.733
2017-04-28,685.581
2017-05-31,711.09
2017-06-30,685.719
2017-07-31,676.988
2017-08-31,688.541
2017-09-29,715.776
2017-10-31,725.64
2017-11-30,718.063
2017-12-29,717.745
2018-01-31,750.415
2018-02-28,734.538
2018-03-30,690.155
2018-04-30,696.507
2018-05-31,668.217
2018-06-29,617.766
2018-07-31,608.762
2018-08-31,572.355
2018-09-28,551.206
2018-10-31,474.744
2018-11-30,504.866
2018-12-31,487.511
2019-01-31,514.292
2019-02-28,540.422
2019-03-29,542.06
2019-04-30,549.905
2019-05-31,501.502
2019-06-28,518.342
2019-07-31,514.946
2019-08-30,473.094
2019-09-30,495.238
2019-10-31,511.546
2019-11-29,501.989
2019-12-31,532.224
2020-01-31,490.493
2020-02-28,492.231
2020-03-31,425.044
2020-04-30,453.969
2020-05-29,473.392
2020-06-30,533.855
2020-07-31,560.299
2020-08-31,603.032
2020-09-30,625.165
2020-10-30,630.208
2020-11-30,699.402
2020-12-31,716.831
2021-01-29,796.621
2021-02-26,908.241
2021-03-31,920.113
2021-04-30,951.376
2021-05-31,937.522
2021-06-30,961.383
2021-07-30,875.959
2021-08-31,880.997
2021-09-30,798.672
2021-10-29,813.66
2021-11-30,760.218
2021-12-31,736.814
2022-01-31,700.139
2022-02-28,689.675
2022-03-31,641.947
2022-04-29,606.141
2022-05-31,610.877
2022-06-30,606.869
2022-07-29,573.471
2022-08-31,575.082
2022-09-30,495.409
2022-10-31,444.847
2022-11-30,551.263
2022-12-30,618.57
2023-01-31,678.38
2023-02-28,640.208
2023-03-31,634.448
2023-04-28,636.729
2023-05-31,573.112
2023-06-30,572.87
2023-07-31,611.777
2023-08-31,584.316
2023-09-29,558.176
2023-10-31,535.911
2023-11-30,524.703
2023-12-29,538.076
2024-01-31,480.276
2024-02-29,519.658
2024-03-29,522.206
2024-04-30,522.071
2024-05-31,539.965
2024-06-28,519.437
2024-07-31,475.084
2024-08-30,477.499
2024-09-30,518.097
2024-10-31,488.449
2024-11-29,482.254
2024-12-31,482.942
2025-01-31,468.486
2025-02-28,473.614
2025-03-31,477.825
2025-04-30,461.056
2025-05-30,489.561
