Date,GERMANY LARGE VALUE Large Cap
2001-09-06,431.634
2001-09-07,424.58
2001-09-10,416.884
2001-09-11,391.053
2001-09-12,395.099
2001-09-13,400.692
2001-09-14,381.743
2001-09-17,395.605
2001-09-18,392.155
2001-09-19,384.732
2001-09-20,363.147
2001-09-21,354.472
2001-09-24,377.574
2001-09-25,376.938
2001-09-26,386.44
2001-09-27,391.962
2001-09-28,397.38
2001-10-01,395.326
2001-10-02,399.366
2001-10-03,411.03
2001-10-04,417.397
2001-10-05,417.777
2001-10-08,420.877
2001-10-09,417.273
2001-10-10,426.507
2001-10-11,423.606
2001-10-12,420.953
2001-10-15,414.877
2001-10-16,423.88
2001-10-17,423.031
2001-10-18,416.228
2001-10-19,407.348
2001-10-22,411.602
2001-10-23,418.514
2001-10-24,429.286
2001-10-25,420.48
2001-10-26,425.249
2001-10-29,418.354
2001-10-30,411.852
2001-10-31,407.472
2001-11-01,414.854
2001-11-02,407.525
2001-11-05,414.612
2001-11-06,408.698
2001-11-07,423.649
2001-11-08,432.134
2001-11-09,428.191
2001-11-12,422.362
2001-11-13,426.331
2001-11-14,429.506
2001-11-15,431.819
2001-11-16,442.491
2001-11-19,451.198
2001-11-20,445.133
2001-11-21,441.94
2001-11-22,444.773
2001-11-23,447.374
2001-11-26,443.923
2001-11-27,437.545
2001-11-28,428.655
2001-11-29,429.636
2001-11-30,438.737
2001-12-03,435.802
2001-12-04,435.885
2001-12-05,451.111
2001-12-06,454.032
2001-12-07,446.271
2001-12-10,440.21
2001-12-11,441.267
2001-12-12,438.102
2001-12-13,432.411
2001-12-14,430.944
2001-12-17,443.906
2001-12-18,440.155
2001-12-19,433.313
2001-12-20,429.355
2001-12-21,431.086
2001-12-24,426.784
2001-12-25,426.784
2001-12-26,427.149
2001-12-27,440.343
2001-12-28,441.293
2001-12-31,445.597
2002-01-01,445.597
2002-01-02,452.401
2002-01-03,458.095
2002-01-04,462.242
2002-01-07,453.11
2002-01-08,454.794
2002-01-09,451.667
2002-01-10,449.035
2002-01-11,445.461
2002-01-14,435.617
2002-01-15,433.503
2002-01-16,425.612
2002-01-17,437.277
2002-01-18,437.99
2002-01-21,435.294
2002-01-22,433.291
2002-01-23,441.97
2002-01-24,438.328
2002-01-25,431.405
2002-01-28,428.865
2002-01-29,421.774
2002-01-30,420.314
2002-01-31,424.933
2002-02-01,423.564
2002-02-04,417.969
2002-02-05,416.109
2002-02-06,405.462
2002-02-07,405.18
2002-02-08,402.908
2002-02-11,413.088
2002-02-12,407.248
2002-02-13,408.63
2002-02-14,407.609
2002-02-15,399.72
2002-02-18,400.268
2002-02-19,393.726
2002-02-20,395.599
2002-02-21,403.471
2002-02-22,399.755
2002-02-25,405.776
2002-02-26,408.052
2002-02-27,410.52
2002-02-28,417.046
2002-03-01,422.574
2002-03-04,435.999
2002-03-05,431.481
2002-03-06,439.386
2002-03-07,442.311
2002-03-08,446.561
2002-03-11,443.748
2002-03-12,437.652
2002-03-13,438.899
2002-03-14,443.795
2002-03-15,452.779
2002-03-18,452.225
2002-03-19,455.026
2002-03-20,451.349
2002-03-21,449.067
2002-03-22,451.387
2002-03-25,446.537
2002-03-26,451.38
2002-03-27,445.049
2002-03-28,448.651
2002-03-29,448.651
2002-04-01,452.328
2002-04-02,447.817
2002-04-03,448.069
2002-04-04,446.412
2002-04-05,444.671
2002-04-08,436.231
2002-04-09,434.753
2002-04-10,444.179
2002-04-11,438.459
2002-04-12,441.304
2002-04-15,445.634
2002-04-16,456.718
2002-04-17,456.479
2002-04-18,455.119
2002-04-19,455.757
2002-04-22,451.669
2002-04-23,449.993
2002-04-24,447.506
2002-04-25,439.3
2002-04-26,434.211
2002-04-29,437.471
2002-04-30,440.217
2002-05-01,442.709
2002-05-02,436.316
2002-05-03,433.574
2002-05-06,434.359
2002-05-07,431.355
2002-05-08,441.592
2002-05-09,437.233
2002-05-10,430.513
2002-05-13,437.845
2002-05-14,438.823
2002-05-15,444.262
2002-05-16,444.291
2002-05-17,449.227
2002-05-20,446.662
2002-05-21,445.405
2002-05-22,447.167
2002-05-23,441.401
2002-05-24,441.531
2002-05-27,446.576
2002-05-28,448.185
2002-05-29,448.729
2002-05-30,439.052
2002-05-31,443.244
2002-06-03,439.942
2002-06-04,430.271
2002-06-05,428.476
2002-06-06,437.544
2002-06-07,433.147
2002-06-10,430.06
2002-06-11,431.237
2002-06-12,430.939
2002-06-13,425.857
2002-06-14,410.394
2002-06-17,423.718
2002-06-18,425.664
2002-06-19,419.851
2002-06-20,416.606
2002-06-21,418.108
2002-06-24,415.759
2002-06-25,419.245
2002-06-26,423.401
2002-06-27,433.001
2002-06-28,443.68
2002-07-01,440.921
2002-07-02,427.876
2002-07-03,418.772
2002-07-04,427.951
2002-07-05,438.869
2002-07-08,439.291
2002-07-09,433.93
2002-07-10,416.452
2002-07-11,411.736
2002-07-12,410.558
2002-07-15,400.177
2002-07-16,405.238
2002-07-17,410.882
2002-07-18,415.812
2002-07-19,396.289
2002-07-22,374.815
2002-07-23,355.544
2002-07-24,365.501
2002-07-25,354.325
2002-07-26,356.36
2002-07-29,380.834
2002-07-30,390.591
2002-07-31,372.336
2002-08-01,363.31
2002-08-02,361.8
2002-08-05,344.343
2002-08-06,358.812
2002-08-07,352.547
2002-08-08,371.656
2002-08-09,384.168
2002-08-12,375.585
2002-08-13,379.333
2002-08-14,373.454
2002-08-15,380.792
2002-08-16,382.731
2002-08-19,394.539
2002-08-20,383.758
2002-08-21,391.052
2002-08-22,390.781
2002-08-23,385.661
2002-08-26,381.561
2002-08-27,391.247
2002-08-28,374.185
2002-08-29,374.268
2002-08-30,381.347
2002-09-02,373.796
2002-09-03,355.663
2002-09-04,361.94
2002-09-05,356.302
2002-09-06,365.079
2002-09-09,358.209
2002-09-10,364.796
2002-09-11,371.755
2002-09-12,356.617
2002-09-13,354.8
2002-09-16,351.976
2002-09-17,350.516
2002-09-18,335.088
2002-09-19,329.132
2002-09-20,332.3
2002-09-23,315.497
2002-09-24,304.984
2002-09-25,314.892
2002-09-26,328.881
2002-09-27,319.63
2002-09-30,309.199
2002-10-01,321.761
2002-10-02,327.788
2002-10-03,317.435
2002-10-04,307.46
2002-10-07,305.45
2002-10-08,295.408
2002-10-09,290.187
2002-10-10,298.356
2002-10-11,316.548
2002-10-14,307.219
2002-10-15,323.774
2002-10-16,320.424
2002-10-17,329.892
2002-10-18,329.602
2002-10-21,342.14
2002-10-22,329.927
2002-10-23,315.171
2002-10-24,318.348
2002-10-25,317.212
2002-10-28,327.915
2002-10-29,310.933
2002-10-30,315.076
2002-10-31,319.106
2002-11-01,322.348
2002-11-04,336.696
2002-11-05,336.742
2002-11-06,331.754
2002-11-07,321.933
2002-11-08,318.67
2002-11-11,320.302
2002-11-12,326.444
2002-11-13,321.777
2002-11-14,328.551
2002-11-15,328.628
2002-11-18,333.065
2002-11-19,332.293
2002-11-20,327.238
2002-11-21,334.211
2002-11-22,334.353
2002-11-25,328.294
2002-11-26,320.241
2002-11-27,336.172
2002-11-28,339.43
2002-11-29,335.79
2002-12-02,338.333
2002-12-03,330.053
2002-12-04,337.519
2002-12-05,328.295
2002-12-06,330.159
2002-12-09,316.434
2002-12-10,328.978
2002-12-11,332.13
2002-12-12,326.853
2002-12-13,322.708
2002-12-16,334.279
2002-12-17,329.558
2002-12-18,314.477
2002-12-19,308.495
2002-12-20,316.775
2002-12-23,314.616
2002-12-24,315.918
2002-12-25,315.918
2002-12-26,316.714
2002-12-27,301.292
2002-12-30,308.984
2002-12-31,310.196
2003-01-01,310.196
2003-01-02,330.33
2003-01-03,329.427
2003-01-06,338.781
2003-01-07,331.479
2003-01-08,318.83
2003-01-09,324.734
2003-01-10,325.874
2003-01-13,327.599
2003-01-14,331.389
2003-01-15,326.187
2003-01-16,329.166
2003-01-17,319.587
2003-01-20,318.058
2003-01-21,313.519
2003-01-22,305.191
2003-01-23,305.814
2003-01-24,298.359
2003-01-27,291.284
2003-01-28,296.83
2003-01-29,301.672
2003-01-30,298.421
2003-01-31,306.131
2003-02-03,307.757
2003-02-04,297.188
2003-02-05,305.362
2003-02-06,294.577
2003-02-07,284.713
2003-02-10,287.077
2003-02-11,290.064
2003-02-12,282.141
2003-02-13,281.702
2003-02-14,296.415
2003-02-17,296.42
2003-02-18,297.673
2003-02-19,287.352
2003-02-20,286.836
2003-02-21,295.401
2003-02-24,284.733
2003-02-25,275.433
2003-02-26,270.603
2003-02-27,278.694
2003-02-28,283.407
2003-03-03,284.991
2003-03-04,282.73
2003-03-05,282.926
2003-03-06,275.225
2003-03-07,275.62
2003-03-10,265.422
2003-03-11,261.482
2003-03-12,245.099
2003-03-13,257.289
2003-03-14,256.642
2003-03-17,262.653
2003-03-18,276.971
2003-03-19,279.129
2003-03-20,276.921
2003-03-21,287.991
2003-03-24,274.808
2003-03-25,284.876
2003-03-26,278.25
2003-03-27,278.758
2003-03-28,273.622
2003-03-31,266.354
2003-04-01,267.98
2003-04-02,281.467
2003-04-03,279.409
2003-04-04,289.658
2003-04-07,304.207
2003-04-08,300.23
2003-04-09,297.252
2003-04-10,295.714
2003-04-11,298.638
2003-04-14,303.262
2003-04-15,306.947
2003-04-16,304.25
2003-04-17,314.718
2003-04-18,314.718
2003-04-21,313.362
2003-04-22,325.146
2003-04-23,327.33
2003-04-24,320.186
2003-04-25,313.337
2003-04-28,325.781
2003-04-29,319.861
2003-04-30,328.062
2003-05-01,331.075
2003-05-02,333.356
2003-05-05,336.731
2003-05-06,343.95
2003-05-07,340.169
2003-05-08,329.678
2003-05-09,338.406
2003-05-12,337.967
2003-05-13,332.242
2003-05-14,336.499
2003-05-15,343.795
2003-05-16,346.422
2003-05-19,335.02
2003-05-20,332.431
2003-05-21,332.805
2003-05-22,336.581
2003-05-23,333.238
2003-05-26,335.129
2003-05-27,340.245
2003-05-28,341.265
2003-05-29,342.295
2003-05-30,349.446
2003-06-02,355.383
2003-06-03,350.179
2003-06-04,353.895
2003-06-05,353.235
2003-06-06,357.988
2003-06-09,355.386
2003-06-10,358.729
2003-06-11,367.715
2003-06-12,373.317
2003-06-13,370.351
2003-06-16,381.895
2003-06-17,384.518
2003-06-18,383.467
2003-06-19,376.273
2003-06-20,373.708
2003-06-23,365.353
2003-06-24,367.191
2003-06-25,366.734
2003-06-26,369.127
2003-06-27,367.411
2003-06-30,368.706
2003-07-01,364.161
2003-07-02,370.072
2003-07-03,371.218
2003-07-04,369.769
2003-07-07,374.854
2003-07-08,376.14
2003-07-09,372.988
2003-07-10,368.163
2003-07-11,373.87
2003-07-14,380.642
2003-07-15,375.516
2003-07-16,373.638
2003-07-17,368.883
2003-07-18,372.954
2003-07-21,367.548
2003-07-22,371.203
2003-07-23,372.539
2003-07-24,382.858
2003-07-25,382.502
2003-07-28,385.805
2003-07-29,386.963
2003-07-30,385.311
2003-07-31,390.248
2003-08-01,385.299
2003-08-04,384.267
2003-08-05,387.979
2003-08-06,381.847
2003-08-07,377.861
2003-08-08,375.182
2003-08-11,376.096
2003-08-12,379.476
2003-08-13,379.717
2003-08-14,386.812
2003-08-15,387.763
2003-08-18,391.121
2003-08-19,387.556
2003-08-20,389.831
2003-08-21,391.369
2003-08-22,385.598
2003-08-25,382.549
2003-08-26,377.51
2003-08-27,381.747
2003-08-28,380.719
2003-08-29,381.328
2003-09-01,390.575
2003-09-02,386.929
2003-09-03,391.399
2003-09-04,395.054
2003-09-05,392.094
2003-09-08,396.447
2003-09-09,392.743
2003-09-10,388.037
2003-09-11,390.664
2003-09-12,387.611
2003-09-15,388.384
2003-09-16,388.914
2003-09-17,389.62
2003-09-18,394.685
2003-09-19,395.355
2003-09-22,385.714
2003-09-23,378.487
2003-09-24,365.023
2003-09-25,370.005
2003-09-26,368.559
2003-09-29,371.119
2003-09-30,367.031
2003-10-01,377.898
2003-10-02,367.874
2003-10-03,381.689
2003-10-06,381.349
2003-10-07,377.894
2003-10-08,379.553
2003-10-09,389.659
2003-10-10,389.563
2003-10-13,392.71
2003-10-14,393.771
2003-10-15,396.059
2003-10-16,399.266
2003-10-17,390.613
2003-10-20,397.134
2003-10-21,397.711
2003-10-22,391.749
2003-10-23,393.948
2003-10-24,389.7
2003-10-27,394.775
2003-10-28,399.525
2003-10-29,401.22
2003-10-30,405.131
2003-10-31,404.661
2003-11-03,408.735
2003-11-04,411.484
2003-11-05,409.156
2003-11-06,407.941
2003-11-07,417.102
2003-11-10,415.253
2003-11-11,414.403
2003-11-12,420.398
2003-11-13,423.737
2003-11-14,428.402
2003-11-17,415.789
2003-11-18,419.266
2003-11-19,419.725
2003-11-20,418.195
2003-11-21,419.179
2003-11-24,424.039
2003-11-25,421.114
2003-11-26,423.317
2003-11-27,426.17
2003-11-28,428.368
2003-12-01,435.497
2003-12-02,438.324
2003-12-03,447.357
2003-12-04,446.969
2003-12-05,446.839
2003-12-08,445.147
2003-12-09,448.448
2003-12-10,447.168
2003-12-11,448.775
2003-12-12,454.799
2003-12-15,458.049
2003-12-16,460.016
2003-12-17,461.07
2003-12-18,465.247
2003-12-19,468.156
2003-12-22,468.99
2003-12-23,471.785
2003-12-24,473.115
2003-12-25,473.115
2003-12-26,472.925
2003-12-29,480.064
2003-12-30,482.351
2003-12-31,485.546
2004-01-01,485.546
2004-01-02,489.203
2004-01-05,492.918
2004-01-06,493.093
2004-01-07,485.556
2004-01-08,487.911
2004-01-09,490.239
2004-01-12,486.788
2004-01-13,488.311
2004-01-14,492.672
2004-01-15,491.474
2004-01-16,490.543
2004-01-19,492.239
2004-01-20,494.852
2004-01-21,501.904
2004-01-22,504.32
2004-01-23,504.937
2004-01-26,495.513
2004-01-27,497.707
2004-01-28,500.308
2004-01-29,484.842
2004-01-30,482.774
2004-02-02,485.732
2004-02-03,486.672
2004-02-04,482.911
2004-02-05,484.119
2004-02-06,491.2
2004-02-09,495.181
2004-02-10,496.172
2004-02-11,495.899
2004-02-12,501.515
2004-02-13,491.679
2004-02-16,492.492
2004-02-17,496.766
2004-02-18,496.728
2004-02-19,495.653
2004-02-20,483.212
2004-02-23,483.997
2004-02-24,479.179
2004-02-25,474.18
2004-02-26,472.916
2004-02-27,476.532
2004-03-01,480.866
2004-03-02,481.026
2004-03-03,469.789
2004-03-04,478.491
2004-03-05,487.394
2004-03-08,488.58
2004-03-09,483.694
2004-03-10,473.119
2004-03-11,457.257
2004-03-12,455.097
2004-03-15,443.411
2004-03-16,449.71
2004-03-17,453.387
2004-03-18,450.941
2004-03-19,447.949
2004-03-22,439.138
2004-03-23,436.751
2004-03-24,432.476
2004-03-25,441.057
2004-03-26,440.373
2004-03-29,448.005
2004-03-30,448.38
2004-03-31,448.795
2004-04-01,460.117
2004-04-02,462.772
2004-04-05,462.055
2004-04-06,460.802
2004-04-07,462.823
2004-04-08,460.77
2004-04-09,460.77
2004-04-12,459.476
2004-04-13,460.607
2004-04-14,454.974
2004-04-15,456.742
2004-04-16,464.427
2004-04-19,462.413
2004-04-20,462.248
2004-04-21,457.834
2004-04-22,462.413
2004-04-23,467.313
2004-04-26,470.434
2004-04-27,473.598
2004-04-28,462.843
2004-04-29,460.193
2004-04-30,458.874
2004-05-03,460.057
2004-05-04,462.059
2004-05-05,467.985
2004-05-06,453.615
2004-05-07,445.479
2004-05-10,430.232
2004-05-11,435.952
2004-05-12,431.487
2004-05-13,435.667
2004-05-14,434.47
2004-05-17,433.865
2004-05-18,436.269
2004-05-19,448.046
2004-05-20,439.334
2004-05-21,442.309
2004-05-24,444.627
2004-05-25,445.79
2004-05-26,450.611
2004-05-27,462.699
2004-05-28,458.314
2004-05-31,460.612
2004-06-01,454.051
2004-06-02,458.614
2004-06-03,461.195
2004-06-04,466.813
2004-06-07,476.211
2004-06-08,473.615
2004-06-09,464.872
2004-06-10,467.747
2004-06-11,464.339
2004-06-14,458.798
2004-06-15,463.687
2004-06-16,463.466
2004-06-17,462.136
2004-06-18,467.502
2004-06-21,464.87
2004-06-22,458.733
2004-06-23,460.198
2004-06-24,471.03
2004-06-25,469.488
2004-06-28,478.487
2004-06-29,474.859
2004-06-30,474.921
2004-07-01,472.076
2004-07-02,473.538
2004-07-05,471.462
2004-07-06,466.384
2004-07-07,469.245
2004-07-08,473.349
2004-07-09,471.315
2004-07-12,468.035
2004-07-13,466.313
2004-07-14,467.451
2004-07-15,460.114
2004-07-16,462.492
2004-07-19,458.346
2004-07-20,459.458
2004-07-21,458.315
2004-07-22,451.299
2004-07-23,444.402
2004-07-26,440.733
2004-07-27,444.821
2004-07-28,442.816
2004-07-29,452.215
2004-07-30,451.231
2004-08-02,447.328
2004-08-03,449.542
2004-08-04,443.158
2004-08-05,443.577
2004-08-06,439.308
2004-08-09,434.964
2004-08-10,439.429
2004-08-11,430.477
2004-08-12,430.412
2004-08-13,432.371
2004-08-16,437.496
2004-08-17,437.864
2004-08-18,438.138
2004-08-19,440.028
2004-08-20,438.318
2004-08-23,440.189
2004-08-24,436.957
2004-08-25,438.725
2004-08-26,442.861
2004-08-27,443.302
2004-08-30,442.03
2004-08-31,440.482
2004-09-01,445.576
2004-09-02,446.623
2004-09-03,447.683
2004-09-06,450.351
2004-09-07,449.862
2004-09-08,450.473
2004-09-09,447.443
2004-09-10,454.884
2004-09-13,460.882
2004-09-14,463.077
2004-09-15,457.667
2004-09-16,459.686
2004-09-17,463.197
2004-09-20,460.889
2004-09-21,466.11
2004-09-22,458.384
2004-09-23,455.85
2004-09-24,455.121
2004-09-27,451.903
2004-09-28,453.795
2004-09-29,459.119
2004-09-30,459.7
2004-10-01,470.383
2004-10-04,469.611
2004-10-05,474.747
2004-10-06,476.054
2004-10-07,475.165
2004-10-08,477.602
2004-10-11,477.279
2004-10-12,467.753
2004-10-13,467.717
2004-10-14,468.115
2004-10-15,468.039
2004-10-18,467.817
2004-10-19,473.637
2004-10-20,470.881
2004-10-21,472.959
2004-10-22,474.235
2004-10-25,469.457
2004-10-26,471.731
2004-10-27,480.307
2004-10-28,483.857
2004-10-29,483.173
2004-11-01,491.634
2004-11-02,493.09
2004-11-03,496.747
2004-11-04,500.491
2004-11-05,504.406
2004-11-08,507.702
2004-11-09,505.581
2004-11-10,508.089
2004-11-11,510.544
2004-11-12,513.559
2004-11-15,511.971
2004-11-16,511.491
2004-11-17,521.303
2004-11-18,519.378
2004-11-19,517.029
2004-11-22,515.223
2004-11-23,516.062
2004-11-24,520.797
2004-11-25,528.281
2004-11-26,528.261
2004-11-29,527.976
2004-11-30,525.246
2004-12-01,533.833
2004-12-02,535.829
2004-12-03,539.488
2004-12-06,540.306
2004-12-07,542.724
2004-12-08,536.012
2004-12-09,528.913
2004-12-10,531.614
2004-12-13,541.136
2004-12-14,542.479
2004-12-15,545.392
2004-12-16,542.973
2004-12-17,533.769
2004-12-20,544.752
2004-12-21,543.479
2004-12-22,548.596
2004-12-23,554.696
2004-12-24,556.134
2004-12-27,556.865
2004-12-28,559.194
2004-12-29,556.779
2004-12-30,559.572
2004-12-31,558.033
2005-01-03,556.718
2005-01-04,550.264
2005-01-05,544.47
2005-01-06,546.422
2005-01-07,543.418
2005-01-10,545.133
2005-01-11,541.672
2005-01-12,541.124
2005-01-13,536.687
2005-01-14,536.577
2005-01-17,538.307
2005-01-18,536.714
2005-01-19,535.597
2005-01-20,528.686
2005-01-21,529.349
2005-01-24,529.255
2005-01-25,529.717
2005-01-26,530.201
2005-01-27,529.55
2005-01-28,526.666
2005-01-31,534.391
2005-02-01,537.587
2005-02-02,540.978
2005-02-03,535.913
2005-02-04,542.266
2005-02-07,540.871
2005-02-08,539.109
2005-02-09,537.664
2005-02-10,541.531
2005-02-11,547.306
2005-02-14,550.869
2005-02-15,553.753
2005-02-16,549.254
2005-02-17,553.413
2005-02-18,551.789
2005-02-21,550.252
2005-02-22,552.799
2005-02-23,549.514
2005-02-24,550.194
2005-02-25,555.125
2005-02-28,558.799
2005-03-01,559.25
2005-03-02,557.125
2005-03-03,555.887
2005-03-04,568.052
2005-03-07,567.033
2005-03-08,568.566
2005-03-09,565.967
2005-03-10,563.804
2005-03-11,569.987
2005-03-14,566.523
2005-03-15,566.97
2005-03-16,560.132
2005-03-17,557.38
2005-03-18,554.81
2005-03-21,547.724
2005-03-22,551.602
2005-03-23,542.619
2005-03-24,543.668
2005-03-25,543.668
2005-03-28,539.853
2005-03-29,543.642
2005-03-30,545.03
2005-03-31,546.032
2005-04-01,547.798
2005-04-04,537.379
2005-04-05,540.864
2005-04-06,543.806
2005-04-07,546.568
2005-04-08,544.431
2005-04-11,548.301
2005-04-12,541.058
2005-04-13,545.98
2005-04-14,541.312
2005-04-15,533.819
2005-04-18,522.087
2005-04-19,523.789
2005-04-20,520.471
2005-04-21,523.152
2005-04-22,525.964
2005-04-25,525.252
2005-04-26,523.902
2005-04-27,518.801
2005-04-28,516.384
2005-04-29,516.909
2005-05-02,518.266
2005-05-03,522.603
2005-05-04,528.941
2005-05-05,532.198
2005-05-06,529.747
2005-05-09,525.808
2005-05-10,521.539
2005-05-11,517.937
2005-05-12,517.283
2005-05-13,514.699
2005-05-16,511.91
2005-05-17,512.176
2005-05-18,521.687
2005-05-19,526.427
2005-05-20,522.665
2005-05-23,528.68
2005-05-24,526.947
2005-05-25,525.772
2005-05-26,529.338
2005-05-27,531.467
2005-05-30,533.751
2005-05-31,526.251
2005-06-01,530.163
2005-06-02,531.798
2005-06-03,527.855
2005-06-06,526.504
2005-06-07,534.048
2005-06-08,535.295
2005-06-09,529.955
2005-06-10,529.865
2005-06-13,527.604
2005-06-14,527.581
2005-06-15,525.773
2005-06-16,528.205
2005-06-17,537.248
2005-06-20,531.026
2005-06-21,533.252
2005-06-22,533.18
2005-06-23,530.991
2005-06-24,526.447
2005-06-27,524.49
2005-06-28,524.057
2005-06-29,526.871
2005-06-30,528.659
2005-07-01,526.381
2005-07-04,524.942
2005-07-05,523.469
2005-07-06,526.347
2005-07-07,517.532
2005-07-08,525.072
2005-07-11,538.377
2005-07-12,542.696
2005-07-13,541.168
2005-07-14,543.89
2005-07-15,543.481
2005-07-18,544.922
2005-07-19,547.958
2005-07-20,550.853
2005-07-21,561.498
2005-07-22,561.767
2005-07-25,561.541
2005-07-26,560.283
2005-07-27,563.693
2005-07-28,570.431
2005-07-29,572.884
2005-08-01,576.513
2005-08-02,581.367
2005-08-03,583.564
2005-08-04,579.785
2005-08-05,572.982
2005-08-08,576.465
2005-08-09,585.268
2005-08-10,597.744
2005-08-11,595.587
2005-08-12,593.356
2005-08-15,588.381
2005-08-16,582.243
2005-08-17,579.305
2005-08-18,570.142
2005-08-19,578.486
2005-08-22,585.153
2005-08-23,580.144
2005-08-24,582.645
2005-08-25,576.286
2005-08-26,569.646
2005-08-29,569.64
2005-08-30,563.355
2005-08-31,572.905
2005-09-01,581.345
2005-09-02,584.011
2005-09-05,592.061
2005-09-06,597.712
2005-09-07,598.402
2005-09-08,597.112
2005-09-09,599.044
2005-09-12,588.83
2005-09-13,578.065
2005-09-14,581.249
2005-09-15,576.67
2005-09-16,586.588
2005-09-19,576.285
2005-09-20,582.651
2005-09-21,574.962
2005-09-22,568.546
2005-09-23,569.431
2005-09-26,580.824
2005-09-27,576.118
2005-09-28,587.52
2005-09-29,583.228
2005-09-30,587.809
2005-10-03,585.072
2005-10-04,593.346
2005-10-05,585.341
2005-10-06,588.374
2005-10-07,586.034
2005-10-10,583.751
2005-10-11,582.577
2005-10-12,578.858
2005-10-13,571.166
2005-10-14,581.275
2005-10-17,579.679
2005-10-18,570.663
2005-10-19,561.57
2005-10-20,562.567
2005-10-21,561.89
2005-10-24,567.59
2005-10-25,570.453
2005-10-26,573.594
2005-10-27,565.996
2005-10-28,565.844
2005-10-31,572.303
2005-11-01,571.111
2005-11-02,579.436
2005-11-03,581.854
2005-11-04,569.298
2005-11-07,572.059
2005-11-08,568.965
2005-11-09,567.202
