Date,FRANCE SMALL CAP Small Cap
2002-11-11,72.238
2002-11-12,71.949
2002-11-13,71.78
2002-11-14,72.461
2002-11-15,72.941
2002-11-18,73.918
2002-11-19,73.358
2002-11-20,72.377
2002-11-21,74.483
2002-11-22,74.301
2002-11-25,73.667
2002-11-26,73.46
2002-11-27,74.503
2002-11-28,76.365
2002-11-29,75.38
2002-12-02,75.611
2002-12-03,73.94
2002-12-04,72.784
2002-12-05,72.774
2002-12-06,72.89
2002-12-09,71.225
2002-12-10,71.383
2002-12-11,71.868
2002-12-12,71.551
2002-12-13,70.571
2002-12-16,70.902
2002-12-17,70.606
2002-12-18,68.904
2002-12-19,68.006
2002-12-20,68.759
2002-12-23,67.995
2002-12-24,68.635
2002-12-25,68.635
2002-12-26,68.808
2002-12-27,68.458
2002-12-30,68.771
2002-12-31,69.289
2003-01-01,69.289
2003-01-02,70.828
2003-01-03,71.4
2003-01-06,72.62
2003-01-07,72.209
2003-01-08,70.399
2003-01-09,70.789
2003-01-10,71.671
2003-01-13,72.616
2003-01-14,73.588
2003-01-15,73.684
2003-01-16,73.216
2003-01-17,71.905
2003-01-20,71.189
2003-01-21,70.909
2003-01-22,69.58
2003-01-23,70.531
2003-01-24,70.511
2003-01-27,68.724
2003-01-28,68.905
2003-01-29,68.812
2003-01-30,68.897
2003-01-31,68.555
2003-02-03,69.501
2003-02-04,68.89
2003-02-05,68.656
2003-02-06,68.519
2003-02-07,67.795
2003-02-10,66.192
2003-02-11,66.333
2003-02-12,65.705
2003-02-13,65.67
2003-02-14,65.52
2003-02-17,66.123
2003-02-18,65.889
2003-02-19,65.694
2003-02-20,65.1
2003-02-21,64.116
2003-02-24,63.42
2003-02-25,61.1
2003-02-26,60.28
2003-02-27,59.817
2003-02-28,61.278
2003-03-03,61.58
2003-03-04,60.121
2003-03-05,59.52
2003-03-06,59.081
2003-03-07,58.755
2003-03-10,57.455
2003-03-11,57.084
2003-03-12,55.098
2003-03-13,55.584
2003-03-14,57.331
2003-03-17,58.009
2003-03-18,58.953
2003-03-19,59.619
2003-03-20,59.353
2003-03-21,60.43
2003-03-24,58.149
2003-03-25,58.4
2003-03-26,58.833
2003-03-27,57.659
2003-03-28,57.701
2003-03-31,57.066
2003-04-01,57.242
2003-04-02,58.247
2003-04-03,58.88
2003-04-04,59.224
2003-04-07,61.255
2003-04-08,61.265
2003-04-09,61.151
2003-04-10,61.276
2003-04-11,61.514
2003-04-14,61.765
2003-04-15,62.541
2003-04-16,63.395
2003-04-17,63.704
2003-04-18,63.704
2003-04-21,63.429
2003-04-22,64.865
2003-04-23,66.669
2003-04-24,67.067
2003-04-25,67.311
2003-04-28,68.361
2003-04-29,68.694
2003-04-30,69.482
2003-05-01,70.12
2003-05-02,70.46
2003-05-05,72.415
2003-05-06,74.039
2003-05-07,75.042
2003-05-08,74.933
2003-05-09,74.554
2003-05-12,74.697
2003-05-13,74.869
2003-05-14,75.95
2003-05-15,75.649
2003-05-16,76.346
2003-05-19,74.81
2003-05-20,74.098
2003-05-21,73.985
2003-05-22,75.531
2003-05-23,75.926
2003-05-26,75.916
2003-05-27,76.552
2003-05-28,76.553
2003-05-29,77.558
2003-05-30,77.949
2003-06-02,78.933
2003-06-03,79.132
2003-06-04,80.242
2003-06-05,81.394
2003-06-06,82.038
2003-06-09,82.336
2003-06-10,82.264
2003-06-11,83.239
2003-06-12,83.282
2003-06-13,82.285
2003-06-16,83.403
2003-06-17,84.546
2003-06-18,82.982
2003-06-19,81.982
2003-06-20,81.008
2003-06-23,79.398
2003-06-24,78.215
2003-06-25,79.196
2003-06-26,78.433
2003-06-27,79.002
2003-06-30,78.784
2003-07-01,78.255
2003-07-02,78.875
2003-07-03,78.844
2003-07-04,79.0
2003-07-07,79.354
2003-07-08,79.654
2003-07-09,79.304
2003-07-10,78.648
2003-07-11,78.418
2003-07-14,79.224
2003-07-15,78.93
2003-07-16,78.678
2003-07-17,78.001
2003-07-18,78.393
2003-07-21,79.116
2003-07-22,79.557
2003-07-23,80.333
2003-07-24,81.089
2003-07-25,81.126
2003-07-28,81.558
2003-07-29,81.523
2003-07-30,81.329
2003-07-31,81.184
2003-08-01,81.577
2003-08-04,82.047
2003-08-05,83.088
2003-08-06,82.16
2003-08-07,81.471
2003-08-08,81.058
2003-08-11,81.287
2003-08-12,81.258
2003-08-13,81.499
2003-08-14,81.332
2003-08-15,81.597
2003-08-18,81.163
2003-08-19,81.014
2003-08-20,81.35
2003-08-21,80.733
2003-08-22,80.482
2003-08-25,80.298
2003-08-26,80.104
2003-08-27,80.364
2003-08-28,80.825
2003-08-29,81.983
2003-09-01,83.194
2003-09-02,82.675
2003-09-03,84.089
2003-09-04,84.968
2003-09-05,85.546
2003-09-08,86.628
2003-09-09,86.956
2003-09-10,86.082
2003-09-11,85.362
2003-09-12,86.63
2003-09-15,87.194
2003-09-16,87.264
2003-09-17,88.109
2003-09-18,88.41
2003-09-19,88.771
2003-09-22,88.218
2003-09-23,87.713
2003-09-24,87.384
2003-09-25,87.155
2003-09-26,86.346
2003-09-29,86.857
2003-09-30,86.906
2003-10-01,87.561
2003-10-02,88.402
2003-10-03,89.789
2003-10-06,90.387
2003-10-07,90.564
2003-10-08,91.25
2003-10-09,91.879
2003-10-10,91.794
2003-10-13,91.536
2003-10-14,91.057
2003-10-15,91.186
2003-10-16,91.484
2003-10-17,90.947
2003-10-20,91.402
2003-10-21,92.171
2003-10-22,92.632
2003-10-23,92.205
2003-10-24,93.863
2003-10-27,93.704
2003-10-28,93.583
2003-10-29,94.328
2003-10-30,94.794
2003-10-31,94.234
2003-11-03,94.592
2003-11-04,94.454
2003-11-05,94.321
2003-11-06,93.438
2003-11-07,94.312
2003-11-10,94.544
2003-11-11,94.386
2003-11-12,95.902
2003-11-13,96.606
2003-11-14,96.595
2003-11-17,94.992
2003-11-18,95.488
2003-11-19,94.73
2003-11-20,94.764
2003-11-21,95.22
2003-11-24,95.253
2003-11-25,96.12
2003-11-26,96.758
2003-11-27,96.51
2003-11-28,97.108
2003-12-01,97.166
2003-12-02,97.684
2003-12-03,98.009
2003-12-04,97.531
2003-12-05,97.719
2003-12-08,97.439
2003-12-09,97.104
2003-12-10,96.307
2003-12-11,95.594
2003-12-12,96.745
2003-12-15,97.264
2003-12-16,96.189
2003-12-17,95.693
2003-12-18,95.457
2003-12-19,94.364
2003-12-22,94.001
2003-12-23,94.289
2003-12-24,95.103
2003-12-25,95.103
2003-12-26,95.064
2003-12-29,95.567
2003-12-30,96.409
2003-12-31,97.409
2004-01-01,97.409
2004-01-02,98.02
2004-01-05,99.306
2004-01-06,99.901
2004-01-07,99.087
2004-01-08,100.158
2004-01-09,101.065
2004-01-12,100.77
2004-01-13,100.693
2004-01-14,100.593
2004-01-15,100.133
2004-01-16,99.801
2004-01-19,100.244
2004-01-20,101.846
2004-01-21,102.704
2004-01-22,102.827
2004-01-23,102.574
2004-01-26,101.603
2004-01-27,103.471
2004-01-28,103.47
2004-01-29,101.344
2004-01-30,102.106
2004-02-02,102.172
2004-02-03,102.813
2004-02-04,101.0
2004-02-05,102.66
2004-02-06,103.697
2004-02-09,104.61
2004-02-10,105.294
2004-02-11,106.201
2004-02-12,108.847
2004-02-13,107.848
2004-02-16,108.537
2004-02-17,109.624
2004-02-18,109.547
2004-02-19,108.763
2004-02-20,107.02
2004-02-23,107.014
2004-02-24,107.596
2004-02-25,107.372
2004-02-26,106.032
2004-02-27,106.499
2004-03-01,108.473
2004-03-02,108.504
2004-03-03,107.207
2004-03-04,107.953
2004-03-05,110.426
2004-03-08,110.219
2004-03-09,109.567
2004-03-10,105.356
2004-03-11,101.784
2004-03-12,101.748
2004-03-15,98.908
2004-03-16,100.046
2004-03-17,100.905
2004-03-18,101.683
2004-03-19,101.85
2004-03-22,99.247
2004-03-23,99.194
2004-03-24,97.987
2004-03-25,99.53
2004-03-26,99.357
2004-03-29,101.033
2004-03-30,101.536
2004-03-31,103.114
2004-04-01,104.823
2004-04-02,103.716
2004-04-05,103.089
2004-04-06,102.268
2004-04-07,103.314
2004-04-08,103.008
2004-04-09,103.008
2004-04-12,102.718
2004-04-13,101.998
2004-04-14,101.041
2004-04-15,100.726
2004-04-16,100.858
2004-04-19,100.871
2004-04-20,100.472
2004-04-21,99.303
2004-04-22,99.844
2004-04-23,100.053
2004-04-26,100.106
2004-04-27,101.417
2004-04-28,100.355
2004-04-29,100.118
2004-04-30,99.161
2004-05-03,99.122
2004-05-04,100.047
2004-05-05,99.746
2004-05-06,97.368
2004-05-07,96.169
2004-05-10,92.979
2004-05-11,93.628
2004-05-12,92.646
2004-05-13,92.735
2004-05-14,92.311
2004-05-17,92.995
2004-05-18,92.348
2004-05-19,94.218
2004-05-20,93.1
2004-05-21,93.933
2004-05-24,94.46
2004-05-25,94.826
2004-05-26,95.307
2004-05-27,96.162
2004-05-28,95.224
2004-05-31,95.957
2004-06-01,95.35
2004-06-02,96.06
2004-06-03,95.953
2004-06-04,96.918
2004-06-07,98.117
2004-06-08,97.881
2004-06-09,96.796
2004-06-10,96.226
2004-06-11,95.568
2004-06-14,95.585
2004-06-15,96.123
2004-06-16,95.639
2004-06-17,95.626
2004-06-18,96.478
2004-06-21,96.373
2004-06-22,96.442
2004-06-23,97.273
2004-06-24,98.466
2004-06-25,98.62
2004-06-28,99.948
2004-06-29,99.863
2004-06-30,100.58
2004-07-01,100.095
2004-07-02,100.828
2004-07-05,100.999
2004-07-06,100.037
2004-07-07,99.989
2004-07-08,99.524
2004-07-09,99.316
2004-07-12,98.899
2004-07-13,97.788
2004-07-14,97.89
2004-07-15,97.268
2004-07-16,98.542
2004-07-19,98.375
2004-07-20,98.036
2004-07-21,96.617
2004-07-22,96.045
2004-07-23,94.689
2004-07-26,93.671
2004-07-27,92.875
2004-07-28,93.053
2004-07-29,93.424
2004-07-30,93.102
2004-08-02,92.255
2004-08-03,92.142
2004-08-04,91.189
2004-08-05,91.413
2004-08-06,91.474
2004-08-09,89.998
2004-08-10,90.154
2004-08-11,88.282
2004-08-12,88.148
2004-08-13,90.355
2004-08-16,90.774
2004-08-17,91.803
2004-08-18,91.495
2004-08-19,92.161
2004-08-20,91.783
2004-08-23,91.815
2004-08-24,91.278
2004-08-25,91.37
2004-08-26,91.771
2004-08-27,91.976
2004-08-30,91.805
2004-08-31,92.192
2004-09-01,92.442
2004-09-02,92.332
2004-09-03,91.322
2004-09-06,91.373
2004-09-07,91.506
2004-09-08,91.877
2004-09-09,90.939
2004-09-10,92.466
2004-09-13,93.476
2004-09-14,94.198
2004-09-15,93.232
2004-09-16,93.062
2004-09-17,93.095
2004-09-20,93.171
2004-09-21,94.735
2004-09-22,93.841
2004-09-23,94.626
2004-09-24,94.293
2004-09-27,94.087
2004-09-28,94.204
2004-09-29,94.435
2004-09-30,95.615
2004-10-01,96.166
2004-10-04,96.491
2004-10-05,96.436
2004-10-06,97.469
2004-10-07,98.212
2004-10-08,98.686
2004-10-11,97.698
2004-10-12,96.222
2004-10-13,96.268
2004-10-14,97.382
2004-10-15,98.0
2004-10-18,97.836
2004-10-19,98.269
2004-10-20,98.212
2004-10-21,98.976
2004-10-22,99.754
2004-10-25,99.581
2004-10-26,100.095
2004-10-27,100.934
2004-10-28,100.994
2004-10-29,101.068
2004-11-01,101.961
2004-11-02,101.939
2004-11-03,103.414
2004-11-04,103.906
2004-11-05,105.087
2004-11-08,106.507
2004-11-09,106.261
2004-11-10,106.999
2004-11-11,107.299
2004-11-12,107.712
2004-11-15,105.298
2004-11-16,104.786
2004-11-17,107.085
2004-11-18,107.799
2004-11-19,107.082
2004-11-22,107.073
2004-11-23,107.441
2004-11-24,108.015
2004-11-25,108.848
2004-11-26,109.35
2004-11-29,109.743
2004-11-30,109.705
2004-12-01,110.083
2004-12-02,110.799
2004-12-03,112.05
2004-12-06,112.853
2004-12-07,112.995
2004-12-08,111.162
2004-12-09,109.688
2004-12-10,109.704
2004-12-13,110.746
2004-12-14,110.72
2004-12-15,112.275
2004-12-16,111.472
2004-12-17,111.173
2004-12-20,113.343
2004-12-21,112.923
2004-12-22,112.798
2004-12-23,114.475
2004-12-24,114.927
2004-12-27,115.597
2004-12-28,115.428
2004-12-29,115.795
2004-12-30,116.428
2004-12-31,116.59
2005-01-03,116.207
2005-01-04,115.033
2005-01-05,114.761
2005-01-06,114.752
2005-01-07,114.762
2005-01-10,115.526
2005-01-11,115.514
2005-01-12,116.518
2005-01-13,116.843
2005-01-14,115.962
2005-01-17,116.561
2005-01-18,116.639
2005-01-19,117.405
2005-01-20,116.57
2005-01-21,118.201
2005-01-24,118.86
2005-01-25,118.387
2005-01-26,120.069
2005-01-27,120.521
2005-01-28,120.895
2005-01-31,122.006
2005-02-01,122.333
2005-02-02,123.664
2005-02-03,122.193
2005-02-04,123.501
2005-02-07,123.343
2005-02-08,122.775
2005-02-09,122.542
2005-02-10,123.2
2005-02-11,123.769
2005-02-14,125.134
2005-02-15,126.003
2005-02-16,126.17
2005-02-17,126.98
2005-02-18,127.172
2005-02-21,126.82
2005-02-22,127.596
2005-02-23,126.861
2005-02-24,127.325
2005-02-25,128.452
2005-02-28,128.771
2005-03-01,128.752
2005-03-02,127.874
2005-03-03,127.72
2005-03-04,129.23
2005-03-07,128.494
2005-03-08,129.796
2005-03-09,131.096
2005-03-10,130.542
2005-03-11,131.1
2005-03-14,129.874
2005-03-15,129.553
2005-03-16,129.579
2005-03-17,128.895
2005-03-18,128.779
2005-03-21,126.935
2005-03-22,127.031
2005-03-23,125.067
2005-03-24,125.445
2005-03-25,125.445
2005-03-28,124.565
2005-03-29,124.167
2005-03-30,125.176
2005-03-31,125.738
2005-04-01,125.834
2005-04-04,124.073
2005-04-05,124.563
2005-04-06,125.094
2005-04-07,126.55
2005-04-08,126.14
2005-04-11,127.266
2005-04-12,126.323
2005-04-13,127.515
2005-04-14,126.153
2005-04-15,125.986
2005-04-18,123.461
2005-04-19,124.24
2005-04-20,125.099
2005-04-21,124.974
2005-04-22,125.076
2005-04-25,123.593
2005-04-26,122.675
2005-04-27,121.277
2005-04-28,119.672
2005-04-29,119.507
2005-05-02,119.164
2005-05-03,119.819
2005-05-04,120.388
2005-05-05,120.976
2005-05-06,120.373
2005-05-09,120.709
2005-05-10,120.766
2005-05-11,120.415
2005-05-12,119.785
2005-05-13,119.734
2005-05-16,119.419
2005-05-17,119.803
2005-05-18,121.03
2005-05-19,121.879
2005-05-20,121.421
2005-05-23,122.268
2005-05-24,122.061
2005-05-25,122.402
2005-05-26,122.836
2005-05-27,122.613
2005-05-30,121.986
2005-05-31,121.371
2005-06-01,121.784
2005-06-02,122.521
2005-06-03,122.719
2005-06-06,122.75
2005-06-07,123.695
2005-06-08,125.334
2005-06-09,123.498
2005-06-10,122.92
2005-06-13,122.781
2005-06-14,123.046
2005-06-15,123.755
2005-06-16,124.29
2005-06-17,126.366
2005-06-20,125.28
2005-06-21,124.806
2005-06-22,124.906
2005-06-23,124.148
2005-06-24,123.604
2005-06-27,124.008
2005-06-28,124.177
2005-06-29,124.699
2005-06-30,125.78
2005-07-01,125.401
2005-07-04,125.004
2005-07-05,125.895
2005-07-06,126.4
2005-07-07,125.073
2005-07-08,126.746
2005-07-11,129.132
2005-07-12,129.919
2005-07-13,129.472
2005-07-14,130.116
2005-07-15,129.171
2005-07-18,129.665
2005-07-19,129.262
2005-07-20,129.65
2005-07-21,131.2
2005-07-22,131.127
2005-07-25,130.964
2005-07-26,131.337
2005-07-27,133.358
2005-07-28,134.834
2005-07-29,136.083
2005-08-01,137.764
2005-08-02,138.268
2005-08-03,139.902
2005-08-04,140.137
2005-08-05,139.37
2005-08-08,140.376
2005-08-09,140.584
2005-08-10,141.247
2005-08-11,141.582
2005-08-12,141.243
2005-08-15,140.676
2005-08-16,139.943
2005-08-17,138.988
2005-08-18,137.239
2005-08-19,136.611
2005-08-22,137.918
2005-08-23,137.816
2005-08-24,137.658
2005-08-25,137.132
2005-08-26,137.742
2005-08-29,136.692
2005-08-30,137.097
2005-08-31,139.895
2005-09-01,142.552
2005-09-02,142.833
2005-09-05,143.323
2005-09-06,143.391
2005-09-07,143.614
2005-09-08,144.277
2005-09-09,144.859
2005-09-12,144.373
2005-09-13,143.922
2005-09-14,144.923
2005-09-15,144.863
2005-09-16,145.414
2005-09-19,145.198
2005-09-20,145.994
2005-09-21,146.916
2005-09-22,145.237
2005-09-23,144.391
2005-09-26,145.234
2005-09-27,145.409
2005-09-28,146.431
2005-09-29,147.24
2005-09-30,149.312
2005-10-03,149.193
2005-10-04,149.912
2005-10-05,148.362
2005-10-06,148.345
2005-10-07,148.16
2005-10-10,148.182
2005-10-11,148.002
2005-10-12,148.144
2005-10-13,144.07
2005-10-14,144.791
2005-10-17,145.237
2005-10-18,143.251
2005-10-19,138.974
2005-10-20,140.072
2005-10-21,138.521
2005-10-24,140.837
2005-10-25,143.013
2005-10-26,142.599
2005-10-27,140.653
2005-10-28,139.113
2005-10-31,139.632
2005-11-01,140.589
2005-11-02,140.422
2005-11-03,141.83
2005-11-04,140.13
2005-11-07,140.201
2005-11-08,139.903
2005-11-09,139.3
