Date,SWITZERLAND IMI IMI (Large+Mid+Small Cap)
2001-11-14,437.035
2001-11-15,444.047
2001-11-16,449.167
2001-11-19,450.694
2001-11-20,446.602
2001-11-21,443.698
2001-11-22,447.182
2001-11-23,439.218
2001-11-26,440.651
2001-11-27,439.215
2001-11-28,434.917
2001-11-29,433.106
2001-11-30,432.56
2001-12-03,430.209
2001-12-04,439.155
2001-12-05,443.256
2001-12-06,444.561
2001-12-07,442.783
2001-12-10,435.133
2001-12-11,434.501
2001-12-12,437.635
2001-12-13,434.85
2001-12-14,432.656
2001-12-17,440.613
2001-12-18,437.822
2001-12-19,431.506
2001-12-20,438.669
2001-12-21,438.468
2001-12-24,429.053
2001-12-25,429.053
2001-12-26,428.964
2001-12-27,436.342
2001-12-28,436.038
2001-12-31,440.897
2002-01-01,440.897
2002-01-02,443.759
2002-01-03,442.412
2002-01-04,443.389
2002-01-07,442.919
2002-01-08,437.119
2002-01-09,438.932
2002-01-10,439.459
2002-01-11,442.514
2002-01-14,436.224
2002-01-15,434.331
2002-01-16,429.541
2002-01-17,433.625
2002-01-18,432.923
2002-01-21,429.795
2002-01-22,431.315
2002-01-23,433.795
2002-01-24,436.293
2002-01-25,428.137
2002-01-28,428.535
2002-01-29,423.556
2002-01-30,416.198
2002-01-31,417.477
2002-02-01,415.581
2002-02-04,415.794
2002-02-05,414.452
2002-02-06,412.992
2002-02-07,420.177
2002-02-08,422.251
2002-02-11,426.206
2002-02-12,424.354
2002-02-13,426.215
2002-02-14,429.891
2002-02-15,431.27
2002-02-18,427.892
2002-02-19,421.387
2002-02-20,417.265
2002-02-21,419.199
2002-02-22,419.475
2002-02-25,420.551
2002-02-26,418.752
2002-02-27,422.68
2002-02-28,425.656
2002-03-01,425.492
2002-03-04,432.81
2002-03-05,431.473
2002-03-06,434.77
2002-03-07,441.682
2002-03-08,445.317
2002-03-11,443.602
2002-03-12,439.92
2002-03-13,443.809
2002-03-14,451.86
2002-03-15,453.587
2002-03-18,455.522
2002-03-19,455.922
2002-03-20,456.03
2002-03-21,454.618
2002-03-22,455.335
2002-03-25,453.777
2002-03-26,454.214
2002-03-27,452.809
2002-03-28,453.742
2002-03-29,453.742
2002-04-01,458.996
2002-04-02,460.7
2002-04-03,462.207
2002-04-04,461.55
2002-04-05,458.483
2002-04-08,452.104
2002-04-09,455.439
2002-04-10,458.408
2002-04-11,456.305
2002-04-12,453.689
2002-04-15,455.206
2002-04-16,459.931
2002-04-17,463.896
2002-04-18,466.226
2002-04-19,464.825
2002-04-22,464.795
2002-04-23,464.37
2002-04-24,466.404
2002-04-25,464.72
2002-04-26,461.144
2002-04-29,464.766
2002-04-30,464.87
2002-05-01,469.372
2002-05-02,467.506
2002-05-03,474.796
2002-05-06,473.673
2002-05-07,465.321
2002-05-08,471.867
2002-05-09,472.28
2002-05-10,471.19
2002-05-13,471.886
2002-05-14,469.934
2002-05-15,476.527
2002-05-16,479.344
2002-05-17,483.498
2002-05-20,481.969
2002-05-21,481.777
2002-05-22,483.676
2002-05-23,478.486
2002-05-24,478.952
2002-05-27,479.419
2002-05-28,481.783
2002-05-29,482.299
2002-05-30,482.235
2002-05-31,483.019
2002-06-03,481.77
2002-06-04,474.944
2002-06-05,470.223
2002-06-06,470.436
2002-06-07,463.861
2002-06-10,464.11
2002-06-11,466.18
2002-06-12,454.121
2002-06-13,447.728
2002-06-14,444.081
2002-06-17,453.794
2002-06-18,450.086
2002-06-19,447.789
2002-06-20,439.139
2002-06-21,441.788
2002-06-24,431.872
2002-06-25,442.207
2002-06-26,439.496
2002-06-27,442.266
2002-06-28,463.725
2002-07-01,463.598
2002-07-02,454.849
2002-07-03,442.021
2002-07-04,450.982
2002-07-05,460.951
2002-07-08,464.798
2002-07-09,464.453
2002-07-10,447.651
2002-07-11,432.201
2002-07-12,438.242
2002-07-15,426.778
2002-07-16,419.119
2002-07-17,424.308
2002-07-18,422.719
2002-07-19,403.396
2002-07-22,380.832
2002-07-23,369.673
2002-07-24,370.027
2002-07-25,394.177
2002-07-26,398.299
2002-07-29,410.361
2002-07-30,410.817
2002-07-31,407.619
2002-08-01,402.267
2002-08-02,398.319
2002-08-05,384.351
2002-08-06,394.301
2002-08-07,391.313
2002-08-08,403.613
2002-08-09,410.511
2002-08-12,406.345
2002-08-13,411.66
2002-08-14,413.536
2002-08-15,421.368
2002-08-16,420.681
2002-08-19,427.06
2002-08-20,414.825
2002-08-21,425.048
2002-08-22,423.266
2002-08-23,421.686
2002-08-26,417.207
2002-08-27,425.855
2002-08-28,409.077
2002-08-29,400.687
2002-08-30,405.729
2002-09-02,397.22
2002-09-03,389.954
2002-09-04,392.56
2002-09-05,392.444
2002-09-06,401.115
2002-09-09,394.69
2002-09-10,397.387
2002-09-11,404.186
2002-09-12,393.007
2002-09-13,385.341
2002-09-16,381.714
2002-09-17,376.027
2002-09-18,373.31
2002-09-19,369.363
2002-09-20,370.367
2002-09-23,357.434
2002-09-24,356.344
2002-09-25,361.391
2002-09-26,378.448
2002-09-27,378.868
2002-09-30,377.532
2002-10-01,370.437
2002-10-02,379.52
2002-10-03,376.492
2002-10-04,366.01
2002-10-07,357.785
2002-10-08,350.262
2002-10-09,348.71
2002-10-10,355.113
2002-10-11,372.572
2002-10-14,370.306
2002-10-15,387.424
2002-10-16,382.338
2002-10-17,383.326
2002-10-18,381.256
2002-10-21,378.356
2002-10-22,377.566
2002-10-23,369.708
2002-10-24,378.178
2002-10-25,382.893
2002-10-28,382.316
2002-10-29,372.375
2002-10-30,381.685
2002-10-31,389.691
2002-11-01,387.721
2002-11-04,396.94
2002-11-05,400.291
2002-11-06,397.036
2002-11-07,393.021
2002-11-08,390.486
2002-11-11,385.631
2002-11-12,390.57
2002-11-13,387.738
2002-11-14,394.1
2002-11-15,401.521
2002-11-18,401.912
2002-11-19,400.75
2002-11-20,399.546
2002-11-21,405.576
2002-11-22,405.929
2002-11-25,402.112
2002-11-26,398.317
2002-11-27,403.112
2002-11-28,402.881
2002-11-29,400.186
2002-12-02,402.785
2002-12-03,394.037
2002-12-04,395.164
2002-12-05,391.026
2002-12-06,392.562
2002-12-09,386.894
2002-12-10,390.923
2002-12-11,390.569
2002-12-12,390.437
2002-12-13,390.864
2002-12-16,396.705
2002-12-17,398.789
2002-12-18,391.829
2002-12-19,390.397
2002-12-20,390.6
2002-12-23,388.798
2002-12-24,391.515
2002-12-25,391.515
2002-12-26,392.141
2002-12-27,382.163
2002-12-30,388.151
2002-12-31,390.928
2003-01-01,390.928
2003-01-02,385.771
2003-01-03,407.699
2003-01-06,411.323
2003-01-07,407.232
2003-01-08,404.15
2003-01-09,405.952
2003-01-10,407.301
2003-01-13,410.849
2003-01-14,417.834
2003-01-15,409.413
2003-01-16,406.608
2003-01-17,404.511
2003-01-20,398.634
2003-01-21,396.583
2003-01-22,386.856
2003-01-23,388.494
2003-01-24,385.537
2003-01-27,371.834
2003-01-28,370.969
2003-01-29,374.06
2003-01-30,376.256
2003-01-31,376.922
2003-02-03,381.032
2003-02-04,376.391
2003-02-05,377.615
2003-02-06,367.525
2003-02-07,364.206
2003-02-10,357.42
2003-02-11,363.156
2003-02-12,355.511
2003-02-13,358.713
2003-02-14,366.138
2003-02-17,372.081
2003-02-18,366.324
2003-02-19,359.27
2003-02-20,362.551
2003-02-21,363.731
2003-02-24,358.455
2003-02-25,352.425
2003-02-26,350.18
2003-02-27,350.434
2003-02-28,357.294
2003-03-03,363.355
2003-03-04,353.841
2003-03-05,349.369
2003-03-06,347.476
2003-03-07,343.013
2003-03-10,331.561
2003-03-11,330.241
2003-03-12,325.322
2003-03-13,330.951
2003-03-14,345.305
2003-03-17,352.038
2003-03-18,352.468
2003-03-19,359.018
2003-03-20,362.019
2003-03-21,371.931
2003-03-24,358.475
2003-03-25,362.506
2003-03-26,360.014
2003-03-27,356.525
2003-03-28,359.386
2003-03-31,355.077
2003-04-01,358.322
2003-04-02,364.168
2003-04-03,366.72
2003-04-04,370.303
2003-04-07,376.338
2003-04-08,375.797
2003-04-09,378.244
2003-04-10,373.132
2003-04-11,375.834
2003-04-14,380.869
2003-04-15,388.434
2003-04-16,387.009
2003-04-17,387.319
2003-04-18,387.319
2003-04-21,383.543
2003-04-22,389.282
2003-04-23,392.813
2003-04-24,390.808
2003-04-25,387.655
2003-04-28,392.815
2003-04-29,389.478
2003-04-30,395.485
2003-05-01,400.131
2003-05-02,396.558
2003-05-05,402.905
2003-05-06,410.514
2003-05-07,411.778
2003-05-08,405.984
2003-05-09,406.22
2003-05-12,404.009
2003-05-13,407.767
2003-05-14,408.833
2003-05-15,409.694
2003-05-16,415.19
2003-05-19,409.938
2003-05-20,411.154
2003-05-21,407.978
2003-05-22,416.849
2003-05-23,419.095
2003-05-26,417.112
2003-05-27,420.931
2003-05-28,424.428
2003-05-29,426.975
2003-05-30,420.575
2003-06-02,431.352
2003-06-03,425.066
2003-06-04,426.738
2003-06-05,427.753
2003-06-06,427.243
2003-06-09,431.547
2003-06-10,428.981
2003-06-11,437.723
2003-06-12,438.67
2003-06-13,433.213
2003-06-16,444.996
2003-06-17,447.916
2003-06-18,445.136
2003-06-19,437.502
2003-06-20,438.417
2003-06-23,428.703
2003-06-24,428.47
2003-06-25,429.492
2003-06-26,424.956
2003-06-27,423.031
2003-06-30,419.926
2003-07-01,415.359
2003-07-02,420.104
2003-07-03,424.23
2003-07-04,423.256
2003-07-07,425.642
2003-07-08,422.457
2003-07-09,421.335
2003-07-10,420.271
2003-07-11,422.582
2003-07-14,427.877
2003-07-15,424.383
2003-07-16,423.564
2003-07-17,421.352
2003-07-18,423.085
2003-07-21,424.56
2003-07-22,423.481
2003-07-23,429.158
2003-07-24,435.392
2003-07-25,436.038
2003-07-28,438.385
2003-07-29,438.423
2003-07-30,437.101
2003-07-31,436.29
2003-08-01,436.409
2003-08-04,436.517
2003-08-05,441.369
2003-08-06,437.785
2003-08-07,436.732
2003-08-08,435.519
2003-08-11,434.571
2003-08-12,436.345
2003-08-13,434.975
2003-08-14,437.384
2003-08-15,442.836
2003-08-18,439.477
2003-08-19,438.585
2003-08-20,439.031
2003-08-21,437.879
2003-08-22,436.92
2003-08-25,433.004
2003-08-26,432.431
2003-08-27,434.155
2003-08-28,435.943
2003-08-29,433.547
2003-09-01,440.808
2003-09-02,434.805
2003-09-03,442.138
2003-09-04,443.988
2003-09-05,450.571
2003-09-08,455.214
2003-09-09,453.288
2003-09-10,453.024
2003-09-11,453.598
2003-09-12,455.921
2003-09-15,458.053
2003-09-16,457.07
2003-09-17,462.021
2003-09-18,463.0
2003-09-19,465.418
2003-09-22,460.071
2003-09-23,456.466
2003-09-24,457.293
2003-09-25,455.44
2003-09-26,452.394
2003-09-29,453.316
2003-09-30,453.796
2003-10-01,457.171
2003-10-02,458.051
2003-10-03,464.095
2003-10-06,462.093
2003-10-07,463.481
2003-10-08,466.452
2003-10-09,469.757
2003-10-10,471.576
2003-10-13,472.119
2003-10-14,472.298
2003-10-15,470.279
2003-10-16,473.326
2003-10-17,468.026
2003-10-20,471.217
2003-10-21,470.958
2003-10-22,468.352
2003-10-23,465.186
2003-10-24,467.17
2003-10-27,467.674
2003-10-28,465.497
2003-10-29,465.787
2003-10-30,470.035
2003-10-31,465.846
2003-11-03,467.007
2003-11-04,461.115
2003-11-05,455.355
2003-11-06,455.916
2003-11-07,462.62
2003-11-10,458.024
2003-11-11,461.791
2003-11-12,466.595
2003-11-13,472.79
2003-11-14,481.015
2003-11-17,476.165
2003-11-18,478.526
2003-11-19,475.795
2003-11-20,476.826
2003-11-21,478.886
2003-11-24,478.728
2003-11-25,480.132
2003-11-26,486.193
2003-11-27,487.09
2003-11-28,490.411
2003-12-01,493.498
2003-12-02,498.613
2003-12-03,503.153
2003-12-04,500.208
2003-12-05,499.945
2003-12-08,504.37
2003-12-09,506.105
2003-12-10,503.694
2003-12-11,503.437
2003-12-12,508.344
2003-12-15,511.219
2003-12-16,509.476
2003-12-17,509.022
2003-12-18,514.048
2003-12-19,512.399
2003-12-22,512.487
2003-12-23,514.0
2003-12-24,517.376
2003-12-25,517.376
2003-12-26,516.383
2003-12-29,519.173
2003-12-30,525.253
2003-12-31,528.672
2004-01-01,528.672
2004-01-02,527.563
2004-01-05,538.889
2004-01-06,542.165
2004-01-07,538.553
2004-01-08,542.486
2004-01-09,544.686
2004-01-12,537.426
2004-01-13,542.316
2004-01-14,544.371
2004-01-15,540.327
2004-01-16,536.216
2004-01-19,535.427
2004-01-20,541.014
2004-01-21,545.732
2004-01-22,552.567
2004-01-23,556.321
2004-01-26,550.058
2004-01-27,554.836
2004-01-28,555.047
2004-01-29,544.978
2004-01-30,543.622
2004-02-02,548.293
2004-02-03,549.217
2004-02-04,550.263
2004-02-05,552.809
2004-02-06,563.031
2004-02-09,566.259
2004-02-10,568.045
2004-02-11,566.254
2004-02-12,568.894
2004-02-13,566.444
2004-02-16,568.243
2004-02-17,571.324
2004-02-18,567.629
2004-02-19,564.609
2004-02-20,558.097
2004-02-23,559.595
2004-02-24,558.666
2004-02-25,553.249
2004-02-26,546.834
2004-02-27,547.335
2004-03-01,551.491
2004-03-02,548.23
2004-03-03,541.68
2004-03-04,549.776
2004-03-05,556.852
2004-03-08,551.949
2004-03-09,552.519
2004-03-10,547.01
2004-03-11,535.009
2004-03-12,532.207
2004-03-15,527.682
2004-03-16,533.366
2004-03-17,531.687
2004-03-18,534.792
2004-03-19,533.978
2004-03-22,523.124
2004-03-23,524.532
2004-03-24,520.182
2004-03-25,526.529
2004-03-26,522.367
2004-03-29,527.048
2004-03-30,527.426
2004-03-31,532.521
2004-04-01,543.535
2004-04-02,537.635
2004-04-05,533.984
2004-04-06,533.316
2004-04-07,542.203
2004-04-08,543.228
2004-04-09,543.228
2004-04-12,542.488
2004-04-13,534.631
2004-04-14,532.793
2004-04-15,534.443
2004-04-16,538.988
2004-04-19,541.119
2004-04-20,537.279
2004-04-21,532.877
2004-04-22,531.895
2004-04-23,532.681
2004-04-26,539.81
2004-04-27,544.153
2004-04-28,535.747
2004-04-29,540.046
2004-04-30,538.381
2004-05-03,541.151
2004-05-04,549.036
2004-05-05,556.572
2004-05-06,548.635
2004-05-07,541.506
2004-05-10,524.263
2004-05-11,529.3
2004-05-12,527.806
2004-05-13,530.744
2004-05-14,528.976
2004-05-17,529.022
2004-05-18,530.779
2004-05-19,540.599
2004-05-20,535.354
2004-05-21,534.166
2004-05-24,534.384
2004-05-25,538.17
2004-05-26,539.211
2004-05-27,552.249
2004-05-28,543.356
2004-05-31,543.356
2004-06-01,541.036
2004-06-02,548.747
2004-06-03,550.217
2004-06-04,553.11
2004-06-07,561.439
2004-06-08,559.953
2004-06-09,552.424
2004-06-10,552.001
2004-06-11,547.416
2004-06-14,544.508
2004-06-15,546.775
2004-06-16,545.913
2004-06-17,550.957
2004-06-18,555.489
2004-06-21,555.27
2004-06-22,548.918
2004-06-23,547.48
2004-06-24,554.343
2004-06-25,550.942
2004-06-28,554.904
2004-06-29,546.55
2004-06-30,544.482
2004-07-01,545.155
2004-07-02,552.57
2004-07-05,548.474
2004-07-06,545.016
2004-07-07,547.935
2004-07-08,553.32
2004-07-09,549.319
2004-07-12,548.775
2004-07-13,542.789
2004-07-14,547.587
2004-07-15,538.6
2004-07-16,541.314
2004-07-19,536.519
2004-07-20,538.081
2004-07-21,536.184
2004-07-22,532.014
2004-07-23,525.354
2004-07-26,522.34
2004-07-27,522.412
2004-07-28,522.666
2004-07-29,526.939
2004-07-30,524.1
2004-08-02,524.067
2004-08-03,529.07
2004-08-04,523.427
2004-08-05,522.534
2004-08-06,521.653
2004-08-09,516.438
2004-08-10,520.903
2004-08-11,513.737
2004-08-12,514.698
2004-08-13,517.967
2004-08-16,521.022
2004-08-17,521.627
2004-08-18,515.331
2004-08-19,521.192
2004-08-20,517.712
2004-08-23,516.961
2004-08-24,513.263
2004-08-25,511.851
2004-08-26,516.505
2004-08-27,516.6
2004-08-30,516.061
2004-08-31,517.852
2004-09-01,523.957
2004-09-02,522.529
2004-09-03,523.239
2004-09-06,527.345
2004-09-07,528.8
2004-09-08,529.536
2004-09-09,527.517
2004-09-10,534.099
2004-09-13,535.053
2004-09-14,533.277
2004-09-15,527.235
2004-09-16,525.735
2004-09-17,527.795
2004-09-20,526.821
2004-09-21,537.389
2004-09-22,533.405
2004-09-23,529.829
2004-09-24,526.54
2004-09-27,523.736
2004-09-28,528.5
2004-09-29,531.487
2004-09-30,530.684
2004-10-01,535.761
2004-10-04,535.204
2004-10-05,536.584
2004-10-06,536.327
2004-10-07,530.604
2004-10-08,534.292
2004-10-11,530.51
2004-10-12,523.412
2004-10-13,525.611
2004-10-14,526.196
2004-10-15,527.587
2004-10-18,529.286
2004-10-19,534.228
2004-10-20,534.211
2004-10-21,536.971
2004-10-22,536.815
2004-10-25,537.016
2004-10-26,538.696
2004-10-27,543.137
2004-10-28,547.087
2004-10-29,541.437
2004-11-01,546.642
2004-11-02,550.533
2004-11-03,561.13
2004-11-04,566.745
2004-11-05,574.264
2004-11-08,574.602
2004-11-09,570.626
2004-11-10,575.365
2004-11-11,580.482
2004-11-12,584.659
2004-11-15,582.606
2004-11-16,582.521
2004-11-17,589.939
2004-11-18,587.677
2004-11-19,585.944
2004-11-22,579.865
2004-11-23,578.88
2004-11-24,580.559
2004-11-25,589.549
2004-11-26,589.352
2004-11-29,587.169
2004-11-30,581.107
2004-12-01,584.406
2004-12-02,586.02
2004-12-03,590.612
2004-12-06,588.289
2004-12-07,591.956
2004-12-08,583.041
2004-12-09,583.065
2004-12-10,582.868
2004-12-13,590.562
2004-12-14,592.737
2004-12-15,599.395
2004-12-16,592.232
2004-12-17,585.886
2004-12-20,597.924
2004-12-21,593.292
2004-12-22,598.595
2004-12-23,604.146
2004-12-24,605.019
2004-12-27,607.704
2004-12-28,607.222
2004-12-29,607.963
2004-12-30,609.495
2004-12-31,607.485
2005-01-03,609.567
2005-01-04,600.61
2005-01-05,595.104
2005-01-06,592.558
2005-01-07,586.234
2005-01-10,589.151
2005-01-11,589.317
2005-01-12,591.855
2005-01-13,589.272
2005-01-14,588.489
2005-01-17,592.478
2005-01-18,588.142
2005-01-19,591.106
2005-01-20,584.533
2005-01-21,585.784
2005-01-24,589.867
2005-01-25,586.319
2005-01-26,592.361
2005-01-27,591.927
2005-01-28,587.714
2005-01-31,590.801
2005-02-01,590.304
2005-02-02,591.496
2005-02-03,588.279
2005-02-04,590.669
2005-02-07,587.657
2005-02-08,586.233
2005-02-09,586.614
2005-02-10,592.562
2005-02-11,596.749
2005-02-14,600.966
2005-02-15,603.15
2005-02-16,600.193
2005-02-17,605.224
2005-02-18,608.283
2005-02-21,611.259
2005-02-22,619.088
2005-02-23,612.776
2005-02-24,613.801
2005-02-25,618.168
2005-02-28,623.889
2005-03-01,624.084
2005-03-02,622.494
2005-03-03,620.549
2005-03-04,628.572
2005-03-07,624.054
2005-03-08,629.938
2005-03-09,627.191
2005-03-10,629.309
2005-03-11,634.051
2005-03-14,627.878
2005-03-15,630.1
2005-03-16,631.221
2005-03-17,627.057
2005-03-18,617.896
2005-03-21,613.728
2005-03-22,614.652
2005-03-23,605.69
2005-03-24,604.523
2005-03-25,604.523
2005-03-28,600.939
2005-03-29,604.073
2005-03-30,606.456
2005-03-31,607.811
2005-04-01,606.85
2005-04-04,595.392
2005-04-05,601.34
2005-04-06,607.207
2005-04-07,612.184
2005-04-08,609.954
2005-04-11,614.971
2005-04-12,608.327
2005-04-13,611.369
2005-04-14,606.664
2005-04-15,612.395
2005-04-18,609.002
2005-04-19,615.902
2005-04-20,613.806
2005-04-21,614.527
2005-04-22,615.32
2005-04-25,609.5
2005-04-26,610.43
2005-04-27,603.503
2005-04-28,602.761
2005-04-29,605.416
2005-05-02,605.494
2005-05-03,608.234
2005-05-04,618.248
2005-05-05,614.915
2005-05-06,614.254
2005-05-09,611.433
2005-05-10,606.068
2005-05-11,603.978
2005-05-12,602.051
2005-05-13,598.47
2005-05-16,597.394
2005-05-17,598.788
2005-05-18,603.568
2005-05-19,604.294
2005-05-20,599.408
2005-05-23,603.259
2005-05-24,607.788
2005-05-25,610.248
2005-05-26,610.318
2005-05-27,612.886
2005-05-30,610.726
2005-05-31,604.559
2005-06-01,609.421
2005-06-02,611.795
2005-06-03,609.877
2005-06-06,609.27
2005-06-07,613.98
2005-06-08,615.481
2005-06-09,609.858
2005-06-10,604.998
2005-06-13,602.857
2005-06-14,603.217
2005-06-15,604.959
2005-06-16,603.537
2005-06-17,609.696
2005-06-20,602.599
2005-06-21,608.807
2005-06-22,608.177
2005-06-23,603.824
2005-06-24,600.67
2005-06-27,600.589
2005-06-28,597.478
2005-06-29,601.38
2005-06-30,600.797
2005-07-01,596.318
2005-07-04,594.226
2005-07-05,593.667
2005-07-06,596.847
2005-07-07,594.507
2005-07-08,597.629
2005-07-11,608.525
2005-07-12,612.193
2005-07-13,611.972
2005-07-14,617.169
2005-07-15,614.798
2005-07-18,615.753
2005-07-19,612.082
2005-07-20,616.361
2005-07-21,620.829
2005-07-22,620.303
2005-07-25,618.836
2005-07-26,618.93
2005-07-27,623.152
2005-07-28,630.941
2005-07-29,633.403
2005-08-01,638.619
2005-08-02,645.001
2005-08-03,649.441
2005-08-04,648.176
2005-08-05,644.394
2005-08-08,649.449
2005-08-09,649.505
2005-08-10,656.517
2005-08-11,659.586
2005-08-12,657.289
2005-08-15,653.088
2005-08-16,650.836
2005-08-17,650.649
2005-08-18,640.494
2005-08-19,642.362
2005-08-22,644.864
2005-08-23,637.238
2005-08-24,637.741
2005-08-25,637.036
2005-08-26,636.635
2005-08-29,634.431
2005-08-30,629.377
2005-08-31,640.614
2005-09-01,654.673
2005-09-02,658.186
2005-09-05,656.283
2005-09-06,661.568
2005-09-07,667.072
2005-09-08,665.043
2005-09-09,667.69
2005-09-12,662.454
2005-09-13,657.533
2005-09-14,663.714
2005-09-15,659.325
2005-09-16,662.907
2005-09-19,658.745
2005-09-20,662.102
2005-09-21,658.97
2005-09-22,651.622
2005-09-23,650.627
2005-09-26,654.387
2005-09-27,652.451
2005-09-28,657.717
2005-09-29,653.636
2005-09-30,661.767
2005-10-03,664.075
2005-10-04,668.821
2005-10-05,669.457
2005-10-06,672.116
2005-10-07,670.112
2005-10-10,666.941
2005-10-11,666.626
2005-10-12,664.25
2005-10-13,652.514
2005-10-14,660.032
2005-10-17,657.744
2005-10-18,656.76
2005-10-19,648.617
2005-10-20,655.875
2005-10-21,656.072
2005-10-24,660.593
2005-10-25,669.026
2005-10-26,669.583
2005-10-27,668.244
2005-10-28,662.654
2005-10-31,670.07
2005-11-01,676.096
2005-11-02,684.607
2005-11-03,689.964
2005-11-04,677.959
2005-11-07,681.444
