Date,GERMANY Standard (Large+Mid Cap)
2001-04-26,3201.946
2001-04-27,3197.24
2001-04-30,3219.865
2001-05-01,3236.935
2001-05-02,3212.497
2001-05-03,3153.9
2001-05-04,3182.029
2001-05-07,3162.896
2001-05-08,3132.046
2001-05-09,3105.177
2001-05-10,3147.476
2001-05-11,3111.52
2001-05-14,3069.537
2001-05-15,3091.861
2001-05-16,3143.204
2001-05-17,3150.483
2001-05-18,3141.19
2001-05-21,3166.375
2001-05-22,3153.739
2001-05-23,3109.4
2001-05-24,3132.717
2001-05-25,3101.593
2001-05-28,3108.608
2001-05-29,3047.052
2001-05-30,3017.711
2001-05-31,3021.649
2001-06-01,3020.814
2001-06-04,3056.812
2001-06-05,3086.972
2001-06-06,3058.069
2001-06-07,3062.33
2001-06-08,3058.424
2001-06-11,3021.389
2001-06-12,3001.206
2001-06-13,3037.62
2001-06-14,3026.735
2001-06-15,2986.343
2001-06-18,2958.88
2001-06-19,2971.607
2001-06-20,2936.995
2001-06-21,2960.313
2001-06-22,2977.36
2001-06-25,2980.587
2001-06-26,2960.926
2001-06-27,2938.553
2001-06-28,2967.356
2001-06-29,3005.458
2001-07-02,3027.173
2001-07-03,2998.386
2001-07-04,2976.831
2001-07-05,2934.794
2001-07-06,2891.525
2001-07-09,2910.775
2001-07-10,2910.853
2001-07-11,2919.793
2001-07-12,2933.892
2001-07-13,2955.66
2001-07-16,2932.912
2001-07-17,2913.965
2001-07-18,2921.907
2001-07-19,2971.441
2001-07-20,2949.539
2001-07-23,2952.457
2001-07-24,2914.314
2001-07-25,2885.98
2001-07-26,2927.61
2001-07-27,2957.293
2001-07-30,2983.646
2001-07-31,3019.375
2001-08-01,3021.398
2001-08-02,3002.082
2001-08-03,2995.07
2001-08-06,2978.439
2001-08-07,2975.44
2001-08-08,2908.078
2001-08-09,2896.46
2001-08-10,2886.165
2001-08-13,2908.924
2001-08-14,2937.695
2001-08-15,2950.474
2001-08-16,2913.787
2001-08-17,2857.485
2001-08-20,2837.683
2001-08-21,2842.646
2001-08-22,2870.708
2001-08-23,2861.738
2001-08-24,2924.477
2001-08-27,2927.316
2001-08-28,2878.316
2001-08-29,2875.613
2001-08-30,2794.016
2001-08-31,2804.191
2001-09-03,2745.782
2001-09-04,2755.295
2001-09-05,2667.428
2001-09-06,2586.746
2001-09-07,2543.027
2001-09-10,2494.233
2001-09-11,2307.639
2001-09-12,2340.428
2001-09-13,2378.261
2001-09-14,2268.294
2001-09-17,2329.223
2001-09-18,2314.133
2001-09-19,2252.088
2001-09-20,2118.079
2001-09-21,2070.503
2001-09-24,2208.501
2001-09-25,2213.203
2001-09-26,2264.618
2001-09-27,2315.937
2001-09-28,2348.639
2001-10-01,2335.24
2001-10-02,2374.178
2001-10-03,2451.336
2001-10-04,2490.466
2001-10-05,2475.488
2001-10-08,2474.463
2001-10-09,2459.309
2001-10-10,2515.591
2001-10-11,2545.523
2001-10-12,2516.075
2001-10-15,2477.789
2001-10-16,2520.96
2001-10-17,2521.169
2001-10-18,2473.912
2001-10-19,2429.472
2001-10-22,2464.966
2001-10-23,2499.85
2001-10-24,2560.353
2001-10-25,2522.993
2001-10-26,2568.555
2001-10-29,2516.987
2001-10-30,2470.208
2001-10-31,2451.925
2001-11-01,2508.44
2001-11-02,2477.278
2001-11-05,2540.023
2001-11-06,2518.839
2001-11-07,2599.9
2001-11-08,2642.137
2001-11-09,2603.876
2001-11-12,2559.231
2001-11-13,2579.513
2001-11-14,2591.417
2001-11-15,2604.831
2001-11-16,2646.167
2001-11-19,2695.397
2001-11-20,2667.202
2001-11-21,2646.217
2001-11-22,2671.624
2001-11-23,2677.182
2001-11-26,2659.133
2001-11-27,2644.72
2001-11-28,2589.098
2001-11-29,2609.085
2001-11-30,2667.151
2001-12-03,2650.555
2001-12-04,2663.884
2001-12-05,2774.25
2001-12-06,2793.338
2001-12-07,2755.932
2001-12-10,2708.087
2001-12-11,2721.269
2001-12-12,2699.579
2001-12-13,2657.235
2001-12-14,2639.467
2001-12-17,2725.568
2001-12-18,2707.4
2001-12-19,2670.77
2001-12-20,2641.858
2001-12-21,2655.236
2001-12-24,2628.742
2001-12-25,2628.742
2001-12-26,2630.987
2001-12-27,2712.093
2001-12-28,2722.066
2001-12-31,2748.614
2002-01-01,2748.614
2002-01-02,2789.614
2002-01-03,2831.689
2002-01-04,2838.878
2002-01-07,2786.934
2002-01-08,2784.189
2002-01-09,2807.072
2002-01-10,2789.322
2002-01-11,2775.312
2002-01-14,2712.121
2002-01-15,2701.093
2002-01-16,2637.359
2002-01-17,2703.958
2002-01-18,2713.214
2002-01-21,2686.851
2002-01-22,2669.109
2002-01-23,2735.546
2002-01-24,2720.019
2002-01-25,2670.087
2002-01-28,2659.269
2002-01-29,2620.865
2002-01-30,2603.676
2002-01-31,2624.34
2002-02-01,2623.86
2002-02-04,2582.207
2002-02-05,2563.049
2002-02-06,2497.67
2002-02-07,2526.305
2002-02-08,2519.087
2002-02-11,2587.793
2002-02-12,2553.583
2002-02-13,2565.015
2002-02-14,2573.406
2002-02-15,2526.185
2002-02-18,2520.845
2002-02-19,2469.672
2002-02-20,2473.176
2002-02-21,2511.44
2002-02-22,2478.765
2002-02-25,2518.755
2002-02-26,2531.329
2002-02-27,2550.535
2002-02-28,2589.72
2002-03-01,2615.211
2002-03-04,2704.526
2002-03-05,2694.367
2002-03-06,2740.461
2002-03-07,2762.951
2002-03-08,2788.196
2002-03-11,2777.497
2002-03-12,2737.599
2002-03-13,2728.574
2002-03-14,2766.492
2002-03-15,2833.815
2002-03-18,2840.556
2002-03-19,2863.181
2002-03-20,2818.263
2002-03-21,2795.454
2002-03-22,2798.531
2002-03-25,2769.227
2002-03-26,2806.904
2002-03-27,2770.816
2002-03-28,2797.28
2002-03-29,2797.28
2002-04-01,2820.206
2002-04-02,2782.155
2002-04-03,2763.375
2002-04-04,2755.089
2002-04-05,2749.314
2002-04-08,2693.257
2002-04-09,2692.86
2002-04-10,2750.569
2002-04-11,2714.872
2002-04-12,2716.098
2002-04-15,2752.114
2002-04-16,2807.269
2002-04-17,2809.775
2002-04-18,2789.429
2002-04-19,2791.054
2002-04-22,2749.454
2002-04-23,2744.901
2002-04-24,2737.423
2002-04-25,2706.668
2002-04-26,2685.67
2002-04-29,2694.061
2002-04-30,2716.873
2002-05-01,2732.25
2002-05-02,2683.434
2002-05-03,2676.25
2002-05-06,2681.728
2002-05-07,2662.172
2002-05-08,2733.329
2002-05-09,2701.667
2002-05-10,2666.361
2002-05-13,2714.329
2002-05-14,2727.892
2002-05-15,2757.118
2002-05-16,2749.276
2002-05-17,2779.038
2002-05-20,2762.728
2002-05-21,2740.8
2002-05-22,2730.741
2002-05-23,2697.321
2002-05-24,2711.52
2002-05-27,2735.635
2002-05-28,2737.751
2002-05-29,2728.907
2002-05-30,2677.328
2002-05-31,2693.572
2002-06-03,2669.273
2002-06-04,2613.742
2002-06-05,2599.042
2002-06-06,2638.472
2002-06-07,2610.586
2002-06-10,2597.653
2002-06-11,2598.882
2002-06-12,2555.801
2002-06-13,2535.922
2002-06-14,2452.333
2002-06-17,2533.213
2002-06-18,2524.755
2002-06-19,2495.89
2002-06-20,2466.124
2002-06-21,2478.62
2002-06-24,2438.576
2002-06-25,2463.085
2002-06-26,2451.551
2002-06-27,2528.44
2002-06-28,2614.951
2002-07-01,2600.631
2002-07-02,2497.417
2002-07-03,2447.271
2002-07-04,2509.446
2002-07-05,2621.313
2002-07-08,2635.405
2002-07-09,2604.99
2002-07-10,2486.475
2002-07-11,2442.764
2002-07-12,2450.841
2002-07-15,2366.682
2002-07-16,2415.926
2002-07-17,2474.913
2002-07-18,2479.747
2002-07-19,2372.253
2002-07-22,2236.832
2002-07-23,2101.526
2002-07-24,2168.745
2002-07-25,2121.804
2002-07-26,2129.158
2002-07-29,2268.207
2002-07-30,2300.751
2002-07-31,2183.234
2002-08-01,2132.75
2002-08-02,2098.393
2002-08-05,1982.637
2002-08-06,2069.056
2002-08-07,2027.526
2002-08-08,2148.2
2002-08-09,2203.891
2002-08-12,2149.321
2002-08-13,2168.158
2002-08-14,2133.8
2002-08-15,2163.072
2002-08-16,2185.038
2002-08-19,2255.086
2002-08-20,2213.375
2002-08-21,2282.73
2002-08-22,2285.964
2002-08-23,2242.03
2002-08-26,2216.054
2002-08-27,2271.708
2002-08-28,2176.75
2002-08-29,2169.533
2002-08-30,2192.703
2002-09-02,2141.789
2002-09-03,2044.924
2002-09-04,2055.547
2002-09-05,2007.774
2002-09-06,2070.134
2002-09-09,2029.336
2002-09-10,2051.356
2002-09-11,2098.18
2002-09-12,2014.101
2002-09-13,1982.303
2002-09-16,1943.356
2002-09-17,1920.223
2002-09-18,1840.784
2002-09-19,1787.351
2002-09-20,1821.962
2002-09-23,1735.609
2002-09-24,1704.763
2002-09-25,1753.966
2002-09-26,1783.39
2002-09-27,1724.899
2002-09-30,1658.749
2002-10-01,1705.888
2002-10-02,1741.233
2002-10-03,1682.372
2002-10-04,1617.78
2002-10-07,1591.702
2002-10-08,1561.143
2002-10-09,1558.428
2002-10-10,1631.68
2002-10-11,1748.047
2002-10-14,1706.446
2002-10-15,1816.876
2002-10-16,1792.211
2002-10-17,1866.848
2002-10-18,1861.21
2002-10-21,1932.162
2002-10-22,1866.526
2002-10-23,1781.076
2002-10-24,1819.915
2002-10-25,1833.893
2002-10-28,1899.731
2002-10-29,1803.434
2002-10-30,1854.835
2002-10-31,1890.656
2002-11-01,1908.031
2002-11-04,1997.878
2002-11-05,2021.237
2002-11-06,1988.719
2002-11-07,1925.866
2002-11-08,1894.632
2002-11-11,1867.912
2002-11-12,1908.527
2002-11-13,1877.175
2002-11-14,1937.957
2002-11-15,1946.006
2002-11-18,1964.472
2002-11-19,1964.567
2002-11-20,1951.525
2002-11-21,1997.68
2002-11-22,2005.384
2002-11-25,1982.175
2002-11-26,1920.85
2002-11-27,2002.224
2002-11-28,2018.212
2002-11-29,1997.784
2002-12-02,2026.649
2002-12-03,1976.758
2002-12-04,2004.486
2002-12-05,1951.271
2002-12-06,1955.536
2002-12-09,1871.112
2002-12-10,1932.575
2002-12-11,1950.74
2002-12-12,1917.597
2002-12-13,1904.935
2002-12-16,1976.085
2002-12-17,1956.411
2002-12-18,1883.218
2002-12-19,1842.185
2002-12-20,1884.701
2002-12-23,1869.313
2002-12-24,1877.05
2002-12-25,1877.05
2002-12-26,1881.783
2002-12-27,1795.97
2002-12-30,1837.244
2002-12-31,1844.45
2003-01-01,1844.45
2003-01-02,1954.41
2003-01-03,1955.075
2003-01-06,2005.333
2003-01-07,1969.431
2003-01-08,1888.93
2003-01-09,1931.768
2003-01-10,1942.593
2003-01-13,1960.058
2003-01-14,1990.479
2003-01-15,1961.606
2003-01-16,1963.053
2003-01-17,1892.377
2003-01-20,1879.32
2003-01-21,1864.703
2003-01-22,1824.392
2003-01-23,1840.59
2003-01-24,1791.851
2003-01-27,1745.824
2003-01-28,1763.61
2003-01-29,1791.98
2003-01-30,1766.914
2003-01-31,1800.706
2003-02-03,1804.657
2003-02-04,1749.376
2003-02-05,1802.137
2003-02-06,1753.473
2003-02-07,1699.963
2003-02-10,1703.658
2003-02-11,1721.323
2003-02-12,1686.082
2003-02-13,1690.36
2003-02-14,1759.647
2003-02-17,1770.883
2003-02-18,1784.231
2003-02-19,1720.616
2003-02-20,1713.339
2003-02-21,1748.128
2003-02-24,1692.961
2003-02-25,1634.83
2003-02-26,1617.969
2003-02-27,1651.034
2003-02-28,1676.095
2003-03-03,1688.103
2003-03-04,1667.029
2003-03-05,1673.299
2003-03-06,1635.43
2003-03-07,1642.359
2003-03-10,1578.119
2003-03-11,1563.484
2003-03-12,1489.063
2003-03-13,1566.011
2003-03-14,1578.117
2003-03-17,1620.899
2003-03-18,1675.255
2003-03-19,1686.634
2003-03-20,1682.937
2003-03-21,1740.362
2003-03-24,1655.507
2003-03-25,1714.517
2003-03-26,1677.129
2003-03-27,1687.121
2003-03-28,1649.34
2003-03-31,1612.966
2003-04-01,1626.68
2003-04-02,1697.381
2003-04-03,1678.122
2003-04-04,1726.12
2003-04-07,1811.367
2003-04-08,1794.394
2003-04-09,1776.672
2003-04-10,1774.236
2003-04-11,1786.294
2003-04-14,1817.998
2003-04-15,1853.761
2003-04-16,1860.559
2003-04-17,1915.207
2003-04-18,1915.207
2003-04-21,1906.951
2003-04-22,1964.191
2003-04-23,1971.611
2003-04-24,1933.009
2003-04-25,1898.158
2003-04-28,1970.029
2003-04-29,1947.233
2003-04-30,1995.12
2003-05-01,2013.444
2003-05-02,2035.844
2003-05-05,2064.496
2003-05-06,2114.294
2003-05-07,2076.348
2003-05-08,2012.131
2003-05-09,2064.925
2003-05-12,2062.501
2003-05-13,2038.234
2003-05-14,2044.812
2003-05-15,2082.568
2003-05-16,2096.682
2003-05-19,2027.817
2003-05-20,2014.837
2003-05-21,2013.531
2003-05-22,2038.424
2003-05-23,2026.302
2003-05-26,2043.221
2003-05-27,2074.799
2003-05-28,2084.713
2003-05-29,2090.357
2003-05-30,2128.993
2003-06-02,2178.767
2003-06-03,2150.085
2003-06-04,2180.736
2003-06-05,2184.194
2003-06-06,2217.177
2003-06-09,2206.304
2003-06-10,2224.121
2003-06-11,2265.359
2003-06-12,2290.435
2003-06-13,2266.654
2003-06-16,2343.852
2003-06-17,2350.719
2003-06-18,2337.225
2003-06-19,2297.613
2003-06-20,2279.375
2003-06-23,2224.782
2003-06-24,2241.735
2003-06-25,2238.614
2003-06-26,2243.905
2003-06-27,2229.404
2003-06-30,2239.22
2003-07-01,2210.085
2003-07-02,2258.472
2003-07-03,2261.138
2003-07-04,2250.249
2003-07-07,2285.391
2003-07-08,2284.14
2003-07-09,2275.117
2003-07-10,2243.696
2003-07-11,2274.225
2003-07-14,2315.099
2003-07-15,2298.503
2003-07-16,2295.84
2003-07-17,2251.819
2003-07-18,2282.121
2003-07-21,2251.775
2003-07-22,2278.856
2003-07-23,2286.438
2003-07-24,2344.374
2003-07-25,2343.503
2003-07-28,2373.963
2003-07-29,2383.296
2003-07-30,2360.096
2003-07-31,2371.823
2003-08-01,2339.495
2003-08-04,2335.388
2003-08-05,2359.344
2003-08-06,2323.034
2003-08-07,2300.868
2003-08-08,2286.064
2003-08-11,2290.38
2003-08-12,2312.358
2003-08-13,2327.692
2003-08-14,2357.532
2003-08-15,2352.468
2003-08-18,2373.25
2003-08-19,2355.706
2003-08-20,2362.073
2003-08-21,2371.211
2003-08-22,2340.16
2003-08-25,2317.265
2003-08-26,2285.27
2003-08-27,2307.51
2003-08-28,2319.563
2003-08-29,2332.349
2003-09-01,2387.365
2003-09-02,2360.535
2003-09-03,2403.654
2003-09-04,2432.066
2003-09-05,2423.469
2003-09-08,2461.464
2003-09-09,2446.497
2003-09-10,2413.264
2003-09-11,2428.806
2003-09-12,2415.031
2003-09-15,2420.546
2003-09-16,2429.266
2003-09-17,2436.806
2003-09-18,2475.228
2003-09-19,2472.723
2003-09-22,2416.753
2003-09-23,2387.341
2003-09-24,2316.727
2003-09-25,2339.825
2003-09-26,2326.75
2003-09-29,2339.354
2003-09-30,2315.285
2003-10-01,2378.034
2003-10-02,2337.613
2003-10-03,2422.37
2003-10-06,2421.818
2003-10-07,2408.485
2003-10-08,2447.914
2003-10-09,2492.866
2003-10-10,2500.168
2003-10-13,2522.172
2003-10-14,2526.016
2003-10-15,2537.167
2003-10-16,2554.823
2003-10-17,2500.086
2003-10-20,2536.528
2003-10-21,2556.154
2003-10-22,2514.283
2003-10-23,2517.031
2003-10-24,2493.362
2003-10-27,2529.108
2003-10-28,2557.522
2003-10-29,2578.146
2003-10-30,2593.894
2003-10-31,2590.942
2003-11-03,2616.966
2003-11-04,2621.547
2003-11-05,2602.199
2003-11-06,2597.29
2003-11-07,2638.333
2003-11-10,2622.174
2003-11-11,2613.268
2003-11-12,2650.861
2003-11-13,2680.763
2003-11-14,2717.107
2003-11-17,2635.243
2003-11-18,2653.393
2003-11-19,2648.453
2003-11-20,2636.902
2003-11-21,2643.194
2003-11-24,2674.357
2003-11-25,2676.807
2003-11-26,2691.537
2003-11-27,2707.652
2003-11-28,2728.723
2003-12-01,2776.392
2003-12-02,2799.262
2003-12-03,2853.787
2003-12-04,2841.653
2003-12-05,2836.061
2003-12-08,2828.39
2003-12-09,2855.163
2003-12-10,2844.392
2003-12-11,2848.691
2003-12-12,2878.182
2003-12-15,2896.127
2003-12-16,2896.921
2003-12-17,2896.756
2003-12-18,2911.124
2003-12-19,2924.818
2003-12-22,2925.591
2003-12-23,2946.415
2003-12-24,2954.718
2003-12-25,2954.718
2003-12-26,2953.532
2003-12-29,2999.592
2003-12-30,3019.512
2003-12-31,3039.512
2004-01-01,3039.512
2004-01-02,3075.43
2004-01-05,3110.226
2004-01-06,3130.66
2004-01-07,3094.619
2004-01-08,3133.858
2004-01-09,3141.551
2004-01-12,3116.32
2004-01-13,3112.257
2004-01-14,3130.601
2004-01-15,3118.649
2004-01-16,3101.093
2004-01-19,3119.153
2004-01-20,3142.497
2004-01-21,3180.322
2004-01-22,3205.565
2004-01-23,3207.72
2004-01-26,3160.829
2004-01-27,3177.635
2004-01-28,3183.614
2004-01-29,3088.074
2004-01-30,3074.307
2004-02-02,3088.463
2004-02-03,3107.875
2004-02-04,3077.241
2004-02-05,3088.244
2004-02-06,3137.738
2004-02-09,3170.557
2004-02-10,3184.161
2004-02-11,3187.722
2004-02-12,3225.863
2004-02-13,3169.742
2004-02-16,3178.52
2004-02-17,3208.633
2004-02-18,3207.504
2004-02-19,3203.85
2004-02-20,3126.287
2004-02-23,3120.041
2004-02-24,3089.252
2004-02-25,3060.694
2004-02-26,3037.697
2004-02-27,3048.792
2004-03-01,3082.169
2004-03-02,3080.274
2004-03-03,3016.644
2004-03-04,3074.927
2004-03-05,3131.269
2004-03-08,3130.255
2004-03-09,3099.307
2004-03-10,3021.233
2004-03-11,2923.996
2004-03-12,2918.148
2004-03-15,2849.618
2004-03-16,2884.509
2004-03-17,2904.433
2004-03-18,2897.492
2004-03-19,2884.504
2004-03-22,2824.644
2004-03-23,2808.763
2004-03-24,2787.419
2004-03-25,2843.573
2004-03-26,2833.011
2004-03-29,2888.948
2004-03-30,2889.442
2004-03-31,2904.779
2004-04-01,2973.651
2004-04-02,2981.543
2004-04-05,2977.12
2004-04-06,2970.453
2004-04-07,2984.617
2004-04-08,2976.345
2004-04-09,2976.345
2004-04-12,2967.985
2004-04-13,2969.39
2004-04-14,2931.224
2004-04-15,2926.956
2004-04-16,2971.901
2004-04-19,2965.832
2004-04-20,2964.883
2004-04-21,2928.704
2004-04-22,2948.732
2004-04-23,2970.717
2004-04-26,2994.253
2004-04-27,3011.055
2004-04-28,2946.786
2004-04-29,2930.127
2004-04-30,2924.403
2004-05-03,2933.45
2004-05-04,2956.315
2004-05-05,2989.278
2004-05-06,2895.665
2004-05-07,2842.221
2004-05-10,2747.519
2004-05-11,2783.936
2004-05-12,2754.214
2004-05-13,2775.794
2004-05-14,2763.657
2004-05-17,2759.463
2004-05-18,2777.995
2004-05-19,2855.547
2004-05-20,2806.244
2004-05-21,2823.489
2004-05-24,2837.333
2004-05-25,2841.379
2004-05-26,2867.353
2004-05-27,2942.097
2004-05-28,2923.995
2004-05-31,2937.654
2004-06-01,2897.214
2004-06-02,2927.199
2004-06-03,2943.003
2004-06-04,2975.943
2004-06-07,3033.911
2004-06-08,3024.108
2004-06-09,2964.001
2004-06-10,2981.778
2004-06-11,2955.654
2004-06-14,2927.38
2004-06-15,2953.271
2004-06-16,2949.086
2004-06-17,2943.598
2004-06-18,2976.732
2004-06-21,2961.89
2004-06-22,2918.366
2004-06-23,2929.613
2004-06-24,2993.78
2004-06-25,2988.921
2004-06-28,3042.453
2004-06-29,3024.03
2004-06-30,3024.615
2004-07-01,3008.815
2004-07-02,3017.365
2004-07-05,3008.081
2004-07-06,2971.069
2004-07-07,2982.316
2004-07-08,2993.403
2004-07-09,2982.651
2004-07-12,2962.053
2004-07-13,2948.42
2004-07-14,2960.678
2004-07-15,2918.059
2004-07-16,2935.687
2004-07-19,2905.326
2004-07-20,2915.034
2004-07-21,2908.661
2004-07-22,2863.019
2004-07-23,2823.668
2004-07-26,2799.3
2004-07-27,2824.09
2004-07-28,2812.72
2004-07-29,2878.878
2004-07-30,2876.191
2004-08-02,2852.524
2004-08-03,2867.071
2004-08-04,2826.349
2004-08-05,2831.104
2004-08-06,2804.812
2004-08-09,2775.147
2004-08-10,2811.219
2004-08-11,2756.094
2004-08-12,2746.121
2004-08-13,2765.71
2004-08-16,2801.77
2004-08-17,2804.928
2004-08-18,2811.87
2004-08-19,2824.107
2004-08-20,2808.611
2004-08-23,2823.594
2004-08-24,2803.283
2004-08-25,2811.522
2004-08-26,2841.415
2004-08-27,2842.026
2004-08-30,2834.89
2004-08-31,2822.238
2004-09-01,2848.685
2004-09-02,2855.007
2004-09-03,2854.912
2004-09-06,2875.559
2004-09-07,2878.652
2004-09-08,2885.805
2004-09-09,2872.471
2004-09-10,2929.91
2004-09-13,2968.055
2004-09-14,2971.683
2004-09-15,2934.942
2004-09-16,2949.972
2004-09-17,2974.238
2004-09-20,2962.797
2004-09-21,3000.479
2004-09-22,2963.069
2004-09-23,2950.179
2004-09-24,2947.211
2004-09-27,2926.309
2004-09-28,2936.14
2004-09-29,2964.094
2004-09-30,2971.238
2004-10-01,3039.48
2004-10-04,3036.653
2004-10-05,3058.53
2004-10-06,3059.926
2004-10-07,3049.385
2004-10-08,3061.246
2004-10-11,3053.874
2004-10-12,2992.067
2004-10-13,2996.059
2004-10-14,2999.998
2004-10-15,3008.377
2004-10-18,3010.486
2004-10-19,3046.841
2004-10-20,3030.389
2004-10-21,3046.43
2004-10-22,3053.137
2004-10-25,3024.635
2004-10-26,3030.902
2004-10-27,3081.567
2004-10-28,3094.697
2004-10-29,3091.942
2004-11-01,3137.252
2004-11-02,3145.762
2004-11-03,3173.318
2004-11-04,3195.742
2004-11-05,3220.996
2004-11-08,3234.318
2004-11-09,3221.335
2004-11-10,3241.965
2004-11-11,3267.398
2004-11-12,3284.174
2004-11-15,3280.241
2004-11-16,3275.688
2004-11-17,3339.824
2004-11-18,3327.137
2004-11-19,3312.15
2004-11-22,3297.795
2004-11-23,3300.604
2004-11-24,3328.904
2004-11-25,3376.079
2004-11-26,3376.766
2004-11-29,3379.129
2004-11-30,3364.677
2004-12-01,3416.379
2004-12-02,3431.634
2004-12-03,3453.645
2004-12-06,3454.648
2004-12-07,3470.174
2004-12-08,3419.645
2004-12-09,3376.379
2004-12-10,3384.732
2004-12-13,3439.49
2004-12-14,3444.526
2004-12-15,3467.082
2004-12-16,3447.767
2004-12-17,3401.587
2004-12-20,3464.778
2004-12-21,3456.71
2004-12-22,3482.176
2004-12-23,3520.655
2004-12-24,3529.781
2004-12-27,3538.441
2004-12-28,3554.007
2004-12-29,3536.61
2004-12-30,3555.623
2004-12-31,3545.84
2005-01-03,3541.687
2005-01-04,3497.41
2005-01-05,3467.064
2005-01-06,3473.282
2005-01-07,3453.594
2005-01-10,3459.145
2005-01-11,3433.295
2005-01-12,3428.207
2005-01-13,3410.878
2005-01-14,3399.054
2005-01-17,3407.295
2005-01-18,3397.721
2005-01-19,3397.378
2005-01-20,3356.07
2005-01-21,3363.909
2005-01-24,3366.161
2005-01-25,3369.771
2005-01-26,3386.323
2005-01-27,3377.769
2005-01-28,3359.387
2005-01-31,3409.2
2005-02-01,3419.93
2005-02-02,3442.437
2005-02-03,3409.262
2005-02-04,3451.192
2005-02-07,3441.64
2005-02-08,3428.71
2005-02-09,3418.959
2005-02-10,3434.327
2005-02-11,3465.7
2005-02-14,3489.133
2005-02-15,3499.76
2005-02-16,3480.703
2005-02-17,3503.758
2005-02-18,3497.584
2005-02-21,3494.501
2005-02-22,3511.916
2005-02-23,3492.934
2005-02-24,3490.65
2005-02-25,3522.741
2005-02-28,3547.553
2005-03-01,3549.282
2005-03-02,3537.152
2005-03-03,3523.838
2005-03-04,3594.378
2005-03-07,3582.157
2005-03-08,3598.458
2005-03-09,3586.716
2005-03-10,3567.206
2005-03-11,3597.255
2005-03-14,3577.485
2005-03-15,3578.839
2005-03-16,3548.59
2005-03-17,3540.089
2005-03-18,3525.079
2005-03-21,3472.973
2005-03-22,3496.614
2005-03-23,3442.603
2005-03-24,3452.818
2005-03-25,3452.818
2005-03-28,3428.585
2005-03-29,3443.99
2005-03-30,3455.077
2005-03-31,3467.326
2005-04-01,3479.044
2005-04-04,3417.081
2005-04-05,3437.325
2005-04-06,3454.913
2005-04-07,3476.163
2005-04-08,3472.878
2005-04-11,3498.062
2005-04-12,3458.977
2005-04-13,3488.301
2005-04-14,3460.953
2005-04-15,3423.533
2005-04-18,3359.036
2005-04-19,3368.767
2005-04-20,3360.413
2005-04-21,3381.921
2005-04-22,3398.976
2005-04-25,3391.197
2005-04-26,3372.825
2005-04-27,3337.395
2005-04-28,3315.997
2005-04-29,3318.309
2005-05-02,3331.3
2005-05-03,3359.914
2005-05-04,3394.079
2005-05-05,3417.71
2005-05-06,3401.671
2005-05-09,3384.829
2005-05-10,3370.679
2005-05-11,3350.154
2005-05-12,3339.088
2005-05-13,3327.767
2005-05-16,3311.396
2005-05-17,3304.496
2005-05-18,3361.729
2005-05-19,3385.495
2005-05-20,3366.896
2005-05-23,3409.629
2005-05-24,3401.491
2005-05-25,3399.721
2005-05-26,3416.291
2005-05-27,3428.394
2005-05-30,3435.91
2005-05-31,3387.376
2005-06-01,3412.108
2005-06-02,3419.692
2005-06-03,3403.027
2005-06-06,3394.359
2005-06-07,3440.266
2005-06-08,3451.134
2005-06-09,3417.43
2005-06-10,3416.114
2005-06-13,3406.064
2005-06-14,3403.568
