Date,GERMANY Standard (Large+Mid Cap)
1992-09-30,975.183
1992-10-30,907.344
1992-11-30,901.59
1992-12-31,887.096
1993-01-29,916.062
1993-02-26,963.23
1993-03-31,990.42
1993-04-30,976.723
1993-05-31,974.039
1993-06-30,941.801
1993-07-30,972.932
1993-08-31,1081.322
1993-09-30,1099.445
1993-10-29,1164.825
1993-11-30,1137.197
1993-12-31,1203.221
1994-01-31,1168.045
1994-02-28,1146.115
1994-03-31,1185.801
1994-04-29,1256.865
1994-05-31,1184.245
1994-06-30,1187.716
1994-07-29,1246.162
1994-08-31,1291.912
1994-09-30,1215.238
1994-10-31,1283.022
1994-11-30,1215.598
1994-12-30,1259.35
1995-01-31,1235.444
1995-02-28,1340.14
1995-03-31,1309.38
1995-04-28,1364.825
1995-05-31,1376.162
1995-06-30,1415.046
1995-07-31,1498.805
1995-08-31,1417.77
1995-09-29,1437.285
1995-10-31,1419.74
1995-11-30,1422.515
1995-12-29,1466.015
1996-01-31,1529.263
1996-02-29,1542.809
1996-03-29,1536.866
1996-04-30,1480.766
1996-05-31,1501.909
1996-06-28,1532.459
1996-07-31,1536.742
1996-08-30,1572.09
1996-09-30,1582.271
1996-10-31,1596.673
1996-11-29,1659.913
1996-12-31,1665.04
1997-01-31,1657.824
1997-02-28,1726.284
1997-03-31,1853.04
1997-04-30,1786.253
1997-05-30,1861.809
1997-06-30,1943.747
1997-07-31,2133.619
1997-08-29,1922.273
1997-09-30,2070.049
1997-10-31,1925.177
1997-11-28,1991.692
1997-12-31,2074.091
1998-01-30,2136.513
1998-02-27,2272.548
1998-03-31,2425.387
1998-04-30,2515.076
1998-05-29,2717.008
1998-06-30,2830.883
1998-07-31,2898.417
1998-08-31,2422.317
1998-09-30,2390.724
1998-10-30,2490.629
1998-11-30,2619.517
1998-12-31,2684.456
1999-01-29,2728.88
1999-02-26,2503.598
1999-03-31,2435.736
1999-04-30,2593.874
1999-05-31,2436.152
1999-06-30,2571.525
1999-07-30,2530.366
1999-08-31,2574.205
1999-09-30,2539.535
1999-10-29,2677.014
1999-11-30,2751.352
1999-12-31,3222.539
2000-01-31,3110.467
2000-02-29,3435.358
2000-03-31,3380.141
2000-04-28,3087.547
2000-05-31,2991.534
2000-06-30,2982.772
2000-07-31,2971.503
2000-08-31,2834.836
2000-09-29,2686.671
2000-10-31,2706.15
2000-11-30,2507.261
2000-12-29,2720.192
2001-01-31,2821.688
2001-02-28,2592.284
2001-03-30,2320.869
2001-04-30,2480.928
2001-05-31,2323.095
2001-06-29,2309.101
2001-07-31,2319.241
2001-08-31,2153.954
2001-09-28,1804.036
2001-10-31,1883.371
2001-11-30,2048.691
2001-12-31,2111.264
2002-01-31,2014.989
2002-02-28,1988.407
2002-03-29,2147.322
2002-04-30,2083.424
2002-05-31,2061.325
2002-06-28,2000.208
2002-07-31,1669.843
2002-08-30,1677.085
2002-09-30,1268.691
2002-10-31,1446.064
2002-11-29,1528.001
2002-12-31,1410.724
2003-01-31,1376.281
2003-02-28,1280.902
2003-03-31,1232.611
2003-04-30,1521.247
2003-05-30,1620.051
2003-06-30,1702.389
2003-07-31,1803.201
2003-08-29,1773.162
2003-09-30,1760.189
2003-10-31,1969.757
2003-11-28,2074.505
2003-12-31,2310.782
2004-01-30,2336.046
2004-02-27,2316.658
2004-03-31,2207.157
2004-04-30,2217.207
2004-05-31,2225.144
2004-06-30,2289.827
2004-07-30,2177.432
2004-08-31,2136.587
2004-09-30,2249.388
2004-10-29,2340.767
2004-11-30,2547.242
2004-12-31,2684.392
2005-01-31,2579.495
2005-02-28,2684.177
2005-03-31,2623.417
2005-04-29,2502.589
2005-05-31,2550.888
2005-06-30,2574.474
2005-07-29,2754.094
2005-08-31,2762.784
2005-09-30,2825.115
2005-10-31,2737.851
2005-11-30,2834.131
2005-12-30,2950.686
2006-01-31,3199.905
2006-02-28,3216.185
2006-03-31,3357.939
2006-04-28,3522.768
2006-05-31,3380.13
2006-06-30,3346.479
2006-07-31,3334.81
2006-08-31,3456.238
2006-09-29,3508.3
2006-10-31,3684.036
2006-11-30,3853.356
2006-12-29,4012.618
2007-01-31,4068.972
2007-02-28,4105.952
2007-03-30,4285.914
2007-04-30,4691.308
2007-05-31,4887.153
2007-06-29,4978.981
2007-07-31,4797.427
2007-08-31,4805.376
2007-09-28,5162.559
2007-10-31,5402.835
2007-11-30,5335.716
2007-12-31,5425.309
2008-01-31,4674.698
2008-02-29,4736.23
2008-03-31,4787.935
2008-04-30,4997.666
2008-05-30,5076.288
2008-06-30,4672.575
2008-07-31,4623.602
2008-08-29,4341.168
2008-09-30,3711.896
2008-10-31,2859.318
2008-11-28,2603.383
2008-12-31,2936.763
2009-01-30,2443.001
2009-02-27,2136.421
2009-03-31,2362.899
2009-04-30,2757.566
2009-05-29,3022.728
2009-06-30,2918.977
2009-07-31,3262.754
2009-08-31,3398.81
2009-09-30,3597.205
2009-10-30,3454.033
2009-11-30,3631.532
2009-12-31,3675.479
2010-01-29,3356.01
2010-02-26,3281.343
2010-03-31,3578.182
2010-04-30,3507.452
2010-05-31,3127.419
2010-06-30,3120.375
2010-07-30,3416.625
2010-08-31,3214.077
2010-09-30,3640.021
2010-10-29,3924.235
2010-11-30,3724.88
2010-12-31,3985.638
2011-01-31,4156.449
2011-02-28,4301.491
2011-03-31,4283.487
2011-04-29,4761.109
2011-05-31,4463.955
2011-06-30,4552.159
2011-07-29,4374.861
2011-08-31,3562.05
2011-09-30,3141.03
2011-10-31,3646.868
2011-11-30,3493.719
2011-12-30,3264.897
2012-01-31,3609.743
2012-02-29,3912.966
2012-03-30,3947.688
2012-04-30,3822.491
2012-05-31,3298.843
2012-06-29,3457.042
2012-07-31,3544.147
2012-08-31,3728.483
2012-09-28,3938.739
2012-10-31,4004.013
2012-11-30,4108.5
2012-12-31,4273.804
2013-01-31,4503.047
2013-02-28,4326.568
2013-03-29,4281.417
2013-04-30,4448.376
2013-05-31,4586.375
2013-06-28,4397.316
2013-07-31,4682.616
2013-08-30,4561.079
2013-09-30,4956.382
2013-10-31,5239.415
2013-11-29,5462.232
2013-12-31,5614.369
2014-01-31,5337.171
2014-02-28,5694.904
2014-03-31,5595.633
2014-04-30,5643.637
2014-05-30,5725.47
2014-06-30,5687.739
2014-07-31,5321.464
2014-08-29,5273.828
2014-09-30,5052.589
2014-10-31,4950.329
2014-11-28,5265.519
2014-12-31,5032.833
2015-01-30,5122.005
2015-02-27,5433.02
2015-03-31,5449.614
2015-04-30,5436.85
2015-05-29,5282.902
2015-06-30,5145.118
2015-07-31,5283.406
2015-08-31,4886.85
2015-09-30,4584.779
2015-10-30,5071.631
2015-11-30,5072.153
2015-12-31,4937.864
2016-01-29,4497.191
2016-02-29,4381.49
2016-03-31,4814.311
2016-04-29,4867.203
2016-05-31,4820.077
2016-06-30,4546.012
2016-07-29,4883.531
2016-08-31,4981.422
2016-09-30,5000.972
2016-10-31,4925.18
2016-11-30,4743.023
2016-12-30,5073.686
2017-01-31,5232.013
2017-02-28,5265.652
2017-03-31,5498.096
2017-04-28,5662.547
2017-05-31,5912.194
2017-06-30,5851.107
2017-07-31,5957.866
2017-08-31,5972.341
2017-09-29,6304.048
2017-10-31,6400.593
2017-11-30,6477.289
2017-12-29,6479.128
2018-01-31,6863.158
2018-02-28,6366.995
2018-03-30,6247.098
2018-04-30,6368.718
2018-05-31,6145.475
2018-06-29,6000.027
2018-07-31,6258.137
2018-08-31,6068.769
2018-09-28,5965.728
2018-10-31,5462.003
2018-11-30,5350.747
2018-12-31,5042.527
2019-01-31,5376.645
2019-02-28,5469.854
2019-03-29,5390.781
2019-04-30,5759.628
2019-05-31,5380.084
2019-06-28,5774.594
2019-07-31,5573.451
2019-08-30,5408.969
2019-09-30,5541.676
2019-10-31,5869.511
2019-11-29,5975.604
2019-12-31,6089.976
2020-01-31,5903.107
2020-02-28,5357.627
2020-03-31,4445.439
2020-04-30,4875.883
2020-05-29,5296.98
2020-06-30,5625.214
2020-07-31,5907.369
2020-08-31,6285.437
2020-09-30,6093.494
2020-10-30,5468.085
2020-11-30,6406.331
2020-12-31,6793.133
2021-01-29,6668.621
2021-02-26,6802.822
2021-03-31,7080.625
2021-04-30,7320.304
2021-05-31,7544.946
2021-06-30,7413.258
2021-07-30,7419.985
2021-08-31,7518.994
2021-09-30,7097.731
2021-10-29,7250.697
2021-11-30,6777.634
2021-12-31,7155.765
2022-01-31,6891.561
2022-02-28,6415.807
2022-03-31,6233.683
2022-04-29,5723.513
2022-05-31,5898.499
2022-06-30,5103.385
2022-07-29,5223.479
2022-08-31,4890.687
2022-09-30,4461.104
2022-10-31,4878.125
2022-11-30,5559.52
2022-12-30,5557.003
2023-01-31,6246.464
2023-02-28,6128.22
2023-03-31,6373.072
2023-04-28,6590.921
2023-05-31,6221.413
2023-06-30,6551.26
2023-07-31,6751.759
2023-08-31,6425.131
2023-09-29,6045.732
2023-10-31,5776.791
2023-11-30,6545.822
2023-12-29,6834.091
2024-01-31,6768.77
2024-02-29,7046.438
2024-03-29,7316.489
2024-04-30,7044.227
2024-05-31,7344.351
2024-06-28,7214.524
2024-07-31,7353.047
2024-08-30,7701.514
2024-09-30,7988.456
2024-10-31,7627.5
2024-11-29,7609.765
2024-12-31,7532.713
2025-01-31,8237.152
2025-02-28,8560.343
2025-03-31,8703.72
2025-04-30,9357.988
2025-05-30,9889.389
2025-06-30,10120.711
