Date,USA GROWTH Standard (Large+Mid Cap)
2002-01-25,3139.137
2002-01-28,3134.043
2002-01-29,3057.335
2002-01-30,3094.638
2002-01-31,3140.286
2002-02-01,3125.007
2002-02-04,3058.555
2002-02-05,3066.902
2002-02-06,3056.966
2002-02-07,3041.656
2002-02-08,3076.085
2002-02-11,3107.277
2002-02-12,3106.919
2002-02-13,3140.947
2002-02-14,3137.283
2002-02-15,3105.492
2002-02-18,3105.492
2002-02-19,3055.708
2002-02-20,3107.555
2002-02-21,3061.198
2002-02-22,3088.97
2002-02-25,3130.193
2002-02-26,3127.729
2002-02-27,3132.051
2002-02-28,3124.29
2002-03-01,3190.977
2002-03-04,3220.688
2002-03-05,3183.095
2002-03-06,3220.347
2002-03-07,3200.299
2002-03-08,3212.975
2002-03-11,3220.31
2002-03-12,3222.216
2002-03-13,3204.563
2002-03-14,3199.553
2002-03-15,3231.475
2002-03-18,3222.273
2002-03-19,3236.532
2002-03-20,3179.353
2002-03-21,3182.038
2002-03-22,3177.778
2002-03-25,3133.468
2002-03-26,3149.179
2002-03-27,3154.892
2002-03-28,3157.033
2002-03-29,3157.033
2002-04-01,3149.59
2002-04-02,3117.631
2002-04-03,3092.007
2002-04-04,3090.206
2002-04-05,3073.034
2002-04-08,3073.323
2002-04-09,3053.995
2002-04-10,3095.668
2002-04-11,3013.41
2002-04-12,3042.152
2002-04-15,3008.516
2002-04-16,3064.391
2002-04-17,3038.368
2002-04-18,3048.694
2002-04-19,3048.21
2002-04-22,3004.391
2002-04-23,2978.215
2002-04-24,2962.008
2002-04-25,2962.65
2002-04-26,2918.285
2002-04-29,2891.488
2002-04-30,2912.399
2002-05-01,2948.478
2002-05-02,2937.301
2002-05-03,2898.214
2002-05-06,2846.734
2002-05-07,2825.75
2002-05-08,2933.321
2002-05-09,2882.441
2002-05-10,2838.795
2002-05-13,2889.443
2002-05-14,2947.977
2002-05-15,2923.772
2002-05-16,2951.682
2002-05-17,2990.411
2002-05-20,2946.25
2002-05-21,2909.34
2002-05-22,2927.809
2002-05-23,2959.14
2002-05-24,2917.27
2002-05-27,2917.27
2002-05-28,2889.214
2002-05-29,2877.031
2002-05-30,2876.089
2002-05-31,2874.958
2002-06-03,2801.929
2002-06-04,2809.431
2002-06-05,2846.503
2002-06-06,2786.432
2002-06-07,2769.415
2002-06-10,2785.434
2002-06-11,2733.003
2002-06-12,2760.188
2002-06-13,2731.585
2002-06-14,2729.106
2002-06-17,2797.631
2002-06-18,2796.27
2002-06-19,2751.379
2002-06-20,2712.345
2002-06-21,2645.167
2002-06-24,2665.067
2002-06-25,2610.531
2002-06-26,2638.088
2002-06-27,2684.216
2002-06-28,2644.356
2002-07-01,2583.403
2002-07-02,2531.015
2002-07-03,2556.492
2002-07-04,2556.492
2002-07-05,2657.162
2002-07-08,2617.214
2002-07-09,2540.179
2002-07-10,2453.653
2002-07-11,2478.223
2002-07-12,2472.259
2002-07-15,2469.565
2002-07-16,2428.963
2002-07-17,2461.549
2002-07-18,2384.692
2002-07-19,2295.508
2002-07-22,2243.22
2002-07-23,2214.035
2002-07-24,2345.695
2002-07-25,2334.492
2002-07-26,2377.769
2002-07-29,2501.507
2002-07-30,2512.196
2002-07-31,2536.63
2002-08-01,2458.966
2002-08-02,2412.754
2002-08-05,2338.143
2002-08-06,2403.69
2002-08-07,2463.309
2002-08-08,2539.098
2002-08-09,2541.089
2002-08-12,2530.24
2002-08-13,2472.73
2002-08-14,2581.082
2002-08-15,2604.463
2002-08-16,2601.437
2002-08-19,2661.229
2002-08-20,2627.694
2002-08-21,2658.624
2002-08-22,2696.985
2002-08-23,2636.971
2002-08-26,2648.591
2002-08-27,2598.814
2002-08-28,2560.208
2002-08-29,2556.291
2002-08-30,2549.8
2002-09-02,2549.8
2002-09-03,2450.031
2002-09-04,2494.629
2002-09-05,2454.2
2002-09-06,2491.541
2002-09-09,2519.133
2002-09-10,2542.515
2002-09-11,2537.257
2002-09-12,2475.357
2002-09-13,2488.106
2002-09-16,2499.463
2002-09-17,2451.907
2002-09-18,2441.936
2002-09-19,2367.972
2002-09-20,2367.482
2002-09-23,2332.01
2002-09-24,2304.885
2002-09-25,2366.8
2002-09-26,2395.776
2002-09-27,2309.092
2002-09-30,2274.149
2002-10-01,2367.984
2002-10-02,2328.373
2002-10-03,2305.706
2002-10-04,2257.144
2002-10-07,2226.908
2002-10-08,2280.446
2002-10-09,2233.251
2002-10-10,2289.122
2002-10-11,2371.324
2002-10-14,2405.585
2002-10-15,2503.938
2002-10-16,2443.837
2002-10-17,2493.815
2002-10-18,2517.427
2002-10-21,2547.651
2002-10-22,2508.086
2002-10-23,2523.401
2002-10-24,2472.887
2002-10-25,2524.893
2002-10-28,2498.034
2002-10-29,2483.542
2002-10-30,2499.612
2002-10-31,2490.734
2002-11-01,2525.508
2002-11-04,2542.23
2002-11-05,2559.178
2002-11-06,2583.981
2002-11-07,2541.12
2002-11-08,2513.006
2002-11-11,2463.501
2002-11-12,2475.276
2002-11-13,2481.565
2002-11-14,2541.228
2002-11-15,2543.659
2002-11-18,2517.459
2002-11-19,2504.722
2002-11-20,2553.411
2002-11-21,2597.557
2002-11-22,2584.086
2002-11-25,2586.583
2002-11-26,2540.462
2002-11-27,2604.103
2002-11-28,2604.103
2002-11-29,2591.238
2002-12-02,2586.992
2002-12-03,2562.86
2002-12-04,2568.52
2002-12-05,2538.252
2002-12-06,2553.941
2002-12-09,2510.884
2002-12-10,2540.553
2002-12-11,2542.394
2002-12-12,2524.712
2002-12-13,2491.438
2002-12-16,2537.679
2002-12-17,2510.841
2002-12-18,2485.41
2002-12-19,2468.384
2002-12-20,2494.311
2002-12-23,2502.657
2002-12-24,2495.945
2002-12-25,2495.945
2002-12-26,2479.843
2002-12-27,2448.497
2002-12-30,2463.13
2002-12-31,2459.909
2003-01-01,2459.909
2003-01-02,2535.579
2003-01-03,2531.572
2003-01-06,2566.256
2003-01-07,2555.895
2003-01-08,2523.524
2003-01-09,2572.439
2003-01-10,2568.867
2003-01-13,2566.962
2003-01-14,2575.025
2003-01-15,2538.851
2003-01-16,2531.554
2003-01-17,2496.123
2003-01-20,2496.123
2003-01-21,2465.644
2003-01-22,2443.996
2003-01-23,2465.999
2003-01-24,2400.057
2003-01-27,2364.273
2003-01-28,2394.824
2003-01-29,2405.818
2003-01-30,2356.108
2003-01-31,2390.64
2003-02-03,2401.833
2003-02-04,2369.823
2003-02-05,2360.276
2003-02-06,2354.132
2003-02-07,2334.056
2003-02-10,2351.974
2003-02-11,2332.219
2003-02-12,2310.883
2003-02-13,2299.679
2003-02-14,2347.467
2003-02-17,2347.467
2003-02-18,2393.309
2003-02-19,2381.604
2003-02-20,2359.53
2003-02-21,2393.833
2003-02-24,2349.296
2003-02-25,2370.472
2003-02-26,2343.568
2003-02-27,2369.719
2003-02-28,2378.405
2003-03-03,2356.908
2003-03-04,2322.593
2003-03-05,2345.484
2003-03-06,2331.608
2003-03-07,2357.289
2003-03-10,2300.828
2003-03-11,2288.91
2003-03-12,2309.479
2003-03-13,2383.297
2003-03-14,2384.67
2003-03-17,2469.222
2003-03-18,2475.913
2003-03-19,2501.625
2003-03-20,2502.271
2003-03-21,2561.96
2003-03-24,2475.391
2003-03-25,2506.809
2003-03-26,2488.762
2003-03-27,2487.667
2003-03-28,2472.762
2003-03-31,2435.095
2003-04-01,2455.198
2003-04-02,2517.541
2003-04-03,2513.717
2003-04-04,2516.654
2003-04-07,2515.256
2003-04-08,2519.211
2003-04-09,2478.968
2003-04-10,2491.887
2003-04-11,2482.59
2003-04-14,2528.871
2003-04-15,2541.015
2003-04-16,2501.302
2003-04-17,2540.202
2003-04-18,2540.202
2003-04-21,2532.057
2003-04-22,2581.032
2003-04-23,2589.948
2003-04-24,2578.74
2003-04-25,2544.229
2003-04-28,2584.674
2003-04-29,2595.877
2003-04-30,2585.604
2003-05-01,2584.793
2003-05-02,2619.053
2003-05-05,2608.866
2003-05-06,2628.399
2003-05-07,2617.423
2003-05-08,2597.907
2003-05-09,2636.227
2003-05-12,2663.837
2003-05-13,2653.256
2003-05-14,2644.314
2003-05-15,2661.379
2003-05-16,2641.512
2003-05-19,2578.72
2003-05-20,2572.194
2003-05-21,2576.993
2003-05-22,2600.795
2003-05-23,2594.853
2003-05-26,2594.853
2003-05-27,2640.02
2003-05-28,2643.731
2003-05-29,2633.662
2003-05-30,2667.694
2003-06-02,2660.75
2003-06-03,2678.083
2003-06-04,2720.349
2003-06-05,2731.176
2003-06-06,2717.314
2003-06-09,2688.865
2003-06-10,2714.462
2003-06-11,2745.758
2003-06-12,2747.147
2003-06-13,2717.659
2003-06-16,2786.004
2003-06-17,2796.572
2003-06-18,2799.253
2003-06-19,2760.687
2003-06-20,2756.092
2003-06-23,2713.369
2003-06-24,2712.232
2003-06-25,2694.026
2003-06-26,2731.845
2003-06-27,2705.99
2003-06-30,2698.419
2003-07-01,2722.483
2003-07-02,2761.426
2003-07-03,2737.57
2003-07-04,2737.57
2003-07-07,2800.598
2003-07-08,2817.407
2003-07-09,2801.527
2003-07-10,2764.998
2003-07-11,2793.378
2003-07-14,2811.802
2003-07-15,2812.409
2003-07-16,2800.705
2003-07-17,2757.889
2003-07-18,2779.234
2003-07-21,2737.323
2003-07-22,2757.779
2003-07-23,2768.393
2003-07-24,2740.967
2003-07-25,2788.59
2003-07-28,2780.448
2003-07-29,2761.763
2003-07-30,2758.636
2003-07-31,2766.505
2003-08-01,2737.467
2003-08-04,2744.461
2003-08-05,2691.084
2003-08-06,2685.265
2003-08-07,2710.093
2003-08-08,2713.404
2003-08-11,2725.668
2003-08-12,2752.111
2003-08-13,2733.873
2003-08-14,2745.505
2003-08-15,2750.239
2003-08-18,2782.333
2003-08-19,2790.717
2003-08-20,2784.583
2003-08-21,2790.079
2003-08-22,2771.264
2003-08-25,2776.238
2003-08-26,2786.3
2003-08-27,2790.705
2003-08-28,2807.059
2003-08-29,2821.185
2003-09-01,2821.185
2003-09-02,2858.484
2003-09-03,2868.492
2003-09-04,2880.402
2003-09-05,2861.968
2003-09-08,2897.759
2003-09-09,2873.047
2003-09-10,2833.548
2003-09-11,2854.621
2003-09-12,2861.008
2003-09-15,2849.852
2003-09-16,2897.62
2003-09-17,2885.373
2003-09-18,2918.647
2003-09-19,2905.966
2003-09-22,2865.324
2003-09-23,2892.173
2003-09-24,2825.878
2003-09-25,2807.015
2003-09-26,2788.355
2003-09-29,2821.568
2003-09-30,2782.276
2003-10-01,2847.124
2003-10-02,2853.071
2003-10-03,2888.311
2003-10-06,2896.205
2003-10-07,2912.344
2003-10-08,2896.862
2003-10-09,2912.776
2003-10-10,2914.678
2003-10-13,2935.21
2003-10-14,2945.655
2003-10-15,2937.762
2003-10-16,2951.146
2003-10-17,2916.027
2003-10-20,2937.307
2003-10-21,2954.016
2003-10-22,2900.304
2003-10-23,2902.819
2003-10-24,2884.384
2003-10-27,2893.267
2003-10-28,2951.417
2003-10-29,2948.184
2003-10-30,2942.676
2003-10-31,2954.301
2003-11-03,2980.648
2003-11-04,2959.264
2003-11-05,2959.193
2003-11-06,2981.017
2003-11-07,2963.517
2003-11-10,2940.887
2003-11-11,2939.494
2003-11-12,2983.578
2003-11-13,2986.599
2003-11-14,2964.023
2003-11-17,2941.693
2003-11-18,2912.934
2003-11-19,2938.896
2003-11-20,2908.673
2003-11-21,2910.379
2003-11-24,2969.675
2003-11-25,2961.719
2003-11-26,2972.888
2003-11-27,2972.888
2003-11-28,2973.943
2003-12-01,3007.129
2003-12-02,2987.668
2003-12-03,2975.621
2003-12-04,2992.351
2003-12-05,2962.258
2003-12-08,2978.772
2003-12-09,2939.89
2003-12-10,2937.074
2003-12-11,2974.001
2003-12-12,2980.598
2003-12-15,2957.96
2003-12-16,2972.706
2003-12-17,2973.58
2003-12-18,3014.963
2003-12-19,3007.171
2003-12-22,3013.597
2003-12-23,3025.607
2003-12-24,3021.997
2003-12-25,3021.997
2003-12-26,3027.358
2003-12-29,3067.872
2003-12-30,3065.81
2003-12-31,3069.932
2004-01-01,3069.932
2004-01-02,3059.103
2004-01-05,3099.645
2004-01-06,3109.555
2004-01-07,3123.356
2004-01-08,3137.039
2004-01-09,3112.778
2004-01-12,3132.406
2004-01-13,3113.589
2004-01-14,3137.244
2004-01-15,3139.974
2004-01-16,3164.764
2004-01-19,3164.764
2004-01-20,3158.443
2004-01-21,3175.063
2004-01-22,3162.891
2004-01-23,3162.46
2004-01-26,3204.694
2004-01-27,3164.884
2004-01-28,3119.816
2004-01-29,3140.191
2004-01-30,3135.017
2004-02-02,3148.065
2004-02-03,3157.505
2004-02-04,3126.554
2004-02-05,3126.965
2004-02-06,3177.02
2004-02-09,3166.06
2004-02-10,3184.134
2004-02-11,3208.607
2004-02-12,3191.131
2004-02-13,3169.909
2004-02-16,3169.909
2004-02-17,3202.938
2004-02-18,3190.377
2004-02-19,3167.845
2004-02-20,3164.21
2004-02-23,3141.359
2004-02-24,3143.224
2004-02-25,3156.765
2004-02-26,3162.487
2004-02-27,3155.27
2004-03-01,3185.049
2004-03-02,3160.522
2004-03-03,3164.237
2004-03-04,3179.871
2004-03-05,3174.914
2004-03-08,3141.5
2004-03-09,3125.4
2004-03-10,3086.498
2004-03-11,3046.026
2004-03-12,3085.974
2004-03-15,3036.865
2004-03-16,3052.938
2004-03-17,3085.848
2004-03-18,3077.082
2004-03-19,3039.394
2004-03-22,3005.326
2004-03-23,2999.25
2004-03-24,3000.892
2004-03-25,3060.461
2004-03-26,3050.85
2004-03-29,3094.767
2004-03-30,3104.05
2004-03-31,3098.747
2004-04-01,3117.27
2004-04-02,3160.735
2004-04-05,3186.478
2004-04-06,3171.052
2004-04-07,3150.755
2004-04-08,3147.245
2004-04-09,3147.245
2004-04-12,3166.227
2004-04-13,3129.996
2004-04-14,3135.135
2004-04-15,3136.448
2004-04-16,3139.883
2004-04-19,3153.629
2004-04-20,3097.288
2004-04-21,3118.456
2004-04-22,3159.702
2004-04-23,3174.457
2004-04-26,3154.789
2004-04-27,3158.764
2004-04-28,3112.89
2004-04-29,3088.574
2004-04-30,3062.584
2004-05-03,3089.073
2004-05-04,3091.444
2004-05-05,3099.202
2004-05-06,3080.064
2004-05-07,3054.985
2004-05-10,3033.724
2004-05-11,3062.06
2004-05-12,3059.236
2004-05-13,3056.963
2004-05-14,3043.441
2004-05-17,3011.605
2004-05-18,3032.715
2004-05-19,3024.67
2004-05-20,3026.859
2004-05-21,3037.304
2004-05-24,3041.142
2004-05-25,3092.501
2004-05-26,3100.143
2004-05-27,3122.008
2004-05-28,3121.14
2004-05-31,3121.14
2004-06-01,3122.687
2004-06-02,3130.407
2004-06-03,3104.249
2004-06-04,3121.387
2004-06-07,3174.356
2004-06-08,3183.309
2004-06-09,3147.92
2004-06-10,3158.748
2004-06-11,3158.748
2004-06-14,3129.498
2004-06-15,3149.92
2004-06-16,3150.555
2004-06-17,3137.064
2004-06-18,3140.906
2004-06-21,3122.108
2004-06-22,3137.871
2004-06-23,3164.465
2004-06-24,3152.25
2004-06-25,3139.577
2004-06-28,3132.852
2004-06-29,3144.303
2004-06-30,3157.237
2004-07-01,3118.739
2004-07-02,3103.963
2004-07-05,3103.963
2004-07-06,3066.664
2004-07-07,3075.065
2004-07-08,3046.706
2004-07-09,3056.918
2004-07-12,3053.292
2004-07-13,3057.352
2004-07-14,3039.948
2004-07-15,3027.427
2004-07-16,3002.479
2004-07-19,2993.366
2004-07-20,3024.145
2004-07-21,2976.429
2004-07-22,2992.85
2004-07-23,2949.266
2004-07-26,2939.23
2004-07-27,2970.68
2004-07-28,2961.881
2004-07-29,2977.451
2004-07-30,2984.363
2004-08-02,2998.444
2004-08-03,2971.198
2004-08-04,2967.869
2004-08-05,2916.746
2004-08-06,2865.733
2004-08-09,2865.753
2004-08-10,2907.383
2004-08-11,2889.914
2004-08-12,2855.177
2004-08-13,2861.19
2004-08-16,2896.587
2004-08-17,2910.393
2004-08-18,2952.474
2004-08-19,2938.928
2004-08-20,2956.015
2004-08-23,2953.044
2004-08-24,2951.06
2004-08-25,2978.074
2004-08-26,2976.29
2004-08-27,2986.806
2004-08-30,2956.261
2004-08-31,2965.783
2004-09-01,2976.916
2004-09-02,3012.062
2004-09-03,2988.588
2004-09-06,2988.588
2004-09-07,3003.901
2004-09-08,2994.524
2004-09-09,3004.448
2004-09-10,3026.792
2004-09-13,3038.6
2004-09-14,3048.989
2004-09-15,3023.155
2004-09-16,3023.987
2004-09-17,3035.698
2004-09-20,3023.686
2004-09-21,3038.608
2004-09-22,2993.521
2004-09-23,2988.936
2004-09-24,2987.289
2004-09-27,2965.988
2004-09-28,2979.795
2004-09-29,3000.975
2004-09-30,3005.554
2004-10-01,3055.654
2004-10-04,3067.294
2004-10-05,3064.702
2004-10-06,3082.492
2004-10-07,3044.407
2004-10-08,3011.846
2004-10-11,3020.309
2004-10-12,3010.728
2004-10-13,2997.63
2004-10-14,2965.886
2004-10-15,2973.013
2004-10-18,3001.722
2004-10-19,2977.848
2004-10-20,2986.82
2004-10-21,2997.389
2004-10-22,2955.146
2004-10-25,2949.132
2004-10-26,2991.296
2004-10-27,3043.26
2004-10-28,3050.163
2004-10-29,3053.557
2004-11-01,3052.265
2004-11-02,3057.944
2004-11-03,3093.138
2004-11-04,3132.177
2004-11-05,3152.302
2004-11-08,3147.116
2004-11-09,3145.74
2004-11-10,3135.823
2004-11-11,3165.813
2004-11-12,3197.093
2004-11-15,3208.698
2004-11-16,3183.163
2004-11-17,3204.213
2004-11-18,3209.017
2004-11-19,3167.08
2004-11-22,3184.406
2004-11-23,3178.787
2004-11-24,3194.359
2004-11-25,3194.359
2004-11-26,3193.133
2004-11-29,3186.732
2004-11-30,3166.993
2004-12-01,3220.362
2004-12-02,3225.321
2004-12-03,3229.891
2004-12-06,3226.621
2004-12-07,3188.004
2004-12-08,3209.354
2004-12-09,3229.117
2004-12-10,3218.594
2004-12-13,3237.713
2004-12-14,3257.695
2004-12-15,3261.885
2004-12-16,3257.697
2004-12-17,3225.844
2004-12-20,3216.472
2004-12-21,3248.074
2004-12-22,3261.413
2004-12-23,3263.655
2004-12-24,3263.655
2004-12-27,3253.635
2004-12-28,3281.369
2004-12-29,3284.379
2004-12-30,3285.317
2004-12-31,3279.82
2005-01-03,3251.557
2005-01-04,3210.143
2005-01-05,3199.16
2005-01-06,3205.567
2005-01-07,3209.177
2005-01-10,3223.824
2005-01-11,3205.143
2005-01-12,3222.427
2005-01-13,3188.495
2005-01-14,3207.989
2005-01-17,3207.989
2005-01-18,3233.162
2005-01-19,3201.699
2005-01-20,3174.971
2005-01-21,3151.6
2005-01-24,3129.847
2005-01-25,3148.254
2005-01-26,3167.557
2005-01-27,3168.838
2005-01-28,3161.347
2005-01-31,3181.831
2005-02-01,3194.181
2005-02-02,3205.543
2005-02-03,3188.977
2005-02-04,3224.908
2005-02-07,3220.286
2005-02-08,3224.149
2005-02-09,3188.481
2005-02-10,3201.406
2005-02-11,3229.699
2005-02-14,3230.676
2005-02-15,3244.587
2005-02-16,3242.455
2005-02-17,3216.421
2005-02-18,3221.714
2005-02-21,3221.714
2005-02-22,3178.207
2005-02-23,3188.323
2005-02-24,3215.43
2005-02-25,3241.315
2005-02-28,3217.083
2005-03-01,3239.518
2005-03-02,3238.702
2005-03-03,3238.42
2005-03-04,3263.719
2005-03-07,3281.283
2005-03-08,3261.174
2005-03-09,3238.023
2005-03-10,3242.202
2005-03-11,3210.555
2005-03-14,3226.853
2005-03-15,3201.343
2005-03-16,3175.661
2005-03-17,3177.901
2005-03-18,3170.923
2005-03-21,3161.213
2005-03-22,3139.012
2005-03-23,3148.227
2005-03-24,3148.427
2005-03-25,3148.427
2005-03-28,3157.398
2005-03-29,3134.403
2005-03-30,3176.979
2005-03-31,3165.24
2005-04-01,3138.349
2005-04-04,3152.285
2005-04-05,3173.898
2005-04-06,3173.353
2005-04-07,3197.364
2005-04-08,3169.822
2005-04-11,3165.157
2005-04-12,3183.037
2005-04-13,3147.559
2005-04-14,3117.473
2005-04-15,3069.32
2005-04-18,3071.521
2005-04-19,3086.873
2005-04-20,3050.177
2005-04-21,3115.263
2005-04-22,3084.456
2005-04-25,3109.007
2005-04-26,3084.287
2005-04-27,3097.302
2005-04-28,3066.403
2005-04-29,3097.668
2005-05-02,3113.249
2005-05-03,3114.264
2005-05-04,3151.101
2005-05-05,3146.929
2005-05-06,3148.959
2005-05-09,3167.283
2005-05-10,3137.887
2005-05-11,3153.124
2005-05-12,3133.624
2005-05-13,3134.694
2005-05-16,3166.096
2005-05-17,3184.567
2005-05-18,3216.894
2005-05-19,3233.086
2005-05-20,3229.559
2005-05-23,3242.289
2005-05-24,3246.896
2005-05-25,3234.539
2005-05-26,3258.595
2005-05-27,3259.811
2005-05-30,3259.811
2005-05-31,3238.994
2005-06-01,3268.551
2005-06-02,3281.616
2005-06-03,3255.172
2005-06-06,3259.996
2005-06-07,3257.597
2005-06-08,3248.125
2005-06-09,3270.622
2005-06-10,3254.305
2005-06-13,3263.955
2005-06-14,3270.613
