Date,PORTUGAL SMID CAP SMID (Small+Mid Cap)
2001-06-14,285.518
2001-06-15,281.867
2001-06-18,275.435
2001-06-19,271.601
2001-06-20,265.238
2001-06-21,265.518
2001-06-22,268.705
2001-06-25,270.933
2001-06-26,268.635
2001-06-27,265.593
2001-06-28,264.287
2001-06-29,263.806
2001-07-02,262.074
2001-07-03,264.102
2001-07-04,262.719
2001-07-05,259.113
2001-07-06,256.475
2001-07-09,255.74
2001-07-10,258.963
2001-07-11,258.104
2001-07-12,256.188
2001-07-13,255.899
2001-07-16,255.992
2001-07-17,252.427
2001-07-18,257.493
2001-07-19,258.429
2001-07-20,256.735
2001-07-23,255.103
2001-07-24,257.853
2001-07-25,257.153
2001-07-26,258.395
2001-07-27,260.601
2001-07-30,260.4
2001-07-31,260.642
2001-08-01,260.523
2001-08-02,257.801
2001-08-03,254.969
2001-08-06,252.761
2001-08-07,250.632
2001-08-08,249.017
2001-08-09,250.98
2001-08-10,253.218
2001-08-13,256.247
2001-08-14,257.354
2001-08-15,261.283
2001-08-16,258.456
2001-08-17,256.57
2001-08-20,254.725
2001-08-21,256.336
2001-08-22,257.493
2001-08-23,253.85
2001-08-24,254.485
2001-08-27,253.973
2001-08-28,251.743
2001-08-29,251.937
2001-08-30,251.305
2001-08-31,249.786
2001-09-03,246.745
2001-09-04,241.011
2001-09-05,239.946
2001-09-06,239.663
2001-09-07,238.079
2001-09-10,233.439
2001-09-11,226.635
2001-09-12,221.768
2001-09-13,222.507
2001-09-14,218.776
2001-09-17,216.0
2001-09-18,220.983
2001-09-19,225.115
2001-09-20,220.36
2001-09-21,218.653
2001-09-24,221.872
2001-09-25,226.621
2001-09-26,229.658
2001-09-27,229.511
2001-09-28,226.435
2001-10-01,227.863
2001-10-02,229.629
2001-10-03,229.678
2001-10-04,230.536
2001-10-05,231.937
2001-10-08,231.724
2001-10-09,234.092
2001-10-10,236.07
2001-10-11,234.778
2001-10-12,236.94
2001-10-15,236.67
2001-10-16,240.612
2001-10-17,242.103
2001-10-18,243.589
2001-10-19,244.206
2001-10-22,248.087
2001-10-23,249.517
2001-10-24,249.921
2001-10-25,247.338
2001-10-26,247.04
2001-10-29,248.717
2001-10-30,247.627
2001-10-31,249.937
2001-11-01,251.532
2001-11-02,251.339
2001-11-05,254.529
2001-11-06,257.314
2001-11-07,260.898
2001-11-08,257.413
2001-11-09,255.432
2001-11-12,256.091
2001-11-13,255.862
2001-11-14,256.319
2001-11-15,254.176
2001-11-16,253.968
2001-11-19,255.926
2001-11-20,256.114
2001-11-21,252.507
2001-11-22,253.711
2001-11-23,252.736
2001-11-26,254.727
2001-11-27,255.679
2001-11-28,252.61
2001-11-29,252.718
2001-11-30,253.616
2001-12-03,250.375
2001-12-04,252.601
2001-12-05,255.304
2001-12-06,256.288
2001-12-07,256.943
2001-12-10,254.797
2001-12-11,256.905
2001-12-12,258.249
2001-12-13,258.947
2001-12-14,260.708
2001-12-17,260.906
2001-12-18,259.661
2001-12-19,257.047
2001-12-20,256.309
2001-12-21,253.502
2001-12-24,250.973
2001-12-25,250.973
2001-12-26,251.187
2001-12-27,256.503
2001-12-28,256.329
2001-12-31,258.829
2002-01-01,258.829
2002-01-02,261.815
2002-01-03,264.77
2002-01-04,263.499
2002-01-07,262.19
2002-01-08,261.814
2002-01-09,259.634
2002-01-10,260.105
2002-01-11,259.197
2002-01-14,258.179
2002-01-15,261.026
2002-01-16,260.48
2002-01-17,261.246
2002-01-18,261.433
2002-01-21,261.346
2002-01-22,261.423
2002-01-23,261.356
2002-01-24,259.467
2002-01-25,253.718
2002-01-28,253.863
2002-01-29,252.265
2002-01-30,251.717
2002-01-31,253.153
2002-02-01,255.938
2002-02-04,255.589
2002-02-05,255.762
2002-02-06,256.215
2002-02-07,254.635
2002-02-08,256.123
2002-02-11,258.549
2002-02-12,258.181
2002-02-13,256.11
2002-02-14,254.733
2002-02-15,254.775
2002-02-18,254.107
2002-02-19,253.547
2002-02-20,253.171
2002-02-21,252.388
2002-02-22,251.436
2002-02-25,249.733
2002-02-26,249.692
2002-02-27,248.558
2002-02-28,251.533
2002-03-01,252.158
2002-03-04,256.341
2002-03-05,257.047
2002-03-06,260.372
2002-03-07,262.622
2002-03-08,263.043
2002-03-11,263.019
2002-03-12,260.717
2002-03-13,263.086
2002-03-14,265.5
2002-03-15,266.467
2002-03-18,266.883
2002-03-19,268.111
2002-03-20,267.865
2002-03-21,266.411
2002-03-22,267.173
2002-03-25,265.711
2002-03-26,264.686
2002-03-27,265.363
2002-03-28,265.397
2002-03-29,265.397
2002-04-01,267.572
2002-04-02,266.524
2002-04-03,264.815
2002-04-04,265.397
2002-04-05,265.542
2002-04-08,264.113
2002-04-09,266.384
2002-04-10,267.299
2002-04-11,268.537
2002-04-12,266.502
2002-04-15,267.296
2002-04-16,268.916
2002-04-17,270.451
2002-04-18,271.766
2002-04-19,270.767
2002-04-22,271.976
2002-04-23,272.908
2002-04-24,273.079
2002-04-25,275.1
2002-04-26,275.706
2002-04-29,275.618
2002-04-30,275.707
2002-05-01,277.267
2002-05-02,270.774
2002-05-03,271.214
2002-05-06,270.346
2002-05-07,266.634
2002-05-08,270.361
2002-05-09,272.327
2002-05-10,274.297
2002-05-13,272.916
2002-05-14,272.693
2002-05-15,271.846
2002-05-16,271.357
2002-05-17,274.927
2002-05-20,274.92
2002-05-21,272.93
2002-05-22,278.691
2002-05-23,278.206
2002-05-24,280.648
2002-05-27,281.513
2002-05-28,286.187
2002-05-29,286.735
2002-05-30,288.472
2002-05-31,280.786
2002-06-03,283.995
2002-06-04,281.83
2002-06-05,281.595
2002-06-06,279.062
2002-06-07,276.652
2002-06-10,276.403
2002-06-11,276.764
2002-06-12,274.924
2002-06-13,271.052
2002-06-14,266.342
2002-06-17,269.686
2002-06-18,272.041
2002-06-19,274.202
2002-06-20,276.525
2002-06-21,276.434
2002-06-24,275.188
2002-06-25,276.425
2002-06-26,276.687
2002-06-27,276.9
2002-06-28,278.524
2002-07-01,275.765
2002-07-02,269.929
2002-07-03,262.424
2002-07-04,263.678
2002-07-05,267.288
2002-07-08,272.014
2002-07-09,273.319
2002-07-10,271.958
2002-07-11,269.323
2002-07-12,269.228
2002-07-15,269.124
2002-07-16,269.962
2002-07-17,270.883
2002-07-18,268.835
2002-07-19,262.071
2002-07-22,254.241
2002-07-23,247.666
2002-07-24,241.416
2002-07-25,247.747
2002-07-26,245.543
2002-07-29,247.977
2002-07-30,246.842
2002-07-31,246.381
2002-08-01,246.091
2002-08-02,242.382
2002-08-05,236.855
2002-08-06,231.634
2002-08-07,227.802
2002-08-08,232.675
2002-08-09,238.676
2002-08-12,239.012
2002-08-13,238.133
2002-08-14,238.711
2002-08-15,236.933
2002-08-16,236.164
2002-08-19,236.325
2002-08-20,236.136
2002-08-21,239.106
2002-08-22,244.612
2002-08-23,244.491
2002-08-26,242.787
2002-08-27,247.63
2002-08-28,244.662
2002-08-29,245.126
2002-08-30,245.407
2002-09-02,240.161
2002-09-03,242.451
2002-09-04,239.259
2002-09-05,237.82
2002-09-06,237.887
2002-09-09,236.48
2002-09-10,236.255
2002-09-11,237.156
2002-09-12,235.901
2002-09-13,233.31
2002-09-16,228.708
2002-09-17,222.252
2002-09-18,215.018
2002-09-19,214.231
2002-09-20,218.059
2002-09-23,210.49
2002-09-24,204.098
2002-09-25,208.147
2002-09-26,210.368
2002-09-27,203.961
2002-09-30,197.74
2002-10-01,198.248
2002-10-02,203.02
2002-10-03,203.226
2002-10-04,203.553
2002-10-07,202.374
2002-10-08,204.0
2002-10-09,205.8
2002-10-10,204.005
2002-10-11,211.549
2002-10-14,207.006
2002-10-15,210.705
2002-10-16,210.018
2002-10-17,209.06
2002-10-18,206.487
2002-10-21,205.326
2002-10-22,205.569
2002-10-23,198.25
2002-10-24,202.334
2002-10-25,208.561
2002-10-28,214.602
2002-10-29,209.078
2002-10-30,213.49
2002-10-31,218.735
2002-11-01,220.094
2002-11-04,225.405
2002-11-05,225.13
2002-11-06,224.785
2002-11-07,227.386
2002-11-08,229.266
2002-11-11,228.9
2002-11-12,228.102
2002-11-13,227.023
2002-11-14,230.723
2002-11-15,236.361
2002-11-18,240.182
2002-11-19,242.479
2002-11-20,241.256
2002-11-21,242.262
2002-11-22,243.138
2002-11-25,245.532
2002-11-26,241.381
2002-11-27,244.115
2002-11-28,248.173
2002-11-29,249.196
2002-12-02,249.665
2002-12-03,248.261
2002-12-04,252.28
2002-12-05,252.872
2002-12-06,253.856
2002-12-09,246.46
2002-12-10,245.926
2002-12-11,242.779
2002-12-12,242.046
2002-12-13,242.188
2002-12-16,241.876
2002-12-17,245.46
2002-12-18,248.138
2002-12-19,245.57
2002-12-20,244.719
2002-12-23,242.447
2002-12-24,243.451
2002-12-25,243.451
2002-12-26,244.064
2002-12-27,243.229
2002-12-30,244.051
2002-12-31,247.329
2003-01-01,247.329
2003-01-02,250.285
2003-01-03,251.13
2003-01-06,249.458
2003-01-07,254.145
2003-01-08,253.59
2003-01-09,256.824
2003-01-10,259.502
2003-01-13,262.79
2003-01-14,264.84
2003-01-15,262.536
2003-01-16,263.443
2003-01-17,262.542
2003-01-20,260.365
2003-01-21,254.926
2003-01-22,256.399
2003-01-23,259.28
2003-01-24,259.909
2003-01-27,255.798
2003-01-28,252.322
2003-01-29,247.361
2003-01-30,244.928
2003-01-31,245.421
2003-02-03,248.166
2003-02-04,247.583
2003-02-05,247.923
2003-02-06,248.611
2003-02-07,246.778
2003-02-10,244.065
2003-02-11,244.691
2003-02-12,242.81
2003-02-13,243.489
2003-02-14,245.586
2003-02-17,246.292
2003-02-18,245.525
2003-02-19,241.46
2003-02-20,241.465
2003-02-21,237.391
2003-02-24,232.317
2003-02-25,222.668
2003-02-26,224.973
2003-02-27,224.689
2003-02-28,226.754
2003-03-03,226.573
2003-03-04,228.84
2003-03-05,230.71
2003-03-06,231.561
2003-03-07,233.861
2003-03-10,237.18
2003-03-11,241.572
2003-03-12,240.388
2003-03-13,238.586
2003-03-14,235.409
2003-03-17,231.599
2003-03-18,234.183
2003-03-19,232.419
2003-03-20,231.663
2003-03-21,233.995
2003-03-24,233.287
2003-03-25,235.365
2003-03-26,237.881
2003-03-27,237.948
2003-03-28,237.146
2003-03-31,235.929
2003-04-01,238.852
2003-04-02,239.064
2003-04-03,239.042
2003-04-04,243.144
2003-04-07,248.198
2003-04-08,246.471
2003-04-09,246.317
2003-04-10,245.799
2003-04-11,242.573
2003-04-14,238.384
2003-04-15,244.77
2003-04-16,244.008
2003-04-17,243.931
2003-04-18,243.931
2003-04-21,242.879
2003-04-22,243.525
2003-04-23,245.589
2003-04-24,245.578
2003-04-25,246.269
2003-04-28,246.82
2003-04-29,247.066
2003-04-30,251.381
2003-05-01,253.69
2003-05-02,254.342
2003-05-05,257.793
2003-05-06,263.29
2003-05-07,264.486
2003-05-08,266.322
2003-05-09,264.655
2003-05-12,266.866
2003-05-13,265.12
2003-05-14,267.023
2003-05-15,265.23
2003-05-16,266.013
2003-05-19,268.87
2003-05-20,270.387
2003-05-21,269.666
2003-05-22,269.627
2003-05-23,271.746
2003-05-26,273.759
2003-05-27,274.523
2003-05-28,276.171
2003-05-29,276.659
2003-05-30,276.83
2003-06-02,280.429
2003-06-03,280.51
2003-06-04,283.315
2003-06-05,290.864
2003-06-06,287.853
2003-06-09,287.804
2003-06-10,285.964
2003-06-11,288.116
2003-06-12,284.41
2003-06-13,286.543
2003-06-16,291.818
2003-06-17,290.292
2003-06-18,283.393
2003-06-19,280.496
2003-06-20,283.258
2003-06-23,283.459
2003-06-24,278.589
2003-06-25,280.624
2003-06-26,278.798
2003-06-27,277.93
2003-06-30,278.019
2003-07-01,279.349
2003-07-02,281.136
2003-07-03,280.836
2003-07-04,278.271
2003-07-07,279.304
2003-07-08,278.477
2003-07-09,275.113
2003-07-10,275.8
2003-07-11,278.393
2003-07-14,279.987
2003-07-15,277.483
2003-07-16,275.341
2003-07-17,276.303
2003-07-18,273.477
2003-07-21,273.746
2003-07-22,273.074
2003-07-23,273.484
2003-07-24,277.016
2003-07-25,278.295
2003-07-28,275.638
2003-07-29,275.101
2003-07-30,272.106
2003-07-31,268.533
2003-08-01,266.902
2003-08-04,268.341
2003-08-05,270.273
2003-08-06,269.021
2003-08-07,270.997
2003-08-08,268.489
2003-08-11,269.357
2003-08-12,272.364
2003-08-13,272.758
2003-08-14,273.102
2003-08-15,274.279
2003-08-18,275.855
2003-08-19,274.79
2003-08-20,275.16
2003-08-21,274.975
2003-08-22,273.663
2003-08-25,273.835
2003-08-26,274.863
2003-08-27,275.717
2003-08-28,275.35
2003-08-29,276.035
2003-09-01,278.192
2003-09-02,274.92
2003-09-03,273.05
2003-09-04,272.935
2003-09-05,274.864
2003-09-08,275.33
2003-09-09,278.035
2003-09-10,277.825
2003-09-11,279.771
2003-09-12,282.599
2003-09-15,283.841
2003-09-16,280.458
2003-09-17,287.377
2003-09-18,288.767
2003-09-19,292.06
2003-09-22,293.604
2003-09-23,297.207
2003-09-24,297.22
2003-09-25,295.129
2003-09-26,292.455
2003-09-29,298.599
2003-09-30,301.386
2003-10-01,307.161
2003-10-02,307.777
2003-10-03,308.87
2003-10-06,308.294
2003-10-07,311.12
2003-10-08,312.838
2003-10-09,312.533
2003-10-10,315.687
2003-10-13,314.515
2003-10-14,315.538
2003-10-15,313.396
2003-10-16,312.896
2003-10-17,312.953
2003-10-20,310.524
2003-10-21,311.784
2003-10-22,311.348
2003-10-23,309.91
2003-10-24,311.875
2003-10-27,308.215
2003-10-28,308.016
2003-10-29,308.831
2003-10-30,309.869
2003-10-31,309.922
2003-11-03,306.502
2003-11-04,309.966
2003-11-05,309.688
2003-11-06,306.806
2003-11-07,311.964
2003-11-10,314.919
2003-11-11,315.688
2003-11-12,322.163
2003-11-13,325.779
2003-11-14,328.772
2003-11-17,323.782
2003-11-18,325.538
2003-11-19,329.901
2003-11-20,328.284
2003-11-21,328.513
2003-11-24,326.141
2003-11-25,327.058
2003-11-26,331.684
2003-11-27,333.353
2003-11-28,338.584
2003-12-01,338.266
2003-12-02,342.762
2003-12-03,342.381
2003-12-04,341.26
2003-12-05,342.774
2003-12-08,346.208
2003-12-09,347.028
2003-12-10,347.309
2003-12-11,343.262
2003-12-12,347.41
2003-12-15,349.574
2003-12-16,352.768
2003-12-17,352.994
2003-12-18,353.897
2003-12-19,353.911
2003-12-22,355.663
2003-12-23,357.126
2003-12-24,358.988
2003-12-25,358.988
2003-12-26,358.844
2003-12-29,359.45
2003-12-30,362.169
2003-12-31,364.423
2004-01-01,364.423
2004-01-02,370.749
2004-01-05,376.074
2004-01-06,371.466
2004-01-07,368.821
2004-01-08,371.521
2004-01-09,374.206
2004-01-12,373.759
2004-01-13,372.063
2004-01-14,371.156
2004-01-15,370.548
2004-01-16,364.458
2004-01-19,365.066
2004-01-20,366.734
2004-01-21,372.385
2004-01-22,375.267
2004-01-23,375.982
2004-01-26,373.753
2004-01-27,376.288
2004-01-28,375.426
2004-01-29,365.36
2004-01-30,373.011
2004-02-02,372.744
2004-02-03,376.555
2004-02-04,375.534
2004-02-05,377.181
2004-02-06,387.512
2004-02-09,387.758
2004-02-10,393.19
2004-02-11,399.032
2004-02-12,398.983
2004-02-13,400.248
2004-02-16,401.986
2004-02-17,406.548
2004-02-18,412.685
2004-02-19,408.545
2004-02-20,404.804
2004-02-23,409.798
2004-02-24,415.155
2004-02-25,412.289
2004-02-26,404.769
2004-02-27,407.012
2004-03-01,410.618
2004-03-02,411.536
2004-03-03,409.468
2004-03-04,411.174
2004-03-05,420.289
2004-03-08,426.804
2004-03-09,423.299
2004-03-10,411.702
2004-03-11,400.336
2004-03-12,400.808
2004-03-15,392.484
2004-03-16,395.751
2004-03-17,399.157
2004-03-18,400.302
2004-03-19,398.476
2004-03-22,394.557
2004-03-23,390.518
2004-03-24,385.398
2004-03-25,390.234
2004-03-26,389.843
2004-03-29,389.946
2004-03-30,390.085
2004-03-31,396.689
2004-04-01,402.723
2004-04-02,400.775
2004-04-05,395.211
2004-04-06,393.96
2004-04-07,404.648
2004-04-08,402.705
2004-04-09,402.705
2004-04-12,401.574
2004-04-13,399.649
2004-04-14,397.254
2004-04-15,394.052
2004-04-16,401.677
2004-04-19,404.212
2004-04-20,400.152
2004-04-21,391.815
2004-04-22,390.955
2004-04-23,389.919
2004-04-26,387.964
2004-04-27,391.111
2004-04-28,389.492
2004-04-29,394.626
2004-04-30,395.025
2004-05-03,395.615
2004-05-04,401.969
2004-05-05,406.411
2004-05-06,400.79
2004-05-07,394.28
2004-05-10,385.906
2004-05-11,386.018
2004-05-12,387.308
2004-05-13,386.519
2004-05-14,385.192
2004-05-17,380.56
2004-05-18,381.934
2004-05-19,388.525
2004-05-20,384.349
2004-05-21,386.861
2004-05-24,385.023
2004-05-25,386.341
2004-05-26,385.698
2004-05-27,395.182
2004-05-28,391.222
2004-05-31,391.915
2004-06-01,391.969
2004-06-02,393.191
2004-06-03,393.611
2004-06-04,395.179
2004-06-07,401.721
2004-06-08,398.103
2004-06-09,391.539
2004-06-10,392.044
2004-06-11,389.667
2004-06-14,389.796
2004-06-15,392.39
2004-06-16,392.153
2004-06-17,393.945
2004-06-18,395.23
2004-06-21,394.607
2004-06-22,395.669
2004-06-23,395.937
2004-06-24,397.549
2004-06-25,395.701
2004-06-28,401.865
2004-06-29,398.987
2004-06-30,400.563
2004-07-01,398.469
2004-07-02,402.838
2004-07-05,397.402
2004-07-06,395.24
2004-07-07,396.21
2004-07-08,399.379
2004-07-09,402.086
2004-07-12,406.414
2004-07-13,406.186
2004-07-14,409.079
2004-07-15,407.283
2004-07-16,410.7
2004-07-19,403.731
2004-07-20,403.732
2004-07-21,400.299
2004-07-22,399.917
2004-07-23,394.123
2004-07-26,392.414
2004-07-27,391.768
2004-07-28,393.37
2004-07-29,392.617
2004-07-30,382.652
2004-08-02,387.735
2004-08-03,383.734
2004-08-04,381.852
2004-08-05,382.683
2004-08-06,386.107
2004-08-09,387.583
2004-08-10,391.339
2004-08-11,385.197
2004-08-12,386.37
2004-08-13,390.083
2004-08-16,391.342
2004-08-17,389.554
2004-08-18,390.124
2004-08-19,391.384
2004-08-20,393.296
2004-08-23,388.463
2004-08-24,386.965
2004-08-25,385.347
2004-08-26,386.29
2004-08-27,383.412
2004-08-30,385.57
2004-08-31,389.112
2004-09-01,389.629
2004-09-02,389.844
2004-09-03,387.493
2004-09-06,388.527
2004-09-07,391.08
2004-09-08,396.301
2004-09-09,398.19
2004-09-10,404.006
2004-09-13,405.06
2004-09-14,406.004
2004-09-15,399.553
2004-09-16,399.211
2004-09-17,400.967
2004-09-20,401.638
2004-09-21,404.693
2004-09-22,404.264
2004-09-23,404.484
2004-09-24,403.232
2004-09-27,403.751
2004-09-28,403.078
2004-09-29,406.604
2004-09-30,410.552
2004-10-01,409.745
2004-10-04,408.939
2004-10-05,412.207
2004-10-06,412.39
2004-10-07,407.067
2004-10-08,411.941
2004-10-11,409.253
2004-10-12,407.446
2004-10-13,406.808
2004-10-14,411.555
2004-10-15,412.616
2004-10-18,414.38
2004-10-19,414.92
2004-10-20,418.833
2004-10-21,420.209
2004-10-22,422.794
2004-10-25,423.197
2004-10-26,419.923
2004-10-27,423.61
2004-10-28,426.435
2004-10-29,425.87
2004-11-01,429.957
2004-11-02,430.262
2004-11-03,434.052
2004-11-04,436.569
2004-11-05,435.082
2004-11-08,437.766
2004-11-09,438.126
2004-11-10,444.342
2004-11-11,443.187
2004-11-12,445.013
2004-11-15,440.157
2004-11-16,436.892
2004-11-17,446.601
2004-11-18,442.6
2004-11-19,444.934
2004-11-22,446.319
2004-11-23,447.586
2004-11-24,450.251
2004-11-25,453.898
2004-11-26,455.458
2004-11-29,453.418
2004-11-30,451.1
2004-12-01,450.174
2004-12-02,446.405
2004-12-03,448.901
2004-12-06,449.559
2004-12-07,450.184
2004-12-08,446.501
2004-12-09,445.453
2004-12-10,444.45
2004-12-13,450.955
2004-12-14,453.285
2004-12-15,460.695
2004-12-16,455.865
2004-12-17,451.303
2004-12-20,460.228
2004-12-21,458.479
2004-12-22,458.823
2004-12-23,462.374
2004-12-24,462.412
2004-12-27,465.72
2004-12-28,465.063
2004-12-29,465.511
2004-12-30,466.419
2004-12-31,465.912
2005-01-03,461.985
2005-01-04,459.604
2005-01-05,460.208
2005-01-06,460.548
2005-01-07,460.489
2005-01-10,458.325
2005-01-11,459.287
2005-01-12,463.408
2005-01-13,462.409
2005-01-14,455.579
2005-01-17,460.704
2005-01-18,457.947
2005-01-19,461.912
2005-01-20,458.6
2005-01-21,462.771
2005-01-24,463.265
2005-01-25,460.469
2005-01-26,468.798
2005-01-27,465.237
2005-01-28,469.69
2005-01-31,474.267
2005-02-01,476.176
2005-02-02,474.266
2005-02-03,472.254
2005-02-04,472.178
2005-02-07,467.646
2005-02-08,466.779
2005-02-09,466.725
2005-02-10,470.803
2005-02-11,471.523
2005-02-14,474.408
2005-02-15,476.476
2005-02-16,476.921
2005-02-17,478.458
2005-02-18,476.669
2005-02-21,469.306
2005-02-22,472.527
2005-02-23,468.901
2005-02-24,470.139
2005-02-25,471.601
2005-02-28,475.412
2005-03-01,473.788
2005-03-02,468.183
2005-03-03,469.952
2005-03-04,475.011
2005-03-07,475.416
2005-03-08,480.583
2005-03-09,480.071
2005-03-10,480.066
2005-03-11,482.796
2005-03-14,476.96
2005-03-15,473.427
2005-03-16,476.178
2005-03-17,471.362
2005-03-18,468.561
2005-03-21,464.553
2005-03-22,465.102
2005-03-23,459.734
2005-03-24,460.37
2005-03-25,460.37
2005-03-28,457.139
2005-03-29,458.664
2005-03-30,456.918
2005-03-31,458.098
2005-04-01,457.227
2005-04-04,451.534
2005-04-05,457.112
2005-04-06,454.509
2005-04-07,459.854
2005-04-08,458.163
2005-04-11,462.272
2005-04-12,459.504
2005-04-13,463.97
2005-04-14,460.039
2005-04-15,460.958
2005-04-18,459.741
2005-04-19,461.432
2005-04-20,466.36
2005-04-21,467.405
2005-04-22,468.455
2005-04-25,466.028
2005-04-26,464.432
2005-04-27,459.969
2005-04-28,458.344
2005-04-29,458.551
2005-05-02,456.421
2005-05-03,460.09
2005-05-04,464.676
2005-05-05,465.061
2005-05-06,459.409
2005-05-09,455.84
2005-05-10,458.219
2005-05-11,455.71
2005-05-12,454.986
2005-05-13,452.021
2005-05-16,451.628
2005-05-17,452.957
2005-05-18,454.575
2005-05-19,455.013
2005-05-20,455.494
2005-05-23,457.423
2005-05-24,457.498
2005-05-25,454.512
2005-05-26,452.402
2005-05-27,451.352
2005-05-30,447.771
2005-05-31,439.404
2005-06-01,440.98
2005-06-02,438.954
2005-06-03,439.378
2005-06-06,438.325
2005-06-07,436.341
2005-06-08,434.362
2005-06-09,431.965
2005-06-10,432.164
2005-06-13,431.018
2005-06-14,429.763
2005-06-15,432.605
2005-06-16,430.19
2005-06-17,437.951
2005-06-20,434.808
2005-06-21,435.729
2005-06-22,435.015
2005-06-23,434.772
2005-06-24,435.932
2005-06-27,435.292
2005-06-28,431.202
2005-06-29,432.887
2005-06-30,436.382
2005-07-01,433.031
2005-07-04,430.179
2005-07-05,429.64
2005-07-06,429.135
2005-07-07,426.582
2005-07-08,426.749
2005-07-11,432.562
2005-07-12,436.217
2005-07-13,431.623
2005-07-14,431.567
2005-07-15,428.841
2005-07-18,431.837
2005-07-19,430.689
2005-07-20,430.114
2005-07-21,434.409
2005-07-22,433.678
2005-07-25,433.392
2005-07-26,434.469
2005-07-27,437.136
2005-07-28,440.469
2005-07-29,443.526
2005-08-01,445.133
2005-08-02,447.698
2005-08-03,455.298
2005-08-04,457.687
2005-08-05,457.618
2005-08-08,458.173
2005-08-09,456.293
2005-08-10,459.337
2005-08-11,461.561
2005-08-12,462.004
2005-08-15,460.519
2005-08-16,458.008
2005-08-17,457.375
2005-08-18,451.727
2005-08-19,454.45
2005-08-22,459.536
2005-08-23,459.625
2005-08-24,460.699
2005-08-25,460.887
2005-08-26,461.326
2005-08-29,459.009
2005-08-30,459.266
2005-08-31,466.786
2005-09-01,474.57
2005-09-02,476.522
2005-09-05,480.652
2005-09-06,480.274
2005-09-07,479.809
2005-09-08,476.724
2005-09-09,477.819
2005-09-12,471.365
2005-09-13,471.136
2005-09-14,474.693
2005-09-15,471.473
2005-09-16,473.073
2005-09-19,469.493
2005-09-20,473.039
2005-09-21,474.588
2005-09-22,469.709
2005-09-23,469.211
2005-09-26,472.741
2005-09-27,474.581
2005-09-28,473.618
2005-09-29,475.013
2005-09-30,478.71
2005-10-03,474.693
2005-10-04,475.272
2005-10-05,480.734
2005-10-06,485.988
2005-10-07,481.323
2005-10-10,478.861
2005-10-11,476.914
2005-10-12,476.801
2005-10-13,467.931
2005-10-14,474.772
2005-10-17,472.302
2005-10-18,467.805
2005-10-19,464.276
2005-10-20,463.638
2005-10-21,463.738
2005-10-24,467.037
2005-10-25,472.401
2005-10-26,467.421
2005-10-27,461.88
2005-10-28,459.638
2005-10-31,458.568
2005-11-01,461.117
2005-11-02,463.51
2005-11-03,460.938
2005-11-04,454.509
2005-11-07,455.241
2005-11-08,454.577
