Date,PORTUGAL SMID CAP SMID (Small+Mid Cap)
2005-07-29,443.526
2005-08-31,466.786
2005-09-30,478.71
2005-10-31,458.568
2005-11-30,468.889
2005-12-30,497.192
2006-01-31,528.011
2006-02-28,549.657
2006-03-31,610.352
2006-04-28,629.84
2006-05-31,608.054
2006-06-30,611.2
2006-07-31,615.585
2006-08-31,640.57
2006-09-29,662.234
2006-10-31,683.014
2006-11-30,722.148
2006-12-29,759.423
2007-01-31,791.081
2007-02-28,801.126
2007-03-30,811.391
2007-04-30,902.295
2007-05-31,1000.0
2007-06-29,995.953
2007-07-31,1024.252
2007-08-31,955.236
2007-09-28,932.408
2007-10-31,1002.028
2007-11-30,998.222
2007-12-31,954.98
2008-01-31,822.201
2008-02-29,837.262
2008-03-31,843.131
2008-04-30,890.499
2008-05-30,845.383
2008-06-30,703.37
2008-07-31,679.571
2008-08-29,631.791
2008-09-30,586.62
2008-10-31,439.597
2008-11-28,408.331
2008-12-31,450.451
2009-01-30,414.732
2009-02-27,377.084
2009-03-31,424.777
2009-04-30,484.706
2009-05-29,552.539
2009-06-30,540.803
2009-07-31,572.359
2009-08-31,621.803
2009-09-30,691.69
2009-10-30,678.561
2009-11-30,668.016
2009-12-31,659.999
2010-01-29,608.094
2010-02-26,550.995
2010-03-31,582.418
2010-04-30,533.765
2010-05-31,449.503
2010-06-30,455.536
2010-07-30,510.301
2010-08-31,490.258
2010-09-30,526.847
2010-10-29,575.245
2010-11-30,477.919
2010-12-31,523.335
2011-01-31,539.035
2011-02-28,565.818
2011-03-31,558.168
2011-04-29,576.394
2011-05-31,567.623
2011-06-30,547.804
2011-07-29,515.759
2011-08-31,468.833
2011-09-30,392.628
2011-10-31,402.684
2011-11-30,376.694
2011-12-30,370.132
2012-01-31,351.488
2012-02-29,382.452
2012-03-30,384.364
2012-04-30,362.034
2012-05-31,310.042
2012-06-29,318.688
2012-07-31,302.165
2012-08-31,332.863
2012-09-28,343.671
2012-10-31,373.226
2012-11-30,376.081
2012-12-31,412.13
2013-01-31,484.979
2013-02-28,449.083
2013-03-29,421.526
2013-04-30,474.104
2013-05-31,440.103
2013-06-28,414.835
2013-07-31,424.712
2013-08-30,424.901
2013-09-30,458.68
2013-10-31,483.173
2013-11-29,521.994
2013-12-31,532.789
2014-01-31,530.146
2014-02-28,590.442
2014-03-31,603.876
2014-04-30,594.405
2014-05-30,552.71
2014-06-30,508.602
2014-07-31,423.392
2014-08-29,400.445
2014-09-30,375.976
2014-10-31,329.056
2014-11-28,332.214
2014-12-31,291.599
2015-01-30,287.19
2015-02-27,329.657
2015-03-31,342.922
2015-04-30,356.382
2015-05-29,341.06
2015-06-30,324.427
2015-07-31,333.814
2015-08-31,311.534
2015-09-30,288.347
2015-10-30,310.993
2015-11-30,291.742
2015-12-31,298.323
2016-01-29,283.674
2016-02-29,270.43
2016-03-31,306.074
2016-04-29,314.979
2016-05-31,306.195
2016-06-30,284.241
2016-07-29,296.149
2016-08-31,297.402
2016-09-30,292.632
2016-10-31,290.773
2016-11-30,279.193
2016-12-30,294.627
2017-01-31,291.895
2017-02-28,290.481
2017-03-31,311.37
2017-04-28,321.351
2017-05-31,348.319
2017-06-30,346.971
2017-07-31,358.954
2017-08-31,360.552
2017-09-29,380.18
2017-10-31,383.199
2017-11-30,391.831
2017-12-29,391.578
2018-01-31,425.277
2018-02-28,401.713
2018-03-30,390.967
2018-04-30,393.606
2018-05-31,380.322
2018-06-29,382.589
2018-07-31,398.551
2018-08-31,387.616
2018-09-28,385.485
2018-10-31,345.143
2018-11-30,333.431
2018-12-31,321.055
2019-01-31,344.273
2019-02-28,351.16
2019-03-29,342.458
2019-04-30,361.872
2019-05-31,340.43
2019-06-28,355.293
2019-07-31,345.231
2019-08-30,326.134
2019-09-30,336.065
2019-10-31,352.317
2019-11-29,351.444
2019-12-31,361.0
2020-01-31,342.214
2020-02-28,308.748
2020-03-31,268.809
2020-04-30,273.255
2020-05-29,283.108
2020-06-30,285.345
2020-07-31,278.086
2020-08-31,279.182
2020-09-30,254.465
2020-10-30,234.901
2020-11-30,288.036
2020-12-31,291.006
2021-01-29,278.986
2021-02-26,291.541
2021-03-31,303.41
2021-04-30,315.605
2021-05-31,345.793
2021-06-30,318.628
2021-07-30,316.573
2021-08-31,335.025
2021-09-30,344.131
2021-10-29,351.749
2021-11-30,323.41
2021-12-31,340.046
2022-01-31,356.808
2022-02-28,347.194
2022-03-31,383.805
2022-04-29,353.514
2022-05-31,385.059
2022-06-30,368.875
2022-07-29,357.578
2022-08-31,351.873
2022-09-30,304.374
2022-10-31,334.639
2022-11-30,364.932
2022-12-30,376.936
2023-01-31,390.483
2023-02-28,378.211
2023-03-31,384.569
2023-04-28,410.262
2023-05-31,379.504
2023-06-30,416.638
2023-07-31,442.9
2023-08-31,440.877
2023-09-29,429.755
2023-10-31,440.971
2023-11-30,460.358
2023-12-29,457.371
2024-01-31,454.108
2024-02-29,456.309
2024-03-29,452.741
2024-04-30,508.668
2024-05-31,532.631
2024-06-28,509.045
2024-07-31,509.795
2024-08-30,525.048
2024-09-30,510.956
2024-10-31,493.676
2024-11-29,480.986
2024-12-31,480.1
2025-01-31,498.504
2025-02-28,519.556
2025-03-31,538.443
2025-04-30,581.654
2025-05-30,627.854
2025-06-30,669.363
2025-07-31,679.164
2025-08-29,696.911
