Date,GERMANY SMID GROWTH SMID (Small+Mid Cap)
2002-05-20,299.213
2002-05-21,297.899
2002-05-22,298.367
2002-05-23,294.971
2002-05-24,295.538
2002-05-27,295.979
2002-05-28,298.57
2002-05-29,298.713
2002-05-30,297.972
2002-05-31,298.499
2002-06-03,297.022
2002-06-04,293.816
2002-06-05,292.15
2002-06-06,293.322
2002-06-07,290.342
2002-06-10,289.655
2002-06-11,289.38
2002-06-12,284.078
2002-06-13,280.234
2002-06-14,274.503
2002-06-17,280.786
2002-06-18,280.591
2002-06-19,277.652
2002-06-20,276.002
2002-06-21,276.684
2002-06-24,273.156
2002-06-25,273.391
2002-06-26,272.864
2002-06-27,276.828
2002-06-28,285.732
2002-07-01,282.054
2002-07-02,276.83
2002-07-03,268.245
2002-07-04,268.513
2002-07-05,275.655
2002-07-08,279.29
2002-07-09,277.563
2002-07-10,269.691
2002-07-11,261.083
2002-07-12,261.779
2002-07-15,258.744
2002-07-16,259.85
2002-07-17,264.013
2002-07-18,265.359
2002-07-19,260.94
2002-07-22,250.749
2002-07-23,239.64
2002-07-24,239.932
2002-07-25,240.599
2002-07-26,240.585
2002-07-29,247.282
2002-07-30,248.529
2002-07-31,241.875
2002-08-01,240.251
2002-08-02,235.685
2002-08-05,227.11
2002-08-06,225.418
2002-08-07,230.778
2002-08-08,236.208
2002-08-09,239.537
2002-08-12,237.971
2002-08-13,235.001
2002-08-14,233.308
2002-08-15,235.157
2002-08-16,236.444
2002-08-19,238.644
2002-08-20,236.812
2002-08-21,242.58
2002-08-22,243.561
2002-08-23,242.48
2002-08-26,240.821
2002-08-27,243.308
2002-08-28,238.311
2002-08-29,236.018
2002-08-30,235.411
2002-09-02,233.452
2002-09-03,229.677
2002-09-04,227.844
2002-09-05,222.425
2002-09-06,225.751
2002-09-09,222.463
2002-09-10,222.451
2002-09-11,223.981
2002-09-12,221.442
2002-09-13,219.154
2002-09-16,214.042
2002-09-17,212.238
2002-09-18,208.7
2002-09-19,206.49
2002-09-20,208.176
2002-09-23,205.028
2002-09-24,199.31
2002-09-25,201.015
2002-09-26,205.637
2002-09-27,205.334
2002-09-30,199.939
2002-10-01,198.772
2002-10-02,200.838
2002-10-03,198.81
2002-10-04,196.245
2002-10-07,193.479
2002-10-08,192.308
2002-10-09,192.981
2002-10-10,196.421
2002-10-11,206.953
2002-10-14,209.11
2002-10-15,220.859
2002-10-16,218.84
2002-10-17,223.087
2002-10-18,223.168
2002-10-21,225.829
2002-10-22,227.014
2002-10-23,220.383
2002-10-24,224.981
2002-10-25,226.101
2002-10-28,231.205
2002-10-29,226.174
2002-10-30,229.739
2002-10-31,234.146
2002-11-01,233.293
2002-11-04,239.746
2002-11-05,242.675
2002-11-06,241.089
2002-11-07,238.503
2002-11-08,237.506
2002-11-11,235.913
2002-11-12,237.53
2002-11-13,236.514
2002-11-14,236.83
2002-11-15,237.282
2002-11-18,236.955
2002-11-19,237.041
2002-11-20,233.93
2002-11-21,235.821
2002-11-22,236.386
2002-11-25,235.858
2002-11-26,234.099
2002-11-27,235.694
2002-11-28,237.586
2002-11-29,238.065
2002-12-02,236.986
2002-12-03,235.615
2002-12-04,237.128
2002-12-05,236.901
2002-12-06,236.045
2002-12-09,228.514
2002-12-10,231.319
2002-12-11,236.558
2002-12-12,235.429
2002-12-13,233.434
2002-12-16,234.554
2002-12-17,235.868
2002-12-18,232.586
2002-12-19,227.357
2002-12-20,232.282
2002-12-23,229.87
2002-12-24,230.822
2002-12-25,230.822
2002-12-26,231.404
2002-12-27,228.565
2002-12-30,230.652
2002-12-31,231.557
2003-01-01,231.557
2003-01-02,234.701
2003-01-03,233.863
2003-01-06,234.368
2003-01-07,231.066
2003-01-08,225.08
2003-01-09,227.213
2003-01-10,231.287
2003-01-13,233.08
2003-01-14,235.832
2003-01-15,233.493
2003-01-16,235.464
2003-01-17,233.438
2003-01-20,234.407
2003-01-21,232.677
2003-01-22,230.902
2003-01-23,231.525
2003-01-24,230.475
2003-01-27,226.838
2003-01-28,226.034
2003-01-29,228.776
2003-01-30,227.327
2003-01-31,229.548
2003-02-03,230.484
2003-02-04,228.604
2003-02-05,229.152
2003-02-06,227.603
2003-02-07,223.984
2003-02-10,223.361
2003-02-11,223.233
2003-02-12,220.334
2003-02-13,219.631
2003-02-14,222.612
2003-02-17,221.952
2003-02-18,222.044
2003-02-19,219.704
2003-02-20,220.636
2003-02-21,222.028
2003-02-24,218.229
2003-02-25,215.097
2003-02-26,213.065
2003-02-27,214.881
2003-02-28,217.487
2003-03-03,218.859
2003-03-04,217.378
2003-03-05,216.427
2003-03-06,216.899
2003-03-07,217.707
2003-03-10,212.232
2003-03-11,212.699
2003-03-12,209.437
2003-03-13,212.499
2003-03-14,214.505
2003-03-17,216.5
2003-03-18,218.373
2003-03-19,219.619
2003-03-20,221.67
2003-03-21,224.375
2003-03-24,220.073
2003-03-25,224.884
2003-03-26,224.521
2003-03-27,225.839
2003-03-28,223.887
2003-03-31,224.614
2003-04-01,227.266
2003-04-02,230.657
2003-04-03,231.113
2003-04-04,233.389
2003-04-07,239.325
2003-04-08,240.935
2003-04-09,240.276
2003-04-10,241.221
2003-04-11,240.993
2003-04-14,240.765
2003-04-15,242.29
2003-04-16,244.974
2003-04-17,246.462
2003-04-18,246.462
2003-04-21,245.399
2003-04-22,250.435
2003-04-23,254.98
2003-04-24,255.09
2003-04-25,254.017
2003-04-28,255.323
2003-04-29,255.081
2003-04-30,257.808
2003-05-01,260.176
2003-05-02,261.581
2003-05-05,267.468
2003-05-06,273.082
2003-05-07,270.16
2003-05-08,266.665
2003-05-09,270.731
2003-05-12,274.065
2003-05-13,274.228
2003-05-14,272.819
2003-05-15,275.503
2003-05-16,278.746
2003-05-19,276.445
2003-05-20,274.988
2003-05-21,274.867
2003-05-22,280.106
2003-05-23,283.527
2003-05-26,284.749
2003-05-27,287.631
2003-05-28,287.014
2003-05-29,288.128
2003-05-30,290.16
2003-06-02,292.324
2003-06-03,289.601
2003-06-04,292.316
2003-06-05,297.574
2003-06-06,299.777
2003-06-09,298.188
2003-06-10,301.674
2003-06-11,308.126
2003-06-12,312.036
2003-06-13,307.543
2003-06-16,316.379
2003-06-17,313.727
2003-06-18,310.878
2003-06-19,307.616
2003-06-20,305.555
2003-06-23,297.592
2003-06-24,297.514
2003-06-25,299.41
2003-06-26,299.464
2003-06-27,297.128
2003-06-30,301.469
2003-07-01,299.048
2003-07-02,303.674
2003-07-03,303.479
2003-07-04,303.874
2003-07-07,306.322
2003-07-08,306.104
2003-07-09,304.424
2003-07-10,301.382
2003-07-11,304.165
2003-07-14,309.584
2003-07-15,308.893
2003-07-16,309.941
2003-07-17,305.578
2003-07-18,310.597
2003-07-21,310.068
2003-07-22,310.531
2003-07-23,312.171
2003-07-24,319.605
2003-07-25,320.057
2003-07-28,320.411
2003-07-29,320.458
2003-07-30,315.758
2003-07-31,315.282
2003-08-01,314.571
2003-08-04,315.63
2003-08-05,317.329
2003-08-06,312.121
2003-08-07,307.696
2003-08-08,305.972
2003-08-11,306.47
2003-08-12,310.515
2003-08-13,315.048
2003-08-14,316.427
2003-08-15,315.365
2003-08-18,315.763
2003-08-19,312.322
2003-08-20,312.477
2003-08-21,314.828
2003-08-22,314.037
2003-08-25,313.112
2003-08-26,308.16
2003-08-27,312.136
2003-08-28,313.406
2003-08-29,318.064
2003-09-01,322.842
2003-09-02,318.139
2003-09-03,321.433
2003-09-04,324.724
2003-09-05,328.65
2003-09-08,334.801
2003-09-09,335.432
2003-09-10,330.987
2003-09-11,330.985
2003-09-12,332.378
2003-09-15,334.191
2003-09-16,333.203
2003-09-17,335.3
2003-09-18,338.739
2003-09-19,342.15
2003-09-22,336.515
2003-09-23,336.477
2003-09-24,333.245
2003-09-25,330.903
2003-09-26,326.226
2003-09-29,329.494
2003-09-30,326.793
2003-10-01,333.053
2003-10-02,333.962
2003-10-03,340.136
2003-10-06,341.572
2003-10-07,340.571
2003-10-08,345.476
2003-10-09,349.397
2003-10-10,352.867
2003-10-13,354.951
2003-10-14,352.562
2003-10-15,356.764
2003-10-16,358.724
2003-10-17,351.909
2003-10-20,354.986
2003-10-21,358.627
2003-10-22,355.175
2003-10-23,353.567
2003-10-24,353.347
2003-10-27,356.815
2003-10-28,358.638
2003-10-29,361.369
2003-10-30,363.629
2003-10-31,364.007
2003-11-03,365.989
2003-11-04,364.102
2003-11-05,356.576
2003-11-06,355.494
2003-11-07,356.571
2003-11-10,352.033
2003-11-11,348.076
2003-11-12,353.826
2003-11-13,357.776
2003-11-14,360.461
2003-11-17,353.044
2003-11-18,359.069
2003-11-19,358.064
2003-11-20,356.208
2003-11-21,356.242
2003-11-24,358.141
2003-11-25,361.91
2003-11-26,362.246
2003-11-27,362.969
2003-11-28,366.599
2003-12-01,370.084
2003-12-02,373.641
2003-12-03,376.026
2003-12-04,370.703
2003-12-05,370.138
2003-12-08,369.499
2003-12-09,369.219
2003-12-10,367.905
2003-12-11,366.225
2003-12-12,371.937
2003-12-15,374.698
2003-12-16,370.085
2003-12-17,371.789
2003-12-18,375.104
2003-12-19,373.566
2003-12-22,373.519
2003-12-23,375.613
2003-12-24,376.672
2003-12-25,376.672
2003-12-26,376.52
2003-12-29,381.675
2003-12-30,383.478
2003-12-31,386.018
2004-01-01,386.018
2004-01-02,394.094
2004-01-05,398.971
2004-01-06,401.495
2004-01-07,401.135
2004-01-08,406.592
2004-01-09,409.876
2004-01-12,403.584
2004-01-13,403.331
2004-01-14,402.094
2004-01-15,400.791
2004-01-16,402.215
2004-01-19,407.205
2004-01-20,410.8
2004-01-21,413.312
2004-01-22,416.889
2004-01-23,415.361
2004-01-26,410.781
2004-01-27,414.396
2004-01-28,415.558
2004-01-29,403.052
2004-01-30,406.285
2004-02-02,410.426
2004-02-03,414.689
2004-02-04,410.123
2004-02-05,411.739
2004-02-06,420.257
2004-02-09,423.21
2004-02-10,425.283
2004-02-11,424.3
2004-02-12,429.736
2004-02-13,427.937
2004-02-16,430.462
2004-02-17,434.031
2004-02-18,432.146
2004-02-19,429.404
2004-02-20,420.689
2004-02-23,419.426
2004-02-24,417.591
2004-02-25,415.389
2004-02-26,408.922
2004-02-27,412.928
2004-03-01,418.523
2004-03-02,417.411
2004-03-03,408.103
2004-03-04,414.436
2004-03-05,426.443
2004-03-08,425.476
2004-03-09,423.168
2004-03-10,411.216
2004-03-11,399.566
2004-03-12,400.626
2004-03-15,394.174
2004-03-16,395.352
2004-03-17,398.194
2004-03-18,400.579
2004-03-19,399.099
2004-03-22,389.885
2004-03-23,387.135
2004-03-24,385.061
2004-03-25,392.241
2004-03-26,390.498
2004-03-29,400.327
2004-03-30,401.084
2004-03-31,407.744
2004-04-01,416.886
2004-04-02,413.677
2004-04-05,414.491
2004-04-06,413.388
2004-04-07,417.646
2004-04-08,415.808
2004-04-09,415.808
2004-04-12,414.64
2004-04-13,411.93
2004-04-14,407.896
2004-04-15,406.14
2004-04-16,408.307
2004-04-19,410.154
2004-04-20,411.382
2004-04-21,404.467
2004-04-22,407.39
2004-04-23,409.215
2004-04-26,410.704
2004-04-27,411.277
2004-04-28,400.973
2004-04-29,399.474
2004-04-30,401.606
2004-05-03,402.93
2004-05-04,408.019
2004-05-05,408.789
2004-05-06,396.89
2004-05-07,390.986
2004-05-10,374.802
2004-05-11,379.07
2004-05-12,378.754
2004-05-13,380.734
2004-05-14,378.477
2004-05-17,373.897
2004-05-18,380.154
2004-05-19,391.175
2004-05-20,383.642
2004-05-21,388.503
2004-05-24,390.337
2004-05-25,392.379
2004-05-26,395.963
2004-05-27,406.34
2004-05-28,405.404
2004-05-31,406.365
2004-06-01,402.257
2004-06-02,404.385
2004-06-03,405.531
2004-06-04,409.619
2004-06-07,415.475
2004-06-08,414.172
2004-06-09,405.991
2004-06-10,406.748
2004-06-11,402.785
2004-06-14,400.782
2004-06-15,402.276
2004-06-16,402.13
2004-06-17,401.997
2004-06-18,404.672
2004-06-21,404.536
2004-06-22,401.319
2004-06-23,401.872
2004-06-24,407.617
2004-06-25,406.316
2004-06-28,411.446
2004-06-29,409.157
2004-06-30,409.94
2004-07-01,407.931
2004-07-02,410.404
2004-07-05,409.016
2004-07-06,404.152
2004-07-07,405.245
2004-07-08,404.393
2004-07-09,402.522
2004-07-12,398.513
2004-07-13,395.69
2004-07-14,396.854
2004-07-15,391.671
2004-07-16,395.181
2004-07-19,391.373
2004-07-20,393.533
2004-07-21,393.241
2004-07-22,387.861
2004-07-23,382.353
2004-07-26,380.331
2004-07-27,380.158
2004-07-28,379.644
2004-07-29,383.993
2004-07-30,381.874
2004-08-02,380.508
2004-08-03,381.468
2004-08-04,374.098
2004-08-05,376.596
2004-08-06,373.406
2004-08-09,367.871
2004-08-10,375.903
2004-08-11,369.941
2004-08-12,367.948
2004-08-13,371.93
2004-08-16,377.978
2004-08-17,379.294
2004-08-18,380.013
2004-08-19,381.844
2004-08-20,378.356
2004-08-23,377.547
2004-08-24,374.598
2004-08-25,374.615
2004-08-26,377.948
2004-08-27,377.13
2004-08-30,376.393
2004-08-31,376.306
2004-09-01,379.788
2004-09-02,378.274
2004-09-03,375.407
2004-09-06,379.249
2004-09-07,381.935
2004-09-08,382.171
2004-09-09,382.405
2004-09-10,389.896
2004-09-13,394.629
2004-09-14,395.847
2004-09-15,390.222
2004-09-16,393.411
2004-09-17,396.854
2004-09-20,395.74
2004-09-21,401.929
2004-09-22,400.234
2004-09-23,397.888
2004-09-24,397.822
2004-09-27,393.646
2004-09-28,394.433
2004-09-29,397.225
2004-09-30,399.059
2004-10-01,404.498
2004-10-04,406.604
2004-10-05,408.149
2004-10-06,406.645
2004-10-07,404.0
2004-10-08,406.05
2004-10-11,405.12
2004-10-12,398.35
2004-10-13,398.399
2004-10-14,398.537
2004-10-15,402.217
2004-10-18,400.864
2004-10-19,403.239
2004-10-20,403.238
2004-10-21,403.821
2004-10-22,404.374
2004-10-25,401.023
2004-10-26,402.455
2004-10-27,408.144
2004-10-28,407.031
2004-10-29,405.277
2004-11-01,409.92
2004-11-02,411.283
2004-11-03,414.119
2004-11-04,415.427
2004-11-05,418.87
2004-11-08,420.89
2004-11-09,419.119
2004-11-10,422.659
2004-11-11,423.951
2004-11-12,423.393
2004-11-15,424.107
2004-11-16,423.128
2004-11-17,429.584
2004-11-18,431.161
2004-11-19,432.036
2004-11-22,428.193
2004-11-23,428.508
2004-11-24,431.146
2004-11-25,435.16
2004-11-26,436.273
2004-11-29,438.877
2004-11-30,438.171
2004-12-01,442.189
2004-12-02,444.514
2004-12-03,448.413
2004-12-06,447.559
2004-12-07,448.053
2004-12-08,441.98
2004-12-09,436.291
2004-12-10,435.158
2004-12-13,439.998
2004-12-14,441.193
2004-12-15,445.868
2004-12-16,442.343
2004-12-17,439.731
2004-12-20,445.639
2004-12-21,445.511
2004-12-22,447.516
2004-12-23,452.733
2004-12-24,453.907
2004-12-27,455.75
2004-12-28,455.975
2004-12-29,452.833
2004-12-30,457.216
2004-12-31,455.958
2005-01-03,457.73
2005-01-04,453.598
2005-01-05,450.24
2005-01-06,448.379
2005-01-07,444.726
2005-01-10,446.637
2005-01-11,445.936
2005-01-12,446.814
2005-01-13,443.933
2005-01-14,441.442
2005-01-17,444.702
2005-01-18,444.509
2005-01-19,446.124
2005-01-20,439.747
2005-01-21,442.109
2005-01-24,442.913
2005-01-25,443.322
2005-01-26,448.899
2005-01-27,446.133
2005-01-28,443.369
2005-01-31,450.282
2005-02-01,451.6
2005-02-02,454.828
2005-02-03,451.313
2005-02-04,456.175
2005-02-07,454.542
2005-02-08,453.393
2005-02-09,452.544
2005-02-10,452.337
2005-02-11,457.055
2005-02-14,460.39
2005-02-15,458.263
2005-02-16,458.553
2005-02-17,464.342
2005-02-18,466.207
2005-02-21,468.627
2005-02-22,471.542
2005-02-23,468.983
2005-02-24,470.977
2005-02-25,475.914
2005-02-28,479.872
2005-03-01,480.224
2005-03-02,479.616
2005-03-03,477.797
2005-03-04,484.826
2005-03-07,482.751
2005-03-08,485.321
2005-03-09,488.494
2005-03-10,487.609
2005-03-11,490.397
2005-03-14,487.153
2005-03-15,485.048
2005-03-16,484.677
2005-03-17,482.107
2005-03-18,481.082
2005-03-21,477.321
2005-03-22,478.698
2005-03-23,470.405
2005-03-24,470.911
2005-03-25,470.911
2005-03-28,467.606
2005-03-29,466.498
2005-03-30,468.361
2005-03-31,474.123
2005-04-01,479.875
2005-04-04,472.226
2005-04-05,474.533
2005-04-06,477.896
2005-04-07,480.439
2005-04-08,482.343
2005-04-11,485.608
2005-04-12,481.215
2005-04-13,483.242
2005-04-14,479.603
2005-04-15,475.264
2005-04-18,467.485
2005-04-19,469.65
2005-04-20,471.857
2005-04-21,471.491
2005-04-22,472.322
2005-04-25,470.581
2005-04-26,465.169
2005-04-27,459.49
2005-04-28,454.289
2005-04-29,453.082
2005-05-02,457.69
2005-05-03,461.801
2005-05-04,461.848
2005-05-05,466.215
2005-05-06,462.889
2005-05-09,463.654
2005-05-10,465.89
2005-05-11,464.516
2005-05-12,462.796
2005-05-13,460.067
2005-05-16,458.343
2005-05-17,455.73
2005-05-18,462.739
2005-05-19,465.181
2005-05-20,463.066
2005-05-23,466.709
2005-05-24,465.546
2005-05-25,466.588
2005-05-26,467.121
2005-05-27,468.871
2005-05-30,468.247
2005-05-31,462.69
2005-06-01,464.975
2005-06-02,466.7
2005-06-03,467.533
2005-06-06,465.708
2005-06-07,468.769
2005-06-08,472.009
2005-06-09,467.936
2005-06-10,469.513
2005-06-13,468.369
2005-06-14,468.415
2005-06-15,468.617
2005-06-16,471.73
2005-06-17,479.947
2005-06-20,475.692
2005-06-21,477.896
2005-06-22,479.441
2005-06-23,476.119
2005-06-24,473.643
2005-06-27,471.123
2005-06-28,472.259
2005-06-29,474.538
2005-06-30,474.105
2005-07-01,469.966
2005-07-04,468.978
2005-07-05,468.658
2005-07-06,472.534
2005-07-07,468.207
2005-07-08,475.58
2005-07-11,486.131
2005-07-12,490.542
2005-07-13,489.843
2005-07-14,492.538
2005-07-15,491.374
2005-07-18,492.593
2005-07-19,494.092
2005-07-20,495.815
2005-07-21,501.981
2005-07-22,501.031
2005-07-25,497.847
2005-07-26,495.476
2005-07-27,496.899
2005-07-28,503.906
2005-07-29,507.382
2005-08-01,511.398
2005-08-02,514.214
2005-08-03,522.848
2005-08-04,523.686
2005-08-05,516.308
2005-08-08,519.128
2005-08-09,521.233
2005-08-10,528.514
2005-08-11,528.676
2005-08-12,525.72
2005-08-15,521.417
2005-08-16,519.232
2005-08-17,516.9
2005-08-18,511.3
2005-08-19,515.049
2005-08-22,521.411
2005-08-23,516.392
2005-08-24,518.527
2005-08-25,518.221
2005-08-26,515.736
2005-08-29,513.869
2005-08-30,509.489
2005-08-31,517.932
2005-09-01,529.316
2005-09-02,531.444
2005-09-05,533.353
2005-09-06,536.473
2005-09-07,538.629
2005-09-08,539.185
2005-09-09,542.829
2005-09-12,537.07
2005-09-13,529.629
2005-09-14,529.608
2005-09-15,525.151
2005-09-16,528.207
2005-09-19,522.525
2005-09-20,527.788
2005-09-21,523.931
2005-09-22,518.895
2005-09-23,518.532
2005-09-26,522.072
2005-09-27,520.1
2005-09-28,524.068
2005-09-29,524.614
2005-09-30,528.517
2005-10-03,523.878
2005-10-04,530.432
2005-10-05,527.72
2005-10-06,526.131
2005-10-07,525.492
2005-10-10,525.453
2005-10-11,523.961
2005-10-12,520.303
2005-10-13,507.16
2005-10-14,512.854
2005-10-17,512.407
2005-10-18,507.026
2005-10-19,495.983
2005-10-20,497.184
2005-10-21,493.218
2005-10-24,497.798
2005-10-25,499.722
2005-10-26,502.428
2005-10-27,494.903
2005-10-28,492.659
2005-10-31,500.818
2005-11-01,504.291
2005-11-02,511.045
2005-11-03,515.728
2005-11-04,505.99
2005-11-07,507.739
2005-11-08,507.271
