Date,DENMARK MID CAP Mid Cap
2001-05-08,165.695
2001-05-09,164.548
2001-05-10,169.745
2001-05-11,168.39
2001-05-14,169.693
2001-05-15,171.711
2001-05-16,169.078
2001-05-17,168.341
2001-05-18,168.308
2001-05-21,170.438
2001-05-22,172.32
2001-05-23,171.684
2001-05-24,171.051
2001-05-25,172.711
2001-05-28,172.058
2001-05-29,171.437
2001-05-30,172.303
2001-05-31,169.702
2001-06-01,167.768
2001-06-04,168.0
2001-06-05,168.064
2001-06-06,166.074
2001-06-07,167.289
2001-06-08,166.633
2001-06-11,163.514
2001-06-12,162.406
2001-06-13,162.838
2001-06-14,163.718
2001-06-15,161.855
2001-06-18,160.715
2001-06-19,158.277
2001-06-20,157.716
2001-06-21,158.127
2001-06-22,159.33
2001-06-25,163.275
2001-06-26,162.204
2001-06-27,165.631
2001-06-28,164.177
2001-06-29,163.974
2001-07-02,165.277
2001-07-03,166.283
2001-07-04,163.591
2001-07-05,161.531
2001-07-06,162.114
2001-07-09,163.302
2001-07-10,164.838
2001-07-11,165.029
2001-07-12,162.365
2001-07-13,162.473
2001-07-16,161.386
2001-07-17,160.451
2001-07-18,165.106
2001-07-19,166.256
2001-07-20,167.422
2001-07-23,165.525
2001-07-24,165.139
2001-07-25,165.097
2001-07-26,164.494
2001-07-27,164.705
2001-07-30,166.808
2001-07-31,168.203
2001-08-01,172.36
2001-08-02,172.827
2001-08-03,173.679
2001-08-06,171.647
2001-08-07,168.84
2001-08-08,167.917
2001-08-09,167.32
2001-08-10,166.567
2001-08-13,168.123
2001-08-14,171.084
2001-08-15,173.461
2001-08-16,172.995
2001-08-17,172.912
2001-08-20,170.726
2001-08-21,167.889
2001-08-22,167.631
2001-08-23,166.55
2001-08-24,168.657
2001-08-27,167.69
2001-08-28,167.048
2001-08-29,165.584
2001-08-30,160.99
2001-08-31,157.194
2001-09-03,156.116
2001-09-04,153.151
2001-09-05,150.283
2001-09-06,147.707
2001-09-07,150.926
2001-09-10,146.855
2001-09-11,143.029
2001-09-12,144.802
2001-09-13,147.848
2001-09-14,148.34
2001-09-17,138.911
2001-09-18,135.255
2001-09-19,137.129
2001-09-20,131.508
2001-09-21,123.54
2001-09-24,126.334
2001-09-25,129.804
2001-09-26,133.111
2001-09-27,133.41
2001-09-28,136.906
2001-10-01,133.747
2001-10-02,136.349
2001-10-03,136.904
2001-10-04,139.93
2001-10-05,140.56
2001-10-08,139.924
2001-10-09,144.589
2001-10-10,144.669
2001-10-11,146.501
2001-10-12,144.959
2001-10-15,145.63
2001-10-16,144.83
2001-10-17,146.333
2001-10-18,143.145
2001-10-19,144.785
2001-10-22,145.326
2001-10-23,145.185
2001-10-24,143.647
2001-10-25,141.286
2001-10-26,142.622
2001-10-29,143.519
2001-10-30,140.454
2001-10-31,140.783
2001-11-01,141.332
2001-11-02,139.629
2001-11-05,140.813
2001-11-06,140.294
2001-11-07,140.895
2001-11-08,144.211
2001-11-09,144.732
2001-11-12,144.192
2001-11-13,144.96
2001-11-14,144.688
2001-11-15,145.236
2001-11-16,145.355
2001-11-19,146.601
2001-11-20,145.949
2001-11-21,146.703
2001-11-22,146.886
2001-11-23,146.753
2001-11-26,148.52
2001-11-27,150.934
2001-11-28,148.826
2001-11-29,148.613
2001-11-30,148.369
2001-12-03,143.033
2001-12-04,142.225
2001-12-05,145.644
2001-12-06,143.297
2001-12-07,141.901
2001-12-10,141.365
2001-12-11,140.003
2001-12-12,138.46
2001-12-13,137.567
2001-12-14,136.301
2001-12-17,135.036
2001-12-18,136.267
2001-12-19,137.032
2001-12-20,137.515
2001-12-21,134.158
2001-12-24,132.854
2001-12-25,132.854
2001-12-26,132.965
2001-12-27,136.491
2001-12-28,138.382
2001-12-31,139.737
2002-01-01,139.737
2002-01-02,142.277
2002-01-03,143.152
2002-01-04,140.465
2002-01-07,138.256
2002-01-08,136.855
2002-01-09,137.02
2002-01-10,138.207
2002-01-11,140.058
2002-01-14,137.957
2002-01-15,137.728
2002-01-16,134.854
2002-01-17,134.324
2002-01-18,135.176
2002-01-21,135.672
2002-01-22,136.525
2002-01-23,136.826
2002-01-24,137.12
2002-01-25,134.339
2002-01-28,133.004
2002-01-29,131.984
2002-01-30,129.432
2002-01-31,130.532
2002-02-01,131.972
2002-02-04,132.476
2002-02-05,131.423
2002-02-06,130.447
2002-02-07,131.266
2002-02-08,131.686
2002-02-11,135.03
2002-02-12,134.579
2002-02-13,133.603
2002-02-14,133.665
2002-02-15,134.871
2002-02-18,132.752
2002-02-19,131.859
2002-02-20,133.69
2002-02-21,136.485
2002-02-22,138.251
2002-02-25,137.682
2002-02-26,138.428
2002-02-27,139.599
2002-02-28,139.085
2002-03-01,138.373
2002-03-04,138.152
2002-03-05,136.113
2002-03-06,137.018
2002-03-07,137.225
2002-03-08,140.223
2002-03-11,141.016
2002-03-12,139.232
2002-03-13,140.302
2002-03-14,141.899
2002-03-15,141.296
2002-03-18,143.179
2002-03-19,145.772
2002-03-20,144.876
2002-03-21,144.344
2002-03-22,143.339
2002-03-25,143.185
2002-03-26,143.659
2002-03-27,143.708
2002-03-28,143.638
2002-03-29,143.638
2002-04-01,144.821
2002-04-02,144.927
2002-04-03,143.673
2002-04-04,141.835
2002-04-05,141.946
2002-04-08,140.479
2002-04-09,140.749
2002-04-10,138.931
2002-04-11,140.002
2002-04-12,140.196
2002-04-15,139.426
2002-04-16,138.68
2002-04-17,138.783
2002-04-18,138.171
2002-04-19,139.595
2002-04-22,139.08
2002-04-23,137.849
2002-04-24,137.245
2002-04-25,136.762
2002-04-26,136.761
2002-04-29,137.816
2002-04-30,139.233
2002-05-01,140.204
2002-05-02,142.07
2002-05-03,142.775
2002-05-06,143.362
2002-05-07,145.603
2002-05-08,147.227
2002-05-09,147.194
2002-05-10,146.007
2002-05-13,145.244
2002-05-14,143.333
2002-05-15,142.744
2002-05-16,142.701
2002-05-17,145.816
2002-05-20,145.865
2002-05-21,145.364
2002-05-22,144.907
2002-05-23,146.588
2002-05-24,146.139
2002-05-27,145.481
2002-05-28,143.892
2002-05-29,143.568
2002-05-30,146.504
2002-05-31,148.821
2002-06-03,150.815
2002-06-04,151.46
2002-06-05,150.51
2002-06-06,156.743
2002-06-07,154.253
2002-06-10,155.268
2002-06-11,155.007
2002-06-12,154.25
2002-06-13,155.0
2002-06-14,152.065
2002-06-17,154.625
2002-06-18,157.013
2002-06-19,152.62
2002-06-20,152.246
2002-06-21,149.852
2002-06-24,147.097
2002-06-25,148.521
2002-06-26,150.255
2002-06-27,155.876
2002-06-28,159.674
2002-07-01,160.173
2002-07-02,157.512
2002-07-03,152.821
2002-07-04,152.259
2002-07-05,155.243
2002-07-08,157.782
2002-07-09,155.564
2002-07-10,153.277
2002-07-11,151.034
2002-07-12,153.662
2002-07-15,155.724
2002-07-16,154.177
2002-07-17,158.126
2002-07-18,161.301
2002-07-19,160.019
2002-07-22,156.04
2002-07-23,150.899
2002-07-24,141.481
2002-07-25,143.2
2002-07-26,138.683
2002-07-29,143.057
2002-07-30,144.75
2002-07-31,141.324
2002-08-01,142.737
2002-08-02,141.267
2002-08-05,139.59
2002-08-06,135.438
2002-08-07,136.05
2002-08-08,136.17
2002-08-09,136.666
2002-08-12,138.343
2002-08-13,140.699
2002-08-14,138.041
2002-08-15,138.671
2002-08-16,137.073
2002-08-19,138.699
2002-08-20,140.132
2002-08-21,145.689
2002-08-22,149.31
2002-08-23,145.846
2002-08-26,144.846
2002-08-27,143.947
2002-08-28,149.41
2002-08-29,151.74
2002-08-30,148.839
2002-09-02,148.632
2002-09-03,146.649
2002-09-04,143.04
2002-09-05,140.597
2002-09-06,142.481
2002-09-09,139.151
2002-09-10,139.284
2002-09-11,141.164
2002-09-12,139.829
2002-09-13,138.947
2002-09-16,135.446
2002-09-17,135.375
2002-09-18,128.087
2002-09-19,126.609
2002-09-20,126.804
2002-09-23,123.69
2002-09-24,118.74
2002-09-25,117.137
2002-09-26,116.626
2002-09-27,118.604
2002-09-30,114.766
2002-10-01,110.994
2002-10-02,112.504
2002-10-03,109.001
2002-10-04,111.164
2002-10-07,110.725
2002-10-08,111.12
2002-10-09,108.806
2002-10-10,107.067
2002-10-11,114.273
2002-10-14,115.451
2002-10-15,123.756
2002-10-16,121.052
2002-10-17,122.529
2002-10-18,121.539
2002-10-21,119.403
2002-10-22,121.563
2002-10-23,115.099
2002-10-24,114.831
2002-10-25,115.545
2002-10-28,120.028
2002-10-29,115.02
2002-10-30,117.355
2002-10-31,118.147
2002-11-01,118.149
2002-11-04,125.431
2002-11-05,126.698
2002-11-06,126.919
2002-11-07,124.507
2002-11-08,125.883
2002-11-11,125.956
2002-11-12,127.217
2002-11-13,124.74
2002-11-14,127.229
2002-11-15,126.741
2002-11-18,130.617
2002-11-19,130.464
2002-11-20,131.383
2002-11-21,132.666
2002-11-22,133.382
2002-11-25,133.096
2002-11-26,130.795
2002-11-27,129.927
2002-11-28,130.354
2002-11-29,131.435
2002-12-02,129.229
2002-12-03,126.441
2002-12-04,125.823
2002-12-05,125.659
2002-12-06,124.68
2002-12-09,124.23
2002-12-10,125.769
2002-12-11,125.895
2002-12-12,128.369
2002-12-13,128.15
2002-12-16,130.563
2002-12-17,139.839
2002-12-18,135.571
2002-12-19,135.599
2002-12-20,135.291
2002-12-23,135.312
2002-12-24,135.879
2002-12-25,135.879
2002-12-26,136.216
2002-12-27,136.145
2002-12-30,136.632
2002-12-31,137.139
2003-01-01,137.139
2003-01-02,139.664
2003-01-03,141.606
2003-01-06,143.856
2003-01-07,139.67
2003-01-08,138.891
2003-01-09,141.221
2003-01-10,143.288
2003-01-13,144.222
2003-01-14,144.297
2003-01-15,140.939
2003-01-16,142.428
2003-01-17,142.468
2003-01-20,143.09
2003-01-21,144.397
2003-01-22,144.792
2003-01-23,144.643
2003-01-24,145.121
2003-01-27,140.711
2003-01-28,138.554
2003-01-29,137.806
2003-01-30,138.475
2003-01-31,135.415
2003-02-03,135.925
2003-02-04,133.183
2003-02-05,134.182
2003-02-06,134.609
2003-02-07,132.154
2003-02-10,129.585
2003-02-11,129.704
2003-02-12,129.0
2003-02-13,130.484
2003-02-14,132.661
2003-02-17,133.641
2003-02-18,133.104
2003-02-19,132.039
2003-02-20,129.022
2003-02-21,127.669
2003-02-24,130.515
2003-02-25,127.594
2003-02-26,124.906
2003-02-27,127.092
2003-02-28,126.498
2003-03-03,127.445
2003-03-04,124.91
2003-03-05,124.398
2003-03-06,121.301
2003-03-07,121.735
2003-03-10,118.129
2003-03-11,118.311
2003-03-12,116.473
2003-03-13,115.857
2003-03-14,120.989
2003-03-17,123.293
2003-03-18,125.14
2003-03-19,125.461
2003-03-20,126.254
2003-03-21,128.7
2003-03-24,128.356
2003-03-25,130.498
2003-03-26,131.138
2003-03-27,130.002
2003-03-28,132.83
2003-03-31,132.187
2003-04-01,133.651
2003-04-02,136.276
2003-04-03,137.037
2003-04-04,137.141
2003-04-07,140.05
2003-04-08,137.666
2003-04-09,137.926
2003-04-10,139.544
2003-04-11,141.152
2003-04-14,143.644
2003-04-15,145.582
2003-04-16,145.734
2003-04-17,146.434
2003-04-18,146.434
2003-04-21,145.807
2003-04-22,147.044
2003-04-23,149.803
2003-04-24,149.447
2003-04-25,147.114
2003-04-28,148.936
2003-04-29,149.945
2003-04-30,151.688
2003-05-01,152.785
2003-05-02,154.302
2003-05-05,156.926
2003-05-06,153.152
2003-05-07,152.991
2003-05-08,156.557
2003-05-09,157.132
2003-05-12,158.909
2003-05-13,159.359
2003-05-14,160.616
2003-05-15,164.94
2003-05-16,166.02
2003-05-19,166.992
2003-05-20,170.781
2003-05-21,170.857
2003-05-22,169.619
2003-05-23,169.515
2003-05-26,169.152
2003-05-27,166.869
2003-05-28,167.49
2003-05-29,168.731
2003-05-30,167.836
2003-06-02,172.484
2003-06-03,171.362
2003-06-04,170.451
2003-06-05,172.93
2003-06-06,174.236
2003-06-09,175.176
2003-06-10,176.354
2003-06-11,181.329
2003-06-12,181.304
2003-06-13,180.463
2003-06-16,180.819
2003-06-17,183.021
2003-06-18,180.197
2003-06-19,178.415
2003-06-20,178.66
2003-06-23,176.486
2003-06-24,174.813
2003-06-25,177.292
2003-06-26,175.937
2003-06-27,176.914
2003-06-30,176.306
2003-07-01,177.921
2003-07-02,177.956
2003-07-03,178.221
2003-07-04,177.052
2003-07-07,176.837
2003-07-08,177.239
2003-07-09,175.377
2003-07-10,173.472
2003-07-11,173.031
2003-07-14,173.923
2003-07-15,172.645
2003-07-16,171.43
2003-07-17,170.131
2003-07-18,170.019
2003-07-21,170.469
2003-07-22,169.254
2003-07-23,172.281
2003-07-24,175.482
2003-07-25,172.317
2003-07-28,172.022
2003-07-29,171.395
2003-07-30,170.245
2003-07-31,167.692
2003-08-01,168.036
2003-08-04,168.313
2003-08-05,172.421
2003-08-06,171.234
2003-08-07,171.548
2003-08-08,171.574
2003-08-11,170.207
2003-08-12,171.684
2003-08-13,173.265
2003-08-14,174.337
2003-08-15,176.949
2003-08-18,174.269
2003-08-19,174.703
2003-08-20,178.045
2003-08-21,179.602
2003-08-22,179.285
2003-08-25,178.492
2003-08-26,178.7
2003-08-27,178.28
2003-08-28,179.599
2003-08-29,180.916
2003-09-01,182.155
2003-09-02,184.355
2003-09-03,187.988
2003-09-04,190.713
2003-09-05,192.121
2003-09-08,193.006
2003-09-09,193.081
2003-09-10,189.655
2003-09-11,191.791
2003-09-12,195.452
2003-09-15,196.632
2003-09-16,194.731
2003-09-17,194.298
2003-09-18,194.807
2003-09-19,195.773
2003-09-22,195.225
2003-09-23,191.577
2003-09-24,190.392
2003-09-25,187.613
2003-09-26,187.845
2003-09-29,186.792
2003-09-30,185.946
2003-10-01,190.133
2003-10-02,195.75
2003-10-03,194.185
2003-10-06,193.503
2003-10-07,194.514
2003-10-08,195.228
2003-10-09,194.769
2003-10-10,193.426
2003-10-13,192.005
2003-10-14,193.741
2003-10-15,197.513
2003-10-16,200.249
2003-10-17,195.661
2003-10-20,195.735
2003-10-21,197.385
2003-10-22,195.623
2003-10-23,194.831
2003-10-24,197.52
2003-10-27,198.04
2003-10-28,196.641
2003-10-29,195.705
2003-10-30,197.638
2003-10-31,193.885
2003-11-03,196.486
2003-11-04,200.532
2003-11-05,192.469
2003-11-06,190.917
2003-11-07,191.809
2003-11-10,192.431
2003-11-11,192.237
2003-11-12,195.188
2003-11-13,197.081
2003-11-14,196.483
2003-11-17,192.538
2003-11-18,194.659
2003-11-19,194.139
2003-11-20,191.729
2003-11-21,192.339
2003-11-24,191.199
2003-11-25,189.65
2003-11-26,190.258
2003-11-27,192.003
2003-11-28,192.215
2003-12-01,196.505
2003-12-02,197.746
2003-12-03,197.797
2003-12-04,197.765
2003-12-05,200.465
2003-12-08,198.78
2003-12-09,201.102
2003-12-10,199.615
2003-12-11,198.644
2003-12-12,198.087
2003-12-15,198.237
2003-12-16,199.054
2003-12-17,200.667
2003-12-18,200.195
2003-12-19,199.675
2003-12-22,200.098
2003-12-23,201.562
2003-12-24,202.11
2003-12-25,202.11
2003-12-26,202.041
2003-12-29,204.557
2003-12-30,204.761
2003-12-31,206.07
2004-01-01,206.07
2004-01-02,209.08
2004-01-05,214.954
2004-01-06,220.475
2004-01-07,220.536
2004-01-08,221.206
2004-01-09,225.347
2004-01-12,224.925
2004-01-13,226.655
2004-01-14,225.643
2004-01-15,229.201
2004-01-16,227.866
2004-01-19,224.803
2004-01-20,227.233
2004-01-21,227.22
2004-01-22,232.415
2004-01-23,234.078
2004-01-26,231.744
2004-01-27,239.135
2004-01-28,235.528
2004-01-29,227.467
2004-01-30,225.251
2004-02-02,228.079
2004-02-03,229.811
2004-02-04,229.134
2004-02-05,232.34
2004-02-06,238.908
2004-02-09,239.095
2004-02-10,236.257
2004-02-11,237.544
2004-02-12,239.1
2004-02-13,233.015
2004-02-16,233.676
2004-02-17,234.261
2004-02-18,234.436
2004-02-19,230.595
2004-02-20,228.148
2004-02-23,229.456
2004-02-24,230.589
2004-02-25,229.61
2004-02-26,231.186
2004-02-27,231.086
2004-03-01,234.564
2004-03-02,231.053
2004-03-03,225.062
2004-03-04,226.771
2004-03-05,231.267
2004-03-08,228.729
2004-03-09,228.512
2004-03-10,222.44
2004-03-11,221.046
2004-03-12,218.776
2004-03-15,220.277
2004-03-16,222.561
2004-03-17,220.888
2004-03-18,222.772
2004-03-19,220.136
2004-03-22,216.006
2004-03-23,216.097
2004-03-24,213.926
2004-03-25,214.72
2004-03-26,217.702
2004-03-29,220.061
2004-03-30,217.319
2004-03-31,217.885
2004-04-01,217.881
2004-04-02,221.42
2004-04-05,217.165
2004-04-06,214.26
2004-04-07,215.489
2004-04-08,214.356
2004-04-09,214.356
2004-04-12,213.739
2004-04-13,213.735
2004-04-14,212.353
2004-04-15,211.456
2004-04-16,212.213
2004-04-19,211.549
2004-04-20,214.233
2004-04-21,212.301
2004-04-22,212.689
2004-04-23,210.928
2004-04-26,209.965
2004-04-27,211.257
2004-04-28,207.055
2004-04-29,205.179
2004-04-30,206.89
2004-05-03,206.988
2004-05-04,211.98
2004-05-05,210.049
2004-05-06,204.019
2004-05-07,201.185
2004-05-10,195.21
2004-05-11,196.439
2004-05-12,198.267
2004-05-13,199.883
2004-05-14,197.588
2004-05-17,197.651
2004-05-18,197.883
2004-05-19,204.167
2004-05-20,202.36
2004-05-21,203.791
2004-05-24,200.983
2004-05-25,201.593
2004-05-26,201.654
2004-05-27,203.512
2004-05-28,202.89
2004-05-31,202.89
2004-06-01,201.748
2004-06-02,203.085
2004-06-03,204.868
2004-06-04,205.382
2004-06-07,207.451
2004-06-08,207.299
2004-06-09,192.696
2004-06-10,197.43
2004-06-11,196.98
2004-06-14,196.86
2004-06-15,196.974
2004-06-16,195.95
2004-06-17,195.593
2004-06-18,197.323
2004-06-21,196.46
2004-06-22,194.209
2004-06-23,194.147
2004-06-24,196.669
2004-06-25,197.158
2004-06-28,199.995
2004-06-29,198.894
2004-06-30,200.12
2004-07-01,201.869
2004-07-02,206.69
2004-07-05,205.695
2004-07-06,204.297
2004-07-07,205.876
2004-07-08,208.672
2004-07-09,207.111
2004-07-12,205.613
2004-07-13,205.482
2004-07-14,208.91
2004-07-15,207.433
2004-07-16,208.435
2004-07-19,206.772
2004-07-20,205.972
2004-07-21,203.962
2004-07-22,202.862
2004-07-23,199.82
2004-07-26,198.388
2004-07-27,197.449
2004-07-28,195.645
2004-07-29,197.922
2004-07-30,198.048
2004-08-02,198.641
2004-08-03,200.64
2004-08-04,197.933
2004-08-05,202.254
2004-08-06,205.733
2004-08-09,203.553
2004-08-10,206.3
2004-08-11,202.003
2004-08-12,200.231
2004-08-13,201.292
2004-08-16,201.299
2004-08-17,203.814
2004-08-18,204.655
2004-08-19,207.392
2004-08-20,206.069
2004-08-23,206.497
2004-08-24,203.979
2004-08-25,204.359
2004-08-26,205.166
2004-08-27,204.131
2004-08-30,205.963
2004-08-31,206.277
2004-09-01,207.221
2004-09-02,208.142
2004-09-03,207.927
2004-09-06,211.415
2004-09-07,210.266
2004-09-08,212.602
2004-09-09,211.907
2004-09-10,214.088
2004-09-13,211.459
2004-09-14,207.08
2004-09-15,203.827
2004-09-16,202.163
2004-09-17,203.39
2004-09-20,203.354
2004-09-21,205.534
2004-09-22,203.28
2004-09-23,205.283
2004-09-24,203.585
2004-09-27,204.801
2004-09-28,206.668
2004-09-29,205.893
2004-09-30,209.901
2004-10-01,211.631
2004-10-04,210.502
2004-10-05,212.981
2004-10-06,213.431
2004-10-07,210.322
2004-10-08,212.0
2004-10-11,210.395
2004-10-12,207.928
2004-10-13,208.844
2004-10-14,211.839
2004-10-15,212.74
2004-10-18,211.097
2004-10-19,213.564
2004-10-20,213.575
2004-10-21,216.932
2004-10-22,216.095
2004-10-25,216.826
2004-10-26,217.269
2004-10-27,216.736
2004-10-28,216.556
2004-10-29,217.25
2004-11-01,217.67
2004-11-02,219.176
2004-11-03,217.922
2004-11-04,220.394
2004-11-05,222.74
2004-11-08,222.58
2004-11-09,223.477
2004-11-10,225.155
2004-11-11,228.792
2004-11-12,230.811
2004-11-15,230.661
2004-11-16,230.667
2004-11-17,231.844
2004-11-18,229.457
2004-11-19,230.685
2004-11-22,226.943
2004-11-23,230.007
2004-11-24,233.751
2004-11-25,235.838
2004-11-26,236.055
2004-11-29,237.463
2004-11-30,238.36
2004-12-01,239.43
2004-12-02,238.587
2004-12-03,239.864
2004-12-06,239.793
2004-12-07,241.557
2004-12-08,238.144
2004-12-09,234.821
2004-12-10,234.303
2004-12-13,238.943
2004-12-14,242.016
2004-12-15,243.779
2004-12-16,242.7
2004-12-17,240.141
2004-12-20,244.921
2004-12-21,244.726
2004-12-22,247.464
2004-12-23,248.958
2004-12-24,249.546
2004-12-27,252.147
2004-12-28,248.09
2004-12-29,248.255
2004-12-30,249.39
2004-12-31,248.727
2005-01-03,253.16
2005-01-04,248.416
2005-01-05,247.276
2005-01-06,247.039
2005-01-07,245.541
2005-01-10,247.721
2005-01-11,247.269
2005-01-12,248.864
2005-01-13,247.848
2005-01-14,245.524
2005-01-17,246.405
2005-01-18,248.03
2005-01-19,248.132
2005-01-20,244.72
2005-01-21,245.94
2005-01-24,246.308
2005-01-25,249.266
2005-01-26,250.518
2005-01-27,246.427
2005-01-28,246.256
2005-01-31,246.879
2005-02-01,252.919
2005-02-02,255.211
2005-02-03,251.342
2005-02-04,255.118
2005-02-07,257.169
2005-02-08,257.307
2005-02-09,255.807
2005-02-10,259.19
2005-02-11,264.374
2005-02-14,264.708
2005-02-15,263.468
2005-02-16,259.263
2005-02-17,264.92
2005-02-18,263.767
2005-02-21,262.369
2005-02-22,264.434
2005-02-23,268.082
2005-02-24,265.98
2005-02-25,265.01
2005-02-28,269.284
2005-03-01,270.002
2005-03-02,270.846
2005-03-03,270.306
2005-03-04,269.389
2005-03-07,268.077
2005-03-08,270.452
2005-03-09,267.945
2005-03-10,265.366
2005-03-11,266.57
2005-03-14,269.641
2005-03-15,271.707
2005-03-16,272.384
2005-03-17,274.842
2005-03-18,274.245
2005-03-21,267.127
2005-03-22,268.552
2005-03-23,262.83
2005-03-24,261.89
2005-03-25,261.89
2005-03-28,260.054
2005-03-29,282.008
2005-03-30,282.087
2005-03-31,287.785
2005-04-01,287.188
2005-04-04,283.103
2005-04-05,287.521
2005-04-06,287.492
2005-04-07,290.094
2005-04-08,289.431
2005-04-11,292.341
2005-04-12,292.286
2005-04-13,289.386
2005-04-14,289.508
2005-04-15,288.128
2005-04-18,298.562
2005-04-19,304.823
2005-04-20,298.802
2005-04-21,299.716
2005-04-22,299.072
2005-04-25,299.472
2005-04-26,296.137
2005-04-27,290.834
2005-04-28,288.563
2005-04-29,290.067
2005-05-02,289.774
2005-05-03,296.474
2005-05-04,291.67
2005-05-05,291.3
2005-05-06,293.225
2005-05-09,290.683
2005-05-10,291.821
2005-05-11,289.933
2005-05-12,288.043
2005-05-13,289.36
2005-05-16,288.788
2005-05-17,288.894
2005-05-18,287.087
2005-05-19,285.863
2005-05-20,289.511
2005-05-23,289.92
2005-05-24,288.566
2005-05-25,291.632
2005-05-26,288.848
2005-05-27,293.628
2005-05-30,293.876
2005-05-31,292.748
2005-06-01,284.783
2005-06-02,282.97
2005-06-03,282.664
2005-06-06,282.186
2005-06-07,281.851
2005-06-08,282.719
2005-06-09,279.151
2005-06-10,281.693
2005-06-13,281.655
2005-06-14,283.243
2005-06-15,282.991
2005-06-16,284.434
2005-06-17,293.593
2005-06-20,287.323
2005-06-21,287.236
2005-06-22,282.853
2005-06-23,281.494
2005-06-24,283.366
2005-06-27,280.805
2005-06-28,279.928
2005-06-29,279.177
2005-06-30,283.7
2005-07-01,280.353
2005-07-04,280.075
2005-07-05,283.771
2005-07-06,278.366
2005-07-07,276.785
2005-07-08,276.886
2005-07-11,281.562
2005-07-12,287.291
2005-07-13,283.043
2005-07-14,284.96
2005-07-15,284.57
2005-07-18,281.671
2005-07-19,283.791
2005-07-20,281.108
2005-07-21,282.46
2005-07-22,282.977
2005-07-25,286.662
2005-07-26,285.101
2005-07-27,290.276
2005-07-28,296.74
2005-07-29,297.803
2005-08-01,298.222
2005-08-02,300.92
2005-08-03,299.183
2005-08-04,298.277
2005-08-05,293.115
2005-08-08,295.991
2005-08-09,297.695
2005-08-10,295.825
2005-08-11,298.872
2005-08-12,297.554
2005-08-15,298.163
2005-08-16,300.511
2005-08-17,345.364
2005-08-18,335.332
2005-08-19,339.396
2005-08-22,335.302
2005-08-23,341.473
2005-08-24,337.952
2005-08-25,335.129
2005-08-26,337.944
2005-08-29,338.358
2005-08-30,343.839
2005-08-31,350.13
2005-09-01,343.89
2005-09-02,347.315
2005-09-05,344.208
2005-09-06,343.811
2005-09-07,339.537
2005-09-08,342.461
2005-09-09,337.455
2005-09-12,331.884
2005-09-13,332.746
2005-09-14,335.103
2005-09-15,355.499
2005-09-16,366.257
2005-09-19,359.3
2005-09-20,362.676
2005-09-21,367.524
2005-09-22,364.476
2005-09-23,358.417
2005-09-26,357.285
2005-09-27,355.419
2005-09-28,352.858
2005-09-29,354.531
2005-09-30,356.929
2005-10-03,347.83
2005-10-04,348.628
2005-10-05,360.792
2005-10-06,375.947
2005-10-07,372.652
2005-10-10,368.864
2005-10-11,363.633
2005-10-12,360.884
2005-10-13,351.138
2005-10-14,354.661
2005-10-17,355.567
2005-10-18,354.161
2005-10-19,349.997
2005-10-20,353.107
2005-10-21,348.858
2005-10-24,360.111
2005-10-25,364.263
2005-10-26,369.472
2005-10-27,367.159
2005-10-28,368.462
2005-10-31,369.983
2005-11-01,375.157
2005-11-02,373.164
2005-11-03,378.747
2005-11-04,373.755
2005-11-07,368.455
2005-11-08,368.926
2005-11-09,369.288
2005-11-10,369.808
