Date,SWEDEN IMI IMI (Large+Mid+Small Cap)
2003-08-29,295.078
2003-09-30,307.046
2003-10-31,332.832
2003-11-28,345.026
2003-12-31,374.244
2004-01-30,386.549
2004-02-27,404.809
2004-03-31,397.417
2004-04-30,398.471
2004-05-31,405.291
2004-06-30,416.924
2004-07-30,398.731
2004-08-31,405.597
2004-09-30,437.779
2004-10-29,445.088
2004-11-30,502.114
2004-12-31,512.693
2005-01-31,489.093
2005-02-28,522.476
2005-03-31,505.798
2005-04-29,494.937
2005-05-31,508.246
2005-06-30,502.929
2005-07-29,532.502
2005-08-31,536.615
2005-09-30,559.637
2005-10-31,530.178
2005-11-30,541.769
2005-12-30,581.807
2006-01-31,618.435
2006-02-28,615.782
2006-03-31,670.023
2006-04-28,709.307
2006-05-31,665.782
2006-06-30,669.796
2006-07-31,660.196
2006-08-31,687.688
2006-09-29,716.851
2006-10-31,762.83
2006-11-30,797.247
2006-12-29,865.029
2007-01-31,881.143
2007-02-28,859.717
2007-03-30,911.513
2007-04-30,1015.387
2007-05-31,1000.0
2007-06-29,986.586
2007-07-31,988.389
2007-08-31,939.988
2007-09-28,997.742
2007-10-31,982.422
2007-11-30,911.436
2007-12-31,884.641
2008-01-31,782.104
2008-02-29,840.785
2008-03-31,859.152
2008-04-30,894.052
2008-05-30,918.665
2008-06-30,782.584
2008-07-31,768.021
2008-08-29,735.813
2008-09-30,593.1
2008-10-31,430.921
2008-11-28,408.487
2008-12-31,434.302
2009-01-30,388.357
2009-02-27,372.46
2009-03-31,408.313
2009-04-30,516.12
2009-05-29,563.198
2009-06-30,557.51
2009-07-31,656.476
2009-08-31,695.471
2009-09-30,708.362
2009-10-30,741.456
2009-11-30,745.481
2009-12-31,742.222
2010-01-29,726.329
2010-02-26,746.37
2010-03-31,802.324
2010-04-30,836.257
2010-05-31,719.939
2010-06-30,734.963
2010-07-30,823.85
2010-08-31,776.66
2010-09-30,926.736
2010-10-29,932.881
2010-11-30,903.708
2010-12-31,1000.971
2011-01-31,1034.501
2011-02-28,1031.011
2011-03-31,1057.659
2011-04-29,1154.296
2011-05-31,1118.935
2011-06-30,1060.066
2011-07-29,1010.38
2011-08-31,900.959
2011-09-30,780.408
2011-10-31,906.18
2011-11-30,858.505
2011-12-30,853.579
2012-01-31,905.093
2012-02-29,997.386
2012-03-30,978.023
2012-04-30,964.897
2012-05-31,834.01
2012-06-29,904.548
2012-07-31,960.465
2012-08-31,962.105
2012-09-28,1000.639
2012-10-31,976.685
2012-11-30,1005.659
2012-12-31,1050.137
2013-01-31,1134.162
2013-02-28,1156.04
2013-03-29,1156.957
2013-04-30,1185.092
2013-05-31,1176.272
2013-06-28,1099.604
2013-07-31,1220.729
2013-08-30,1187.376
2013-09-30,1273.555
2013-10-31,1279.216
2013-11-29,1295.126
2013-12-31,1344.237
2014-01-31,1295.085
2014-02-28,1393.7
2014-03-31,1391.838
2014-04-30,1406.43
2014-05-30,1423.119
2014-06-30,1400.26
2014-07-31,1347.296
2014-08-29,1342.406
2014-09-30,1300.35
2014-10-31,1285.32
2014-11-28,1318.358
2014-12-31,1265.32
2015-01-30,1288.565
2015-02-27,1381.337
2015-03-31,1335.298
2015-04-30,1374.251
2015-05-29,1358.754
2015-06-30,1308.8
2015-07-31,1330.239
2015-08-31,1259.262
2015-09-30,1215.697
2015-10-30,1281.182
2015-11-30,1291.009
2015-12-31,1273.522
2016-01-29,1167.128
2016-02-29,1189.448
2016-03-31,1280.308
2016-04-29,1301.372
2016-05-31,1281.426
2016-06-30,1219.594
2016-07-29,1273.649
2016-08-31,1292.454
2016-09-30,1321.053
2016-10-31,1245.353
2016-11-30,1236.845
2016-12-30,1293.659
2017-01-31,1359.365
2017-02-28,1360.583
2017-03-31,1405.678
2017-04-28,1479.852
2017-05-31,1531.527
2017-06-30,1540.77
2017-07-31,1558.925
2017-08-31,1576.66
2017-09-29,1619.348
2017-10-31,1612.472
2017-11-30,1566.626
2017-12-29,1573.76
2018-01-31,1666.12
2018-02-28,1576.102
2018-03-30,1541.873
2018-04-30,1539.685
2018-05-31,1519.213
2018-06-29,1507.461
2018-07-31,1588.537
2018-08-31,1568.086
2018-09-28,1605.061
2018-10-31,1447.247
2018-11-30,1425.319
2018-12-31,1379.579
2019-01-31,1463.201
2019-02-28,1486.246
2019-03-29,1493.054
2019-04-30,1566.619
2019-05-31,1445.911
2019-06-28,1577.875
2019-07-31,1517.555
2019-08-30,1458.195
2019-09-30,1505.562
2019-10-31,1604.017
2019-11-29,1631.023
2019-12-31,1722.904
2020-01-31,1681.998
2020-02-28,1571.585
2020-03-31,1334.479
2020-04-30,1462.814
2020-05-29,1595.265
2020-06-30,1651.003
2020-07-31,1826.017
2020-08-31,1926.27
2020-09-30,1931.947
2020-10-30,1828.296
2020-11-30,2120.992
2020-12-31,2226.547
2021-01-29,2243.969
2021-02-26,2307.332
2021-03-31,2412.427
2021-04-30,2556.471
2021-05-31,2653.383
2021-06-30,2590.365
2021-07-30,2744.671
2021-08-31,2732.566
2021-09-30,2551.169
2021-10-29,2710.173
2021-11-30,2569.629
2021-12-31,2726.659
2022-01-31,2413.005
2022-02-28,2218.268
2022-03-31,2294.722
2022-04-29,2109.971
2022-05-31,2092.556
2022-06-30,1767.773
2022-07-29,1980.663
2022-08-31,1768.867
2022-09-30,1586.719
2022-10-31,1699.704
2022-11-30,1885.299
2022-12-30,1881.133
2023-01-31,2024.211
2023-02-28,2070.59
2023-03-31,2071.515
2023-04-28,2156.352
2023-05-31,1973.944
2023-06-30,2034.194
2023-07-31,2071.656
2023-08-31,1921.189
2023-09-29,1899.978
2023-10-31,1785.196
2023-11-30,2071.378
2023-12-29,2332.565
2024-01-31,2231.402
2024-02-29,2319.94
2024-03-29,2358.511
2024-04-30,2296.314
2024-05-31,2476.039
2024-06-28,2421.058
2024-07-31,2459.6
2024-08-30,2571.546
2024-09-30,2646.21
2024-10-31,2407.538
2024-11-29,2335.557
2024-12-31,2277.441
2025-01-31,2484.883
2025-02-28,2607.159
2025-03-31,2539.379
2025-04-30,2656.45
2025-05-30,2744.287
2025-06-30,2816.622
2025-07-31,2723.245
2025-08-29,2855.231
2025-09-30,2891.107
2025-10-31,2940.533
2025-11-28,2930.253
2025-12-31,3051.046
2026-01-30,3204.005
