Date,ISRAEL SMID VALUE SMID (Small+Mid Cap)
2011-02-28,1068.199
2011-03-31,1156.914
2011-04-29,1160.16
2011-05-31,1088.516
2011-06-30,1037.934
2011-07-29,1013.449
2011-08-31,838.46
2011-09-30,756.056
2011-10-31,867.488
2011-11-30,760.066
2011-12-30,718.986
2012-01-31,753.374
2012-02-29,699.283
2012-03-30,738.551
2012-04-30,737.948
2012-05-31,602.042
2012-06-29,554.837
2012-07-31,523.879
2012-08-31,542.969
2012-09-28,626.398
2012-10-31,693.248
2012-11-30,735.165
2012-12-31,744.233
2013-01-31,755.728
2013-02-28,797.678
2013-03-29,821.919
2013-04-30,823.69
2013-05-31,819.781
2013-06-28,810.53
2013-07-31,879.613
2013-08-30,854.719
2013-09-30,965.55
2013-10-31,966.496
2013-11-29,974.152
2013-12-31,978.076
2014-01-31,912.295
2014-02-28,963.205
2014-03-31,995.598
2014-04-30,999.387
2014-05-30,1002.97
2014-06-30,1006.229
2014-07-31,1000.93
2014-08-29,980.69
2014-09-30,974.699
2014-10-31,901.35
2014-11-28,892.271
2014-12-31,854.556
2015-01-30,831.911
2015-02-27,862.925
2015-03-31,909.044
2015-04-30,945.114
2015-05-29,920.538
2015-06-30,945.259
2015-07-31,987.461
2015-08-31,895.05
2015-09-30,885.482
2015-10-30,940.47
2015-11-30,926.313
2015-12-31,894.442
2016-01-29,838.852
2016-02-29,853.423
2016-03-31,907.662
2016-04-29,924.564
2016-05-31,905.909
2016-06-30,886.016
2016-07-29,920.091
2016-08-31,955.427
2016-09-30,962.103
2016-10-31,947.396
2016-11-30,996.143
2016-12-30,1015.413
2017-01-31,1044.906
2017-02-28,1095.85
2017-03-31,1105.489
2017-04-28,1123.673
2017-05-31,1183.351
2017-06-30,1187.076
2017-07-31,1179.28
2017-08-31,1177.274
2017-09-29,1205.256
2017-10-31,1236.864
2017-11-30,1261.824
2017-12-29,1300.464
2018-01-31,1345.179
2018-02-28,1280.459
2018-03-30,1226.992
2018-04-30,1208.57
2018-05-31,1245.746
2018-06-29,1196.236
2018-07-31,1241.437
2018-08-31,1360.266
2018-09-28,1353.776
2018-10-31,1284.246
2018-11-30,1315.899
2018-12-31,1205.656
2019-01-31,1326.387
2019-02-28,1355.222
2019-03-29,1339.464
2019-04-30,1429.603
2019-05-31,1426.249
2019-06-28,1507.899
2019-07-31,1553.14
2019-08-30,1514.935
2019-09-30,1589.313
2019-10-31,1569.249
2019-11-29,1656.588
2019-12-31,1644.247
2020-01-31,1614.519
2020-02-28,1512.787
2020-03-31,1164.724
2020-04-30,1270.143
2020-05-29,1190.059
2020-06-30,1093.635
2020-07-31,1141.883
2020-08-31,1218.883
2020-09-30,1088.822
2020-10-30,1149.328
2020-11-30,1371.903
2020-12-31,1464.969
2021-01-29,1482.187
2021-02-26,1469.17
2021-03-31,1556.56
2021-04-30,1667.978
2021-05-31,1776.719
2021-06-30,1751.676
2021-07-30,1769.259
2021-08-31,1898.237
2021-09-30,1912.99
2021-10-29,2089.263
2021-11-30,2136.757
2021-12-31,2261.854
2022-01-31,2240.134
2022-02-28,2300.965
2022-03-31,2367.25
2022-04-29,2249.57
2022-05-31,2095.32
2022-06-30,1871.091
2022-07-29,2039.741
2022-08-31,2207.337
2022-09-30,1854.733
2022-10-31,1997.196
2022-11-30,1962.168
2022-12-30,1837.758
2023-01-31,1910.314
2023-02-28,1733.34
2023-03-31,1711.523
2023-04-28,1722.067
2023-05-31,1645.602
2023-06-30,1708.145
2023-07-31,1856.549
2023-08-31,1801.437
2023-09-29,1852.663
2023-10-31,1532.571
2023-11-30,1784.803
2023-12-29,1923.951
2024-01-31,1914.494
2024-02-29,2072.184
2024-03-29,2069.326
2024-04-30,1977.595
2024-05-31,2062.674
2024-06-28,1988.991
2024-07-31,2086.221
2024-08-30,2279.75
2024-09-30,2301.268
2024-10-31,2389.233
2024-11-29,2549.874
2024-12-31,2787.388
2025-01-31,2830.407
2025-02-28,2873.446
2025-03-31,2711.608
2025-04-30,2911.073
2025-05-30,3228.022
2025-06-30,3720.095
2025-07-31,3705.436
