Date,CANADA SMID GROWTH SMID (Small+Mid Cap)
2007-09-28,1079.798
2007-10-31,1205.811
2007-11-30,1034.205
2007-12-31,1078.329
2008-01-31,979.168
2008-02-29,1077.514
2008-03-31,979.152
2008-04-30,1010.803
2008-05-30,1071.308
2008-06-30,1067.661
2008-07-31,944.74
2008-08-29,901.422
2008-09-30,684.311
2008-10-31,448.562
2008-11-28,415.513
2008-12-31,441.572
2009-01-30,434.06
2009-02-27,410.066
2009-03-31,444.427
2009-04-30,507.36
2009-05-29,609.0
2009-06-30,577.663
2009-07-31,638.262
2009-08-31,658.247
2009-09-30,729.463
2009-10-30,718.548
2009-11-30,801.358
2009-12-31,836.542
2010-01-29,782.03
2010-02-26,835.248
2010-03-31,892.047
2010-04-30,934.373
2010-05-31,859.365
2010-06-30,831.469
2010-07-30,887.624
2010-08-31,913.635
2010-09-30,1004.002
2010-10-29,1066.679
2010-11-30,1103.118
2010-12-31,1203.272
2011-01-31,1184.926
2011-02-28,1267.827
2011-03-31,1272.563
2011-04-29,1308.397
2011-05-31,1265.765
2011-06-30,1203.427
2011-07-29,1232.428
2011-08-31,1178.879
2011-09-30,964.857
2011-10-31,1103.302
2011-11-30,1064.942
2011-12-30,1007.253
2012-01-31,1090.724
2012-02-29,1116.524
2012-03-30,1041.206
2012-04-30,1050.602
2012-05-31,934.935
2012-06-29,941.911
2012-07-31,963.239
2012-08-31,1010.498
2012-09-28,1070.051
2012-10-31,1064.471
2012-11-30,1029.972
2012-12-31,1037.776
2013-01-31,1032.588
2013-02-28,995.862
2013-03-29,1015.376
2013-04-30,989.369
2013-05-31,964.222
2013-06-28,900.959
2013-07-31,964.054
2013-08-30,951.028
2013-09-30,984.352
2013-10-31,1004.846
2013-11-29,978.478
2013-12-31,999.041
2014-01-31,968.081
2014-02-28,1025.155
2014-03-31,1036.58
2014-04-30,1074.762
2014-05-30,1071.93
2014-06-30,1153.626
2014-07-31,1120.131
2014-08-29,1165.096
2014-09-30,1067.399
2014-10-31,1013.328
2014-11-28,998.003
2014-12-31,990.076
2015-01-30,912.864
2015-02-27,973.571
2015-03-31,936.901
2015-04-30,1010.964
2015-05-29,976.66
2015-06-30,954.41
2015-07-31,896.14
2015-08-31,850.263
2015-09-30,814.381
2015-10-30,858.652
2015-11-30,851.59
2015-12-31,800.143
2016-01-29,767.716
2016-02-29,822.214
2016-03-31,904.805
2016-04-29,973.685
2016-05-31,954.995
2016-06-30,984.464
2016-07-29,1031.607
2016-08-31,1012.498
2016-09-30,1021.284
2016-10-31,991.542
2016-11-30,984.913
2016-12-30,980.163
2017-01-31,1021.996
2017-02-28,1003.81
2017-03-31,1022.319
2017-04-28,1013.455
2017-05-31,1014.238
2017-06-30,1035.023
2017-07-31,1062.518
2017-08-31,1077.634
2017-09-29,1096.814
2017-10-31,1093.619
2017-11-30,1100.266
2017-12-29,1156.816
2018-01-31,1178.59
2018-02-28,1106.299
2018-03-30,1105.742
2018-04-30,1133.29
2018-05-31,1165.153
2018-06-29,1168.262
2018-07-31,1154.465
2018-08-31,1131.7
2018-09-28,1130.111
2018-10-31,1012.541
2018-11-30,985.698
2018-12-31,937.408
2019-01-31,1059.901
2019-02-28,1101.988
2019-03-29,1100.754
2019-04-30,1105.413
2019-05-31,1080.997
2019-06-28,1182.204
2019-07-31,1196.097
2019-08-30,1193.7
2019-09-30,1165.465
2019-10-31,1176.441
2019-11-29,1206.54
2019-12-31,1246.408
2020-01-31,1222.265
2020-02-28,1103.336
2020-03-31,853.4
2020-04-30,1056.541
2020-05-29,1110.807
2020-06-30,1151.822
2020-07-31,1265.318
2020-08-31,1312.65
2020-09-30,1267.6
2020-10-30,1239.807
2020-11-30,1373.931
2020-12-31,1452.877
2021-01-29,1442.589
2021-02-26,1483.61
2021-03-31,1522.915
2021-04-30,1597.949
2021-05-31,1638.721
2021-06-30,1615.912
2021-07-30,1622.239
2021-08-31,1650.925
2021-09-30,1570.949
2021-10-29,1673.633
2021-11-30,1560.055
2021-12-31,1603.064
2022-01-31,1528.251
2022-02-28,1539.477
2022-03-31,1636.993
2022-04-29,1470.968
2022-05-31,1446.133
2022-06-30,1286.211
2022-07-29,1397.14
2022-08-31,1344.534
2022-09-30,1222.68
2022-10-31,1286.336
2022-11-30,1361.281
2022-12-30,1295.113
2023-01-31,1395.489
2023-02-28,1351.148
2023-03-31,1376.445
2023-04-28,1382.828
2023-05-31,1317.819
2023-06-30,1411.931
2023-07-31,1468.671
2023-08-31,1420.97
2023-09-29,1376.853
2023-10-31,1279.909
2023-11-30,1377.121
2023-12-29,1436.254
2024-01-31,1430.529
2024-02-29,1456.832
2024-03-29,1533.408
2024-04-30,1509.306
2024-05-31,1580.184
2024-06-28,1568.062
2024-07-31,1621.523
2024-08-30,1637.917
2024-09-30,1691.3
2024-10-31,1701.81
2024-11-29,1799.138
2024-12-31,1694.978
2025-01-31,1702.197
2025-02-28,1685.091
2025-03-31,1650.668
2025-04-30,1718.12
2025-05-30,1876.299
