Date,WORLD ex USA SMALL CAP Small Cap
2004-01-15,141.405
2004-01-16,141.166
2004-01-19,141.68
2004-01-20,143.459
2004-01-21,144.022
2004-01-22,144.851
2004-01-23,144.716
2004-01-26,143.637
2004-01-27,144.259
2004-01-28,143.207
2004-01-29,140.389
2004-01-30,141.486
2004-02-02,142.151
2004-02-03,142.532
2004-02-04,141.007
2004-02-05,141.661
2004-02-06,143.557
2004-02-09,144.427
2004-02-10,144.672
2004-02-11,144.907
2004-02-12,146.749
2004-02-13,146.897
2004-02-16,147.58
2004-02-17,148.837
2004-02-18,148.909
2004-02-19,147.71
2004-02-20,145.845
2004-02-23,146.174
2004-02-24,145.841
2004-02-25,144.92
2004-02-26,144.184
2004-02-27,145.784
2004-03-01,147.902
2004-03-02,146.985
2004-03-03,145.678
2004-03-04,146.529
2004-03-05,148.558
2004-03-08,148.361
2004-03-09,148.538
2004-03-10,145.774
2004-03-11,143.972
2004-03-12,143.553
2004-03-15,143.217
2004-03-16,144.529
2004-03-17,145.766
2004-03-18,147.205
2004-03-19,147.138
2004-03-22,145.883
2004-03-23,145.738
2004-03-24,145.967
2004-03-25,147.47
2004-03-26,148.056
2004-03-29,149.199
2004-03-30,149.585
2004-03-31,151.537
2004-04-01,153.589
2004-04-02,153.102
2004-04-05,152.56
2004-04-06,152.67
2004-04-07,154.015
2004-04-08,153.654
2004-04-09,152.811
2004-04-12,153.618
2004-04-13,152.644
2004-04-14,150.25
2004-04-15,149.093
2004-04-16,150.521
2004-04-19,149.856
2004-04-20,150.184
2004-04-21,148.8
2004-04-22,148.959
2004-04-23,149.725
2004-04-26,150.552
2004-04-27,149.959
2004-04-28,148.355
2004-04-29,147.279
2004-04-30,146.191
2004-05-03,146.111
2004-05-04,147.557
2004-05-05,148.23
2004-05-06,145.434
2004-05-07,142.032
2004-05-10,135.214
2004-05-11,135.759
2004-05-12,137.772
2004-05-13,136.139
2004-05-14,135.455
2004-05-17,133.055
2004-05-18,134.412
2004-05-19,138.867
2004-05-20,137.643
2004-05-21,139.96
2004-05-24,140.278
2004-05-25,140.762
2004-05-26,142.189
2004-05-27,144.06
2004-05-28,144.526
2004-05-31,144.698
2004-06-01,145.217
2004-06-02,145.404
2004-06-03,143.93
2004-06-04,144.777
2004-06-07,147.305
2004-06-08,147.56
2004-06-09,146.862
2004-06-10,147.443
2004-06-11,146.615
2004-06-14,146.084
2004-06-15,146.019
2004-06-16,147.014
2004-06-17,147.879
2004-06-18,148.225
2004-06-21,148.805
2004-06-22,148.227
2004-06-23,148.571
2004-06-24,150.78
2004-06-25,150.563
2004-06-28,152.059
2004-06-29,151.341
2004-06-30,152.055
2004-07-01,152.5
2004-07-02,152.557
2004-07-05,151.182
2004-07-06,150.606
2004-07-07,151.453
2004-07-08,150.936
2004-07-09,151.666
2004-07-12,152.389
2004-07-13,151.384
2004-07-14,150.515
2004-07-15,149.434
2004-07-16,151.421
2004-07-19,151.291
2004-07-20,150.05
2004-07-21,149.197
2004-07-22,148.509
2004-07-23,147.01
2004-07-26,145.923
2004-07-27,144.105
2004-07-28,144.524
2004-07-29,144.29
2004-07-30,145.37
2004-08-02,145.549
2004-08-03,145.534
2004-08-04,143.903
2004-08-05,144.023
2004-08-06,144.558
2004-08-09,142.988
2004-08-10,143.861
2004-08-11,143.117
2004-08-12,142.999
2004-08-13,143.244
2004-08-16,143.155
2004-08-17,143.497
2004-08-18,143.517
2004-08-19,145.511
2004-08-20,145.668
2004-08-23,145.509
2004-08-24,144.832
2004-08-25,145.185
2004-08-26,145.746
2004-08-27,146.005
2004-08-30,145.713
2004-08-31,146.148
2004-09-01,147.133
2004-09-02,147.419
2004-09-03,145.961
2004-09-06,147.159
2004-09-07,147.718
2004-09-08,148.095
2004-09-09,147.407
2004-09-10,148.659
2004-09-13,148.979
2004-09-14,149.809
2004-09-15,147.903
2004-09-16,148.364
2004-09-17,148.119
2004-09-20,148.051
2004-09-21,148.934
2004-09-22,148.357
2004-09-23,148.738
2004-09-24,148.101
2004-09-27,147.716
2004-09-28,147.869
2004-09-29,148.474
2004-09-30,150.2
2004-10-01,151.301
2004-10-04,151.748
2004-10-05,152.248
2004-10-06,152.66
2004-10-07,152.989
2004-10-08,154.103
2004-10-11,154.004
2004-10-12,152.118
2004-10-13,151.411
2004-10-14,151.21
2004-10-15,151.998
2004-10-18,151.772
2004-10-19,152.925
2004-10-20,152.747
2004-10-21,153.428
2004-10-22,154.072
2004-10-25,154.131
2004-10-26,154.058
2004-10-27,155.021
2004-10-28,155.712
2004-10-29,155.778
2004-11-01,156.018
2004-11-02,156.751
2004-11-03,158.423
2004-11-04,159.549
2004-11-05,161.196
2004-11-08,160.955
2004-11-09,160.746
2004-11-10,160.566
2004-11-11,160.895
2004-11-12,162.52
2004-11-15,163.366
2004-11-16,163.35
2004-11-17,164.891
2004-11-18,164.406
2004-11-19,165.355
2004-11-22,164.205
2004-11-23,165.102
2004-11-24,166.401
2004-11-25,167.628
2004-11-26,167.672
2004-11-29,168.553
2004-11-30,168.261
2004-12-01,168.473
2004-12-02,168.799
2004-12-03,170.134
2004-12-06,170.634
2004-12-07,170.294
2004-12-08,167.203
2004-12-09,165.872
2004-12-10,165.473
2004-12-13,166.57
2004-12-14,166.628
2004-12-15,169.046
2004-12-16,168.334
2004-12-17,168.52
2004-12-20,170.543
2004-12-21,170.172
2004-12-22,170.986
2004-12-23,172.097
2004-12-24,173.134
2004-12-27,174.055
2004-12-28,174.217
2004-12-29,173.907
2004-12-30,175.694
2004-12-31,176.154
2005-01-03,175.309
2005-01-04,173.835
2005-01-05,173.092
2005-01-06,172.103
2005-01-07,172.707
2005-01-10,173.573
2005-01-11,174.607
2005-01-12,176.197
2005-01-13,175.845
2005-01-14,175.442
2005-01-17,176.738
2005-01-18,176.151
2005-01-19,176.993
2005-01-20,175.283
2005-01-21,175.918
2005-01-24,176.735
2005-01-25,175.813
2005-01-26,178.137
2005-01-27,177.846
2005-01-28,177.394
2005-01-31,178.872
2005-02-01,179.105
2005-02-02,180.443
2005-02-03,179.75
2005-02-04,180.675
2005-02-07,180.467
2005-02-08,179.463
2005-02-09,179.736
2005-02-10,180.815
2005-02-11,181.245
2005-02-14,182.988
2005-02-15,183.088
2005-02-16,181.952
2005-02-17,182.877
2005-02-18,182.886
2005-02-21,183.111
2005-02-22,183.727
2005-02-23,181.966
2005-02-24,182.552
2005-02-25,184.172
2005-02-28,186.492
2005-03-01,186.261
2005-03-02,185.811
2005-03-03,185.874
2005-03-04,188.007
2005-03-07,187.589
2005-03-08,189.174
2005-03-09,189.388
2005-03-10,188.628
2005-03-11,189.876
2005-03-14,188.506
2005-03-15,188.712
2005-03-16,189.502
2005-03-17,188.583
2005-03-18,188.622
2005-03-21,187.408
2005-03-22,187.607
2005-03-23,183.715
2005-03-24,183.476
2005-03-25,183.423
2005-03-28,182.637
2005-03-29,181.56
2005-03-30,181.272
2005-03-31,183.607
2005-04-01,184.046
2005-04-04,182.015
2005-04-05,182.922
2005-04-06,183.638
2005-04-07,184.637
2005-04-08,184.867
2005-04-11,185.299
2005-04-12,183.921
2005-04-13,185.059
2005-04-14,182.242
2005-04-15,180.785
2005-04-18,176.859
2005-04-19,179.697
2005-04-20,180.525
2005-04-21,179.702
2005-04-22,181.61
2005-04-25,181.274
2005-04-26,180.515
2005-04-27,179.04
2005-04-28,177.888
2005-04-29,178.546
2005-05-02,178.292
2005-05-03,178.613
2005-05-04,179.366
2005-05-05,179.802
2005-05-06,179.919
2005-05-09,179.828
2005-05-10,179.744
2005-05-11,179.219
2005-05-12,178.236
2005-05-13,176.803
2005-05-16,175.393
2005-05-17,174.642
2005-05-18,175.368
2005-05-19,176.78
2005-05-20,176.105
2005-05-23,177.754
2005-05-24,178.193
2005-05-25,177.485
2005-05-26,177.547
2005-05-27,178.469
2005-05-30,179.09
2005-05-31,179.08
2005-06-01,179.165
2005-06-02,179.532
2005-06-03,181.006
2005-06-06,181.34
2005-06-07,181.792
2005-06-08,182.802
2005-06-09,180.947
2005-06-10,181.323
2005-06-13,180.754
2005-06-14,181.048
2005-06-15,182.25
2005-06-16,183.323
2005-06-17,185.215
2005-06-20,184.465
2005-06-21,184.963
2005-06-22,184.877
2005-06-23,184.614
2005-06-24,184.11
2005-06-27,183.494
2005-06-28,183.868
2005-06-29,183.891
2005-06-30,183.894
2005-07-01,182.733
2005-07-04,183.054
2005-07-05,182.74
2005-07-06,183.781
2005-07-07,182.39
2005-07-08,183.474
2005-07-11,186.138
2005-07-12,187.894
2005-07-13,186.846
2005-07-14,187.237
2005-07-15,186.36
2005-07-18,186.754
2005-07-19,185.752
2005-07-20,185.891
2005-07-21,188.791
2005-07-22,188.939
2005-07-25,189.078
2005-07-26,188.395
2005-07-27,189.768
2005-07-28,190.708
2005-07-29,191.895
2005-08-01,193.115
2005-08-02,193.908
2005-08-03,194.894
2005-08-04,194.372
2005-08-05,192.299
2005-08-08,193.357
2005-08-09,194.273
2005-08-10,196.804
2005-08-11,198.273
2005-08-12,198.615
2005-08-15,198.213
2005-08-16,198.457
2005-08-17,197.259
2005-08-18,195.108
2005-08-19,195.112
2005-08-22,197.762
2005-08-23,197.394
2005-08-24,196.941
2005-08-25,196.87
2005-08-26,197.91
2005-08-29,196.033
2005-08-30,195.828
2005-08-31,197.818
2005-09-01,201.661
2005-09-02,202.508
2005-09-05,203.14
2005-09-06,202.915
2005-09-07,202.903
2005-09-08,202.044
2005-09-09,204.051
2005-09-12,203.653
2005-09-13,202.834
2005-09-14,204.146
2005-09-15,203.97
2005-09-16,204.229
2005-09-19,204.169
2005-09-20,205.273
2005-09-21,205.457
2005-09-22,203.659
2005-09-23,202.38
2005-09-26,203.799
2005-09-27,202.597
2005-09-28,203.782
2005-09-29,204.993
2005-09-30,205.903
2005-10-03,204.814
2005-10-04,205.597
2005-10-05,203.715
2005-10-06,201.472
2005-10-07,200.972
2005-10-10,200.725
2005-10-11,201.441
2005-10-12,201.38
2005-10-13,197.718
2005-10-14,198.683
2005-10-17,198.203
2005-10-18,195.974
2005-10-19,193.372
2005-10-20,194.447
2005-10-21,193.748
2005-10-24,194.932
2005-10-25,197.664
2005-10-26,198.258
2005-10-27,197.908
2005-10-28,196.787
2005-10-31,198.419
2005-11-01,199.701
2005-11-02,200.953
2005-11-03,201.647
2005-11-04,200.282
2005-11-07,200.578
2005-11-08,200.43
2005-11-09,199.887
