Date,WORLD ex USA SMALL CAP Small Cap
2004-01-15,139.572
2004-01-16,139.335
2004-01-19,139.842
2004-01-20,141.599
2004-01-21,142.154
2004-01-22,142.972
2004-01-23,142.839
2004-01-26,141.773
2004-01-27,142.388
2004-01-28,141.349
2004-01-29,138.567
2004-01-30,139.65
2004-02-02,140.306
2004-02-03,140.682
2004-02-04,139.176
2004-02-05,139.822
2004-02-06,141.692
2004-02-09,142.551
2004-02-10,142.793
2004-02-11,143.023
2004-02-12,144.84
2004-02-13,144.986
2004-02-16,145.659
2004-02-17,146.9
2004-02-18,146.971
2004-02-19,145.787
2004-02-20,143.943
2004-02-23,144.268
2004-02-24,143.934
2004-02-25,143.025
2004-02-26,142.298
2004-02-27,143.878
2004-03-01,145.966
2004-03-02,145.061
2004-03-03,143.77
2004-03-04,144.608
2004-03-05,146.602
2004-03-08,146.408
2004-03-09,146.581
2004-03-10,143.842
2004-03-11,142.062
2004-03-12,141.645
2004-03-15,141.31
2004-03-16,142.606
2004-03-17,143.822
2004-03-18,145.231
2004-03-19,145.156
2004-03-22,143.902
2004-03-23,143.754
2004-03-24,143.978
2004-03-25,145.454
2004-03-26,146.005
2004-03-29,147.132
2004-03-30,147.502
2004-03-31,149.423
2004-04-01,151.435
2004-04-02,150.953
2004-04-05,150.415
2004-04-06,150.521
2004-04-07,151.846
2004-04-08,151.481
2004-04-09,150.649
2004-04-12,151.445
2004-04-13,150.484
2004-04-14,148.122
2004-04-15,146.98
2004-04-16,148.387
2004-04-19,147.73
2004-04-20,148.052
2004-04-21,146.684
2004-04-22,146.835
2004-04-23,147.583
2004-04-26,148.396
2004-04-27,147.81
2004-04-28,146.227
2004-04-29,145.163
2004-04-30,144.087
2004-05-03,143.998
2004-05-04,145.421
2004-05-05,146.081
2004-05-06,143.323
2004-05-07,139.964
2004-05-10,133.239
2004-05-11,133.775
2004-05-12,135.756
2004-05-13,134.144
2004-05-14,133.468
2004-05-17,131.098
2004-05-18,132.432
2004-05-19,136.817
2004-05-20,135.61
2004-05-21,137.889
2004-05-24,138.19
2004-05-25,138.664
2004-05-26,140.068
2004-05-27,141.908
2004-05-28,142.365
2004-05-31,142.533
2004-06-01,143.04
2004-06-02,143.222
2004-06-03,141.767
2004-06-04,142.597
2004-06-07,145.085
2004-06-08,145.333
2004-06-09,144.645
2004-06-10,145.215
2004-06-11,144.397
2004-06-14,143.871
2004-06-15,143.806
2004-06-16,144.785
2004-06-17,145.634
2004-06-18,145.974
2004-06-21,146.543
2004-06-22,145.974
2004-06-23,146.313
2004-06-24,148.478
2004-06-25,148.263
2004-06-28,149.736
2004-06-29,149.029
2004-06-30,149.731
2004-07-01,150.168
2004-07-02,150.224
2004-07-05,148.87
2004-07-06,148.302
2004-07-07,149.135
2004-07-08,148.625
2004-07-09,149.344
2004-07-12,150.052
2004-07-13,149.061
2004-07-14,148.199
2004-07-15,147.133
2004-07-16,149.089
2004-07-19,148.961
2004-07-20,147.739
2004-07-21,146.899
2004-07-22,146.222
2004-07-23,144.745
2004-07-26,143.675
2004-07-27,141.884
2004-07-28,142.296
2004-07-29,142.066
2004-07-30,143.128
2004-08-02,143.305
2004-08-03,143.29
2004-08-04,141.683
2004-08-05,141.802
2004-08-06,142.329
2004-08-09,140.78
2004-08-10,141.639
2004-08-11,140.906
2004-08-12,140.79
2004-08-13,141.031
2004-08-16,140.943
2004-08-17,141.279
2004-08-18,141.298
2004-08-19,143.261
2004-08-20,143.415
2004-08-23,143.258
2004-08-24,142.592
2004-08-25,142.94
2004-08-26,143.487
2004-08-27,143.739
2004-08-30,143.443
2004-08-31,143.87
2004-09-01,144.837
2004-09-02,145.118
2004-09-03,143.683
2004-09-06,144.859
2004-09-07,145.408
2004-09-08,145.779
2004-09-09,145.101
2004-09-10,146.33
2004-09-13,146.64
2004-09-14,147.456
2004-09-15,145.579
2004-09-16,146.032
2004-09-17,145.787
2004-09-20,145.715
2004-09-21,146.585
2004-09-22,146.016
2004-09-23,146.39
2004-09-24,145.758
2004-09-27,145.363
2004-09-28,145.513
2004-09-29,146.108
2004-09-30,147.806
2004-10-01,148.888
2004-10-04,149.327
2004-10-05,149.818
2004-10-06,150.223
2004-10-07,150.546
2004-10-08,151.642
2004-10-11,151.543
2004-10-12,149.687
2004-10-13,148.991
2004-10-14,148.792
2004-10-15,149.566
2004-10-18,149.34
2004-10-19,150.474
2004-10-20,150.298
2004-10-21,150.968
2004-10-22,151.601
2004-10-25,151.66
2004-10-26,151.583
2004-10-27,152.531
2004-10-28,153.21
2004-10-29,153.275
2004-11-01,153.511
2004-11-02,154.231
2004-11-03,155.877
2004-11-04,156.983
2004-11-05,158.604
2004-11-08,158.366
2004-11-09,158.161
2004-11-10,157.984
2004-11-11,158.308
2004-11-12,159.907
2004-11-15,160.736
2004-11-16,160.718
2004-11-17,162.231
2004-11-18,161.754
2004-11-19,162.688
2004-11-22,161.556
2004-11-23,162.432
2004-11-24,163.708
2004-11-25,164.915
2004-11-26,164.958
2004-11-29,165.821
2004-11-30,165.532
2004-12-01,165.739
2004-12-02,166.056
2004-12-03,167.369
2004-12-06,167.856
2004-12-07,167.52
2004-12-08,164.475
2004-12-09,163.163
2004-12-10,162.771
2004-12-13,163.848
2004-12-14,163.906
2004-12-15,166.282
2004-12-16,165.58
2004-12-17,165.763
2004-12-20,167.753
2004-12-21,167.388
2004-12-22,168.188
2004-12-23,169.261
2004-12-24,170.281
2004-12-27,171.185
2004-12-28,171.344
2004-12-29,171.039
2004-12-30,172.796
2004-12-31,173.249
2005-01-03,172.418
2005-01-04,170.967
2005-01-05,170.237
2005-01-06,169.264
2005-01-07,169.858
2005-01-10,170.709
2005-01-11,171.725
2005-01-12,173.288
2005-01-13,172.942
2005-01-14,172.546
2005-01-17,173.82
2005-01-18,173.243
2005-01-19,174.07
2005-01-20,172.389
2005-01-21,173.013
2005-01-24,173.817
2005-01-25,172.91
2005-01-26,175.196
2005-01-27,174.909
2005-01-28,174.464
2005-01-31,175.918
2005-02-01,176.146
2005-02-02,177.462
2005-02-03,176.78
2005-02-04,177.69
2005-02-07,177.485
2005-02-08,176.498
2005-02-09,176.766
2005-02-10,177.827
2005-02-11,178.25
2005-02-14,179.964
2005-02-15,180.062
2005-02-16,178.944
2005-02-17,179.854
2005-02-18,179.863
2005-02-21,180.081
2005-02-22,180.685
2005-02-23,178.952
2005-02-24,179.525
2005-02-25,181.117
2005-02-28,183.393
2005-03-01,183.163
2005-03-02,182.718
2005-03-03,182.775
2005-03-04,184.872
2005-03-07,184.459
2005-03-08,186.009
2005-03-09,186.219
2005-03-10,185.468
2005-03-11,186.685
2005-03-14,185.335
2005-03-15,185.534
2005-03-16,186.306
2005-03-17,185.393
2005-03-18,185.414
2005-03-21,184.208
2005-03-22,184.398
2005-03-23,180.564
2005-03-24,180.314
2005-03-25,180.261
2005-03-28,179.467
2005-03-29,178.408
2005-03-30,178.121
2005-03-31,180.407
2005-04-01,180.831
2005-04-04,178.83
2005-04-05,179.719
2005-04-06,180.416
2005-04-07,181.386
2005-04-08,181.607
2005-04-11,182.03
2005-04-12,180.675
2005-04-13,181.79
2005-04-14,179.021
2005-04-15,177.585
2005-04-18,173.724
2005-04-19,176.508
2005-04-20,177.313
2005-04-21,176.501
2005-04-22,178.371
2005-04-25,178.027
2005-04-26,177.279
2005-04-27,175.824
2005-04-28,174.69
2005-04-29,175.326
2005-05-02,175.064
2005-05-03,175.378
2005-05-04,176.109
2005-05-05,176.536
2005-05-06,176.647
2005-05-09,176.548
2005-05-10,176.458
2005-05-11,175.94
2005-05-12,174.964
2005-05-13,173.548
2005-05-16,172.158
2005-05-17,171.418
2005-05-18,172.127
2005-05-19,173.513
2005-05-20,172.845
2005-05-23,174.454
2005-05-24,174.88
2005-05-25,174.179
2005-05-26,174.238
2005-05-27,175.142
2005-05-30,175.75
2005-05-31,175.739
2005-06-01,175.817
2005-06-02,176.176
2005-06-03,177.619
2005-06-06,177.943
2005-06-07,178.381
2005-06-08,179.368
2005-06-09,177.541
2005-06-10,177.904
2005-06-13,177.344
2005-06-14,177.631
2005-06-15,178.807
2005-06-16,179.86
2005-06-17,181.716
2005-06-20,180.979
2005-06-21,181.468
2005-06-22,181.383
2005-06-23,181.124
2005-06-24,180.614
2005-06-27,180.009
2005-06-28,180.376
2005-06-29,180.397
2005-06-30,180.4
2005-07-01,179.259
2005-07-04,179.574
2005-07-05,179.264
2005-07-06,180.284
2005-07-07,178.919
2005-07-08,179.981
2005-07-11,182.594
2005-07-12,184.316
2005-07-13,183.288
2005-07-14,183.671
2005-07-15,182.81
2005-07-18,183.196
2005-07-19,182.214
2005-07-20,182.35
2005-07-21,185.194
2005-07-22,185.339
2005-07-25,185.476
2005-07-26,184.806
2005-07-27,186.152
2005-07-28,187.074
2005-07-29,188.238
2005-08-01,189.435
2005-08-02,190.212
2005-08-03,191.179
2005-08-04,190.666
2005-08-05,188.631
2005-08-08,189.665
2005-08-09,190.563
2005-08-10,193.046
2005-08-11,194.487
2005-08-12,194.822
2005-08-15,194.427
2005-08-16,194.666
2005-08-17,193.491
2005-08-18,191.38
2005-08-19,191.383
2005-08-22,193.98
2005-08-23,193.614
2005-08-24,193.169
2005-08-25,193.1
2005-08-26,194.117
2005-08-29,192.269
2005-08-30,192.065
2005-08-31,194.015
2005-09-01,197.781
2005-09-02,198.611
2005-09-05,199.228
2005-09-06,199.002
2005-09-07,198.988
2005-09-08,198.144
2005-09-09,200.113
2005-09-12,199.712
2005-09-13,198.908
2005-09-14,200.192
2005-09-15,200.019
2005-09-16,200.273
2005-09-19,200.212
2005-09-20,201.293
2005-09-21,201.473
2005-09-22,199.708
2005-09-23,198.454
2005-09-26,199.834
2005-09-27,198.643
2005-09-28,199.804
2005-09-29,200.989
2005-09-30,201.88
2005-10-03,200.809
2005-10-04,201.575
2005-10-05,199.727
2005-10-06,197.529
2005-10-07,197.038
2005-10-10,196.795
2005-10-11,197.495
2005-10-12,197.433
2005-10-13,193.843
2005-10-14,194.789
2005-10-17,194.317
2005-10-18,192.131
2005-10-19,189.58
2005-10-20,190.632
2005-10-21,189.948
2005-10-24,191.109
2005-10-25,193.786
2005-10-26,194.369
2005-10-27,194.025
2005-10-28,192.926
2005-10-31,194.525
2005-11-01,195.782
2005-11-02,197.008
2005-11-03,197.689
2005-11-04,196.35
2005-11-07,196.638
2005-11-08,196.493
2005-11-09,195.961
