Date,NORWAY IMI IMI (Large+Mid+Small Cap)
2004-07-30,333.286
2004-08-31,343.167
2004-09-30,381.419
2004-10-29,390.558
2004-11-30,444.253
2004-12-31,451.345
2005-01-31,442.013
2005-02-28,491.949
2005-03-31,476.188
2005-04-29,454.36
2005-05-31,471.174
2005-06-30,510.315
2005-07-29,550.182
2005-08-31,593.315
2005-09-30,603.006
2005-10-31,554.303
2005-11-30,554.893
2005-12-30,588.033
2006-01-31,643.592
2006-02-28,649.389
2006-03-31,724.49
2006-04-28,793.899
2006-05-31,761.471
2006-06-30,732.496
2006-07-31,750.825
2006-08-31,735.508
2006-09-29,687.212
2006-10-31,743.575
2006-11-30,810.267
2006-12-29,855.17
2007-01-31,888.201
2007-02-28,871.708
2007-03-30,920.277
2007-04-30,976.786
2007-05-31,1000.0
2007-06-29,1050.186
2007-07-31,1038.192
2007-08-31,991.526
2007-09-28,1116.714
2007-10-31,1163.326
2007-11-30,1088.58
2007-12-31,1107.685
2008-01-31,883.215
2008-02-29,999.617
2008-03-31,992.968
2008-04-30,1110.556
2008-05-30,1186.444
2008-06-30,1109.074
2008-07-31,1009.178
2008-08-29,962.416
2008-09-30,660.131
2008-10-31,444.446
2008-11-28,384.288
2008-12-31,395.185
2009-01-30,405.322
2009-02-27,377.448
2009-03-31,413.838
2009-04-30,471.385
2009-05-29,568.976
2009-06-30,537.54
2009-07-31,590.792
2009-08-31,608.214
2009-09-30,676.595
2009-10-30,704.569
2009-11-30,742.937
2009-12-31,778.506
2010-01-29,744.738
2010-02-26,715.558
2010-03-31,765.713
2010-04-30,779.39
2010-05-31,636.742
2010-06-30,607.179
2010-07-30,707.405
2010-08-31,673.075
2010-09-30,782.36
2010-10-29,823.472
2010-11-30,761.159
2010-12-31,903.769
2011-01-31,894.809
2011-02-28,955.556
2011-03-31,965.634
2011-04-29,1022.489
2011-05-31,971.657
2011-06-30,929.93
2011-07-29,917.954
2011-08-31,843.677
2011-09-30,705.024
2011-10-31,829.135
2011-11-30,785.347
2011-12-30,768.628
2012-01-31,810.243
2012-02-29,927.067
2012-03-30,895.011
2012-04-30,878.447
2012-05-31,743.856
2012-06-29,808.328
2012-07-31,835.334
2012-08-31,890.487
2012-09-28,920.933
2012-10-31,911.515
2012-11-30,915.534
2012-12-31,935.973
2013-01-31,994.944
2013-02-28,964.765
2013-03-29,944.38
2013-04-30,969.107
2013-05-31,969.587
2013-06-28,892.702
2013-07-31,972.056
2013-08-30,946.468
2013-09-30,969.773
2013-10-31,1035.398
2013-11-29,1018.253
2013-12-31,1035.243
2014-01-31,966.76
2014-02-28,1048.697
2014-03-31,1058.566
2014-04-30,1092.959
2014-05-30,1135.625
2014-06-30,1134.297
2014-07-31,1086.566
2014-08-29,1102.696
2014-09-30,1044.086
2014-10-31,945.338
2014-11-28,862.826
2014-12-31,810.821
2015-01-30,808.851
2015-02-27,848.165
2015-03-31,800.343
2015-04-30,896.083
2015-05-29,865.915
2015-06-30,835.227
2015-07-31,812.403
2015-08-31,728.267
2015-09-30,697.043
2015-10-30,736.79
2015-11-30,737.402
2015-12-31,692.28
2016-01-29,648.95
2016-02-29,663.89
2016-03-31,709.771
2016-04-29,765.455
2016-05-31,747.742
2016-06-30,730.947
2016-07-29,734.464
2016-08-31,746.428
2016-09-30,783.672
2016-10-31,782.109
2016-11-30,781.24
2016-12-30,809.707
2017-01-31,855.194
2017-02-28,837.373
2017-03-31,812.484
2017-04-28,821.603
2017-05-31,847.105
2017-06-30,838.099
2017-07-31,934.124
2017-08-31,957.803
2017-09-29,991.945
2017-10-31,994.216
2017-11-30,966.858
2017-12-29,998.768
2018-01-31,1059.601
2018-02-28,1044.658
2018-03-30,1025.692
2018-04-30,1075.1
2018-05-31,1067.632
2018-06-29,1079.843
2018-07-31,1095.735
2018-08-31,1080.085
2018-09-28,1146.031
2018-10-31,1052.561
2018-11-30,987.95
2018-12-31,911.294
2019-01-31,979.103
2019-02-28,998.354
2019-03-29,988.838
2019-04-30,1008.684
2019-05-31,956.805
2019-06-28,998.438
2019-07-31,961.423
2019-08-30,922.492
2019-09-30,952.344
2019-10-31,954.093
2019-11-29,954.847
2019-12-31,1030.567
2020-01-31,960.789
2020-02-28,852.114
2020-03-31,653.575
2020-04-30,731.874
2020-05-29,787.803
2020-06-30,789.634
2020-07-31,868.562
2020-08-31,942.485
2020-09-30,870.386
2020-10-30,808.145
2020-11-30,999.394
2020-12-31,1080.067
2021-01-29,1077.756
2021-02-26,1111.781
2021-03-31,1180.255
2021-04-30,1229.833
2021-05-31,1261.354
2021-06-30,1226.824
2021-07-30,1207.716
2021-08-31,1237.708
2021-09-30,1253.091
2021-10-29,1324.23
2021-11-30,1216.04
2021-12-31,1277.643
2022-01-31,1234.895
2022-02-28,1275.222
2022-03-31,1344.545
2022-04-29,1245.539
2022-05-31,1271.952
2022-06-30,1101.245
2022-07-29,1195.947
2022-08-31,1163.269
2022-09-30,935.353
2022-10-31,1039.886
2022-11-30,1125.587
2022-12-30,1113.779
2023-01-31,1110.919
2023-02-28,1116.191
2023-03-31,1060.722
2023-04-28,1065.499
2023-05-31,992.476
2023-06-30,1041.734
2023-07-31,1130.973
2023-08-31,1087.791
2023-09-29,1117.112
2023-10-31,1055.104
2023-11-30,1105.645
2023-12-29,1177.01
2024-01-31,1122.414
2024-02-29,1102.913
2024-03-29,1129.805
2024-04-30,1142.616
2024-05-31,1264.33
2024-06-28,1231.741
2024-07-31,1230.796
2024-08-30,1247.577
2024-09-30,1236.457
2024-10-31,1196.584
2024-11-29,1204.831
2024-12-31,1149.196
2025-01-31,1233.738
2025-02-28,1221.448
2025-03-31,1321.648
2025-04-30,1315.215
2025-05-30,1399.789
2025-06-30,1464.026
2025-07-31,1441.832
2025-08-29,1496.008
