Date,NORWAY IMI IMI (Large+Mid+Small Cap)
2001-05-14,248.386
2001-05-15,250.974
2001-05-16,249.983
2001-05-17,250.007
2001-05-18,255.707
2001-05-21,259.657
2001-05-22,256.737
2001-05-23,253.919
2001-05-24,254.04
2001-05-25,256.626
2001-05-28,256.74
2001-05-29,252.659
2001-05-30,251.414
2001-05-31,247.927
2001-06-01,245.898
2001-06-04,246.208
2001-06-05,247.86
2001-06-06,248.036
2001-06-07,247.595
2001-06-08,247.902
2001-06-11,243.371
2001-06-12,239.145
2001-06-13,244.542
2001-06-14,242.218
2001-06-15,241.733
2001-06-18,242.1
2001-06-19,244.998
2001-06-20,241.381
2001-06-21,240.19
2001-06-22,241.056
2001-06-25,241.216
2001-06-26,237.649
2001-06-27,237.469
2001-06-28,235.607
2001-06-29,235.548
2001-07-02,234.729
2001-07-03,235.262
2001-07-04,234.838
2001-07-05,232.032
2001-07-06,233.151
2001-07-09,234.22
2001-07-10,232.595
2001-07-11,230.7
2001-07-12,230.083
2001-07-13,228.201
2001-07-16,226.856
2001-07-17,222.666
2001-07-18,225.849
2001-07-19,229.768
2001-07-20,229.701
2001-07-23,231.532
2001-07-24,230.51
2001-07-25,229.587
2001-07-26,230.908
2001-07-27,232.154
2001-07-30,233.91
2001-07-31,233.665
2001-08-01,235.953
2001-08-02,237.425
2001-08-03,236.242
2001-08-06,234.736
2001-08-07,232.578
2001-08-08,230.293
2001-08-09,231.836
2001-08-10,232.512
2001-08-13,232.459
2001-08-14,233.163
2001-08-15,234.484
2001-08-16,234.565
2001-08-17,233.398
2001-08-20,230.707
2001-08-21,232.404
2001-08-22,232.952
2001-08-23,228.862
2001-08-24,231.76
2001-08-27,230.059
2001-08-28,229.746
2001-08-29,228.16
2001-08-30,227.442
2001-08-31,225.722
2001-09-03,223.721
2001-09-04,224.099
2001-09-05,224.767
2001-09-06,224.083
2001-09-07,223.331
2001-09-10,217.265
2001-09-11,228.055
2001-09-12,214.486
2001-09-13,215.293
2001-09-14,214.778
2001-09-17,213.908
2001-09-18,211.955
2001-09-19,209.545
2001-09-20,200.724
2001-09-21,188.877
2001-09-24,193.134
2001-09-25,197.527
2001-09-26,197.522
2001-09-27,197.322
2001-09-28,198.799
2001-10-01,196.013
2001-10-02,195.807
2001-10-03,196.056
2001-10-04,196.768
2001-10-05,195.796
2001-10-08,194.735
2001-10-09,196.627
2001-10-10,198.284
2001-10-11,201.067
2001-10-12,200.916
2001-10-15,197.469
2001-10-16,198.77
2001-10-17,203.209
2001-10-18,199.127
2001-10-19,194.814
2001-10-22,196.248
2001-10-23,198.654
2001-10-24,200.538
2001-10-25,197.589
2001-10-26,200.374
2001-10-29,205.515
2001-10-30,205.75
2001-10-31,203.523
2001-11-01,203.197
2001-11-02,201.947
2001-11-05,205.171
2001-11-06,205.364
2001-11-07,207.352
2001-11-08,208.447
2001-11-09,211.118
2001-11-12,207.08
2001-11-13,210.348
2001-11-14,210.926
2001-11-15,205.926
2001-11-16,203.685
2001-11-19,202.016
2001-11-20,205.885
2001-11-21,202.934
2001-11-22,206.782
2001-11-23,203.188
2001-11-26,203.275
2001-11-27,204.793
2001-11-28,205.088
2001-11-29,206.123
2001-11-30,207.935
2001-12-03,206.54
2001-12-04,209.717
2001-12-05,211.773
2001-12-06,213.151
2001-12-07,212.121
2001-12-10,210.161
2001-12-11,210.626
2001-12-12,212.99
2001-12-13,209.563
2001-12-14,210.227
2001-12-17,209.225
2001-12-18,210.611
2001-12-19,208.795
2001-12-20,210.56
2001-12-21,209.994
2001-12-24,207.313
2001-12-25,207.313
2001-12-26,207.594
2001-12-27,214.95
2001-12-28,216.104
2001-12-31,217.648
2002-01-01,217.648
2002-01-02,220.704
2002-01-03,222.595
2002-01-04,222.233
2002-01-07,221.165
2002-01-08,219.204
2002-01-09,220.694
2002-01-10,219.927
2002-01-11,218.775
2002-01-14,217.822
2002-01-15,213.764
2002-01-16,209.996
2002-01-17,212.112
2002-01-18,211.276
2002-01-21,210.474
2002-01-22,211.591
2002-01-23,210.123
2002-01-24,212.268
2002-01-25,209.342
2002-01-28,211.077
2002-01-29,210.232
2002-01-30,207.692
2002-01-31,209.129
2002-02-01,209.865
2002-02-04,210.877
2002-02-05,209.481
2002-02-06,210.264
2002-02-07,210.157
2002-02-08,208.864
2002-02-11,211.187
2002-02-12,211.026
2002-02-13,212.295
2002-02-14,213.822
2002-02-15,214.956
2002-02-18,213.696
2002-02-19,212.336
2002-02-20,210.682
2002-02-21,212.394
2002-02-22,215.292
2002-02-25,214.72
2002-02-26,215.747
2002-02-27,218.928
2002-02-28,219.027
2002-03-01,220.111
2002-03-04,222.955
2002-03-05,224.825
2002-03-06,224.752
2002-03-07,231.386
2002-03-08,234.058
2002-03-11,231.834
2002-03-12,231.101
2002-03-13,230.343
2002-03-14,232.724
2002-03-15,233.395
2002-03-18,233.93
2002-03-19,236.533
2002-03-20,236.082
2002-03-21,237.92
2002-03-22,237.87
2002-03-25,237.087
2002-03-26,237.088
2002-03-27,238.224
2002-03-28,238.344
2002-03-29,238.344
2002-04-01,240.142
2002-04-02,243.888
2002-04-03,244.36
2002-04-04,241.067
2002-04-05,239.463
2002-04-08,238.855
2002-04-09,238.477
2002-04-10,237.939
2002-04-11,239.909
2002-04-12,238.62
2002-04-15,239.48
2002-04-16,241.961
2002-04-17,243.811
2002-04-18,245.723
2002-04-19,244.383
2002-04-22,242.739
2002-04-23,242.291
2002-04-24,242.846
2002-04-25,240.679
2002-04-26,240.991
2002-04-29,240.5
2002-04-30,242.17
2002-05-01,243.663
2002-05-02,248.032
2002-05-03,249.696
2002-05-06,248.423
2002-05-07,243.271
2002-05-08,246.576
2002-05-09,247.011
2002-05-10,249.748
2002-05-13,250.493
2002-05-14,251.558
2002-05-15,250.945
2002-05-16,254.208
2002-05-17,256.924
2002-05-20,257.681
2002-05-21,255.808
2002-05-22,255.708
2002-05-23,254.983
2002-05-24,254.989
2002-05-27,254.414
2002-05-28,256.453
2002-05-29,251.394
2002-05-30,250.012
2002-05-31,247.309
2002-06-03,249.001
2002-06-04,243.724
2002-06-05,242.49
2002-06-06,246.081
2002-06-07,239.287
2002-06-10,240.906
2002-06-11,244.024
2002-06-12,244.992
2002-06-13,245.009
2002-06-14,238.558
2002-06-17,243.016
2002-06-18,245.197
2002-06-19,245.887
2002-06-20,241.547
2002-06-21,240.782
2002-06-24,237.704
2002-06-25,238.862
2002-06-26,231.186
2002-06-27,238.076
2002-06-28,239.961
2002-07-01,242.921
2002-07-02,242.298
2002-07-03,238.211
2002-07-04,238.661
2002-07-05,241.745
2002-07-08,246.678
2002-07-09,246.996
2002-07-10,243.367
2002-07-11,241.538
2002-07-12,237.401
2002-07-15,239.66
2002-07-16,238.277
2002-07-17,240.857
2002-07-18,240.072
2002-07-19,235.765
2002-07-22,223.943
2002-07-23,212.029
2002-07-24,200.315
2002-07-25,209.669
2002-07-26,208.248
2002-07-29,210.378
2002-07-30,215.335
2002-07-31,216.511
2002-08-01,215.934
2002-08-02,213.117
2002-08-05,207.543
2002-08-06,203.801
2002-08-07,207.265
2002-08-08,210.027
2002-08-09,212.335
2002-08-12,211.279
2002-08-13,213.828
2002-08-14,213.381
2002-08-15,214.852
2002-08-16,214.818
2002-08-19,213.0
2002-08-20,213.914
2002-08-21,214.823
2002-08-22,215.696
2002-08-23,214.666
2002-08-26,213.513
2002-08-27,215.595
2002-08-28,213.094
2002-08-29,209.534
2002-08-30,211.162
2002-09-02,210.118
2002-09-03,206.19
2002-09-04,203.442
2002-09-05,199.351
2002-09-06,202.407
2002-09-09,199.614
2002-09-10,198.99
2002-09-11,200.919
2002-09-12,200.802
2002-09-13,198.441
2002-09-16,196.146
2002-09-17,194.69
2002-09-18,191.071
2002-09-19,185.351
2002-09-20,185.478
2002-09-23,184.1
2002-09-24,178.656
2002-09-25,179.996
2002-09-26,183.566
2002-09-27,182.561
2002-09-30,182.141
2002-10-01,182.076
2002-10-02,184.478
2002-10-03,186.593
2002-10-04,186.502
2002-10-07,184.192
2002-10-08,182.92
2002-10-09,183.045
2002-10-10,182.792
2002-10-11,190.7
2002-10-14,191.555
2002-10-15,195.688
2002-10-16,192.746
2002-10-17,191.928
2002-10-18,188.216
2002-10-21,190.047
2002-10-22,187.203
2002-10-23,185.772
2002-10-24,186.184
2002-10-25,186.115
2002-10-28,186.582
2002-10-29,182.567
2002-10-30,183.966
2002-10-31,189.044
2002-11-01,188.634
2002-11-04,194.062
2002-11-05,194.211
2002-11-06,193.938
2002-11-07,195.555
2002-11-08,194.887
2002-11-11,194.06
2002-11-12,192.581
2002-11-13,192.795
2002-11-14,191.834
2002-11-15,193.248
2002-11-18,194.882
2002-11-19,193.206
2002-11-20,190.266
2002-11-21,193.282
2002-11-22,193.445
2002-11-25,191.969
2002-11-26,192.237
2002-11-27,194.35
2002-11-28,198.884
2002-11-29,203.021
2002-12-02,206.177
2002-12-03,201.987
2002-12-04,203.367
2002-12-05,199.961
2002-12-06,191.443
2002-12-09,190.984
2002-12-10,192.269
2002-12-11,192.369
2002-12-12,193.433
2002-12-13,193.408
2002-12-16,192.959
2002-12-17,194.755
2002-12-18,195.639
2002-12-19,196.903
2002-12-20,197.907
2002-12-23,196.43
2002-12-24,197.33
2002-12-25,197.33
2002-12-26,197.543
2002-12-27,198.199
2002-12-30,198.041
2002-12-31,198.954
2003-01-01,198.954
2003-01-02,200.129
2003-01-03,204.195
2003-01-06,204.415
2003-01-07,204.123
2003-01-08,199.86
2003-01-09,201.381
2003-01-10,203.599
2003-01-13,205.598
2003-01-14,205.13
2003-01-15,206.87
2003-01-16,208.65
2003-01-17,207.491
2003-01-20,207.914
2003-01-21,204.976
2003-01-22,202.254
2003-01-23,201.436
2003-01-24,202.311
2003-01-27,193.528
2003-01-28,190.897
2003-01-29,188.386
2003-01-30,190.031
2003-01-31,189.556
2003-02-03,188.339
2003-02-04,187.956
2003-02-05,186.928
2003-02-06,185.871
2003-02-07,186.252
2003-02-10,183.355
2003-02-11,184.342
2003-02-12,183.203
2003-02-13,180.247
2003-02-14,179.187
2003-02-17,179.13
2003-02-18,179.294
2003-02-19,177.743
2003-02-20,175.272
2003-02-21,174.939
2003-02-24,172.303
2003-02-25,167.167
2003-02-26,167.797
2003-02-27,166.234
2003-02-28,171.325
2003-03-03,174.942
2003-03-04,173.851
2003-03-05,174.817
2003-03-06,172.42
2003-03-07,169.362
2003-03-10,169.17
2003-03-11,170.236
2003-03-12,172.332
2003-03-13,173.029
2003-03-14,174.22
2003-03-17,171.206
2003-03-18,169.291
2003-03-19,172.098
2003-03-20,171.65
2003-03-21,173.306
2003-03-24,170.865
2003-03-25,173.548
2003-03-26,173.027
2003-03-27,172.357
2003-03-28,172.181
2003-03-31,172.27
2003-04-01,172.488
2003-04-02,174.104
2003-04-03,174.882
2003-04-04,176.574
2003-04-07,182.276
2003-04-08,180.842
2003-04-09,182.255
2003-04-10,181.433
2003-04-11,180.957
2003-04-14,181.952
2003-04-15,185.037
2003-04-16,188.085
2003-04-17,188.459
2003-04-18,188.459
2003-04-21,188.425
2003-04-22,188.471
2003-04-23,191.934
2003-04-24,192.615
2003-04-25,192.578
2003-04-28,192.494
2003-04-29,198.406
2003-04-30,199.311
2003-05-01,200.564
2003-05-02,198.774
2003-05-05,200.775
2003-05-06,205.193
2003-05-07,207.064
2003-05-08,205.979
2003-05-09,208.89
2003-05-12,209.747
2003-05-13,209.155
2003-05-14,211.34
2003-05-15,213.32
2003-05-16,217.626
2003-05-19,214.221
2003-05-20,214.072
2003-05-21,213.024
2003-05-22,215.616
2003-05-23,218.264
2003-05-26,217.534
2003-05-27,215.225
2003-05-28,218.591
2003-05-29,220.148
2003-05-30,219.593
2003-06-02,223.578
2003-06-03,221.07
2003-06-04,223.524
2003-06-05,222.961
2003-06-06,225.237
2003-06-09,225.656
2003-06-10,222.218
2003-06-11,225.699
2003-06-12,223.194
2003-06-13,222.344
2003-06-16,223.654
2003-06-17,225.913
2003-06-18,223.665
2003-06-19,229.897
2003-06-20,225.79
2003-06-23,224.275
2003-06-24,222.138
2003-06-25,221.065
2003-06-26,218.734
2003-06-27,220.746
2003-06-30,219.56
2003-07-01,220.267
2003-07-02,222.586
2003-07-03,222.503
2003-07-04,221.407
2003-07-07,221.904
2003-07-08,219.581
2003-07-09,217.626
2003-07-10,215.25
2003-07-11,218.425
2003-07-14,221.237
2003-07-15,221.746
2003-07-16,222.851
2003-07-17,220.308
2003-07-18,220.28
2003-07-21,221.743
2003-07-22,221.394
2003-07-23,226.474
2003-07-24,231.291
2003-07-25,234.726
2003-07-28,234.096
2003-07-29,234.871
2003-07-30,232.652
2003-07-31,233.435
2003-08-01,234.603
2003-08-04,234.966
2003-08-05,235.97
2003-08-06,235.383
2003-08-07,235.868
2003-08-08,237.905
2003-08-11,235.531
2003-08-12,235.342
2003-08-13,234.929
2003-08-14,234.579
2003-08-15,236.072
2003-08-18,234.486
2003-08-19,233.051
2003-08-20,232.587
2003-08-21,232.211
2003-08-22,231.11
2003-08-25,229.783
2003-08-26,227.237
2003-08-27,228.318
2003-08-28,231.319
2003-08-29,236.256
2003-09-01,238.948
2003-09-02,235.74
2003-09-03,236.978
2003-09-04,240.07
2003-09-05,240.476
2003-09-08,242.878
2003-09-09,244.105
2003-09-10,240.9
2003-09-11,239.627
2003-09-12,240.31
2003-09-15,241.636
2003-09-16,241.033
2003-09-17,244.318
2003-09-18,243.82
2003-09-19,244.276
2003-09-22,240.68
2003-09-23,242.788
2003-09-24,245.301
2003-09-25,241.178
2003-09-26,235.196
2003-09-29,238.929
2003-09-30,234.891
2003-10-01,240.096
2003-10-02,242.021
2003-10-03,243.49
2003-10-06,245.387
2003-10-07,244.677
2003-10-08,247.171
2003-10-09,247.495
2003-10-10,251.04
2003-10-13,251.107
2003-10-14,251.492
2003-10-15,253.17
2003-10-16,253.747
2003-10-17,253.049
2003-10-20,250.839
2003-10-21,252.194
2003-10-22,254.123
2003-10-23,251.686
2003-10-24,253.66
2003-10-27,255.916
2003-10-28,256.161
2003-10-29,257.628
2003-10-30,263.657
2003-10-31,263.028
2003-11-03,261.883
2003-11-04,262.442
2003-11-05,259.867
2003-11-06,262.282
2003-11-07,266.663
2003-11-10,266.751
2003-11-11,265.13
2003-11-12,270.042
2003-11-13,271.3
2003-11-14,272.663
2003-11-17,268.76
2003-11-18,269.806
2003-11-19,268.404
2003-11-20,268.823
2003-11-21,271.716
2003-11-24,271.337
2003-11-25,272.069
2003-11-26,273.808
2003-11-27,274.205
2003-11-28,275.338
2003-12-01,276.401
2003-12-02,280.724
2003-12-03,283.247
2003-12-04,282.047
2003-12-05,284.946
2003-12-08,286.302
2003-12-09,290.399
2003-12-10,288.796
2003-12-11,286.056
2003-12-12,287.496
2003-12-15,289.803
2003-12-16,289.215
2003-12-17,286.784
2003-12-18,288.35
2003-12-19,290.165
2003-12-22,291.514
2003-12-23,292.038
2003-12-24,291.251
2003-12-25,291.251
2003-12-26,290.84
2003-12-29,293.665
2003-12-30,294.651
2003-12-31,297.55
2004-01-01,297.55
2004-01-02,301.778
2004-01-05,305.736
2004-01-06,306.444
2004-01-07,302.468
2004-01-08,301.651
2004-01-09,305.566
2004-01-12,309.477
2004-01-13,312.554
2004-01-14,313.5
2004-01-15,307.44
2004-01-16,304.254
2004-01-19,306.51
2004-01-20,313.243
2004-01-21,315.835
2004-01-22,321.737
2004-01-23,316.906
2004-01-26,313.212
2004-01-27,314.018
2004-01-28,306.094
2004-01-29,299.117
2004-01-30,302.318
2004-02-02,302.844
2004-02-03,303.058
2004-02-04,305.186
2004-02-05,306.126
2004-02-06,307.643
2004-02-09,313.983
2004-02-10,310.265
2004-02-11,311.952
2004-02-12,318.619
2004-02-13,315.447
2004-02-16,315.138
2004-02-17,320.006
2004-02-18,323.415
2004-02-19,328.076
2004-02-20,328.363
2004-02-23,331.223
2004-02-24,329.567
2004-02-25,326.291
2004-02-26,326.005
2004-02-27,332.02
2004-03-01,340.43
2004-03-02,338.134
2004-03-03,333.086
2004-03-04,333.631
2004-03-05,342.163
2004-03-08,343.923
2004-03-09,340.707
2004-03-10,329.905
2004-03-11,326.764
2004-03-12,328.255
2004-03-15,322.409
2004-03-16,328.532
2004-03-17,327.261
2004-03-18,330.463
2004-03-19,330.039
2004-03-22,323.863
2004-03-23,326.276
2004-03-24,324.207
2004-03-25,321.61
2004-03-26,320.779
2004-03-29,325.786
2004-03-30,320.713
2004-03-31,326.418
2004-04-01,328.237
2004-04-02,329.802
2004-04-05,331.384
2004-04-06,329.765
2004-04-07,336.074
2004-04-08,334.662
2004-04-09,334.662
2004-04-12,331.802
2004-04-13,334.959
2004-04-14,330.286
2004-04-15,332.546
2004-04-16,334.839
2004-04-19,333.314
2004-04-20,332.613
2004-04-21,329.92
2004-04-22,327.752
2004-04-23,327.622
2004-04-26,327.521
2004-04-27,329.361
2004-04-28,325.231
2004-04-29,320.845
2004-04-30,315.455
2004-05-03,314.42
2004-05-04,321.402
2004-05-05,328.033
2004-05-06,325.746
2004-05-07,316.826
2004-05-10,303.766
2004-05-11,304.265
2004-05-12,307.888
2004-05-13,310.756
2004-05-14,310.916
2004-05-17,312.222
2004-05-18,309.521
2004-05-19,313.922
2004-05-20,311.906
2004-05-21,314.515
2004-05-24,316.391
2004-05-25,321.408
2004-05-26,324.555
2004-05-27,329.237
2004-05-28,329.198
2004-05-31,329.198
2004-06-01,332.136
2004-06-02,334.458
2004-06-03,332.659
2004-06-04,333.765
2004-06-07,338.257
2004-06-08,338.551
2004-06-09,333.457
2004-06-10,329.912
2004-06-11,328.126
2004-06-14,326.67
2004-06-15,328.12
2004-06-16,328.41
2004-06-17,331.417
2004-06-18,337.879
2004-06-21,335.259
2004-06-22,334.609
2004-06-23,337.118
2004-06-24,341.693
2004-06-25,346.37
2004-06-28,344.622
2004-06-29,342.417
2004-06-30,341.48
2004-07-01,342.786
2004-07-02,340.896
2004-07-05,342.611
2004-07-06,344.708
2004-07-07,342.794
2004-07-08,342.426
2004-07-09,343.676
2004-07-12,342.646
2004-07-13,340.107
2004-07-14,339.081
2004-07-15,339.002
2004-07-16,341.041
2004-07-19,337.072
2004-07-20,335.143
2004-07-21,333.991
2004-07-22,332.049
2004-07-23,329.289
2004-07-26,328.782
2004-07-27,327.021
2004-07-28,329.257
2004-07-29,333.03
2004-07-30,333.286
2004-08-02,335.981
2004-08-03,338.215
2004-08-04,338.16
2004-08-05,335.258
2004-08-06,334.535
2004-08-09,333.473
2004-08-10,336.638
2004-08-11,330.254
2004-08-12,334.617
2004-08-13,342.651
2004-08-16,345.347
2004-08-17,346.382
2004-08-18,343.442
2004-08-19,349.494
2004-08-20,350.409
2004-08-23,349.444
2004-08-24,345.187
2004-08-25,343.631
2004-08-26,344.316
2004-08-27,343.126
2004-08-30,343.934
2004-08-31,343.167
2004-09-01,347.518
2004-09-02,354.081
2004-09-03,352.392
2004-09-06,352.3
2004-09-07,350.736
2004-09-08,350.466
2004-09-09,354.738
2004-09-10,357.667
2004-09-13,354.564
2004-09-14,355.563
2004-09-15,352.889
2004-09-16,355.587
2004-09-17,359.712
2004-09-20,358.795
2004-09-21,364.127
2004-09-22,365.427
2004-09-23,370.907
2004-09-24,372.022
2004-09-27,374.969
2004-09-28,378.892
2004-09-29,377.856
2004-09-30,381.419
2004-10-01,390.735
2004-10-04,392.603
2004-10-05,394.847
2004-10-06,394.449
2004-10-07,398.796
2004-10-08,399.92
2004-10-11,398.742
2004-10-12,392.473
2004-10-13,388.771
2004-10-14,388.305
2004-10-15,387.614
2004-10-18,390.921
2004-10-19,391.404
2004-10-20,389.91
2004-10-21,396.898
2004-10-22,401.548
2004-10-25,397.854
2004-10-26,393.053
2004-10-27,395.371
2004-10-28,390.559
2004-10-29,390.558
2004-11-01,395.346
2004-11-02,392.002
2004-11-03,398.961
2004-11-04,401.169
2004-11-05,405.138
2004-11-08,406.251
2004-11-09,405.368
2004-11-10,403.402
2004-11-11,405.907
2004-11-12,409.842
2004-11-15,412.888
2004-11-16,412.627
2004-11-17,416.639
2004-11-18,418.327
2004-11-19,423.469
2004-11-22,421.189
2004-11-23,428.643
2004-11-24,433.003
2004-11-25,439.746
2004-11-26,441.429
2004-11-29,446.782
2004-11-30,444.253
2004-12-01,445.28
2004-12-02,433.357
2004-12-03,432.628
2004-12-06,438.242
2004-12-07,441.576
2004-12-08,425.544
2004-12-09,424.734
2004-12-10,427.868
2004-12-13,429.396
2004-12-14,431.011
2004-12-15,437.398
2004-12-16,436.677
2004-12-17,431.532
2004-12-20,442.069
2004-12-21,444.096
2004-12-22,442.983
2004-12-23,447.431
2004-12-24,448.319
2004-12-27,452.675
2004-12-28,448.59
2004-12-29,448.619
2004-12-30,451.371
2004-12-31,451.345
2005-01-03,449.929
2005-01-04,438.551
2005-01-05,432.542
2005-01-06,431.045
2005-01-07,432.174
2005-01-10,437.711
2005-01-11,439.145
2005-01-12,442.093
2005-01-13,443.848
2005-01-14,442.948
2005-01-17,446.751
2005-01-18,447.815
2005-01-19,446.393
2005-01-20,436.577
2005-01-21,441.264
2005-01-24,442.097
2005-01-25,443.582
2005-01-26,443.782
2005-01-27,443.766
2005-01-28,441.668
2005-01-31,442.013
2005-02-01,446.846
2005-02-02,452.897
2005-02-03,450.184
2005-02-04,453.473
2005-02-07,452.104
2005-02-08,443.859
2005-02-09,445.676
2005-02-10,447.776
2005-02-11,450.919
2005-02-14,455.98
2005-02-15,459.834
2005-02-16,458.916
2005-02-17,464.922
2005-02-18,466.186
2005-02-21,469.386
2005-02-22,473.149
2005-02-23,474.229
2005-02-24,481.08
2005-02-25,483.585
2005-02-28,491.949
2005-03-01,489.396
2005-03-02,481.3
2005-03-03,487.011
2005-03-04,496.603
2005-03-07,496.251
2005-03-08,500.142
2005-03-09,499.218
2005-03-10,496.166
2005-03-11,499.867
2005-03-14,495.456
2005-03-15,494.999
2005-03-16,494.91
2005-03-17,503.993
2005-03-18,499.994
2005-03-21,495.411
2005-03-22,492.879
2005-03-23,478.213
2005-03-24,475.083
2005-03-25,475.083
2005-03-28,471.38
2005-03-29,471.563
2005-03-30,470.754
2005-03-31,476.188
2005-04-01,479.715
2005-04-04,480.828
2005-04-05,482.721
2005-04-06,484.34
2005-04-07,490.874
2005-04-08,487.486
2005-04-11,488.317
2005-04-12,487.11
2005-04-13,485.582
2005-04-14,478.707
2005-04-15,473.374
2005-04-18,463.247
2005-04-19,468.562
2005-04-20,472.648
2005-04-21,475.863
2005-04-22,479.245
2005-04-25,479.644
2005-04-26,472.625
2005-04-27,461.415
2005-04-28,451.848
2005-04-29,454.36
2005-05-02,453.236
2005-05-03,458.606
2005-05-04,459.411
2005-05-05,458.927
2005-05-06,466.517
2005-05-09,469.527
2005-05-10,470.626
2005-05-11,470.026
2005-05-12,464.545
2005-05-13,453.844
2005-05-16,452.655
2005-05-17,452.839
2005-05-18,458.82
2005-05-19,459.826
2005-05-20,460.055
2005-05-23,459.473
2005-05-24,463.727
2005-05-25,466.33
2005-05-26,474.719
2005-05-27,476.583
2005-05-30,476.627
2005-05-31,471.174
2005-06-01,475.144
2005-06-02,477.941
2005-06-03,478.193
2005-06-06,482.006
2005-06-07,484.097
2005-06-08,488.078
2005-06-09,483.924
2005-06-10,490.952
2005-06-13,485.812
2005-06-14,489.512
2005-06-15,489.785
2005-06-16,493.142
2005-06-17,500.416
2005-06-20,499.602
2005-06-21,500.116
2005-06-22,497.811
2005-06-23,496.703
2005-06-24,503.093
2005-06-27,501.222
2005-06-28,504.27
2005-06-29,507.56
2005-06-30,510.315
2005-07-01,511.174
2005-07-04,517.481
2005-07-05,515.112
2005-07-06,525.724
2005-07-07,516.382
2005-07-08,532.145
2005-07-11,535.04
2005-07-12,536.018
2005-07-13,534.22
2005-07-14,532.799
2005-07-15,522.856
2005-07-18,520.518
2005-07-19,517.411
2005-07-20,518.216
2005-07-21,523.093
2005-07-22,529.735
2005-07-25,536.556
2005-07-26,534.911
2005-07-27,534.838
2005-07-28,538.981
2005-07-29,550.182
2005-08-01,554.417
2005-08-02,561.261
2005-08-03,570.151
2005-08-04,566.016
2005-08-05,560.237
2005-08-08,568.419
2005-08-09,573.36
2005-08-10,575.762
2005-08-11,583.721
2005-08-12,583.394
2005-08-15,576.513
2005-08-16,567.318
2005-08-17,564.924
2005-08-18,557.374
2005-08-19,561.779
2005-08-22,573.742
2005-08-23,572.957
2005-08-24,572.47
2005-08-25,575.887
2005-08-26,578.275
2005-08-29,581.224
2005-08-30,578.302
2005-08-31,593.315
2005-09-01,612.33
2005-09-02,614.493
2005-09-05,607.115
2005-09-06,611.172
2005-09-07,608.037
2005-09-08,601.463
2005-09-09,605.494
2005-09-12,601.849
2005-09-13,595.437
2005-09-14,600.962
2005-09-15,604.181
2005-09-16,604.838
2005-09-19,608.824
2005-09-20,613.94
2005-09-21,616.76
2005-09-22,614.693
2005-09-23,603.199
2005-09-26,594.121
2005-09-27,593.586
2005-09-28,599.088
2005-09-29,604.305
2005-09-30,603.006
2005-10-03,598.186
2005-10-04,593.762
2005-10-05,586.037
2005-10-06,567.446
2005-10-07,566.094
2005-10-10,563.83
2005-10-11,568.758
2005-10-12,569.694
2005-10-13,540.14
2005-10-14,540.437
2005-10-17,545.464
2005-10-18,523.885
2005-10-19,509.674
2005-10-20,526.8
2005-10-21,521.997
2005-10-24,533.798
2005-10-25,542.031
2005-10-26,551.34
2005-10-27,546.646
2005-10-28,539.949
2005-10-31,554.303
2005-11-01,548.832
2005-11-02,554.871
2005-11-03,571.225
2005-11-04,562.038
2005-11-07,559.481
2005-11-08,553.366
