Date,FRANCE LARGE CAP Large Cap
2016-11-30,787.878
2016-12-30,833.103
2017-01-31,835.263
2017-02-28,836.617
2017-03-31,888.258
2017-04-28,935.443
2017-05-31,979.071
2017-06-30,967.109
2017-07-31,993.756
2017-08-31,1003.88
2017-09-29,1046.271
2017-10-31,1065.353
2017-11-30,1067.227
2017-12-29,1062.429
2018-01-31,1137.921
2018-02-28,1086.305
2018-03-30,1070.586
2018-04-30,1127.716
2018-05-31,1078.735
2018-06-29,1068.274
2018-07-31,1109.89
2018-08-31,1087.853
2018-09-28,1106.704
2018-10-31,1004.859
2018-11-30,989.827
2018-12-31,948.351
2019-01-31,1000.696
2019-02-28,1041.957
2019-03-29,1051.312
2019-04-30,1095.804
2019-05-31,1030.396
2019-06-28,1117.664
2019-07-31,1085.467
2019-08-30,1069.267
2019-09-30,1097.707
2019-10-31,1134.537
2019-11-29,1155.472
2019-12-31,1190.571
2020-01-31,1143.0
2020-02-28,1036.381
2020-03-31,861.791
2020-04-30,890.057
2020-05-29,936.119
2020-06-30,990.882
2020-07-31,1015.342
2020-08-31,1060.472
2020-09-30,1013.765
2020-10-30,967.238
2020-11-30,1188.4
2020-12-31,1218.099
2021-01-29,1174.839
2021-02-26,1242.777
2021-03-31,1279.87
2021-04-30,1360.912
2021-05-31,1430.541
2021-06-30,1402.87
2021-07-30,1428.571
2021-08-31,1431.012
2021-09-30,1373.817
2021-10-29,1440.93
2021-11-30,1382.658
2021-12-31,1483.0
2022-01-31,1433.321
2022-02-28,1363.318
2022-03-31,1356.818
2022-04-29,1268.091
2022-05-31,1292.484
2022-06-30,1162.709
2022-07-29,1236.731
2022-08-31,1160.352
2022-09-30,1068.19
2022-10-31,1166.312
2022-11-30,1313.278
2022-12-30,1310.562
2023-01-31,1459.141
2023-02-28,1454.714
2023-03-31,1511.756
2023-04-28,1586.016
2023-05-31,1468.326
2023-06-30,1566.801
2023-07-31,1599.92
2023-08-31,1539.416
2023-09-29,1459.514
2023-10-31,1411.686
2023-11-30,1545.26
2023-12-29,1613.448
2024-01-31,1614.324
2024-02-29,1664.848
2024-03-29,1714.188
2024-04-30,1664.311
2024-05-31,1708.4
2024-06-28,1584.244
2024-07-31,1616.918
2024-08-30,1678.841
2024-09-30,1702.513
2024-10-31,1590.203
2024-11-29,1520.301
2024-12-31,1524.247
2025-01-31,1655.572
2025-02-28,1695.204
2025-03-31,1691.787
2025-04-30,1741.476
2025-05-30,1794.014
2025-06-30,1841.159
2025-07-31,1828.031
2025-08-29,1854.74
2025-09-30,1914.74
2025-10-31,1935.007
2025-11-28,1946.561
