Date,FRANCE LARGE CAP Large Cap
2013-11-29,942.942
2013-12-31,958.347
2014-01-31,909.784
2014-02-28,984.308
2014-03-31,979.731
2014-04-30,1012.575
2014-05-30,1019.253
2014-06-30,1007.059
2014-07-31,945.537
2014-08-29,962.455
2014-09-30,933.893
2014-10-31,889.811
2014-11-28,917.679
2014-12-31,868.332
2015-01-30,870.873
2015-02-27,930.752
2015-03-31,908.692
2015-04-30,954.258
2015-05-29,936.045
2015-06-30,914.977
2015-07-31,967.723
2015-08-31,897.831
2015-09-30,858.784
2015-10-30,934.631
2015-11-30,902.008
2015-12-31,868.14
2016-01-29,828.743
2016-02-29,823.551
2016-03-31,864.892
2016-04-29,881.147
2016-05-31,889.826
2016-06-30,841.093
2016-07-29,881.932
2016-08-31,876.576
2016-09-30,884.447
2016-10-31,883.716
2016-11-30,870.354
2016-12-30,920.936
2017-01-31,923.356
2017-02-28,924.864
2017-03-31,982.508
2017-04-28,1035.696
2017-05-31,1089.26
2017-06-30,1077.399
2017-07-31,1107.225
2017-08-31,1118.504
2017-09-29,1166.225
2017-10-31,1187.706
2017-11-30,1190.012
2017-12-29,1185.466
2018-01-31,1269.753
2018-02-28,1212.174
2018-03-30,1195.223
2018-04-30,1260.504
2018-05-31,1212.87
2018-06-29,1202.59
2018-07-31,1249.513
2018-08-31,1224.703
2018-09-28,1246.437
2018-10-31,1131.946
2018-11-30,1115.226
2018-12-31,1069.385
2019-01-31,1128.501
2019-02-28,1175.048
2019-03-29,1186.322
2019-04-30,1238.41
2019-05-31,1170.496
2019-06-28,1271.162
2019-07-31,1234.861
2019-08-30,1216.432
2019-09-30,1249.299
2019-10-31,1291.216
2019-11-29,1315.335
2019-12-31,1355.724
2020-01-31,1302.099
2020-02-28,1180.639
2020-03-31,982.49
2020-04-30,1014.902
2020-05-29,1069.508
2020-06-30,1133.072
2020-07-31,1162.607
2020-08-31,1214.283
2020-09-30,1161.47
2020-10-30,1108.164
2020-11-30,1361.548
2020-12-31,1396.259
2021-01-29,1347.241
2021-02-26,1425.149
2021-03-31,1468.229
2021-04-30,1562.215
2021-05-31,1647.466
2021-06-30,1616.814
2021-07-30,1646.526
2021-08-31,1649.339
2021-09-30,1590.089
2021-10-29,1667.767
2021-11-30,1600.573
2021-12-31,1716.945
2022-01-31,1659.96
2022-02-28,1578.91
2022-03-31,1571.867
2022-04-29,1470.889
2022-05-31,1505.223
2022-06-30,1355.048
2022-07-29,1441.411
2022-08-31,1352.392
2022-09-30,1245.408
2022-10-31,1359.809
2022-11-30,1531.454
2022-12-30,1529.538
2023-01-31,1703.573
2023-02-28,1698.435
2023-03-31,1765.566
2023-04-28,1854.807
2023-05-31,1723.53
2023-06-30,1840.335
2023-07-31,1879.367
2023-08-31,1808.295
2023-09-29,1714.908
2023-10-31,1658.711
2023-11-30,1816.005
2023-12-29,1896.816
2024-01-31,1898.46
2024-02-29,1957.911
2024-03-29,2016.422
2024-04-30,1960.686
2024-05-31,2019.787
2024-06-28,1874.015
2024-07-31,1912.812
2024-08-30,1986.067
2024-09-30,2014.625
2024-10-31,1881.884
2024-11-29,1799.321
2024-12-31,1804.641
2025-01-31,1960.711
2025-02-28,2007.681
2025-03-31,2004.149
2025-04-30,2065.547
2025-05-30,2137.014
2025-06-30,2194.406
2025-07-31,2178.916
2025-08-29,2210.752
2025-09-30,2283.194
