Date,FRANCE LARGE CAP Large Cap
2002-05-21,436.063
2002-05-22,432.904
2002-05-23,431.906
2002-05-24,433.79
2002-05-27,434.298
2002-05-28,436.751
2002-05-29,437.605
2002-05-30,432.903
2002-05-31,432.821
2002-06-03,429.777
2002-06-04,415.829
2002-06-05,414.984
2002-06-06,419.73
2002-06-07,411.921
2002-06-10,412.052
2002-06-11,419.884
2002-06-12,411.023
2002-06-13,406.921
2002-06-14,396.67
2002-06-17,412.871
2002-06-18,414.158
2002-06-19,410.451
2002-06-20,404.264
2002-06-21,402.648
2002-06-24,391.822
2002-06-25,399.74
2002-06-26,400.506
2002-06-27,402.105
2002-06-28,421.246
2002-07-01,421.022
2002-07-02,401.854
2002-07-03,387.668
2002-07-04,394.845
2002-07-05,409.509
2002-07-08,416.154
2002-07-09,415.074
2002-07-10,395.128
2002-07-11,379.649
2002-07-12,379.443
2002-07-15,364.245
2002-07-16,364.703
2002-07-17,377.289
2002-07-18,384.835
2002-07-19,365.426
2002-07-22,342.719
2002-07-23,329.003
2002-07-24,324.009
2002-07-25,341.201
2002-07-26,339.92
2002-07-29,359.957
2002-07-30,361.352
2002-07-31,364.224
2002-08-01,346.246
2002-08-02,348.175
2002-08-05,335.966
2002-08-06,347.638
2002-08-07,348.477
2002-08-08,361.028
2002-08-09,367.629
2002-08-12,360.471
2002-08-13,363.304
2002-08-14,349.415
2002-08-15,361.606
2002-08-16,363.069
2002-08-19,372.615
2002-08-20,366.061
2002-08-21,372.819
2002-08-22,380.306
2002-08-23,372.853
2002-08-26,366.742
2002-08-27,381.326
2002-08-28,365.294
2002-08-29,356.642
2002-08-30,360.842
2002-09-02,351.234
2002-09-03,339.48
2002-09-04,343.146
2002-09-05,340.312
2002-09-06,350.56
2002-09-09,344.113
2002-09-10,352.602
2002-09-11,362.006
2002-09-12,346.543
2002-09-13,337.886
2002-09-16,334.712
2002-09-17,330.444
2002-09-18,321.865
2002-09-19,316.367
2002-09-20,312.192
2002-09-23,302.231
2002-09-24,295.598
2002-09-25,300.33
2002-09-26,320.527
2002-09-27,319.198
2002-09-30,304.194
2002-10-01,310.286
2002-10-02,323.353
2002-10-03,315.788
2002-10-04,302.278
2002-10-07,299.918
2002-10-08,294.495
2002-10-09,293.028
2002-10-10,304.028
2002-10-11,319.035
2002-10-14,317.725
2002-10-15,337.661
2002-10-16,334.961
2002-10-17,343.301
2002-10-18,340.409
2002-10-21,340.557
2002-10-22,336.959
2002-10-23,321.97
2002-10-24,330.648
2002-10-25,329.975
2002-10-28,337.562
2002-10-29,321.282
2002-10-30,334.674
2002-10-31,345.01
2002-11-01,342.478
2002-11-04,352.863
2002-11-05,357.775
2002-11-06,353.087
2002-11-07,345.941
2002-11-08,341.853
2002-11-11,341.391
2002-11-12,341.843
2002-11-13,338.042
2002-11-14,349.092
2002-11-15,351.139
2002-11-18,357.073
2002-11-19,354.646
2002-11-20,348.99
2002-11-21,361.62
2002-11-22,361.42
2002-11-25,355.957
2002-11-26,347.594
2002-11-27,356.599
2002-11-28,359.671
2002-11-29,358.88
2002-12-02,354.778
2002-12-03,348.24
2002-12-04,347.501
2002-12-05,342.389
2002-12-06,347.639
2002-12-09,339.855
2002-12-10,343.9
2002-12-11,348.975
2002-12-12,345.172
2002-12-13,341.081
2002-12-16,352.45
2002-12-17,352.324
2002-12-18,344.872
2002-12-19,342.359
2002-12-20,346.194
2002-12-23,347.293
2002-12-24,348.332
2002-12-25,348.332
2002-12-26,349.21
2002-12-27,343.256
2002-12-30,347.129
2002-12-31,353.047
2003-01-01,353.047
2003-01-02,363.583
2003-01-03,363.523
2003-01-06,369.395
2003-01-07,361.464
2003-01-08,352.314
2003-01-09,362.416
2003-01-10,363.88
2003-01-13,364.506
2003-01-14,366.855
2003-01-15,362.525
2003-01-16,362.116
2003-01-17,355.452
2003-01-20,351.188
2003-01-21,348.078
2003-01-22,341.572
2003-01-23,341.219
2003-01-24,339.811
2003-01-27,327.616
2003-01-28,328.101
2003-01-29,334.423
2003-01-30,340.23
2003-01-31,342.444
2003-02-03,345.134
2003-02-04,338.087
2003-02-05,339.25
2003-02-06,333.322
2003-02-07,327.867
2003-02-10,323.992
2003-02-11,330.528
2003-02-12,322.921
2003-02-13,323.986
2003-02-14,331.746
2003-02-17,336.365
2003-02-18,342.413
2003-02-19,334.623
2003-02-20,331.203
2003-02-21,334.863
2003-02-24,329.378
2003-02-25,316.377
2003-02-26,314.746
2003-02-27,320.265
2003-02-28,325.623
2003-03-03,329.011
2003-03-04,321.252
2003-03-05,321.494
2003-03-06,319.25
2003-03-07,313.691
2003-03-10,306.825
2003-03-11,304.757
2003-03-12,290.839
2003-03-13,305.303
2003-03-14,322.546
2003-03-17,331.615
2003-03-18,325.634
2003-03-19,329.255
2003-03-20,325.404
2003-03-21,335.549
2003-03-24,319.611
2003-03-25,329.371
2003-03-26,327.682
2003-03-27,321.4
2003-03-28,324.326
2003-03-31,314.962
2003-04-01,317.702
2003-04-02,327.321
2003-04-03,330.653
2003-04-04,335.465
2003-04-07,344.153
2003-04-08,340.531
2003-04-09,340.636
2003-04-10,334.272
2003-04-11,336.086
2003-04-14,341.966
2003-04-15,347.009
2003-04-16,345.245
2003-04-17,347.933
2003-04-18,347.933
2003-04-21,346.433
2003-04-22,352.322
2003-04-23,356.328
2003-04-24,352.011
2003-04-25,347.17
2003-04-28,356.447
2003-04-29,356.456
2003-04-30,362.521
2003-05-01,365.851
2003-05-02,366.944
2003-05-05,372.874
2003-05-06,382.422
2003-05-07,379.071
2003-05-08,371.012
2003-05-09,376.274
2003-05-12,377.715
2003-05-13,376.635
2003-05-14,375.021
2003-05-15,378.918
2003-05-16,383.031
2003-05-19,371.201
2003-05-20,371.682
2003-05-21,373.6
2003-05-22,376.107
2003-05-23,378.494
2003-05-26,379.44
2003-05-27,381.186
2003-05-28,384.121
2003-05-29,389.26
2003-05-30,388.935
2003-06-02,395.916
2003-06-03,395.192
2003-06-04,397.543
2003-06-05,399.094
2003-06-06,401.993
2003-06-09,398.923
2003-06-10,400.588
2003-06-11,408.898
2003-06-12,413.233
2003-06-13,410.483
2003-06-16,421.26
2003-06-17,422.848
2003-06-18,421.525
2003-06-19,415.208
2003-06-20,416.955
2003-06-23,403.749
2003-06-24,401.323
2003-06-25,403.096
2003-06-26,397.716
2003-06-27,396.399
2003-06-30,395.168
2003-07-01,390.041
2003-07-02,395.913
2003-07-03,397.309
2003-07-04,393.145
2003-07-07,402.01
2003-07-08,399.861
2003-07-09,396.548
2003-07-10,391.813
2003-07-11,395.412
2003-07-14,401.118
2003-07-15,397.135
2003-07-16,392.528
2003-07-17,390.009
2003-07-18,390.806
2003-07-21,388.843
2003-07-22,391.308
2003-07-23,393.72
2003-07-24,404.464
2003-07-25,399.091
2003-07-28,404.415
2003-07-29,401.806
2003-07-30,400.676
2003-07-31,400.819
2003-08-01,394.482
2003-08-04,394.298
2003-08-05,400.685
2003-08-06,393.636
2003-08-07,396.003
2003-08-08,398.225
2003-08-11,401.448
2003-08-12,402.545
2003-08-13,402.867
2003-08-14,408.661
2003-08-15,410.162
2003-08-18,409.864
2003-08-19,407.588
2003-08-20,404.728
2003-08-21,401.471
2003-08-22,400.894
2003-08-25,398.15
2003-08-26,392.765
2003-08-27,396.251
2003-08-28,402.374
2003-08-29,403.191
2003-09-01,409.336
2003-09-02,405.792
2003-09-03,411.283
2003-09-04,412.809
2003-09-05,415.502
2003-09-08,420.595
2003-09-09,419.767
2003-09-10,415.586
2003-09-11,416.509
2003-09-12,417.517
2003-09-15,418.657
2003-09-16,420.748
2003-09-17,423.491
2003-09-18,426.828
2003-09-19,424.88
2003-09-22,417.74
2003-09-23,415.672
2003-09-24,415.621
2003-09-25,413.532
2003-09-26,409.304
2003-09-29,408.194
2003-09-30,404.608
2003-10-01,414.897
2003-10-02,413.892
2003-10-03,425.097
2003-10-06,423.844
2003-10-07,424.03
2003-10-08,424.38
2003-10-09,431.944
2003-10-10,431.854
2003-10-13,434.88
2003-10-14,433.474
2003-10-15,434.251
2003-10-16,433.8
2003-10-17,431.053
2003-10-20,432.654
2003-10-21,433.694
2003-10-22,429.428
2003-10-23,424.548
2003-10-24,426.559
2003-10-27,430.086
2003-10-28,432.442
2003-10-29,434.382
2003-10-30,436.412
2003-10-31,432.22
2003-11-03,435.357
2003-11-04,435.347
2003-11-05,430.572
2003-11-06,430.764
2003-11-07,437.256
2003-11-10,434.259
2003-11-11,432.773
2003-11-12,437.543
2003-11-13,440.523
2003-11-14,448.527
2003-11-17,437.623
2003-11-18,441.055
2003-11-19,440.827
2003-11-20,438.168
2003-11-21,443.899
2003-11-24,444.258
2003-11-25,445.436
2003-11-26,450.209
2003-11-27,452.073
2003-11-28,453.909
2003-12-01,461.789
2003-12-02,463.606
2003-12-03,468.647
2003-12-04,466.421
2003-12-05,464.073
2003-12-08,463.69
2003-12-09,466.535
2003-12-10,465.695
2003-12-11,466.447
2003-12-12,471.188
2003-12-15,475.297
2003-12-16,477.213
2003-12-17,478.576
2003-12-18,481.858
2003-12-19,480.507
2003-12-22,482.306
2003-12-23,482.876
2003-12-24,485.644
2003-12-25,485.644
2003-12-26,485.449
2003-12-29,488.377
2003-12-30,491.194
2003-12-31,498.59
2004-01-01,498.59
2004-01-02,503.191
2004-01-05,508.05
2004-01-06,509.123
2004-01-07,501.735
2004-01-08,506.802
2004-01-09,509.108
2004-01-12,505.49
2004-01-13,507.177
2004-01-14,507.349
2004-01-15,506.376
2004-01-16,503.82
2004-01-19,505.816
2004-01-20,509.517
2004-01-21,513.982
2004-01-22,520.499
2004-01-23,519.246
2004-01-26,511.871
2004-01-27,516.805
2004-01-28,517.456
2004-01-29,502.415
2004-01-30,500.903
2004-02-02,505.416
2004-02-03,506.647
2004-02-04,500.543
2004-02-05,503.78
2004-02-06,510.131
2004-02-09,514.469
2004-02-10,515.631
2004-02-11,516.349
2004-02-12,522.752
2004-02-13,515.819
2004-02-16,519.952
2004-02-17,524.992
2004-02-18,526.228
2004-02-19,527.383
2004-02-20,519.424
2004-02-23,519.117
2004-02-24,517.308
2004-02-25,514.942
2004-02-26,511.94
2004-02-27,513.574
2004-03-01,517.687
2004-03-02,516.536
2004-03-03,505.579
2004-03-04,510.232
2004-03-05,518.129
2004-03-08,518.068
2004-03-09,514.523
2004-03-10,510.17
2004-03-11,496.181
2004-03-12,495.874
2004-03-15,485.109
2004-03-16,492.012
2004-03-17,494.929
2004-03-18,493.337
2004-03-19,495.425
2004-03-22,486.961
2004-03-23,483.989
2004-03-24,477.468
2004-03-25,482.727
2004-03-26,482.794
2004-03-29,490.206
2004-03-30,489.675
2004-03-31,494.637
2004-04-01,503.94
2004-04-02,504.818
2004-04-05,504.656
2004-04-06,501.836
2004-04-07,505.287
2004-04-08,502.978
2004-04-09,502.978
2004-04-12,501.565
2004-04-13,499.872
2004-04-14,494.454
2004-04-15,493.941
2004-04-16,502.168
2004-04-19,500.765
2004-04-20,499.688
2004-04-21,493.865
2004-04-22,499.481
2004-04-23,501.174
2004-04-26,498.458
2004-04-27,499.873
2004-04-28,489.344
2004-04-29,489.135
2004-04-30,489.542
2004-05-03,493.302
2004-05-04,498.278
2004-05-05,504.273
2004-05-06,492.334
2004-05-07,485.797
2004-05-10,470.754
2004-05-11,476.142
2004-05-12,474.127
2004-05-13,478.506
2004-05-14,478.326
2004-05-17,477.674
2004-05-18,479.209
2004-05-19,492.291
2004-05-20,483.26
2004-05-21,486.261
2004-05-24,490.048
2004-05-25,493.442
2004-05-26,499.783
2004-05-27,509.881
2004-05-28,503.941
2004-05-31,506.71
2004-06-01,501.111
2004-06-02,506.66
2004-06-03,506.372
2004-06-04,512.401
2004-06-07,518.575
2004-06-08,516.82
2004-06-09,505.899
2004-06-10,507.825
2004-06-11,504.232
2004-06-14,500.088
2004-06-15,505.615
2004-06-16,507.232
2004-06-17,508.377
2004-06-18,515.383
2004-06-21,514.355
2004-06-22,508.756
2004-06-23,510.846
2004-06-24,519.687
2004-06-25,516.468
2004-06-28,522.258
2004-06-29,517.023
2004-06-30,515.342
2004-07-01,512.934
2004-07-02,514.868
2004-07-05,514.508
2004-07-06,511.104
2004-07-07,514.896
2004-07-08,518.822
2004-07-09,518.031
2004-07-12,516.69
2004-07-13,513.567
2004-07-14,514.94
2004-07-15,509.178
2004-07-16,511.894
2004-07-19,508.372
2004-07-20,509.169
2004-07-21,506.885
2004-07-22,499.7
2004-07-23,492.771
2004-07-26,488.988
2004-07-27,488.618
2004-07-28,489.225
2004-07-29,500.397
2004-07-30,499.723
2004-08-02,496.441
2004-08-03,500.808
2004-08-04,495.41
2004-08-05,497.876
2004-08-06,494.56
2004-08-09,490.303
2004-08-10,498.028
2004-08-11,490.46
2004-08-12,490.162
2004-08-13,494.032
2004-08-16,497.683
2004-08-17,498.873
2004-08-18,498.21
2004-08-19,501.255
2004-08-20,499.776
2004-08-23,501.968
2004-08-24,498.99
2004-08-25,498.425
2004-08-26,503.308
2004-08-27,503.802
2004-08-30,503.001
2004-08-31,501.795
2004-09-01,504.483
2004-09-02,505.893
2004-09-03,505.862
2004-09-06,507.273
2004-09-07,505.773
2004-09-08,507.126
2004-09-09,506.425
2004-09-10,515.248
2004-09-13,519.298
2004-09-14,519.213
2004-09-15,511.571
2004-09-16,511.149
2004-09-17,516.386
2004-09-20,513.022
2004-09-21,521.045
2004-09-22,515.286
2004-09-23,512.851
2004-09-24,513.933
2004-09-27,514.203
2004-09-28,517.255
2004-09-29,519.963
2004-09-30,518.131
2004-10-01,529.355
2004-10-04,528.592
2004-10-05,531.081
2004-10-06,529.805
2004-10-07,528.001
2004-10-08,530.628
2004-10-11,527.679
2004-10-12,519.471
2004-10-13,518.835
2004-10-14,519.499
2004-10-15,524.348
2004-10-18,524.274
2004-10-19,530.299
2004-10-20,528.892
2004-10-21,532.096
2004-10-22,532.689
2004-10-25,526.782
2004-10-26,527.802
2004-10-27,536.987
2004-10-28,542.201
2004-10-29,538.544
2004-11-01,543.532
2004-11-02,546.68
2004-11-03,550.522
2004-11-04,553.521
2004-11-05,558.413
2004-11-08,558.762
2004-11-09,555.373
2004-11-10,557.796
2004-11-11,563.701
2004-11-12,565.009
2004-11-15,563.584
2004-11-16,561.69
2004-11-17,571.081
2004-11-18,566.892
2004-11-19,563.746
2004-11-22,559.604
2004-11-23,562.731
2004-11-24,563.288
2004-11-25,571.828
2004-11-26,570.041
2004-11-29,571.214
2004-11-30,567.406
2004-12-01,574.528
2004-12-02,574.692
2004-12-03,574.844
2004-12-06,574.707
2004-12-07,577.686
2004-12-08,568.573
2004-12-09,563.956
2004-12-10,565.531
2004-12-13,574.396
2004-12-14,575.066
2004-12-15,578.931
2004-12-16,574.413
2004-12-17,562.31
2004-12-20,572.201
2004-12-21,571.297
2004-12-22,577.702
2004-12-23,585.192
2004-12-24,587.182
2004-12-27,590.076
2004-12-28,590.536
2004-12-29,590.271
2004-12-30,592.292
2004-12-31,589.501
2005-01-03,588.973
2005-01-04,582.651
2005-01-05,576.763
2005-01-06,576.145
2005-01-07,574.044
2005-01-10,576.033
2005-01-11,574.417
2005-01-12,575.233
2005-01-13,574.791
2005-01-14,573.219
2005-01-17,576.595
2005-01-18,572.941
2005-01-19,572.383
2005-01-20,564.426
2005-01-21,568.363
2005-01-24,570.029
2005-01-25,570.952
2005-01-26,575.664
2005-01-27,575.861
2005-01-28,571.268
2005-01-31,578.526
2005-02-01,581.634
2005-02-02,584.807
2005-02-03,577.533
2005-02-04,580.859
2005-02-07,579.402
2005-02-08,576.487
2005-02-09,575.602
2005-02-10,580.053
2005-02-11,586.534
2005-02-14,589.621
2005-02-15,592.246
2005-02-16,589.799
2005-02-17,592.862
2005-02-18,596.714
2005-02-21,596.752
2005-02-22,600.645
2005-02-23,595.557
2005-02-24,596.113
2005-02-25,604.286
2005-02-28,607.034
2005-03-01,607.135
2005-03-02,605.402
2005-03-03,605.686
2005-03-04,615.872
2005-03-07,615.88
2005-03-08,619.529
2005-03-09,617.176
2005-03-10,614.463
2005-03-11,618.429
2005-03-14,614.269
2005-03-15,616.619
2005-03-16,612.738
2005-03-17,612.859
2005-03-18,612.175
2005-03-21,604.0
2005-03-22,607.359
2005-03-23,596.111
2005-03-24,600.668
2005-03-25,600.668
2005-03-28,596.452
2005-03-29,599.084
2005-03-30,598.583
2005-03-31,600.773
2005-04-01,600.796
2005-04-04,590.561
2005-04-05,596.197
2005-04-06,599.249
2005-04-07,604.539
2005-04-08,601.526
2005-04-11,605.692
2005-04-12,599.091
2005-04-13,602.375
2005-04-14,597.435
2005-04-15,591.485
2005-04-18,582.78
2005-04-19,585.869
2005-04-20,585.521
2005-04-21,587.176
2005-04-22,590.825
2005-04-25,588.317
2005-04-26,587.803
2005-04-27,578.39
2005-04-28,574.899
2005-04-29,574.451
2005-05-02,575.454
2005-05-03,580.134
2005-05-04,588.633
2005-05-05,593.033
2005-05-06,591.219
2005-05-09,588.381
2005-05-10,587.794
2005-05-11,581.911
2005-05-12,582.646
2005-05-13,579.86
2005-05-16,578.501
2005-05-17,578.754
2005-05-18,589.953
2005-05-19,590.832
2005-05-20,588.579
2005-05-23,593.697
2005-05-24,593.514
2005-05-25,593.68
2005-05-26,595.969
2005-05-27,597.163
2005-05-30,596.928
2005-05-31,588.385
2005-06-01,593.303
2005-06-02,595.377
2005-06-03,592.125
2005-06-06,590.186
2005-06-07,595.565
2005-06-08,596.687
2005-06-09,587.43
2005-06-10,588.583
2005-06-13,587.235
2005-06-14,587.114
2005-06-15,588.321
2005-06-16,586.808
2005-06-17,599.399
2005-06-20,591.249
2005-06-21,595.115
2005-06-22,595.893
2005-06-23,593.755
2005-06-24,589.805
2005-06-27,587.497
2005-06-28,589.072
2005-06-29,593.327
2005-06-30,595.0
2005-07-01,593.909
2005-07-04,590.262
2005-07-05,588.849
2005-07-06,594.208
2005-07-07,587.236
2005-07-08,598.195
2005-07-11,607.704
2005-07-12,613.205
2005-07-13,612.352
2005-07-14,617.214
2005-07-15,614.814
2005-07-18,614.249
2005-07-19,619.831
2005-07-20,620.037
2005-07-21,625.477
2005-07-22,623.348
2005-07-25,622.508
2005-07-26,619.994
2005-07-27,622.221
2005-07-28,628.487
2005-07-29,630.596
2005-08-01,634.094
2005-08-02,640.968
2005-08-03,645.541
2005-08-04,642.711
2005-08-05,635.067
2005-08-08,639.414
2005-08-09,646.129
2005-08-10,653.338
2005-08-11,654.381
2005-08-12,649.325
2005-08-15,644.554
2005-08-16,638.714
2005-08-17,636.758
2005-08-18,628.947
2005-08-19,635.914
2005-08-22,639.852
2005-08-23,630.971
2005-08-24,631.587
2005-08-25,626.914
2005-08-26,623.805
2005-08-29,623.396
2005-08-30,618.929
2005-08-31,630.627
2005-09-01,643.335
2005-09-02,644.796
2005-09-05,646.478
2005-09-06,651.117
2005-09-07,651.483
2005-09-08,646.649
2005-09-09,651.148
2005-09-12,643.178
2005-09-13,637.163
2005-09-14,641.102
2005-09-15,637.369
2005-09-16,641.465
2005-09-19,637.884
2005-09-20,643.065
2005-09-21,636.671
2005-09-22,629.794
2005-09-23,629.693
2005-09-26,640.96
2005-09-27,636.625
2005-09-28,644.718
2005-09-29,641.837
2005-09-30,647.288
2005-10-03,642.024
2005-10-04,647.01
2005-10-05,639.878
2005-10-06,641.206
2005-10-07,638.947
2005-10-10,636.275
2005-10-11,636.263
2005-10-12,633.233
2005-10-13,622.195
2005-10-14,630.373
2005-10-17,629.451
2005-10-18,620.154
2005-10-19,611.489
2005-10-20,613.258
2005-10-21,611.682
2005-10-24,617.54
2005-10-25,620.278
2005-10-26,621.758
2005-10-27,613.252
2005-10-28,609.888
2005-10-31,619.417
2005-11-01,619.448
2005-11-02,622.578
2005-11-03,630.113
2005-11-04,619.716
2005-11-07,619.09
2005-11-08,617.447
2005-11-09,613.118
