Date,AUSTRIA LARGE GROWTH Large Cap
2005-07-04,663.379
2005-07-05,670.577
2005-07-06,657.395
2005-07-07,653.142
2005-07-08,649.932
2005-07-11,651.815
2005-07-12,658.565
2005-07-13,650.693
2005-07-14,667.095
2005-07-15,674.167
2005-07-18,671.044
2005-07-19,675.251
2005-07-20,680.55
2005-07-21,681.708
2005-07-22,678.198
2005-07-25,685.104
2005-07-26,658.625
2005-07-27,656.613
2005-07-28,660.678
2005-07-29,679.989
2005-08-01,691.596
2005-08-02,690.294
2005-08-03,725.623
2005-08-04,743.584
2005-08-05,737.549
2005-08-08,736.751
2005-08-09,734.961
2005-08-10,756.775
2005-08-11,754.485
2005-08-12,750.686
2005-08-15,746.67
2005-08-16,744.285
2005-08-17,730.984
2005-08-18,719.853
2005-08-19,723.362
2005-08-22,730.457
2005-08-23,730.027
2005-08-24,729.914
2005-08-25,732.163
2005-08-26,731.438
2005-08-29,729.396
2005-08-30,731.259
2005-08-31,736.857
2005-09-01,757.724
2005-09-02,792.751
2005-09-05,776.779
2005-09-06,785.254
2005-09-07,783.115
2005-09-08,784.222
2005-09-09,786.061
2005-09-12,772.205
2005-09-13,769.965
2005-09-14,767.558
2005-09-15,764.737
2005-09-16,770.21
2005-09-19,750.478
2005-09-20,738.232
2005-09-21,721.95
2005-09-22,712.311
2005-09-23,705.25
2005-09-26,697.606
2005-09-27,689.641
2005-09-28,691.471
2005-09-29,704.292
2005-09-30,715.126
2005-10-03,705.455
2005-10-04,711.887
2005-10-05,699.516
2005-10-06,692.846
2005-10-07,689.558
2005-10-10,674.279
2005-10-11,661.942
2005-10-12,673.383
2005-10-13,658.493
2005-10-14,654.685
2005-10-17,661.413
2005-10-18,672.555
2005-10-19,661.974
2005-10-20,657.122
2005-10-21,652.155
2005-10-24,652.916
2005-10-25,663.649
2005-10-26,662.498
2005-10-27,678.314
2005-10-28,676.607
2005-10-31,692.879
2005-11-01,693.631
2005-11-02,692.341
2005-11-03,696.39
2005-11-04,698.351
2005-11-07,707.289
2005-11-08,702.936
2005-11-09,702.223
2005-11-10,703.784
2005-11-11,703.98
2005-11-14,690.95
2005-11-15,687.741
2005-11-16,680.097
2005-11-17,686.174
2005-11-18,687.188
2005-11-21,682.241
2005-11-22,679.4
2005-11-23,693.907
2005-11-24,699.171
2005-11-25,699.818
2005-11-28,713.674
2005-11-29,708.663
2005-11-30,710.289
2005-12-01,729.191
2005-12-02,728.738
2005-12-05,730.913
2005-12-06,742.445
2005-12-07,759.153
2005-12-08,765.823
2005-12-09,754.983
2005-12-12,734.555
2005-12-13,741.127
2005-12-14,748.755
2005-12-15,743.752
2005-12-16,749.187
2005-12-19,738.802
2005-12-20,732.0
2005-12-21,725.318
2005-12-22,745.5
2005-12-23,739.348
2005-12-26,739.348
2005-12-27,749.368
2005-12-28,755.227
2005-12-29,748.86
2005-12-30,745.793
2006-01-02,755.208
2006-01-03,774.138
2006-01-04,784.094
2006-01-05,783.127
2006-01-06,786.624
2006-01-09,792.952
2006-01-10,776.591
2006-01-11,780.286
2006-01-12,791.451
2006-01-13,783.207
2006-01-16,803.227
2006-01-17,790.704
2006-01-18,783.367
2006-01-19,800.472
2006-01-20,805.228
2006-01-23,838.446
2006-01-24,837.538
2006-01-25,833.221
2006-01-26,834.022
2006-01-27,838.837
2006-01-30,849.653
2006-01-31,835.376
2006-02-01,848.626
2006-02-02,821.681
2006-02-03,803.761
2006-02-06,834.626
2006-02-07,826.996
2006-02-08,818.015
2006-02-09,832.045
2006-02-10,822.292
2006-02-13,801.493
2006-02-14,779.004
2006-02-15,788.072
2006-02-16,818.804
2006-02-17,829.71
2006-02-20,845.596
2006-02-21,847.698
2006-02-22,830.842
2006-02-23,833.841
2006-02-24,832.978
2006-02-27,836.382
2006-02-28,810.141
2006-03-01,807.478
2006-03-02,799.144
2006-03-03,806.543
2006-03-06,819.447
2006-03-07,784.352
2006-03-08,764.087
2006-03-09,774.063
2006-03-10,766.558
2006-03-13,786.879
2006-03-14,780.217
2006-03-15,800.704
2006-03-16,809.887
2006-03-17,820.365
2006-03-20,801.952
2006-03-21,792.874
2006-03-22,792.912
2006-03-23,797.925
2006-03-24,796.318
2006-03-27,784.751
2006-03-28,792.068
2006-03-29,794.467
2006-03-30,820.166
2006-03-31,826.288
2006-04-03,819.219
2006-04-04,832.212
2006-04-05,830.388
2006-04-06,841.326
2006-04-07,823.603
2006-04-10,830.923
2006-04-11,840.213
2006-04-12,834.365
2006-04-13,837.294
2006-04-14,837.294
2006-04-17,850.593
2006-04-18,864.149
2006-04-19,882.508
2006-04-20,880.704
2006-04-21,871.168
2006-04-24,862.862
2006-04-25,877.48
2006-04-26,883.88
2006-04-27,867.246
2006-04-28,854.463
2006-05-01,855.956
2006-05-02,868.493
2006-05-03,870.96
2006-05-04,869.197
2006-05-05,891.593
2006-05-08,875.101
2006-05-09,846.688
2006-05-10,863.384
2006-05-11,866.612
2006-05-12,847.377
2006-05-15,809.533
2006-05-16,785.568
2006-05-17,757.272
2006-05-18,755.265
2006-05-19,751.235
2006-05-22,710.502
2006-05-23,755.705
2006-05-24,753.562
2006-05-25,754.625
2006-05-26,782.922
2006-05-29,782.188
2006-05-30,779.646
2006-05-31,770.428
2006-06-01,783.542
2006-06-02,803.347
2006-06-05,804.031
2006-06-06,754.081
2006-06-07,743.737
2006-06-08,704.366
2006-06-09,698.002
2006-06-12,699.54
2006-06-13,676.033
2006-06-14,693.071
2006-06-15,693.345
2006-06-16,699.507
2006-06-19,710.722
2006-06-20,715.293
2006-06-21,717.574
2006-06-22,722.854
2006-06-23,724.047
2006-06-26,729.982
2006-06-27,736.283
2006-06-28,722.942
2006-06-29,738.114
2006-06-30,774.693
2006-07-03,787.43
2006-07-04,785.313
2006-07-05,779.417
2006-07-06,799.668
2006-07-07,791.633
2006-07-10,781.847
2006-07-11,770.838
2006-07-12,776.242
2006-07-13,767.376
2006-07-14,754.914
2006-07-17,743.538
2006-07-18,739.267
2006-07-19,759.276
2006-07-20,769.442
2006-07-21,751.533
2006-07-24,762.923
2006-07-25,770.189
2006-07-26,785.445
2006-07-27,792.087
2006-07-28,795.408
2006-07-31,791.714
2006-08-01,791.554
2006-08-02,796.964
2006-08-03,784.965
2006-08-04,799.913
2006-08-07,795.876
2006-08-08,794.638
2006-08-09,802.066
2006-08-10,790.261
2006-08-11,780.687
2006-08-14,786.747
2006-08-15,789.339
2006-08-16,809.939
2006-08-17,803.473
2006-08-18,797.127
2006-08-21,796.545
2006-08-22,785.108
2006-08-23,779.916
2006-08-24,777.956
2006-08-25,784.951
2006-08-28,787.206
2006-08-29,780.752
2006-08-30,793.851
2006-08-31,792.087
2006-09-01,798.739
2006-09-04,803.076
2006-09-05,804.404
2006-09-06,783.348
2006-09-07,768.36
2006-09-08,771.379
2006-09-11,757.157
2006-09-12,762.106
2006-09-13,758.15
2006-09-14,774.987
2006-09-15,760.223
2006-09-18,770.606
2006-09-19,765.582
2006-09-20,764.884
2006-09-21,752.653
2006-09-22,749.071
2006-09-25,743.959
2006-09-26,758.848
2006-09-27,790.186
2006-09-28,799.682
2006-09-29,794.093
2006-10-02,787.094
2006-10-03,781.92
2006-10-04,776.435
2006-10-05,795.15
2006-10-06,780.255
2006-10-09,786.851
2006-10-10,801.265
2006-10-11,797.914
2006-10-12,804.148
2006-10-13,818.161
2006-10-16,821.945
2006-10-17,822.781
2006-10-18,825.65
2006-10-19,825.894
2006-10-20,833.545
2006-10-23,830.266
2006-10-24,833.98
2006-10-25,851.535
2006-10-26,857.082
2006-10-27,845.578
2006-10-30,846.066
2006-10-31,852.229
2006-11-01,852.83
2006-11-02,844.223
2006-11-03,844.628
2006-11-06,852.517
2006-11-07,846.65
2006-11-08,849.54
2006-11-09,859.516
2006-11-10,870.425
2006-11-13,867.423
2006-11-14,866.11
2006-11-15,865.128
2006-11-16,869.96
2006-11-17,876.137
2006-11-20,868.747
2006-11-21,873.418
2006-11-22,885.497
2006-11-23,875.065
2006-11-24,871.553
2006-11-27,865.233
2006-11-28,858.527
2006-11-29,885.287
2006-11-30,886.887
2006-12-01,910.706
2006-12-04,936.084
2006-12-05,937.024
2006-12-06,947.04
2006-12-07,950.963
2006-12-08,952.465
2006-12-11,938.5
2006-12-12,940.84
2006-12-13,956.687
2006-12-14,955.925
2006-12-15,967.644
2006-12-18,960.976
2006-12-19,960.826
2006-12-20,974.445
2006-12-21,965.091
2006-12-22,962.581
2006-12-25,962.581
2006-12-26,961.081
2006-12-27,970.895
2006-12-28,972.74
2006-12-29,975.922
2007-01-01,975.922
2007-01-02,1011.793
2007-01-03,1013.584
2007-01-04,995.08
2007-01-05,958.641
2007-01-08,948.173
2007-01-09,960.44
2007-01-10,921.503
2007-01-11,936.214
2007-01-12,948.832
2007-01-15,956.185
2007-01-16,942.683
2007-01-17,937.979
2007-01-18,933.19
2007-01-19,935.909
2007-01-22,945.634
2007-01-23,967.042
2007-01-24,964.08
2007-01-25,970.289
2007-01-26,943.8
2007-01-29,951.632
2007-01-30,956.427
2007-01-31,966.88
2007-02-01,981.029
2007-02-02,975.529
2007-02-05,970.647
2007-02-06,975.309
2007-02-07,981.371
2007-02-08,965.579
2007-02-09,959.981
2007-02-12,951.565
2007-02-13,954.308
2007-02-14,973.77
2007-02-15,980.676
2007-02-16,959.166
2007-02-19,981.97
2007-02-20,962.128
2007-02-21,942.348
2007-02-22,939.917
2007-02-23,943.816
2007-02-26,941.968
2007-02-27,908.928
2007-02-28,895.323
2007-03-01,889.795
2007-03-02,907.124
2007-03-05,901.24
2007-03-06,900.698
2007-03-07,905.959
2007-03-08,935.478
2007-03-09,942.044
2007-03-12,929.642
2007-03-13,925.011
2007-03-14,894.873
2007-03-15,916.529
2007-03-16,913.269
2007-03-19,932.826
2007-03-20,932.803
2007-03-21,942.204
2007-03-22,971.1
2007-03-23,969.33
2007-03-26,972.82
2007-03-27,956.911
2007-03-28,937.712
2007-03-29,946.195
2007-03-30,940.869
2007-04-02,947.96
2007-04-03,951.001
2007-04-04,958.403
2007-04-05,967.334
2007-04-06,967.334
2007-04-09,962.295
2007-04-10,973.8
2007-04-11,977.739
2007-04-12,969.393
2007-04-13,976.85
2007-04-16,988.608
2007-04-17,980.122
2007-04-18,973.358
2007-04-19,968.257
2007-04-20,981.243
2007-04-23,992.15
2007-04-24,988.414
2007-04-25,1005.097
2007-04-26,1010.094
2007-04-27,1019.857
2007-04-30,985.852
2007-05-01,982.168
2007-05-02,972.162
2007-05-03,974.044
2007-05-04,966.367
2007-05-07,965.573
2007-05-08,961.851
2007-05-09,980.745
2007-05-10,957.908
2007-05-11,960.159
2007-05-14,964.176
2007-05-15,972.663
2007-05-16,991.168
2007-05-17,985.18
2007-05-18,999.71
2007-05-21,986.09
2007-05-22,979.467
2007-05-23,1000.703
2007-05-24,989.191
2007-05-25,989.675
2007-05-28,989.675
2007-05-29,996.567
2007-05-30,988.257
2007-05-31,1000.0
2007-06-01,1001.541
2007-06-04,1012.468
2007-06-05,1008.465
2007-06-06,992.977
2007-06-07,990.475
2007-06-08,978.873
2007-06-11,995.739
2007-06-12,976.517
2007-06-13,974.608
2007-06-14,996.531
2007-06-15,1008.848
2007-06-18,1007.616
2007-06-19,1000.816
2007-06-20,1005.483
2007-06-21,994.182
2007-06-22,998.189
2007-06-25,985.623
2007-06-26,985.149
2007-06-27,972.383
2007-06-28,975.129
2007-06-29,981.166
2007-07-02,983.688
2007-07-03,998.456
2007-07-04,1000.538
2007-07-05,993.934
2007-07-06,1003.761
2007-07-09,1003.754
2007-07-10,1000.185
2007-07-11,997.746
2007-07-12,999.072
2007-07-13,1007.954
2007-07-16,1014.229
2007-07-17,1007.301
2007-07-18,1006.811
2007-07-19,1008.075
2007-07-20,996.018
2007-07-23,1006.395
2007-07-24,989.259
2007-07-25,983.937
2007-07-26,939.962
2007-07-27,931.43
2007-07-30,924.678
2007-07-31,955.679
2007-08-01,941.528
2007-08-02,954.996
2007-08-03,952.265
2007-08-06,944.711
2007-08-07,960.643
2007-08-08,981.908
2007-08-09,967.196
2007-08-10,935.802
2007-08-13,939.598
2007-08-14,931.222
2007-08-15,924.223
2007-08-16,877.978
2007-08-17,881.096
2007-08-20,895.034
2007-08-21,886.664
2007-08-22,908.432
2007-08-23,918.998
2007-08-24,933.531
2007-08-27,944.576
2007-08-28,936.432
2007-08-29,929.147
2007-08-30,926.532
2007-08-31,941.097
2007-09-03,943.376
2007-09-04,965.276
2007-09-05,947.352
2007-09-06,944.607
2007-09-07,932.365
2007-09-10,925.38
2007-09-11,949.098
2007-09-12,949.942
2007-09-13,955.763
2007-09-14,945.897
2007-09-17,927.247
2007-09-18,935.67
2007-09-19,974.365
2007-09-20,976.935
2007-09-21,959.471
2007-09-24,963.508
2007-09-25,964.236
2007-09-26,976.755
2007-09-27,979.273
2007-09-28,983.242
2007-10-01,995.985
2007-10-02,1010.113
2007-10-03,1013.336
2007-10-04,1035.741
2007-10-05,1050.721
2007-10-08,1030.489
2007-10-09,1032.961
2007-10-10,1042.863
2007-10-11,1056.646
2007-10-12,1056.711
2007-10-15,1043.454
2007-10-16,1037.659
2007-10-17,1049.87
2007-10-18,1041.985
2007-10-19,1047.149
2007-10-22,1020.171
2007-10-23,1037.361
2007-10-24,1027.938
2007-10-25,1047.507
2007-10-26,1053.364
2007-10-29,1076.996
2007-10-30,1068.263
2007-10-31,1077.657
2007-11-01,1075.199
2007-11-02,1059.174
2007-11-05,1047.214
2007-11-06,1045.398
2007-11-07,1044.504
2007-11-08,1041.917
2007-11-09,1027.568
2007-11-12,1022.926
2007-11-13,1027.203
2007-11-14,1025.627
2007-11-15,1006.104
2007-11-16,1007.119
2007-11-19,973.579
2007-11-20,996.806
2007-11-21,968.646
2007-11-22,982.96
2007-11-23,992.505
2007-11-26,1003.22
2007-11-27,990.564
2007-11-28,1033.964
2007-11-29,1039.67
2007-11-30,1041.262
2007-12-03,1043.116
2007-12-04,1016.325
2007-12-05,1031.824
2007-12-06,1053.574
2007-12-07,1065.251
2007-12-10,1070.336
2007-12-11,1056.921
2007-12-12,1042.355
2007-12-13,1003.029
2007-12-14,1002.15
2007-12-17,973.744
2007-12-18,998.38
2007-12-19,992.244
2007-12-20,987.241
2007-12-21,994.822
2007-12-24,997.037
2007-12-25,997.037
2007-12-26,1003.89
2007-12-27,1025.658
2007-12-28,1021.057
2007-12-31,1015.224
2008-01-01,1015.224
2008-01-02,1008.358
2008-01-03,1002.144
2008-01-04,978.822
2008-01-07,962.573
2008-01-08,956.056
2008-01-09,927.337
2008-01-10,929.587
2008-01-11,933.258
2008-01-14,936.58
2008-01-15,900.641
2008-01-16,850.987
2008-01-17,856.951
2008-01-18,858.23
2008-01-21,804.601
2008-01-22,829.061
2008-01-23,793.45
2008-01-24,860.671
2008-01-25,855.14
2008-01-28,817.335
2008-01-29,837.101
2008-01-30,829.171
2008-01-31,823.278
2008-02-01,826.336
2008-02-04,823.22
2008-02-05,791.571
2008-02-06,818.519
2008-02-07,777.536
2008-02-08,772.129
2008-02-11,774.967
2008-02-12,819.743
2008-02-13,837.136
2008-02-14,840.69
2008-02-15,838.412
2008-02-18,838.568
2008-02-19,873.317
2008-02-20,860.828
2008-02-21,862.445
2008-02-22,862.489
2008-02-25,879.195
2008-02-26,899.826
2008-02-27,919.316
2008-02-28,899.751
2008-02-29,898.023
2008-03-03,861.054
2008-03-04,844.923
2008-03-05,869.313
2008-03-06,864.741
2008-03-07,859.044
2008-03-10,842.491
2008-03-11,872.494
2008-03-12,902.954
2008-03-13,893.593
2008-03-14,887.058
2008-03-17,847.682
2008-03-18,883.371
2008-03-19,864.779
2008-03-20,842.967
2008-03-21,842.967
2008-03-24,841.764
2008-03-25,889.505
2008-03-26,890.081
2008-03-27,937.385
2008-03-28,965.098
2008-03-31,951.067
2008-04-01,974.462
2008-04-02,1010.853
2008-04-03,987.124
2008-04-04,996.069
2008-04-07,1022.62
2008-04-08,1009.204
2008-04-09,999.585
2008-04-10,975.439
2008-04-11,970.322
2008-04-14,970.456
2008-04-15,983.69
2008-04-16,1010.888
2008-04-17,1005.409
2008-04-18,1025.984
2008-04-21,1024.131
2008-04-22,1018.195
2008-04-23,1029.404
2008-04-24,1022.811
2008-04-25,1038.624
2008-04-28,1056.941
2008-04-29,1058.486
2008-04-30,1089.094
2008-05-01,1080.805
2008-05-02,1111.123
2008-05-05,1104.657
2008-05-06,1099.918
2008-05-07,1107.263
2008-05-08,1067.967
2008-05-09,1056.912
2008-05-12,1061.637
2008-05-13,1078.129
2008-05-14,1091.102
2008-05-15,1092.471
2008-05-16,1118.712
2008-05-19,1127.274
2008-05-20,1101.432
2008-05-21,1104.007
2008-05-22,1100.366
2008-05-23,1082.334
2008-05-26,1085.423
2008-05-27,1086.777
2008-05-28,1105.533
2008-05-29,1109.554
2008-05-30,1104.863
2008-06-02,1105.037
2008-06-03,1101.294
2008-06-04,1081.948
2008-06-05,1080.902
2008-06-06,1070.084
2008-06-09,1074.717
2008-06-10,1039.538
2008-06-11,1028.684
2008-06-12,1034.066
2008-06-13,1048.279
2008-06-16,1079.255
2008-06-17,1104.662
2008-06-18,1111.968
2008-06-19,1098.302
2008-06-20,1085.259
2008-06-23,1080.128
2008-06-24,1069.209
2008-06-25,1072.096
2008-06-26,1043.189
2008-06-27,1042.603
2008-06-30,1050.464
2008-07-01,1026.938
2008-07-02,1023.153
2008-07-03,1036.834
2008-07-04,985.177
2008-07-07,1019.108
2008-07-08,994.706
2008-07-09,1015.289
2008-07-10,996.072
2008-07-11,961.246
2008-07-14,972.242
2008-07-15,944.944
2008-07-16,957.958
2008-07-17,964.848
2008-07-18,983.024
2008-07-21,997.95
2008-07-22,1003.326
2008-07-23,1004.37
2008-07-24,973.81
2008-07-25,967.927
2008-07-28,964.42
2008-07-29,966.312
2008-07-30,978.487
2008-07-31,981.092
2008-08-01,965.568
2008-08-04,967.331
2008-08-05,954.616
2008-08-06,959.608
2008-08-07,972.674
2008-08-08,939.821
2008-08-11,913.806
2008-08-12,903.146
2008-08-13,895.632
2008-08-14,905.645
2008-08-15,893.0
2008-08-18,905.111
2008-08-19,872.42
2008-08-20,893.083
2008-08-21,892.237
2008-08-22,894.298
2008-08-25,889.207
2008-08-26,881.129
2008-08-27,882.674
2008-08-28,883.732
2008-08-29,898.015
2008-09-01,876.606
2008-09-02,856.862
2008-09-03,857.915
2008-09-04,818.85
2008-09-05,791.835
2008-09-08,814.776
2008-09-09,793.708
2008-09-10,760.365
2008-09-11,725.256
2008-09-12,770.212
2008-09-15,769.183
2008-09-16,729.846
2008-09-17,709.106
2008-09-18,681.96
2008-09-19,780.748
2008-09-22,781.435
2008-09-23,750.709
2008-09-24,778.686
2008-09-25,785.951
2008-09-26,741.458
2008-09-29,646.715
2008-09-30,643.187
2008-10-01,633.018
2008-10-02,578.396
2008-10-03,645.479
2008-10-06,564.517
2008-10-07,544.835
2008-10-08,496.655
2008-10-09,464.037
2008-10-10,435.59
2008-10-13,497.385
2008-10-14,511.613
2008-10-15,457.104
2008-10-16,447.662
2008-10-17,445.802
2008-10-20,479.407
2008-10-21,467.388
2008-10-22,425.464
2008-10-23,417.385
2008-10-24,404.027
2008-10-27,352.816
2008-10-28,353.682
2008-10-29,386.444
2008-10-30,408.865
2008-10-31,402.238
2008-11-03,417.306
2008-11-04,470.957
2008-11-05,454.844
2008-11-06,426.555
2008-11-07,473.504
2008-11-10,457.458
2008-11-11,423.493
2008-11-12,382.814
2008-11-13,362.117
2008-11-14,383.42
2008-11-17,371.509
2008-11-18,351.8
2008-11-19,346.673
2008-11-20,330.133
2008-11-21,308.316
2008-11-24,342.642
2008-11-25,391.422
2008-11-26,351.337
2008-11-27,356.153
2008-11-28,353.952
2008-12-01,328.765
2008-12-02,341.225
2008-12-03,341.548
2008-12-04,348.151
2008-12-05,315.912
2008-12-08,322.204
2008-12-09,334.82
2008-12-10,326.259
2008-12-11,331.526
2008-12-12,319.663
2008-12-15,349.377
2008-12-16,339.262
2008-12-17,357.005
2008-12-18,363.366
2008-12-19,349.439
2008-12-22,363.599
2008-12-23,365.48
2008-12-24,366.646
2008-12-25,366.646
2008-12-26,368.416
2008-12-29,373.416
2008-12-30,370.22
2008-12-31,363.833
2009-01-01,363.833
2009-01-02,390.361
2009-01-05,392.354
2009-01-06,385.13
2009-01-07,406.799
2009-01-08,396.991
2009-01-09,373.568
2009-01-12,355.259
2009-01-13,331.524
2009-01-14,311.54
2009-01-15,303.502
2009-01-16,314.877
2009-01-19,307.872
2009-01-20,296.038
2009-01-21,287.116
2009-01-22,294.835
2009-01-23,284.707
2009-01-26,308.472
2009-01-27,319.764
2009-01-28,311.046
2009-01-29,315.428
2009-01-30,308.74
2009-02-02,293.276
2009-02-03,297.947
2009-02-04,302.38
2009-02-05,309.616
2009-02-06,309.953
2009-02-09,310.249
2009-02-10,308.15
2009-02-11,300.764
2009-02-12,285.503
2009-02-13,283.931
2009-02-16,272.713
2009-02-17,262.816
2009-02-18,263.911
2009-02-19,282.889
2009-02-20,265.904
2009-02-23,271.257
2009-02-24,269.057
2009-02-25,255.139
2009-02-26,256.245
2009-02-27,250.033
2009-03-02,242.889
2009-03-03,241.396
2009-03-04,256.424
2009-03-05,239.364
2009-03-06,242.223
2009-03-09,241.957
2009-03-10,254.112
2009-03-11,247.465
2009-03-12,254.309
2009-03-13,263.628
2009-03-16,272.89
2009-03-17,271.113
2009-03-18,286.128
2009-03-19,304.063
2009-03-20,324.422
2009-03-23,326.336
2009-03-24,305.48
2009-03-25,324.78
2009-03-26,316.103
2009-03-27,309.766
2009-03-30,285.847
2009-03-31,305.142
2009-04-01,306.127
2009-04-02,316.635
2009-04-03,325.42
2009-04-06,328.073
2009-04-07,322.503
2009-04-08,308.786
2009-04-09,311.318
2009-04-10,311.318
2009-04-13,313.957
2009-04-14,312.472
2009-04-15,305.818
2009-04-16,299.774
2009-04-17,311.776
2009-04-20,301.669
2009-04-21,293.921
2009-04-22,294.936
2009-04-23,298.465
2009-04-24,322.978
2009-04-27,308.901
2009-04-28,303.714
2009-04-29,319.64
2009-04-30,342.789
2009-05-01,342.84
2009-05-04,349.249
2009-05-05,342.553
2009-05-06,348.453
2009-05-07,361.418
2009-05-08,390.064
2009-05-11,382.798
2009-05-12,378.594
2009-05-13,382.25
2009-05-14,370.611
2009-05-15,382.025
2009-05-18,376.343
2009-05-19,385.751
2009-05-20,405.519
2009-05-21,405.107
2009-05-22,412.65
2009-05-25,413.876
2009-05-26,416.145
2009-05-27,428.264
2009-05-28,409.06
2009-05-29,444.424
2009-06-01,444.502
2009-06-02,450.599
2009-06-03,436.696
2009-06-04,416.409
2009-06-05,405.555
2009-06-08,407.526
2009-06-09,420.037
2009-06-10,418.014
2009-06-11,419.954
2009-06-12,416.443
2009-06-15,395.501
2009-06-16,406.056
2009-06-17,383.41
2009-06-18,392.324
2009-06-19,407.914
2009-06-22,379.709
2009-06-23,382.067
2009-06-24,399.973
2009-06-25,397.646
2009-06-26,402.335
2009-06-29,416.196
2009-06-30,420.581
2009-07-01,427.452
2009-07-02,415.098
2009-07-03,401.924
2009-07-06,380.959
2009-07-07,387.662
2009-07-08,376.769
2009-07-09,370.851
2009-07-10,364.914
2009-07-13,375.717
2009-07-14,376.172
2009-07-15,390.891
2009-07-16,389.74
2009-07-17,390.563
2009-07-20,399.024
2009-07-21,402.122
2009-07-22,400.777
2009-07-23,408.396
2009-07-24,416.292
2009-07-27,423.122
2009-07-28,417.171
2009-07-29,402.688
2009-07-30,403.879
2009-07-31,400.62
2009-08-03,412.244
2009-08-04,411.715
2009-08-05,409.008
2009-08-06,403.823
2009-08-07,411.11
2009-08-10,403.033
2009-08-11,394.109
2009-08-12,411.476
2009-08-13,415.829
2009-08-14,411.788
2009-08-17,387.623
2009-08-18,394.099
2009-08-19,405.891
2009-08-20,416.73
2009-08-21,425.03
2009-08-24,442.282
2009-08-25,441.124
2009-08-26,417.671
2009-08-27,415.085
2009-08-28,426.472
2009-08-31,419.741
2009-09-01,413.874
2009-09-02,408.331
2009-09-03,413.514
2009-09-04,417.848
2009-09-07,425.478
2009-09-08,422.138
2009-09-09,430.836
2009-09-10,424.315
2009-09-11,428.732
2009-09-14,420.554
2009-09-15,422.289
2009-09-16,437.002
2009-09-17,438.698
2009-09-18,426.728
2009-09-21,421.059
