Date,EUROPE IMI VALUE IMI (Large+Mid+Small Cap)
2001-06-29,392.908
2001-07-02,397.615
2001-07-03,394.27
2001-07-04,392.879
2001-07-05,388.838
2001-07-06,385.39
2001-07-09,386.574
2001-07-10,387.507
2001-07-11,385.47
2001-07-12,385.458
2001-07-13,386.991
2001-07-16,387.103
2001-07-17,382.964
2001-07-18,386.078
2001-07-19,388.975
2001-07-20,388.763
2001-07-23,388.375
2001-07-24,386.2
2001-07-25,383.69
2001-07-26,384.635
2001-07-27,388.618
2001-07-30,392.383
2001-07-31,395.603
2001-08-01,398.477
2001-08-02,399.353
2001-08-03,398.384
2001-08-06,396.564
2001-08-07,395.392
2001-08-08,391.673
2001-08-09,390.919
2001-08-10,391.529
2001-08-13,393.616
2001-08-14,397.379
2001-08-15,401.389
2001-08-16,399.47
2001-08-17,396.312
2001-08-20,395.162
2001-08-21,397.913
2001-08-22,400.786
2001-08-23,398.071
2001-08-24,403.194
2001-08-27,402.066
2001-08-28,399.12
2001-08-29,399.362
2001-08-30,392.841
2001-08-31,392.409
2001-09-03,388.235
2001-09-04,387.12
2001-09-05,383.046
2001-09-06,376.919
2001-09-07,372.743
2001-09-10,366.825
2001-09-11,350.619
2001-09-12,350.568
2001-09-13,354.713
2001-09-14,343.754
2001-09-17,349.139
2001-09-18,345.953
2001-09-19,341.176
2001-09-20,326.506
2001-09-21,313.82
2001-09-24,328.218
2001-09-25,334.199
2001-09-26,338.587
2001-09-27,341.79
2001-09-28,348.112
2001-10-01,343.863
2001-10-02,345.783
2001-10-03,348.749
2001-10-04,357.198
2001-10-05,357.649
2001-10-08,356.369
2001-10-09,355.313
2001-10-10,359.959
2001-10-11,360.554
2001-10-12,361.513
2001-10-15,355.297
2001-10-16,358.583
2001-10-17,364.672
2001-10-18,357.961
2001-10-19,350.113
2001-10-22,351.369
2001-10-23,357.998
2001-10-24,359.897
2001-10-25,356.221
2001-10-26,362.208
2001-10-29,361.3
2001-10-30,355.013
2001-10-31,356.519
2001-11-01,359.717
2001-11-02,359.974
2001-11-05,363.749
2001-11-06,363.19
2001-11-07,367.325
2001-11-08,370.776
2001-11-09,368.658
2001-11-12,362.18
2001-11-13,366.858
2001-11-14,367.158
2001-11-15,366.085
2001-11-16,370.324
2001-11-19,372.681
2001-11-20,371.381
2001-11-21,368.826
2001-11-22,371.708
2001-11-23,369.439
2001-11-26,369.881
2001-11-27,367.545
2001-11-28,365.227
2001-11-29,365.917
2001-11-30,368.967
2001-12-03,365.472
2001-12-04,368.366
2001-12-05,375.997
2001-12-06,379.172
2001-12-07,375.988
2001-12-10,370.881
2001-12-11,370.282
2001-12-12,369.772
2001-12-13,365.708
2001-12-14,365.47
2001-12-17,373.631
2001-12-18,372.272
2001-12-19,368.777
2001-12-20,365.819
2001-12-21,367.696
2001-12-24,365.953
2001-12-25,365.953
2001-12-26,366.87
2001-12-27,374.22
2001-12-28,374.749
2001-12-31,377.101
2002-01-01,377.102
2002-01-02,378.69
2002-01-03,383.393
2002-01-04,383.377
2002-01-07,380.059
2002-01-08,378.111
2002-01-09,377.2
2002-01-10,376.15
2002-01-11,376.289
2002-01-14,371.445
2002-01-15,372.241
2002-01-16,366.618
2002-01-17,369.87
2002-01-18,369.453
2002-01-21,368.778
2002-01-22,368.647
2002-01-23,370.978
2002-01-24,372.301
2002-01-25,367.097
2002-01-28,369.012
2002-01-29,364.742
2002-01-30,361.573
2002-01-31,364.876
2002-02-01,365.746
2002-02-04,364.767
2002-02-05,361.005
2002-02-06,358.059
2002-02-07,359.696
2002-02-08,360.954
2002-02-11,365.534
2002-02-12,364.934
2002-02-13,365.974
2002-02-14,368.97
2002-02-15,367.671
2002-02-18,364.946
2002-02-19,360.55
2002-02-20,357.579
2002-02-21,360.762
2002-02-22,360.741
2002-02-25,363.377
2002-02-26,365.019
2002-02-27,366.5
2002-02-28,366.387
2002-03-01,370.221
2002-03-04,379.127
2002-03-05,377.883
2002-03-06,381.057
2002-03-07,385.279
2002-03-08,385.233
2002-03-11,384.589
2002-03-12,381.079
2002-03-13,382.374
2002-03-14,385.329
2002-03-15,389.063
2002-03-18,389.685
2002-03-19,392.17
2002-03-20,391.147
2002-03-21,389.879
2002-03-22,390.387
2002-03-25,387.602
2002-03-26,388.197
2002-03-27,387.164
2002-03-28,390.838
2002-03-29,390.84
2002-04-01,394.424
2002-04-02,393.506
2002-04-03,393.237
2002-04-04,390.674
2002-04-05,389.541
2002-04-08,384.122
2002-04-09,385.577
2002-04-10,390.249
2002-04-11,387.72
2002-04-12,388.08
2002-04-15,390.619
2002-04-16,396.5
2002-04-17,398.581
2002-04-18,399.726
2002-04-19,400.703
2002-04-22,399.474
2002-04-23,398.394
2002-04-24,398.453
2002-04-25,396.499
2002-04-26,395.097
2002-04-29,395.755
2002-04-30,397.831
2002-05-01,398.792
2002-05-02,398.269
2002-05-03,402.614
2002-05-06,402.413
2002-05-07,396.913
2002-05-08,401.583
2002-05-09,400.088
2002-05-10,399.78
2002-05-13,402.493
2002-05-14,401.945
2002-05-15,405.413
2002-05-16,405.655
2002-05-17,408.781
2002-05-20,406.698
2002-05-21,405.34
2002-05-22,404.961
2002-05-23,403.934
2002-05-24,405.416
2002-05-27,405.02
2002-05-28,405.27
2002-05-29,405.457
2002-05-30,403.832
2002-05-31,405.81
2002-06-03,404.919
2002-06-04,400.866
2002-06-05,395.987
2002-06-06,397.879
2002-06-07,393.043
2002-06-10,392.03
2002-06-11,395.322
2002-06-12,389.966
2002-06-13,385.218
2002-06-14,375.294
2002-06-17,384.093
2002-06-18,384.247
2002-06-19,380.926
2002-06-20,376.594
2002-06-21,377.648
2002-06-24,372.514
2002-06-25,377.887
2002-06-26,377.449
2002-06-27,378.055
2002-06-28,390.09
2002-07-01,392.105
2002-07-02,381.305
2002-07-03,370.485
2002-07-04,375.476
2002-07-05,385.284
2002-07-08,388.772
2002-07-09,387.407
2002-07-10,375.931
2002-07-11,362.916
2002-07-12,361.234
2002-07-15,348.166
2002-07-16,349.246
2002-07-17,359.223
2002-07-18,365.136
2002-07-19,352.765
2002-07-22,333.464
2002-07-23,323.642
2002-07-24,318.022
2002-07-25,331.275
2002-07-26,329.825
2002-07-29,343.964
2002-07-30,345.764
2002-07-31,347.794
2002-08-01,334.201
2002-08-02,334.911
2002-08-05,326.543
2002-08-06,331.181
2002-08-07,330.321
2002-08-08,339.629
2002-08-09,345.552
2002-08-12,340.869
2002-08-13,344.598
2002-08-14,340.557
2002-08-15,348.43
2002-08-16,350.528
2002-08-19,357.044
2002-08-20,353.391
2002-08-21,358.155
2002-08-22,362.522
2002-08-23,358.06
2002-08-26,356.374
2002-08-27,365.696
2002-08-28,353.7
2002-08-29,348.692
2002-08-30,350.904
2002-09-02,347.285
2002-09-03,337.569
2002-09-04,336.472
2002-09-05,333.276
2002-09-06,339.949
2002-09-09,335.105
2002-09-10,341.174
2002-09-11,345.091
2002-09-12,336.18
2002-09-13,330.547
2002-09-16,329.073
2002-09-17,325.264
2002-09-18,315.245
2002-09-19,311.921
2002-09-20,312.079
2002-09-23,302.736
2002-09-24,296.327
2002-09-25,298.917
2002-09-26,310.852
2002-09-27,310.862
2002-09-30,300.2
2002-10-01,303.956
2002-10-02,310.301
2002-10-03,305.94
2002-10-04,298.634
2002-10-07,295.874
2002-10-08,290.336
2002-10-09,290.037
2002-10-10,295.523
2002-10-11,309.954
2002-10-14,306.881
2002-10-15,322.945
2002-10-16,319.978
2002-10-17,326.384
2002-10-18,324.918
2002-10-21,326.089
2002-10-22,322.7
2002-10-23,313.728
2002-10-24,320.003
2002-10-25,318.262
2002-10-28,323.174
2002-10-29,311.492
2002-10-30,318.293
2002-10-31,325.561
2002-11-01,324.469
2002-11-04,334.313
2002-11-05,337.761
2002-11-06,333.267
2002-11-07,331.251
2002-11-08,329.676
2002-11-11,327.633
2002-11-12,329.958
2002-11-13,326.412
2002-11-14,329.603
2002-11-15,332.295
2002-11-18,336.522
2002-11-19,335.915
2002-11-20,332.403
2002-11-21,341.436
2002-11-22,341.894
2002-11-25,336.917
2002-11-26,330.931
2002-11-27,336.831
2002-11-28,341.967
2002-11-29,342.137
2002-12-02,341.94
2002-12-03,336.916
2002-12-04,335.373
2002-12-05,332.166
2002-12-06,332.854
2002-12-09,325.582
2002-12-10,326.742
2002-12-11,330.345
2002-12-12,327.197
2002-12-13,324.546
2002-12-16,333.029
2002-12-17,331.312
2002-12-18,324.649
2002-12-19,322.787
2002-12-20,326.83
2002-12-23,327.979
2002-12-24,329.365
2002-12-25,329.365
2002-12-26,329.769
2002-12-27,322.658
2002-12-30,327.288
2002-12-31,330.333
2003-01-01,330.332
2003-01-02,337.311
2003-01-03,338.87
2003-01-06,342.619
2003-01-07,337.928
2003-01-08,331.844
2003-01-09,336.513
2003-01-10,339.919
2003-01-13,340.487
2003-01-14,341.893
2003-01-15,337.865
2003-01-16,338.471
2003-01-17,333.609
2003-01-20,329.443
2003-01-21,325.792
2003-01-22,320.852
2003-01-23,320.107
2003-01-24,319.218
2003-01-27,309.535
2003-01-28,310.605
2003-01-29,311.079
2003-01-30,315.517
2003-01-31,315.682
2003-02-03,321.646
2003-02-04,315.609
2003-02-05,321.099
2003-02-06,314.369
2003-02-07,311.313
2003-02-10,308.488
2003-02-11,313.287
2003-02-12,308.561
2003-02-13,310.116
2003-02-14,312.768
2003-02-17,316.41
2003-02-18,317.946
2003-02-19,313.333
2003-02-20,313.1
2003-02-21,315.492
2003-02-24,310.239
2003-02-25,300.83
2003-02-26,299.396
2003-02-27,300.988
2003-02-28,306.286
2003-03-03,308.478
2003-03-04,304.354
2003-03-05,303.916
2003-03-06,301.048
2003-03-07,296.479
2003-03-10,290.466
2003-03-11,290.892
2003-03-12,279.616
2003-03-13,291.873
2003-03-14,299.494
2003-03-17,306.429
2003-03-18,305.976
2003-03-19,307.978
2003-03-20,306.93
2003-03-21,314.473
2003-03-24,306.122
2003-03-25,309.611
2003-03-26,310.493
2003-03-27,305.675
2003-03-28,305.435
2003-03-31,300.023
2003-04-01,303.572
2003-04-02,309.467
2003-04-03,311.026
2003-04-04,313.26
2003-04-07,321.678
2003-04-08,317.48
2003-04-09,317.474
2003-04-10,316.879
2003-04-11,317.866
2003-04-14,321.915
2003-04-15,327.046
2003-04-16,325.855
2003-04-17,329.202
2003-04-18,329.202
2003-04-21,326.995
2003-04-22,332.416
2003-04-23,337.13
2003-04-24,333.83
2003-04-25,328.865
2003-04-28,335.995
2003-04-29,336.395
2003-04-30,339.081
2003-05-01,339.733
2003-05-02,342.057
2003-05-05,345.459
2003-05-06,352.898
2003-05-07,349.681
2003-05-08,345.045
2003-05-09,349.012
2003-05-12,351.595
2003-05-13,351.599
2003-05-14,352.315
2003-05-15,355.687
2003-05-16,359.0
2003-05-19,352.463
2003-05-20,353.366
2003-05-21,352.017
2003-05-22,355.473
2003-05-23,357.066
2003-05-26,358.028
2003-05-27,359.987
2003-05-28,363.892
2003-05-29,368.413
2003-05-30,367.186
2003-06-02,372.284
2003-06-03,370.032
2003-06-04,372.808
2003-06-05,375.862
2003-06-06,379.822
2003-06-09,376.501
2003-06-10,375.879
2003-06-11,383.433
2003-06-12,387.11
2003-06-13,383.965
2003-06-16,390.647
2003-06-17,393.371
2003-06-18,391.264
2003-06-19,384.859
2003-06-20,385.473
2003-06-23,377.816
2003-06-24,375.172
2003-06-25,378.047
2003-06-26,373.877
2003-06-27,373.932
2003-06-30,371.615
2003-07-01,368.554
2003-07-02,373.096
2003-07-03,374.975
2003-07-04,373.51
2003-07-07,378.074
2003-07-08,376.927
2003-07-09,374.32
2003-07-10,370.995
2003-07-11,374.283
2003-07-14,379.185
2003-07-15,375.607
2003-07-16,372.562
2003-07-17,369.687
2003-07-18,371.514
2003-07-21,371.449
2003-07-22,373.801
2003-07-23,374.888
2003-07-24,382.03
2003-07-25,381.671
2003-07-28,384.84
2003-07-29,383.576
2003-07-30,382.061
2003-07-31,382.871
2003-08-01,379.267
2003-08-04,379.772
2003-08-05,382.565
2003-08-06,378.406
2003-08-07,380.587
2003-08-08,381.441
2003-08-11,383.108
2003-08-12,384.514
2003-08-13,386.134
2003-08-14,390.125
2003-08-15,390.794
2003-08-18,391.903
2003-08-19,390.027
2003-08-20,389.846
2003-08-21,388.171
2003-08-22,385.663
2003-08-25,384.504
2003-08-26,379.384
2003-08-27,382.428
2003-08-28,383.829
2003-08-29,383.149
2003-09-01,386.965
2003-09-02,385.385
2003-09-03,390.17
2003-09-04,391.566
2003-09-05,393.207
2003-09-08,397.489
2003-09-09,395.624
2003-09-10,392.307
2003-09-11,392.756
2003-09-12,394.706
2003-09-15,395.898
2003-09-16,395.802
2003-09-17,398.741
2003-09-18,402.064
2003-09-19,401.566
2003-09-22,399.7
2003-09-23,398.019
2003-09-24,398.325
2003-09-25,396.996
2003-09-26,392.223
2003-09-29,392.214
2003-09-30,388.912
2003-10-01,397.24
2003-10-02,398.169
2003-10-03,405.128
2003-10-06,406.014
2003-10-07,406.369
2003-10-08,406.749
2003-10-09,411.467
2003-10-10,412.235
2003-10-13,415.184
2003-10-14,414.551
2003-10-15,417.387
2003-10-16,417.745
2003-10-17,414.526
2003-10-20,416.319
2003-10-21,417.006
2003-10-22,413.519
2003-10-23,409.697
2003-10-24,410.634
2003-10-27,412.075
2003-10-28,414.091
2003-10-29,415.995
2003-10-30,418.781
2003-10-31,417.594
2003-11-03,419.347
2003-11-04,418.996
2003-11-05,416.425
2003-11-06,416.069
2003-11-07,421.782
2003-11-10,419.98
2003-11-11,418.129
2003-11-12,423.117
2003-11-13,426.117
2003-11-14,429.317
2003-11-17,421.894
2003-11-18,425.529
2003-11-19,424.21
2003-11-20,422.866
2003-11-21,424.71
2003-11-24,427.376
2003-11-25,428.734
2003-11-26,431.743
2003-11-27,432.962
2003-11-28,434.286
2003-12-01,440.275
2003-12-02,442.393
2003-12-03,445.989
2003-12-04,443.919
2003-12-05,444.474
2003-12-08,445.566
2003-12-09,448.894
2003-12-10,446.816
2003-12-11,445.688
2003-12-12,449.959
2003-12-15,451.944
2003-12-16,451.4
2003-12-17,453.791
2003-12-18,457.765
2003-12-19,459.349
2003-12-22,460.591
2003-12-23,462.382
2003-12-24,464.262
2003-12-25,464.262
2003-12-26,464.3
2003-12-29,467.157
2003-12-30,470.664
2003-12-31,474.356
2004-01-01,474.357
2004-01-02,478.297
2004-01-05,483.516
2004-01-06,486.264
2004-01-07,481.308
2004-01-08,484.955
2004-01-09,485.758
2004-01-12,484.358
2004-01-13,484.618
2004-01-14,484.545
2004-01-15,483.359
2004-01-16,479.763
2004-01-19,480.204
2004-01-20,485.116
2004-01-21,490.27
2004-01-22,492.776
2004-01-23,490.805
2004-01-26,484.128
2004-01-27,486.467
2004-01-28,489.256
2004-01-29,477.142
2004-01-30,476.543
2004-02-02,477.789
2004-02-03,480.938
2004-02-04,477.872
2004-02-05,479.638
2004-02-06,485.793
2004-02-09,491.04
2004-02-10,491.154
2004-02-11,492.4
2004-02-12,497.306
2004-02-13,494.867
2004-02-16,496.959
2004-02-17,502.408
2004-02-18,502.75
2004-02-19,503.626
2004-02-20,497.296
2004-02-23,498.117
2004-02-24,497.483
2004-02-25,494.882
2004-02-26,490.731
2004-02-27,491.043
2004-03-01,496.75
2004-03-02,493.401
2004-03-03,486.268
2004-03-04,491.02
2004-03-05,497.868
2004-03-08,497.783
2004-03-09,494.857
2004-03-10,486.915
2004-03-11,475.167
2004-03-12,473.697
2004-03-15,466.645
2004-03-16,473.319
2004-03-17,475.638
2004-03-18,475.223
2004-03-19,475.444
2004-03-22,468.393
2004-03-23,467.682
2004-03-24,463.824
2004-03-25,467.617
2004-03-26,466.063
2004-03-29,473.329
2004-03-30,474.951
2004-03-31,478.012
2004-04-01,486.148
2004-04-02,485.802
2004-04-05,484.118
2004-04-06,485.93
2004-04-07,488.523
2004-04-08,488.204
2004-04-09,488.204
2004-04-12,487.342
2004-04-13,485.7
2004-04-14,478.581
2004-04-15,478.153
2004-04-16,485.397
2004-04-19,485.703
2004-04-20,485.322
2004-04-21,478.688
2004-04-22,480.896
2004-04-23,482.169
2004-04-26,485.282
2004-04-27,487.532
2004-04-28,479.914
2004-04-29,478.706
2004-04-30,476.51
2004-05-03,477.969
2004-05-04,484.878
2004-05-05,487.771
2004-05-06,480.059
2004-05-07,473.228
2004-05-10,458.709
2004-05-11,461.88
2004-05-12,461.086
2004-05-13,463.732
2004-05-14,462.347
2004-05-17,460.378
2004-05-18,461.457
2004-05-19,472.014
2004-05-20,465.223
2004-05-21,469.333
2004-05-24,470.548
2004-05-25,474.939
2004-05-26,478.945
2004-05-27,487.508
2004-05-28,484.279
2004-05-31,485.053
2004-06-01,482.944
2004-06-02,487.354
2004-06-03,488.087
2004-06-04,491.323
2004-06-07,497.479
2004-06-08,497.011
2004-06-09,489.713
2004-06-10,491.546
2004-06-11,487.744
2004-06-14,484.221
2004-06-15,487.507
2004-06-16,489.984
2004-06-17,491.814
2004-06-18,496.225
2004-06-21,494.249
2004-06-22,489.048
2004-06-23,490.906
2004-06-24,496.613
2004-06-25,494.966
2004-06-28,500.766
2004-06-29,495.582
2004-06-30,494.798
2004-07-01,492.669
2004-07-02,494.486
2004-07-05,493.584
2004-07-06,491.41
2004-07-07,494.12
2004-07-08,497.26
2004-07-09,497.793
2004-07-12,496.322
2004-07-13,493.864
2004-07-14,494.567
2004-07-15,489.178
2004-07-16,493.805
2004-07-19,491.131
2004-07-20,489.327
2004-07-21,487.808
2004-07-22,482.291
2004-07-23,477.592
2004-07-26,475.5
2004-07-27,476.155
2004-07-28,477.356
2004-07-29,484.014
2004-07-30,483.628
2004-08-02,483.622
2004-08-03,486.364
2004-08-04,482.594
2004-08-05,483.361
2004-08-06,481.773
2004-08-09,478.072
2004-08-10,483.362
2004-08-11,476.124
2004-08-12,476.502
2004-08-13,479.105
2004-08-16,482.995
2004-08-17,482.248
2004-08-18,481.913
2004-08-19,484.982
2004-08-20,483.489
2004-08-23,484.679
2004-08-24,480.996
2004-08-25,481.644
2004-08-26,484.83
2004-08-27,486.626
2004-08-30,486.212
2004-08-31,486.513
2004-09-01,490.571
2004-09-02,492.271
2004-09-03,492.106
2004-09-06,494.087
2004-09-07,493.943
2004-09-08,495.683
2004-09-09,494.623
2004-09-10,501.413
2004-09-13,503.184
2004-09-14,503.423
2004-09-15,497.384
2004-09-16,499.303
2004-09-17,503.375
2004-09-20,501.517
2004-09-21,508.341
2004-09-22,504.349
2004-09-23,502.678
2004-09-24,503.575
2004-09-27,502.104
2004-09-28,505.029
2004-09-29,506.388
2004-09-30,507.637
2004-10-01,515.427
2004-10-04,514.55
2004-10-05,518.189
2004-10-06,518.489
2004-10-07,518.615
2004-10-08,521.584
2004-10-11,520.767
2004-10-12,513.106
2004-10-13,512.054
2004-10-14,514.741
2004-10-15,516.621
2004-10-18,516.478
2004-10-19,519.949
2004-10-20,518.569
2004-10-21,521.28
2004-10-22,522.719
2004-10-25,520.426
2004-10-26,521.523
2004-10-27,527.341
2004-10-28,529.124
2004-10-29,527.005
2004-11-01,532.326
2004-11-02,534.666
2004-11-03,540.056
2004-11-04,542.466
2004-11-05,546.35
2004-11-08,547.734
2004-11-09,546.297
2004-11-10,547.718
2004-11-11,551.662
2004-11-12,554.562
2004-11-15,554.271
2004-11-16,551.627
2004-11-17,558.387
2004-11-18,556.999
2004-11-19,557.401
2004-11-22,554.317
2004-11-23,557.543
2004-11-24,560.076
2004-11-25,567.615
2004-11-26,568.019
2004-11-29,568.18
2004-11-30,567.095
2004-12-01,574.256
2004-12-02,573.642
2004-12-03,577.113
2004-12-06,577.599
2004-12-07,579.587
2004-12-08,571.888
2004-12-09,567.656
2004-12-10,569.299
2004-12-13,576.472
2004-12-14,577.39
2004-12-15,583.786
2004-12-16,579.847
2004-12-17,574.626
2004-12-20,584.017
2004-12-21,580.896
2004-12-22,584.657
2004-12-23,590.174
2004-12-24,592.382
2004-12-27,594.936
2004-12-28,594.426
2004-12-29,593.1
2004-12-30,595.005
2004-12-31,593.301
2005-01-03,590.672
2005-01-04,586.152
2005-01-05,581.837
2005-01-06,580.686
2005-01-07,579.127
2005-01-10,581.496
2005-01-11,579.886
2005-01-12,581.978
2005-01-13,580.909
2005-01-14,579.359
2005-01-17,580.617
2005-01-18,579.397
2005-01-19,581.068
2005-01-20,575.69
2005-01-21,577.639
2005-01-24,579.475
2005-01-25,580.102
2005-01-26,584.899
2005-01-27,585.278
2005-01-28,581.58
2005-01-31,587.175
2005-02-01,591.423
2005-02-02,594.86
2005-02-03,590.704
2005-02-04,596.375
2005-02-07,594.205
2005-02-08,592.479
2005-02-09,592.139
2005-02-10,597.146
2005-02-11,602.419
2005-02-14,607.117
2005-02-15,609.876
2005-02-16,607.491
2005-02-17,612.89
2005-02-18,613.752
2005-02-21,611.672
2005-02-22,613.702
2005-02-23,609.328
2005-02-24,609.951
2005-02-25,616.457
2005-02-28,618.947
2005-03-01,618.539
2005-03-02,614.966
2005-03-03,615.901
2005-03-04,626.729
2005-03-07,623.566
2005-03-08,627.774
2005-03-09,625.169
2005-03-10,621.308
2005-03-11,625.288
2005-03-14,621.047
2005-03-15,623.375
2005-03-16,620.225
2005-03-17,617.392
2005-03-18,615.332
2005-03-21,609.252
2005-03-22,611.127
2005-03-23,599.213
2005-03-24,600.705
2005-03-25,600.705
2005-03-28,597.532
2005-03-29,600.42
2005-03-30,599.791
2005-03-31,602.116
2005-04-01,603.637
2005-04-04,595.43
2005-04-05,600.601
2005-04-06,603.089
2005-04-07,608.076
2005-04-08,606.092
2005-04-11,609.974
2005-04-12,604.493
2005-04-13,607.58
2005-04-14,600.602
2005-04-15,595.658
2005-04-18,587.963
2005-04-19,592.635
2005-04-20,590.867
2005-04-21,590.654
2005-04-22,594.925
2005-04-25,594.074
2005-04-26,591.344
2005-04-27,583.243
2005-04-28,579.67
2005-04-29,580.9
2005-05-02,579.562
2005-05-03,583.899
2005-05-04,589.363
2005-05-05,593.162
2005-05-06,591.326
2005-05-09,588.271
2005-05-10,586.409
2005-05-11,582.223
2005-05-12,581.134
2005-05-13,577.613
2005-05-16,573.145
2005-05-17,574.502
2005-05-18,582.624
2005-05-19,585.71
2005-05-20,581.861
2005-05-23,586.46
2005-05-24,586.734
2005-05-25,587.539
2005-05-26,587.634
2005-05-27,588.568
2005-05-30,588.569
2005-05-31,582.184
2005-06-01,585.797
2005-06-02,586.837
2005-06-03,584.626
2005-06-06,583.211
2005-06-07,589.699
2005-06-08,591.327
2005-06-09,584.849
2005-06-10,585.381
2005-06-13,583.728
2005-06-14,585.702
2005-06-15,587.105
2005-06-16,589.668
2005-06-17,597.377
2005-06-20,592.239
2005-06-21,594.415
2005-06-22,595.792
2005-06-23,595.279
2005-06-24,592.53
2005-06-27,590.354
2005-06-28,591.531
2005-06-29,592.983
2005-06-30,593.531
2005-07-01,591.477
2005-07-04,589.628
2005-07-05,588.043
2005-07-06,592.595
2005-07-07,582.608
2005-07-08,589.316
2005-07-11,599.591
2005-07-12,604.324
2005-07-13,602.651
2005-07-14,606.086
2005-07-15,601.98
2005-07-18,600.864
2005-07-19,599.11
2005-07-20,598.709
2005-07-21,606.567
2005-07-22,606.442
2005-07-25,605.984
2005-07-26,605.729
2005-07-27,608.765
2005-07-28,612.998
2005-07-29,615.036
2005-08-01,618.996
2005-08-02,623.219
2005-08-03,627.235
2005-08-04,624.321
2005-08-05,620.736
2005-08-08,625.126
2005-08-09,627.887
2005-08-10,636.546
2005-08-11,637.346
2005-08-12,635.875
2005-08-15,632.613
2005-08-16,629.527
2005-08-17,627.237
2005-08-18,618.304
2005-08-19,622.547
2005-08-22,627.994
2005-08-23,623.325
2005-08-24,623.287
2005-08-25,620.406
2005-08-26,618.892
2005-08-29,617.381
2005-08-30,612.853
2005-08-31,623.086
2005-09-01,634.966
2005-09-02,638.401
2005-09-05,641.556
2005-09-06,645.087
2005-09-07,645.453
2005-09-08,643.032
2005-09-09,645.244
2005-09-12,638.876
2005-09-13,634.187
2005-09-14,637.803
2005-09-15,633.6
2005-09-16,637.043
2005-09-19,634.074
2005-09-20,636.655
2005-09-21,632.65
2005-09-22,626.055
2005-09-23,625.122
2005-09-26,630.412
2005-09-27,627.184
2005-09-28,633.267
2005-09-29,631.108
2005-09-30,635.511
2005-10-03,632.321
2005-10-04,635.941
2005-10-05,630.355
2005-10-06,630.773
2005-10-07,626.724
2005-10-10,624.369
2005-10-11,622.922
2005-10-12,620.197
2005-10-13,608.996
2005-10-14,617.619
2005-10-17,614.588
2005-10-18,607.79
2005-10-19,599.466
2005-10-20,602.35
2005-10-21,601.487
2005-10-24,606.723
2005-10-25,611.61
2005-10-26,613.122
2005-10-27,608.784
2005-10-28,607.042
2005-10-31,615.581
2005-11-01,616.175
2005-11-02,623.285
2005-11-03,628.995
2005-11-04,618.007
2005-11-07,619.368
