Date,EUROPE IMI VALUE IMI (Large+Mid+Small Cap)
2022-06-30,895.529
2022-07-29,912.124
2022-08-31,867.216
2022-09-30,789.014
2022-10-31,859.3
2022-11-30,954.445
2022-12-30,964.271
2023-01-31,1048.42
2023-02-28,1050.541
2023-03-31,1037.049
2023-04-28,1084.365
2023-05-31,1005.775
2023-06-30,1059.886
2023-07-31,1107.569
2023-08-31,1069.869
2023-09-29,1050.018
2023-10-31,1006.382
2023-11-30,1096.37
2023-12-29,1152.196
2024-01-31,1133.037
2024-02-29,1125.593
2024-03-29,1180.13
2024-04-30,1177.97
2024-05-31,1239.861
2024-06-28,1195.218
2024-07-31,1249.794
2024-08-30,1291.596
2024-09-30,1309.091
2024-10-31,1244.638
2024-11-29,1221.987
2024-12-31,1195.903
2025-01-31,1272.606
2025-02-28,1339.7
2025-03-31,1379.949
2025-04-30,1440.369
2025-05-30,1503.905
2025-06-30,1539.622
2025-07-31,1535.863
2025-08-29,1599.92
2025-09-30,1615.823
2025-10-31,1628.901
