Date,GERMANY MID GROWTH Mid Cap
2012-02-29,624.468
2012-03-30,633.586
2012-04-30,628.825
2012-05-31,534.006
2012-06-29,539.958
2012-07-31,556.263
2012-08-31,570.279
2012-09-28,596.368
2012-10-31,610.715
2012-11-30,639.616
2012-12-31,654.122
2013-01-31,704.449
2013-02-28,711.903
2013-03-29,695.771
2013-04-30,719.534
2013-05-31,715.333
2013-06-28,708.079
2013-07-31,752.67
2013-08-30,745.077
2013-09-30,798.188
2013-10-31,830.174
2013-11-29,849.459
2013-12-31,866.585
2014-01-31,839.141
2014-02-28,916.446
2014-03-31,899.791
2014-04-30,878.728
2014-05-30,902.127
2014-06-30,890.172
2014-07-31,824.884
2014-08-29,832.199
2014-09-30,771.697
2014-10-31,761.079
2014-11-28,795.293
2014-12-31,787.999
2015-01-30,810.637
2015-02-27,842.66
2015-03-31,833.571
2015-04-30,836.902
2015-05-29,850.885
2015-06-30,825.947
2015-07-31,856.305
2015-08-31,820.906
2015-09-30,816.821
2015-10-30,871.554
2015-11-30,859.073
2015-12-31,855.441
2016-01-29,804.009
2016-02-29,788.815
2016-03-31,866.034
2016-04-29,857.055
2016-05-31,846.724
2016-06-30,820.188
2016-07-29,899.314
2016-08-31,911.564
2016-09-30,937.594
2016-10-31,892.354
2016-11-30,836.791
2016-12-30,869.718
2017-01-31,911.772
2017-02-28,918.614
2017-03-31,947.694
2017-04-28,987.284
2017-05-31,1055.944
2017-06-30,1056.249
2017-07-31,1086.07
2017-08-31,1079.667
2017-09-29,1122.451
2017-10-31,1135.587
2017-11-30,1173.36
2017-12-29,1197.631
2018-01-31,1264.409
2018-02-28,1205.423
2018-03-30,1156.011
2018-04-30,1152.239
2018-05-31,1154.203
2018-06-29,1136.574
2018-07-31,1209.213
2018-08-31,1212.22
2018-09-28,1158.447
2018-10-31,1035.715
2018-11-30,973.381
2018-12-31,898.889
2019-01-31,988.753
2019-02-28,997.448
2019-03-29,999.943
2019-04-30,1046.002
2019-05-31,980.803
2019-06-28,1032.576
2019-07-31,1017.529
2019-08-30,1011.153
2019-09-30,1010.741
2019-10-31,1020.833
2019-11-29,1071.802
2019-12-31,1117.215
2020-01-31,1130.561
2020-02-28,1037.051
2020-03-31,859.869
2020-04-30,947.052
2020-05-29,1089.024
2020-06-30,1121.707
2020-07-31,1209.123
2020-08-31,1274.621
2020-09-30,1251.27
2020-10-30,1188.228
2020-11-30,1278.709
2020-12-31,1411.914
2021-01-29,1378.738
2021-02-26,1305.462
2021-03-31,1282.954
2021-04-30,1407.444
2021-05-31,1442.396
2021-06-30,1450.435
2021-07-30,1508.383
2021-08-31,1513.511
2021-09-30,1373.367
2021-10-29,1368.935
2021-11-30,1360.058
2021-12-31,1345.139
2022-01-31,1170.261
2022-02-28,1104.635
2022-03-31,1038.853
2022-04-29,922.366
2022-05-31,896.284
2022-06-30,812.866
2022-07-29,852.839
2022-08-31,767.813
2022-09-30,689.231
2022-10-31,729.226
2022-11-30,823.018
2022-12-30,846.714
2023-01-31,948.432
2023-02-28,901.115
2023-03-31,934.169
2023-04-28,972.89
2023-05-31,872.63
2023-06-30,888.434
2023-07-31,923.178
2023-08-31,889.618
2023-09-29,797.722
2023-10-31,765.803
2023-11-30,847.2
2023-12-29,867.283
2024-01-31,850.001
2024-02-29,905.448
2024-03-29,989.535
2024-04-30,940.972
2024-05-31,968.287
2024-06-28,930.336
2024-07-31,972.731
2024-08-30,1026.541
2024-09-30,1072.455
2024-10-31,1030.112
2024-11-29,1093.143
2024-12-31,1050.473
2025-01-31,1148.967
2025-02-28,1226.167
2025-03-31,1344.719
2025-04-30,1518.334
2025-05-30,1724.059
2025-06-30,1736.679
2025-07-31,1687.475
2025-08-29,1671.157
2025-09-30,1674.122
2025-10-31,1583.486
2025-11-28,1550.757
2025-12-31,1585.516
