Date,GERMANY MID GROWTH Mid Cap
2002-06-28,296.622
2002-07-31,259.592
2002-08-30,257.91
2002-09-30,222.888
2002-10-31,261.486
2002-11-29,257.725
2002-12-31,261.014
2003-01-31,247.297
2003-02-28,238.551
2003-03-31,246.177
2003-04-30,273.366
2003-05-30,306.378
2003-06-30,324.581
2003-07-31,338.468
2003-08-29,331.528
2003-09-30,340.807
2003-10-31,381.054
2003-11-28,376.106
2003-12-31,397.951
2004-01-30,408.48
2004-02-27,410.293
2004-03-31,411.454
2004-04-30,398.854
2004-05-31,409.96
2004-06-30,409.069
2004-07-30,386.008
2004-08-31,384.013
2004-09-30,405.547
2004-10-29,411.323
2004-11-30,444.66
2004-12-31,458.887
2005-01-31,450.948
2005-02-28,477.476
2005-03-31,480.907
2005-04-29,457.686
2005-05-31,470.189
2005-06-30,476.75
2005-07-29,504.555
2005-08-31,522.937
2005-09-30,531.708
2005-10-31,507.433
2005-11-30,523.979
2005-12-30,545.515
2006-01-31,607.011
2006-02-28,619.023
2006-03-31,672.691
2006-04-28,706.681
2006-05-31,664.621
2006-06-30,660.501
2006-07-31,663.314
2006-08-31,706.252
2006-09-29,714.03
2006-10-31,745.895
2006-11-30,768.736
2006-12-29,795.125
2007-01-31,817.273
2007-02-28,835.487
2007-03-30,889.463
2007-04-30,975.611
2007-05-31,1000.0
2007-06-29,1001.209
2007-07-31,982.128
2007-08-31,940.946
2007-09-28,1003.652
2007-10-31,1017.953
2007-11-30,945.257
2007-12-31,965.268
2008-01-31,822.874
2008-02-29,853.779
2008-03-31,863.388
2008-04-30,947.665
2008-05-30,996.716
2008-06-30,962.202
2008-07-31,872.955
2008-08-29,871.146
2008-09-30,633.576
2008-10-31,399.359
2008-11-28,376.373
2008-12-31,429.015
2009-01-30,357.245
2009-02-27,311.983
2009-03-31,336.039
2009-04-30,411.095
2009-05-29,466.192
2009-06-30,425.594
2009-07-31,454.98
2009-08-31,472.624
2009-09-30,517.573
2009-10-30,475.924
2009-11-30,531.365
2009-12-31,527.49
2010-01-29,503.582
2010-02-26,496.965
2010-03-31,545.708
2010-04-30,544.405
2010-05-31,463.83
2010-06-30,463.233
2010-07-30,517.174
2010-08-31,488.59
2010-09-30,569.99
2010-10-29,619.531
2010-11-30,589.235
2010-12-31,635.768
2011-01-31,634.976
2011-02-28,665.792
2011-03-31,663.739
2011-04-29,725.784
2011-05-31,710.862
2011-06-30,714.739
2011-07-29,667.338
2011-08-31,587.279
2011-09-30,499.548
2011-10-31,572.896
2011-11-30,546.833
2011-12-30,514.415
2012-01-31,587.192
2012-02-29,635.252
2012-03-30,645.135
2012-04-30,640.728
2012-05-31,544.66
2012-06-29,551.259
2012-07-31,568.107
2012-08-31,582.421
2012-09-28,609.065
2012-10-31,624.323
2012-11-30,653.868
2012-12-31,668.697
2013-01-31,720.146
2013-02-28,727.765
2013-03-29,711.274
2013-04-30,735.566
2013-05-31,732.248
2013-06-28,725.476
2013-07-31,772.145
2013-08-30,764.645
2013-09-30,819.15
2013-10-31,852.242
2013-11-29,872.04
2013-12-31,889.621
2014-01-31,861.447
2014-02-28,940.807
2014-03-31,923.709
2014-04-30,902.967
2014-05-30,928.216
2014-06-30,916.828
2014-07-31,849.644
2014-08-29,857.178
2014-09-30,794.86
2014-10-31,783.923
2014-11-28,819.164
2014-12-31,811.652
2015-01-30,834.969
2015-02-27,868.042
2015-03-31,858.679
2015-04-30,862.484
2015-05-29,878.425
2015-06-30,853.526
2015-07-31,884.897
2015-08-31,848.316
2015-09-30,844.095
2015-10-30,900.828
2015-11-30,887.928
2015-12-31,884.173
2016-01-29,831.014
2016-02-29,815.493
2016-03-31,895.324
2016-04-29,886.765
2016-05-31,877.944
2016-06-30,850.969
2016-07-29,934.041
2016-08-31,946.765
2016-09-30,973.8
2016-10-31,926.813
2016-11-30,869.104
2016-12-30,903.303
2017-01-31,946.98
2017-02-28,954.388
2017-03-31,984.601
2017-04-28,1026.016
2017-05-31,1099.174
2017-06-30,1100.256
2017-07-31,1131.32
2017-08-31,1124.65
2017-09-29,1169.216
2017-10-31,1182.9
2017-11-30,1222.246
2017-12-29,1247.529
2018-01-31,1317.089
2018-02-28,1255.887
2018-03-30,1204.407
2018-04-30,1202.317
2018-05-31,1206.416
2018-06-29,1188.377
2018-07-31,1264.326
2018-08-31,1267.47
2018-09-28,1211.246
2018-10-31,1082.921
2018-11-30,1017.746
2018-12-31,939.858
2019-01-31,1033.818
2019-02-28,1043.189
2019-03-29,1045.853
2019-04-30,1094.732
2019-05-31,1028.524
2019-06-28,1083.635
2019-07-31,1067.844
2019-08-30,1061.153
2019-09-30,1060.72
2019-10-31,1071.311
2019-11-29,1124.801
2019-12-31,1172.46
2020-01-31,1186.465
2020-02-28,1088.332
2020-03-31,902.388
2020-04-30,994.249
2020-05-29,1143.537
2020-06-30,1178.626
2020-07-31,1270.477
2020-08-31,1339.388
2020-09-30,1314.851
2020-10-30,1248.605
2020-11-30,1343.684
2020-12-31,1483.765
2021-01-29,1448.9
2021-02-26,1371.895
2021-03-31,1348.242
2021-04-30,1479.177
2021-05-31,1516.745
2021-06-30,1525.363
2021-07-30,1586.583
2021-08-31,1591.977
2021-09-30,1444.567
2021-10-29,1439.906
2021-11-30,1430.568
2021-12-31,1414.876
2022-01-31,1230.932
2022-02-28,1161.904
2022-03-31,1092.823
2022-04-29,970.284
2022-05-31,944.754
2022-06-30,857.394
2022-07-29,899.715
2022-08-31,810.015
2022-09-30,727.114
2022-10-31,769.307
2022-11-30,868.255
2022-12-30,893.253
2023-01-31,1000.562
2023-02-28,950.644
2023-03-31,985.627
2023-04-28,1026.481
2023-05-31,922.39
2023-06-30,939.492
2023-07-31,976.234
2023-08-31,940.745
2023-09-29,843.567
2023-10-31,809.814
2023-11-30,895.888
2023-12-29,917.126
2024-01-31,898.851
2024-02-29,957.484
2024-03-29,1046.515
2024-04-30,995.156
2024-05-31,1026.142
2024-06-28,986.234
2024-07-31,1031.175
2024-08-30,1088.219
2024-09-30,1136.891
2024-10-31,1092.004
2024-11-29,1158.822
2024-12-31,1113.588
2025-01-31,1218.001
2025-02-28,1299.839
2025-03-31,1425.514
2025-04-30,1609.56
2025-05-30,1831.924
2025-06-30,1845.768
2025-07-31,1793.53
2025-08-29,1776.187
2025-09-30,1779.338
2025-10-31,1683.005
2025-11-28,1648.219
