Date,GERMANY MID GROWTH Mid Cap
2004-02-13,430.805
2004-02-16,431.202
2004-02-17,434.539
2004-02-18,434.23
2004-02-19,432.883
2004-02-20,421.49
2004-02-23,419.837
2004-02-24,418.857
2004-02-25,418.674
2004-02-26,411.769
2004-02-27,414.726
2004-03-01,419.377
2004-03-02,419.745
2004-03-03,410.258
2004-03-04,416.045
2004-03-05,430.173
2004-03-08,428.856
2004-03-09,426.94
2004-03-10,416.763
2004-03-11,405.865
2004-03-12,406.149
2004-03-15,400.948
2004-03-16,401.931
2004-03-17,403.947
2004-03-18,407.797
2004-03-19,408.342
2004-03-22,399.136
2004-03-23,394.022
2004-03-24,392.076
2004-03-25,397.278
2004-03-26,395.21
2004-03-29,405.345
2004-03-30,407.477
2004-03-31,415.9
2004-04-01,425.484
2004-04-02,422.359
2004-04-05,423.596
2004-04-06,423.947
2004-04-07,427.378
2004-04-08,425.467
2004-04-09,425.467
2004-04-12,424.272
2004-04-13,421.512
2004-04-14,416.106
2004-04-15,412.878
2004-04-16,413.634
2004-04-19,415.681
2004-04-20,416.604
2004-04-21,407.742
2004-04-22,410.121
2004-04-23,411.255
2004-04-26,412.915
2004-04-27,412.187
2004-04-28,402.749
2004-04-29,401.253
2004-04-30,403.056
2004-05-03,403.886
2004-05-04,409.013
2004-05-05,408.497
2004-05-06,395.977
2004-05-07,392.333
2004-05-10,377.403
2004-05-11,382.752
2004-05-12,382.719
2004-05-13,384.15
2004-05-14,380.642
2004-05-17,378.521
2004-05-18,385.428
2004-05-19,395.886
2004-05-20,388.002
2004-05-21,392.819
2004-05-24,394.11
2004-05-25,397.401
2004-05-26,402.34
2004-05-27,413.778
2004-05-28,412.977
2004-05-31,413.826
2004-06-01,408.23
2004-06-02,410.231
2004-06-03,412.006
2004-06-04,415.386
2004-06-07,420.301
2004-06-08,418.852
2004-06-09,410.285
2004-06-10,411.542
2004-06-11,407.297
2004-06-14,404.552
2004-06-15,406.922
2004-06-16,407.099
2004-06-17,406.347
2004-06-18,409.624
2004-06-21,409.294
2004-06-22,405.903
2004-06-23,405.948
2004-06-24,411.506
2004-06-25,410.243
2004-06-28,415.338
2004-06-29,412.594
2004-06-30,412.877
2004-07-01,410.877
2004-07-02,413.836
2004-07-05,412.581
2004-07-06,407.916
2004-07-07,409.306
2004-07-08,407.125
2004-07-09,405.7
2004-07-12,401.91
2004-07-13,399.569
2004-07-14,400.733
2004-07-15,395.379
2004-07-16,399.328
2004-07-19,395.554
2004-07-20,399.283
2004-07-21,398.059
2004-07-22,393.119
2004-07-23,387.205
2004-07-26,386.117
2004-07-27,386.911
2004-07-28,385.126
2004-07-29,391.7
2004-07-30,389.601
2004-08-02,388.683
2004-08-03,389.601
2004-08-04,382.875
2004-08-05,386.139
2004-08-06,383.049
2004-08-09,379.59
2004-08-10,388.329
2004-08-11,382.595
2004-08-12,380.118
2004-08-13,382.911
2004-08-16,389.442
2004-08-17,390.403
2004-08-18,390.893
2004-08-19,392.497
2004-08-20,388.591
2004-08-23,388.396
2004-08-24,385.423
2004-08-25,385.994
2004-08-26,390.458
2004-08-27,389.478
2004-08-30,388.673
2004-08-31,387.588
2004-09-01,391.945
2004-09-02,389.053
2004-09-03,387.238
2004-09-06,391.32
2004-09-07,394.004
2004-09-08,393.86
2004-09-09,394.398
2004-09-10,402.631
2004-09-13,407.109
2004-09-14,408.186
2004-09-15,401.974
2004-09-16,406.088
2004-09-17,409.227
2004-09-20,408.368
2004-09-21,415.342
2004-09-22,414.112
2004-09-23,411.293
2004-09-24,410.887
2004-09-27,406.407
2004-09-28,406.574
2004-09-29,408.765
2004-09-30,409.322
2004-10-01,414.398
2004-10-04,416.739
2004-10-05,418.85
2004-10-06,417.007
2004-10-07,413.775
2004-10-08,415.962
2004-10-11,414.404
2004-10-12,408.06
2004-10-13,408.138
2004-10-14,408.957
2004-10-15,412.957
2004-10-18,411.636
2004-10-19,413.998
2004-10-20,414.19
2004-10-21,413.84
2004-10-22,414.523
2004-10-25,409.986
2004-10-26,412.603
2004-10-27,418.608
2004-10-28,416.945
2004-10-29,415.152
2004-11-01,419.261
2004-11-02,420.229
2004-11-03,422.622
2004-11-04,423.64
2004-11-05,427.733
2004-11-08,429.66
2004-11-09,427.286
2004-11-10,432.294
2004-11-11,434.763
2004-11-12,433.342
2004-11-15,433.865
2004-11-16,432.643
2004-11-17,440.306
2004-11-18,442.186
2004-11-19,442.83
2004-11-22,438.361
2004-11-23,437.312
2004-11-24,441.219
2004-11-25,446.361
2004-11-26,447.543
2004-11-29,450.144
2004-11-30,448.799
2004-12-01,453.927
2004-12-02,456.607
2004-12-03,460.264
2004-12-06,458.668
2004-12-07,459.136
2004-12-08,452.95
2004-12-09,446.61
2004-12-10,444.632
2004-12-13,449.864
2004-12-14,450.705
2004-12-15,455.049
2004-12-16,450.762
2004-12-17,448.063
2004-12-20,452.961
2004-12-21,453.047
2004-12-22,455.635
2004-12-23,461.165
2004-12-24,462.361
2004-12-27,463.581
2004-12-28,464.159
2004-12-29,460.224
2004-12-30,464.436
2004-12-31,463.158
2005-01-03,466.306
2005-01-04,461.923
2005-01-05,458.471
2005-01-06,457.021
2005-01-07,452.08
2005-01-10,453.542
2005-01-11,452.183
2005-01-12,452.507
2005-01-13,448.829
2005-01-14,446.347
2005-01-17,448.524
2005-01-18,447.909
2005-01-19,449.435
2005-01-20,443.332
2005-01-21,445.852
2005-01-24,447.391
2005-01-25,447.3
2005-01-26,453.353
2005-01-27,450.894
2005-01-28,447.973
2005-01-31,455.088
2005-02-01,456.448
2005-02-02,458.954
2005-02-03,454.246
2005-02-04,459.998
2005-02-07,459.16
2005-02-08,457.625
2005-02-09,456.009
2005-02-10,455.13
2005-02-11,459.772
2005-02-14,463.679
2005-02-15,460.847
2005-02-16,461.917
2005-02-17,467.065
2005-02-18,468.981
2005-02-21,470.59
2005-02-22,473.142
2005-02-23,471.123
2005-02-24,473.025
2005-02-25,478.398
2005-02-28,481.86
2005-03-01,484.267
2005-03-02,484.629
2005-03-03,481.688
2005-03-04,489.818
2005-03-07,486.008
2005-03-08,489.062
2005-03-09,493.669
2005-03-10,493.265
2005-03-11,496.475
2005-03-14,495.403
2005-03-15,492.161
2005-03-16,491.511
2005-03-17,487.605
2005-03-18,486.994
2005-03-21,484.841
2005-03-22,486.471
2005-03-23,479.427
2005-03-24,481.084
2005-03-25,481.084
2005-03-28,477.708
2005-03-29,476.581
2005-03-30,479.4
2005-03-31,485.293
2005-04-01,491.1
2005-04-04,483.666
2005-04-05,485.598
2005-04-06,488.329
2005-04-07,490.247
2005-04-08,492.888
2005-04-11,495.377
2005-04-12,490.547
2005-04-13,492.582
2005-04-14,489.53
2005-04-15,485.501
2005-04-18,478.471
2005-04-19,479.199
2005-04-20,481.068
2005-04-21,481.039
2005-04-22,482.684
2005-04-25,481.044
2005-04-26,475.762
2005-04-27,469.708
2005-04-28,463.511
2005-04-29,461.86
2005-05-02,467.791
2005-05-03,472.455
2005-05-04,470.854
2005-05-05,476.553
2005-05-06,472.513
2005-05-09,473.536
2005-05-10,476.488
2005-05-11,475.724
2005-05-12,474.272
2005-05-13,470.907
2005-05-16,468.769
2005-05-17,465.586
2005-05-18,473.797
2005-05-19,476.285
2005-05-20,474.356
2005-05-23,478.674
2005-05-24,476.019
2005-05-25,477.603
2005-05-26,478.047
2005-05-27,479.236
2005-05-30,478.388
2005-05-31,473.493
2005-06-01,476.164
2005-06-02,478.225
2005-06-03,478.886
2005-06-06,476.333
2005-06-07,479.687
2005-06-08,483.375
2005-06-09,478.523
2005-06-10,481.045
2005-06-13,479.343
2005-06-14,478.541
2005-06-15,477.237
2005-06-16,479.577
2005-06-17,487.089
2005-06-20,482.161
2005-06-21,484.543
2005-06-22,488.003
2005-06-23,484.582
2005-06-24,480.218
2005-06-27,477.429
2005-06-28,478.316
2005-06-29,480.651
2005-06-30,479.692
2005-07-01,475.385
2005-07-04,474.078
2005-07-05,473.27
2005-07-06,477.346
2005-07-07,472.187
2005-07-08,479.538
2005-07-11,488.97
2005-07-12,493.283
2005-07-13,493.248
2005-07-14,496.73
2005-07-15,494.974
2005-07-18,497.019
2005-07-19,499.878
2005-07-20,501.118
2005-07-21,507.544
2005-07-22,505.894
2005-07-25,501.667
2005-07-26,498.867
2005-07-27,499.182
2005-07-28,504.757
2005-07-29,507.669
2005-08-01,512.174
2005-08-02,514.992
2005-08-03,525.965
2005-08-04,527.192
2005-08-05,519.704
2005-08-08,522.026
2005-08-09,525.589
2005-08-10,534.603
2005-08-11,535.812
2005-08-12,533.226
2005-08-15,528.738
2005-08-16,525.325
2005-08-17,524.114
2005-08-18,518.99
2005-08-19,524.045
2005-08-22,530.797
2005-08-23,525.743
2005-08-24,529.013
2005-08-25,528.495
2005-08-26,522.758
2005-08-29,522.249
2005-08-30,516.881
2005-08-31,526.164
2005-09-01,537.685
2005-09-02,538.537
2005-09-05,541.308
2005-09-06,544.692
2005-09-07,546.918
2005-09-08,547.783
2005-09-09,551.87
2005-09-12,546.44
2005-09-13,538.867
2005-09-14,539.558
2005-09-15,534.422
2005-09-16,536.765
2005-09-19,530.613
2005-09-20,536.775
2005-09-21,531.014
2005-09-22,526.102
2005-09-23,526.111
2005-09-26,530.31
2005-09-27,528.777
2005-09-28,533.072
2005-09-29,532.258
2005-09-30,534.99
2005-10-03,529.594
2005-10-04,537.012
2005-10-05,533.945
2005-10-06,532.925
2005-10-07,532.734
2005-10-10,532.59
2005-10-11,530.814
2005-10-12,528.393
2005-10-13,516.36
2005-10-14,522.566
2005-10-17,522.697
2005-10-18,516.586
2005-10-19,505.151
2005-10-20,506.734
2005-10-21,502.47
2005-10-24,506.854
2005-10-25,508.527
2005-10-26,510.985
2005-10-27,503.686
2005-10-28,501.879
2005-10-31,510.564
2005-11-01,514.591
2005-11-02,521.654
2005-11-03,527.649
2005-11-04,517.348
2005-11-07,518.513
2005-11-08,518.403
2005-11-09,516.766
