Date,EM (EMERGING MARKETS) SMID CAP SMID (Small+Mid Cap)
2021-10-29,1796.929
2021-11-30,1742.58
2021-12-31,1798.312
2022-01-31,1722.812
2022-02-28,1699.369
2022-03-31,1720.475
2022-04-29,1624.397
2022-05-31,1618.442
2022-06-30,1465.931
2022-07-29,1493.294
2022-08-31,1518.646
2022-09-30,1357.912
2022-10-31,1370.013
2022-11-30,1511.336
2022-12-30,1498.724
2023-01-31,1584.404
2023-02-28,1533.662
2023-03-31,1550.796
2023-04-28,1564.535
2023-05-31,1556.235
2023-06-30,1622.501
2023-07-31,1729.695
2023-08-31,1671.449
2023-09-29,1636.619
2023-10-31,1562.425
2023-11-30,1709.768
2023-12-29,1784.839
2024-01-31,1727.499
2024-02-29,1792.627
2024-03-29,1794.913
2024-04-30,1811.848
2024-05-31,1822.482
2024-06-28,1870.078
2024-07-31,1882.526
2024-08-30,1917.849
2024-09-30,2010.024
2024-10-31,1914.833
2024-11-29,1865.231
2024-12-31,1849.257
2025-01-31,1844.338
2025-02-28,1822.502
2025-03-31,1826.309
2025-04-30,1888.351
2025-05-30,2009.854
2025-06-30,2136.968
2025-07-31,2162.385
2025-08-29,2209.919
2025-09-30,2273.998
2025-10-31,2320.23
2025-11-28,2291.733
2025-12-31,2319.137
2026-01-30,2490.84
