Date,EM (EMERGING MARKETS) SMID CAP SMID (Small+Mid Cap)
2003-08-04,285.89
2003-08-05,283.937
2003-08-06,282.571
2003-08-07,285.199
2003-08-08,285.063
2003-08-11,286.028
2003-08-12,287.239
2003-08-13,290.85
2003-08-14,292.593
2003-08-15,293.319
2003-08-18,296.344
2003-08-19,295.887
2003-08-20,296.27
2003-08-21,299.422
2003-08-22,300.095
2003-08-25,299.021
2003-08-26,298.752
2003-08-27,299.547
2003-08-28,298.265
2003-08-29,301.324
2003-09-01,303.936
2003-09-02,305.142
2003-09-03,305.817
2003-09-04,305.019
2003-09-05,305.022
2003-09-08,304.605
2003-09-09,303.55
2003-09-10,302.848
2003-09-11,303.775
2003-09-12,304.53
2003-09-15,303.196
2003-09-16,305.282
2003-09-17,306.424
2003-09-18,306.051
2003-09-19,306.18
2003-09-22,303.558
2003-09-23,305.721
2003-09-24,307.694
2003-09-25,305.712
2003-09-26,303.919
2003-09-29,303.539
2003-09-30,304.622
2003-10-01,306.576
2003-10-02,310.391
2003-10-03,312.752
2003-10-06,315.622
2003-10-07,317.158
2003-10-08,318.457
2003-10-09,322.661
2003-10-10,325.622
2003-10-13,327.42
2003-10-14,326.123
2003-10-15,326.723
2003-10-16,329.961
2003-10-17,328.002
2003-10-20,329.269
2003-10-21,328.63
2003-10-22,328.368
2003-10-23,322.925
2003-10-24,323.674
2003-10-27,324.237
2003-10-28,327.853
2003-10-29,328.599
2003-10-30,330.981
2003-10-31,331.263
2003-11-03,335.964
2003-11-04,337.305
2003-11-05,338.699
2003-11-06,335.633
2003-11-07,338.224
2003-11-10,337.696
2003-11-11,335.926
2003-11-12,337.612
2003-11-13,341.006
2003-11-14,342.34
2003-11-17,338.427
2003-11-18,338.65
2003-11-19,333.101
2003-11-20,331.111
2003-11-21,331.873
2003-11-24,329.784
2003-11-25,332.776
2003-11-26,336.264
2003-11-27,336.184
2003-11-28,340.215
2003-12-01,347.281
2003-12-02,348.739
2003-12-03,350.292
2003-12-04,350.226
2003-12-05,349.371
2003-12-08,348.672
2003-12-09,351.591
2003-12-10,350.372
2003-12-11,351.261
2003-12-12,353.641
2003-12-15,356.605
2003-12-16,354.449
2003-12-17,351.788
2003-12-18,352.719
2003-12-19,352.289
2003-12-22,353.211
2003-12-23,353.845
2003-12-24,355.054
2003-12-25,354.587
2003-12-26,355.462
2003-12-29,358.16
2003-12-30,362.26
2003-12-31,363.509
2004-01-01,363.762
2004-01-02,369.455
2004-01-05,377.778
2004-01-06,375.894
2004-01-07,376.118
2004-01-08,378.278
2004-01-09,381.831
2004-01-12,380.65
2004-01-13,380.815
2004-01-14,379.166
2004-01-15,375.089
2004-01-16,375.046
2004-01-19,376.347
2004-01-20,378.991
2004-01-21,377.425
2004-01-22,376.859
2004-01-23,378.776
2004-01-26,379.162
2004-01-27,381.581
2004-01-28,381.423
2004-01-29,374.975
2004-01-30,375.057
2004-02-02,375.302
2004-02-03,375.322
2004-02-04,374.772
2004-02-05,374.499
2004-02-06,378.855
2004-02-09,384.502
2004-02-10,385.944
2004-02-11,387.929
2004-02-12,390.86
2004-02-13,393.818
2004-02-16,393.976
2004-02-17,396.662
2004-02-18,397.795
2004-02-19,394.859
2004-02-20,393.289
2004-02-23,392.89
2004-02-24,391.172
2004-02-25,392.138
2004-02-26,392.516
2004-02-27,395.279
2004-03-01,399.854
2004-03-02,402.197
2004-03-03,398.685
2004-03-04,400.852
2004-03-05,404.169
2004-03-08,403.524
2004-03-09,403.838
2004-03-10,398.741
2004-03-11,394.56
2004-03-12,392.005
2004-03-15,390.807
2004-03-16,390.906
2004-03-17,393.31
2004-03-18,397.776
2004-03-19,399.464
2004-03-22,391.242
2004-03-23,387.772
2004-03-24,387.405
2004-03-25,384.893
2004-03-26,386.539
2004-03-29,393.437
2004-03-30,396.471
2004-03-31,400.714
2004-04-01,404.371
2004-04-02,406.259
2004-04-05,409.682
2004-04-06,410.929
2004-04-07,411.269
2004-04-08,412.024
2004-04-09,411.188
2004-04-12,414.397
2004-04-13,411.822
2004-04-14,407.495
2004-04-15,404.343
2004-04-16,406.245
2004-04-19,406.076
2004-04-20,405.594
2004-04-21,402.299
2004-04-22,399.251
2004-04-23,402.149
2004-04-26,399.214
2004-04-27,397.176
2004-04-28,391.304
2004-04-29,379.818
2004-04-30,374.301
2004-05-03,370.984
2004-05-04,376.978
2004-05-05,374.556
2004-05-06,368.973
2004-05-07,365.134
2004-05-10,347.769
2004-05-11,349.689
2004-05-12,354.683
2004-05-13,349.796
2004-05-14,343.912
2004-05-17,331.231
2004-05-18,335.433
2004-05-19,348.135
2004-05-20,343.658
2004-05-21,350.202
2004-05-24,353.451
2004-05-25,353.024
2004-05-26,355.485
2004-05-27,360.69
2004-05-28,363.686
2004-05-31,361.181
2004-06-01,361.642
2004-06-02,360.945
2004-06-03,353.625
2004-06-04,355.481
2004-06-07,364.155
2004-06-08,363.523
2004-06-09,361.991
2004-06-10,361.054
2004-06-11,356.604
2004-06-14,349.9
2004-06-15,353.13
2004-06-16,352.433
2004-06-17,352.873
2004-06-18,351.513
2004-06-21,351.841
2004-06-22,351.035
2004-06-23,352.731
2004-06-24,357.795
2004-06-25,359.873
2004-06-28,360.124
2004-06-29,361.62
2004-06-30,364.987
2004-07-01,366.316
2004-07-02,365.518
2004-07-05,364.974
2004-07-06,364.538
2004-07-07,366.561
2004-07-08,363.646
2004-07-09,365.074
2004-07-12,365.802
2004-07-13,365.132
2004-07-14,362.862
2004-07-15,361.561
2004-07-16,363.768
2004-07-19,364.533
2004-07-20,360.583
2004-07-21,361.015
2004-07-22,358.963
2004-07-23,356.803
2004-07-26,354.453
2004-07-27,354.689
2004-07-28,355.465
2004-07-29,354.317
2004-07-30,356.518
2004-08-02,353.439
2004-08-03,353.096
2004-08-04,351.968
2004-08-05,354.877
2004-08-06,354.455
2004-08-09,355.937
2004-08-10,356.233
2004-08-11,353.121
2004-08-12,352.206
2004-08-13,352.496
2004-08-16,351.755
2004-08-17,353.54
2004-08-18,355.172
2004-08-19,359.618
2004-08-20,360.859
2004-08-23,360.388
2004-08-24,361.72
2004-08-25,363.308
2004-08-26,367.297
2004-08-27,366.844
2004-08-30,367.865
2004-08-31,370.105
2004-09-01,374.351
2004-09-02,377.039
2004-09-03,375.85
2004-09-06,376.904
2004-09-07,377.863
2004-09-08,379.007
2004-09-09,380.173
2004-09-10,381.767
2004-09-13,384.292
2004-09-14,386.361
2004-09-15,386.141
2004-09-16,389.777
2004-09-17,389.773
2004-09-20,392.64
2004-09-21,394.019
2004-09-22,390.947
2004-09-23,391.361
2004-09-24,391.281
2004-09-27,390.189
2004-09-28,390.461
2004-09-29,390.936
2004-09-30,393.213
2004-10-01,398.552
2004-10-04,405.697
2004-10-05,404.906
2004-10-06,404.58
2004-10-07,405.064
2004-10-08,407.346
2004-10-11,407.951
2004-10-12,402.355
2004-10-13,400.276
2004-10-14,397.316
2004-10-15,398.385
2004-10-18,399.257
2004-10-19,401.399
2004-10-20,397.27
2004-10-21,398.161
2004-10-22,398.867
2004-10-25,396.167
2004-10-26,396.207
2004-10-27,400.319
2004-10-28,404.417
2004-10-29,405.179
2004-11-01,406.084
2004-11-02,409.211
2004-11-03,415.361
2004-11-04,417.0
2004-11-05,419.153
2004-11-08,417.386
2004-11-09,418.465
2004-11-10,421.002
2004-11-11,421.285
2004-11-12,425.939
2004-11-15,428.501
2004-11-16,428.647
2004-11-17,435.077
2004-11-18,434.574
2004-11-19,434.087
2004-11-22,431.031
2004-11-23,434.021
2004-11-24,438.375
2004-11-25,439.891
2004-11-26,440.698
2004-11-29,443.442
2004-11-30,445.863
2004-12-01,447.71
2004-12-02,449.758
2004-12-03,449.448
2004-12-06,450.94
2004-12-07,448.473
2004-12-08,443.877
2004-12-09,441.696
2004-12-10,439.219
2004-12-13,443.211
2004-12-14,446.181
2004-12-15,450.481
2004-12-16,452.515
2004-12-17,452.5
2004-12-20,455.252
2004-12-21,456.184
2004-12-22,457.107
2004-12-23,458.238
2004-12-24,460.021
2004-12-27,460.839
2004-12-28,462.316
2004-12-29,465.462
2004-12-30,469.504
2004-12-31,472.883
2005-01-03,472.647
2005-01-04,466.067
2005-01-05,461.07
2005-01-06,455.521
2005-01-07,456.037
2005-01-10,457.001
2005-01-11,459.123
2005-01-12,457.264
2005-01-13,459.936
2005-01-14,460.248
2005-01-17,462.509
2005-01-18,460.227
2005-01-19,462.041
2005-01-20,457.661
2005-01-21,458.292
2005-01-24,459.692
2005-01-25,459.227
2005-01-26,463.912
2005-01-27,465.154
2005-01-28,467.868
2005-01-31,473.0
2005-02-01,471.384
2005-02-02,473.741
2005-02-03,475.662
2005-02-04,478.777
2005-02-07,480.462
2005-02-08,478.456
2005-02-09,479.267
2005-02-10,479.308
2005-02-11,482.527
2005-02-14,488.855
2005-02-15,490.12
2005-02-16,490.971
2005-02-17,492.987
2005-02-18,495.986
2005-02-21,498.091
2005-02-22,499.748
2005-02-23,500.309
2005-02-24,504.415
2005-02-25,506.184
2005-02-28,511.363
2005-03-01,511.821
2005-03-02,509.805
2005-03-03,511.431
2005-03-04,514.038
2005-03-07,516.299
2005-03-08,515.355
2005-03-09,517.085
2005-03-10,514.371
2005-03-11,516.683
2005-03-14,510.539
2005-03-15,500.915
2005-03-16,499.714
2005-03-17,496.278
2005-03-18,495.488
2005-03-21,492.306
2005-03-22,489.087
2005-03-23,481.164
2005-03-24,478.556
2005-03-25,481.321
2005-03-28,478.299
2005-03-29,471.278
2005-03-30,473.008
2005-03-31,480.193
2005-04-01,486.166
2005-04-04,481.591
2005-04-05,481.581
2005-04-06,483.784
2005-04-07,485.283
2005-04-08,484.85
2005-04-11,483.434
2005-04-12,481.596
2005-04-13,484.138
2005-04-14,475.395
2005-04-15,469.532
2005-04-18,460.401
2005-04-19,467.202
2005-04-20,467.619
2005-04-21,469.334
2005-04-22,470.753
2005-04-25,471.153
2005-04-26,472.298
2005-04-27,468.94
2005-04-28,465.033
2005-04-29,465.627
2005-05-02,466.78
2005-05-03,467.662
2005-05-04,474.653
2005-05-05,479.151
2005-05-06,481.504
2005-05-09,479.701
2005-05-10,476.737
2005-05-11,473.457
2005-05-12,471.31
2005-05-13,469.801
2005-05-16,467.418
2005-05-17,466.328
2005-05-18,468.669
2005-05-19,473.114
2005-05-20,471.241
2005-05-23,470.205
2005-05-24,471.507
2005-05-25,470.199
2005-05-26,471.196
2005-05-27,477.142
2005-05-30,478.713
2005-05-31,476.845
2005-06-01,476.206
2005-06-02,480.693
2005-06-03,485.589
2005-06-06,485.904
2005-06-07,485.817
2005-06-08,487.993
2005-06-09,485.374
2005-06-10,487.813
2005-06-13,486.77
2005-06-14,486.179
2005-06-15,489.878
2005-06-16,491.696
2005-06-17,494.901
2005-06-20,492.802
2005-06-21,491.628
2005-06-22,496.262
2005-06-23,496.43
2005-06-24,495.38
2005-06-27,493.087
2005-06-28,492.491
2005-06-29,492.467
2005-06-30,492.13
2005-07-01,493.675
2005-07-04,491.798
2005-07-05,488.734
2005-07-06,490.134
2005-07-07,487.183
2005-07-08,487.944
2005-07-11,496.729
2005-07-12,503.431
2005-07-13,504.66
2005-07-14,509.569
2005-07-15,507.584
2005-07-18,508.711
2005-07-19,510.346
2005-07-20,512.147
2005-07-21,514.746
2005-07-22,516.661
2005-07-25,517.015
2005-07-26,513.722
2005-07-27,515.963
2005-07-28,521.035
2005-07-29,521.456
2005-08-01,524.03
2005-08-02,528.102
2005-08-03,532.676
2005-08-04,533.929
2005-08-05,532.546
2005-08-08,530.62
2005-08-09,533.161
2005-08-10,536.467
2005-08-11,536.111
2005-08-12,535.076
2005-08-15,533.425
2005-08-16,531.456
2005-08-17,531.107
2005-08-18,526.367
2005-08-19,523.009
2005-08-22,529.568
2005-08-23,527.456
2005-08-24,522.75
2005-08-25,523.329
2005-08-26,522.567
2005-08-29,516.634
2005-08-30,517.293
2005-08-31,519.788
2005-09-01,525.978
2005-09-02,531.644
2005-09-05,533.261
2005-09-06,533.453
2005-09-07,535.658
2005-09-08,536.561
2005-09-09,538.775
2005-09-12,540.585
2005-09-13,538.409
2005-09-14,540.413
2005-09-15,540.449
2005-09-16,541.12
2005-09-19,541.494
2005-09-20,546.344
2005-09-21,546.495
2005-09-22,543.84
2005-09-23,540.625
2005-09-26,543.951
2005-09-27,544.782
2005-09-28,547.388
2005-09-29,553.204
2005-09-30,557.864
2005-10-03,558.931
2005-10-04,561.759
2005-10-05,555.897
2005-10-06,546.433
2005-10-07,547.083
2005-10-10,550.716
2005-10-11,552.557
2005-10-12,546.273
2005-10-13,536.456
2005-10-14,533.795
2005-10-17,531.701
2005-10-18,528.439
2005-10-19,518.155
2005-10-20,519.616
2005-10-21,522.544
2005-10-24,524.113
2005-10-25,522.897
2005-10-26,521.554
2005-10-27,517.001
2005-10-28,514.561
2005-10-31,523.205
2005-11-01,529.465
2005-11-02,536.176
2005-11-03,538.602
2005-11-04,537.198
