Date,AUSTRIA SMALL GROWTH Small Cap
2016-04-29,900.97
2016-05-31,845.446
2016-06-30,720.238
2016-07-29,753.471
2016-08-31,750.111
2016-09-30,814.235
2016-10-31,797.05
2016-11-30,817.599
2016-12-30,846.877
2017-01-31,884.019
2017-02-28,897.448
2017-03-31,918.94
2017-04-28,979.974
2017-05-31,999.622
2017-06-30,962.725
2017-07-31,999.756
2017-08-31,899.87
2017-09-29,977.578
2017-10-31,1031.105
2017-11-30,957.172
2017-12-29,1014.28
2018-01-31,1108.982
2018-02-28,1051.709
2018-03-30,1050.781
2018-04-30,1058.699
2018-05-31,1039.818
2018-06-29,1004.963
2018-07-31,1047.137
2018-08-31,1114.824
2018-09-28,1055.64
2018-10-31,960.892
2018-11-30,949.503
2018-12-31,834.873
2019-01-31,942.77
2019-02-28,908.149
2019-03-29,877.458
2019-04-30,959.104
2019-05-31,905.793
2019-06-28,977.561
2019-07-31,928.76
2019-08-30,903.792
2019-09-30,926.127
2019-10-31,993.77
2019-11-29,986.606
2019-12-31,1053.707
2020-01-31,1036.761
2020-02-28,914.085
2020-03-31,597.859
2020-04-30,673.795
2020-05-29,711.534
2020-06-30,716.986
2020-07-31,766.624
2020-08-31,815.642
2020-09-30,791.15
2020-10-30,751.267
2020-11-30,943.872
2020-12-31,1095.756
2021-01-29,1168.052
2021-02-26,1194.991
2021-03-31,1268.69
2021-04-30,1343.122
2021-05-31,1360.083
2021-06-30,1342.21
2021-07-30,1373.814
2021-08-31,1378.385
2021-09-30,1275.598
2021-10-29,1301.339
2021-11-30,1290.586
2021-12-31,1371.248
2022-01-31,1384.689
2022-02-28,1309.11
2022-03-31,1344.695
2022-04-29,1303.838
2022-05-31,1426.034
2022-06-30,1255.036
2022-07-29,1223.579
2022-08-31,1149.049
2022-09-30,858.587
2022-10-31,864.612
2022-11-30,1039.023
2022-12-30,979.087
2023-01-31,1101.087
2023-02-28,1102.899
2023-03-31,1027.604
2023-04-28,1055.138
2023-05-31,1025.543
2023-06-30,1127.731
2023-07-31,1188.962
2023-08-31,1040.023
2023-09-29,942.426
2023-10-31,895.088
2023-11-30,1029.175
2023-12-29,1122.186
2024-01-31,1048.583
2024-02-29,1041.065
2024-03-29,1069.706
2024-04-30,1069.928
2024-05-31,1126.907
2024-06-28,1145.213
2024-07-31,1158.548
2024-08-30,1171.738
2024-09-30,1029.943
2024-10-31,936.864
2024-11-29,938.413
2024-12-31,945.331
2025-01-31,988.459
2025-02-28,1034.042
2025-03-31,932.781
2025-04-30,946.944
2025-05-30,1045.249
2025-06-30,1100.764
