Date,KOKUSAI INDEX (WORLD ex JP) IMI GROWTH IMI (Large+Mid+Small Cap)
2002-08-19,492.128
2002-08-20,485.513
2002-08-21,492.102
2002-08-22,498.39
2002-08-23,488.581
2002-08-26,489.284
2002-08-27,485.189
2002-08-28,474.019
2002-08-29,473.249
2002-08-30,472.275
2002-09-02,470.231
2002-09-03,454.008
2002-09-04,460.8
2002-09-05,454.352
2002-09-06,463.575
2002-09-09,464.762
2002-09-10,470.044
2002-09-11,472.561
2002-09-12,460.406
2002-09-13,459.533
2002-09-16,458.224
2002-09-17,451.125
2002-09-18,446.51
2002-09-19,435.648
2002-09-20,436.26
2002-09-23,426.887
2002-09-24,421.531
2002-09-25,431.499
2002-09-26,440.063
2002-09-27,431.413
2002-09-30,423.232
2002-10-01,434.499
2002-10-02,432.367
2002-10-03,428.207
2002-10-04,418.85
2002-10-07,411.734
2002-10-08,415.126
2002-10-09,408.232
2002-10-10,418.859
2002-10-11,435.673
2002-10-14,437.739
2002-10-15,458.296
2002-10-16,446.934
2002-10-17,457.793
2002-10-18,459.298
2002-10-21,464.259
2002-10-22,460.205
2002-10-23,459.283
2002-10-24,457.072
2002-10-25,463.255
2002-10-28,462.062
2002-10-29,454.857
2002-10-30,460.291
2002-10-31,461.649
2002-11-01,465.927
2002-11-04,473.961
2002-11-05,476.499
2002-11-06,478.712
2002-11-07,470.914
2002-11-08,465.909
2002-11-11,457.49
2002-11-12,463.576
2002-11-13,463.267
2002-11-14,474.035
2002-11-15,476.313
2002-11-18,474.117
2002-11-19,471.149
2002-11-20,477.019
2002-11-21,487.593
2002-11-22,486.394
2002-11-25,485.417
2002-11-26,475.935
2002-11-27,487.47
2002-11-28,489.161
2002-11-29,487.153
2002-12-02,487.605
2002-12-03,479.472
2002-12-04,478.225
2002-12-05,472.799
2002-12-06,474.551
2002-12-09,463.896
2002-12-10,469.187
2002-12-11,470.361
2002-12-12,469.015
2002-12-13,462.546
2002-12-16,471.61
2002-12-17,468.201
2002-12-18,460.668
2002-12-19,457.846
2002-12-20,462.493
2002-12-23,464.482
2002-12-24,463.598
2002-12-25,463.595
2002-12-26,462.152
2002-12-27,454.563
2002-12-30,457.061
2002-12-31,458.875
2003-01-01,458.874
2003-01-02,470.917
2003-01-03,472.798
2003-01-06,479.391
2003-01-07,476.81
2003-01-08,469.966
2003-01-09,478.371
2003-01-10,479.991
2003-01-13,479.724
2003-01-14,482.76
2003-01-15,476.209
2003-01-16,474.357
2003-01-17,466.615
2003-01-20,465.044
2003-01-21,460.363
2003-01-22,456.448
2003-01-23,460.652
2003-01-24,451.288
2003-01-27,441.992
2003-01-28,445.447
2003-01-29,448.62
2003-01-30,443.556
2003-01-31,446.2
2003-02-03,448.765
2003-02-04,442.432
2003-02-05,442.6
2003-02-06,438.399
2003-02-07,433.967
2003-02-10,434.856
2003-02-11,435.637
2003-02-12,430.108
2003-02-13,429.136
2003-02-14,436.407
2003-02-17,438.272
2003-02-18,445.459
2003-02-19,441.205
2003-02-20,439.561
2003-02-21,444.237
2003-02-24,437.707
2003-02-25,435.677
2003-02-26,432.29
2003-02-27,435.188
2003-02-28,439.516
2003-03-03,438.165
2003-03-04,431.73
2003-03-05,433.297
2003-03-06,430.83
2003-03-07,431.299
2003-03-10,422.124
2003-03-11,419.891
2003-03-12,418.126
2003-03-13,432.685
2003-03-14,436.312
2003-03-17,450.237
2003-03-18,452.329
2003-03-19,455.376
2003-03-20,456.531
2003-03-21,465.974
2003-03-24,450.842
2003-03-25,456.69
2003-03-26,455.065
2003-03-27,453.331
2003-03-28,451.69
2003-03-31,444.202
2003-04-01,447.823
2003-04-02,459.538
2003-04-03,459.098
2003-04-04,459.966
2003-04-07,463.643
2003-04-08,461.428
2003-04-09,457.43
2003-04-10,458.098
2003-04-11,457.558
2003-04-14,464.772
2003-04-15,468.663
2003-04-16,465.393
2003-04-17,472.377
2003-04-18,472.374
2003-04-21,471.144
2003-04-22,479.201
2003-04-23,482.395
2003-04-24,478.761
2003-04-25,473.219
2003-04-28,481.23
2003-04-29,482.66
2003-04-30,483.875
2003-05-01,485.441
2003-05-02,490.699
2003-05-05,492.911
2003-05-06,498.487
2003-05-07,494.924
2003-05-08,489.98
2003-05-09,496.714
2003-05-12,502.175
2003-05-13,501.179
2003-05-14,500.169
2003-05-15,504.039
2003-05-16,504.381
2003-05-19,492.952
2003-05-20,492.276
2003-05-21,492.144
2003-05-22,497.189
2003-05-23,497.048
2003-05-26,497.399
2003-05-27,505.357
2003-05-28,507.685
2003-05-29,509.043
2003-05-30,512.679
2003-06-02,515.406
2003-06-03,515.807
2003-06-04,522.522
2003-06-05,525.91
2003-06-06,525.786
2003-06-09,520.551
2003-06-10,523.442
2003-06-11,530.895
2003-06-12,531.679
2003-06-13,526.901
2003-06-16,538.212
2003-06-17,540.789
2003-06-18,540.149
2003-06-19,532.541
2003-06-20,531.93
2003-06-23,522.105
2003-06-24,521.031
2003-06-25,520.756
2003-06-26,523.269
2003-06-27,520.428
2003-06-30,518.757
2003-07-01,520.233
2003-07-02,527.185
2003-07-03,525.702
2003-07-04,524.728
2003-07-07,533.657
2003-07-08,535.086
2003-07-09,533.109
2003-07-10,527.571
2003-07-11,531.886
2003-07-14,536.804
2003-07-15,533.923
2003-07-16,531.304
2003-07-17,522.829
2003-07-18,526.055
2003-07-21,521.488
2003-07-22,525.706
2003-07-23,529.228
2003-07-24,529.487
2003-07-25,534.703
2003-07-28,535.678
2003-07-29,533.25
2003-07-30,531.521
2003-07-31,531.944
2003-08-01,527.454
2003-08-04,527.747
2003-08-05,522.073
2003-08-06,519.363
2003-08-07,522.427
2003-08-08,523.538
2003-08-11,526.157
2003-08-12,530.613
2003-08-13,529.843
2003-08-14,532.531
2003-08-15,533.276
2003-08-18,537.593
2003-08-19,538.71
2003-08-20,538.223
2003-08-21,539.064
2003-08-22,535.751
2003-08-25,535.189
2003-08-26,535.081
2003-08-27,537.326
2003-08-28,541.071
2003-08-29,543.379
2003-09-01,545.262
2003-09-02,548.867
2003-09-03,552.459
2003-09-04,554.976
2003-09-05,554.137
2003-09-08,560.406
2003-09-09,556.958
2003-09-10,550.076
2003-09-11,552.935
2003-09-12,554.463
2003-09-15,553.648
2003-09-16,559.884
2003-09-17,560.327
2003-09-18,565.963
2003-09-19,565.186
2003-09-22,559.046
2003-09-23,562.256
2003-09-24,553.817
2003-09-25,549.921
2003-09-26,544.852
2003-09-29,549.167
2003-09-30,543.873
2003-10-01,554.647
2003-10-02,556.83
2003-10-03,564.481
2003-10-06,565.876
2003-10-07,568.603
2003-10-08,567.177
2003-10-09,571.3
2003-10-10,571.95
2003-10-13,575.893
2003-10-14,577.4
2003-10-15,576.867
2003-10-16,579.245
2003-10-17,573.195
2003-10-20,575.671
2003-10-21,579.046
2003-10-22,571.514
2003-10-23,569.918
2003-10-24,568.189
2003-10-27,570.666
2003-10-28,578.393
2003-10-29,579.578
2003-10-30,579.982
2003-10-31,579.988
2003-11-03,583.887
2003-11-04,581.373
2003-11-05,580.492
2003-11-06,583.206
2003-11-07,583.753
2003-11-10,579.405
2003-11-11,578.1
2003-11-12,586.674
2003-11-13,588.918
2003-11-14,587.17
2003-11-17,581.166
2003-11-18,578.993
2003-11-19,581.34
2003-11-20,577.644
2003-11-21,578.857
2003-11-24,587.352
2003-11-25,587.787
2003-11-26,591.087
2003-11-27,591.54
2003-11-28,592.99
2003-12-01,599.888
2003-12-02,599.114
2003-12-03,598.047
2003-12-04,598.194
2003-12-05,594.252
2003-12-08,596.484
2003-12-09,591.93
2003-12-10,589.723
2003-12-11,594.65
2003-12-12,597.282
2003-12-15,594.653
2003-12-16,595.176
2003-12-17,596.143
2003-12-18,602.781
2003-12-19,601.469
2003-12-22,602.638
2003-12-23,605.515
2003-12-24,606.247
2003-12-25,606.248
2003-12-26,607.086
2003-12-29,613.661
2003-12-30,615.225
2003-12-31,617.015
2004-01-01,617.016
2004-01-02,617.951
2004-01-05,626.416
2004-01-06,629.307
2004-01-07,629.874
2004-01-08,634.979
2004-01-09,634.363
2004-01-12,635.657
2004-01-13,633.507
2004-01-14,636.36
2004-01-15,634.666
2004-01-16,637.315
2004-01-19,637.68
2004-01-20,640.941
2004-01-21,643.749
2004-01-22,644.153
2004-01-23,643.696
2004-01-26,646.465
2004-01-27,642.791
2004-01-28,636.082
2004-01-29,631.782
2004-01-30,632.32
2004-02-02,634.388
2004-02-03,637.139
2004-02-04,631.39
2004-02-05,633.363
2004-02-06,643.582
2004-02-09,645.025
2004-02-10,648.209
2004-02-11,651.447
2004-02-12,651.952
2004-02-13,648.619
2004-02-16,648.898
2004-02-17,655.679
2004-02-18,654.371
2004-02-19,650.595
2004-02-20,646.038
2004-02-23,642.297
2004-02-24,642.575
2004-02-25,643.884
2004-02-26,643.409
2004-02-27,643.473
2004-03-01,650.835
2004-03-02,646.198
2004-03-03,642.281
2004-03-04,646.472
2004-03-05,650.743
2004-03-08,645.678
2004-03-09,641.782
2004-03-10,631.475
2004-03-11,621.069
2004-03-12,626.328
2004-03-15,616.312
2004-03-16,621.112
2004-03-17,626.377
2004-03-18,625.499
2004-03-19,621.781
2004-03-22,612.988
2004-03-23,611.81
2004-03-24,609.723
2004-03-25,619.681
2004-03-26,618.363
2004-03-29,626.98
2004-03-30,629.587
2004-03-31,630.675
2004-04-01,637.149
2004-04-02,642.217
2004-04-05,644.545
2004-04-06,641.582
2004-04-07,641.467
2004-04-08,640.652
2004-04-09,640.652
2004-04-12,642.973
2004-04-13,635.265
2004-04-14,631.865
2004-04-15,631.579
2004-04-16,634.948
2004-04-19,637.783
2004-04-20,629.548
2004-04-21,629.639
2004-04-22,636.254
2004-04-23,637.628
2004-04-26,636.549
2004-04-27,637.209
2004-04-28,625.797
2004-04-29,621.988
2004-04-30,617.456
2004-05-03,621.37
2004-05-04,625.971
2004-05-05,629.115
2004-05-06,622.462
2004-05-07,615.12
2004-05-10,604.155
2004-05-11,609.611
2004-05-12,609.065
2004-05-13,608.948
2004-05-14,606.219
2004-05-17,601.286
2004-05-18,605.592
2004-05-19,609.885
2004-05-20,606.662
2004-05-21,609.637
2004-05-24,610.881
2004-05-25,618.927
2004-05-26,621.516
2004-05-27,628.643
2004-05-28,627.209
2004-05-31,627.847
2004-06-01,627.131
2004-06-02,629.233
2004-06-03,624.88
2004-06-04,628.971
2004-06-07,638.785
2004-06-08,639.383
2004-06-09,631.812
2004-06-10,632.934
2004-06-11,631.481
2004-06-14,625.559
2004-06-15,629.736
2004-06-16,630.803
2004-06-17,630.054
2004-06-18,632.111
2004-06-21,629.522
2004-06-22,629.696
2004-06-23,634.158
2004-06-24,635.32
2004-06-25,633.857
2004-06-28,634.451
2004-06-29,633.987
2004-06-30,635.963
2004-07-01,630.804
2004-07-02,630.319
2004-07-05,629.494
2004-07-06,623.41
2004-07-07,625.912
2004-07-08,622.668
2004-07-09,623.128
2004-07-12,622.14
2004-07-13,621.237
2004-07-14,620.015
2004-07-15,616.534
2004-07-16,614.978
2004-07-19,612.695
2004-07-20,616.452
2004-07-21,608.818
2004-07-22,608.382
2004-07-23,600.431
2004-07-26,596.793
2004-07-27,601.053
2004-07-28,599.835
2004-07-29,605.185
2004-07-30,606.136
2004-08-02,607.165
2004-08-03,604.379
2004-08-04,601.866
2004-08-05,595.077
2004-08-06,587.457
2004-08-09,585.303
2004-08-10,592.814
2004-08-11,587.602
2004-08-12,582.537
2004-08-13,584.867
2004-08-16,591.429
2004-08-17,593.586
2004-08-18,598.671
2004-08-19,599.349
2004-08-20,601.12
2004-08-23,601.178
2004-08-24,598.98
2004-08-25,602.931
2004-08-26,603.719
2004-08-27,605.857
2004-08-30,601.233
2004-08-31,602.852
2004-09-01,606.133
2004-09-02,610.704
2004-09-03,607.088
2004-09-06,608.51
2004-09-07,610.729
2004-09-08,609.962
2004-09-09,611.052
2004-09-10,617.056
2004-09-13,619.973
2004-09-14,621.369
2004-09-15,615.366
2004-09-16,616.827
2004-09-17,619.355
2004-09-20,616.861
2004-09-21,621.958
2004-09-22,615.393
2004-09-23,614.886
2004-09-24,614.428
2004-09-27,610.509
2004-09-28,614.084
2004-09-29,618.042
2004-09-30,619.687
2004-10-01,628.653
2004-10-04,630.355
2004-10-05,630.746
2004-10-06,632.887
2004-10-07,627.281
2004-10-08,624.355
2004-10-11,624.403
2004-10-12,620.324
2004-10-13,618.102
2004-10-14,615.303
2004-10-15,618.101
2004-10-18,621.272
2004-10-19,620.731
2004-10-20,621.822
2004-10-21,625.443
2004-10-22,620.111
2004-10-25,618.706
2004-10-26,624.65
2004-10-27,633.797
2004-10-28,635.052
2004-10-29,635.003
2004-11-01,636.781
2004-11-02,638.719
2004-11-03,646.541
2004-11-04,652.264
2004-11-05,656.778
2004-11-08,656.281
2004-11-09,655.744
2004-11-10,655.496
2004-11-11,661.103
2004-11-12,666.784
2004-11-15,667.978
2004-11-16,664.584
2004-11-17,670.342
2004-11-18,669.918
2004-11-19,663.8
2004-11-22,664.82
2004-11-23,665.848
2004-11-24,669.614
2004-11-25,672.518
2004-11-26,672.547
2004-11-29,672.325
2004-11-30,668.427
2004-12-01,677.79
2004-12-02,679.211
2004-12-03,680.924
2004-12-06,680.483
2004-12-07,675.647
2004-12-08,674.039
2004-12-09,674.983
2004-12-10,674.231
2004-12-13,680.406
2004-12-14,682.938
2004-12-15,685.963
2004-12-16,683.3
2004-12-17,679.735
2004-12-20,682.726
2004-12-21,685.628
2004-12-22,688.09
2004-12-23,690.32
2004-12-24,691.602
2004-12-27,691.212
2004-12-28,695.121
2004-12-29,694.826
2004-12-30,696.424
2004-12-31,695.645
2005-01-03,690.43
2005-01-04,680.968
2005-01-05,676.602
2005-01-06,676.597
2005-01-07,675.809
2005-01-10,678.922
2005-01-11,675.924
2005-01-12,679.161
2005-01-13,674.998
2005-01-14,676.722
2005-01-17,677.825
2005-01-18,680.114
2005-01-19,676.754
2005-01-20,670.621
2005-01-21,668.83
2005-01-24,666.274
2005-01-25,667.796
2005-01-26,673.617
2005-01-27,674.649
2005-01-28,672.54
2005-01-31,677.917
2005-02-01,681.209
2005-02-02,683.968
2005-02-03,681.051
2005-02-04,687.433
2005-02-07,685.908
2005-02-08,685.243
2005-02-09,680.684
2005-02-10,684.049
2005-02-11,689.702
2005-02-14,691.856
2005-02-15,694.206
2005-02-16,693.498
2005-02-17,691.644
2005-02-18,691.848
2005-02-21,692.33
2005-02-22,687.436
2005-02-23,687.4
2005-02-24,690.901
2005-02-25,696.901
2005-02-28,695.282
2005-03-01,698.383
2005-03-02,697.217
2005-03-03,697.397
2005-03-04,704.446
2005-03-07,705.26
2005-03-08,704.469
2005-03-09,700.198
2005-03-10,699.333
2005-03-11,697.554
2005-03-14,697.539
2005-03-15,695.224
2005-03-16,691.686
2005-03-17,691.896
2005-03-18,689.842
2005-03-21,686.185
2005-03-22,683.984
2005-03-23,679.024
2005-03-24,679.282
2005-03-25,679.281
2005-03-28,678.371
2005-03-29,675.203
2005-03-30,681.458
2005-03-31,681.84
2005-04-01,679.358
2005-04-04,677.408
2005-04-05,681.919
2005-04-06,683.121
2005-04-07,687.691
2005-04-08,683.956
2005-04-11,684.83
2005-04-12,684.617
2005-04-13,680.662
2005-04-14,673.727
2005-04-15,665.564
2005-04-18,663.457
2005-04-19,669.277
2005-04-20,664.277
2005-04-21,673.765
2005-04-22,670.711
2005-04-25,673.224
2005-04-26,668.21
2005-04-27,666.347
2005-04-28,660.651
2005-04-29,664.468
2005-05-02,666.478
2005-05-03,668.116
2005-05-04,676.023
2005-05-05,676.323
2005-05-06,676.373
2005-05-09,678.185
2005-05-10,673.663
2005-05-11,674.139
2005-05-12,670.339
2005-05-13,668.231
2005-05-16,671.069
2005-05-17,674.191
2005-05-18,681.293
2005-05-19,684.193
2005-05-20,682.883
2005-05-23,686.537
2005-05-24,687.574
2005-05-25,685.345
2005-05-26,689.404
2005-05-27,690.715
2005-05-30,690.903
2005-05-31,686.567
2005-06-01,692.055
2005-06-02,694.273
2005-06-03,691.028
2005-06-06,691.603
2005-06-07,693.479
2005-06-08,692.91
2005-06-09,693.384
2005-06-10,691.501
2005-06-13,692.286
2005-06-14,693.7
2005-06-15,695.197
2005-06-16,698.103
2005-06-17,702.517
2005-06-20,701.425
2005-06-21,701.904
2005-06-22,702.194
2005-06-23,696.643
2005-06-24,691.862
2005-06-27,690.676
2005-06-28,696.119
2005-06-29,695.814
2005-06-30,693.05
2005-07-01,692.351
2005-07-04,691.984
2005-07-05,695.988
2005-07-06,695.373
2005-07-07,693.082
2005-07-08,701.855
2005-07-11,709.281
2005-07-12,712.457
2005-07-13,711.16
2005-07-14,712.953
2005-07-15,712.037
2005-07-18,710.321
2005-07-19,714.323
2005-07-20,717.295
2005-07-21,716.857
2005-07-22,719.535
2005-07-25,717.25
2005-07-26,717.29
2005-07-27,720.87
2005-07-28,726.56
2005-07-29,725.393
2005-08-01,728.297
2005-08-02,734.263
2005-08-03,736.572
2005-08-04,732.965
2005-08-05,728.003
2005-08-08,728.935
2005-08-09,732.313
2005-08-10,733.981
2005-08-11,738.233
2005-08-12,735.182
2005-08-15,734.825
2005-08-16,727.599
2005-08-17,726.686
2005-08-18,722.211
2005-08-19,724.22
2005-08-22,727.353
2005-08-23,724.298
2005-08-24,721.78
2005-08-25,722.193
2005-08-26,718.791
2005-08-29,721.0
2005-08-30,718.471
2005-08-31,727.397
2005-09-01,733.587
2005-09-02,733.29
2005-09-05,733.377
2005-09-06,740.505
2005-09-07,742.693
2005-09-08,739.821
2005-09-09,744.687
2005-09-12,742.319
2005-09-13,737.252
2005-09-14,736.228
2005-09-15,734.342
2005-09-16,738.649
2005-09-19,736.282
2005-09-20,733.065
2005-09-21,727.836
2005-09-22,726.973
2005-09-23,727.191
2005-09-26,729.866
2005-09-27,728.389
2005-09-28,730.408
2005-09-29,734.496
2005-09-30,738.751
2005-10-03,738.021
2005-10-04,734.869
2005-10-05,723.986
2005-10-06,720.11
2005-10-07,720.802
2005-10-10,718.072
2005-10-11,715.657
2005-10-12,711.224
2005-10-13,706.233
2005-10-14,712.996
2005-10-17,713.746
2005-10-18,707.077
2005-10-19,711.09
2005-10-20,706.298
2005-10-21,707.17
2005-10-24,715.892
2005-10-25,716.451
2005-10-26,714.689
2005-10-27,706.59
2005-10-28,712.19
2005-10-31,720.49
2005-11-01,719.682
2005-11-02,727.836
