Date,KOKUSAI INDEX (WORLD ex JP) IMI GROWTH IMI (Large+Mid+Small Cap)
2020-12-31,3313.495
2021-01-29,3300.38
2021-02-26,3333.31
2021-03-31,3359.662
2021-04-30,3583.262
2021-05-31,3573.732
2021-06-30,3731.527
2021-07-30,3835.328
2021-08-31,3956.214
2021-09-30,3737.611
2021-10-29,4002.993
2021-11-30,3953.407
2021-12-31,4038.258
2022-01-31,3657.534
2022-02-28,3538.886
2022-03-31,3652.381
2022-04-29,3225.433
2022-05-31,3144.22
2022-06-30,2874.419
2022-07-29,3209.972
2022-08-31,3042.545
2022-09-30,2734.374
2022-10-31,2871.183
2022-11-30,3052.745
2022-12-30,2865.175
2023-01-31,3149.103
2023-02-28,3096.232
2023-03-31,3284.027
2023-04-28,3334.71
2023-05-31,3398.494
2023-06-30,3617.122
2023-07-31,3729.963
2023-08-31,3651.106
2023-09-29,3442.857
2023-10-31,3346.345
2023-11-30,3719.529
2023-12-29,3901.765
2024-01-31,3960.854
2024-02-29,4203.98
2024-03-29,4287.452
2024-04-30,4115.06
2024-05-31,4359.505
2024-06-28,4553.908
2024-07-31,4521.043
2024-08-30,4623.88
2024-09-30,4719.622
2024-10-31,4637.754
2024-11-29,4909.033
2024-12-31,4898.651
2025-01-31,5038.647
2025-02-28,4887.655
2025-03-31,4514.706
2025-04-30,4644.307
2025-05-30,5049.843
