Date,NEW ZEALAND VALUE Standard (Large+Mid Cap)
2021-02-26,709.584
2021-03-31,695.639
2021-04-30,701.439
2021-05-31,691.489
2021-06-30,680.514
2021-07-30,673.031
2021-08-31,707.674
2021-09-30,693.103
2021-10-29,701.78
2021-11-30,637.14
2021-12-31,640.833
2022-01-31,556.781
2022-02-28,598.533
2022-03-31,633.827
2022-04-29,600.743
2022-05-31,594.019
2022-06-30,566.299
2022-07-29,608.105
2022-08-31,608.185
2022-09-30,542.679
2022-10-31,569.105
2022-11-30,603.982
2022-12-30,634.309
2023-01-31,657.394
2023-02-28,627.198
2023-03-31,649.257
2023-04-28,652.084
2023-05-31,627.879
2023-06-30,629.131
2023-07-31,644.728
2023-08-31,590.252
2023-09-29,587.384
2023-10-31,557.905
2023-11-30,627.985
2023-12-29,671.525
2024-01-31,653.987
2024-02-29,627.714
2024-03-29,614.371
2024-04-30,589.715
2024-05-31,587.119
2024-06-28,573.699
2024-07-31,566.978
2024-08-30,554.329
2024-09-30,547.12
2024-10-31,503.071
2024-11-29,527.771
2024-12-31,510.209
2025-01-31,505.772
2025-02-28,483.097
2025-03-31,480.688
2025-04-30,482.234
2025-05-30,489.758
2025-06-30,511.413
2025-07-31,487.921
