Date,NEW ZEALAND VALUE Standard (Large+Mid Cap)
2004-04-30,184.096
2004-05-31,179.897
2004-06-30,192.295
2004-07-30,202.849
2004-08-31,202.746
2004-09-30,217.069
2004-10-29,214.957
2004-11-30,240.431
2004-12-31,247.379
2005-01-31,243.336
2005-02-28,260.088
2005-03-31,239.504
2005-04-29,239.228
2005-05-31,232.452
2005-06-30,241.768
2005-07-29,249.887
2005-08-31,254.537
2005-09-30,261.342
2005-10-31,256.706
2005-11-30,256.05
2005-12-30,256.585
2006-01-31,246.143
2006-02-28,234.133
2006-03-31,228.807
2006-04-28,246.301
2006-05-31,209.012
2006-06-30,191.441
2006-07-31,192.99
2006-08-31,212.373
2006-09-29,220.015
2006-10-31,240.929
2006-11-30,247.148
2006-12-29,270.706
2007-01-31,270.867
2007-02-28,268.962
2007-03-30,275.893
2007-04-30,292.159
2007-05-31,302.619
2007-06-29,308.997
2007-07-31,302.8
2007-08-31,269.168
2007-09-28,305.393
2007-10-31,303.887
2007-11-30,300.662
2007-12-31,305.1
2008-01-31,285.948
2008-02-29,282.559
2008-03-31,265.943
2008-04-30,262.841
2008-05-30,280.393
2008-06-30,238.445
2008-07-31,242.479
2008-08-29,212.663
2008-09-30,176.955
2008-10-31,134.235
2008-11-28,129.587
2008-12-31,133.77
2009-01-30,128.428
2009-02-27,116.041
2009-03-31,136.376
2009-04-30,162.086
2009-05-29,169.958
2009-06-30,183.211
2009-07-31,193.352
2009-08-31,205.39
2009-09-30,220.678
2009-10-30,213.682
2009-11-30,206.084
2009-12-31,213.308
2010-01-29,200.223
2010-02-26,195.771
2010-03-31,198.386
2010-04-30,206.588
2010-05-31,177.147
2010-06-30,177.714
2010-07-30,193.138
2010-08-31,190.425
2010-09-30,206.41
2010-10-29,219.368
2010-11-30,220.268
2010-12-31,229.78
2011-01-31,234.996
2011-02-28,228.62
2011-03-31,236.315
2011-04-29,259.982
2011-05-31,280.883
2011-06-30,275.3
2011-07-29,301.154
2011-08-31,297.334
2011-09-30,274.275
2011-10-31,289.893
2011-11-30,281.213
2011-12-30,289.686
2012-01-31,316.771
2012-02-29,327.676
2012-03-30,360.056
2012-04-30,368.045
2012-05-31,334.437
2012-06-29,332.794
2012-07-31,360.265
2012-08-31,362.099
2012-09-28,394.938
2012-10-31,394.843
2012-11-30,418.699
2012-12-31,435.942
2013-01-31,493.041
2013-02-28,476.219
2013-03-29,470.409
2013-04-30,505.282
2013-05-31,437.125
2013-06-28,417.656
2013-07-31,431.532
2013-08-30,428.322
2013-09-30,494.388
2013-10-31,497.375
2013-11-29,469.794
2013-12-31,480.515
2014-01-31,482.749
2014-02-28,523.439
2014-03-31,549.105
2014-04-30,591.214
2014-05-30,566.209
2014-06-30,579.335
2014-07-31,583.037
2014-08-29,581.427
2014-09-30,566.111
2014-10-31,585.763
2014-11-28,578.363
2014-12-31,586.729
2015-01-30,591.318
2015-02-27,615.656
2015-03-31,581.06
2015-04-30,579.911
2015-05-29,518.155
2015-06-30,477.151
2015-07-31,480.855
2015-08-31,475.298
2015-09-30,457.304
2015-10-30,534.096
2015-11-30,523.717
2015-12-31,541.625
2016-01-29,494.525
2016-02-29,518.599
2016-03-31,609.546
2016-04-29,633.804
2016-05-31,634.248
2016-06-30,648.961
2016-07-29,710.136
2016-08-31,742.336
2016-09-30,745.699
2016-10-31,711.687
2016-11-30,699.575
2016-12-30,674.097
2017-01-31,721.44
2017-02-28,721.066
2017-03-31,705.666
2017-04-28,714.404
2017-05-31,736.043
2017-06-30,779.657
2017-07-31,800.352
2017-08-31,794.336
2017-09-29,796.929
2017-10-31,744.867
2017-11-30,721.684
2017-12-29,772.421
2018-01-31,807.389
2018-02-28,715.449
2018-03-30,720.277
2018-04-30,736.454
2018-05-31,762.893
2018-06-29,761.715
2018-07-31,774.167
2018-08-31,761.778
2018-09-28,789.998
2018-10-31,746.674
2018-11-30,780.059
2018-12-31,760.371
2019-01-31,791.672
2019-02-28,773.076
2019-03-29,835.576
2019-04-30,805.184
2019-05-31,822.662
2019-06-28,904.416
2019-07-31,871.437
2019-08-30,868.808
2019-09-30,890.889
2019-10-31,883.269
2019-11-29,904.277
2019-12-31,945.643
2020-01-31,956.531
2020-02-28,845.497
2020-03-31,663.401
2020-04-30,764.589
2020-05-29,783.466
2020-06-30,838.718
2020-07-31,884.175
2020-08-31,920.219
2020-09-30,931.09
2020-10-30,926.581
2020-11-30,1083.351
2020-12-31,1167.475
2021-01-29,1174.336
2021-02-26,1083.729
2021-03-31,1064.396
2021-04-30,1073.272
2021-05-31,1058.046
2021-06-30,1041.552
2021-07-30,1030.1
2021-08-31,1083.121
2021-09-30,1063.496
2021-10-29,1076.808
2021-11-30,977.625
2021-12-31,983.513
2022-01-31,854.515
2022-02-28,918.594
2022-03-31,975.099
2022-04-29,924.203
2022-05-31,913.857
2022-06-30,871.213
2022-07-29,935.528
2022-08-31,935.651
2022-09-30,838.174
2022-10-31,878.988
2022-11-30,932.857
2022-12-30,979.696
2023-01-31,1015.352
2023-02-28,968.713
2023-03-31,1005.622
2023-04-28,1010.001
2023-05-31,972.511
2023-06-30,974.45
2023-07-31,998.608
2023-08-31,914.231
2023-09-29,912.838
2023-10-31,867.025
2023-11-30,975.934
2023-12-29,1043.6
2024-01-31,1016.344
2024-02-29,976.051
2024-03-29,957.214
2024-04-30,918.8
2024-05-31,914.755
2024-06-28,893.847
2024-07-31,883.375
2024-08-30,863.667
2024-09-30,855.408
2024-10-31,786.537
2024-11-29,825.155
2024-12-31,797.697
2025-01-31,790.761
2025-02-28,755.309
2025-03-31,752.295
2025-04-30,754.715
2025-05-30,766.49
