Date,NEW ZEALAND VALUE Standard (Large+Mid Cap)
2001-06-18,82.062
2001-06-19,82.331
2001-06-20,81.072
2001-06-21,80.761
2001-06-22,81.425
2001-06-25,80.91
2001-06-26,82.052
2001-06-27,82.428
2001-06-28,81.891
2001-06-29,80.616
2001-07-02,82.342
2001-07-03,82.724
2001-07-04,83.005
2001-07-05,83.509
2001-07-06,83.63
2001-07-09,84.113
2001-07-10,85.351
2001-07-11,84.948
2001-07-12,84.004
2001-07-13,84.654
2001-07-16,85.073
2001-07-17,84.648
2001-07-18,85.95
2001-07-19,87.313
2001-07-20,86.899
2001-07-23,88.198
2001-07-24,88.829
2001-07-25,89.304
2001-07-26,89.646
2001-07-27,89.712
2001-07-30,90.173
2001-07-31,90.339
2001-08-01,89.749
2001-08-02,89.425
2001-08-03,88.838
2001-08-06,87.66
2001-08-07,87.095
2001-08-08,88.026
2001-08-09,89.485
2001-08-10,90.021
2001-08-13,89.882
2001-08-14,89.956
2001-08-15,91.036
2001-08-16,90.632
2001-08-17,92.147
2001-08-20,90.696
2001-08-21,91.173
2001-08-22,92.237
2001-08-23,92.43
2001-08-24,94.015
2001-08-27,94.343
2001-08-28,94.129
2001-08-29,95.328
2001-08-30,94.49
2001-08-31,92.459
2001-09-03,92.004
2001-09-04,90.832
2001-09-05,91.329
2001-09-06,91.159
2001-09-07,90.893
2001-09-10,88.168
2001-09-11,88.6
2001-09-12,83.179
2001-09-13,82.536
2001-09-14,80.308
2001-09-17,72.591
2001-09-18,75.104
2001-09-19,74.787
2001-09-20,74.594
2001-09-21,72.822
2001-09-24,72.054
2001-09-25,73.529
2001-09-26,74.804
2001-09-27,74.714
2001-09-28,77.055
2001-10-01,76.11
2001-10-02,78.233
2001-10-03,80.07
2001-10-04,80.02
2001-10-05,80.206
2001-10-08,79.42
2001-10-09,79.234
2001-10-10,79.22
2001-10-11,80.44
2001-10-12,83.127
2001-10-15,83.999
2001-10-16,84.669
2001-10-17,85.389
2001-10-18,83.613
2001-10-19,82.203
2001-10-22,82.282
2001-10-23,83.973
2001-10-24,84.019
2001-10-25,84.072
2001-10-26,83.301
2001-10-29,83.731
2001-10-30,83.26
2001-10-31,83.225
2001-11-01,83.797
2001-11-02,84.562
2001-11-05,85.623
2001-11-06,86.925
2001-11-07,85.023
2001-11-08,83.369
2001-11-09,83.315
2001-11-12,83.285
2001-11-13,84.833
2001-11-14,85.893
2001-11-15,85.072
2001-11-16,86.648
2001-11-19,86.058
2001-11-20,88.21
2001-11-21,86.071
2001-11-22,84.85
2001-11-23,84.364
2001-11-26,85.759
2001-11-27,88.569
2001-11-28,89.898
2001-11-29,90.456
2001-11-30,89.764
2001-12-03,87.233
2001-12-04,85.572
2001-12-05,87.658
2001-12-06,90.024
2001-12-07,89.861
2001-12-10,89.103
2001-12-11,90.293
2001-12-12,91.249
2001-12-13,91.438
2001-12-14,89.304
2001-12-17,89.298
2001-12-18,87.935
2001-12-19,88.037
2001-12-20,86.112
2001-12-21,86.508
2001-12-24,86.951
2001-12-25,86.951
2001-12-26,87.014
2001-12-27,87.399
2001-12-28,87.844
2001-12-31,88.006
2002-01-01,88.006
2002-01-02,88.893
2002-01-03,90.663
2002-01-04,92.113
2002-01-07,92.975
2002-01-08,93.419
2002-01-09,92.54
2002-01-10,93.169
2002-01-11,92.482
2002-01-14,91.739
2002-01-15,92.417
2002-01-16,91.511
2002-01-17,91.152
2002-01-18,91.89
2002-01-21,92.572
2002-01-22,94.523
2002-01-23,94.471
2002-01-24,94.179
2002-01-25,94.69
2002-01-28,93.503
2002-01-29,93.656
2002-01-30,91.191
2002-01-31,91.906
2002-02-01,92.316
2002-02-04,92.514
2002-02-05,92.186
2002-02-06,92.263
2002-02-07,91.95
2002-02-08,92.666
2002-02-11,92.936
2002-02-12,92.231
2002-02-13,91.856
2002-02-14,91.608
2002-02-15,91.532
2002-02-18,91.592
2002-02-19,92.698
2002-02-20,93.8
2002-02-21,92.599
2002-02-22,94.428
2002-02-25,94.174
2002-02-26,94.542
2002-02-27,94.989
2002-02-28,96.041
2002-03-01,96.641
2002-03-04,96.737
2002-03-05,96.951
2002-03-06,97.249
2002-03-07,98.805
2002-03-08,97.577
2002-03-11,98.015
2002-03-12,98.632
2002-03-13,97.578
2002-03-14,97.413
2002-03-15,99.352
2002-03-18,99.002
2002-03-19,98.585
2002-03-20,101.195
2002-03-21,100.608
2002-03-22,100.462
2002-03-25,100.267
2002-03-26,100.062
2002-03-27,99.766
2002-03-28,100.632
2002-03-29,100.632
2002-04-01,101.09
2002-04-02,101.658
2002-04-03,99.471
2002-04-04,99.288
2002-04-05,99.399
2002-04-08,97.986
2002-04-09,98.399
2002-04-10,98.778
2002-04-11,100.093
2002-04-12,100.409
2002-04-15,100.446
2002-04-16,100.067
2002-04-17,101.793
2002-04-18,101.448
2002-04-19,100.573
2002-04-22,100.431
2002-04-23,100.765
2002-04-24,100.913
2002-04-25,101.748
2002-04-26,100.747
2002-04-29,100.434
2002-04-30,99.599
2002-05-01,101.087
2002-05-02,100.584
2002-05-03,101.13
2002-05-06,100.939
2002-05-07,101.489
2002-05-08,101.234
2002-05-09,100.151
2002-05-10,101.903
2002-05-13,102.598
2002-05-14,102.896
2002-05-15,104.934
2002-05-16,104.64
2002-05-17,106.407
2002-05-20,107.708
2002-05-21,107.338
2002-05-22,108.226
2002-05-23,109.776
2002-05-24,109.686
2002-05-27,110.04
2002-05-28,111.118
2002-05-29,112.573
2002-05-30,114.431
2002-05-31,112.191
2002-06-03,113.784
2002-06-04,114.968
2002-06-05,112.462
2002-06-06,113.258
2002-06-07,114.015
2002-06-10,113.436
2002-06-11,113.634
2002-06-12,113.658
2002-06-13,113.974
2002-06-14,113.042
2002-06-17,114.088
2002-06-18,116.035
2002-06-19,116.919
2002-06-20,115.817
2002-06-21,115.507
2002-06-24,113.643
2002-06-25,111.552
2002-06-26,109.949
2002-06-27,112.251
2002-06-28,110.952
2002-07-01,109.613
2002-07-02,109.694
2002-07-03,109.795
2002-07-04,108.196
2002-07-05,109.36
2002-07-08,111.532
2002-07-09,111.098
2002-07-10,109.82
2002-07-11,106.809
2002-07-12,108.624
2002-07-15,107.735
2002-07-16,108.121
2002-07-17,106.356
2002-07-18,107.087
2002-07-19,109.044
2002-07-22,106.434
2002-07-23,104.075
2002-07-24,99.664
2002-07-25,100.761
2002-07-26,98.622
2002-07-29,100.613
2002-07-30,101.981
2002-07-31,100.784
2002-08-01,99.834
2002-08-02,99.166
2002-08-05,99.263
2002-08-06,96.165
2002-08-07,97.898
2002-08-08,99.08
2002-08-09,100.324
2002-08-12,101.595
2002-08-13,101.432
2002-08-14,100.562
2002-08-15,101.402
2002-08-16,101.617
2002-08-19,101.226
2002-08-20,102.033
2002-08-21,100.944
2002-08-22,101.245
2002-08-23,102.09
2002-08-26,102.906
2002-08-27,103.547
2002-08-28,102.766
2002-08-29,102.926
2002-08-30,102.519
2002-09-02,103.548
2002-09-03,103.767
2002-09-04,103.18
2002-09-05,101.893
2002-09-06,101.594
2002-09-09,101.073
2002-09-10,101.145
2002-09-11,101.941
2002-09-12,103.933
2002-09-13,103.868
2002-09-16,103.144
2002-09-17,103.028
2002-09-18,103.135
2002-09-19,103.665
2002-09-20,102.531
2002-09-23,101.697
2002-09-24,100.515
2002-09-25,99.597
2002-09-26,100.879
2002-09-27,100.553
2002-09-30,100.828
2002-10-01,100.38
2002-10-02,101.455
2002-10-03,101.379
2002-10-04,101.293
2002-10-07,102.661
2002-10-08,102.21
2002-10-09,102.099
2002-10-10,100.878
2002-10-11,101.639
2002-10-14,101.492
2002-10-15,100.867
2002-10-16,101.196
2002-10-17,101.599
2002-10-18,101.997
2002-10-21,103.79
2002-10-22,104.889
2002-10-23,105.239
2002-10-24,105.473
2002-10-25,105.001
2002-10-28,105.476
2002-10-29,104.858
2002-10-30,104.782
2002-10-31,106.527
2002-11-01,108.475
2002-11-04,106.9
2002-11-05,105.584
2002-11-06,105.171
2002-11-07,104.331
2002-11-08,104.239
2002-11-11,103.38
2002-11-12,103.551
2002-11-13,105.636
2002-11-14,106.459
2002-11-15,106.947
2002-11-18,107.513
2002-11-19,106.94
2002-11-20,106.629
2002-11-21,107.282
2002-11-22,108.085
2002-11-25,106.395
2002-11-26,105.22
2002-11-27,103.909
2002-11-28,105.384
2002-11-29,105.677
2002-12-02,106.641
2002-12-03,106.486
2002-12-04,106.728
2002-12-05,107.296
2002-12-06,107.666
2002-12-09,107.473
2002-12-10,107.599
2002-12-11,108.464
2002-12-12,109.166
2002-12-13,110.978
2002-12-16,110.839
2002-12-17,111.996
2002-12-18,110.911
2002-12-19,111.388
2002-12-20,111.95
2002-12-23,112.934
2002-12-24,113.641
2002-12-25,113.641
2002-12-26,113.762
2002-12-27,114.452
2002-12-30,116.445
2002-12-31,115.884
2003-01-01,115.884
2003-01-02,116.017
2003-01-03,116.282
2003-01-06,119.086
2003-01-07,119.887
2003-01-08,119.326
2003-01-09,119.778
2003-01-10,122.185
2003-01-13,123.54
2003-01-14,122.903
2003-01-15,123.591
2003-01-16,124.831
2003-01-17,126.056
2003-01-20,125.467
2003-01-21,122.699
2003-01-22,121.008
2003-01-23,122.449
2003-01-24,124.779
2003-01-27,123.962
2003-01-28,123.208
2003-01-29,124.499
2003-01-30,122.841
2003-01-31,122.87
2003-02-03,122.337
2003-02-04,125.74
2003-02-05,125.562
2003-02-06,125.596
2003-02-07,125.168
2003-02-10,127.363
2003-02-11,128.011
2003-02-12,126.485
2003-02-13,126.701
2003-02-14,126.106
2003-02-17,127.541
2003-02-18,127.295
2003-02-19,129.104
2003-02-20,128.995
2003-02-21,127.904
2003-02-24,127.716
2003-02-25,126.853
2003-02-26,126.74
2003-02-27,126.783
2003-02-28,127.166
2003-03-03,129.071
2003-03-04,129.771
2003-03-05,131.275
2003-03-06,130.874
2003-03-07,129.432
2003-03-10,128.743
2003-03-11,126.431
2003-03-12,125.38
2003-03-13,123.735
2003-03-14,126.045
2003-03-17,126.022
2003-03-18,126.45
2003-03-19,125.748
2003-03-20,126.169
2003-03-21,125.141
2003-03-24,126.871
2003-03-25,125.938
2003-03-26,124.651
2003-03-27,125.443
2003-03-28,124.538
2003-03-31,126.473
2003-04-01,125.144
2003-04-02,124.283
2003-04-03,123.464
2003-04-04,123.228
2003-04-07,124.134
2003-04-08,123.279
2003-04-09,124.319
2003-04-10,123.437
2003-04-11,123.647
2003-04-14,124.831
2003-04-15,128.516
2003-04-16,129.505
2003-04-17,128.538
2003-04-18,128.538
2003-04-21,128.123
2003-04-22,127.863
2003-04-23,127.881
2003-04-24,128.64
2003-04-25,128.2
2003-04-28,127.528
2003-04-29,127.392
2003-04-30,129.437
2003-05-01,129.412
2003-05-02,128.506
2003-05-05,129.791
2003-05-06,130.963
2003-05-07,130.573
2003-05-08,132.797
2003-05-09,132.809
2003-05-12,133.08
2003-05-13,133.988
2003-05-14,134.031
2003-05-15,133.244
2003-05-16,136.015
2003-05-19,136.768
2003-05-20,135.903
2003-05-21,133.357
2003-05-22,133.822
2003-05-23,135.664
2003-05-26,136.982
2003-05-27,138.676
2003-05-28,136.314
2003-05-29,137.023
2003-05-30,137.246
2003-06-02,137.971
2003-06-03,136.668
2003-06-04,136.158
2003-06-05,137.47
2003-06-06,137.315
2003-06-09,136.502
2003-06-10,136.31
2003-06-11,136.715
2003-06-12,136.885
2003-06-13,137.472
2003-06-16,138.905
2003-06-17,141.436
2003-06-18,141.227
2003-06-19,141.442
2003-06-20,142.758
2003-06-23,142.505
2003-06-24,141.22
2003-06-25,141.932
2003-06-26,140.55
2003-06-27,140.206
2003-06-30,143.668
2003-07-01,144.27
2003-07-02,144.601
2003-07-03,145.317
2003-07-04,144.148
2003-07-07,144.762
2003-07-08,143.488
2003-07-09,139.765
2003-07-10,140.248
2003-07-11,140.68
2003-07-14,140.465
2003-07-15,138.867
2003-07-16,137.297
2003-07-17,137.209
2003-07-18,135.13
2003-07-21,138.072
2003-07-22,137.648
2003-07-23,140.035
2003-07-24,143.751
2003-07-25,144.45
2003-07-28,144.919
2003-07-29,143.846
2003-07-30,141.063
2003-07-31,139.942
2003-08-01,142.998
2003-08-04,142.79
2003-08-05,143.497
2003-08-06,144.164
2003-08-07,144.053
2003-08-08,145.856
2003-08-11,146.905
2003-08-12,146.128
2003-08-13,146.034
2003-08-14,145.541
2003-08-15,144.327
2003-08-18,145.085
2003-08-19,145.343
2003-08-20,143.945
2003-08-21,141.526
2003-08-22,140.182
2003-08-25,140.023
2003-08-26,140.039
2003-08-27,138.148
2003-08-28,138.075
2003-08-29,141.614
2003-09-01,140.427
2003-09-02,138.392
2003-09-03,139.626
2003-09-04,139.353
2003-09-05,142.237
2003-09-08,142.416
2003-09-09,143.833
2003-09-10,143.236
2003-09-11,142.523
2003-09-12,141.253
2003-09-15,143.698
2003-09-16,142.492
2003-09-17,144.352
2003-09-18,144.662
2003-09-19,147.882
2003-09-22,150.708
2003-09-23,150.374
2003-09-24,150.646
2003-09-25,150.132
2003-09-26,148.286
2003-09-29,147.739
2003-09-30,150.016
2003-10-01,150.078
2003-10-02,149.933
2003-10-03,149.81
2003-10-06,149.423
2003-10-07,150.582
2003-10-08,150.265
2003-10-09,152.065
2003-10-10,151.31
2003-10-13,150.898
2003-10-14,148.053
2003-10-15,148.589
2003-10-16,149.802
2003-10-17,150.944
2003-10-20,150.592
2003-10-21,151.629
2003-10-22,152.082
2003-10-23,151.465
2003-10-24,152.074
2003-10-27,152.26
2003-10-28,153.02
2003-10-29,154.337
2003-10-30,153.185
2003-10-31,152.881
2003-11-03,153.35
2003-11-04,154.406
2003-11-05,155.302
2003-11-06,152.592
2003-11-07,153.31
2003-11-10,154.423
2003-11-11,157.565
2003-11-12,156.89
2003-11-13,158.86
2003-11-14,157.765
2003-11-17,157.125
2003-11-18,159.817
2003-11-19,161.347
2003-11-20,163.427
2003-11-21,161.394
2003-11-24,160.785
2003-11-25,160.888
2003-11-26,162.946
2003-11-27,162.105
2003-11-28,162.62
2003-12-01,165.686
2003-12-02,166.519
2003-12-03,165.63
2003-12-04,165.059
2003-12-05,164.113
2003-12-08,164.426
2003-12-09,165.665
2003-12-10,165.515
2003-12-11,163.678
2003-12-12,165.914
2003-12-15,167.528
2003-12-16,166.939
2003-12-17,165.666
2003-12-18,166.341
2003-12-19,165.481
2003-12-22,166.332
2003-12-23,167.292
2003-12-24,170.721
2003-12-25,170.721
2003-12-26,170.893
2003-12-29,171.35
2003-12-30,172.941
2003-12-31,174.839
2004-01-01,174.839
2004-01-02,175.265
2004-01-05,178.66
2004-01-06,181.353
2004-01-07,181.327
2004-01-08,179.355
2004-01-09,181.54
2004-01-12,183.016
2004-01-13,180.904
2004-01-14,178.386
2004-01-15,180.512
2004-01-16,180.523
2004-01-19,179.534
2004-01-20,184.057
2004-01-21,184.458
2004-01-22,183.949
2004-01-23,184.71
2004-01-26,183.985
2004-01-27,188.038
2004-01-28,188.631
2004-01-29,182.877
2004-01-30,182.743
2004-02-02,181.829
2004-02-03,183.295
2004-02-04,182.248
2004-02-05,185.314
2004-02-06,186.04
2004-02-09,190.038
2004-02-10,190.796
2004-02-11,188.243
2004-02-12,187.919
2004-02-13,190.758
2004-02-16,190.682
2004-02-17,190.501
2004-02-18,192.622
2004-02-19,190.916
2004-02-20,187.136
2004-02-23,185.639
2004-02-24,187.065
2004-02-25,188.477
2004-02-26,188.136
2004-02-27,190.276
2004-03-01,190.677
2004-03-02,191.683
2004-03-03,187.589
2004-03-04,187.617
2004-03-05,189.879
2004-03-08,189.863
2004-03-09,194.424
2004-03-10,189.85
2004-03-11,186.039
2004-03-12,186.607
2004-03-15,184.789
2004-03-16,187.562
2004-03-17,186.428
2004-03-18,189.779
2004-03-19,188.867
2004-03-22,192.028
2004-03-23,192.827
2004-03-24,190.728
2004-03-25,189.841
2004-03-26,191.718
2004-03-29,193.198
2004-03-30,195.819
2004-03-31,197.454
2004-04-01,197.97
2004-04-02,194.914
2004-04-05,192.259
2004-04-06,196.451
2004-04-07,197.392
2004-04-08,195.903
2004-04-09,195.903
2004-04-12,196.975
2004-04-13,193.249
2004-04-14,187.718
2004-04-15,189.994
2004-04-16,190.485
2004-04-19,192.526
2004-04-20,189.375
2004-04-21,187.427
2004-04-22,185.704
2004-04-23,185.526
2004-04-26,185.746
2004-04-27,186.367
2004-04-28,184.681
2004-04-29,182.643
2004-04-30,184.096
2004-05-03,182.055
2004-05-04,184.475
2004-05-05,184.777
2004-05-06,184.107
2004-05-07,178.068
2004-05-10,173.154
2004-05-11,171.796
2004-05-12,173.593
2004-05-13,171.152
2004-05-14,171.16
2004-05-17,173.894
2004-05-18,171.647
2004-05-19,177.186
2004-05-20,174.714
2004-05-21,176.353
2004-05-24,176.628
2004-05-25,175.984
2004-05-26,175.809
2004-05-27,182.068
2004-05-28,179.349
2004-05-31,179.897
2004-06-01,180.507
2004-06-02,179.16
2004-06-03,179.282
2004-06-04,178.59
2004-06-07,181.3
2004-06-08,181.416
2004-06-09,177.859
2004-06-10,181.938
2004-06-11,182.591
2004-06-14,183.08
2004-06-15,182.365
2004-06-16,182.953
2004-06-17,181.867
2004-06-18,183.595
2004-06-21,184.061
2004-06-22,185.982
2004-06-23,187.466
2004-06-24,189.415
2004-06-25,191.679
2004-06-28,191.921
2004-06-29,189.019
2004-06-30,192.295
2004-07-01,193.438
2004-07-02,195.414
2004-07-05,194.957
2004-07-06,197.232
2004-07-07,200.326
2004-07-08,199.904
2004-07-09,199.984
2004-07-12,201.494
2004-07-13,200.009
2004-07-14,198.324
2004-07-15,198.199
2004-07-16,202.349
2004-07-19,202.19
2004-07-20,205.141
2004-07-21,201.233
2004-07-22,204.115
2004-07-23,199.042
2004-07-26,198.797
2004-07-27,198.878
2004-07-28,199.063
2004-07-29,201.382
2004-07-30,202.849
2004-08-02,203.36
2004-08-03,206.269
2004-08-04,206.75
2004-08-05,207.232
2004-08-06,206.329
2004-08-09,206.581
2004-08-10,206.892
2004-08-11,207.381
2004-08-12,209.773
2004-08-13,211.917
2004-08-16,210.925
2004-08-17,210.035
2004-08-18,207.61
2004-08-19,209.713
2004-08-20,209.146
2004-08-23,207.154
2004-08-24,202.864
2004-08-25,201.999
2004-08-26,201.562
2004-08-27,201.959
2004-08-30,201.971
2004-08-31,202.746
2004-09-01,202.726
2004-09-02,198.733
2004-09-03,197.796
2004-09-06,198.4
2004-09-07,198.445
2004-09-08,200.409
2004-09-09,203.249
2004-09-10,206.43
2004-09-13,203.126
2004-09-14,205.529
2004-09-15,204.242
2004-09-16,206.091
2004-09-17,206.812
2004-09-20,208.527
2004-09-21,211.037
2004-09-22,211.506
2004-09-23,211.772
2004-09-24,212.538
2004-09-27,213.089
2004-09-28,214.984
2004-09-29,214.775
2004-09-30,217.069
2004-10-01,217.514
2004-10-04,217.195
2004-10-05,218.653
2004-10-06,218.821
2004-10-07,219.251
2004-10-08,222.235
2004-10-11,223.627
2004-10-12,222.12
2004-10-13,219.566
2004-10-14,221.571
2004-10-15,219.806
2004-10-18,218.479
2004-10-19,216.551
2004-10-20,217.445
2004-10-21,218.893
2004-10-22,218.073
2004-10-25,220.366
2004-10-26,216.882
2004-10-27,217.087
2004-10-28,214.431
2004-10-29,214.957
2004-11-01,215.652
2004-11-02,218.115
2004-11-03,219.367
2004-11-04,222.004
2004-11-05,220.206
2004-11-08,221.413
2004-11-09,223.268
2004-11-10,221.788
2004-11-11,224.07
2004-11-12,226.457
2004-11-15,228.143
2004-11-16,226.716
2004-11-17,228.575
2004-11-18,228.895
2004-11-19,233.336
2004-11-22,233.591
2004-11-23,232.912
2004-11-24,233.919
2004-11-25,237.103
2004-11-26,238.201
2004-11-29,240.415
2004-11-30,240.431
2004-12-01,242.655
2004-12-02,244.877
2004-12-03,244.221
2004-12-06,245.472
2004-12-07,241.559
2004-12-08,235.838
2004-12-09,236.141
2004-12-10,235.434
2004-12-13,238.112
2004-12-14,236.604
2004-12-15,238.615
2004-12-16,236.588
2004-12-17,236.513
2004-12-20,236.345
2004-12-21,234.037
2004-12-22,236.712
2004-12-23,237.856
2004-12-24,239.829
2004-12-27,240.632
2004-12-28,241.384
2004-12-29,242.287
2004-12-30,244.315
2004-12-31,247.379
2005-01-03,244.451
2005-01-04,241.574
2005-01-05,243.035
2005-01-06,240.216
2005-01-07,239.425
2005-01-10,236.757
2005-01-11,239.794
2005-01-12,241.177
2005-01-13,242.451
2005-01-14,238.263
2005-01-17,237.549
2005-01-18,239.915
2005-01-19,241.136
2005-01-20,239.332
2005-01-21,242.726
2005-01-24,243.279
2005-01-25,243.874
2005-01-26,248.359
2005-01-27,244.6
2005-01-28,244.428
2005-01-31,243.336
2005-02-01,243.176
2005-02-02,242.206
2005-02-03,241.374
2005-02-04,246.052
2005-02-07,245.38
2005-02-08,242.702
2005-02-09,249.268
2005-02-10,249.726
2005-02-11,249.809
2005-02-14,253.586
2005-02-15,251.556
2005-02-16,249.086
2005-02-17,251.288
2005-02-18,250.605
2005-02-21,253.817
2005-02-22,253.549
2005-02-23,251.195
2005-02-24,252.24
2005-02-25,253.839
2005-02-28,260.088
2005-03-01,259.203
2005-03-02,258.716
2005-03-03,260.504
2005-03-04,264.814
2005-03-07,267.288
2005-03-08,271.022
2005-03-09,268.395
2005-03-10,263.978
2005-03-11,259.112
2005-03-14,258.274
2005-03-15,261.194
2005-03-16,263.199
2005-03-17,260.091
2005-03-18,259.979
2005-03-21,259.583
2005-03-22,259.408
2005-03-23,252.32
2005-03-24,245.806
2005-03-25,245.806
2005-03-28,243.504
2005-03-29,242.53
2005-03-30,241.094
2005-03-31,239.504
2005-04-01,237.0
2005-04-04,234.706
2005-04-05,237.225
2005-04-06,239.708
2005-04-07,241.15
2005-04-08,241.158
2005-04-11,242.505
2005-04-12,241.934
2005-04-13,243.053
2005-04-14,242.006
2005-04-15,238.122
2005-04-18,234.607
2005-04-19,235.89
2005-04-20,236.987
2005-04-21,237.038
2005-04-22,237.177
2005-04-25,236.043
2005-04-26,234.679
2005-04-27,234.877
2005-04-28,236.25
2005-04-29,239.228
2005-05-02,239.62
2005-05-03,238.875
2005-05-04,239.787
2005-05-05,235.989
2005-05-06,232.043
2005-05-09,229.57
2005-05-10,232.171
2005-05-11,233.163
2005-05-12,231.581
2005-05-13,229.842
2005-05-16,227.153
2005-05-17,227.849
2005-05-18,228.226
2005-05-19,229.748
2005-05-20,230.061
2005-05-23,233.983
2005-05-24,236.121
2005-05-25,236.638
2005-05-26,232.984
2005-05-27,236.921
2005-05-30,237.727
2005-05-31,232.452
2005-06-01,228.5
2005-06-02,232.297
2005-06-03,235.0
2005-06-06,237.326
2005-06-07,239.255
2005-06-08,240.889
2005-06-09,239.332
2005-06-10,235.948
2005-06-13,234.479
2005-06-14,239.012
2005-06-15,241.076
2005-06-16,244.793
2005-06-17,247.396
2005-06-20,245.08
2005-06-21,246.189
2005-06-22,245.9
2005-06-23,241.74
2005-06-24,237.51
2005-06-27,239.799
2005-06-28,239.977
2005-06-29,240.488
2005-06-30,241.768
2005-07-01,235.587
2005-07-04,235.16
2005-07-05,234.552
2005-07-06,235.424
2005-07-07,234.168
2005-07-08,233.691
2005-07-11,236.829
2005-07-12,241.618
2005-07-13,239.28
2005-07-14,241.765
2005-07-15,242.095
2005-07-18,244.274
2005-07-19,240.135
2005-07-20,240.406
2005-07-21,243.607
2005-07-22,246.484
2005-07-25,246.467
2005-07-26,248.576
2005-07-27,248.661
2005-07-28,248.661
2005-07-29,249.887
2005-08-01,251.927
2005-08-02,250.925
2005-08-03,251.48
2005-08-04,252.719
2005-08-05,251.079
2005-08-08,250.32
2005-08-09,250.101
2005-08-10,250.867
2005-08-11,252.803
2005-08-12,254.829
2005-08-15,254.182
2005-08-16,255.01
2005-08-17,258.301
2005-08-18,256.264
2005-08-19,254.837
2005-08-22,259.456
2005-08-23,259.027
2005-08-24,256.892
2005-08-25,257.226
2005-08-26,254.35
2005-08-29,252.808
2005-08-30,252.882
2005-08-31,254.537
2005-09-01,259.691
2005-09-02,260.397
2005-09-05,261.011
2005-09-06,259.394
2005-09-07,259.35
2005-09-08,261.281
2005-09-09,262.623
2005-09-12,259.199
2005-09-13,258.924
2005-09-14,264.499
2005-09-15,263.366
2005-09-16,264.639
2005-09-19,262.144
2005-09-20,260.612
2005-09-21,262.868
2005-09-22,259.329
2005-09-23,256.27
2005-09-26,255.339
2005-09-27,255.332
2005-09-28,258.07
2005-09-29,258.386
2005-09-30,261.342
2005-10-03,260.444
2005-10-04,262.406
2005-10-05,260.188
2005-10-06,259.487
2005-10-07,259.771
2005-10-10,261.108
2005-10-11,259.804
2005-10-12,265.939
2005-10-13,258.138
2005-10-14,259.165
2005-10-17,259.908
2005-10-18,258.711
2005-10-19,258.001
2005-10-20,256.498
2005-10-21,253.563
2005-10-24,253.725
2005-10-25,257.865
2005-10-26,260.297
2005-10-27,258.33
2005-10-28,256.139
2005-10-31,256.706
2005-11-01,254.866
2005-11-02,250.22
2005-11-03,252.952
2005-11-04,250.61
2005-11-07,249.17
2005-11-08,248.415
