Date,PORTUGAL SMALL VALUE Small Cap
2011-09-30,356.757
2011-10-31,362.957
2011-11-30,330.296
2011-12-30,330.58
2012-01-31,324.549
2012-02-29,364.243
2012-03-30,351.696
2012-04-30,324.19
2012-05-31,283.849
2012-06-29,310.846
2012-07-31,300.059
2012-08-31,326.252
2012-09-28,352.633
2012-10-31,384.205
2012-11-30,385.873
2012-12-31,432.173
2013-01-31,527.872
2013-02-28,518.931
2013-03-29,477.322
2013-04-30,523.662
2013-05-31,520.406
2013-06-28,495.35
2013-07-31,532.681
2013-08-30,532.154
2013-09-30,568.559
2013-10-31,645.77
2013-11-29,706.06
2013-12-31,761.557
2014-01-31,809.804
2014-02-28,918.158
2014-03-31,997.758
2014-04-30,987.859
2014-05-30,922.92
2014-06-30,920.925
2014-07-31,854.687
2014-08-29,831.158
2014-09-30,797.705
2014-10-31,718.323
2014-11-28,726.016
2014-12-31,661.274
2015-01-30,660.909
2015-02-27,718.972
2015-03-31,717.285
2015-04-30,730.76
2015-05-29,706.605
2015-06-30,687.435
2015-07-31,701.303
2015-08-31,665.174
2015-09-30,657.123
2015-10-30,696.046
2015-11-30,627.329
2015-12-31,636.946
2016-01-29,573.296
2016-02-29,542.922
2016-03-31,617.276
2016-04-29,595.219
2016-05-31,595.462
2016-06-30,489.969
2016-07-29,529.422
2016-08-31,517.175
2016-09-30,491.653
2016-10-31,492.291
2016-11-30,471.956
2016-12-30,498.913
2017-01-31,475.324
2017-02-28,479.705
2017-03-31,519.278
2017-04-28,542.865
2017-05-31,612.526
2017-06-30,625.223
2017-07-31,639.812
2017-08-31,624.339
2017-09-29,661.474
2017-10-31,672.555
2017-11-30,656.246
2017-12-29,683.097
2018-01-31,754.836
2018-02-28,710.035
2018-03-30,692.076
2018-04-30,699.739
2018-05-31,694.533
2018-06-29,708.827
2018-07-31,707.299
2018-08-31,663.414
2018-09-28,659.97
2018-10-31,626.843
2018-11-30,606.18
2018-12-31,580.952
2019-01-31,646.152
2019-02-28,633.124
2019-03-29,609.766
2019-04-30,635.777
2019-05-31,598.825
2019-06-28,629.289
2019-07-31,577.795
2019-08-30,546.587
2019-09-30,547.725
2019-10-31,586.427
2019-11-29,588.789
2019-12-31,602.878
2020-01-31,568.665
2020-02-28,476.09
2020-03-31,376.283
2020-04-30,410.485
2020-05-29,418.019
2020-06-30,431.185
2020-07-31,446.952
2020-08-31,451.708
2020-09-30,405.632
2020-10-30,371.367
2020-11-30,472.924
2020-12-31,488.405
2021-01-29,472.46
2021-02-26,496.824
2021-03-31,508.665
2021-04-30,535.24
2021-05-31,585.063
2021-06-30,550.15
2021-07-30,544.74
2021-08-31,587.484
2021-09-30,594.634
2021-10-29,610.528
2021-11-30,557.512
2021-12-31,587.083
2022-01-31,589.681
2022-02-28,594.942
2022-03-31,633.373
2022-04-29,598.557
2022-05-31,690.726
2022-06-30,651.785
2022-07-29,610.693
2022-08-31,581.802
2022-09-30,496.948
2022-10-31,569.225
2022-11-30,592.79
2022-12-30,595.721
2023-01-31,648.564
2023-02-28,688.931
2023-03-31,685.663
2023-04-28,730.991
2023-05-31,659.511
2023-06-30,690.057
2023-07-31,748.295
2023-08-31,757.492
2023-09-29,739.85
2023-10-31,772.341
2023-11-30,824.312
2023-12-29,781.095
2024-01-31,776.264
2024-02-29,758.067
2024-03-29,831.615
2024-04-30,850.26
2024-05-31,921.566
2024-06-28,882.415
2024-07-31,961.572
2024-08-30,1007.593
2024-09-30,1004.958
2024-10-31,1024.096
2024-11-29,985.395
2024-12-31,978.167
2025-01-31,1033.857
2025-02-28,1102.086
2025-03-31,1195.107
2025-04-30,1278.189
2025-05-30,1441.754
2025-06-30,1486.777
2025-07-31,1492.915
