Date,WORLD MID CAP Mid Cap
2005-11-11,697.125
2005-11-14,695.819
2005-11-15,693.195
2005-11-16,694.24
2005-11-17,703.87
2005-11-18,706.127
2005-11-21,710.913
2005-11-22,713.452
2005-11-23,717.403
2005-11-24,716.861
2005-11-25,717.333
2005-11-28,713.608
2005-11-29,714.676
2005-11-30,713.578
2005-12-01,722.489
2005-12-02,725.532
2005-12-05,725.881
2005-12-06,727.503
2005-12-07,724.771
2005-12-08,726.102
2005-12-09,729.716
2005-12-12,735.154
2005-12-13,736.784
2005-12-14,741.18
2005-12-15,737.281
2005-12-16,738.836
2005-12-19,734.603
2005-12-20,735.029
2005-12-21,738.051
2005-12-22,741.822
2005-12-23,742.78
2005-12-26,743.42
2005-12-27,738.715
2005-12-28,742.231
2005-12-29,741.524
2005-12-30,737.216
2006-01-02,737.904
2006-01-03,750.41
2006-01-04,760.201
2006-01-05,759.716
2006-01-06,768.246
2006-01-09,770.789
2006-01-10,769.727
2006-01-11,774.007
2006-01-12,771.724
2006-01-13,771.232
2006-01-16,771.996
2006-01-17,765.082
2006-01-18,759.236
2006-01-19,768.939
2006-01-20,762.06
2006-01-23,764.323
2006-01-24,768.829
2006-01-25,769.363
2006-01-26,775.795
2006-01-27,781.232
2006-01-30,781.097
2006-01-31,782.546
2006-02-01,783.327
2006-02-02,778.159
2006-02-03,773.172
2006-02-06,776.997
2006-02-07,771.048
2006-02-08,769.536
2006-02-09,770.346
2006-02-10,768.082
2006-02-13,762.536
2006-02-14,765.934
2006-02-15,767.825
2006-02-16,772.043
2006-02-17,771.379
2006-02-20,771.283
2006-02-21,773.094
2006-02-22,777.27
2006-02-23,780.078
2006-02-24,781.166
2006-02-27,783.411
2006-02-28,778.401
2006-03-01,783.184
2006-03-02,783.013
2006-03-03,780.576
2006-03-06,777.473
2006-03-07,767.754
2006-03-08,764.28
2006-03-09,767.718
2006-03-10,771.241
2006-03-13,776.52
2006-03-14,785.377
2006-03-15,790.283
2006-03-16,793.318
2006-03-17,796.672
2006-03-20,796.524
2006-03-21,791.179
2006-03-22,794.879
2006-03-23,792.923
2006-03-24,797.015
2006-03-27,797.313
2006-03-28,796.135
2006-03-29,800.234
2006-03-30,806.094
2006-03-31,802.392
2006-04-03,806.465
2006-04-04,811.174
2006-04-05,815.434
2006-04-06,817.63
2006-04-07,809.8
2006-04-10,809.255
2006-04-11,801.849
2006-04-12,800.032
2006-04-13,801.342
2006-04-14,801.237
2006-04-17,804.542
2006-04-18,814.821
2006-04-19,823.11
2006-04-20,822.364
2006-04-21,825.076
2006-04-24,821.844
2006-04-25,821.37
2006-04-26,823.823
2006-04-27,824.976
2006-04-28,824.539
2006-05-01,826.878
2006-05-02,833.002
2006-05-03,831.285
2006-05-04,837.445
2006-05-05,847.629
2006-05-08,851.013
2006-05-09,852.081
2006-05-10,851.098
2006-05-11,843.481
2006-05-12,830.596
2006-05-15,820.106
2006-05-16,816.097
2006-05-17,801.129
2006-05-18,793.916
2006-05-19,792.815
2006-05-22,780.458
2006-05-23,786.243
2006-05-24,779.534
2006-05-25,788.589
2006-05-26,797.535
2006-05-29,798.954
2006-05-30,789.605
2006-05-31,793.327
2006-06-01,799.648
2006-06-02,806.766
2006-06-05,795.062
2006-06-06,780.211
2006-06-07,773.645
2006-06-08,759.828
2006-06-09,765.006
2006-06-12,754.116
2006-06-13,736.35
2006-06-14,741.863
2006-06-15,763.41
2006-06-16,764.409
2006-06-19,757.487
2006-06-20,755.951
2006-06-21,764.427
2006-06-22,764.675
2006-06-23,765.591
2006-06-26,768.908
2006-06-27,764.237
2006-06-28,763.043
2006-06-29,779.702
2006-06-30,792.92
2006-07-03,797.942
2006-07-04,800.012
2006-07-05,788.46
2006-07-06,790.609
2006-07-07,787.897
2006-07-10,786.648
2006-07-11,785.96
2006-07-12,779.097
2006-07-13,767.747
2006-07-14,757.672
2006-07-17,750.614
2006-07-18,745.979
2006-07-19,762.022
2006-07-20,760.647
2006-07-21,752.101
2006-07-24,762.351
2006-07-25,769.122
2006-07-26,768.814
2006-07-27,773.346
2006-07-28,782.304
2006-07-31,784.19
2006-08-01,779.801
2006-08-02,787.72
2006-08-03,787.554
2006-08-04,790.866
2006-08-07,784.006
2006-08-08,782.449
2006-08-09,782.056
2006-08-10,779.901
2006-08-11,777.734
2006-08-14,779.903
2006-08-15,790.158
2006-08-16,801.104
2006-08-17,802.558
2006-08-18,801.982
2006-08-21,800.587
2006-08-22,801.09
2006-08-23,797.008
2006-08-24,795.547
2006-08-25,793.665
2006-08-28,796.76
2006-08-29,799.405
2006-08-30,803.235
2006-08-31,805.846
2006-09-01,809.858
2006-09-04,814.997
2006-09-05,814.254
2006-09-06,804.165
2006-09-07,796.428
2006-09-08,798.002
2006-09-11,793.109
2006-09-12,801.04
2006-09-13,805.118
2006-09-14,806.838
2006-09-15,806.155
2006-09-18,807.947
2006-09-19,805.658
2006-09-20,807.506
2006-09-21,807.557
2006-09-22,803.283
2006-09-25,805.938
2006-09-26,810.462
2006-09-27,816.676
2006-09-28,817.915
2006-09-29,816.5
2006-10-02,817.417
2006-10-03,813.399
2006-10-04,817.818
2006-10-05,825.993
2006-10-06,820.739
2006-10-09,822.73
2006-10-10,824.775
2006-10-11,822.354
2006-10-12,829.437
2006-10-13,832.191
2006-10-16,838.727
2006-10-17,833.433
2006-10-18,835.05
2006-10-19,838.346
2006-10-20,838.277
2006-10-23,839.688
2006-10-24,841.597
2006-10-25,845.312
2006-10-26,851.776
2006-10-27,848.038
2006-10-30,846.146
2006-10-31,848.637
2006-11-01,844.648
2006-11-02,842.903
2006-11-03,841.164
2006-11-06,848.665
2006-11-07,853.396
2006-11-08,852.204
2006-11-09,850.239
2006-11-10,854.608
2006-11-13,854.223
2006-11-14,858.38
2006-11-15,861.617
2006-11-16,862.445
2006-11-17,860.749
2006-11-20,859.134
2006-11-21,863.742
2006-11-22,872.407
2006-11-23,873.018
2006-11-24,873.296
2006-11-27,862.495
2006-11-28,862.04
2006-11-29,874.482
2006-11-30,879.469
2006-12-01,880.087
2006-12-04,886.719
2006-12-05,888.881
2006-12-06,890.636
2006-12-07,890.689
2006-12-08,890.527
2006-12-11,889.536
2006-12-12,889.383
2006-12-13,891.48
2006-12-14,895.872
2006-12-15,894.256
2006-12-18,890.29
2006-12-19,889.558
2006-12-20,893.0
2006-12-21,889.821
2006-12-22,886.199
2006-12-25,885.675
2006-12-26,887.003
2006-12-27,893.883
2006-12-28,894.054
2006-12-29,892.485
2007-01-01,892.485
2007-01-02,898.432
2007-01-03,894.34
2007-01-04,890.272
2007-01-05,882.208
2007-01-08,884.62
2007-01-09,886.646
2007-01-10,883.851
2007-01-11,890.04
2007-01-12,897.176
2007-01-15,901.089
2007-01-16,899.63
2007-01-17,900.782
2007-01-18,897.894
2007-01-19,901.801
2007-01-22,900.483
2007-01-23,905.53
2007-01-24,911.477
2007-01-25,904.648
2007-01-26,901.045
2007-01-29,902.464
2007-01-30,906.939
2007-01-31,910.544
2007-02-01,920.167
2007-02-02,923.515
2007-02-05,922.086
2007-02-06,926.603
2007-02-07,930.445
2007-02-08,927.427
2007-02-09,924.307
2007-02-12,918.425
2007-02-13,925.53
2007-02-14,937.69
2007-02-15,943.003
2007-02-16,941.834
2007-02-19,943.781
2007-02-20,945.501
2007-02-21,944.492
2007-02-22,946.771
2007-02-23,948.841
2007-02-26,949.789
2007-02-27,924.419
2007-02-28,917.564
2007-03-01,911.687
2007-03-02,903.807
2007-03-05,885.099
2007-03-06,898.958
2007-03-07,902.562
2007-03-08,912.267
2007-03-09,914.432
2007-03-12,918.832
2007-03-13,905.214
2007-03-14,896.843
2007-03-15,907.124
2007-03-16,906.635
2007-03-19,917.0
2007-03-20,923.657
2007-03-21,933.625
2007-03-22,940.513
2007-03-23,941.969
2007-03-26,940.957
2007-03-27,937.077
2007-03-28,932.451
2007-03-29,935.046
2007-03-30,935.478
2007-04-02,939.625
2007-04-03,947.491
2007-04-04,950.905
2007-04-05,953.243
2007-04-06,953.111
2007-04-09,952.751
2007-04-10,958.024
2007-04-11,953.771
2007-04-12,957.121
2007-04-13,958.647
2007-04-16,968.667
2007-04-17,968.873
2007-04-18,970.729
2007-04-19,966.45
2007-04-20,973.204
2007-04-23,974.244
2007-04-24,972.289
2007-04-25,979.286
2007-04-26,978.703
2007-04-27,977.328
2007-04-30,971.581
2007-05-01,970.37
2007-05-02,978.421
2007-05-03,980.49
2007-05-04,985.719
2007-05-07,989.546
2007-05-08,983.725
2007-05-09,989.082
2007-05-10,978.983
2007-05-11,984.487
2007-05-14,982.423
2007-05-15,981.363
2007-05-16,982.419
2007-05-17,981.169
2007-05-18,985.636
2007-05-21,987.946
2007-05-22,990.321
2007-05-23,993.206
2007-05-24,981.308
2007-05-25,982.807
2007-05-28,984.058
2007-05-29,988.785
2007-05-30,991.788
2007-05-31,1000.0
2007-06-01,1004.546
2007-06-04,1008.559
2007-06-05,1004.629
2007-06-06,992.657
2007-06-07,976.321
2007-06-08,976.838
2007-06-11,980.546
2007-06-12,972.995
2007-06-13,978.934
2007-06-14,987.238
2007-06-15,996.646
2007-06-18,997.211
2007-06-19,997.228
2007-06-20,993.265
2007-06-21,993.325
2007-06-22,987.054
2007-06-25,980.992
2007-06-26,977.022
2007-06-27,978.043
2007-06-28,983.808
2007-06-29,986.611
2007-07-02,997.001
2007-07-03,1001.031
2007-07-04,1003.414
2007-07-05,1003.042
2007-07-06,1008.014
2007-07-09,1010.316
2007-07-10,1002.759
2007-07-11,1004.221
2007-07-12,1015.243
2007-07-13,1020.642
2007-07-16,1018.35
2007-07-17,1016.863
2007-07-18,1012.861
2007-07-19,1020.298
2007-07-20,1013.658
2007-07-23,1012.261
2007-07-24,996.498
2007-07-25,989.12
2007-07-26,966.574
2007-07-27,951.575
2007-07-30,957.287
2007-07-31,958.397
2007-08-01,951.228
2007-08-02,956.691
2007-08-03,942.157
2007-08-06,945.719
2007-08-07,950.687
2007-08-08,966.188
2007-08-09,948.713
2007-08-10,935.609
2007-08-13,940.066
2007-08-14,925.644
2007-08-15,907.08
2007-08-16,889.181
2007-08-17,901.631
2007-08-20,910.531
2007-08-21,914.481
2007-08-22,929.354
2007-08-23,933.6
2007-08-24,940.26
2007-08-27,937.564
2007-08-28,919.927
2007-08-29,930.708
2007-08-30,932.861
2007-08-31,947.323
2007-09-03,948.598
2007-09-04,955.831
2007-09-05,945.277
2007-09-06,948.803
2007-09-07,935.048
2007-09-10,926.078
2007-09-11,938.621
2007-09-12,939.669
2007-09-13,942.176
2007-09-14,939.962
2007-09-17,930.591
2007-09-18,945.752
2007-09-19,963.776
2007-09-20,962.489
2007-09-21,965.144
2007-09-24,963.667
2007-09-25,961.541
2007-09-26,967.479
2007-09-27,978.495
2007-09-28,979.906
2007-10-01,989.57
2007-10-02,992.464
2007-10-03,991.264
2007-10-04,991.139
2007-10-05,1001.884
2007-10-08,997.516
2007-10-09,1005.092
2007-10-10,1008.236
2007-10-11,1007.529
2007-10-12,1007.066
2007-10-15,1001.455
2007-10-16,989.846
2007-10-17,994.961
2007-10-18,996.243
2007-10-19,978.42
2007-10-22,971.431
2007-10-23,983.777
2007-10-24,978.886
2007-10-25,983.385
2007-10-26,992.346
2007-10-29,999.779
2007-10-30,994.598
2007-10-31,1006.364
2007-11-01,990.968
2007-11-02,987.428
2007-11-05,978.554
2007-11-06,988.539
2007-11-07,974.126
2007-11-08,969.726
2007-11-09,957.541
2007-11-12,938.902
2007-11-13,951.992
2007-11-14,955.804
2007-11-15,941.547
2007-11-16,936.156
2007-11-19,917.475
2007-11-20,923.518
2007-11-21,907.212
2007-11-22,908.855
2007-11-23,920.819
2007-11-26,916.465
2007-11-27,918.666
2007-11-28,937.517
2007-11-29,942.586
2007-11-30,947.85
2007-12-03,945.797
2007-12-04,937.457
2007-12-05,947.343
2007-12-06,956.022
2007-12-07,964.06
2007-12-10,969.44
2007-12-11,955.512
2007-12-12,956.795
2007-12-13,943.516
2007-12-14,932.157
2007-12-17,911.47
2007-12-18,913.876
2007-12-19,913.008
2007-12-20,916.178
2007-12-21,929.155
2007-12-24,934.951
2007-12-25,936.579
2007-12-26,940.099
2007-12-27,934.206
2007-12-28,936.914
2007-12-31,936.134
2008-01-01,936.134
2008-01-02,930.03
2008-01-03,924.88
2008-01-04,902.079
2008-01-07,891.082
2008-01-08,883.875
2008-01-09,880.033
2008-01-10,878.735
2008-01-11,870.514
2008-01-14,880.836
2008-01-15,857.349
2008-01-16,842.884
2008-01-17,832.113
2008-01-18,829.829
2008-01-21,809.407
2008-01-22,809.479
2008-01-23,817.923
2008-01-24,840.688
2008-01-25,843.919
2008-01-28,847.414
2008-01-29,858.715
2008-01-30,853.274
2008-01-31,863.234
2008-02-01,880.879
2008-02-04,881.814
2008-02-05,853.045
2008-02-06,844.584
2008-02-07,839.54
2008-02-08,839.617
2008-02-11,840.809
2008-02-12,850.393
2008-02-13,857.648
2008-02-14,858.456
2008-02-15,855.394
2008-02-18,858.741
2008-02-19,864.191
2008-02-20,860.779
2008-02-21,862.329
2008-02-22,863.069
2008-02-25,878.045
2008-02-26,886.423
2008-02-27,891.694
2008-02-28,884.166
2008-02-29,866.39
2008-03-03,857.997
2008-03-04,852.579
2008-03-05,861.4
2008-03-06,852.875
2008-03-07,841.503
2008-03-10,825.252
2008-03-11,842.193
2008-03-12,848.012
2008-03-13,848.27
2008-03-14,838.1
2008-03-17,815.962
2008-03-18,840.257
2008-03-19,824.824
2008-03-20,825.668
2008-03-21,827.814
2008-03-24,836.842
2008-03-25,857.969
2008-03-26,859.07
2008-03-27,858.19
2008-03-28,853.56
2008-03-31,856.406
2008-04-01,872.806
2008-04-02,881.29
2008-04-03,883.662
2008-04-04,889.522
2008-04-07,892.963
2008-04-08,884.424
2008-04-09,876.956
2008-04-10,879.47
2008-04-11,870.853
2008-04-14,866.187
2008-04-15,868.637
2008-04-16,892.479
2008-04-17,890.769
2008-04-18,898.601
2008-04-21,902.691
2008-04-22,896.289
2008-04-23,897.57
2008-04-24,893.158
2008-04-25,902.857
2008-04-28,906.565
2008-04-29,899.428
2008-04-30,899.892
2008-05-01,902.851
2008-05-02,911.787
2008-05-05,913.774
2008-05-06,920.43
2008-05-07,913.833
2008-05-08,919.849
2008-05-09,913.541
2008-05-12,920.939
2008-05-13,922.932
2008-05-14,925.529
2008-05-15,935.592
2008-05-16,943.2
2008-05-19,944.584
2008-05-20,937.285
2008-05-21,928.351
2008-05-22,929.454
2008-05-23,921.035
2008-05-26,916.968
2008-05-27,917.834
2008-05-28,921.238
2008-05-29,922.39
2008-05-30,930.226
2008-06-02,925.177
2008-06-03,922.081
2008-06-04,922.779
2008-06-05,931.858
2008-06-06,919.625
2008-06-09,912.703
2008-06-10,898.335
2008-06-11,886.88
2008-06-12,882.822
2008-06-13,890.413
2008-06-16,898.101
2008-06-17,899.415
2008-06-18,890.376
2008-06-19,886.356
2008-06-20,875.116
2008-06-23,870.563
2008-06-24,864.902
2008-06-25,869.522
2008-06-26,854.83
2008-06-27,852.727
2008-06-30,851.945
2008-07-01,844.208
2008-07-02,827.242
2008-07-03,818.719
2008-07-04,816.132
2008-07-07,814.004
2008-07-08,813.356
2008-07-09,811.734
2008-07-10,811.244
2008-07-11,803.912
2008-07-14,802.762
2008-07-15,791.94
2008-07-16,801.537
2008-07-17,814.793
2008-07-18,815.496
2008-07-21,822.976
2008-07-22,825.01
2008-07-23,828.427
2008-07-24,810.331
2008-07-25,808.89
2008-07-28,801.382
2008-07-29,803.927
2008-07-30,816.733
2008-07-31,810.49
2008-08-01,801.252
2008-08-04,789.87
2008-08-05,801.533
2008-08-06,810.578
2008-08-07,800.571
2008-08-08,804.29
2008-08-11,812.798
2008-08-12,804.876
2008-08-13,798.578
2008-08-14,802.765
2008-08-15,801.476
2008-08-18,795.896
2008-08-19,784.097
2008-08-20,788.996
2008-08-21,792.746
2008-08-22,797.524
2008-08-25,790.361
2008-08-26,789.637
2008-08-27,795.199
2008-08-28,805.367
2008-08-29,805.953
2008-09-01,800.488
2008-09-02,793.781
2008-09-03,785.606
2008-09-04,764.194
2008-09-05,758.357
2008-09-08,771.467
2008-09-09,747.874
2008-09-10,749.09
2008-09-11,747.541
2008-09-12,762.536
2008-09-15,735.824
2008-09-16,732.298
2008-09-17,710.446
2008-09-18,728.871
2008-09-19,766.664
2008-09-22,751.653
2008-09-23,741.127
2008-09-24,736.24
2008-09-25,741.745
2008-09-26,731.297
2008-09-29,679.747
2008-09-30,690.695
2008-10-01,686.596
2008-10-02,656.189
2008-10-03,648.325
2008-10-06,610.29
2008-10-07,589.117
2008-10-08,570.362
2008-10-09,547.444
2008-10-10,522.504
2008-10-13,568.053
2008-10-14,580.029
2008-10-15,538.274
2008-10-16,530.113
2008-10-17,535.814
2008-10-20,554.873
2008-10-21,546.343
2008-10-22,510.355
2008-10-23,501.136
2008-10-24,479.634
2008-10-27,456.768
2008-10-28,484.61
2008-10-29,505.97
2008-10-30,526.284
2008-10-31,529.761
2008-11-03,533.63
2008-11-04,561.638
2008-11-05,549.277
2008-11-06,517.073
2008-11-07,523.911
2008-11-10,523.685
2008-11-11,504.295
2008-11-12,484.69
2008-11-13,498.003
2008-11-14,487.001
2008-11-17,477.409
2008-11-18,475.595
2008-11-19,453.58
2008-11-20,426.098
2008-11-21,439.442
2008-11-24,467.818
2008-11-25,478.115
2008-11-26,489.269
2008-11-27,494.254
2008-11-28,498.173
2008-12-01,462.79
2008-12-02,470.417
2008-12-03,477.58
2008-12-04,467.048
2008-12-05,470.434
2008-12-08,494.526
2008-12-09,493.653
2008-12-10,504.899
2008-12-11,498.999
2008-12-12,498.16
2008-12-15,501.382
2008-12-16,515.926
2008-12-17,526.11
2008-12-18,521.123
2008-12-19,516.038
2008-12-22,505.762
2008-12-23,504.254
2008-12-24,503.65
2008-12-25,504.42
2008-12-26,507.963
2008-12-29,511.786
2008-12-30,520.383
2008-12-31,524.157
2009-01-01,524.157
2009-01-02,539.487
2009-01-05,541.295
2009-01-06,547.514
2009-01-07,540.658
2009-01-08,539.629
2009-01-09,530.154
2009-01-12,517.225
2009-01-13,510.178
2009-01-14,494.641
2009-01-15,492.253
2009-01-16,501.167
2009-01-19,497.497
2009-01-20,475.032
2009-01-21,485.589
2009-01-22,480.453
2009-01-23,478.027
2009-01-26,486.217
2009-01-27,494.526
2009-01-28,508.184
2009-01-29,495.423
2009-01-30,485.056
2009-02-02,477.648
2009-02-03,484.561
2009-02-04,489.296
2009-02-05,493.251
2009-02-06,505.031
2009-02-09,507.657
2009-02-10,491.257
2009-02-11,489.903
2009-02-12,486.616
2009-02-13,487.319
2009-02-16,484.171
2009-02-17,463.573
2009-02-18,458.599
2009-02-19,456.388
2009-02-20,447.865
2009-02-23,437.007
2009-02-24,442.474
2009-02-25,440.272
2009-02-26,439.324
2009-02-27,435.393
2009-03-02,413.219
2009-03-03,408.637
2009-03-04,420.26
2009-03-05,408.527
2009-03-06,405.339
2009-03-09,400.148
2009-03-10,420.38
2009-03-11,424.202
2009-03-12,431.777
2009-03-13,437.823
2009-03-16,441.882
2009-03-17,449.476
2009-03-18,457.647
2009-03-19,469.232
2009-03-20,459.831
2009-03-23,480.59
2009-03-24,477.662
2009-03-25,479.93
2009-03-26,488.74
2009-03-27,479.653
2009-03-30,462.016
2009-03-31,468.645
2009-04-01,475.281
2009-04-02,498.289
2009-04-03,502.418
2009-04-06,498.34
2009-04-07,487.006
2009-04-08,489.899
2009-04-09,508.344
2009-04-10,508.866
2009-04-13,510.663
2009-04-14,509.051
2009-04-15,509.997
2009-04-16,519.275
2009-04-17,524.149
2009-04-20,503.657
2009-04-21,509.191
2009-04-22,514.2
2009-04-23,518.412
2009-04-24,529.815
2009-04-27,524.161
2009-04-28,517.692
2009-04-29,530.539
2009-04-30,535.46
2009-05-01,536.779
2009-05-04,554.598
2009-05-05,555.759
2009-05-06,560.772
2009-05-07,557.215
2009-05-08,569.49
2009-05-11,563.224
2009-05-12,560.195
2009-05-13,542.891
2009-05-14,544.86
2009-05-15,546.493
2009-05-18,556.699
2009-05-19,565.415
2009-05-20,570.201
2009-05-21,560.152
2009-05-22,562.403
2009-05-25,563.257
2009-05-26,572.207
2009-05-27,570.545
2009-05-28,570.378
2009-05-29,580.731
2009-06-01,598.756
2009-06-02,602.053
2009-06-03,590.357
2009-06-04,592.123
2009-06-05,589.15
2009-06-08,583.433
2009-06-09,590.336
2009-06-10,593.95
2009-06-11,599.763
2009-06-12,597.444
2009-06-15,581.366
2009-06-16,574.679
2009-06-17,568.876
2009-06-18,570.487
2009-06-19,574.623
2009-06-22,558.192
2009-06-23,557.317
2009-06-24,566.708
2009-06-25,571.774
2009-06-26,577.177
2009-06-29,579.93
2009-06-30,578.439
2009-07-01,583.927
2009-07-02,569.679
2009-07-03,568.443
2009-07-06,563.055
2009-07-07,555.913
2009-07-08,548.806
2009-07-09,553.18
2009-07-10,550.675
2009-07-13,555.692
2009-07-14,563.437
2009-07-15,579.329
2009-07-16,585.079
2009-07-17,586.068
2009-07-20,595.594
2009-07-21,601.817
2009-07-22,604.013
2009-07-23,616.171
2009-07-24,619.169
2009-07-27,621.494
2009-07-28,618.642
2009-07-29,614.337
2009-07-30,623.856
2009-07-31,629.15
2009-08-03,643.582
2009-08-04,645.861
2009-08-05,644.345
2009-08-06,642.07
2009-08-07,646.078
2009-08-10,644.927
2009-08-11,638.624
2009-08-12,645.161
2009-08-13,654.736
2009-08-14,650.692
2009-08-17,630.732
2009-08-18,637.845
2009-08-19,641.144
2009-08-20,649.329
2009-08-21,660.07
2009-08-24,664.222
2009-08-25,666.577
2009-08-26,663.814
2009-08-27,663.583
2009-08-28,670.796
2009-08-31,663.393
2009-09-01,651.346
2009-09-02,644.808
2009-09-03,650.515
2009-09-04,657.297
2009-09-07,664.47
2009-09-08,675.019
2009-09-09,681.654
2009-09-10,688.002
2009-09-11,691.312
2009-09-14,690.578
2009-09-15,694.416
2009-09-16,707.322
2009-09-17,708.089
2009-09-18,704.766
2009-09-21,699.069
2009-09-22,707.735
2009-09-23,703.485
2009-09-24,692.819
2009-09-25,688.863
2009-09-28,697.02
2009-09-29,696.385
2009-09-30,698.904
2009-10-01,681.371
2009-10-02,671.594
2009-10-05,679.854
2009-10-06,693.87
2009-10-07,695.0
2009-10-08,706.76
2009-10-09,708.392
2009-10-12,712.565
2009-10-13,710.529
2009-10-14,722.456
2009-10-15,725.207
2009-10-16,718.901
2009-10-19,727.505
2009-10-20,724.222
2009-10-21,720.979
2009-10-22,720.468
2009-10-23,713.347
2009-10-26,704.348
2009-10-27,694.211
2009-10-28,674.416
2009-10-29,687.511
2009-10-30,675.042
2009-11-02,676.227
2009-11-03,676.586
2009-11-04,683.953
2009-11-05,691.563
2009-11-06,693.75
2009-11-09,709.779
2009-11-10,707.85
2009-11-11,711.379
2009-11-12,704.277
2009-11-13,708.671
2009-11-16,719.71
2009-11-17,714.418
2009-11-18,714.826
2009-11-19,700.909
2009-11-20,696.88
2009-11-23,707.464
2009-11-24,703.208
2009-11-25,709.632
2009-11-26,700.501
2009-11-27,693.655
2009-11-30,696.975
2009-12-01,712.408
2009-12-02,714.766
2009-12-03,712.383
2009-12-04,712.246
2009-12-07,711.809
2009-12-08,703.958
2009-12-09,701.01
2009-12-10,704.047
2009-12-11,706.167
2009-12-14,714.78
2009-12-15,711.155
2009-12-16,717.537
2009-12-17,705.888
2009-12-18,705.335
2009-12-21,712.242
2009-12-22,715.652
2009-12-23,721.182
2009-12-24,724.45
2009-12-25,724.121
2009-12-28,726.489
2009-12-29,727.832
2009-12-30,723.73
2009-12-31,722.333
2010-01-01,722.333
2010-01-04,736.148
2010-01-05,740.362
2010-01-06,742.438
2010-01-07,743.012
2010-01-08,746.839
2010-01-11,753.066
2010-01-12,745.668
2010-01-13,748.733
2010-01-14,752.594
2010-01-15,744.485
2010-01-18,745.624
2010-01-19,748.156
2010-01-20,737.692
2010-01-21,727.867
2010-01-22,717.513
2010-01-25,717.776
2010-01-26,713.098
2010-01-27,710.388
2010-01-28,703.677
2010-01-29,696.419
2010-02-01,704.407
2010-02-02,715.703
2010-02-03,711.94
2010-02-04,691.089
2010-02-05,684.162
2010-02-08,681.468
2010-02-09,687.664
2010-02-10,688.414
2010-02-11,693.828
2010-02-12,693.615
2010-02-15,693.485
2010-02-16,704.057
2010-02-17,710.033
2010-02-18,713.161
2010-02-19,710.817
2010-02-22,715.545
2010-02-23,708.024
2010-02-24,710.877
2010-02-25,706.51
2010-02-26,712.713
2010-03-01,719.945
2010-03-02,726.35
2010-03-03,731.439
2010-03-04,730.409
2010-03-05,739.863
2010-03-08,742.565
2010-03-09,741.409
2010-03-10,746.725
2010-03-11,748.296
2010-03-12,752.513
2010-03-15,747.551
2010-03-16,756.28
2010-03-17,762.571
2010-03-18,756.836
2010-03-19,751.771
2010-03-22,755.103
2010-03-23,760.513
2010-03-24,753.97
2010-03-25,753.152
2010-03-26,755.593
2010-03-29,761.88
2010-03-30,761.884
2010-03-31,761.924
2010-04-01,770.328
2010-04-02,770.543
2010-04-05,776.503
2010-04-06,778.014
2010-04-07,774.778
2010-04-08,772.608
2010-04-09,781.016
2010-04-12,784.382
2010-04-13,782.515
2010-04-14,791.531
2010-04-15,792.28
2010-04-16,780.417
2010-04-19,774.501
2010-04-20,784.105
2010-04-21,785.229
2010-04-22,785.69
2010-04-23,792.663
2010-04-26,794.793
2010-04-27,776.701
2010-04-28,769.895
2010-04-29,782.082
2010-04-30,775.963
2010-05-03,779.418
2010-05-04,758.093
2010-05-05,746.703
2010-05-06,727.305
2010-05-07,707.538
2010-05-10,744.526
2010-05-11,739.019
2010-05-12,752.606
2010-05-13,748.974
2010-05-14,729.831
2010-05-17,723.755
2010-05-18,719.322
2010-05-19,707.455
2010-05-20,684.76
2010-05-21,692.981
2010-05-24,686.88
2010-05-25,675.839
2010-05-26,682.304
2010-05-27,705.428
2010-05-28,703.195
2010-05-31,703.51
2010-06-01,694.294
2010-06-02,702.468
2010-06-03,711.861
2010-06-04,690.113
2010-06-07,675.284
2010-06-08,677.192
2010-06-09,683.647
2010-06-10,703.328
2010-06-11,707.672
2010-06-14,717.097
2010-06-15,729.353
2010-06-16,729.739
2010-06-17,729.72
2010-06-18,731.532
2010-06-21,734.04
2010-06-22,722.53
2010-06-23,717.199
2010-06-24,707.865
2010-06-25,708.805
2010-06-28,709.766
2010-06-29,685.171
2010-06-30,679.86
2010-07-01,677.054
2010-07-02,676.848
2010-07-05,675.243
2010-07-06,685.376
2010-07-07,698.689
2010-07-08,707.082
2010-07-09,712.296
2010-07-12,709.784
2010-07-13,723.061
2010-07-14,725.267
2010-07-15,725.319
2010-07-16,709.927
2010-07-19,710.392
2010-07-20,714.632
2010-07-21,712.222
2010-07-22,727.634
2010-07-23,734.414
2010-07-26,743.54
2010-07-27,740.749
2010-07-28,738.048
2010-07-29,737.077
2010-07-30,735.04
2010-08-02,752.423
2010-08-03,752.182
2010-08-04,752.796
2010-08-05,753.341
2010-08-06,752.858
2010-08-09,756.646
2010-08-10,745.493
2010-08-11,722.561
2010-08-12,717.132
2010-08-13,716.612
2010-08-16,718.982
2010-08-17,729.428
2010-08-18,731.324
2010-08-19,724.605
2010-08-20,715.6
2010-08-23,713.936
2010-08-24,704.676
2010-08-25,701.71
2010-08-26,704.967
2010-08-27,714.179
2010-08-30,710.023
2010-08-31,707.881
2010-09-01,729.695
2010-09-02,736.934
2010-09-03,745.268
2010-09-06,748.861
2010-09-07,738.764
2010-09-08,742.515
2010-09-09,747.059
2010-09-10,748.49
2010-09-13,759.615
2010-09-14,762.467
2010-09-15,763.332
2010-09-16,761.469
2010-09-17,762.248
2010-09-20,773.08
2010-09-21,771.15
