Date,ISRAEL SMID GROWTH SMID (Small+Mid Cap)
2003-04-04,470.825
2003-04-07,479.365
2003-04-08,479.398
2003-04-09,476.548
2003-04-10,481.997
2003-04-11,482.592
2003-04-14,496.876
2003-04-15,505.062
2003-04-16,507.798
2003-04-17,511.929
2003-04-18,512.059
2003-04-21,510.003
2003-04-22,512.806
2003-04-23,513.927
2003-04-24,518.423
2003-04-25,513.511
2003-04-28,507.139
2003-04-29,517.735
2003-04-30,518.237
2003-05-01,519.779
2003-05-02,525.931
2003-05-05,546.691
2003-05-06,550.761
2003-05-07,548.271
2003-05-08,543.456
2003-05-09,546.207
2003-05-12,560.329
2003-05-13,552.258
2003-05-14,560.479
2003-05-15,562.231
2003-05-16,561.31
2003-05-19,536.443
2003-05-20,526.204
2003-05-21,520.418
2003-05-22,530.02
2003-05-23,536.313
2003-05-26,553.927
2003-05-27,567.388
2003-05-28,576.366
2003-05-29,580.15
2003-05-30,585.011
2003-06-02,584.765
2003-06-03,593.091
2003-06-04,591.893
2003-06-05,602.294
2003-06-06,600.355
2003-06-09,585.405
2003-06-10,576.008
2003-06-11,590.464
2003-06-12,600.367
2003-06-13,598.996
2003-06-16,622.5
2003-06-17,630.474
2003-06-18,625.669
2003-06-19,618.509
2003-06-20,618.552
2003-06-23,606.702
2003-06-24,609.47
2003-06-25,613.477
2003-06-26,624.059
2003-06-27,622.679
2003-06-30,622.489
2003-07-01,629.5
2003-07-02,647.216
2003-07-03,647.701
2003-07-04,646.09
2003-07-07,644.703
2003-07-08,629.747
2003-07-09,637.007
2003-07-10,625.032
2003-07-11,628.777
2003-07-14,631.553
2003-07-15,625.301
2003-07-16,616.232
2003-07-17,602.848
2003-07-18,608.683
2003-07-21,605.729
2003-07-22,602.426
2003-07-23,613.932
2003-07-24,598.412
2003-07-25,604.049
2003-07-28,610.596
2003-07-29,609.716
2003-07-30,601.458
2003-07-31,600.403
2003-08-01,596.159
2003-08-04,586.038
2003-08-05,583.384
2003-08-06,575.937
2003-08-07,574.861
2003-08-08,574.317
2003-08-11,573.427
2003-08-12,576.622
2003-08-13,582.634
2003-08-14,587.129
2003-08-15,587.002
2003-08-18,592.895
2003-08-19,595.012
2003-08-20,594.543
2003-08-21,595.263
2003-08-22,592.6
2003-08-25,588.474
2003-08-26,592.606
2003-08-27,594.131
2003-08-28,603.102
2003-08-29,605.252
2003-09-01,603.992
2003-09-02,613.164
2003-09-03,627.615
2003-09-04,628.625
2003-09-05,630.029
2003-09-08,633.559
2003-09-09,630.1
2003-09-10,616.64
2003-09-11,616.407
2003-09-12,618.749
2003-09-15,625.15
2003-09-16,639.005
2003-09-17,642.107
2003-09-18,646.444
2003-09-19,653.553
2003-09-22,652.773
2003-09-23,660.684
2003-09-24,654.842
2003-09-25,643.818
2003-09-26,638.514
2003-09-29,643.324
2003-09-30,638.685
2003-10-01,648.138
2003-10-02,660.743
2003-10-03,672.913
2003-10-06,681.259
2003-10-07,677.357
2003-10-08,680.447
2003-10-09,693.34
2003-10-10,700.184
2003-10-13,717.315
2003-10-14,723.538
2003-10-15,730.418
2003-10-16,726.091
2003-10-17,717.844
2003-10-20,717.52
2003-10-21,728.493
2003-10-22,711.335
2003-10-23,704.684
2003-10-24,700.722
2003-10-27,706.531
2003-10-28,720.533
2003-10-29,738.697
2003-10-30,730.833
2003-10-31,728.064
2003-11-03,738.34
2003-11-04,745.826
2003-11-05,757.809
2003-11-06,759.362
2003-11-07,760.784
2003-11-10,749.916
2003-11-11,731.404
2003-11-12,745.834
2003-11-13,752.81
2003-11-14,756.824
2003-11-17,749.15
2003-11-18,752.621
2003-11-19,752.311
2003-11-20,744.459
2003-11-21,745.676
2003-11-24,758.17
2003-11-25,771.453
2003-11-26,777.688
2003-11-27,779.725
2003-11-28,785.975
2003-12-01,790.55
2003-12-02,786.363
2003-12-03,764.504
2003-12-04,759.457
2003-12-05,748.231
2003-12-08,741.03
2003-12-09,752.705
2003-12-10,736.059
2003-12-11,763.076
2003-12-12,763.337
2003-12-15,771.048
2003-12-16,770.933
2003-12-17,767.543
2003-12-18,772.452
2003-12-19,772.541
2003-12-22,773.502
2003-12-23,775.606
2003-12-24,778.14
2003-12-25,780.189
2003-12-26,778.091
2003-12-29,787.434
2003-12-30,786.236
2003-12-31,786.872
2004-01-01,790.495
2004-01-02,787.225
2004-01-05,812.387
2004-01-06,820.783
2004-01-07,822.251
2004-01-08,847.088
2004-01-09,847.922
2004-01-12,844.957
2004-01-13,847.01
2004-01-14,850.779
2004-01-15,860.444
2004-01-16,869.538
2004-01-19,877.427
2004-01-20,879.468
2004-01-21,842.735
2004-01-22,834.91
2004-01-23,840.972
2004-01-26,838.712
2004-01-27,842.459
2004-01-28,827.33
2004-01-29,812.563
2004-01-30,811.816
2004-02-02,800.591
2004-02-03,790.558
2004-02-04,769.056
2004-02-05,780.451
2004-02-06,792.409
2004-02-09,819.271
2004-02-10,817.168
2004-02-11,819.768
2004-02-12,830.188
2004-02-13,828.052
2004-02-16,831.495
2004-02-17,833.245
2004-02-18,830.522
2004-02-19,827.059
2004-02-20,819.96
2004-02-23,808.329
2004-02-24,795.612
2004-02-25,802.229
2004-02-26,802.92
2004-02-27,805.915
2004-03-01,821.126
2004-03-02,820.11
2004-03-03,807.773
2004-03-04,815.182
2004-03-05,816.098
2004-03-08,812.891
2004-03-09,802.642
2004-03-10,792.52
2004-03-11,781.765
2004-03-12,791.325
2004-03-15,794.759
2004-03-16,796.641
2004-03-17,805.637
2004-03-18,812.883
2004-03-19,809.221
2004-03-22,785.615
2004-03-23,781.878
2004-03-24,767.377
2004-03-25,775.998
2004-03-26,780.089
2004-03-29,785.578
2004-03-30,790.434
2004-03-31,796.797
2004-04-01,804.826
2004-04-02,812.211
2004-04-05,826.313
2004-04-06,827.066
2004-04-07,831.637
2004-04-08,836.656
2004-04-09,836.954
2004-04-12,835.916
2004-04-13,829.6
2004-04-14,819.56
2004-04-15,820.882
2004-04-16,806.392
2004-04-19,817.802
2004-04-20,808.603
2004-04-21,812.604
2004-04-22,817.013
2004-04-23,817.082
2004-04-26,818.557
2004-04-27,816.024
2004-04-28,796.02
2004-04-29,735.169
2004-04-30,719.018
2004-05-03,714.539
2004-05-04,726.732
2004-05-05,731.819
2004-05-06,724.86
2004-05-07,722.859
2004-05-10,694.846
2004-05-11,706.689
2004-05-12,702.87
2004-05-13,700.131
2004-05-14,690.506
2004-05-17,676.272
2004-05-18,682.367
2004-05-19,690.101
2004-05-20,685.841
2004-05-21,685.587
2004-05-24,692.275
2004-05-25,699.116
2004-05-26,705.046
2004-05-27,713.083
2004-05-28,716.899
2004-05-31,716.374
2004-06-01,720.779
2004-06-02,726.163
2004-06-03,720.877
2004-06-04,722.548
2004-06-07,731.974
2004-06-08,728.495
2004-06-09,718.17
2004-06-10,716.496
2004-06-11,716.342
2004-06-14,710.553
2004-06-15,714.22
2004-06-16,722.809
2004-06-17,726.803
2004-06-18,726.225
2004-06-21,733.364
2004-06-22,738.249
2004-06-23,744.157
2004-06-24,742.75
2004-06-25,740.776
2004-06-28,740.731
2004-06-29,738.873
2004-06-30,741.094
2004-07-01,737.385
2004-07-02,739.886
2004-07-05,739.425
2004-07-06,725.499
2004-07-07,724.868
2004-07-08,712.018
2004-07-09,716.379
2004-07-12,710.828
2004-07-13,708.237
2004-07-14,698.126
2004-07-15,701.518
2004-07-16,700.322
2004-07-19,696.043
2004-07-20,698.461
2004-07-21,686.9
2004-07-22,682.557
2004-07-23,674.74
2004-07-26,660.452
2004-07-27,667.938
2004-07-28,653.662
2004-07-29,649.807
2004-07-30,646.495
2004-08-02,639.326
2004-08-03,625.768
2004-08-04,619.396
2004-08-05,619.845
2004-08-06,614.12
2004-08-09,601.211
2004-08-10,606.75
2004-08-11,591.741
2004-08-12,579.634
2004-08-13,577.753
2004-08-16,575.62
2004-08-17,589.248
2004-08-18,600.629
2004-08-19,607.718
2004-08-20,612.863
2004-08-23,617.962
2004-08-24,616.134
2004-08-25,617.176
2004-08-26,615.428
2004-08-27,616.733
2004-08-30,611.471
2004-08-31,608.044
2004-09-01,611.013
2004-09-02,616.187
2004-09-03,612.569
2004-09-06,613.602
2004-09-07,627.33
2004-09-08,627.442
2004-09-09,632.064
2004-09-10,638.665
2004-09-13,648.445
2004-09-14,650.534
2004-09-15,646.28
2004-09-16,651.838
2004-09-17,652.261
2004-09-20,651.269
2004-09-21,656.406
2004-09-22,647.748
2004-09-23,650.202
2004-09-24,652.774
2004-09-27,653.068
2004-09-28,653.78
2004-09-29,655.049
2004-09-30,660.972
2004-10-01,668.66
2004-10-04,678.09
2004-10-05,673.806
2004-10-06,675.631
2004-10-07,669.38
2004-10-08,662.998
2004-10-11,658.592
2004-10-12,648.694
2004-10-13,657.898
2004-10-14,648.981
2004-10-15,647.404
2004-10-18,645.735
2004-10-19,651.559
2004-10-20,651.348
2004-10-21,656.566
2004-10-22,648.924
2004-10-25,646.206
2004-10-26,656.183
2004-10-27,658.309
2004-10-28,653.009
2004-10-29,655.655
2004-11-01,665.631
2004-11-02,671.799
2004-11-03,688.871
2004-11-04,689.226
2004-11-05,695.015
2004-11-08,701.269
2004-11-09,699.567
2004-11-10,700.177
2004-11-11,709.695
2004-11-12,721.553
2004-11-15,729.861
2004-11-16,735.878
2004-11-17,738.026
2004-11-18,738.05
2004-11-19,735.019
2004-11-22,723.847
2004-11-23,735.244
2004-11-24,744.465
2004-11-25,743.85
2004-11-26,745.854
2004-11-29,739.867
2004-11-30,738.567
2004-12-01,745.307
2004-12-02,750.86
2004-12-03,752.097
2004-12-06,764.008
2004-12-07,767.99
2004-12-08,762.501
2004-12-09,754.646
2004-12-10,758.316
2004-12-13,769.11
2004-12-14,773.93
2004-12-15,776.776
2004-12-16,781.527
2004-12-17,779.807
2004-12-20,775.942
2004-12-21,765.525
2004-12-22,770.914
2004-12-23,775.5
2004-12-24,777.23
2004-12-27,785.712
2004-12-28,786.54
2004-12-29,783.754
2004-12-30,792.495
2004-12-31,796.327
2005-01-03,794.336
2005-01-04,785.119
2005-01-05,769.887
2005-01-06,777.807
2005-01-07,783.13
2005-01-10,798.186
2005-01-11,790.154
2005-01-12,790.005
2005-01-13,791.533
2005-01-14,786.692
2005-01-17,785.234
2005-01-18,785.773
2005-01-19,777.126
2005-01-20,772.486
2005-01-21,770.998
2005-01-24,767.643
2005-01-25,761.98
2005-01-26,758.701
2005-01-27,758.633
2005-01-28,755.52
2005-01-31,768.147
2005-02-01,771.461
2005-02-02,773.451
2005-02-03,777.989
2005-02-04,789.134
2005-02-07,784.387
2005-02-08,785.303
2005-02-09,775.021
2005-02-10,774.328
2005-02-11,781.544
2005-02-14,793.818
2005-02-15,794.233
2005-02-16,781.78
2005-02-17,783.995
2005-02-18,783.863
2005-02-21,781.691
2005-02-22,773.289
2005-02-23,771.857
2005-02-24,775.608
2005-02-25,779.79
2005-02-28,783.383
2005-03-01,791.211
2005-03-02,793.899
2005-03-03,798.517
2005-03-04,802.812
2005-03-07,813.267
2005-03-08,815.388
2005-03-09,812.046
2005-03-10,802.101
2005-03-11,800.77
2005-03-14,802.725
2005-03-15,804.584
2005-03-16,796.492
2005-03-17,794.943
2005-03-18,793.25
2005-03-21,795.809
2005-03-22,793.397
2005-03-23,780.58
2005-03-24,777.795
2005-03-25,778.441
2005-03-28,777.672
2005-03-29,766.762
2005-03-30,765.407
2005-03-31,769.861
2005-04-01,769.534
2005-04-04,762.201
2005-04-05,764.641
2005-04-06,766.141
2005-04-07,774.591
2005-04-08,769.027
2005-04-11,773.603
2005-04-12,774.941
2005-04-13,771.046
2005-04-14,760.729
2005-04-15,752.419
2005-04-18,751.88
2005-04-19,764.99
2005-04-20,759.995
2005-04-21,769.345
2005-04-22,766.02
2005-04-25,769.288
2005-04-26,763.354
2005-04-27,754.442
2005-04-28,753.263
2005-04-29,759.17
2005-05-02,770.223
2005-05-03,767.341
2005-05-04,777.576
2005-05-05,784.691
2005-05-06,787.947
2005-05-09,796.055
2005-05-10,794.534
2005-05-11,800.312
2005-05-12,800.03
2005-05-13,797.695
2005-05-16,797.712
2005-05-17,798.426
2005-05-18,797.311
2005-05-19,803.833
2005-05-20,802.034
2005-05-23,795.734
2005-05-24,796.922
2005-05-25,799.799
2005-05-26,800.212
2005-05-27,799.327
2005-05-30,797.229
2005-05-31,795.37
2005-06-01,799.66
2005-06-02,801.383
2005-06-03,796.767
2005-06-06,797.305
2005-06-07,801.756
2005-06-08,802.69
2005-06-09,796.635
2005-06-10,801.561
2005-06-13,798.316
2005-06-14,794.481
2005-06-15,781.251
2005-06-16,781.109
2005-06-17,778.739
2005-06-20,757.507
2005-06-21,764.816
2005-06-22,764.999
2005-06-23,753.258
2005-06-24,745.026
2005-06-27,736.415
2005-06-28,741.172
2005-06-29,745.525
2005-06-30,741.624
2005-07-01,728.249
2005-07-04,731.055
2005-07-05,719.387
2005-07-06,730.994
2005-07-07,736.606
2005-07-08,737.237
2005-07-11,749.643
2005-07-12,751.722
2005-07-13,750.448
2005-07-14,748.461
2005-07-15,746.905
2005-07-18,739.146
2005-07-19,740.277
2005-07-20,751.724
2005-07-21,752.726
2005-07-22,753.047
2005-07-25,752.172
2005-07-26,753.779
2005-07-27,755.689
2005-07-28,757.759
2005-07-29,757.487
2005-08-01,761.756
2005-08-02,773.102
2005-08-03,767.85
2005-08-04,764.951
2005-08-05,764.088
2005-08-08,753.921
2005-08-09,762.299
2005-08-10,767.03
2005-08-11,771.295
2005-08-12,764.457
2005-08-15,773.024
2005-08-16,771.784
2005-08-17,788.699
2005-08-18,792.137
2005-08-19,789.055
2005-08-22,783.794
2005-08-23,782.036
2005-08-24,781.107
2005-08-25,777.308
2005-08-26,772.998
2005-08-29,769.641
2005-08-30,768.495
2005-08-31,770.12
2005-09-01,781.851
2005-09-02,783.033
2005-09-05,787.395
2005-09-06,790.232
2005-09-07,792.733
2005-09-08,794.907
2005-09-09,796.226
2005-09-12,803.988
2005-09-13,802.336
2005-09-14,802.818
2005-09-15,800.722
2005-09-16,804.56
2005-09-19,793.593
2005-09-20,783.64
2005-09-21,773.133
2005-09-22,761.497
2005-09-23,766.393
2005-09-26,772.037
2005-09-27,776.848
2005-09-28,765.238
2005-09-29,769.031
2005-09-30,777.879
2005-10-03,790.426
2005-10-04,793.129
2005-10-05,782.123
2005-10-06,770.025
2005-10-07,773.04
2005-10-10,770.019
2005-10-11,758.403
2005-10-12,741.725
2005-10-13,743.355
2005-10-14,748.396
2005-10-17,738.506
2005-10-18,737.908
2005-10-19,733.187
2005-10-20,732.353
2005-10-21,741.644
2005-10-24,751.98
2005-10-25,755.033
2005-10-26,753.237
2005-10-27,751.428
2005-10-28,750.181
2005-10-31,765.214
2005-11-01,770.656
2005-11-02,782.53
2005-11-03,782.281
2005-11-04,787.017
2005-11-07,787.851
2005-11-08,782.297
2005-11-09,775.109
2005-11-10,773.32
2005-11-11,772.227
2005-11-14,754.875
2005-11-15,750.082
2005-11-16,755.882
2005-11-17,745.304
2005-11-18,749.47
2005-11-21,739.971
2005-11-22,736.507
2005-11-23,738.417
2005-11-24,736.886
2005-11-25,741.858
2005-11-28,755.016
2005-11-29,749.997
2005-11-30,751.062
2005-12-01,755.286
2005-12-02,755.669
2005-12-05,757.54
2005-12-06,762.783
2005-12-07,765.414
2005-12-08,769.577
2005-12-09,774.361
2005-12-12,785.846
2005-12-13,782.661
2005-12-14,782.655
2005-12-15,791.349
2005-12-16,786.74
2005-12-19,780.745
2005-12-20,790.92
2005-12-21,800.347
2005-12-22,804.132
2005-12-23,804.287
2005-12-26,799.496
2005-12-27,791.662
2005-12-28,785.91
2005-12-29,780.257
2005-12-30,771.584
2006-01-02,783.005
2006-01-03,786.555
2006-01-04,791.454
2006-01-05,779.025
2006-01-06,781.693
2006-01-09,797.528
2006-01-10,802.014
2006-01-11,810.223
2006-01-12,809.035
2006-01-13,805.435
2006-01-16,811.655
2006-01-17,809.579
2006-01-18,812.171
2006-01-19,820.428
2006-01-20,810.77
2006-01-23,810.002
2006-01-24,813.044
2006-01-25,803.961
2006-01-26,801.639
2006-01-27,797.648
2006-01-30,794.733
2006-01-31,791.504
2006-02-01,795.22
2006-02-02,786.933
2006-02-03,783.617
2006-02-06,767.946
2006-02-07,761.687
2006-02-08,762.874
2006-02-09,769.509
2006-02-10,768.405
2006-02-13,763.961
2006-02-14,753.057
2006-02-15,753.153
2006-02-16,755.235
2006-02-17,755.04
2006-02-20,751.993
2006-02-21,743.142
2006-02-22,743.253
2006-02-23,741.62
2006-02-24,742.597
2006-02-27,759.675
2006-02-28,756.676
2006-03-01,765.481
2006-03-02,766.728
2006-03-03,767.149
2006-03-06,767.252
2006-03-07,762.069
2006-03-08,760.626
2006-03-09,756.664
2006-03-10,756.435
2006-03-13,758.539
2006-03-14,759.728
2006-03-15,764.554
2006-03-16,766.244
2006-03-17,770.991
2006-03-20,770.239
2006-03-21,767.159
2006-03-22,768.457
2006-03-23,771.097
2006-03-24,776.007
2006-03-27,771.431
2006-03-28,767.03
2006-03-29,764.042
2006-03-30,763.072
2006-03-31,756.543
2006-04-03,757.072
2006-04-04,770.748
2006-04-05,781.693
2006-04-06,783.654
2006-04-07,783.211
2006-04-10,787.575
2006-04-11,781.696
2006-04-12,780.121
2006-04-13,784.379
2006-04-14,784.379
2006-04-17,781.127
2006-04-18,786.26
2006-04-19,787.334
2006-04-20,788.765
2006-04-21,784.401
2006-04-24,783.001
2006-04-25,789.87
2006-04-26,801.028
2006-04-27,803.566
2006-04-28,806.423
2006-05-01,812.682
2006-05-02,811.033
2006-05-03,807.441
2006-05-04,817.396
2006-05-05,821.624
2006-05-08,835.144
2006-05-09,835.028
2006-05-10,834.42
2006-05-11,825.211
2006-05-12,820.881
2006-05-15,811.326
2006-05-16,821.779
2006-05-17,808.837
2006-05-18,809.444
2006-05-19,810.736
2006-05-22,782.9
2006-05-23,790.312
2006-05-24,778.74
2006-05-25,776.856
2006-05-26,778.959
2006-05-29,785.933
2006-05-30,777.993
2006-05-31,776.983
2006-06-01,764.532
2006-06-02,765.238
2006-06-05,762.482
2006-06-06,744.899
2006-06-07,743.333
2006-06-08,741.709
2006-06-09,742.177
2006-06-12,726.974
2006-06-13,712.11
2006-06-14,710.367
2006-06-15,725.261
2006-06-16,727.1
2006-06-19,727.354
2006-06-20,721.885
2006-06-21,727.084
2006-06-22,737.263
2006-06-23,734.679
2006-06-26,728.685
2006-06-27,722.28
2006-06-28,714.499
2006-06-29,723.303
2006-06-30,729.911
2006-07-03,745.777
2006-07-04,751.452
2006-07-05,741.272
2006-07-06,743.544
2006-07-07,741.097
2006-07-10,734.689
2006-07-11,727.485
2006-07-12,693.163
2006-07-13,663.859
2006-07-14,658.277
2006-07-17,668.998
2006-07-18,681.929
2006-07-19,685.155
2006-07-20,688.982
2006-07-21,685.434
2006-07-24,694.021
2006-07-25,696.95
2006-07-26,690.956
2006-07-27,695.494
2006-07-28,699.05
2006-07-31,727.375
2006-08-01,724.365
2006-08-02,745.458
2006-08-03,746.471
2006-08-04,748.855
2006-08-07,742.054
2006-08-08,739.884
2006-08-09,731.364
2006-08-10,721.691
2006-08-11,720.319
2006-08-14,733.852
2006-08-15,746.188
2006-08-16,752.736
2006-08-17,764.895
2006-08-18,764.979
2006-08-21,766.845
2006-08-22,763.665
2006-08-23,760.208
2006-08-24,761.674
2006-08-25,764.319
2006-08-28,753.879
2006-08-29,765.252
2006-08-30,772.992
2006-08-31,772.537
2006-09-01,773.083
2006-09-04,769.38
2006-09-05,766.806
2006-09-06,751.271
2006-09-07,748.999
2006-09-08,754.365
2006-09-11,756.494
2006-09-12,768.922
2006-09-13,775.087
2006-09-14,777.132
2006-09-15,776.25
2006-09-18,786.18
2006-09-19,782.96
2006-09-20,788.332
2006-09-21,786.727
2006-09-22,777.863
2006-09-25,777.073
2006-09-26,777.373
2006-09-27,780.881
2006-09-28,783.298
2006-09-29,782.962
2006-10-02,780.764
2006-10-03,781.888
2006-10-04,802.995
2006-10-05,807.794
2006-10-06,815.618
2006-10-09,822.782
2006-10-10,826.442
2006-10-11,826.886
2006-10-12,838.047
2006-10-13,843.365
2006-10-16,856.021
2006-10-17,849.621
2006-10-18,850.36
2006-10-19,860.108
2006-10-20,829.119
2006-10-23,827.944
2006-10-24,830.119
2006-10-25,836.368
2006-10-26,841.678
2006-10-27,832.254
2006-10-30,833.469
2006-10-31,832.573
2006-11-01,832.473
2006-11-02,814.988
2006-11-03,817.876
2006-11-06,829.171
2006-11-07,820.337
2006-11-08,817.037
2006-11-09,818.578
2006-11-10,821.18
2006-11-13,829.539
2006-11-14,840.704
2006-11-15,838.992
2006-11-16,833.534
2006-11-17,832.546
2006-11-20,834.144
2006-11-21,834.009
2006-11-22,844.536
2006-11-23,839.948
2006-11-24,838.36
2006-11-27,841.739
2006-11-28,837.759
2006-11-29,848.855
2006-11-30,857.8
2006-12-01,857.409
2006-12-04,860.155
2006-12-05,862.996
2006-12-06,860.404
2006-12-07,861.485
2006-12-08,862.764
2006-12-11,858.187
2006-12-12,852.304
2006-12-13,859.835
2006-12-14,858.428
2006-12-15,854.701
2006-12-18,848.847
2006-12-19,842.343
2006-12-20,850.809
2006-12-21,850.629
2006-12-22,849.476
2006-12-25,837.528
2006-12-26,832.991
2006-12-27,836.47
2006-12-28,834.452
2006-12-29,833.45
2007-01-01,846.082
2007-01-02,850.983
2007-01-03,853.688
2007-01-04,853.978
2007-01-05,851.518
2007-01-08,848.575
2007-01-09,847.7
2007-01-10,837.102
2007-01-11,843.927
2007-01-12,847.259
2007-01-15,852.312
2007-01-16,857.326
2007-01-17,853.352
2007-01-18,852.727
2007-01-19,854.953
2007-01-22,862.009
2007-01-23,863.488
2007-01-24,867.65
2007-01-25,859.999
2007-01-26,860.08
2007-01-29,860.817
2007-01-30,856.556
2007-01-31,856.642
2007-02-01,863.881
2007-02-02,866.19
2007-02-05,877.498
2007-02-06,884.356
2007-02-07,895.632
2007-02-08,900.405
2007-02-09,900.181
2007-02-12,897.798
2007-02-13,911.923
2007-02-14,922.005
2007-02-15,917.735
2007-02-16,920.985
2007-02-19,926.387
2007-02-20,916.444
2007-02-21,924.384
2007-02-22,922.058
2007-02-23,921.725
2007-02-26,924.733
2007-02-27,902.825
2007-02-28,903.353
2007-03-01,889.142
2007-03-02,888.404
2007-03-05,866.905
2007-03-06,885.159
2007-03-07,889.106
2007-03-08,904.486
2007-03-09,903.789
2007-03-12,915.132
2007-03-13,907.199
2007-03-14,884.491
2007-03-15,882.361
2007-03-16,881.777
2007-03-19,883.033
2007-03-20,888.656
2007-03-21,896.393
2007-03-22,906.404
2007-03-23,906.815
2007-03-26,910.776
2007-03-27,921.249
2007-03-28,910.817
2007-03-29,912.954
2007-03-30,915.457
2007-04-02,915.706
2007-04-03,917.83
2007-04-04,931.368
2007-04-05,930.324
2007-04-06,930.324
