Date,EM (EMERGING MARKETS) MID CAP Mid Cap
2004-02-27,393.111
2004-03-31,403.434
2004-04-30,374.403
2004-05-31,367.268
2004-06-30,377.928
2004-07-30,368.213
2004-08-31,381.427
2004-09-30,405.224
2004-10-29,420.289
2004-11-30,460.798
2004-12-31,487.826
2005-01-31,485.35
2005-02-28,525.583
2005-03-31,489.768
2005-04-29,474.845
2005-05-31,487.573
2005-06-30,499.194
2005-07-29,532.307
2005-08-31,528.368
2005-09-30,571.126
2005-10-31,532.15
2005-11-30,583.908
2005-12-30,627.061
2006-01-31,683.43
2006-02-28,688.478
2006-03-31,694.203
2006-04-28,749.409
2006-05-31,668.179
2006-06-30,652.482
2006-07-31,660.476
2006-08-31,679.345
2006-09-29,692.125
2006-10-31,734.149
2006-11-30,790.731
2006-12-29,827.44
2007-01-31,819.491
2007-02-28,830.42
2007-03-30,859.273
2007-04-30,919.314
2007-05-31,1000.0
2007-06-29,1038.821
2007-07-31,1098.577
2007-08-31,1062.987
2007-09-28,1170.232
2007-10-31,1294.954
2007-11-30,1181.986
2007-12-31,1192.923
2008-01-31,1027.035
2008-02-29,1100.159
2008-03-31,1034.75
2008-04-30,1103.262
2008-05-30,1101.108
2008-06-30,962.15
2008-07-31,961.963
2008-08-29,888.395
2008-09-30,717.99
2008-10-31,515.253
2008-11-28,468.311
2008-12-31,524.802
2009-01-30,490.796
2009-02-27,457.392
2009-03-31,529.886
2009-04-30,641.804
2009-05-29,750.985
2009-06-30,750.753
2009-07-31,847.161
2009-08-31,843.653
2009-09-30,915.924
2009-10-30,914.056
2009-11-30,959.66
2009-12-31,1017.641
2010-01-29,960.32
2010-02-26,968.428
2010-03-31,1042.42
2010-04-30,1058.324
2010-05-31,963.63
2010-06-30,977.468
2010-07-30,1063.605
2010-08-31,1057.92
2010-09-30,1185.455
2010-10-29,1217.646
2010-11-30,1180.343
2010-12-31,1238.855
2011-01-31,1196.117
2011-02-28,1155.503
2011-03-31,1232.022
2011-04-29,1284.815
2011-05-31,1260.287
2011-06-30,1242.593
2011-07-29,1246.847
2011-08-31,1134.89
2011-09-30,936.76
2011-10-31,1047.911
2011-11-30,961.878
2011-12-30,954.333
2012-01-31,1065.087
2012-02-29,1147.588
2012-03-30,1110.242
2012-04-30,1084.89
2012-05-31,981.913
2012-06-29,1010.716
2012-07-31,1018.126
2012-08-31,1032.453
2012-09-28,1091.519
2012-10-31,1078.109
2012-11-30,1094.27
2012-12-31,1152.688
2013-01-31,1159.275
2013-02-28,1160.605
2013-03-29,1136.086
2013-04-30,1147.704
2013-05-31,1124.359
2013-06-28,1048.338
2013-07-31,1061.641
2013-08-30,1031.635
2013-09-30,1096.748
2013-10-31,1145.651
2013-11-29,1130.574
2013-12-31,1119.979
2014-01-31,1049.712
2014-02-28,1092.026
2014-03-31,1127.235
2014-04-30,1133.505
2014-05-30,1160.652
2014-06-30,1191.499
2014-07-31,1204.427
2014-08-29,1235.5
2014-09-30,1156.579
2014-10-31,1153.069
2014-11-28,1138.514
2014-12-31,1091.079
2015-01-30,1106.165
2015-02-27,1132.763
2015-03-31,1121.631
2015-04-30,1213.967
2015-05-29,1171.31
2015-06-30,1125.51
2015-07-31,1066.378
2015-08-31,970.369
2015-09-30,947.253
2015-10-30,1004.888
2015-11-30,968.792
2015-12-31,946.942
2016-01-29,891.289
2016-02-29,884.299
2016-03-31,996.357
2016-04-29,1008.42
2016-05-31,965.26
2016-06-30,995.397
2016-07-29,1055.796
2016-08-31,1061.493
2016-09-30,1067.759
2016-10-31,1063.346
2016-11-30,999.47
2016-12-30,992.731
2017-01-31,1047.272
2017-02-28,1087.478
2017-03-31,1118.102
2017-04-28,1142.379
2017-05-31,1171.714
2017-06-30,1173.398
2017-07-31,1232.399
2017-08-31,1255.701
2017-09-29,1247.511
2017-10-31,1265.68
2017-11-30,1270.202
2017-12-29,1341.554
2018-01-31,1430.796
2018-02-28,1365.533
2018-03-30,1363.77
2018-04-30,1362.335
2018-05-31,1332.595
2018-06-29,1257.992
2018-07-31,1270.286
2018-08-31,1243.817
2018-09-28,1224.714
2018-10-31,1115.683
2018-11-30,1177.982
2018-12-31,1165.573
2019-01-31,1251.074
2019-02-28,1244.099
2019-03-29,1248.347
2019-04-30,1263.828
2019-05-31,1196.722
2019-06-28,1264.028
2019-07-31,1249.182
2019-08-30,1178.311
2019-09-30,1191.817
2019-10-31,1239.258
2019-11-29,1230.33
2019-12-31,1318.657
2020-01-31,1265.642
2020-02-28,1155.609
2020-03-31,910.28
2020-04-30,1031.443
2020-05-29,1062.971
2020-06-30,1135.884
2020-07-31,1224.603
2020-08-31,1245.524
2020-09-30,1220.882
2020-10-30,1199.338
2020-11-30,1344.484
2020-12-31,1456.931
2021-01-29,1447.59
2021-02-26,1481.837
2021-03-31,1506.822
2021-04-30,1582.631
2021-05-31,1635.062
2021-06-30,1651.503
2021-07-30,1582.924
2021-08-31,1638.243
2021-09-30,1576.907
2021-10-29,1573.552
2021-11-30,1524.251
2021-12-31,1557.511
2022-01-31,1495.09
2022-02-28,1489.811
2022-03-31,1488.373
2022-04-29,1396.265
2022-05-31,1407.088
2022-06-30,1286.523
2022-07-29,1298.033
2022-08-31,1309.782
2022-09-30,1163.1
2022-10-31,1183.345
2022-11-30,1314.475
2022-12-30,1304.137
2023-01-31,1376.16
2023-02-28,1327.548
2023-03-31,1343.628
2023-04-28,1357.132
2023-05-31,1329.709
2023-06-30,1381.831
2023-07-31,1471.619
2023-08-31,1395.525
2023-09-29,1365.255
2023-10-31,1306.594
2023-11-30,1427.114
2023-12-29,1488.167
2024-01-31,1421.532
2024-02-29,1487.178
2024-03-29,1488.81
2024-04-30,1488.204
2024-05-31,1494.807
2024-06-28,1524.763
2024-07-31,1542.545
2024-08-30,1571.532
2024-09-30,1660.377
2024-10-31,1572.758
2024-11-29,1527.158
2024-12-31,1514.913
2025-01-31,1540.971
2025-02-28,1539.32
2025-03-31,1545.545
2025-04-30,1604.728
2025-05-30,1688.768
2025-06-30,1801.541
2025-07-31,1827.94
2025-08-29,1860.51
2025-09-30,1926.927
2025-10-31,1961.966
2025-11-28,1940.771
