Date,EM (EMERGING MARKETS) MID CAP Mid Cap
2001-05-29,223.646
2001-05-30,221.752
2001-05-31,222.112
2001-06-01,220.657
2001-06-04,221.065
2001-06-05,220.878
2001-06-06,222.167
2001-06-07,221.83
2001-06-08,224.241
2001-06-11,223.187
2001-06-12,222.612
2001-06-13,222.734
2001-06-14,221.921
2001-06-15,221.793
2001-06-18,218.069
2001-06-19,217.293
2001-06-20,216.528
2001-06-21,217.437
2001-06-22,218.505
2001-06-25,218.161
2001-06-26,217.678
2001-06-27,217.424
2001-06-28,216.903
2001-06-29,218.546
2001-07-02,218.403
2001-07-03,218.01
2001-07-04,216.256
2001-07-05,215.192
2001-07-06,211.95
2001-07-09,211.213
2001-07-10,209.759
2001-07-11,205.164
2001-07-12,206.894
2001-07-13,205.382
2001-07-16,204.095
2001-07-17,204.513
2001-07-18,204.427
2001-07-19,204.87
2001-07-20,204.558
2001-07-23,205.011
2001-07-24,204.281
2001-07-25,203.449
2001-07-26,205.395
2001-07-27,205.153
2001-07-30,205.52
2001-07-31,205.302
2001-08-01,205.719
2001-08-02,208.229
2001-08-03,209.389
2001-08-06,208.237
2001-08-07,207.997
2001-08-08,208.676
2001-08-09,207.008
2001-08-10,207.437
2001-08-13,208.547
2001-08-14,210.551
2001-08-15,211.134
2001-08-16,211.961
2001-08-17,211.274
2001-08-20,210.027
2001-08-21,209.986
2001-08-22,210.081
2001-08-23,209.814
2001-08-24,210.331
2001-08-27,211.938
2001-08-28,211.568
2001-08-29,211.812
2001-08-30,210.501
2001-08-31,209.652
2001-09-03,208.278
2001-09-04,208.875
2001-09-05,208.305
2001-09-06,207.423
2001-09-07,206.874
2001-09-10,204.503
2001-09-11,198.408
2001-09-12,194.077
2001-09-13,190.647
2001-09-14,184.253
2001-09-17,178.667
2001-09-18,179.888
2001-09-19,181.704
2001-09-20,177.017
2001-09-21,172.704
2001-09-24,174.178
2001-09-25,173.635
2001-09-26,174.064
2001-09-27,174.243
2001-09-28,175.919
2001-10-01,175.185
2001-10-02,173.386
2001-10-03,172.399
2001-10-04,175.013
2001-10-05,175.2
2001-10-08,172.95
2001-10-09,175.279
2001-10-10,176.278
2001-10-11,180.214
2001-10-12,179.269
2001-10-15,179.256
2001-10-16,181.075
2001-10-17,182.128
2001-10-18,181.335
2001-10-19,181.865
2001-10-22,183.303
2001-10-23,183.395
2001-10-24,184.51
2001-10-25,184.434
2001-10-26,185.773
2001-10-29,185.364
2001-10-30,182.95
2001-10-31,183.607
2001-11-01,184.054
2001-11-02,185.133
2001-11-05,187.935
2001-11-06,188.302
2001-11-07,188.179
2001-11-08,190.294
2001-11-09,190.025
2001-11-12,190.892
2001-11-13,192.248
2001-11-14,195.055
2001-11-15,197.433
2001-11-16,199.001
2001-11-19,201.911
2001-11-20,200.488
2001-11-21,201.326
2001-11-22,202.528
2001-11-23,204.593
2001-11-26,209.193
2001-11-27,208.459
2001-11-28,203.992
2001-11-29,203.626
2001-11-30,204.905
2001-12-03,207.765
2001-12-04,208.875
2001-12-05,212.131
2001-12-06,215.599
2001-12-07,217.665
2001-12-10,218.0
2001-12-11,217.405
2001-12-12,219.867
2001-12-13,217.456
2001-12-14,217.43
2001-12-17,217.446
2001-12-18,214.423
2001-12-19,212.85
2001-12-20,213.993
2001-12-21,212.499
2001-12-24,214.142
2001-12-25,216.297
2001-12-26,217.709
2001-12-27,217.963
2001-12-28,220.008
2001-12-31,222.548
2002-01-01,222.732
2002-01-02,225.124
2002-01-03,226.865
2002-01-04,230.012
2002-01-07,231.723
2002-01-08,230.767
2002-01-09,232.607
2002-01-10,232.32
2002-01-11,230.374
2002-01-14,230.014
2002-01-15,228.783
2002-01-16,226.362
2002-01-17,227.589
2002-01-18,228.034
2002-01-21,230.705
2002-01-22,231.49
2002-01-23,232.318
2002-01-24,233.719
2002-01-25,235.857
2002-01-28,236.867
2002-01-29,234.508
2002-01-30,233.075
2002-01-31,235.21
2002-02-01,234.962
2002-02-04,233.984
2002-02-05,234.563
2002-02-06,237.286
2002-02-07,235.499
2002-02-08,236.323
2002-02-11,235.483
2002-02-12,236.238
2002-02-13,237.642
2002-02-14,240.379
2002-02-15,240.838
2002-02-18,241.989
2002-02-19,239.935
2002-02-20,237.879
2002-02-21,236.981
2002-02-22,235.988
2002-02-25,235.376
2002-02-26,237.098
2002-02-27,241.792
2002-02-28,240.835
2002-03-01,242.948
2002-03-04,248.246
2002-03-05,248.834
2002-03-06,249.981
2002-03-07,250.345
2002-03-08,250.598
2002-03-11,252.231
2002-03-12,251.246
2002-03-13,251.714
2002-03-14,253.384
2002-03-15,253.926
2002-03-18,255.876
2002-03-19,256.713
2002-03-20,257.705
2002-03-21,257.423
2002-03-22,258.142
2002-03-25,256.861
2002-03-26,257.244
2002-03-27,257.417
2002-03-28,257.915
2002-03-29,257.818
2002-04-01,255.962
2002-04-02,257.254
2002-04-03,257.144
2002-04-04,257.518
2002-04-05,259.592
2002-04-08,259.938
2002-04-09,258.54
2002-04-10,259.568
2002-04-11,260.316
2002-04-12,261.908
2002-04-15,262.623
2002-04-16,264.102
2002-04-17,268.008
2002-04-18,268.072
2002-04-19,269.688
2002-04-22,268.608
2002-04-23,267.423
2002-04-24,266.371
2002-04-25,263.204
2002-04-26,264.03
2002-04-29,260.82
2002-04-30,259.433
2002-05-01,259.506
2002-05-02,259.505
2002-05-03,260.691
2002-05-06,258.099
2002-05-07,257.441
2002-05-08,259.786
2002-05-09,258.903
2002-05-10,258.592
2002-05-13,257.917
2002-05-14,258.927
2002-05-15,261.068
2002-05-16,261.105
2002-05-17,262.228
2002-05-20,259.332
2002-05-21,255.498
2002-05-22,255.972
2002-05-23,254.826
2002-05-24,257.823
2002-05-27,258.526
2002-05-28,257.284
2002-05-29,256.394
2002-05-30,255.591
2002-05-31,254.349
2002-06-03,254.543
2002-06-04,254.517
2002-06-05,254.54
2002-06-06,254.802
2002-06-07,250.865
2002-06-10,252.856
2002-06-11,251.642
2002-06-12,251.265
2002-06-13,252.324
2002-06-14,249.337
2002-06-17,247.337
2002-06-18,248.44
2002-06-19,242.454
2002-06-20,241.909
2002-06-21,240.734
2002-06-24,239.063
2002-06-25,236.804
2002-06-26,228.441
2002-06-27,230.959
2002-06-28,236.291
2002-07-01,235.238
2002-07-02,232.862
2002-07-03,233.149
2002-07-04,236.168
2002-07-05,240.889
2002-07-08,242.139
2002-07-09,245.44
2002-07-10,243.326
2002-07-11,238.679
2002-07-12,243.988
2002-07-15,242.491
2002-07-16,241.071
2002-07-17,242.318
2002-07-18,243.518
2002-07-19,240.432
2002-07-22,232.182
2002-07-23,232.809
2002-07-24,226.195
2002-07-25,227.264
2002-07-26,220.582
2002-07-29,222.333
2002-07-30,225.505
2002-07-31,223.703
2002-08-01,222.906
2002-08-02,223.074
2002-08-05,215.137
2002-08-06,213.503
2002-08-07,217.214
2002-08-08,219.096
2002-08-09,220.671
2002-08-12,220.624
2002-08-13,221.144
2002-08-14,223.532
2002-08-15,224.251
2002-08-16,225.68
2002-08-19,225.404
2002-08-20,226.025
2002-08-21,227.612
2002-08-22,227.53
2002-08-23,226.635
2002-08-26,226.392
2002-08-27,226.711
2002-08-28,225.24
2002-08-29,224.112
2002-08-30,225.624
2002-09-02,224.177
2002-09-03,221.079
2002-09-04,219.4
2002-09-05,218.447
2002-09-06,217.176
2002-09-09,217.003
2002-09-10,220.031
2002-09-11,221.59
2002-09-12,222.395
2002-09-13,218.894
2002-09-16,214.707
2002-09-17,218.9
2002-09-18,214.206
2002-09-19,213.425
2002-09-20,212.186
2002-09-23,207.363
2002-09-24,204.705
2002-09-25,202.927
2002-09-26,203.812
2002-09-27,203.262
2002-09-30,200.885
2002-10-01,202.636
2002-10-02,201.65
2002-10-03,200.446
2002-10-04,200.652
2002-10-07,195.736
2002-10-08,195.907
2002-10-09,193.471
2002-10-10,191.271
2002-10-11,191.234
2002-10-14,192.331
2002-10-15,197.293
2002-10-16,198.724
2002-10-17,202.102
2002-10-18,206.077
2002-10-21,205.806
2002-10-22,204.837
2002-10-23,210.269
2002-10-24,210.298
2002-10-25,209.609
2002-10-28,211.567
2002-10-29,209.306
2002-10-30,208.983
2002-10-31,211.195
2002-11-01,210.633
2002-11-04,214.45
2002-11-05,214.562
2002-11-06,217.125
2002-11-07,218.95
2002-11-08,219.812
2002-11-11,217.516
2002-11-12,216.209
2002-11-13,215.17
2002-11-14,216.803
2002-11-15,220.567
2002-11-18,221.134
2002-11-19,219.216
2002-11-20,219.02
2002-11-21,221.472
2002-11-22,223.346
2002-11-25,224.96
2002-11-26,223.735
2002-11-27,224.868
2002-11-28,224.667
2002-11-29,226.78
2002-12-02,228.293
2002-12-03,228.131
2002-12-04,225.35
2002-12-05,225.695
2002-12-06,225.595
2002-12-09,225.452
2002-12-10,224.975
2002-12-11,224.159
2002-12-12,224.862
2002-12-13,224.572
2002-12-16,226.08
2002-12-17,226.272
2002-12-18,226.612
2002-12-19,227.009
2002-12-20,227.561
2002-12-23,225.582
2002-12-24,223.874
2002-12-25,223.688
2002-12-26,223.831
2002-12-27,222.983
2002-12-30,221.007
2002-12-31,221.014
2003-01-01,220.901
2003-01-02,222.672
2003-01-03,226.091
2003-01-06,228.282
2003-01-07,227.481
2003-01-08,228.411
2003-01-09,229.317
2003-01-10,230.257
2003-01-13,233.009
2003-01-14,232.908
2003-01-15,233.553
2003-01-16,231.808
2003-01-17,229.045
2003-01-20,228.936
2003-01-21,227.307
2003-01-22,226.281
2003-01-23,227.595
2003-01-24,224.597
2003-01-27,220.997
2003-01-28,222.116
2003-01-29,222.384
2003-01-30,223.306
2003-01-31,224.151
2003-02-03,225.385
2003-02-04,225.962
2003-02-05,225.707
2003-02-06,223.788
2003-02-07,221.552
2003-02-10,220.124
2003-02-11,220.582
2003-02-12,221.231
2003-02-13,218.9
2003-02-14,219.237
2003-02-17,224.315
2003-02-18,223.781
2003-02-19,222.423
2003-02-20,223.155
2003-02-21,223.552
2003-02-24,224.143
2003-02-25,220.518
2003-02-26,220.409
2003-02-27,220.153
2003-02-28,220.27
2003-03-03,221.732
2003-03-04,220.172
2003-03-05,218.349
2003-03-06,217.091
2003-03-07,215.706
2003-03-10,212.789
2003-03-11,212.393
2003-03-12,212.179
2003-03-13,212.398
2003-03-14,213.504
2003-03-17,209.308
2003-03-18,214.169
2003-03-19,214.368
2003-03-20,217.581
2003-03-21,218.232
2003-03-24,216.145
2003-03-25,215.269
2003-03-26,215.895
2003-03-27,215.289
2003-03-28,215.193
2003-03-31,212.164
2003-04-01,214.058
2003-04-02,215.743
2003-04-03,217.353
2003-04-04,220.151
2003-04-07,225.024
2003-04-08,224.99
2003-04-09,224.406
2003-04-10,225.398
2003-04-11,226.717
2003-04-14,227.426
2003-04-15,229.317
2003-04-16,231.976
2003-04-17,233.128
2003-04-18,234.33
2003-04-21,234.044
2003-04-22,231.587
2003-04-23,230.875
2003-04-24,228.621
2003-04-25,225.302
2003-04-28,225.803
2003-04-29,230.219
2003-04-30,229.413
2003-05-01,229.504
2003-05-02,230.287
2003-05-05,232.845
2003-05-06,232.876
2003-05-07,235.161
2003-05-08,234.506
2003-05-09,236.539
2003-05-12,239.084
2003-05-13,239.674
2003-05-14,238.818
2003-05-15,237.439
2003-05-16,236.689
2003-05-19,234.303
2003-05-20,233.845
2003-05-21,234.055
2003-05-22,234.65
2003-05-23,239.347
2003-05-26,242.534
2003-05-27,241.865
2003-05-28,243.823
2003-05-29,245.789
2003-05-30,246.858
2003-06-02,249.472
2003-06-03,249.251
2003-06-04,249.957
2003-06-05,252.962
2003-06-06,253.933
2003-06-09,254.72
2003-06-10,254.248
2003-06-11,254.637
2003-06-12,257.466
2003-06-13,259.832
2003-06-16,261.842
2003-06-17,265.339
2003-06-18,263.681
2003-06-19,264.479
2003-06-20,263.383
2003-06-23,259.788
2003-06-24,259.548
2003-06-25,262.047
2003-06-26,261.496
2003-06-27,262.876
2003-06-30,262.173
2003-07-01,265.428
2003-07-02,268.638
2003-07-03,270.058
2003-07-04,272.205
2003-07-07,275.987
2003-07-08,276.1
2003-07-09,275.74
2003-07-10,274.957
2003-07-11,274.786
2003-07-14,279.332
2003-07-15,277.32
2003-07-16,276.556
2003-07-17,273.263
2003-07-18,272.064
2003-07-21,270.879
2003-07-22,271.636
2003-07-23,271.727
2003-07-24,273.979
2003-07-25,276.358
2003-07-28,279.555
2003-07-29,278.328
2003-07-30,277.527
2003-07-31,277.954
2003-08-01,278.991
2003-08-04,277.876
2003-08-05,275.986
2003-08-06,274.172
2003-08-07,276.644
2003-08-08,277.018
2003-08-11,278.183
2003-08-12,279.115
2003-08-13,282.462
2003-08-14,284.03
2003-08-15,284.602
2003-08-18,287.847
2003-08-19,287.672
2003-08-20,288.21
2003-08-21,292.05
2003-08-22,292.734
2003-08-25,291.012
2003-08-26,290.478
2003-08-27,291.958
2003-08-28,291.097
2003-08-29,293.414
2003-09-01,296.47
2003-09-02,297.628
2003-09-03,298.258
2003-09-04,297.652
2003-09-05,297.545
2003-09-08,297.563
2003-09-09,296.316
2003-09-10,295.978
2003-09-11,296.781
2003-09-12,296.954
2003-09-15,294.8
2003-09-16,297.393
2003-09-17,298.136
2003-09-18,297.928
2003-09-19,297.826
2003-09-22,295.28
2003-09-23,297.414
2003-09-24,299.973
2003-09-25,298.051
2003-09-26,296.502
2003-09-29,296.12
2003-09-30,297.057
2003-10-01,300.004
2003-10-02,303.905
2003-10-03,306.499
2003-10-06,309.347
2003-10-07,311.232
2003-10-08,312.699
2003-10-09,317.357
2003-10-10,320.643
2003-10-13,323.02
2003-10-14,321.931
2003-10-15,322.285
2003-10-16,325.791
2003-10-17,323.413
2003-10-20,324.675
2003-10-21,323.879
2003-10-22,323.207
2003-10-23,317.323
2003-10-24,318.172
2003-10-27,318.658
2003-10-28,323.057
2003-10-29,323.683
2003-10-30,326.35
2003-10-31,326.824
2003-11-03,331.269
2003-11-04,333.328
2003-11-05,334.296
2003-11-06,330.329
2003-11-07,332.964
2003-11-10,332.219
2003-11-11,330.317
2003-11-12,331.454
2003-11-13,334.505
2003-11-14,335.609
2003-11-17,330.976
2003-11-18,331.466
2003-11-19,325.292
2003-11-20,322.953
2003-11-21,324.251
2003-11-24,322.857
2003-11-25,326.484
2003-11-26,330.058
2003-11-27,330.243
2003-11-28,334.073
2003-12-01,342.117
2003-12-02,342.858
2003-12-03,343.717
2003-12-04,343.111
2003-12-05,342.25
2003-12-08,341.356
2003-12-09,344.139
2003-12-10,343.57
2003-12-11,344.324
2003-12-12,347.179
2003-12-15,350.015
2003-12-16,347.651
2003-12-17,343.757
2003-12-18,344.972
2003-12-19,344.724
2003-12-22,346.365
2003-12-23,346.572
2003-12-24,347.896
2003-12-25,347.301
2003-12-26,347.954
2003-12-29,350.419
2003-12-30,354.728
2003-12-31,356.279
2004-01-01,356.486
2004-01-02,362.55
2004-01-05,371.484
2004-01-06,369.663
2004-01-07,370.357
2004-01-08,372.431
2004-01-09,377.501
2004-01-12,375.592
2004-01-13,375.756
2004-01-14,373.559
2004-01-15,368.643
2004-01-16,367.655
2004-01-19,369.488
2004-01-20,372.511
2004-01-21,371.779
2004-01-22,371.354
2004-01-23,373.829
2004-01-26,374.204
2004-01-27,376.7
2004-01-28,376.907
2004-01-29,370.061
2004-01-30,369.798
2004-02-02,370.098
2004-02-03,370.054
2004-02-04,368.87
2004-02-05,368.3
2004-02-06,374.312
2004-02-09,380.578
2004-02-10,381.08
2004-02-11,383.295
2004-02-12,387.167
2004-02-13,389.896
2004-02-16,389.619
2004-02-17,392.445
2004-02-18,393.281
2004-02-19,389.881
2004-02-20,388.549
2004-02-23,388.63
2004-02-24,386.721
2004-02-25,388.828
2004-02-26,389.814
2004-02-27,393.111
2004-03-01,398.66
2004-03-02,401.736
2004-03-03,398.268
2004-03-04,399.461
2004-03-05,402.693
2004-03-08,402.643
2004-03-09,402.469
2004-03-10,396.35
2004-03-11,391.282
2004-03-12,389.576
2004-03-15,387.976
2004-03-16,389.285
2004-03-17,391.769
2004-03-18,396.748
2004-03-19,399.205
2004-03-22,390.857
2004-03-23,388.495
2004-03-24,388.226
2004-03-25,385.476
2004-03-26,387.554
2004-03-29,395.11
2004-03-30,398.361
2004-03-31,403.434
2004-04-01,407.139
2004-04-02,408.893
2004-04-05,411.483
2004-04-06,413.321
2004-04-07,413.752
2004-04-08,415.266
2004-04-09,414.785
2004-04-12,418.562
2004-04-13,415.482
2004-04-14,410.332
2004-04-15,406.892
2004-04-16,408.623
2004-04-19,408.51
2004-04-20,407.488
2004-04-21,404.801
2004-04-22,401.382
2004-04-23,404.368
2004-04-26,399.636
2004-04-27,398.288
2004-04-28,392.195
2004-04-29,379.807
2004-04-30,374.403
2004-05-03,371.395
2004-05-04,378.122
2004-05-05,376.331
2004-05-06,370.43
2004-05-07,367.016
2004-05-10,349.723
2004-05-11,351.468
2004-05-12,356.234
2004-05-13,350.709
2004-05-14,343.902
2004-05-17,332.881
2004-05-18,339.033
2004-05-19,352.281
2004-05-20,347.467
2004-05-21,354.941
2004-05-24,358.327
2004-05-25,357.854
2004-05-26,360.602
2004-05-27,366.403
2004-05-28,369.64
2004-05-31,367.268
2004-06-01,368.601
2004-06-02,367.996
2004-06-03,359.463
2004-06-04,362.335
2004-06-07,373.281
2004-06-08,372.373
2004-06-09,370.254
2004-06-10,369.349
2004-06-11,365.175
2004-06-14,359.051
2004-06-15,363.619
2004-06-16,362.594
2004-06-17,363.969
2004-06-18,362.966
2004-06-21,364.537
2004-06-22,363.418
2004-06-23,365.113
2004-06-24,370.548
2004-06-25,372.69
2004-06-28,372.743
2004-06-29,375.12
2004-06-30,377.928
2004-07-01,379.186
2004-07-02,377.981
2004-07-05,378.28
2004-07-06,378.124
2004-07-07,380.188
2004-07-08,375.982
2004-07-09,377.277
2004-07-12,377.895
2004-07-13,377.344
2004-07-14,375.031
2004-07-15,373.947
2004-07-16,375.895
2004-07-19,376.756
2004-07-20,372.796
2004-07-21,373.501
2004-07-22,371.26
2004-07-23,368.317
2004-07-26,365.821
2004-07-27,367.472
2004-07-28,368.517
2004-07-29,366.127
2004-07-30,368.213
2004-08-02,364.402
2004-08-03,363.888
2004-08-04,363.296
2004-08-05,365.914
2004-08-06,364.924
2004-08-09,366.957
2004-08-10,367.642
2004-08-11,364.021
2004-08-12,363.321
2004-08-13,362.405
2004-08-16,361.529
2004-08-17,363.726
2004-08-18,365.726
2004-08-19,371.153
2004-08-20,371.876
2004-08-23,371.349
2004-08-24,373.094
2004-08-25,374.804
2004-08-26,378.654
2004-08-27,377.888
2004-08-30,379.196
2004-08-31,381.427
2004-09-01,385.78
2004-09-02,388.078
2004-09-03,386.515
2004-09-06,387.992
2004-09-07,388.686
2004-09-08,389.414
2004-09-09,390.324
2004-09-10,391.17
2004-09-13,393.858
2004-09-14,396.475
2004-09-15,395.907
2004-09-16,400.098
2004-09-17,400.466
2004-09-20,404.168
2004-09-21,405.744
2004-09-22,401.38
2004-09-23,402.465
2004-09-24,402.321
2004-09-27,401.163
2004-09-28,401.348
2004-09-29,402.315
2004-09-30,405.224
2004-10-01,411.928
2004-10-04,419.659
2004-10-05,418.567
2004-10-06,418.592
2004-10-07,419.568
2004-10-08,421.903
2004-10-11,422.051
2004-10-12,415.734
2004-10-13,413.237
2004-10-14,410.254
2004-10-15,411.985
2004-10-18,413.555
2004-10-19,415.492
2004-10-20,410.341
2004-10-21,411.037
2004-10-22,411.565
2004-10-25,408.87
2004-10-26,409.43
2004-10-27,414.774
2004-10-28,419.402
2004-10-29,420.289
2004-11-01,421.704
2004-11-02,424.86
2004-11-03,430.647
2004-11-04,432.305
2004-11-05,433.68
2004-11-08,431.207
2004-11-09,432.457
2004-11-10,435.073
2004-11-11,434.465
2004-11-12,439.509
2004-11-15,442.977
2004-11-16,442.937
2004-11-17,449.432
2004-11-18,449.448
2004-11-19,448.087
2004-11-22,444.09
2004-11-23,447.484
2004-11-24,452.938
2004-11-25,454.143
2004-11-26,454.875
2004-11-29,458.053
2004-11-30,460.798
2004-12-01,462.286
2004-12-02,463.837
2004-12-03,464.099
2004-12-06,464.629
2004-12-07,461.553
2004-12-08,456.41
2004-12-09,454.063
2004-12-10,451.923
2004-12-13,457.308
2004-12-14,461.054
2004-12-15,465.622
2004-12-16,468.127
2004-12-17,467.826
2004-12-20,470.553
2004-12-21,471.341
2004-12-22,471.901
2004-12-23,472.156
2004-12-24,474.264
2004-12-27,474.696
2004-12-28,476.318
2004-12-29,480.216
2004-12-30,484.896
2004-12-31,487.826
2005-01-03,487.261
2005-01-04,480.043
2005-01-05,475.032
2005-01-06,467.879
2005-01-07,467.379
2005-01-10,468.612
2005-01-11,470.95
2005-01-12,469.109
2005-01-13,472.096
2005-01-14,472.194
2005-01-17,474.837
2005-01-18,472.076
2005-01-19,473.991
2005-01-20,468.87
2005-01-21,469.151
2005-01-24,470.58
2005-01-25,471.011
2005-01-26,477.073
2005-01-27,478.093
2005-01-28,480.074
2005-01-31,485.35
2005-02-01,483.935
2005-02-02,486.028
2005-02-03,488.176
2005-02-04,492.135
2005-02-07,493.503
2005-02-08,491.086
2005-02-09,491.974
2005-02-10,492.156
2005-02-11,495.883
2005-02-14,503.421
2005-02-15,504.557
2005-02-16,504.508
2005-02-17,507.002
2005-02-18,509.548
2005-02-21,510.988
2005-02-22,512.506
2005-02-23,512.152
2005-02-24,517.4
2005-02-25,520.173
2005-02-28,525.583
2005-03-01,525.985
2005-03-02,521.286
2005-03-03,522.217
2005-03-04,524.711
2005-03-07,527.83
2005-03-08,526.994
2005-03-09,528.249
2005-03-10,524.179
2005-03-11,526.242
2005-03-14,518.432
2005-03-15,509.074
2005-03-16,507.893
2005-03-17,505.154
2005-03-18,504.675
2005-03-21,500.801
2005-03-22,497.356
2005-03-23,488.745
2005-03-24,486.306
2005-03-25,489.157
2005-03-28,484.548
2005-03-29,478.827
2005-03-30,481.349
2005-03-31,489.768
2005-04-01,496.347
2005-04-04,491.292
2005-04-05,491.939
2005-04-06,494.096
2005-04-07,495.733
2005-04-08,494.38
2005-04-11,493.446
2005-04-12,491.186
2005-04-13,492.925
2005-04-14,482.727
2005-04-15,476.254
2005-04-18,468.003
2005-04-19,475.283
2005-04-20,475.703
2005-04-21,477.457
2005-04-22,478.058
2005-04-25,478.99
2005-04-26,480.977
2005-04-27,477.664
2005-04-28,473.801
2005-04-29,474.845
2005-05-02,476.674
2005-05-03,477.852
2005-05-04,486.271
2005-05-05,491.351
2005-05-06,494.205
2005-05-09,492.2
2005-05-10,488.621
2005-05-11,484.512
2005-05-12,482.026
2005-05-13,480.373
2005-05-16,478.686
2005-05-17,477.251
2005-05-18,479.344
2005-05-19,483.921
2005-05-20,482.332
2005-05-23,481.004
2005-05-24,482.682
2005-05-25,481.477
2005-05-26,482.314
2005-05-27,489.301
2005-05-30,491.267
2005-05-31,487.573
2005-06-01,486.73
2005-06-02,491.872
2005-06-03,497.177
2005-06-06,496.269
2005-06-07,495.426
2005-06-08,497.462
2005-06-09,493.891
2005-06-10,496.728
2005-06-13,496.257
2005-06-14,495.792
2005-06-15,499.344
2005-06-16,500.981
2005-06-17,505.028
2005-06-20,501.99
2005-06-21,499.103
2005-06-22,504.899
2005-06-23,504.942
2005-06-24,503.032
2005-06-27,500.465
2005-06-28,500.996
2005-06-29,500.467
2005-06-30,499.194
2005-07-01,500.462
2005-07-04,498.051
2005-07-05,494.699
2005-07-06,495.57
2005-07-07,492.997
2005-07-08,493.901
2005-07-11,503.716
2005-07-12,511.672
2005-07-13,513.242
2005-07-14,518.478
2005-07-15,515.97
2005-07-18,517.151
2005-07-19,519.23
2005-07-20,521.966
2005-07-21,525.73
2005-07-22,527.451
2005-07-25,527.604
2005-07-26,523.701
2005-07-27,526.635
2005-07-28,532.325
2005-07-29,532.307
2005-08-01,536.817
2005-08-02,542.315
2005-08-03,547.659
2005-08-04,548.885
2005-08-05,547.405
2005-08-08,545.082
2005-08-09,547.199
2005-08-10,550.499
2005-08-11,549.904
2005-08-12,548.106
2005-08-15,547.597
2005-08-16,545.097
2005-08-17,543.736
2005-08-18,539.249
2005-08-19,534.309
2005-08-22,541.54
2005-08-23,537.903
2005-08-24,531.633
2005-08-25,531.881
2005-08-26,531.095
2005-08-29,524.501
2005-08-30,525.349
2005-08-31,528.368
2005-09-01,535.619
2005-09-02,544.074
2005-09-05,545.548
2005-09-06,545.768
2005-09-07,547.987
2005-09-08,549.02
2005-09-09,551.45
2005-09-12,554.127
2005-09-13,550.482
2005-09-14,552.895
2005-09-15,552.388
2005-09-16,552.653
2005-09-19,553.013
2005-09-20,558.854
2005-09-21,559.421
2005-09-22,555.981
2005-09-23,552.458
2005-09-26,555.984
2005-09-27,556.722
2005-09-28,559.592
2005-09-29,565.828
2005-09-30,571.126
2005-10-03,572.984
2005-10-04,575.47
2005-10-05,567.569
2005-10-06,555.97
2005-10-07,556.48
2005-10-10,560.535
2005-10-11,563.191
2005-10-12,555.75
2005-10-13,543.447
2005-10-14,539.77
2005-10-17,540.149
2005-10-18,534.555
2005-10-19,523.527
2005-10-20,526.831
2005-10-21,529.951
2005-10-24,532.687
2005-10-25,531.067
2005-10-26,529.671
2005-10-27,524.15
2005-10-28,522.601
2005-10-31,532.15
2005-11-01,539.809
2005-11-02,547.568
2005-11-03,551.053
2005-11-04,549.804
2005-11-07,548.479
2005-11-08,547.201
