Date,EM (EMERGING MARKETS) GROWTH Standard (Large+Mid Cap)
2003-05-23,89.346
2003-05-26,90.531
2003-05-27,89.867
2003-05-28,90.907
2003-05-29,91.431
2003-05-30,91.507
2003-06-02,92.862
2003-06-03,92.421
2003-06-04,92.901
2003-06-05,93.638
2003-06-06,94.182
2003-06-09,94.642
2003-06-10,94.478
2003-06-11,94.56
2003-06-12,95.818
2003-06-13,96.164
2003-06-16,96.38
2003-06-17,98.335
2003-06-18,97.743
2003-06-19,98.48
2003-06-20,98.073
2003-06-23,96.822
2003-06-24,96.215
2003-06-25,97.082
2003-06-26,97.11
2003-06-27,97.316
2003-06-30,97.06
2003-07-01,98.424
2003-07-02,99.842
2003-07-03,100.631
2003-07-04,101.141
2003-07-07,102.545
2003-07-08,103.372
2003-07-09,102.636
2003-07-10,101.759
2003-07-11,101.708
2003-07-14,103.962
2003-07-15,103.621
2003-07-16,103.289
2003-07-17,102.026
2003-07-18,101.472
2003-07-21,101.348
2003-07-22,101.689
2003-07-23,101.331
2003-07-24,102.255
2003-07-25,102.918
2003-07-28,104.374
2003-07-29,104.03
2003-07-30,103.62
2003-07-31,103.961
2003-08-01,104.188
2003-08-04,103.858
2003-08-05,103.398
2003-08-06,102.462
2003-08-07,103.192
2003-08-08,102.953
2003-08-11,103.798
2003-08-12,103.708
2003-08-13,105.17
2003-08-14,106.326
2003-08-15,106.779
2003-08-18,107.328
2003-08-19,107.886
2003-08-20,108.181
2003-08-21,109.549
2003-08-22,109.944
2003-08-25,109.488
2003-08-26,109.086
2003-08-27,109.709
2003-08-28,110.114
2003-08-29,111.266
2003-09-01,112.229
2003-09-02,112.025
2003-09-03,112.719
2003-09-04,113.251
2003-09-05,114.275
2003-09-08,114.99
2003-09-09,114.943
2003-09-10,114.476
2003-09-11,114.657
2003-09-12,114.566
2003-09-15,113.129
2003-09-16,114.342
2003-09-17,115.091
2003-09-18,115.011
2003-09-19,114.491
2003-09-22,112.904
2003-09-23,113.085
2003-09-24,113.893
2003-09-25,112.725
2003-09-26,111.667
2003-09-29,111.751
2003-09-30,112.06
2003-10-01,113.268
2003-10-02,114.831
2003-10-03,115.755
2003-10-06,116.758
2003-10-07,117.426
2003-10-08,118.15
2003-10-09,119.493
2003-10-10,120.823
2003-10-13,121.462
2003-10-14,120.996
2003-10-15,120.774
2003-10-16,121.955
2003-10-17,121.127
2003-10-20,121.435
2003-10-21,121.203
2003-10-22,121.074
2003-10-23,118.4
2003-10-24,118.332
2003-10-27,118.501
2003-10-28,120.483
2003-10-29,121.176
2003-10-30,121.45
2003-10-31,120.936
2003-11-03,122.76
2003-11-04,123.238
2003-11-05,122.912
2003-11-06,121.863
2003-11-07,122.729
2003-11-10,121.82
2003-11-11,120.457
2003-11-12,121.355
2003-11-13,122.786
2003-11-14,122.661
2003-11-17,120.465
2003-11-18,120.717
2003-11-19,119.149
2003-11-20,118.175
2003-11-21,118.97
2003-11-24,118.021
2003-11-25,119.356
2003-11-26,120.398
2003-11-27,120.218
2003-11-28,121.643
2003-12-01,123.745
2003-12-02,124.449
2003-12-03,124.776
2003-12-04,123.953
2003-12-05,123.326
2003-12-08,123.005
2003-12-09,124.027
2003-12-10,123.359
2003-12-11,123.581
2003-12-12,124.568
2003-12-15,125.666
2003-12-16,124.442
2003-12-17,123.226
2003-12-18,123.894
2003-12-19,124.411
2003-12-22,125.394
2003-12-23,125.321
2003-12-24,125.791
2003-12-25,125.838
2003-12-26,126.114
2003-12-29,126.926
2003-12-30,128.354
2003-12-31,128.644
2004-01-01,128.725
2004-01-02,130.481
2004-01-05,134.002
2004-01-06,133.658
2004-01-07,133.494
2004-01-08,134.485
2004-01-09,136.903
2004-01-12,136.439
2004-01-13,136.76
2004-01-14,135.246
2004-01-15,133.608
2004-01-16,133.945
2004-01-19,134.961
2004-01-20,136.423
2004-01-21,136.001
2004-01-22,136.139
2004-01-23,136.779
2004-01-26,137.61
2004-01-27,138.157
2004-01-28,137.253
2004-01-29,134.479
2004-01-30,133.698
2004-02-02,133.689
2004-02-03,133.909
2004-02-04,133.463
2004-02-05,132.622
2004-02-06,134.405
2004-02-09,136.763
2004-02-10,136.861
2004-02-11,137.85
2004-02-12,139.373
2004-02-13,139.954
2004-02-16,139.83
2004-02-17,141.086
2004-02-18,140.862
2004-02-19,139.494
2004-02-20,138.577
2004-02-23,137.876
2004-02-24,136.734
2004-02-25,136.617
2004-02-26,137.156
2004-02-27,138.829
2004-03-01,140.983
2004-03-02,141.812
2004-03-03,140.079
2004-03-04,141.144
2004-03-05,141.98
2004-03-08,140.953
2004-03-09,140.211
2004-03-10,137.764
2004-03-11,135.903
2004-03-12,135.135
2004-03-15,134.507
2004-03-16,134.437
2004-03-17,136.136
2004-03-18,137.496
2004-03-19,138.371
2004-03-22,135.992
2004-03-23,134.945
2004-03-24,135.306
2004-03-25,134.715
2004-03-26,135.797
2004-03-29,137.467
2004-03-30,138.638
2004-03-31,140.25
2004-04-01,141.371
2004-04-02,141.468
2004-04-05,142.554
2004-04-06,143.825
2004-04-07,144.369
2004-04-08,144.439
2004-04-09,143.756
2004-04-12,144.812
2004-04-13,144.043
2004-04-14,141.853
2004-04-15,140.721
2004-04-16,140.386
2004-04-19,140.241
2004-04-20,140.493
2004-04-21,139.099
2004-04-22,138.033
2004-04-23,139.826
2004-04-26,138.724
2004-04-27,137.846
2004-04-28,134.995
2004-04-29,131.041
2004-04-30,128.444
2004-05-03,128.36
2004-05-04,130.063
2004-05-05,129.414
2004-05-06,126.986
2004-05-07,125.475
2004-05-10,119.489
2004-05-11,120.37
2004-05-12,122.393
2004-05-13,121.0
2004-05-14,119.013
2004-05-17,115.219
2004-05-18,117.322
2004-05-19,122.356
2004-05-20,120.862
2004-05-21,122.407
2004-05-24,123.57
2004-05-25,123.326
2004-05-26,124.466
2004-05-27,126.534
2004-05-28,127.024
2004-05-31,126.074
2004-06-01,126.178
2004-06-02,125.347
2004-06-03,122.131
2004-06-04,122.754
2004-06-07,126.405
2004-06-08,126.438
2004-06-09,124.941
2004-06-10,123.796
2004-06-11,121.28
2004-06-14,119.165
2004-06-15,119.779
2004-06-16,119.751
2004-06-17,120.927
2004-06-18,120.626
2004-06-21,121.236
2004-06-22,120.688
2004-06-23,121.543
2004-06-24,124.097
2004-06-25,125.126
2004-06-28,124.308
2004-06-29,124.058
2004-06-30,125.347
2004-07-01,125.412
2004-07-02,124.358
2004-07-05,124.272
2004-07-06,124.082
2004-07-07,124.646
2004-07-08,123.306
2004-07-09,124.175
2004-07-12,124.164
2004-07-13,124.446
2004-07-14,123.03
2004-07-15,122.315
2004-07-16,123.567
2004-07-19,123.945
2004-07-20,122.822
2004-07-21,123.431
2004-07-22,122.004
2004-07-23,121.378
2004-07-26,120.612
2004-07-27,120.962
2004-07-28,120.769
2004-07-29,120.624
2004-07-30,122.08
2004-08-02,121.421
2004-08-03,121.748
2004-08-04,121.152
2004-08-05,122.318
2004-08-06,121.659
2004-08-09,121.591
2004-08-10,121.645
2004-08-11,120.547
2004-08-12,121.172
2004-08-13,121.694
2004-08-16,121.872
2004-08-17,122.587
2004-08-18,123.168
2004-08-19,125.286
2004-08-20,125.014
2004-08-23,124.84
2004-08-24,124.991
2004-08-25,125.575
2004-08-26,126.826
2004-08-27,127.032
2004-08-30,127.257
2004-08-31,127.407
2004-09-01,128.36
2004-09-02,128.677
2004-09-03,127.348
2004-09-06,127.914
2004-09-07,127.954
2004-09-08,128.278
2004-09-09,128.448
2004-09-10,129.858
2004-09-13,130.929
2004-09-14,132.236
2004-09-15,131.757
2004-09-16,132.991
2004-09-17,133.188
2004-09-20,133.853
2004-09-21,134.938
2004-09-22,133.747
2004-09-23,133.217
2004-09-24,132.917
2004-09-27,132.049
2004-09-28,132.676
2004-09-29,133.18
2004-09-30,133.872
2004-10-01,135.524
2004-10-04,138.483
2004-10-05,138.264
2004-10-06,138.31
2004-10-07,138.413
2004-10-08,138.117
2004-10-11,137.124
2004-10-12,134.651
2004-10-13,133.578
2004-10-14,133.059
2004-10-15,133.582
2004-10-18,133.372
2004-10-19,134.073
2004-10-20,132.409
2004-10-21,133.156
2004-10-22,133.823
2004-10-25,132.996
2004-10-26,133.48
2004-10-27,134.507
2004-10-28,135.138
2004-10-29,135.932
2004-11-01,136.455
2004-11-02,137.098
2004-11-03,139.231
2004-11-04,139.489
2004-11-05,140.329
2004-11-08,139.275
2004-11-09,139.776
2004-11-10,140.757
2004-11-11,140.982
2004-11-12,142.332
2004-11-15,143.726
2004-11-16,143.588
2004-11-17,145.82
2004-11-18,146.276
2004-11-19,145.531
2004-11-22,143.941
2004-11-23,144.662
2004-11-24,145.556
2004-11-25,146.082
2004-11-26,146.489
2004-11-29,147.271
2004-11-30,147.907
2004-12-01,147.648
2004-12-02,148.459
2004-12-03,148.276
2004-12-06,148.48
2004-12-07,147.649
2004-12-08,145.55
2004-12-09,144.371
2004-12-10,143.581
2004-12-13,144.763
2004-12-14,146.521
2004-12-15,148.518
2004-12-16,149.277
2004-12-17,149.117
2004-12-20,150.309
2004-12-21,150.995
2004-12-22,151.041
2004-12-23,151.424
2004-12-24,151.8
2004-12-27,152.14
2004-12-28,152.58
2004-12-29,153.552
2004-12-30,154.101
2004-12-31,155.178
2005-01-03,155.559
2005-01-04,152.481
2005-01-05,149.965
2005-01-06,147.641
2005-01-07,148.169
2005-01-10,148.308
2005-01-11,148.746
2005-01-12,148.947
2005-01-13,149.812
2005-01-14,151.278
2005-01-17,152.443
2005-01-18,151.234
2005-01-19,151.281
2005-01-20,150.129
2005-01-21,150.741
2005-01-24,151.311
2005-01-25,151.592
2005-01-26,153.068
2005-01-27,153.417
2005-01-28,154.083
2005-01-31,156.199
2005-02-01,156.024
2005-02-02,156.203
2005-02-03,156.679
2005-02-04,157.544
2005-02-07,158.143
2005-02-08,157.573
2005-02-09,158.266
2005-02-10,158.205
2005-02-11,159.005
2005-02-14,161.347
2005-02-15,161.738
2005-02-16,161.435
2005-02-17,161.693
2005-02-18,162.664
2005-02-21,162.969
2005-02-22,164.029
2005-02-23,163.833
2005-02-24,165.711
2005-02-25,166.547
2005-02-28,168.592
2005-03-01,168.18
2005-03-02,165.984
2005-03-03,166.61
2005-03-04,167.308
2005-03-07,168.035
2005-03-08,167.996
2005-03-09,168.183
2005-03-10,166.567
2005-03-11,167.785
2005-03-14,165.387
2005-03-15,162.676
2005-03-16,162.075
2005-03-17,161.674
2005-03-18,161.648
2005-03-21,160.251
2005-03-22,159.632
2005-03-23,156.725
2005-03-24,156.879
2005-03-25,157.545
2005-03-28,156.869
2005-03-29,154.778
2005-03-30,155.319
2005-03-31,158.066
2005-04-01,159.913
2005-04-04,158.147
2005-04-05,158.274
2005-04-06,158.993
2005-04-07,159.704
2005-04-08,159.943
2005-04-11,159.653
2005-04-12,159.277
2005-04-13,159.7
2005-04-14,156.513
2005-04-15,154.494
2005-04-18,151.857
2005-04-19,153.59
2005-04-20,153.736
2005-04-21,154.137
2005-04-22,155.071
2005-04-25,155.664
2005-04-26,156.109
2005-04-27,154.843
2005-04-28,152.937
2005-04-29,153.06
2005-05-02,153.557
2005-05-03,153.547
2005-05-04,156.308
2005-05-05,157.809
2005-05-06,159.02
2005-05-09,159.028
2005-05-10,158.266
2005-05-11,156.984
2005-05-12,156.302
2005-05-13,155.905
2005-05-16,155.965
2005-05-17,155.617
2005-05-18,157.223
2005-05-19,159.019
2005-05-20,158.597
2005-05-23,158.242
2005-05-24,158.922
2005-05-25,158.302
2005-05-26,158.45
2005-05-27,160.475
2005-05-30,161.277
2005-05-31,159.881
2005-06-01,159.374
2005-06-02,160.757
2005-06-03,162.026
2005-06-06,161.574
2005-06-07,161.156
2005-06-08,161.784
2005-06-09,160.606
2005-06-10,161.647
2005-06-13,162.083
2005-06-14,162.429
2005-06-15,163.62
2005-06-16,164.292
2005-06-17,165.651
2005-06-20,165.413
2005-06-21,164.641
2005-06-22,166.09
2005-06-23,165.447
2005-06-24,164.487
2005-06-27,164.157
2005-06-28,164.485
2005-06-29,164.056
2005-06-30,164.004
2005-07-01,165.049
2005-07-04,164.333
2005-07-05,163.467
2005-07-06,164.343
2005-07-07,163.739
2005-07-08,164.034
2005-07-11,167.425
2005-07-12,169.672
2005-07-13,170.168
2005-07-14,171.731
2005-07-15,170.397
2005-07-18,170.902
2005-07-19,171.837
2005-07-20,172.613
2005-07-21,173.924
2005-07-22,174.528
2005-07-25,174.255
2005-07-26,172.908
2005-07-27,173.366
2005-07-28,175.339
2005-07-29,176.018
2005-08-01,177.272
2005-08-02,179.367
2005-08-03,180.59
2005-08-04,180.703
2005-08-05,179.709
2005-08-08,179.659
2005-08-09,179.916
2005-08-10,181.754
2005-08-11,181.901
2005-08-12,181.182
2005-08-15,180.971
2005-08-16,180.146
2005-08-17,179.856
2005-08-18,177.658
2005-08-19,176.657
2005-08-22,179.307
2005-08-23,178.375
2005-08-24,176.763
2005-08-25,177.158
2005-08-26,177.081
2005-08-29,175.273
2005-08-30,175.273
2005-08-31,176.881
2005-09-01,179.77
2005-09-02,182.052
2005-09-05,182.476
2005-09-06,182.982
2005-09-07,183.583
2005-09-08,184.212
2005-09-09,185.349
2005-09-12,185.896
2005-09-13,185.38
2005-09-14,186.176
2005-09-15,186.585
2005-09-16,187.228
2005-09-19,187.837
2005-09-20,189.388
2005-09-21,190.525
2005-09-22,188.849
2005-09-23,187.303
2005-09-26,188.691
2005-09-27,189.264
2005-09-28,189.776
2005-09-29,191.284
2005-09-30,192.836
2005-10-03,192.569
2005-10-04,193.594
2005-10-05,190.798
2005-10-06,186.6
2005-10-07,186.822
2005-10-10,188.377
2005-10-11,189.416
2005-10-12,186.166
2005-10-13,181.864
2005-10-14,180.846
2005-10-17,181.71
2005-10-18,180.499
2005-10-19,176.868
2005-10-20,177.956
2005-10-21,178.547
2005-10-24,180.229
2005-10-25,180.21
2005-10-26,181.316
2005-10-27,179.175
2005-10-28,178.412
2005-10-31,181.884
2005-11-01,184.828
2005-11-02,187.36
2005-11-03,189.103
2005-11-04,188.828
2005-11-07,188.629
